company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q3TTM,2010-10-01,2011-09-30,,9.76,9.76,2.26,19622000000.0,9.74,2705000000.0,34842000000.0,-48469000000.0,49559000000.0,49559000000.0,48260000000.0,1299000000.0,439228000000.0,563568000000.0,,48847000000.0,3980000000.0,,18634000000.0,439228000000.0,128320000000.0,336000000.0,-2244000000.0,41339000000.0,86981000000.0,-2580000000.0,84401000000.0,567548000000.0,4839000000.0,4839000000.0,4839000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 13:10:52+00:00,2.19,2.19,0.47,3881000000.0,2.18,592000000.0,7721000000.0,,10898000000.0,10898000000.0,10680000000.0,218000000.0,88382000000.0,125114000000.0,,10286000000.0,372000000.0,,3681000000.0,88382000000.0,37104000000.0,45000000.0,,18440000000.0,18664000000.0,-45000000.0,18619000000.0,125486000000.0,4876700000.0,4876700000.0,4899100000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2YTD,2011-01-01,2011-06-30,,4.33,4.33,0.91,7642000000.0,4.32,926000000.0,15725000000.0,,21811000000.0,21811000000.0,21330000000.0,481000000.0,166315000000.0,238192000000.0,,19689000000.0,1298000000.0,,7308000000.0,166315000000.0,73175000000.0,74000000.0,,35565000000.0,37610000000.0,-74000000.0,37536000000.0,239490000000.0,4876700000.0,4876700000.0,4899100000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q2TTM,2010-07-01,2011-06-30,,7.63,7.63,1.79,15756000000.0,7.61,1977000000.0,26833000000.0,-48469000000.0,38888000000.0,38888000000.0,37930000000.0,958000000.0,351256000000.0,439178000000.0,,38625000000.0,3040000000.0,,14870000000.0,351256000000.0,90962000000.0,238000000.0,-2244000000.0,22759000000.0,68203000000.0,-2482000000.0,65721000000.0,442218000000.0,4876700000.0,4876700000.0,4899100000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q1,2011-01-01,2011-03-31,2011-05-05 12:53:46+00:00,2.14,2.14,0.44,3761000000.0,2.14,334000000.0,8004000000.0,,10913000000.0,10913000000.0,10650000000.0,263000000.0,77933000000.0,113078000000.0,,9403000000.0,926000000.0,,3627000000.0,77933000000.0,36071000000.0,29000000.0,,17125000000.0,18946000000.0,-29000000.0,18917000000.0,114004000000.0,4963000000.0,4963000000.0,4963000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2011.0,Q1TTM,2010-04-01,2011-03-31,,7.05,7.05,1.76,15241000000.0,7.03,1792000000.0,24072000000.0,,35736000000.0,35736000000.0,34810000000.0,926000000.0,278196000000.0,404306000000.0,,36908000000.0,2668000000.0,,14796000000.0,278196000000.0,128778000000.0,233000000.0,,68737000000.0,60041000000.0,-233000000.0,59808000000.0,406974000000.0,4963000000.0,4963000000.0,4963000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q4,2012-10-01,2012-12-31,,2.2,2.2,0.57,4110000000.0,2.2,452000000.0,7398000000.0,,10302000000.0,10302000000.0,9950000000.0,352000000.0,79694000000.0,111784000000.0,,8170000000.0,1775000000.0,,3322000000.0,79694000000.0,33865000000.0,111000000.0,,16054000000.0,17811000000.0,-111000000.0,17700000000.0,113559000000.0,4628000000.0,4628000000.0,4628000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 16:26:23+00:00,9.7,9.7,2.18,15888000000.0,9.7,1840000000.0,31045000000.0,,47681000000.0,47681000000.0,44880000000.0,2801000000.0,334465000000.0,466519000000.0,,35558000000.0,14162000000.0,,13877000000.0,334465000000.0,146216000000.0,327000000.0,,67163000000.0,79053000000.0,-327000000.0,78726000000.0,480681000000.0,4628000000.0,4628000000.0,4628000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3,2012-07-01,2012-09-30,2012-11-06 12:14:21+00:00,2.09,2.09,0.57,4037000000.0,2.09,494000000.0,7394000000.0,,9926000000.0,9926000000.0,9570000000.0,356000000.0,82445000000.0,114940000000.0,,7883000000.0,766000000.0,,3468000000.0,82445000000.0,33261000000.0,59000000.0,,15882000000.0,17379000000.0,-59000000.0,17320000000.0,115706000000.0,4597000000.0,4597000000.0,4597000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3YTD,2012-01-01,2012-09-30,,7.5,7.5,1.61,11778000000.0,7.5,1388000000.0,23647000000.0,,37379000000.0,37379000000.0,34930000000.0,2449000000.0,254771000000.0,354735000000.0,,27388000000.0,12387000000.0,,10555000000.0,254771000000.0,112351000000.0,216000000.0,,51109000000.0,61242000000.0,-216000000.0,61026000000.0,367122000000.0,4597000000.0,4597000000.0,4597000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q3TTM,2011-10-01,2012-09-30,,9.47,9.47,2.08,15853000000.0,9.47,1815000000.0,30964000000.0,,47103000000.0,47103000000.0,44330000000.0,2773000000.0,340789000000.0,474471000000.0,,37450000000.0,14260000000.0,,14466000000.0,340789000000.0,147942000000.0,291000000.0,,69584000000.0,78358000000.0,-291000000.0,78067000000.0,488731000000.0,4597000000.0,4597000000.0,4597000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2,2012-04-01,2012-06-30,2012-08-02 13:10:52+00:00,3.41,3.41,0.57,3899000000.0,3.41,372000000.0,8537000000.0,,17654000000.0,17654000000.0,15910000000.0,1744000000.0,84158000000.0,116396000000.0,,9207000000.0,10967000000.0,,3486000000.0,84158000000.0,43205000000.0,50000000.0,,16964000000.0,26241000000.0,-50000000.0,26191000000.0,127363000000.0,4665700000.0,4665700000.0,4665700000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2YTD,2012-01-01,2012-06-30,,5.41,5.41,1.04,7741000000.0,5.41,894000000.0,16253000000.0,,27453000000.0,27453000000.0,25360000000.0,2093000000.0,172326000000.0,239795000000.0,,19505000000.0,11621000000.0,,7087000000.0,172326000000.0,79090000000.0,157000000.0,,35227000000.0,43863000000.0,-157000000.0,43706000000.0,251416000000.0,4665700000.0,4665700000.0,4665700000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q2TTM,2011-07-01,2012-06-30,,9.51,9.51,1.98,15682000000.0,9.51,2049000000.0,31579000000.0,,47848000000.0,47848000000.0,45090000000.0,2758000000.0,346316000000.0,483921000000.0,,39789000000.0,14434000000.0,,14762000000.0,346316000000.0,152039000000.0,330000000.0,,72282000000.0,79757000000.0,-330000000.0,79427000000.0,498355000000.0,4665700000.0,4665700000.0,4665700000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q1,2012-01-01,2012-03-31,2012-05-03 14:56:03+00:00,2.0,2.0,0.47,3842000000.0,2.0,522000000.0,7716000000.0,,9799000000.0,9799000000.0,9450000000.0,349000000.0,88168000000.0,123399000000.0,,10298000000.0,654000000.0,,3601000000.0,88168000000.0,35885000000.0,107000000.0,,18263000000.0,17622000000.0,-107000000.0,17515000000.0,124053000000.0,4715000000.0,4715000000.0,4715000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2012.0,Q1TTM,2011-04-01,2012-03-31,,8.29,8.29,1.88,15664000000.0,8.28,2269000000.0,30763000000.0,,41092000000.0,41092000000.0,39860000000.0,1232000000.0,350540000000.0,492639000000.0,,40868000000.0,3839000000.0,,14957000000.0,350540000000.0,145938000000.0,325000000.0,,73758000000.0,72180000000.0,-325000000.0,71855000000.0,496478000000.0,4715000000.0,4715000000.0,4715000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q4,2013-10-01,2013-12-31,,1.91,1.91,0.63,4380000000.0,1.91,591000000.0,6073000000.0,,8643000000.0,8643000000.0,8350000000.0,293000000.0,79147000000.0,108732000000.0,,8584000000.0,1875000000.0,,3341000000.0,79147000000.0,31460000000.0,-152000000.0,,16896000000.0,14564000000.0,152000000.0,14716000000.0,110607000000.0,4419000000.0,4419000000.0,4419000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,FY,2013-01-01,2013-12-31,2015-02-25 16:26:23+00:00,7.37,7.37,2.46,17182000000.0,7.37,1976000000.0,24263000000.0,,33448000000.0,33448000000.0,32580000000.0,868000000.0,315270000000.0,434763000000.0,,33230000000.0,3492000000.0,,12877000000.0,315270000000.0,122985000000.0,9000000.0,,65265000000.0,57720000000.0,-9000000.0,57711000000.0,438255000000.0,4419000000.0,4419000000.0,4419000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q3,2013-07-01,2013-09-30,2013-11-05 12:08:04+00:00,1.79,1.79,0.63,4287000000.0,1.79,486000000.0,6120000000.0,,8069000000.0,8069000000.0,7870000000.0,199000000.0,81685000000.0,111834000000.0,,8523000000.0,538000000.0,,3150000000.0,81685000000.0,30687000000.0,52000000.0,,16446000000.0,14241000000.0,-52000000.0,14189000000.0,112372000000.0,4395000000.0,4395000000.0,4395000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q3YTD,2013-01-01,2013-09-30,,5.46,5.46,1.83,12802000000.0,5.46,1385000000.0,18190000000.0,,24805000000.0,24805000000.0,24230000000.0,575000000.0,236123000000.0,326031000000.0,,24646000000.0,1617000000.0,,9536000000.0,236123000000.0,91525000000.0,161000000.0,,48369000000.0,43156000000.0,-161000000.0,42995000000.0,327648000000.0,4395000000.0,4395000000.0,4395000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q3TTM,2012-10-01,2013-09-30,,7.66,7.66,2.4,16912000000.0,7.66,1837000000.0,25588000000.0,,35107000000.0,35107000000.0,34180000000.0,927000000.0,315817000000.0,437815000000.0,,32816000000.0,3392000000.0,,12858000000.0,315817000000.0,125390000000.0,272000000.0,,64423000000.0,60967000000.0,-272000000.0,60695000000.0,441207000000.0,4395000000.0,4395000000.0,4395000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q2,2013-04-01,2013-06-30,2013-08-06 11:54:46+00:00,1.55,1.55,0.63,4405000000.0,1.55,454000000.0,5793000000.0,,6975000000.0,6975000000.0,6860000000.0,115000000.0,77311000000.0,105951000000.0,,8178000000.0,518000000.0,,3268000000.0,77311000000.0,29158000000.0,85000000.0,,16305000000.0,12853000000.0,-85000000.0,12768000000.0,106469000000.0,4433000000.0,4433000000.0,4433000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q2YTD,2013-01-01,2013-06-30,,3.67,3.67,1.2,8515000000.0,3.67,899000000.0,12070000000.0,,16736000000.0,16736000000.0,16360000000.0,376000000.0,154438000000.0,214197000000.0,,16123000000.0,1079000000.0,,6386000000.0,154438000000.0,60838000000.0,109000000.0,,31923000000.0,28915000000.0,-109000000.0,28806000000.0,215276000000.0,4433000000.0,4433000000.0,4433000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q2TTM,2012-07-01,2013-06-30,,7.96,7.96,2.34,16662000000.0,7.96,1845000000.0,26862000000.0,,36964000000.0,36964000000.0,35880000000.0,1084000000.0,316577000000.0,440921000000.0,,32176000000.0,3620000000.0,,13176000000.0,316577000000.0,127964000000.0,279000000.0,,63859000000.0,64105000000.0,-279000000.0,63826000000.0,444541000000.0,4433000000.0,4433000000.0,4433000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q1,2013-01-01,2013-03-31,2013-05-02 11:50:47+00:00,2.12,2.12,0.57,4110000000.0,2.12,445000000.0,6277000000.0,,9761000000.0,9761000000.0,9500000000.0,261000000.0,77127000000.0,108246000000.0,,7945000000.0,561000000.0,,3118000000.0,77127000000.0,31680000000.0,24000000.0,,15618000000.0,16062000000.0,-24000000.0,16038000000.0,108807000000.0,4485000000.0,4485000000.0,4485000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2013.0,Q1TTM,2012-04-01,2013-03-31,,9.82,9.82,2.28,16156000000.0,9.82,1763000000.0,29606000000.0,,47643000000.0,47643000000.0,44930000000.0,2713000000.0,323424000000.0,451366000000.0,,33205000000.0,14069000000.0,,13394000000.0,323424000000.0,142011000000.0,244000000.0,,64518000000.0,77493000000.0,-244000000.0,77249000000.0,465435000000.0,4485000000.0,4485000000.0,4485000000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 16:47:56+00:00,7.6,7.6,,17297000000.0,7.6,1669000000.0,18015000000.0,,33615000000.0,33615000000.0,32520000000.0,1095000000.0,296173000000.0,407428000000.0,,32286000000.0,4511000000.0,,12598000000.0,296173000000.0,115766000000.0,286000000.0,,63850000000.0,51916000000.0,-286000000.0,51630000000.0,411939000000.0,4278900000.0,4278900000.0,4278900000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2014.0,Q4,2014-10-01,2014-12-31,,1.56,1.56,-2.01,4458000000.0,1.56,537000000.0,2060000000.0,,6782000000.0,6782000000.0,6570000000.0,212000000.0,62258000000.0,85399000000.0,,7537000000.0,1429000000.0,,3128000000.0,62258000000.0,24570000000.0,68000000.0,,15660000000.0,8910000000.0,-68000000.0,8842000000.0,86828000000.0,4278900000.0,4278900000.0,4278900000.0
Exxon Mobil Corp,XOM,J3WHBG0MTS7O8ZVMDC91,34088,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 11:56:53+00:00,1.89,1.89,0.69,4362000000.0,1.89,319000000.0,5064000000.0,,8346000000.0,8346000000.0,8070000000.0,276000000.0,77538000000.0,107130000000.0,,8244000000.0,,,3169000000.0,77538000000.0,29592000000.0,88000000.0,,16094000000.0,13498000000.0,-88000000.0,13410000000.0,107130000000.0,4269800000.0,4269800000.0,4269800000.0
