company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-27 14:57:49+00:00,-114500000.0,,,121400000.0,,900000.0,41800000.0,,297100000.0,-93200000.0,-236200000.0,348400000.0,-93200000.0,-236200000.0,348400000.0,19900000.0,175700000.0,175700000.0,9500000.0,-10200000.0,-86900000.0,-129000000.0,-197800000.0,-95400000.0,7300000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q3TTM,2015-10-01,2016-09-30,,-180900000.0,84700000.0,48500000.0,161400000.0,,1100000.0,79900000.0,,309300000.0,-115500000.0,-373900000.0,488800000.0,-115500000.0,-373900000.0,488800000.0,500000.0,232500000.0,232500000.0,15000000.0,-12700000.0,-114400000.0,-200500000.0,-156500000.0,-141200000.0,7500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q3,2016-07-01,2016-09-30,,-7200000.0,,,40100000.0,,-900000.0,83100000.0,,122700000.0,-126000000.0,-51200000.0,195400000.0,-126000000.0,-51200000.0,195400000.0,17300000.0,68600000.0,68600000.0,3600000.0,100000.0,-27300000.0,-51100000.0,-170400000.0,-51100000.0,7100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-07-28 10:56:36+00:00,-107300000.0,,,81300000.0,,1800000.0,-41300000.0,,174400000.0,32800000.0,-185000000.0,153000000.0,32800000.0,-185000000.0,153000000.0,2600000.0,107100000.0,107100000.0,5900000.0,-10300000.0,-59600000.0,-77900000.0,-27400000.0,-44300000.0,200000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q2TTM,2015-07-01,2016-06-30,,-173700000.0,84700000.0,48500000.0,159300000.0,,-8300000.0,85400000.0,,143100000.0,-132300000.0,-372300000.0,486900000.0,-132300000.0,-372300000.0,486900000.0,-26000000.0,226400000.0,226400000.0,15800000.0,-12900000.0,-114100000.0,-201000000.0,-37400000.0,-111000000.0,2400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q2,2016-04-01,2016-06-30,,-107300000.0,,,40500000.0,,600000.0,4300000.0,,90900000.0,65200000.0,-154500000.0,100400000.0,65200000.0,-154500000.0,100400000.0,11700000.0,50900000.0,50900000.0,4700000.0,100000.0,-27500000.0,-47300000.0,1700000.0,,100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q1,2016-01-01,2016-03-31,2017-04-28 16:33:01+00:00,,,,40800000.0,,1200000.0,-45600000.0,,83500000.0,-32400000.0,-30500000.0,52600000.0,-32400000.0,-30500000.0,52600000.0,-9100000.0,56200000.0,56200000.0,1200000.0,-10400000.0,-32100000.0,-30600000.0,-29100000.0,-44300000.0,100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2016.0,Q1TTM,2015-04-01,2016-03-31,,-66400000.0,84700000.0,48500000.0,159200000.0,13600000.0,-10500000.0,106900000.0,,64000000.0,-261900000.0,-257600000.0,519800000.0,-261900000.0,-257600000.0,519800000.0,-10200000.0,241100000.0,241100000.0,12600000.0,-17400000.0,-113800000.0,-210500000.0,-37800000.0,-156900000.0,5700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,FY,2017-01-01,2017-12-31,2019-02-15 16:55:29+00:00,-3900000.0,73500000.0,63800000.0,169800000.0,,3100000.0,-102500000.0,,19200000.0,-207300000.0,-177900000.0,379000000.0,-207300000.0,-177900000.0,379000000.0,-3100000.0,94000000.0,94000000.0,217700000.0,-8500000.0,-111200000.0,-188500000.0,-3000000.0,-103800000.0,14500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q4,2017-10-01,2017-12-31,,,73500000.0,63800000.0,42300000.0,,-1800000.0,-124300000.0,,16000000.0,-13800000.0,-37500000.0,79500000.0,-13800000.0,-37500000.0,79500000.0,26400000.0,-40700000.0,-40700000.0,202200000.0,,-27200000.0,-45500000.0,-2600000.0,,8000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-26 16:02:16+00:00,-3900000.0,,,127500000.0,,4900000.0,21800000.0,,3200000.0,-193500000.0,-140400000.0,299500000.0,-193500000.0,-140400000.0,299500000.0,-29500000.0,134700000.0,134700000.0,15500000.0,-8500000.0,-84000000.0,-143000000.0,-400000.0,-103800000.0,6500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q3TTM,2016-10-01,2017-09-30,,-3900000.0,93100000.0,57400000.0,168200000.0,,3200000.0,5100000.0,,5100000.0,-210700000.0,-215400000.0,388500000.0,-210700000.0,-215400000.0,388500000.0,-34400000.0,195200000.0,195200000.0,20000000.0,-8000000.0,-111000000.0,-222300000.0,55500000.0,-152300000.0,10800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q3,2017-07-01,2017-09-30,,-3900000.0,,,42500000.0,,1100000.0,-2500000.0,,1000000.0,-66700000.0,-43700000.0,99000000.0,-66700000.0,-43700000.0,99000000.0,-10300000.0,55600000.0,55600000.0,3400000.0,,-27300000.0,-45800000.0,14500000.0,-54900000.0,6000000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-27 12:51:29+00:00,,,,85000000.0,,3800000.0,24300000.0,,2200000.0,-126800000.0,-96700000.0,200500000.0,-126800000.0,-96700000.0,200500000.0,-19200000.0,79100000.0,79100000.0,12100000.0,-8500000.0,-56700000.0,-97200000.0,-14900000.0,-48900000.0,500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q2TTM,2016-07-01,2017-06-30,,-7200000.0,93100000.0,57400000.0,165800000.0,,1200000.0,90700000.0,,126800000.0,-270000000.0,-222900000.0,484900000.0,-270000000.0,-222900000.0,484900000.0,-6800000.0,208200000.0,208200000.0,20200000.0,-7900000.0,-111000000.0,-227600000.0,-129400000.0,-148500000.0,11900000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q2,2017-04-01,2017-06-30,,,,,43200000.0,,800000.0,26500000.0,,-6500000.0,-47500000.0,-55100000.0,106000000.0,-47500000.0,-55100000.0,106000000.0,4200000.0,28000000.0,28000000.0,8300000.0,,-27600000.0,-55500000.0,-13400000.0,,400000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q1,2017-01-01,2017-03-31,2018-04-27 15:23:31+00:00,,,,41800000.0,,3000000.0,-2200000.0,,8700000.0,-79300000.0,-41600000.0,94500000.0,-79300000.0,-41600000.0,94500000.0,-23400000.0,51100000.0,51100000.0,3800000.0,-8500000.0,-29100000.0,-41700000.0,-1500000.0,-48900000.0,100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2017.0,Q1TTM,2016-04-01,2017-03-31,,-114500000.0,93100000.0,57400000.0,163100000.0,,1000000.0,68500000.0,,224200000.0,-157300000.0,-322300000.0,479300000.0,-157300000.0,-322300000.0,479300000.0,700000.0,231100000.0,231100000.0,16600000.0,-7800000.0,-110900000.0,-219400000.0,-114300000.0,-148500000.0,11600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q4,2018-10-01,2018-12-31,,,44000000.0,74000000.0,41100000.0,,3300000.0,40800000.0,,,-119200000.0,-28700000.0,158400000.0,-119200000.0,-28700000.0,158400000.0,13800000.0,73900000.0,73900000.0,2600000.0,-100000.0,-28200000.0,-30500000.0,-90900000.0,,1800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,FY,2018-01-01,2018-12-31,2019-02-15 16:55:29+00:00,0.0,44000000.0,74000000.0,167600000.0,,1500000.0,48300000.0,,0.0,-318100000.0,-139900000.0,461500000.0,-318100000.0,-139900000.0,461500000.0,5000000.0,225700000.0,225700000.0,19900000.0,-5800000.0,-113800000.0,-143500000.0,-198500000.0,0.0,3600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q3TTM,2017-10-01,2018-09-30,,,73500000.0,63800000.0,168800000.0,,-3600000.0,-116800000.0,,16000000.0,-212700000.0,-148700000.0,382600000.0,-212700000.0,-148700000.0,382600000.0,17600000.0,111100000.0,111100000.0,219500000.0,-5700000.0,-112800000.0,-158500000.0,-110200000.0,,9800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q3,2018-07-01,2018-09-30,,,,,40800000.0,,800000.0,40000000.0,,,-101800000.0,-30000000.0,142300000.0,-101800000.0,-30000000.0,142300000.0,11300000.0,57500000.0,57500000.0,4000000.0,-100000.0,-28200000.0,-30100000.0,-73500000.0,,100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q3YTD,2018-01-01,2018-09-30,2018-10-26 16:02:16+00:00,,,,126500000.0,0.0,-1800000.0,7500000.0,,0.0,-198900000.0,-111200000.0,303100000.0,-198900000.0,-111200000.0,303100000.0,-8800000.0,151800000.0,151800000.0,17300000.0,-5700000.0,-85600000.0,-113000000.0,-107600000.0,0.0,1800000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q2TTM,2017-07-01,2018-06-30,,-3900000.0,73500000.0,63800000.0,170500000.0,,-3300000.0,-159300000.0,,17000000.0,-177600000.0,-162400000.0,339300000.0,-177600000.0,-162400000.0,339300000.0,-4000000.0,109200000.0,109200000.0,218900000.0,-5600000.0,-111900000.0,-174200000.0,-22200000.0,-54900000.0,15700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q2,2018-04-01,2018-06-30,,,,,42500000.0,,-5500000.0,8100000.0,,-12600000.0,-74600000.0,-35100000.0,106500000.0,-74600000.0,-35100000.0,106500000.0,-8700000.0,46700000.0,46700000.0,9200000.0,,-28200000.0,-36700000.0,-33800000.0,,1600000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q2YTD,2018-01-01,2018-06-30,2018-07-27 12:51:29+00:00,,,,85700000.0,,-2600000.0,-32500000.0,,0.0,-97100000.0,-81200000.0,160800000.0,-97100000.0,-81200000.0,160800000.0,-20100000.0,94300000.0,94300000.0,13300000.0,-5600000.0,-57400000.0,-82900000.0,-34100000.0,0.0,1700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q1,2018-01-01,2018-03-31,2019-04-26 16:43:15+00:00,,,,43200000.0,,2900000.0,-40600000.0,,12600000.0,-22500000.0,-46100000.0,54300000.0,-22500000.0,-46100000.0,54300000.0,-11400000.0,47600000.0,47600000.0,4100000.0,-5600000.0,-29200000.0,-46200000.0,-300000.0,,100000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2018.0,Q1TTM,2017-04-01,2018-03-31,,-3900000.0,73500000.0,63800000.0,171200000.0,,3000000.0,-140900000.0,,23100000.0,-150500000.0,-182400000.0,338800000.0,-150500000.0,-182400000.0,338800000.0,8900000.0,90500000.0,90500000.0,218000000.0,-5600000.0,-111300000.0,-193000000.0,-1800000.0,-54900000.0,14500000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2019.0,Q1TTM,2018-04-01,2019-03-31,,,44000000.0,74000000.0,165600000.0,,-1300000.0,-14600000.0,,33000000.0,-287200000.0,-122200000.0,408700000.0,-287200000.0,-122200000.0,408700000.0,-2000000.0,238500000.0,238500000.0,19200000.0,-6700000.0,-114900000.0,-125900000.0,-198600000.0,,3700000.0
Bemis Company Inc,BMS,PTVU09TE3QPJPL7K4E13,11199,2019.0,Q1,2019-01-01,2019-03-31,2019-04-26 16:43:15+00:00,,,,41200000.0,,100000.0,-103500000.0,,45600000.0,8400000.0,-28400000.0,1500000.0,8400000.0,-28400000.0,1500000.0,-18400000.0,60400000.0,60400000.0,3400000.0,-6500000.0,-30300000.0,-28600000.0,-400000.0,,200000.0
