company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Big Lots Inc,BIG,,768835,2011.0,Q2TTM,2010-08-01,2011-07-30,,2.91,2.91,,82750000.0,2.87,130970000.0,215903000.0,216015000.0,-112000.0,215903000.0,2966446000.0,4969182000.0,601000.0,,,1569860000.0,2966446000.0,2002736000.0,3399000.0,-343000.0,1652610000.0,350126000.0,-3141000.0,346985000.0,4969182000.0,70000000.0,70130000.0,71049000.0
Big Lots Inc,BIG,,768835,2011.0,Q2YTD,2011-01-30,2011-07-30,,1.22,1.22,,42092000.0,1.2,56145000.0,88154000.0,88245000.0,-91000.0,88154000.0,1439744000.0,2394409000.0,166000.0,,,766514000.0,1439744000.0,954665000.0,1835000.0,,808606000.0,146059000.0,-1669000.0,144390000.0,2394409000.0,70000000.0,70130000.0,71049000.0
Big Lots Inc,BIG,,768835,2011.0,Q2,2011-05-01,2011-07-30,2012-09-05 16:06:15+00:00,0.51,0.51,,21428000.0,0.5,22767000.0,35683000.0,35714000.0,-31000.0,35683000.0,706599000.0,1167135000.0,54000.0,,,379347000.0,706599000.0,460536000.0,1334000.0,,400775000.0,59761000.0,-1280000.0,58481000.0,1167135000.0,70000000.0,70130000.0,71049000.0
Big Lots Inc,BIG,,768835,2011.0,Q1TTM,2010-05-02,2011-04-30,,2.89,2.89,,80170000.0,2.85,132301000.0,219097000.0,219080000.0,17000.0,219097000.0,2939731000.0,4944356000.0,724000.0,,,1570887000.0,2939731000.0,2004625000.0,2568000.0,-343000.0,1651057000.0,353568000.0,-2187000.0,351381000.0,4944356000.0,73900000.0,74047000.0,75266000.0
Big Lots Inc,BIG,,768835,2011.0,Q1,2011-01-30,2011-04-30,2012-06-06 16:03:35+00:00,0.71,0.71,,20664000.0,0.7,33378000.0,52471000.0,52531000.0,-60000.0,52471000.0,733145000.0,1227274000.0,112000.0,,,387167000.0,733145000.0,494129000.0,501000.0,,407831000.0,86298000.0,-389000.0,85909000.0,1227274000.0,73900000.0,74047000.0,75266000.0
Big Lots Inc,BIG,,768835,2012.0,FY,2012-01-29,2013-02-02,2015-03-31 16:04:13+00:00,2.96,2.96,0.0,103146000.0,2.93,117071000.0,177121000.0,190517000.0,-13396000.0,177121000.0,3157632000.0,5212318000.0,2000.0,,,1639770000.0,3157632000.0,2054686000.0,4184000.0,,1742916000.0,311770000.0,-4182000.0,307588000.0,5212318000.0,59852000.0,59852000.0,59852000.0
Big Lots Inc,BIG,,768835,2012.0,Q4,2012-10-28,2013-02-02,,2.05,2.05,,24997000.0,2.04,75136000.0,120287000.0,133635000.0,-13348000.0,120287000.0,933783000.0,1565595000.0,-43000.0,,,396539000.0,933783000.0,631812000.0,1462000.0,,421536000.0,210276000.0,-1505000.0,208771000.0,1565595000.0,59852000.0,59852000.0,59852000.0
Big Lots Inc,BIG,,768835,2012.0,Q3TTM,2011-10-30,2012-10-27,,2.66,2.66,,103319000.0,2.61,116101000.0,171554000.0,170554000.0,1000000.0,171554000.0,3186379000.0,5273277000.0,-75000.0,,,1693354000.0,3186379000.0,2086898000.0,3495000.0,,1796673000.0,290225000.0,-3570000.0,286655000.0,5273277000.0,59900000.0,57756000.0,57756000.0
Big Lots Inc,BIG,,768835,2012.0,Q3YTD,2012-01-29,2012-10-27,,0.91,0.91,,78149000.0,0.89,41935000.0,56834000.0,56882000.0,-48000.0,56834000.0,2223849000.0,3646723000.0,45000.0,,,1243231000.0,2223849000.0,1422874000.0,2722000.0,,1321380000.0,101494000.0,-2677000.0,98817000.0,3646723000.0,59900000.0,57756000.0,57756000.0
Big Lots Inc,BIG,,768835,2012.0,Q3,2012-07-29,2012-10-27,2013-12-11 16:04:13+00:00,-0.1,-0.1,,26590000.0,-0.1,-2149000.0,-5987000.0,-5988000.0,1000.0,-5987000.0,701615000.0,1134205000.0,46000.0,,,412692000.0,701615000.0,432590000.0,1491000.0,,439282000.0,-6692000.0,-1445000.0,-8137000.0,1134205000.0,59900000.0,57756000.0,57756000.0
Big Lots Inc,BIG,,768835,2012.0,Q2TTM,2011-07-31,2012-07-28,,2.82,2.82,,99602000.0,2.77,121774000.0,181731000.0,180783000.0,948000.0,181731000.0,3178690000.0,5277358000.0,-340000.0,,,1693243000.0,3178690000.0,2098668000.0,2926000.0,,1792845000.0,305823000.0,-3266000.0,302557000.0,5277358000.0,59700000.0,60466000.0,60997000.0
Big Lots Inc,BIG,,768835,2012.0,Q2YTD,2012-01-29,2012-07-28,,1.01,1.01,,51559000.0,0.99,44084000.0,62821000.0,62870000.0,-49000.0,62821000.0,1522234000.0,2512518000.0,-1000.0,,,830539000.0,1522234000.0,990284000.0,1231000.0,,882098000.0,108186000.0,-1232000.0,106954000.0,2512518000.0,59700000.0,60466000.0,60997000.0
Big Lots Inc,BIG,,768835,2012.0,Q2,2012-04-29,2012-07-28,2013-09-10 16:12:24+00:00,0.37,0.37,,26271000.0,0.36,16321000.0,22075000.0,22090000.0,-15000.0,22075000.0,740202000.0,1218037000.0,-38000.0,,,412220000.0,740202000.0,477835000.0,895000.0,,438491000.0,39344000.0,-933000.0,38411000.0,1218037000.0,59700000.0,60466000.0,60997000.0
Big Lots Inc,BIG,,768835,2012.0,Q1TTM,2011-05-01,2012-04-28,,2.96,2.96,,94759000.0,2.91,128220000.0,195339000.0,194407000.0,932000.0,195339000.0,3145087000.0,5226456000.0,-248000.0,,,1660370000.0,3145087000.0,2081369000.0,3365000.0,,1755129000.0,326240000.0,-3613000.0,322627000.0,5226456000.0,63700000.0,64119000.0,65165000.0
Big Lots Inc,BIG,,768835,2012.0,Q1,2012-01-29,2012-04-28,2013-06-12 16:01:57+00:00,0.64,0.64,,25288000.0,0.63,27763000.0,40746000.0,40780000.0,-34000.0,40746000.0,782032000.0,1294481000.0,37000.0,,,418319000.0,782032000.0,512449000.0,336000.0,,443607000.0,68842000.0,-299000.0,68543000.0,1294481000.0,63700000.0,64119000.0,65165000.0
Big Lots Inc,BIG,,768835,2013.0,FY,2013-02-03,2014-02-01,2016-03-29 16:05:09+00:00,2.18,2.18,0.0,113228000.0,2.16,85515000.0,125295000.0,141290000.0,-15995000.0,125295000.0,3117386000.0,5124755000.0,-12000.0,,,1664031000.0,3117386000.0,2007369000.0,3293000.0,,1777259000.0,230110000.0,-3305000.0,226805000.0,5124755000.0,57415000.0,57415000.0,57415000.0
Big Lots Inc,BIG,,768835,2013.0,Q4,2013-11-03,2014-02-01,,1.3,1.47,,29835000.0,1.46,50001000.0,84353000.0,84229000.0,124000.0,84353000.0,962281000.0,1571912000.0,-1000.0,,,444762000.0,962281000.0,609631000.0,803000.0,,474597000.0,135034000.0,-804000.0,134230000.0,1571912000.0,57415000.0,57415000.0,57415000.0
Big Lots Inc,BIG,,768835,2013.0,Q3TTM,2012-10-28,2013-11-02,,2.93,2.76,,108390000.0,2.74,110650000.0,161229000.0,190696000.0,-29467000.0,161229000.0,3088888000.0,5118438000.0,-54000.0,,,1615808000.0,3088888000.0,2029550000.0,3952000.0,,1724198000.0,305352000.0,-4006000.0,301346000.0,5118438000.0,,57461000.0,57461000.0
Big Lots Inc,BIG,,768835,2013.0,Q3YTD,2013-02-03,2013-11-02,,0.88,0.71,,83393000.0,0.7,35514000.0,40942000.0,57061000.0,-16119000.0,40942000.0,2155105000.0,3552843000.0,-11000.0,,,1219269000.0,2155105000.0,1397738000.0,2490000.0,,1302662000.0,95076000.0,-2501000.0,92575000.0,3552843000.0,,57461000.0,57461000.0
Big Lots Inc,BIG,,768835,2013.0,Q3,2013-08-04,2013-11-02,2014-12-10 16:13:27+00:00,,-0.17,0.0,29014000.0,-0.17,-1951000.0,-9517000.0,-1948000.0,-7569000.0,-9517000.0,673490000.0,1104918000.0,0.0,,,405279000.0,673490000.0,431428000.0,1034000.0,,434293000.0,-2865000.0,-1034000.0,-3899000.0,1104918000.0,,57461000.0,57461000.0
Big Lots Inc,BIG,,768835,2013.0,Q2TTM,2012-07-29,2013-08-03,,2.83,2.83,,105966000.0,2.81,110452000.0,164759000.0,186656000.0,-21897000.0,164759000.0,3117013000.0,5147725000.0,-8000.0,,,1623221000.0,3117013000.0,2030712000.0,4409000.0,,1729187000.0,301525000.0,-4417000.0,297108000.0,5147725000.0,56600000.0,57382000.0,57924000.0
Big Lots Inc,BIG,,768835,2013.0,Q2YTD,2013-02-03,2013-08-03,,0.88,0.88,,54379000.0,0.87,37465000.0,50459000.0,59009000.0,-8550000.0,50459000.0,1481615000.0,2447925000.0,-11000.0,,,813990000.0,1481615000.0,966310000.0,1456000.0,,868369000.0,97941000.0,-1467000.0,96474000.0,2447925000.0,56600000.0,57382000.0,57924000.0
Big Lots Inc,BIG,,768835,2013.0,Q2,2013-05-05,2013-08-03,2014-09-10 16:04:43+00:00,0.32,0.32,0.0,27534000.0,0.31,13808000.0,18126000.0,21944000.0,-3818000.0,18126000.0,716790000.0,1180905000.0,-11000.0,,,400088000.0,716790000.0,464115000.0,730000.0,,427622000.0,36493000.0,-741000.0,35752000.0,1180905000.0,56600000.0,57382000.0,57924000.0
Big Lots Inc,BIG,,768835,2013.0,Q1TTM,2012-04-29,2013-05-04,,2.88,2.88,,104703000.0,2.86,112965000.0,168708000.0,186802000.0,-18094000.0,168708000.0,3140425000.0,5184857000.0,-35000.0,,,1635353000.0,3140425000.0,2044432000.0,4574000.0,,1740056000.0,304376000.0,-4609000.0,299767000.0,5184857000.0,57700000.0,57305000.0,57843000.0
Big Lots Inc,BIG,,768835,2013.0,Q1,2013-02-03,2013-05-04,2014-06-11 16:07:43+00:00,0.56,0.56,,26845000.0,0.56,23657000.0,32333000.0,37065000.0,-4732000.0,32333000.0,764825000.0,1267020000.0,0.0,,,413902000.0,764825000.0,502195000.0,726000.0,,440747000.0,61448000.0,-726000.0,60722000.0,1267020000.0,57700000.0,57305000.0,57843000.0
Big Lots Inc,BIG,,768835,2014.0,FY,2014-02-02,2015-01-31,2017-03-28 16:05:53+00:00,2.08,2.08,0.51,119702000.0,2.06,85239000.0,114276000.0,136661000.0,-22385000.0,114276000.0,3133124000.0,5177078000.0,0.0,,,1699764000.0,3133124000.0,2043954000.0,2588000.0,,1819466000.0,224488000.0,-2588000.0,221900000.0,5177078000.0,54935000.0,54935000.0,54935000.0
Big Lots Inc,BIG,,768835,2014.0,Q4,2014-11-02,2015-01-31,,1.72,1.72,0.17,31167000.0,1.7,58463000.0,94431000.0,93983000.0,448000.0,94431000.0,943420000.0,1593349000.0,,,,465344000.0,943420000.0,649929000.0,972000.0,,496511000.0,153418000.0,-972000.0,152446000.0,1593349000.0,54935000.0,54935000.0,54935000.0
Big Lots Inc,BIG,,768835,2014.0,Q3TTM,2013-11-03,2014-11-01,,1.66,1.83,0.34,118370000.0,1.82,76777000.0,104198000.0,126907000.0,-22709000.0,104198000.0,3151985000.0,5155641000.0,-1000.0,,,1679182000.0,3151985000.0,2003656000.0,2419000.0,,1797552000.0,206104000.0,-2420000.0,203684000.0,5155641000.0,57400000.0,54850000.0,54850000.0
Big Lots Inc,BIG,,768835,2014.0,Q3,2014-08-03,2014-11-01,2015-12-09 16:05:30+00:00,-0.06,-0.06,0.17,30267000.0,-0.06,-1698000.0,-3441000.0,-3115000.0,-326000.0,-3441000.0,676153000.0,1107095000.0,0.0,,,404732000.0,676153000.0,430942000.0,756000.0,,434999000.0,-4057000.0,-756000.0,-4813000.0,1107095000.0,57400000.0,54850000.0,54850000.0
Big Lots Inc,BIG,,768835,2014.0,Q3YTD,2014-02-02,2014-11-01,,0.36,0.36,0.34,88535000.0,0.36,26776000.0,19845000.0,42678000.0,-22833000.0,19845000.0,2189704000.0,3583729000.0,,,,1234420000.0,2189704000.0,1394025000.0,1616000.0,,1322955000.0,71070000.0,-1616000.0,69454000.0,3583729000.0,57400000.0,54850000.0,54850000.0
Big Lots Inc,BIG,,768835,2014.0,Q2TTM,2013-08-04,2014-08-02,,1.72,1.72,0.17,117117000.0,1.71,76524000.0,98122000.0,128074000.0,-29952000.0,98122000.0,3149322000.0,5153464000.0,-1000.0,,,1679729000.0,3149322000.0,2004142000.0,2697000.0,,1796846000.0,207296000.0,-2698000.0,204598000.0,5153464000.0,55400000.0,54991000.0,55689000.0
Big Lots Inc,BIG,,768835,2014.0,Q2,2014-05-04,2014-08-02,2015-09-09 16:18:51+00:00,0.36,0.36,0.17,29443000.0,0.36,10220000.0,19938000.0,17212000.0,2726000.0,19938000.0,725836000.0,1195363000.0,0.0,,,412142000.0,725836000.0,469527000.0,510000.0,,441585000.0,27942000.0,-510000.0,27432000.0,1195363000.0,55400000.0,54991000.0,55689000.0
Big Lots Inc,BIG,,768835,2014.0,Q2YTD,2014-02-02,2014-08-02,,0.42,0.42,0.17,58268000.0,0.42,28474000.0,23286000.0,45793000.0,-22507000.0,23286000.0,1513551000.0,2476634000.0,,,,829688000.0,1513551000.0,963083000.0,860000.0,,887956000.0,75127000.0,-860000.0,74267000.0,2476634000.0,55400000.0,54991000.0,55689000.0
Big Lots Inc,BIG,,768835,2014.0,Q1TTM,2013-05-05,2014-05-03,,1.68,1.68,,115208000.0,1.66,80112000.0,96310000.0,132806000.0,-36496000.0,96310000.0,3140276000.0,5139006000.0,-12000.0,,,1667675000.0,3140276000.0,1998730000.0,2917000.0,,1782883000.0,215847000.0,-2929000.0,212918000.0,5139006000.0,55800000.0,57010000.0,57536000.0
Big Lots Inc,BIG,,768835,2014.0,Q1,2014-02-02,2014-05-03,2015-06-10 16:05:00+00:00,0.06,0.06,0.0,28825000.0,0.06,18254000.0,3348000.0,28581000.0,-25233000.0,3348000.0,787715000.0,1281271000.0,0.0,,,417546000.0,787715000.0,493556000.0,350000.0,,446371000.0,47185000.0,-350000.0,46835000.0,1281271000.0,55800000.0,57010000.0,57536000.0
Big Lots Inc,BIG,,768835,2015.0,FY,2015-02-01,2016-01-30,2018-04-03 16:07:45+00:00,2.83,2.83,0.76,122854000.0,2.8,83977000.0,142873000.0,142873000.0,,142873000.0,3123442000.0,5190582000.0,-5254000.0,,,1708499000.0,3123442000.0,2067140000.0,3683000.0,,1831353000.0,235787000.0,-8937000.0,226850000.0,5190582000.0,50517000.0,50517000.0,50517000.0
Big Lots Inc,BIG,,768835,2015.0,Q4,2015-11-01,2016-01-30,,1.9,1.9,0.19,30466000.0,1.89,56393000.0,94532000.0,94557000.0,-25000.0,94532000.0,936784000.0,1583967000.0,-2867000.0,,,461954000.0,936784000.0,647183000.0,946000.0,,492420000.0,154763000.0,-3813000.0,150950000.0,1583967000.0,50517000.0,50517000.0,50517000.0
Big Lots Inc,BIG,,768835,2015.0,Q3,2015-08-02,2015-10-31,2016-12-07 16:05:11+00:00,-0.03,-0.03,0.19,30171000.0,-0.03,-2400000.0,-1508000.0,-1703000.0,195000.0,-1508000.0,676467000.0,1116474000.0,-673000.0,,,411994000.0,676467000.0,440007000.0,1272000.0,,442165000.0,-2158000.0,-1945000.0,-4103000.0,1116474000.0,50300000.0,49057000.0,49057000.0
Big Lots Inc,BIG,,768835,2015.0,Q3YTD,2015-02-01,2015-10-31,,0.93,0.93,0.57,92388000.0,0.91,27584000.0,48341000.0,48316000.0,25000.0,48341000.0,2186658000.0,3606615000.0,-2387000.0,,,1246545000.0,2186658000.0,1419957000.0,2737000.0,,1338933000.0,81024000.0,-5124000.0,75900000.0,3606615000.0,50300000.0,49057000.0,49057000.0
Big Lots Inc,BIG,,768835,2015.0,Q3TTM,2014-11-02,2015-10-31,,2.65,2.65,0.74,123555000.0,2.61,86047000.0,142772000.0,142299000.0,473000.0,142772000.0,3130078000.0,5199964000.0,-2387000.0,,,1711889000.0,3130078000.0,2069886000.0,3709000.0,,1835444000.0,234442000.0,-6096000.0,228346000.0,5199964000.0,50300000.0,49057000.0,49057000.0
Big Lots Inc,BIG,,768835,2015.0,Q2,2015-05-03,2015-08-01,2016-09-07 16:08:56+00:00,0.35,0.35,0.19,30992000.0,0.34,10115000.0,17636000.0,17711000.0,-75000.0,17636000.0,733852000.0,1209686000.0,-1742000.0,,,414305000.0,733852000.0,475834000.0,969000.0,,445297000.0,30537000.0,-2711000.0,27826000.0,1209686000.0,50400000.0,50831000.0,51336000.0
Big Lots Inc,BIG,,768835,2015.0,Q2YTD,2015-02-01,2015-08-01,,0.96,0.96,0.38,62217000.0,0.94,29984000.0,49849000.0,50019000.0,-170000.0,49849000.0,1510191000.0,2490141000.0,-1714000.0,,,834551000.0,1510191000.0,979950000.0,1465000.0,,896768000.0,83182000.0,-3179000.0,80003000.0,2490141000.0,50400000.0,50831000.0,51336000.0
Big Lots Inc,BIG,,768835,2015.0,Q2TTM,2014-08-03,2015-08-01,,2.62,2.62,0.72,123651000.0,2.58,86749000.0,140839000.0,140887000.0,-48000.0,140839000.0,3129764000.0,5190585000.0,-1714000.0,,,1704627000.0,3129764000.0,2060821000.0,3193000.0,,1828278000.0,232543000.0,-4907000.0,227636000.0,5190585000.0,50400000.0,50831000.0,51336000.0
Big Lots Inc,BIG,,768835,2015.0,Q1,2015-02-01,2015-05-02,2016-06-08 16:03:40+00:00,0.61,0.61,0.19,31225000.0,0.6,19869000.0,32213000.0,32308000.0,-95000.0,32213000.0,776339000.0,1280455000.0,28000.0,,,420246000.0,776339000.0,504116000.0,496000.0,,451471000.0,52645000.0,-468000.0,52177000.0,1280455000.0,52800000.0,53087000.0,53657000.0
Big Lots Inc,BIG,,768835,2015.0,Q1TTM,2014-05-04,2015-05-02,,2.63,2.63,0.7,122102000.0,2.6,86854000.0,143141000.0,140388000.0,2753000.0,143141000.0,3121748000.0,5176262000.0,28000.0,,,1702464000.0,3121748000.0,2054514000.0,2734000.0,,1824566000.0,229948000.0,-2706000.0,227242000.0,5176262000.0,52800000.0,53087000.0,53657000.0
Big Lots Inc,BIG,,768835,2016.0,FY,2016-01-31,2017-01-28,2019-04-02 16:06:03+00:00,3.37,3.37,0.84,120460000.0,3.32,91471000.0,152828000.0,152828000.0,,152828000.0,3094576000.0,5193995000.0,1387000.0,,,1730956000.0,3094576000.0,2099419000.0,5091000.0,,1851416000.0,248003000.0,-3704000.0,244299000.0,5193995000.0,45316000.0,45316000.0,45316000.0
Big Lots Inc,BIG,,768835,2016.0,Q4,2016-10-30,2017-01-28,,2.03,2.03,0.21,29690000.0,2.0,53501000.0,90078000.0,90078000.0,,90078000.0,919444000.0,1572767000.0,356000.0,,,479112000.0,919444000.0,653323000.0,1298000.0,,508802000.0,144521000.0,-942000.0,143579000.0,1572767000.0,45316000.0,45316000.0,45316000.0
Big Lots Inc,BIG,,768835,2016.0,Q3,2016-07-31,2016-10-29,2017-12-06 16:07:36+00:00,0.03,0.03,0.21,30294000.0,0.03,-365000.0,1376000.0,1376000.0,,1376000.0,663506000.0,1105498000.0,673000.0,,,409695000.0,663506000.0,441992000.0,1665000.0,,439989000.0,2003000.0,-992000.0,1011000.0,1105498000.0,45900000.0,44165000.0,44926000.0
Big Lots Inc,BIG,,768835,2016.0,Q3YTD,2016-01-31,2016-10-29,,1.34,1.34,0.63,90770000.0,1.32,37970000.0,62750000.0,62750000.0,,62750000.0,2175132000.0,3621228000.0,1031000.0,,,1251844000.0,2175132000.0,1446096000.0,3793000.0,,1342614000.0,103482000.0,-2762000.0,100720000.0,3621228000.0,45900000.0,44165000.0,44926000.0
Big Lots Inc,BIG,,768835,2016.0,Q3TTM,2015-11-01,2016-10-29,,3.24,3.24,0.82,121236000.0,3.21,94363000.0,157282000.0,157307000.0,-25000.0,157282000.0,3111916000.0,5205195000.0,-1836000.0,,,1713798000.0,3111916000.0,2093279000.0,4739000.0,,1835034000.0,258245000.0,-6575000.0,251670000.0,5205195000.0,45900000.0,44165000.0,44926000.0
Big Lots Inc,BIG,,768835,2016.0,Q2,2016-05-01,2016-07-30,2017-09-06 16:06:03+00:00,0.51,0.51,0.21,30757000.0,0.5,14305000.0,22715000.0,22715000.0,,22715000.0,716732000.0,1203155000.0,-406000.0,,,416746000.0,716732000.0,486423000.0,1494000.0,,447503000.0,38920000.0,-1900000.0,37020000.0,1203155000.0,44500000.0,44402000.0,45014000.0
