company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Total System Services Inc,TSS,,721683,2015.0,Q2,2015-04-01,2015-06-30,,-27730000.0,558000.0,67532000.0,18545000.0,63905000.0,,2751000.0,-28601000.0,,-52488000.0,-55798000.0,126801000.0,-52488000.0,-55798000.0,126801000.0,21266000.0,83375000.0,83375000.0,-6656000.0,8861000.0,-20936000.0,14220000.0,-2800000.0,-25268000.0,-11307000.0,-29106000.0,
Total System Services Inc,TSS,,721683,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 14:15:40+00:00,-12364000.0,556000.0,724000.0,1760000.0,62815000.0,,-4093000.0,5336000.0,,-73756000.0,-41714000.0,158492000.0,-73756000.0,-41714000.0,158492000.0,38929000.0,78899000.0,78899000.0,-811000.0,14505000.0,-18760000.0,11697000.0,,-31189000.0,-15086000.0,-54415000.0,1839000.0
Total System Services Inc,TSS,,721683,2015.0,Q1TTM,2014-04-01,2015-03-31,,-83332000.0,2210000.0,139640000.0,32406000.0,249401000.0,44979000.0,-11276000.0,5835000.0,1396000.0,-317755000.0,-220257000.0,569987000.0,-317755000.0,-220257000.0,569987000.0,20699000.0,356680000.0,356680000.0,-94294000.0,42983000.0,-79628000.0,50155000.0,-41053000.0,-148902000.0,-62748000.0,-219758000.0,8051000.0
Total System Services Inc,TSS,,721683,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 17:23:25+00:00,-45847000.0,14320000.0,87428000.0,84420000.0,373546000.0,,-11197000.0,-85005000.0,2666295000.0,1822190000.0,-2492996000.0,718284000.0,1822190000.0,-2492996000.0,718284000.0,36281000.0,325972000.0,325972000.0,27153000.0,15735000.0,-78926000.0,62298000.0,-2350423000.0,-96726000.0,-750639000.0,-30275000.0,
Total System Services Inc,TSS,,721683,2016.0,Q4,2016-10-01,2016-12-31,,-7463000.0,1292000.0,28573000.0,9655000.0,102078000.0,,-5302000.0,-30637000.0,,-147438000.0,-35738000.0,167204000.0,-147438000.0,-35738000.0,167204000.0,-21274000.0,74375000.0,74375000.0,3259000.0,2682000.0,-19763000.0,16837000.0,-500000.0,-27775000.0,-105478000.0,-24879000.0,
Total System Services Inc,TSS,,721683,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-07 13:24:36+00:00,-38384000.0,13028000.0,58855000.0,74765000.0,271468000.0,,-5895000.0,-54368000.0,2666295000.0,1969628000.0,-2457258000.0,551080000.0,1969628000.0,-2457258000.0,551080000.0,57555000.0,251597000.0,251597000.0,23894000.0,13053000.0,-59163000.0,45461000.0,-2349923000.0,-68951000.0,-645161000.0,-5396000.0,
Total System Services Inc,TSS,,721683,2016.0,Q3TTM,2015-10-01,2016-09-30,,-46141000.0,13591000.0,108130000.0,93196000.0,338513000.0,,-8166000.0,-95204000.0,2666295000.0,1837303000.0,-2522664000.0,692560000.0,1837303000.0,-2522664000.0,692560000.0,-967000.0,336313000.0,336313000.0,37762000.0,71464000.0,-78795000.0,61585000.0,-2346398000.0,-128328000.0,-657665000.0,-163996000.0,-1797000.0
Total System Services Inc,TSS,,721683,2016.0,Q3,2016-07-01,2016-09-30,,-7108000.0,1259000.0,32721000.0,-7043000.0,98916000.0,,-1585000.0,3986000.0,,-200568000.0,-28282000.0,211999000.0,-200568000.0,-28282000.0,211999000.0,-18436000.0,87441000.0,87441000.0,5281000.0,1160000.0,-18712000.0,15116000.0,-2755000.0,-18419000.0,-182654000.0,-362000.0,
Total System Services Inc,TSS,,721683,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-07 17:15:56+00:00,-31276000.0,11769000.0,26134000.0,81808000.0,172552000.0,,-4310000.0,-58354000.0,2666295000.0,2170196000.0,-2428976000.0,339081000.0,2170196000.0,-2428976000.0,339081000.0,75991000.0,164156000.0,164156000.0,18613000.0,11893000.0,-40451000.0,30345000.0,-2347168000.0,-50532000.0,-462507000.0,-5034000.0,
Total System Services Inc,TSS,,721683,2016.0,Q2TTM,2015-07-01,2016-06-30,,-49910000.0,12893000.0,129333000.0,101928000.0,304096000.0,,-10079000.0,-111532000.0,2668207000.0,2005686000.0,-2535488000.0,655822000.0,2005686000.0,-2535488000.0,655822000.0,115941000.0,370923000.0,370923000.0,22279000.0,71520000.0,-79460000.0,57163000.0,-2345118000.0,-138663000.0,-490833000.0,-163748000.0,-1797000.0
Total System Services Inc,TSS,,721683,2016.0,Q2,2016-04-01,2016-06-30,,-10266000.0,1281000.0,26552000.0,79223000.0,104969000.0,,-3641000.0,-3020000.0,870000000.0,728184000.0,-2384588000.0,193253000.0,728184000.0,-2384588000.0,193253000.0,-1466792000.0,71748000.0,71748000.0,2589000.0,11613000.0,-22168000.0,15686000.0,-2347168000.0,-27154000.0,-131261000.0,,
Total System Services Inc,TSS,,721683,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 13:27:25+00:00,-21010000.0,10488000.0,-418000.0,2585000.0,67583000.0,,-669000.0,-55334000.0,1796295000.0,1442012000.0,-44388000.0,145828000.0,1442012000.0,-44388000.0,145828000.0,1542783000.0,92408000.0,92408000.0,16024000.0,280000.0,-18283000.0,14659000.0,,-23378000.0,-331246000.0,-5034000.0,
Total System Services Inc,TSS,,721683,2016.0,Q1TTM,2015-04-01,2016-03-31,,-67374000.0,12170000.0,170313000.0,41250000.0,263032000.0,,-3687000.0,-137113000.0,1798207000.0,1225014000.0,-206698000.0,589370000.0,1225014000.0,-206698000.0,589370000.0,1603999000.0,382550000.0,382550000.0,13034000.0,68768000.0,-78228000.0,55697000.0,-750000.0,-136777000.0,-370879000.0,-192854000.0,-1797000.0
Total System Services Inc,TSS,,721683,2017.0,FY,2017-01-01,2017-12-31,2019-02-21 17:23:25+00:00,-69806000.0,5214000.0,269113000.0,112705000.0,405906000.0,,5980000.0,-80040000.0,200000000.0,-638725000.0,-198744000.0,857049000.0,-638725000.0,-198744000.0,857049000.0,25560000.0,592216000.0,592216000.0,-139326000.0,-48168000.0,-85014000.0,73079000.0,-2718000.0,-126220000.0,-421306000.0,-284237000.0,
Total System Services Inc,TSS,,721683,2017.0,Q4,2017-10-01,2017-12-31,,-48144000.0,1290000.0,74678000.0,19554000.0,102085000.0,,391000.0,-48312000.0,200000000.0,-80174000.0,-87949000.0,197621000.0,-80174000.0,-87949000.0,197621000.0,29889000.0,243871000.0,243871000.0,-121802000.0,6333000.0,-24647000.0,20489000.0,-1282000.0,-38523000.0,-5518000.0,-256342000.0,
Total System Services Inc,TSS,,721683,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-06 12:53:25+00:00,-21662000.0,3924000.0,194435000.0,93151000.0,303821000.0,,5589000.0,-31728000.0,,-558551000.0,-110795000.0,659428000.0,-558551000.0,-110795000.0,659428000.0,-4329000.0,348345000.0,348345000.0,-17524000.0,-54501000.0,-60367000.0,52590000.0,-1436000.0,-87697000.0,-415788000.0,-27895000.0,
Total System Services Inc,TSS,,721683,2017.0,Q3TTM,2016-10-01,2017-09-30,,-29125000.0,5216000.0,223008000.0,102806000.0,405899000.0,,287000.0,-62365000.0,,-705989000.0,-146533000.0,826632000.0,-705989000.0,-146533000.0,826632000.0,-25603000.0,422720000.0,422720000.0,-14265000.0,-51819000.0,-80130000.0,69427000.0,-1936000.0,-115472000.0,-521266000.0,-52774000.0,
Total System Services Inc,TSS,,721683,2017.0,Q3,2017-07-01,2017-09-30,,-7007000.0,1312000.0,72815000.0,35746000.0,100284000.0,,2095000.0,20469000.0,,-222802000.0,-44493000.0,258450000.0,-222802000.0,-44493000.0,258450000.0,-6750000.0,124726000.0,124726000.0,-4385000.0,6512000.0,-19748000.0,16044000.0,-677000.0,-36809000.0,-181695000.0,-27871000.0,
Total System Services Inc,TSS,,721683,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-07 12:39:51+00:00,-14655000.0,2612000.0,121620000.0,57405000.0,203537000.0,,3494000.0,-52197000.0,,-335749000.0,-66302000.0,400978000.0,-335749000.0,-66302000.0,400978000.0,2421000.0,223619000.0,223619000.0,-13139000.0,-61013000.0,-40619000.0,36546000.0,-759000.0,-50888000.0,-234093000.0,-24000.0,
Total System Services Inc,TSS,,721683,2017.0,Q2TTM,2016-07-01,2017-06-30,,-29226000.0,5163000.0,182914000.0,60017000.0,404531000.0,,-3393000.0,-78848000.0,,-683755000.0,-130322000.0,780181000.0,-683755000.0,-130322000.0,780181000.0,-37289000.0,385435000.0,385435000.0,-4599000.0,-57171000.0,-79094000.0,68499000.0,-4014000.0,-97082000.0,-522225000.0,-25265000.0,
Total System Services Inc,TSS,,721683,2017.0,Q2,2017-04-01,2017-06-30,,-6987000.0,1310000.0,118601000.0,20851000.0,99359000.0,,1916000.0,-110541000.0,,-146200000.0,-33498000.0,112097000.0,-146200000.0,-33498000.0,112097000.0,-65685000.0,116512000.0,116512000.0,-14703000.0,4780000.0,-21534000.0,20160000.0,-380000.0,-26131000.0,-129439000.0,-7000.0,
Total System Services Inc,TSS,,721683,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 17:27:35+00:00,-7668000.0,1302000.0,3019000.0,36554000.0,104178000.0,,1578000.0,58344000.0,,-189549000.0,-32804000.0,288881000.0,-189549000.0,-32804000.0,288881000.0,68106000.0,107107000.0,107107000.0,1564000.0,-65793000.0,-19085000.0,16386000.0,-379000.0,-24757000.0,-104654000.0,-17000.0,
Total System Services Inc,TSS,,721683,2017.0,Q1TTM,2016-04-01,2017-03-31,,-32505000.0,5134000.0,90865000.0,118389000.0,410141000.0,,-8950000.0,28673000.0,870000000.0,190629000.0,-2481412000.0,861337000.0,190629000.0,-2481412000.0,861337000.0,-1438396000.0,340671000.0,340671000.0,12693000.0,-50338000.0,-79728000.0,64025000.0,-2350802000.0,-98105000.0,-524047000.0,-25258000.0,
Total System Services Inc,TSS,,721683,2018.0,Q4,2018-10-01,2018-12-31,,,1588000.0,19447000.0,41388000.0,98563000.0,,-3477000.0,24128000.0,,-201208000.0,-96821000.0,289159000.0,-201208000.0,-96821000.0,289159000.0,-12347000.0,136420000.0,136420000.0,8932000.0,153000.0,-23659000.0,19528000.0,1487000.0,-102155000.0,-5179000.0,-172523000.0,3847000.0
Total System Services Inc,TSS,,721683,2018.0,FY,2018-01-01,2018-12-31,2019-02-21 17:23:25+00:00,,6009000.0,78546000.0,154487000.0,408573000.0,,-7116000.0,-83859000.0,3477000000.0,282507000.0,-1294149000.0,1041667000.0,282507000.0,-1294149000.0,1041667000.0,22909000.0,577917000.0,577917000.0,50443000.0,-94823000.0,-98334000.0,82584000.0,-1055812000.0,-242184000.0,-2828370000.0,-172966000.0,3847000.0
Total System Services Inc,TSS,,721683,2018.0,Q3TTM,2017-10-01,2018-09-30,,-48144000.0,5711000.0,133777000.0,132653000.0,412095000.0,,-3248000.0,-156299000.0,3677000000.0,403541000.0,-1285277000.0,950129000.0,403541000.0,-1285277000.0,950129000.0,65145000.0,685368000.0,685368000.0,-80291000.0,-88643000.0,-99322000.0,83545000.0,-1058581000.0,-178552000.0,-2828709000.0,-256785000.0,
Total System Services Inc,TSS,,721683,2018.0,Q3,2018-07-01,2018-09-30,,,1577000.0,37624000.0,41321000.0,101331000.0,,504000.0,-27479000.0,,-203011000.0,-53822000.0,281915000.0,-203011000.0,-53822000.0,281915000.0,25586000.0,155960000.0,155960000.0,30250000.0,1735000.0,-23707000.0,20276000.0,-1551000.0,-52271000.0,-180678000.0,-361000.0,
Total System Services Inc,TSS,,721683,2018.0,Q3YTD,2018-01-01,2018-09-30,2018-11-06 12:53:25+00:00,,4421000.0,59099000.0,113099000.0,310010000.0,,-3639000.0,-107987000.0,3477000000.0,483715000.0,-1197328000.0,752508000.0,483715000.0,-1197328000.0,752508000.0,35256000.0,441497000.0,441497000.0,41511000.0,-94976000.0,-74675000.0,63056000.0,-1057299000.0,-140029000.0,-2823191000.0,-443000.0,
Total System Services Inc,TSS,,721683,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-31 17:19:21+00:00,,2844000.0,21475000.0,71778000.0,208679000.0,,-4143000.0,-80508000.0,3477000000.0,686726000.0,-1143506000.0,470593000.0,686726000.0,-1143506000.0,470593000.0,9670000.0,285537000.0,285537000.0,11261000.0,-96711000.0,-50968000.0,42780000.0,-1055748000.0,-87758000.0,-2642513000.0,-82000.0,
Total System Services Inc,TSS,,721683,2018.0,Q2TTM,2017-07-01,2018-06-30,,-55151000.0,5446000.0,168968000.0,127078000.0,411048000.0,,-1657000.0,-108351000.0,3677000000.0,383750000.0,-1275948000.0,926664000.0,383750000.0,-1275948000.0,926664000.0,32809000.0,654134000.0,654134000.0,-114926000.0,-83866000.0,-95363000.0,79313000.0,-1057707000.0,-163090000.0,-2829726000.0,-284295000.0,
Total System Services Inc,TSS,,721683,2018.0,Q2,2018-04-01,2018-06-30,,,1576000.0,18539000.0,29738000.0,104290000.0,,-5827000.0,-10567000.0,2437000000.0,-227204000.0,-58867000.0,258700000.0,-227204000.0,-58867000.0,258700000.0,-33198000.0,142435000.0,142435000.0,-2701000.0,-123172000.0,-27471000.0,23667000.0,-17345000.0,-41522000.0,-2513503000.0,-58000.0,
Total System Services Inc,TSS,,721683,2018.0,Q1,2018-01-01,2018-03-31,2019-05-01 15:37:57+00:00,,1268000.0,2936000.0,42040000.0,104389000.0,,1684000.0,-69941000.0,1040000000.0,913930000.0,-1084639000.0,211893000.0,913930000.0,-1084639000.0,211893000.0,42868000.0,143102000.0,143102000.0,13962000.0,26461000.0,-23497000.0,19113000.0,-1038403000.0,-46236000.0,-129010000.0,-24000.0,
Total System Services Inc,TSS,,721683,2018.0,Q1TTM,2017-04-01,2018-03-31,,-62138000.0,5180000.0,269030000.0,118191000.0,406117000.0,,6086000.0,-208325000.0,1240000000.0,464754000.0,-1250579000.0,780061000.0,464754000.0,-1250579000.0,780061000.0,322000.0,628211000.0,628211000.0,-126928000.0,44086000.0,-89426000.0,75806000.0,-1040742000.0,-147699000.0,-445662000.0,-284244000.0,
Total System Services Inc,TSS,,721683,2019.0,Q2TTM,2018-07-01,2019-06-30,,,31929000.0,116482000.0,168113000.0,408377000.0,,-3305000.0,-199120000.0,450000000.0,-693364000.0,-270213000.0,966504000.0,-693364000.0,-270213000.0,966504000.0,-378000.0,616747000.0,616747000.0,36321000.0,8799000.0,-93900000.0,72250000.0,-2764000.0,-271296000.0,-485356000.0,-572907000.0,3847000.0
Total System Services Inc,TSS,,721683,2019.0,Q2,2019-04-01,2019-06-30,,,14511000.0,61360000.0,74775000.0,104773000.0,,-2381000.0,-110916000.0,,-164818000.0,-36791000.0,167841000.0,-164818000.0,-36791000.0,167841000.0,-36149000.0,162760000.0,162760000.0,-19509000.0,445000.0,-23078000.0,16222000.0,-350000.0,-36441000.0,-142175000.0,-10000.0,
Total System Services Inc,TSS,,721683,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-31 17:19:21+00:00,,28764000.0,59411000.0,85404000.0,208483000.0,,-332000.0,-195769000.0,450000000.0,-289145000.0,-119570000.0,395430000.0,-289145000.0,-119570000.0,395430000.0,-13617000.0,324367000.0,324367000.0,-2861000.0,6911000.0,-46534000.0,32446000.0,-2700000.0,-116870000.0,-299499000.0,-400023000.0,
Total System Services Inc,TSS,,721683,2019.0,Q1TTM,2018-04-01,2019-03-31,,,18994000.0,73661000.0,123076000.0,407894000.0,,-6751000.0,-98771000.0,2887000000.0,-755750000.0,-292289000.0,1057363000.0,-755750000.0,-292289000.0,1057363000.0,2573000.0,596422000.0,596422000.0,53129000.0,-114818000.0,-98293000.0,79695000.0,-19759000.0,-276377000.0,-2856684000.0,-572955000.0,3847000.0
Total System Services Inc,TSS,,721683,2019.0,Q1,2019-01-01,2019-03-31,2019-05-01 15:37:57+00:00,,14253000.0,-1949000.0,10629000.0,103710000.0,,2049000.0,-84853000.0,450000000.0,-124327000.0,-82779000.0,227589000.0,-124327000.0,-82779000.0,227589000.0,22532000.0,161607000.0,161607000.0,16648000.0,6466000.0,-23456000.0,16224000.0,-2350000.0,-80429000.0,-157324000.0,-400013000.0,
