company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,nonoperatingincome,othergains,othernoninterestincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Total System Services Inc,TSS,,721683,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 14:56:42+00:00,0.26,0.26,,0.26,28097000.0,51819000.0,52247000.0,-428000.0,51327000.0,492000.0,413464000.0,-261000.0,893000.0,,333752000.0,,,333752000.0,413464000.0,79451000.0,413464000.0,197400000.0,197400000.0,197400000.0
Total System Services Inc,TSS,,721683,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:01:23+00:00,1.14,1.15,0.31,1.15,93889000.0,222662000.0,222662000.0,,220559000.0,2103000.0,,-5905000.0,,1808966000.0,1485221000.0,,1289000.0,1486510000.0,1808966000.0,316551000.0,1808966000.0,193500000.0,191800000.0,191800000.0
Total System Services Inc,TSS,,721683,2011.0,Q4,2011-10-01,2011-12-31,,0.31,0.32,0.31,0.32,25992000.0,60915000.0,60915000.0,,59874000.0,1041000.0,,-542000.0,-2270000.0,472235000.0,381227000.0,,1289000.0,382516000.0,472235000.0,89177000.0,472235000.0,193500000.0,191800000.0,191800000.0
Total System Services Inc,TSS,,721683,2011.0,Q3,2011-07-01,2011-09-30,2012-11-05 13:54:55+00:00,0.3,0.3,,0.3,19698000.0,57688000.0,57688000.0,,58148000.0,-460000.0,,-3794000.0,,459747000.0,378567000.0,,,378567000.0,459747000.0,77386000.0,459747000.0,193800000.0,193800000.0,193800000.0
Total System Services Inc,TSS,,721683,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.83,0.83,,0.83,67897000.0,161747000.0,161747000.0,,160685000.0,1062000.0,,-5363000.0,2270000.0,1336731000.0,1103994000.0,,,1103994000.0,1336731000.0,227374000.0,1336731000.0,193800000.0,193800000.0,193800000.0
Total System Services Inc,TSS,,721683,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.07,1.08,0.28,1.08,82595000.0,213365000.0,213446000.0,-81000.0,207858000.0,5507000.0,-413464000.0,-5578000.0,-2092000.0,2190185000.0,1473010000.0,,,1473010000.0,1776721000.0,298133000.0,1776721000.0,193800000.0,193800000.0,193800000.0
Total System Services Inc,TSS,,721683,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 14:48:20+00:00,0.28,0.28,,0.28,23041000.0,54647000.0,54647000.0,,53747000.0,900000.0,,-841000.0,,447554000.0,369025000.0,,,369025000.0,447554000.0,77688000.0,447554000.0,192000000.0,192000000.0,192000000.0
Total System Services Inc,TSS,,721683,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.53,0.53,,0.53,48199000.0,104059000.0,104059000.0,,102537000.0,1522000.0,,-1569000.0,2270000.0,876984000.0,725427000.0,,,725427000.0,876984000.0,149988000.0,876984000.0,192000000.0,192000000.0,192000000.0
Total System Services Inc,TSS,,721683,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.0,1.01,0.28,1.01,90776000.0,205383000.0,207927000.0,-2544000.0,195453000.0,9930000.0,-413464000.0,-1753000.0,-989000.0,2163674000.0,1448765000.0,,,1448765000.0,1750210000.0,299692000.0,1750210000.0,192000000.0,192000000.0,192000000.0
Total System Services Inc,TSS,,721683,2011.0,Q1,2011-01-01,2011-03-31,2012-05-07 12:55:04+00:00,0.25,0.25,,0.25,25158000.0,49412000.0,49412000.0,,48790000.0,622000.0,,-728000.0,2270000.0,429430000.0,356402000.0,,,356402000.0,429430000.0,72300000.0,429430000.0,195200000.0,195200000.0,195200000.0
Total System Services Inc,TSS,,721683,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.97,0.98,0.28,0.98,96007000.0,203214000.0,206031000.0,-2817000.0,191410000.0,11804000.0,-413464000.0,-2084000.0,1377000.0,2147007000.0,1430798000.0,,,1430798000.0,1733543000.0,300661000.0,1733543000.0,195200000.0,195200000.0,195200000.0
Total System Services Inc,TSS,,721683,2012.0,Q4,2012-10-01,2012-12-31,,0.35,0.33,0.4,0.32,26591000.0,62259000.0,61264000.0,995000.0,60863000.0,1396000.0,,706000.0,,401685000.0,313563000.0,,973000.0,314536000.0,401685000.0,87855000.0,401685000.0,187900000.0,187900000.0,189400000.0
Total System Services Inc,TSS,,721683,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 19:17:00+00:00,1.3,1.3,0.4,1.29,103945000.0,249923000.0,248928000.0,995000.0,244280000.0,5643000.0,,-2096000.0,,1793557000.0,1436938000.0,,1650000.0,1438588000.0,1793557000.0,352873000.0,1793557000.0,187900000.0,187900000.0,189400000.0
Total System Services Inc,TSS,,721683,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.95,0.97,,0.97,77354000.0,187664000.0,187664000.0,,183417000.0,4247000.0,,-2802000.0,,1391872000.0,1123375000.0,,677000.0,1124052000.0,1391872000.0,265018000.0,1391872000.0,188500000.0,188500000.0,188500000.0
Total System Services Inc,TSS,,721683,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.26,1.29,0.31,1.29,103346000.0,248579000.0,248579000.0,,243291000.0,5288000.0,,-3344000.0,-2270000.0,1864107000.0,1504602000.0,,1966000.0,1506568000.0,1864107000.0,354195000.0,1864107000.0,188500000.0,188500000.0,188500000.0
Total System Services Inc,TSS,,721683,2012.0,Q3,2012-07-01,2012-09-30,2013-11-06 13:47:31+00:00,0.32,0.32,,0.32,28271000.0,62043000.0,62043000.0,,60312000.0,1731000.0,,-579000.0,,468059000.0,376784000.0,,382000.0,377166000.0,468059000.0,90314000.0,468059000.0,188500000.0,188500000.0,188500000.0
Total System Services Inc,TSS,,721683,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.63,0.65,,0.65,49083000.0,125621000.0,125621000.0,,123105000.0,2516000.0,,-2223000.0,,923813000.0,746591000.0,,295000.0,746886000.0,923813000.0,174704000.0,923813000.0,196200000.0,190600000.0,190600000.0
Total System Services Inc,TSS,,721683,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.24,1.27,0.31,1.27,94773000.0,244224000.0,244224000.0,,241127000.0,3097000.0,,-6559000.0,-2270000.0,1855795000.0,1506385000.0,,1584000.0,1507969000.0,1855795000.0,341267000.0,1855795000.0,196200000.0,190600000.0,190600000.0
Total System Services Inc,TSS,,721683,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 19:22:30+00:00,0.34,0.35,,0.35,22301000.0,67977000.0,67977000.0,,66710000.0,1267000.0,,-1818000.0,,462651000.0,370260000.0,,295000.0,370555000.0,462651000.0,90278000.0,462651000.0,196200000.0,190600000.0,190600000.0
Total System Services Inc,TSS,,721683,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.18,1.2,0.31,1.2,95513000.0,230894000.0,230894000.0,,228164000.0,2730000.0,,-5582000.0,-2270000.0,1840698000.0,1505150000.0,,1289000.0,1506439000.0,1840698000.0,328677000.0,1840698000.0,194500000.0,188000000.0,188000000.0
Total System Services Inc,TSS,,721683,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 16:47:17+00:00,0.29,0.3,,0.3,26782000.0,57644000.0,57644000.0,,56395000.0,1249000.0,,-405000.0,,461162000.0,376331000.0,,,376331000.0,461162000.0,84426000.0,461162000.0,194500000.0,188000000.0,188000000.0
Total System Services Inc,TSS,,721683,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 19:13:25+00:00,1.3,1.3,0.4,1.29,110981000.0,256597000.0,254542000.0,2055000.0,244750000.0,11847000.0,,-30024000.0,13047000.0,2064305000.0,1681805000.0,,,1681805000.0,2064305000.0,352476000.0,2064305000.0,188300000.0,188300000.0,189700000.0
Total System Services Inc,TSS,,721683,2013.0,Q4,2013-10-01,2013-12-31,,0.34,0.34,0.4,0.34,42792000.0,69393000.0,68642000.0,751000.0,65656000.0,3737000.0,,-29938000.0,13047000.0,583103000.0,486253000.0,-19466000.0,-12009000.0,454778000.0,583103000.0,98387000.0,583103000.0,188300000.0,188300000.0,189700000.0
Total System Services Inc,TSS,,721683,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.96,0.96,,0.95,68189000.0,187204000.0,185900000.0,1304000.0,179094000.0,8110000.0,,-86000.0,,1481202000.0,1195552000.0,19466000.0,12009000.0,1227027000.0,1481202000.0,254089000.0,1481202000.0,189300000.0,189300000.0,189300000.0
Total System Services Inc,TSS,,721683,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.31,1.29,0.4,1.27,94780000.0,249463000.0,247164000.0,2299000.0,239957000.0,9506000.0,,620000.0,,1882887000.0,1509115000.0,19466000.0,12982000.0,1541563000.0,1882887000.0,341944000.0,1882887000.0,189300000.0,189300000.0,189300000.0
Total System Services Inc,TSS,,721683,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 10:39:27+00:00,0.34,0.34,,0.34,27308000.0,67494000.0,66883000.0,611000.0,64350000.0,3144000.0,,-499000.0,,570551000.0,458790000.0,9789000.0,7282000.0,475861000.0,570551000.0,94191000.0,570551000.0,189300000.0,189300000.0,189300000.0
Total System Services Inc,TSS,,721683,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.62,0.62,,0.61,40881000.0,119710000.0,119017000.0,693000.0,114744000.0,4966000.0,,413000.0,,910651000.0,736762000.0,9677000.0,4727000.0,751166000.0,910651000.0,159898000.0,910651000.0,186200000.0,186200000.0,186200000.0
Total System Services Inc,TSS,,721683,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.29,1.27,0.4,1.25,95743000.0,244012000.0,242324000.0,1688000.0,235919000.0,8093000.0,,540000.0,,1780395000.0,1427109000.0,9677000.0,6082000.0,1442868000.0,1780395000.0,338067000.0,1780395000.0,186200000.0,186200000.0,186200000.0
Total System Services Inc,TSS,,721683,2013.0,Q2,2013-04-09,2013-06-30,2014-08-07 16:46:25+00:00,0.31,0.31,,0.31,27235000.0,60561000.0,59883000.0,678000.0,57716000.0,2845000.0,,-590000.0,,461860000.0,365972000.0,6934000.0,1246000.0,374152000.0,461860000.0,87118000.0,461860000.0,186200000.0,186200000.0,186200000.0
Total System Services Inc,TSS,,721683,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.32,1.31,0.4,1.29,90809000.0,251428000.0,250418000.0,1010000.0,244913000.0,6515000.0,,-688000.0,,1781186000.0,1431397000.0,2743000.0,5131000.0,1439271000.0,1781186000.0,341227000.0,1781186000.0,184000000.0,184000000.0,190100000.0
Total System Services Inc,TSS,,721683,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 15:30:29+00:00,0.31,0.31,,0.3,13646000.0,59149000.0,59134000.0,15000.0,57028000.0,2121000.0,,1003000.0,,448791000.0,370790000.0,2743000.0,3481000.0,377014000.0,448791000.0,72780000.0,448791000.0,184000000.0,184000000.0,190100000.0
Total System Services Inc,TSS,,721683,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 20:12:18+00:00,1.73,1.73,0.4,1.72,129761000.0,329406000.0,280751000.0,48655000.0,322872000.0,6534000.0,,-38711000.0,17583000.0,2446877000.0,2015237000.0,,,2015237000.0,2446877000.0,392929000.0,2446877000.0,184297000.0,184297000.0,184297000.0
Total System Services Inc,TSS,,721683,2014.0,Q4,2014-10-01,2014-12-31,,0.43,0.43,0.4,0.43,43124000.0,81243000.0,84581000.0,-3338000.0,79860000.0,1383000.0,,-8516000.0,13448000.0,635102000.0,512329000.0,,,512329000.0,635102000.0,114257000.0,635102000.0,184297000.0,184297000.0,184297000.0
Total System Services Inc,TSS,,721683,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.3,1.3,,1.29,86637000.0,248163000.0,196170000.0,51993000.0,243012000.0,5151000.0,,-30195000.0,4135000.0,1811775000.0,1502908000.0,,,1502908000.0,1811775000.0,278672000.0,1811775000.0,186200000.0,186200000.0,186200000.0
Total System Services Inc,TSS,,721683,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.64,1.64,0.4,1.63,129429000.0,317556000.0,264812000.0,52744000.0,308668000.0,8888000.0,,-60133000.0,17182000.0,2394878000.0,1989161000.0,-19466000.0,-12009000.0,1957686000.0,2394878000.0,377059000.0,2394878000.0,186200000.0,186200000.0,186200000.0
Total System Services Inc,TSS,,721683,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 11:53:17+00:00,0.45,0.45,,0.45,39227000.0,85198000.0,84318000.0,880000.0,83805000.0,1393000.0,,-9997000.0,4135000.0,616891000.0,487484000.0,,,487484000.0,616891000.0,119410000.0,616891000.0,186200000.0,186200000.0,186200000.0
Total System Services Inc,TSS,,721683,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.85,0.85,,0.84,47410000.0,162965000.0,111852000.0,51113000.0,159207000.0,3758000.0,,-20198000.0,,1194884000.0,1015424000.0,,,1015424000.0,1194884000.0,159262000.0,1194884000.0,186300000.0,186300000.0,189500000.0
Total System Services Inc,TSS,,721683,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 10:14:26+00:00,0.59,0.59,,0.58,27171000.0,111340000.0,61207000.0,50133000.0,109904000.0,1436000.0,,-10385000.0,,602036000.0,503273000.0,,,503273000.0,602036000.0,88378000.0,602036000.0,186300000.0,186300000.0,189500000.0
Total System Services Inc,TSS,,721683,2014.0,Q1TTM,2013-04-09,2014-03-31,,1.25,1.25,0.4,1.25,117574000.0,249073000.0,246053000.0,3020000.0,237025000.0,12048000.0,,-40840000.0,13047000.0,2208362000.0,1823166000.0,-2743000.0,-3481000.0,1816942000.0,2208362000.0,350580000.0,2208362000.0,189600000.0,189600000.0,189600000.0
Total System Services Inc,TSS,,721683,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 14:17:29+00:00,0.26,0.26,,0.26,20239000.0,51625000.0,50645000.0,980000.0,49303000.0,2322000.0,,-9813000.0,,592848000.0,512151000.0,,,512151000.0,592848000.0,70884000.0,592848000.0,189600000.0,189600000.0,189600000.0
Total System Services Inc,TSS,,721683,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 17:25:23+00:00,1.96,1.98,0.4,1.97,151364000.0,369041000.0,367630000.0,1411000.0,364044000.0,4997000.0,,-40543000.0,25430000.0,2779541000.0,2245434000.0,,,2245434000.0,2779541000.0,493564000.0,2779541000.0,185700000.0,183900000.0,184800000.0
Total System Services Inc,TSS,,721683,2015.0,Q4,2015-10-01,2015-12-31,,0.43,0.45,0.4,0.45,32160000.0,84716000.0,83305000.0,1411000.0,82828000.0,1888000.0,,-12561000.0,10121000.0,716843000.0,598938000.0,,,598938000.0,716843000.0,105344000.0,716843000.0,185700000.0,183900000.0,184800000.0
Total System Services Inc,TSS,,721683,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 16:06:24+00:00,0.66,0.66,,0.65,37825000.0,122051000.0,122051000.0,,120622000.0,1429000.0,,-8564000.0,5336000.0,707890000.0,544786000.0,,,544786000.0,707890000.0,154540000.0,707890000.0,182431000.0,182431000.0,182431000.0
Total System Services Inc,TSS,,721683,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.53,1.53,,1.52,119204000.0,284325000.0,284325000.0,,281216000.0,3109000.0,,-27982000.0,15309000.0,2062698000.0,1646496000.0,,,1646496000.0,2062698000.0,388220000.0,2062698000.0,182431000.0,182431000.0,182431000.0
Total System Services Inc,TSS,,721683,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.96,1.96,0.4,1.95,162328000.0,365568000.0,368906000.0,-3338000.0,361076000.0,4492000.0,,-36498000.0,28757000.0,2697800000.0,2158825000.0,,,2158825000.0,2697800000.0,502477000.0,2697800000.0,182431000.0,182431000.0,182431000.0
Total System Services Inc,TSS,,721683,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 18:35:41+00:00,0.45,0.45,,0.45,41597000.0,83375000.0,83375000.0,,82839000.0,536000.0,,-10209000.0,4579000.0,692652000.0,562050000.0,,,562050000.0,692652000.0,120393000.0,692652000.0,184100000.0,184100000.0,184100000.0
Total System Services Inc,TSS,,721683,2015.0,Q2YTD,2015-01-01,2015-06-30,,0.87,0.87,,0.87,81379000.0,162274000.0,162274000.0,,160594000.0,1680000.0,,-19418000.0,9973000.0,1354808000.0,1101710000.0,,,1101710000.0,1354808000.0,233680000.0,1354808000.0,184100000.0,184100000.0,184100000.0
Total System Services Inc,TSS,,721683,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.75,1.75,0.4,1.75,163730000.0,328715000.0,331173000.0,-2458000.0,324259000.0,4456000.0,,-37931000.0,27556000.0,2606801000.0,2101523000.0,,,2101523000.0,2606801000.0,467347000.0,2606801000.0,184100000.0,184100000.0,184100000.0
Total System Services Inc,TSS,,721683,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 14:15:40+00:00,0.42,0.42,,0.42,39782000.0,78899000.0,78899000.0,,77755000.0,1144000.0,,-9209000.0,5394000.0,662156000.0,539660000.0,,,539660000.0,662156000.0,113287000.0,662156000.0,185100000.0,185100000.0,185100000.0
Total System Services Inc,TSS,,721683,2015.0,Q1TTM,2014-04-01,2015-03-31,,1.89,1.89,0.4,1.88,149304000.0,356680000.0,309005000.0,47675000.0,351324000.0,5356000.0,,-38107000.0,22977000.0,2516185000.0,2042746000.0,,,2042746000.0,2516185000.0,435332000.0,2516185000.0,185100000.0,185100000.0,185100000.0
Total System Services Inc,TSS,,721683,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 17:23:25+00:00,1.74,1.74,0.4,1.73,161175000.0,325972000.0,325972000.0,,319638000.0,6334000.0,,-112350000.0,26115000.0,4170077000.0,3596695000.0,,,3596695000.0,4170077000.0,461032000.0,4170077000.0,182744000.0,182744000.0,182744000.0
Total System Services Inc,TSS,,721683,2016.0,Q4,2016-10-01,2016-12-31,,0.43,0.41,0.4,0.4,33209000.0,74375000.0,74375000.0,,73950000.0,425000.0,,-30124000.0,7161000.0,1132224000.0,1001677000.0,,,1001677000.0,1132224000.0,100423000.0,1132224000.0,182744000.0,182744000.0,182744000.0
Total System Services Inc,TSS,,721683,2016.0,Q3,2016-07-01,2016-09-30,2017-11-07 13:24:36+00:00,0.45,0.46,,0.46,44247000.0,87441000.0,87441000.0,,85352000.0,2089000.0,,-30368000.0,6729000.0,1146888000.0,991561000.0,,,991561000.0,1146888000.0,124959000.0,1146888000.0,189700000.0,185500000.0,185500000.0
Total System Services Inc,TSS,,721683,2016.0,Q3YTD,2016-01-01,2016-09-30,,1.31,1.33,,1.33,127966000.0,251597000.0,251597000.0,,245688000.0,5909000.0,,-82226000.0,18954000.0,3037853000.0,2595018000.0,,,2595018000.0,3037853000.0,360609000.0,3037853000.0,189700000.0,185500000.0,185500000.0
Total System Services Inc,TSS,,721683,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.74,1.78,0.4,1.78,160126000.0,336313000.0,334902000.0,1411000.0,328516000.0,7797000.0,,-94787000.0,29075000.0,3754696000.0,3193956000.0,,,3193956000.0,3754696000.0,465953000.0,3754696000.0,189700000.0,185500000.0,185500000.0
Total System Services Inc,TSS,,721683,2016.0,Q2,2016-04-01,2016-06-30,2017-08-07 17:15:56+00:00,0.37,0.38,,0.38,40290000.0,71748000.0,71748000.0,,69708000.0,2040000.0,,-29760000.0,5977000.0,1151587000.0,1015766000.0,,,1015766000.0,1151587000.0,106061000.0,1151587000.0,188400000.0,183400000.0,183400000.0
Total System Services Inc,TSS,,721683,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.86,0.87,,0.87,83719000.0,164156000.0,164156000.0,,160336000.0,3820000.0,,-51858000.0,12225000.0,1890965000.0,1603457000.0,,,1603457000.0,1890965000.0,235650000.0,1890965000.0,188400000.0,183400000.0,183400000.0
Total System Services Inc,TSS,,721683,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.95,1.98,0.4,1.97,153704000.0,370923000.0,369512000.0,1411000.0,363786000.0,7137000.0,,-72983000.0,27682000.0,3315698000.0,2747181000.0,,,2747181000.0,3315698000.0,495534000.0,3315698000.0,188400000.0,183400000.0,183400000.0
Total System Services Inc,TSS,,721683,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 13:27:25+00:00,0.49,0.49,,0.49,43429000.0,92408000.0,92408000.0,,90628000.0,1780000.0,,-22098000.0,6248000.0,739378000.0,587691000.0,,,587691000.0,739378000.0,129589000.0,739378000.0,185000000.0,185000000.0,185000000.0
Total System Services Inc,TSS,,721683,2016.0,Q1TTM,2015-04-01,2016-03-31,,2.03,2.05,0.4,2.04,155011000.0,382550000.0,381139000.0,1411000.0,376917000.0,5633000.0,,-53432000.0,26284000.0,2856763000.0,2293465000.0,,,2293465000.0,2856763000.0,509866000.0,2856763000.0,185000000.0,185000000.0,185000000.0
Total System Services Inc,TSS,,721683,2017.0,FY,2017-01-01,2017-12-31,2019-02-21 17:23:25+00:00,3.19,3.19,0.46,3.16,65878000.0,592216000.0,592216000.0,,586185000.0,6031000.0,,-116482000.0,40532000.0,4927965000.0,4193921000.0,,,4193921000.0,4927965000.0,617562000.0,4927965000.0,183309000.0,183309000.0,183309000.0
Total System Services Inc,TSS,,721683,2017.0,Q4,2017-10-01,2017-12-31,,1.36,1.32,0.46,1.31,-88039000.0,243871000.0,243871000.0,,242208000.0,1663000.0,,-27702000.0,9613000.0,1273289000.0,1099368000.0,,,1099368000.0,1273289000.0,146219000.0,1273289000.0,183309000.0,183309000.0,183309000.0
Total System Services Inc,TSS,,721683,2017.0,Q3,2017-07-01,2017-09-30,2018-11-06 12:53:25+00:00,0.65,0.67,,0.66,54628000.0,124726000.0,124726000.0,,123095000.0,1631000.0,,-28835000.0,8497000.0,1247576000.0,1047884000.0,,,1047884000.0,1247576000.0,170857000.0,1247576000.0,189400000.0,183700000.0,186500000.0
Total System Services Inc,TSS,,721683,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.83,1.87,,1.85,153917000.0,348345000.0,348345000.0,,343977000.0,4368000.0,,-88780000.0,30919000.0,3654676000.0,3094553000.0,,,3094553000.0,3654676000.0,471343000.0,3654676000.0,189400000.0,183700000.0,186500000.0
Total System Services Inc,TSS,,721683,2017.0,Q3TTM,2016-10-01,2017-09-30,,2.26,2.28,0.4,2.25,187126000.0,422720000.0,422720000.0,,417927000.0,4793000.0,,-118904000.0,38080000.0,4786900000.0,4096230000.0,,,4096230000.0,4786900000.0,571766000.0,4786900000.0,189400000.0,183700000.0,186500000.0
Total System Services Inc,TSS,,721683,2017.0,Q2,2017-04-01,2017-06-30,2018-08-07 12:39:51+00:00,0.61,0.62,,0.62,56207000.0,116512000.0,116512000.0,,115014000.0,1498000.0,,-30042000.0,9513000.0,1222375000.0,1029127000.0,,,1029127000.0,1222375000.0,163206000.0,1222375000.0,188500000.0,185500000.0,185500000.0
Total System Services Inc,TSS,,721683,2017.0,Q2YTD,2017-01-01,2017-06-30,,1.18,1.2,,1.19,99289000.0,223619000.0,223619000.0,,220882000.0,2737000.0,,-59945000.0,22422000.0,2407100000.0,2046669000.0,,,2046669000.0,2407100000.0,300486000.0,2407100000.0,188500000.0,185500000.0,185500000.0
Total System Services Inc,TSS,,721683,2017.0,Q2TTM,2016-07-01,2017-06-30,,2.06,2.07,0.4,2.05,176745000.0,385435000.0,385435000.0,,380184000.0,5251000.0,,-120437000.0,36312000.0,4686212000.0,4039907000.0,,,4039907000.0,4686212000.0,525868000.0,4686212000.0,188500000.0,185500000.0,185500000.0
