company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,interestbearingdeposits,loansandleases,loansheldforsale,longtermdebt,mortgageservicingrights,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,participatingpolicyholderequity,redeemablenoncontrollinginterest,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2011.0,Q2,,2011-06-30,2011-08-04 16:14:08+00:00,3043000000.0,9093000000.0,2590000000.0,94932000000.0,0.0,85817000000.0,14554000000.0,31689000000.0,,57150000000.0,,,79461000000.0,,,37688000000.0,948000000.0,,139338000000.0,30569000000.0,,130145000000.0,11576000000.0,-1357000000.0,56104000000.0,56104000000.0,5347000000.0,616798000000.0,92681000000.0,92681000000.0,93629000000.0,511593000000.0,616798000000.0,,346852000000.0,-872000000.0,26196000000.0,16629000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2011.0,Q1,,2011-03-31,2011-05-05 17:07:39+00:00,3060000000.0,6896000000.0,1801000000.0,94978000000.0,,82205000000.0,14636000000.0,31493000000.0,,54236000000.0,,,82166000000.0,19691000000.0,,38100000000.0,819000000.0,,126543000000.0,33076000000.0,,129544000000.0,11602000000.0,-3202000000.0,56470000000.0,56470000000.0,5500000000.0,611247000000.0,85026000000.0,85026000000.0,85845000000.0,513800000000.0,611247000000.0,,333437000000.0,-873000000.0,26337000000.0,17509000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q3,,2012-09-30,2012-11-01 16:04:45+00:00,3153000000.0,10887000000.0,1608000000.0,87413000000.0,0.0,86534000000.0,8204000000.0,35831000000.0,,,,,73748000000.0,,,34932000000.0,748000000.0,,130196000000.0,32064000000.0,,133781000000.0,159000000.0,18170000000.0,56740000000.0,56740000000.0,4314000000.0,550723000000.0,101666000000.0,101666000000.0,102414000000.0,448150000000.0,550723000000.0,,301326000000.0,-13925000000.0,24418000000.0,14564000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q2,,2012-06-30,2012-08-02 16:02:34+00:00,3029000000.0,7791000000.0,1232000000.0,87871000000.0,0.0,86530000000.0,8565000000.0,34935000000.0,,,,,73897000000.0,,,35095000000.0,820000000.0,,137911000000.0,37105000000.0,,133185000000.0,112000000.0,16314000000.0,54265000000.0,54265000000.0,4138000000.0,555383000000.0,104709000000.0,104709000000.0,105529000000.0,449742000000.0,555383000000.0,,300736000000.0,-5926000000.0,24458000000.0,14550000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2012.0,Q1,,2012-03-31,2012-05-03 16:02:57+00:00,3165000000.0,6873000000.0,1315000000.0,89785000000.0,0.0,86538000000.0,8753000000.0,34493000000.0,,,,,76096000000.0,,,35452000000.0,893000000.0,,135832000000.0,31467000000.0,,132937000000.0,121000000.0,13982000000.0,56025000000.0,56025000000.0,4222000000.0,554403000000.0,103451000000.0,103451000000.0,104344000000.0,449938000000.0,554403000000.0,,298213000000.0,-3942000000.0,25034000000.0,15648000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2013.0,FY,,2013-12-31,2015-02-20 17:07:30+00:00,2905000000.0,6360000000.0,2241000000.0,81547000000.0,0.0,85665000000.0,9436000000.0,40653000000.0,,24548000000.0,20765000000.0,,41693000000.0,,20765000000.0,,611000000.0,,105396000000.0,29155000000.0,,127099000000.0,30000000.0,22965000000.0,71059000000.0,71059000000.0,2511000000.0,541329000000.0,100470000000.0,100470000000.0,101081000000.0,440218000000.0,541329000000.0,,316588000000.0,-14520000000.0,21953000000.0,12939000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2013.0,Q2,,2013-06-30,2013-08-05 16:15:50+00:00,2916000000.0,7039000000.0,1762000000.0,84054000000.0,0.0,85234000000.0,8770000000.0,39844000000.0,,26496000000.0,,,42614000000.0,,,,692000000.0,,125126000000.0,30895000000.0,,126839000000.0,80000000.0,19113000000.0,61759000000.0,61759000000.0,3124000000.0,537438000000.0,97463000000.0,97463000000.0,98155000000.0,439203000000.0,537438000000.0,,322902000000.0,-13923000000.0,23578000000.0,14203000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2013.0,Q1,,2013-03-31,2013-05-02 16:12:01+00:00,3093000000.0,11839000000.0,1227000000.0,85774000000.0,0.0,85222000000.0,7972000000.0,40443000000.0,,27164000000.0,,19488000000.0,45266000000.0,,,,663000000.0,,107715000000.0,33108000000.0,,127584000000.0,388000000.0,16382000000.0,61059000000.0,61059000000.0,3711000000.0,548880000000.0,99520000000.0,99520000000.0,100183000000.0,448309000000.0,548880000000.0,,333016000000.0,-13923000000.0,24200000000.0,15310000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2014.0,FY,,2014-12-31,2016-02-19 17:15:13+00:00,2712000000.0,10617000000.0,1758000000.0,77260000000.0,0.0,85724000000.0,9827000000.0,42749000000.0,,,,,31217000000.0,,,,374000000.0,,124202000000.0,26441000000.0,,129282000000.0,,29775000000.0,80036000000.0,80036000000.0,,515581000000.0,106898000000.0,106898000000.0,107272000000.0,408309000000.0,515581000000.0,,285015000000.0,-19218000000.0,21324000000.0,12031000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2015.0,FY,,2015-12-31,2017-02-23 16:09:53+00:00,2623000000.0,2537000000.0,1629000000.0,74942000000.0,0.0,86276000000.0,11115000000.0,43585000000.0,,,,,29249000000.0,,,,552000000.0,,121587000000.0,26164000000.0,,131800000000.0,,30943000000.0,79574000000.0,79574000000.0,,496842000000.0,89658000000.0,89658000000.0,90210000000.0,406632000000.0,496842000000.0,,268863000000.0,-30098000000.0,21318000000.0,11451000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2015.0,Q3,,2015-09-30,2015-11-02 16:23:23+00:00,2696000000.0,6557000000.0,1569000000.0,71436000000.0,0.0,86201000000.0,10537000000.0,42991000000.0,,,,28236000000.0,30719000000.0,,,,620000000.0,,95099000000.0,26565000000.0,,130833000000.0,,33122000000.0,77136000000.0,77136000000.0,,501985000000.0,98999000000.0,98999000000.0,99619000000.0,402366000000.0,501985000000.0,,274634000000.0,-26881000000.0,22686000000.0,12078000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2015.0,Q2,,2015-06-30,2015-08-03 21:34:51+00:00,2632000000.0,7620000000.0,1937000000.0,72939000000.0,0.0,86096000000.0,10270000000.0,42787000000.0,,,,,30360000000.0,,,,384000000.0,,120757000000.0,23934000000.0,,128858000000.0,,33707000000.0,82135000000.0,82135000000.0,1546000000.0,509987000000.0,104258000000.0,104258000000.0,104642000000.0,405345000000.0,509987000000.0,,278998000000.0,-23165000000.0,22786000000.0,13258000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2016.0,FY,,2016-12-31,2018-02-16 16:45:19+00:00,2495000000.0,3230000000.0,1868000000.0,77077000000.0,0.0,85830000000.0,11042000000.0,42204000000.0,,,,,30912000000.0,,,,558000000.0,,131327000000.0,32402000000.0,,136205000000.0,,28711000000.0,82972000000.0,82972000000.0,,498264000000.0,76300000000.0,76300000000.0,76858000000.0,421406000000.0,498264000000.0,,258095000000.0,-41471000000.0,19634000000.0,10465000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2016.0,Q3,,2016-09-30,2016-11-03 16:37:34+00:00,2608000000.0,9057000000.0,2498000000.0,72487000000.0,0.0,86047000000.0,10537000000.0,47848000000.0,,,,,32277000000.0,,,,502000000.0,,127230000000.0,31892000000.0,,137226000000.0,,32077000000.0,82626000000.0,82626000000.0,,514568000000.0,88663000000.0,88663000000.0,89165000000.0,425403000000.0,514568000000.0,,277463000000.0,-38518000000.0,21047000000.0,11606000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2016.0,Q2,,2016-06-30,2016-08-02 16:24:05+00:00,2590000000.0,8259000000.0,1784000000.0,74143000000.0,0.0,85998000000.0,10487000000.0,45982000000.0,,,,31261000000.0,33329000000.0,,,,591000000.0,,91850000000.0,27393000000.0,,136228000000.0,,31951000000.0,80572000000.0,80572000000.0,,510349000000.0,89946000000.0,89946000000.0,90537000000.0,419812000000.0,510349000000.0,,279727000000.0,-36262000000.0,22165000000.0,12078000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2016.0,Q1,,2016-03-31,2016-05-02 16:20:06+00:00,2657000000.0,5525000000.0,1499000000.0,73946000000.0,0.0,86181000000.0,10800000000.0,44573000000.0,,,,30676000000.0,31952000000.0,,,,563000000.0,,92423000000.0,27423000000.0,,134210000000.0,,30396000000.0,79532000000.0,79532000000.0,,502777000000.0,88518000000.0,88518000000.0,89081000000.0,413696000000.0,502777000000.0,,272776000000.0,-33584000000.0,22060000000.0,12414000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2017.0,FY,,2017-12-31,2019-02-15 13:22:56+00:00,2356000000.0,5465000000.0,2362000000.0,78393000000.0,0.0,85844000000.0,10994000000.0,45432000000.0,,,,,31640000000.0,,,,537000000.0,,125482000000.0,26050000000.0,,139250000000.0,,21457000000.0,92798000000.0,92798000000.0,,498301000000.0,65171000000.0,65171000000.0,65708000000.0,432593000000.0,498301000000.0,,254061000000.0,-47595000000.0,19030000000.0,10248000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2017.0,Q3,,2017-09-30,2017-11-03 16:05:34+00:00,2416000000.0,5939000000.0,2433000000.0,80087000000.0,0.0,85742000000.0,10938000000.0,44055000000.0,,,,,31039000000.0,,,,544000000.0,,134161000000.0,27253000000.0,,138192000000.0,,28389000000.0,89300000000.0,89300000000.0,,503073000000.0,72468000000.0,72468000000.0,73012000000.0,430061000000.0,503073000000.0,,252669000000.0,-47602000000.0,20135000000.0,11156000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2017.0,Q2,,2017-06-30,2017-08-03 16:09:50+00:00,2337000000.0,4962000000.0,2517000000.0,76422000000.0,0.0,85679000000.0,11063000000.0,43252000000.0,,,,,31812000000.0,,,,592000000.0,,134956000000.0,28962000000.0,,137908000000.0,,30420000000.0,87090000000.0,87090000000.0,,499762000000.0,73732000000.0,73732000000.0,74324000000.0,425438000000.0,499762000000.0,,250878000000.0,-47329000000.0,19992000000.0,10921000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2017.0,Q1,,2017-03-31,2017-05-04 16:23:49+00:00,2386000000.0,3781000000.0,1918000000.0,76050000000.0,0.0,85612000000.0,11091000000.0,42719000000.0,,,,,30747000000.0,,,,598000000.0,,140818000000.0,33864000000.0,,136358000000.0,,29591000000.0,85917000000.0,85917000000.0,,500162000000.0,74069000000.0,74069000000.0,74667000000.0,425495000000.0,500162000000.0,,246902000000.0,-44915000000.0,19840000000.0,11130000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2018.0,FY,,2018-12-31,2020-02-21 16:26:31+00:00,2389000000.0,-1413000000.0,2873000000.0,83639000000.0,0.0,86034000000.0,12694000000.0,44935000000.0,,,,43135000000.0,34540000000.0,,,,948000000.0,,95976000000.0,24636000000.0,,145830000000.0,,20884000000.0,81847000000.0,81847000000.0,,491984000000.0,56361000000.0,56361000000.0,57309000000.0,434675000000.0,491984000000.0,0.0,242059000000.0,-49144000000.0,19248000000.0,11011000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2018.0,Q2,,2018-06-30,2018-08-03 15:07:05+00:00,2449000000.0,230000000.0,2135000000.0,76713000000.0,0.0,85690000000.0,11997000000.0,44608000000.0,,,,,33784000000.0,,,,611000000.0,,136520000000.0,27059000000.0,,142446000000.0,,23318000000.0,90746000000.0,90746000000.0,,496829000000.0,61186000000.0,61186000000.0,61797000000.0,435032000000.0,496829000000.0,,242122000000.0,-48052000000.0,19676000000.0,10860000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2018.0,Q1,,2018-03-31,2018-05-03 16:08:51+00:00,2390000000.0,2220000000.0,2103000000.0,78098000000.0,0.0,85607000000.0,11631000000.0,44895000000.0,,,,,33619000000.0,,,,565000000.0,,133287000000.0,26921000000.0,,141626000000.0,,22671000000.0,90589000000.0,90589000000.0,,499143000000.0,62792000000.0,62792000000.0,63357000000.0,435786000000.0,499143000000.0,,248036000000.0,-47706000000.0,20038000000.0,11107000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2019.0,FY,,2019-12-31,2020-05-05 10:16:32+00:00,2334000000.0,4982000000.0,2856000000.0,78328000000.0,0.0,86111000000.0,11207000000.0,50512000000.0,,,,46984000000.0,25479000000.0,,,,1752000000.0,,99528000000.0,36480000000.0,,155297000000.0,,23084000000.0,93272000000.0,93272000000.0,,525064000000.0,65190000000.0,65675000000.0,67427000000.0,457637000000.0,525064000000.0,485000000.0,258609000000.0,-48987000000.0,18269000000.0,10274000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2019.0,Q3,,2019-09-30,2019-11-01 10:14:51+00:00,2391000000.0,5615000000.0,3361000000.0,79883000000.0,0.0,86053000000.0,11000000000.0,50747000000.0,,,,,35262000000.0,,,,1842000000.0,,145140000000.0,27297000000.0,,155404000000.0,,22439000000.0,89125000000.0,89125000000.0,,525122000000.0,65118000000.0,65603000000.0,67445000000.0,457677000000.0,525122000000.0,485000000.0,262319000000.0,-48989000000.0,19959000000.0,11786000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2019.0,Q2,,2019-06-30,2019-08-08 15:24:38+00:00,2359000000.0,4991000000.0,2935000000.0,81057000000.0,0.0,85977000000.0,11386000000.0,47539000000.0,,,,43556000000.0,36291000000.0,,,,1566000000.0,,102206000000.0,28336000000.0,,152009000000.0,,22077000000.0,90311000000.0,90311000000.0,,522269000000.0,64054000000.0,64539000000.0,66105000000.0,456164000000.0,522269000000.0,485000000.0,256902000000.0,-48991000000.0,20621000000.0,12614000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2019.0,Q1,,2019-03-31,2019-05-07 14:29:31+00:00,2482000000.0,2128000000.0,2565000000.0,82496000000.0,0.0,85914000000.0,12128000000.0,46508000000.0,,,,,35776000000.0,,,,1306000000.0,,143721000000.0,27546000000.0,,148873000000.0,,21259000000.0,88818000000.0,88818000000.0,,512922000000.0,60302000000.0,60787000000.0,62093000000.0,450829000000.0,512922000000.0,485000000.0,250553000000.0,-48999000000.0,20812000000.0,12655000000.0
American International Group Inc,AIG,ODVCVCQG2BP6VHV36M30,5272,2020.0,Q1,,2020-03-31,2020-05-05 10:16:32+00:00,2312000000.0,-994000000.0,2738000000.0,77747000000.0,0.0,85954000000.0,11889000000.0,49803000000.0,,,,,35410000000.0,,,,1670000000.0,,154877000000.0,29183000000.0,,157527000000.0,,24062000000.0,78836000000.0,78836000000.0,,510477000000.0,59688000000.0,60173000000.0,61843000000.0,448634000000.0,510477000000.0,485000000.0,247753000000.0,-49334000000.0,20128000000.0,12072000000.0
