company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 13:09:16+00:00,3000000.0,0.92,0.92,0.67,0.92,,,283000000.0,492000000.0,492000000.0,,492000000.0,959000000.0,2162000000.0,,,364000000.0,959000000.0,1203000000.0,62000000.0,1000000.0,367000000.0,836000000.0,-61000000.0,775000000.0,2162000000.0,533311000.0,533311000.0,533311000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q1TTM,2013-04-01,2014-03-31,,6000000.0,2.93,2.93,2.51,2.93,,32000000.0,895000000.0,1573000000.0,1548000000.0,25000000.0,1573000000.0,3914000000.0,8288000000.0,-140000000.0,,1501000000.0,3914000000.0,4374000000.0,256000000.0,4000000.0,1539000000.0,2835000000.0,-392000000.0,2443000000.0,8288000000.0,536763000.0,536763000.0,536763000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2014.0,Q1,2014-01-01,2014-03-31,2015-04-20 15:36:46+00:00,2000000.0,0.68,0.68,0.67,0.67,,,193000000.0,363000000.0,338000000.0,25000000.0,363000000.0,930000000.0,1935000000.0,-1000000.0,,413000000.0,930000000.0,1005000000.0,59000000.0,1000000.0,415000000.0,590000000.0,-59000000.0,531000000.0,1935000000.0,536763000.0,536763000.0,536763000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,FY,2015-01-01,2015-12-31,2017-02-09 08:20:36+00:00,18000000.0,2.57,2.57,1.39,2.57,,,3131000000.0,3253000000.0,3253000000.0,,3253000000.0,4688000000.0,10675000000.0,3176000000.0,99000000.0,2098000000.0,4688000000.0,5987000000.0,570000000.0,6000000.0,2215000000.0,3772000000.0,2612000000.0,6384000000.0,10675000000.0,1264182000.0,1264182000.0,1264182000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q4,2015-10-01,2015-12-31,,6000000.0,0.22,0.22,0.41,0.22,,,231000000.0,279000000.0,279000000.0,,279000000.0,1350000000.0,3054000000.0,-322000000.0,,683000000.0,1350000000.0,1704000000.0,185000000.0,2000000.0,689000000.0,1015000000.0,-505000000.0,510000000.0,3054000000.0,1264182000.0,1264182000.0,1264182000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q3,2015-07-01,2015-09-30,2016-10-19 10:14:09+00:00,6000000.0,0.46,0.46,0.36,0.46,,,358000000.0,657000000.0,657000000.0,,657000000.0,1404000000.0,3161000000.0,2000000.0,99000000.0,453000000.0,1404000000.0,1757000000.0,189000000.0,3000000.0,558000000.0,1199000000.0,-184000000.0,1015000000.0,3161000000.0,1429101000.0,1429101000.0,1429101000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q3YTD,2015-01-01,2015-09-30,,12000000.0,2.08,2.08,0.75,2.08,,,2900000000.0,2974000000.0,2974000000.0,,2974000000.0,3338000000.0,7621000000.0,3498000000.0,99000000.0,1415000000.0,3338000000.0,4283000000.0,385000000.0,4000000.0,1526000000.0,2757000000.0,3117000000.0,5874000000.0,7621000000.0,1429101000.0,1429101000.0,1429101000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q2,2015-04-01,2015-06-30,2016-07-26 10:28:09+00:00,3000000.0,1.7,1.7,0.335,1.69,,,2311000000.0,1928000000.0,1928000000.0,,1928000000.0,1084000000.0,2403000000.0,3479000000.0,,451000000.0,1084000000.0,1319000000.0,105000000.0,,454000000.0,865000000.0,3374000000.0,4239000000.0,2403000000.0,1136354000.0,1136354000.0,1136354000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q2YTD,2015-01-01,2015-06-30,,6000000.0,2.04,2.04,0.63,2.04,,,2542000000.0,2317000000.0,2317000000.0,,2317000000.0,1934000000.0,4460000000.0,3496000000.0,,962000000.0,1934000000.0,2526000000.0,196000000.0,1000000.0,968000000.0,1558000000.0,3301000000.0,4859000000.0,4460000000.0,1136354000.0,1136354000.0,1136354000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q2TTM,2014-07-01,2015-06-30,,12000000.0,2.58,2.58,1.25,2.58,,,2883000000.0,2932000000.0,2932000000.0,,2932000000.0,4103000000.0,8834000000.0,3511000000.0,,2056000000.0,4103000000.0,4731000000.0,361000000.0,2000000.0,2068000000.0,2663000000.0,3152000000.0,5815000000.0,8834000000.0,1136354000.0,1136354000.0,1136354000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q1,2015-01-01,2015-03-31,2016-04-26 10:07:34+00:00,3000000.0,0.36,0.36,0.335,0.36,,,231000000.0,389000000.0,389000000.0,,389000000.0,850000000.0,2057000000.0,17000000.0,,511000000.0,850000000.0,1207000000.0,91000000.0,1000000.0,514000000.0,693000000.0,-73000000.0,620000000.0,2057000000.0,1063053000.0,1063053000.0,1063053000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2015.0,Q1TTM,2014-04-01,2015-03-31,,12000000.0,1.41,1.41,1.34,1.41,,,855000000.0,1496000000.0,1496000000.0,,1496000000.0,3978000000.0,8593000000.0,32000000.0,,1969000000.0,3978000000.0,4615000000.0,318000000.0,3000000.0,1981000000.0,2634000000.0,-283000000.0,2351000000.0,8593000000.0,1063053000.0,1063053000.0,1063053000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q4,2016-10-01,2016-12-31,,5000000.0,0.6,0.6,0.46,0.6,,,487000000.0,851000000.0,851000000.0,,851000000.0,1212000000.0,3186000000.0,1000000.0,,483000000.0,1212000000.0,1974000000.0,150000000.0,1000000.0,488000000.0,1486000000.0,-148000000.0,1338000000.0,3186000000.0,1426987000.0,1426987000.0,1426987000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,FY,2016-01-01,2016-12-31,2017-02-09 08:20:36+00:00,23000000.0,4.26,4.26,1.76,4.25,,,3618000000.0,6073000000.0,6073000000.0,,6073000000.0,4841000000.0,12503000000.0,4601000000.0,,1931000000.0,4841000000.0,7662000000.0,626000000.0,8000000.0,1954000000.0,5708000000.0,3983000000.0,9691000000.0,12503000000.0,1426987000.0,1426987000.0,1426987000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q3YTD,2016-01-01,2016-09-30,,18000000.0,3.66,3.66,1.2,3.66,,,3131000000.0,5222000000.0,5222000000.0,,5222000000.0,3629000000.0,9317000000.0,4600000000.0,,1448000000.0,3629000000.0,5688000000.0,476000000.0,7000000.0,1466000000.0,4222000000.0,4131000000.0,8353000000.0,9317000000.0,1427277000.0,1427277000.0,1427277000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q3TTM,2015-10-01,2016-09-30,,24000000.0,3.85,3.85,1.56,3.85,,,3362000000.0,5501000000.0,5501000000.0,,5501000000.0,4979000000.0,12371000000.0,4278000000.0,,2131000000.0,4979000000.0,7392000000.0,661000000.0,9000000.0,2155000000.0,5237000000.0,3626000000.0,8863000000.0,12371000000.0,1427277000.0,1427277000.0,1427277000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q3,2016-07-01,2016-09-30,2016-10-19 10:14:09+00:00,6000000.0,0.6,0.6,0.46,0.6,,,507000000.0,861000000.0,861000000.0,,861000000.0,1189000000.0,3205000000.0,-10000000.0,,484000000.0,1189000000.0,2016000000.0,150000000.0,2000000.0,490000000.0,1526000000.0,-158000000.0,1368000000.0,3205000000.0,1427277000.0,1427277000.0,1427277000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q2,2016-04-01,2016-06-30,2017-08-01 16:41:08+00:00,6000000.0,0.56,0.56,0.42,0.56,,,470000000.0,796000000.0,796000000.0,,796000000.0,1275000000.0,3195000000.0,1000000.0,,499000000.0,1275000000.0,1920000000.0,152000000.0,2000000.0,505000000.0,1415000000.0,-149000000.0,1266000000.0,3195000000.0,1427413000.0,1427413000.0,1427413000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q2YTD,2016-01-01,2016-06-30,,12000000.0,3.06,3.06,0.78,3.06,,,2624000000.0,4361000000.0,4361000000.0,,4361000000.0,2440000000.0,6112000000.0,4610000000.0,,964000000.0,2440000000.0,3672000000.0,326000000.0,5000000.0,976000000.0,2696000000.0,4289000000.0,6985000000.0,6112000000.0,1427413000.0,1427413000.0,1427413000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q2TTM,2015-07-01,2016-06-30,,24000000.0,3.71,3.71,1.39,3.71,,,3213000000.0,5297000000.0,5297000000.0,,5297000000.0,5194000000.0,12327000000.0,4290000000.0,99000000.0,2100000000.0,5194000000.0,7133000000.0,700000000.0,10000000.0,2223000000.0,4910000000.0,3600000000.0,8510000000.0,12327000000.0,1427413000.0,1427413000.0,1427413000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q1,2016-01-01,2016-03-31,2017-05-03 07:43:01+00:00,6000000.0,2.5,2.5,0.42,2.49,,,2154000000.0,3565000000.0,3565000000.0,,3565000000.0,1165000000.0,2917000000.0,4609000000.0,,465000000.0,1165000000.0,1752000000.0,174000000.0,3000000.0,471000000.0,1281000000.0,4438000000.0,5719000000.0,2917000000.0,1427448000.0,1427448000.0,1427448000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2016.0,Q1TTM,2015-04-01,2016-03-31,,21000000.0,4.5,4.5,1.22,4.5,,,5054000000.0,6429000000.0,6429000000.0,,6429000000.0,5003000000.0,11535000000.0,7768000000.0,99000000.0,2052000000.0,5003000000.0,6532000000.0,653000000.0,8000000.0,2172000000.0,4360000000.0,7123000000.0,11483000000.0,11535000000.0,1427448000.0,1427448000.0,1427448000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2017.0,Q2YTD,2017-01-01,2017-06-30,,12000000.0,1.19,1.19,0.97,1.19,,,874000000.0,1699000000.0,1699000000.0,,1699000000.0,2477000000.0,6267000000.0,-15000000.0,,896000000.0,2477000000.0,3790000000.0,299000000.0,5000000.0,908000000.0,2882000000.0,-309000000.0,2573000000.0,6267000000.0,1426578000.0,1426578000.0,1426578000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2017.0,Q2TTM,2016-07-01,2017-06-30,,23000000.0,2.39,2.39,1.85,2.39,,,1868000000.0,3411000000.0,3411000000.0,,3411000000.0,4878000000.0,12658000000.0,-24000000.0,,1863000000.0,4878000000.0,7780000000.0,599000000.0,8000000.0,1886000000.0,5894000000.0,-615000000.0,5279000000.0,12658000000.0,1426578000.0,1426578000.0,1426578000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2017.0,Q2,2017-04-01,2017-06-30,2017-08-01 16:41:08+00:00,6000000.0,0.64,0.64,0.51,0.64,,,479000000.0,919000000.0,919000000.0,,919000000.0,1278000000.0,3318000000.0,-11000000.0,,478000000.0,1278000000.0,2040000000.0,150000000.0,3000000.0,484000000.0,1556000000.0,-158000000.0,1398000000.0,3318000000.0,1426578000.0,1426578000.0,1426578000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2017.0,Q1TTM,2016-04-01,2017-03-31,,23000000.0,2.31,2.31,1.76,2.31,,,1859000000.0,3288000000.0,3288000000.0,,3288000000.0,4875000000.0,12535000000.0,-12000000.0,,1884000000.0,4875000000.0,7660000000.0,601000000.0,7000000.0,1907000000.0,5753000000.0,-606000000.0,5147000000.0,12535000000.0,1426246000.0,1426246000.0,1426246000.0
Reynolds American Inc,RAI,02S2RPPVO9RP4NEU2740,1275283,2017.0,Q1,2017-01-01,2017-03-31,2017-05-03 07:43:01+00:00,6000000.0,0.55,0.55,0.51,0.55,,,395000000.0,780000000.0,780000000.0,,780000000.0,1199000000.0,2949000000.0,-4000000.0,,418000000.0,1199000000.0,1750000000.0,149000000.0,2000000.0,424000000.0,1326000000.0,-151000000.0,1175000000.0,2949000000.0,1426246000.0,1426246000.0,1426246000.0
