company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q2,2017-04-01,2017-06-30,,,3317000.0,180000.0,12352000.0,-36000.0,62781000.0,15725000.0,,10532000.0,-37318000.0,116794000.0,10532000.0,-37318000.0,116794000.0,89972000.0,-12484000.0,-12484000.0,54145000.0,-4356000.0,-8983000.0,-30499000.0,-837000.0,2164000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q1,2017-01-01,2017-03-31,2018-05-01 16:03:35+00:00,,2244000.0,,15027000.0,-7000.0,-92210000.0,33736000.0,,21960000.0,-138819000.0,-173638000.0,21960000.0,-138819000.0,-173638000.0,-290504000.0,-187083000.0,-187083000.0,90628000.0,-3679000.0,-230162000.0,-20967000.0,-8097000.0,112310000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2017.0,Q1TTM,2016-04-01,2017-03-31,,-142856000.0,3157000.0,6372000.0,62394000.0,-7000.0,-88568000.0,73490000.0,-110000.0,56698000.0,-400064000.0,33583000.0,56698000.0,-400064000.0,33583000.0,-309790000.0,-106908000.0,-106908000.0,166665000.0,-8585000.0,-270739000.0,-135682000.0,-8097000.0,149213000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,FY,2018-01-01,2018-12-31,2020-02-13 16:05:19+00:00,,5417000.0,268000.0,54969000.0,,-20825000.0,29942000.0,,14657000.0,-86423000.0,336227000.0,14657000.0,-86423000.0,336227000.0,264461000.0,109493000.0,109493000.0,192590000.0,-15285000.0,-168868000.0,-73483000.0,,155928000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q4,2018-10-01,2018-12-31,,,2485000.0,134000.0,14226000.0,,-59042000.0,9462000.0,,4063000.0,-36097000.0,83838000.0,4063000.0,-36097000.0,83838000.0,51804000.0,69063000.0,69063000.0,59591000.0,-5399000.0,-55704000.0,-25281000.0,,44888000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-29 19:38:47+00:00,,2932000.0,134000.0,40743000.0,,38217000.0,20480000.0,,10594000.0,-50326000.0,252389000.0,10594000.0,-50326000.0,252389000.0,212657000.0,40430000.0,40430000.0,132999000.0,-9886000.0,-113164000.0,-48202000.0,,111040000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q3TTM,2017-10-01,2018-09-30,,,3050000.0,268000.0,53602000.0,46000.0,29946000.0,28690000.0,,14318000.0,-193328000.0,163122000.0,14318000.0,-193328000.0,163122000.0,-15842000.0,-109199000.0,-109199000.0,188773000.0,-14372000.0,-242025000.0,-73453000.0,,122150000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q3,2018-07-01,2018-09-30,,,988000.0,,13818000.0,,108118000.0,2437000.0,,2437000.0,-17876000.0,199148000.0,2437000.0,-17876000.0,199148000.0,183709000.0,29176000.0,29176000.0,48036000.0,,-45401000.0,-24821000.0,,52346000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-07-30 16:06:50+00:00,,1944000.0,134000.0,26925000.0,,-69901000.0,18043000.0,,8157000.0,-32450000.0,53241000.0,8157000.0,-32450000.0,53241000.0,28948000.0,11254000.0,11254000.0,84963000.0,-9886000.0,-67763000.0,-23381000.0,,58694000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q2TTM,2017-07-01,2018-06-30,,,2688000.0,268000.0,51724000.0,43000.0,-96997000.0,684733000.0,,665875000.0,-206291000.0,17097000.0,665875000.0,-206291000.0,17097000.0,476724000.0,-102321000.0,-102321000.0,164691000.0,-18858000.0,-213289000.0,-82936000.0,,89934000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q2,2018-04-01,2018-06-30,,,1892000.0,134000.0,13501000.0,,-104823000.0,15448000.0,,5562000.0,-3922000.0,32403000.0,5562000.0,-3922000.0,32403000.0,34043000.0,52394000.0,52394000.0,71331000.0,-9886000.0,-20793000.0,-10791000.0,,27662000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q1,2018-01-01,2018-03-31,2019-04-30 16:05:32+00:00,,52000.0,,13424000.0,,34922000.0,2595000.0,,2595000.0,-28528000.0,20838000.0,2595000.0,-28528000.0,20838000.0,-5095000.0,-41140000.0,-41140000.0,13632000.0,,-46970000.0,-12590000.0,,31032000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2018.0,Q1TTM,2017-04-01,2018-03-31,,,4113000.0,314000.0,50575000.0,7000.0,70607000.0,685010000.0,,670845000.0,-239687000.0,101488000.0,670845000.0,-239687000.0,101488000.0,532653000.0,-167199000.0,-167199000.0,147505000.0,-13328000.0,-201479000.0,-102644000.0,-837000.0,64436000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q4,2019-10-01,2019-12-31,,,21155000.0,120000.0,13345000.0,,-19130000.0,29516000.0,,29294000.0,-30028000.0,131618000.0,29320000.0,-30028000.0,131618000.0,130910000.0,111005000.0,111005000.0,26398000.0,-222000.0,-152652000.0,-29315000.0,,151939000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,FY,2019-01-01,2019-12-31,2020-02-13 16:05:19+00:00,,33553000.0,239000.0,54533000.0,,76600000.0,63299000.0,,45711000.0,-87454000.0,710656000.0,45711000.0,-87454000.0,710656000.0,668913000.0,446906000.0,446906000.0,132617000.0,-17588000.0,-374809000.0,-78064000.0,,365419000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q3TTM,2018-10-01,2019-09-30,,,14883000.0,253000.0,55414000.0,,36688000.0,43245000.0,,20480000.0,-93523000.0,662876000.0,20454000.0,-93523000.0,662876000.0,589807000.0,404964000.0,404964000.0,165810000.0,-22765000.0,-277861000.0,-74030000.0,,258368000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q3,2019-07-01,2019-09-30,,,5959000.0,,13862000.0,,87133000.0,0.0,,,12284000.0,270415000.0,2894000.0,12284000.0,270415000.0,285593000.0,128271000.0,128271000.0,41149000.0,0.0,-118187000.0,16812000.0,,113659000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-29 19:38:47+00:00,,12398000.0,119000.0,41188000.0,,95730000.0,33783000.0,,16417000.0,-57426000.0,579038000.0,16391000.0,-57426000.0,579038000.0,538003000.0,335901000.0,335901000.0,106219000.0,-17366000.0,-222157000.0,-48749000.0,,213480000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q2TTM,2018-07-01,2019-06-30,,,9912000.0,253000.0,55370000.0,,57673000.0,42571000.0,,20006000.0,-123683000.0,591609000.0,19997000.0,-123683000.0,591609000.0,487923000.0,305869000.0,305869000.0,172697000.0,-22565000.0,-205075000.0,-115663000.0,,197055000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q2,2019-04-01,2019-06-30,,,5991000.0,119000.0,13435000.0,-126000.0,-11156000.0,15191000.0,,9019000.0,-45147000.0,152960000.0,9010000.0,-45147000.0,152960000.0,116697000.0,105318000.0,105318000.0,45363000.0,-6367000.0,-69396000.0,-47294000.0,195000.0,71543000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-07-30 16:06:50+00:00,,6439000.0,119000.0,27326000.0,,8597000.0,30672000.0,,13506000.0,-69710000.0,308623000.0,13497000.0,-69710000.0,308623000.0,252410000.0,207630000.0,207630000.0,65070000.0,-17166000.0,-103970000.0,-65561000.0,,99821000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q1,2019-01-01,2019-03-31,2020-05-05 16:09:15+00:00,,448000.0,,13891000.0,126000.0,19753000.0,15481000.0,,4487000.0,-24563000.0,155663000.0,4487000.0,-24563000.0,155663000.0,135713000.0,102312000.0,102312000.0,19707000.0,-10799000.0,-34574000.0,-18267000.0,-195000.0,28278000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2019.0,Q1TTM,2018-04-01,2019-03-31,,,5813000.0,268000.0,55436000.0,126000.0,-35994000.0,42828000.0,,16549000.0,-82458000.0,471052000.0,16549000.0,-82458000.0,471052000.0,405269000.0,252945000.0,252945000.0,198665000.0,-26084000.0,-156472000.0,-79160000.0,-195000.0,153174000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2020.0,Q1TTM,2019-04-01,2020-03-31,,,33960000.0,239000.0,53740000.0,1434000.0,-9816000.0,62437000.0,,43723000.0,-171451000.0,-128424000.0,43723000.0,-171451000.0,-128424000.0,-254718000.0,-376048000.0,-376048000.0,203700000.0,-18722000.0,-583106000.0,-99062000.0,8000.0,510717000.0
Incyte Corp,INCY,549300Z4WN6JVZ3T4680,879169,2020.0,Q1,2020-01-01,2020-03-31,2020-05-05 16:09:15+00:00,,855000.0,,13098000.0,1560000.0,-66663000.0,14619000.0,,2499000.0,-108560000.0,-683417000.0,2499000.0,-108560000.0,-683417000.0,-787918000.0,-720642000.0,-720642000.0,90790000.0,-11933000.0,-242871000.0,-39265000.0,-187000.0,173576000.0
