company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q4,2015-08-01,2015-10-30,,-13.49,-13.49,0.2,-13.48,1199256000.0,-55055000.0,-1315823000.0,-1315823000.0,,-1315823000.0,,664592000.0,865568000.0,,-1256000.0,,152890000.0,193129000.0,664592000.0,200976000.0,30082000.0,2247000.0,1544019000.0,-1343043000.0,-27835000.0,-1370878000.0,865568000.0,97500000.0,97493000.0,97493000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q3,2015-05-02,2015-07-31,2016-09-02 12:56:35+00:00,0.53,0.53,0.2,0.52,,17239000.0,51336000.0,51336000.0,0.0,51336000.0,,574838000.0,792183000.0,,-1234000.0,,7775000.0,128553000.0,574838000.0,217345000.0,16219000.0,2543000.0,135094000.0,82251000.0,-13676000.0,68575000.0,792183000.0,96900000.0,97480000.0,98033000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q3YTD,2014-11-01,2015-07-31,,1.41,1.41,0.6,1.4,,55930000.0,137819000.0,137819000.0,,137819000.0,,1668633000.0,2306579000.0,,-5347000.0,,19550000.0,390089000.0,1668633000.0,637946000.0,48368000.0,8463000.0,404292000.0,233654000.0,-39905000.0,193749000.0,2306579000.0,96900000.0,97480000.0,98033000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q3TTM,2014-08-02,2015-07-31,,2.86,2.86,0.8,2.83,,96378000.0,281836000.0,281836000.0,,281836000.0,,2443367000.0,3440186000.0,,-7786000.0,,41147000.0,532556000.0,2443367000.0,996819000.0,64328000.0,11640000.0,565917000.0,430902000.0,-52688000.0,378214000.0,3440186000.0,96900000.0,97480000.0,98033000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q2,2015-01-31,2015-05-01,2016-06-03 15:25:53+00:00,0.57,0.57,0.2,0.57,,23715000.0,55958000.0,55958000.0,0.0,55958000.0,,576226000.0,810523000.0,,-900000.0,,11110000.0,131142000.0,576226000.0,234297000.0,16252000.0,2980000.0,141352000.0,92945000.0,-13272000.0,79673000.0,810523000.0,98200000.0,97416000.0,97972000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q2YTD,2014-11-01,2015-05-01,,0.88,0.88,0.4,0.88,,38691000.0,86483000.0,86483000.0,,86483000.0,,1093795000.0,1514396000.0,,-4113000.0,,11775000.0,261536000.0,1093795000.0,420601000.0,32149000.0,5920000.0,269198000.0,151403000.0,-26229000.0,125174000.0,1514396000.0,98200000.0,97416000.0,97972000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q2TTM,2014-05-03,2015-05-01,,3.04,3.04,0.8,3.02,,112244000.0,301789000.0,301789000.0,,301789000.0,,2492258000.0,3523664000.0,,-11170000.0,,33372000.0,541262000.0,2492258000.0,1031406000.0,64713000.0,10804000.0,563464000.0,467942000.0,-53909000.0,414033000.0,3523664000.0,98200000.0,97416000.0,97972000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q1,2014-11-01,2015-01-30,2016-03-04 15:10:42+00:00,0.31,0.31,0.2,0.31,,14976000.0,30525000.0,30525000.0,,30525000.0,,517569000.0,703873000.0,,-3213000.0,,665000.0,130394000.0,517569000.0,186304000.0,15897000.0,2940000.0,127846000.0,58458000.0,-12957000.0,45501000.0,703873000.0,98500000.0,97547000.0,98138000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2015.0,Q1TTM,2014-02-01,2015-01-30,,3.21,3.21,0.77,3.18,,126472000.0,319782000.0,319782000.0,,319782000.0,,2567624000.0,3642871000.0,,-12408000.0,,22262000.0,564654000.0,2567624000.0,1075247000.0,64602000.0,10117000.0,574508000.0,500739000.0,-54485000.0,446254000.0,3642871000.0,98500000.0,97547000.0,98138000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q4,2016-07-30,2016-10-28,,-0.08,-0.08,0.01,-0.08,,10659000.0,-8447000.0,-8447000.0,,-8447000.0,,504245000.0,656563000.0,,-1514000.0,,5412000.0,135251000.0,504245000.0,152318000.0,12690000.0,1733000.0,139149000.0,13169000.0,-10957000.0,2212000.0,656563000.0,98900000.0,98040000.0,98040000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,FY,2015-10-31,2016-10-28,2016-12-16 16:26:13+00:00,-0.59,-0.59,0.04,-0.59,0.0,-23326000.0,-58379000.0,-63845000.0,5466000.0,-58379000.0,,1855574000.0,2371400000.0,,-9342000.0,,89896000.0,476684000.0,1855574000.0,515826000.0,50341000.0,4582000.0,557238000.0,-41412000.0,-45759000.0,-87171000.0,2371400000.0,98900000.0,98040000.0,98040000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q3YTD,2015-10-31,2016-07-29,,-0.51,-0.51,0.03,-0.51,,-33985000.0,-49932000.0,-55398000.0,5466000.0,-49932000.0,,1351329000.0,1714837000.0,,-7828000.0,,84484000.0,341433000.0,1351329000.0,363508000.0,37651000.0,2849000.0,418089000.0,-54581000.0,-34802000.0,-89383000.0,1714837000.0,,98160000.0,99224000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q3TTM,2015-08-01,2016-07-29,,-14.0,-14.0,0.23,-13.99,1199256000.0,-89040000.0,-1365755000.0,-1371221000.0,5466000.0,-1365755000.0,,2015921000.0,2580405000.0,,-9084000.0,,237374000.0,534562000.0,2015921000.0,564484000.0,67733000.0,5096000.0,1962108000.0,-1397624000.0,-62637000.0,-1460261000.0,2580405000.0,,98160000.0,99224000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q3,2016-04-30,2016-07-29,2016-09-02 12:56:35+00:00,0.0,0.0,0.01,0.0,,-16404000.0,128000.0,128000.0,0.0,128000.0,,454594000.0,586552000.0,,-1681000.0,,24431000.0,114377000.0,454594000.0,131958000.0,12291000.0,1184000.0,137127000.0,-5169000.0,-11107000.0,-16276000.0,586552000.0,,98160000.0,99224000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q2YTD,2015-10-31,2016-04-29,,-0.51,-0.51,0.02,-0.51,,-17581000.0,-50060000.0,-55526000.0,5466000.0,-50060000.0,,896735000.0,1128285000.0,,-6147000.0,,60053000.0,227056000.0,896735000.0,231550000.0,25360000.0,1665000.0,280962000.0,-49412000.0,-23695000.0,-73107000.0,1128285000.0,98400000.0,97921000.0,97921000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q2TTM,2015-05-02,2016-04-29,,-13.47,-13.47,0.42,-13.47,1199256000.0,-55397000.0,-1314547000.0,-1320013000.0,5466000.0,-1314547000.0,,2136165000.0,2786036000.0,,-8637000.0,,220718000.0,548738000.0,2136165000.0,649871000.0,71661000.0,6455000.0,1960075000.0,-1310204000.0,-65206000.0,-1375410000.0,2786036000.0,98400000.0,97921000.0,97921000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q2,2016-01-30,2016-04-29,2016-06-03 15:25:53+00:00,-0.1,-0.1,0.01,-0.1,,-599000.0,-9839000.0,-15305000.0,5466000.0,-9839000.0,,458479000.0,601985000.0,,-2206000.0,,33394000.0,116643000.0,458479000.0,143506000.0,12437000.0,858000.0,147831000.0,-4325000.0,-11579000.0,-15904000.0,601985000.0,98400000.0,97921000.0,97921000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q1,2015-10-31,2016-01-29,2017-03-03 11:26:47+00:00,-0.41,-0.41,0.01,-0.41,,-16982000.0,-40221000.0,-40221000.0,,-40221000.0,,438256000.0,526300000.0,,-3941000.0,,26659000.0,110413000.0,438256000.0,88044000.0,12923000.0,807000.0,133131000.0,-45087000.0,-12116000.0,-57203000.0,526300000.0,98100000.0,97851000.0,97851000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2016.0,Q1TTM,2015-01-31,2016-01-29,,-12.8,-12.8,0.61,-12.8,1199256000.0,-31083000.0,-1248750000.0,-1248750000.0,,-1248750000.0,,2253912000.0,2994574000.0,,-7331000.0,,198434000.0,563237000.0,2253912000.0,740662000.0,75476000.0,8577000.0,1953596000.0,-1212934000.0,-66899000.0,-1279833000.0,2994574000.0,98100000.0,97851000.0,97851000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2017.0,Q1TTM,2016-01-30,2017-01-27,,-0.18,-0.18,0.04,-0.18,,-18839000.0,-18435000.0,-23901000.0,5466000.0,-18435000.0,,1806426000.0,2342869000.0,,-6873000.0,,64009000.0,477382000.0,1806426000.0,536443000.0,50028000.0,5363000.0,534518000.0,1925000.0,-44665000.0,-42740000.0,2342869000.0,,98913000.0,98913000.0
Joy Global Inc,JOY,549300CLFIA7IY3DU273,801898,2017.0,Q1,2016-10-29,2017-01-27,2017-03-03 11:26:47+00:00,0.0,0.0,0.01,0.0,,-12495000.0,-277000.0,-277000.0,,-277000.0,,389108000.0,497769000.0,,-1472000.0,,772000.0,111111000.0,389108000.0,108661000.0,12610000.0,1588000.0,110411000.0,-1750000.0,-11022000.0,-12772000.0,497769000.0,,98913000.0,98913000.0
