company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentbankingincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othergains,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,salariesandemployeebenefitsexpense,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q4,2011-10-01,2011-12-31,,0.19,0.19,0.05,7800000.0,0.19,,22400000.0,190900000.0,11700000.0,7500000.0,39700000.0,39800000.0,,35700000.0,4000000.0,-11700000.0,26400000.0,1200000.0,1900000.0,100000.0,30500000.0,24700000.0,,72800000.0,11700000.0,145000000.0,216800000.0,62100000.0,205100000.0,182500000.0,182500000.0,182500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:21:22+00:00,0.78,0.78,0.15,33300000.0,0.78,,79400000.0,844300000.0,51000000.0,28000000.0,153400000.0,153400000.0,,142900000.0,10500000.0,-51000000.0,109200000.0,-31800000.0,3800000.0,,141700000.0,137600000.0,,357900000.0,51000000.0,670100000.0,950100000.0,232800000.0,899100000.0,182500000.0,182500000.0,182500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.59,0.59,0.1,25500000.0,0.59,,57000000.0,653400000.0,39300000.0,20500000.0,113700000.0,113600000.0,,107200000.0,6500000.0,-39300000.0,82800000.0,-33000000.0,1900000.0,-100000.0,111200000.0,112900000.0,,285100000.0,39300000.0,525100000.0,733300000.0,170700000.0,694000000.0,182600000.0,182600000.0,182600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.96,0.96,0.14,35000000.0,0.95,,88900000.0,872100000.0,55200000.0,28300000.0,182100000.0,182000000.0,,173100000.0,9000000.0,-55200000.0,106000000.0,-13100000.0,2600000.0,-100000.0,148100000.0,169900000.0,,387600000.0,55200000.0,705000000.0,1028900000.0,271000000.0,973700000.0,182600000.0,182600000.0,182600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q3,2011-07-01,2011-09-30,2012-10-25 16:35:53+00:00,0.15,0.15,0.05,8100000.0,0.15,,11900000.0,202200000.0,13000000.0,6200000.0,27300000.0,27300000.0,,27400000.0,-100000.0,-13000000.0,25300000.0,-23400000.0,1400000.0,,35500000.0,34700000.0,,87600000.0,13000000.0,162700000.0,213500000.0,39200000.0,200500000.0,182600000.0,182600000.0,182600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.44,0.44,0.05,17400000.0,0.44,,45100000.0,451200000.0,26300000.0,14300000.0,86400000.0,86300000.0,,79800000.0,6600000.0,-26300000.0,57500000.0,-9600000.0,500000.0,-100000.0,75700000.0,78200000.0,,197500000.0,26300000.0,362400000.0,519800000.0,131500000.0,493500000.0,182500000.0,182500000.0,182500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.99,0.99,0.09,36700000.0,0.98,,84200000.0,872200000.0,58100000.0,28100000.0,190200000.0,190100000.0,,178200000.0,12000000.0,-58100000.0,122100000.0,11200000.0,1700000.0,-100000.0,145100000.0,176700000.0,,397000000.0,58100000.0,729000000.0,1060100000.0,274400000.0,1002000000.0,182500000.0,182500000.0,182500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q2,2011-04-01,2011-06-30,2012-07-26 17:11:25+00:00,0.23,0.23,0.05,8400000.0,0.23,,22300000.0,226000000.0,13100000.0,8200000.0,45500000.0,45500000.0,,41900000.0,3600000.0,-13100000.0,28400000.0,-1400000.0,500000.0,,39600000.0,38000000.0,,97600000.0,13100000.0,182200000.0,262600000.0,67800000.0,249500000.0,182500000.0,182500000.0,182500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q1TTM,2010-04-01,2011-03-31,,0.93,0.93,0.04,38200000.0,0.92,,80000000.0,854000000.0,60800000.0,35100000.0,176100000.0,176000000.0,,166500000.0,9600000.0,-60800000.0,121000000.0,15800000.0,1900000.0,-100000.0,141100000.0,180200000.0,,399300000.0,60800000.0,734700000.0,1050000000.0,256100000.0,989200000.0,181900000.0,181900000.0,181900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 17:01:11+00:00,0.21,0.21,,9000000.0,0.21,,22800000.0,225200000.0,13200000.0,6100000.0,40900000.0,40800000.0,,37900000.0,3000000.0,-13200000.0,29100000.0,-8200000.0,,-100000.0,36100000.0,40200000.0,,99900000.0,13200000.0,180200000.0,257200000.0,63700000.0,244000000.0,181900000.0,181900000.0,181900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q4,2012-10-01,2012-12-31,,0.17,0.17,0.12,12500000.0,0.16,,19300000.0,193800000.0,11100000.0,7300000.0,32800000.0,32800000.0,,31200000.0,1600000.0,-11100000.0,27200000.0,4200000.0,3200000.0,,30800000.0,22800000.0,2200000.0,80800000.0,11100000.0,160800000.0,220800000.0,52100000.0,209700000.0,183700000.0,183700000.0,183700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 17:23:58+00:00,0.56,0.56,0.29,38500000.0,0.55,,64700000.0,782300000.0,45000000.0,23600000.0,111900000.0,111900000.0,,102300000.0,9600000.0,-45000000.0,105400000.0,3900000.0,3200000.0,,126800000.0,67700000.0,,341200000.0,45000000.0,635500000.0,853900000.0,176600000.0,808900000.0,183700000.0,183700000.0,183700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.39,0.39,0.17,26000000.0,0.39,,45400000.0,588500000.0,33900000.0,16300000.0,79100000.0,79100000.0,,71100000.0,8000000.0,-33900000.0,78200000.0,-300000.0,,,96000000.0,44900000.0,-2200000.0,260400000.0,33900000.0,474700000.0,633100000.0,124500000.0,599200000.0,183400000.0,183400000.0,183400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q3TTM,2011-10-01,2012-09-30,,0.58,0.58,0.22,33800000.0,0.58,,67800000.0,779400000.0,45600000.0,23800000.0,118800000.0,118900000.0,,106800000.0,12000000.0,-45600000.0,104600000.0,900000.0,1900000.0,100000.0,126500000.0,69600000.0,-2200000.0,333200000.0,45600000.0,619700000.0,849900000.0,186600000.0,804300000.0,183400000.0,183400000.0,183400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q3,2012-07-01,2012-09-30,2013-10-24 16:31:15+00:00,0.14,0.14,0.06,9900000.0,0.14,,17000000.0,194100000.0,11100000.0,5400000.0,27700000.0,27700000.0,,25100000.0,2600000.0,-11100000.0,26500000.0,7600000.0,,,32300000.0,14900000.0,-300000.0,87000000.0,11100000.0,160800000.0,216600000.0,44700000.0,205500000.0,183400000.0,183400000.0,183400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.25,0.25,0.11,16100000.0,0.25,,28400000.0,394400000.0,22800000.0,10900000.0,51400000.0,51400000.0,,46000000.0,5400000.0,-22800000.0,51700000.0,-7900000.0,,,63700000.0,30000000.0,-1900000.0,173400000.0,22800000.0,313900000.0,416500000.0,79800000.0,393700000.0,184000000.0,184000000.0,184000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q2TTM,2011-07-01,2012-06-30,,0.59,0.59,0.21,32000000.0,0.59,,62700000.0,787500000.0,47500000.0,24600000.0,118400000.0,118500000.0,,109100000.0,9300000.0,-47500000.0,103400000.0,-30100000.0,3300000.0,100000.0,129700000.0,89400000.0,-1900000.0,333800000.0,47500000.0,621600000.0,846800000.0,181100000.0,799300000.0,184000000.0,184000000.0,184000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q2,2012-04-01,2012-06-30,2013-07-25 16:31:06+00:00,0.13,0.13,0.06,8000000.0,0.13,,11200000.0,192400000.0,11000000.0,6100000.0,24700000.0,24700000.0,,23400000.0,1300000.0,-11000000.0,26600000.0,-7000000.0,,,31400000.0,13600000.0,-1800000.0,81800000.0,11000000.0,152100000.0,199000000.0,35900000.0,188000000.0,184000000.0,184000000.0,184000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q1TTM,2011-04-01,2012-03-31,,0.69,0.69,0.2,32400000.0,0.69,,73800000.0,821100000.0,49600000.0,26700000.0,139200000.0,139300000.0,,127600000.0,11600000.0,-49600000.0,105200000.0,-24500000.0,3800000.0,100000.0,137900000.0,113800000.0,-100000.0,349600000.0,49600000.0,651700000.0,910400000.0,213000000.0,860800000.0,184000000.0,184000000.0,184000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 16:07:43+00:00,0.12,0.12,0.05,8100000.0,0.12,,17200000.0,202000000.0,11800000.0,4800000.0,26700000.0,26700000.0,,22600000.0,4100000.0,-11800000.0,25100000.0,-900000.0,,,32300000.0,16400000.0,-100000.0,91600000.0,11800000.0,161800000.0,217500000.0,43900000.0,205700000.0,184000000.0,184000000.0,184000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 17:22:52+00:00,0.62,0.62,0.21,28700000.0,0.62,,73300000.0,813000000.0,41100000.0,20200000.0,122200000.0,122200000.0,,114700000.0,7500000.0,-41100000.0,104400000.0,-7000000.0,4500000.0,,125700000.0,60900000.0,,355800000.0,41100000.0,634800000.0,866900000.0,195500000.0,825800000.0,184600000.0,184600000.0,184600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q4,2013-10-01,2013-12-31,,0.2,0.2,0.07,6800000.0,0.22,,20300000.0,208000000.0,9400000.0,5900000.0,40100000.0,40100000.0,,38300000.0,1800000.0,-9400000.0,26300000.0,100000.0,4500000.0,,31700000.0,18200000.0,1800000.0,88500000.0,9400000.0,161000000.0,226300000.0,60400000.0,216900000.0,184600000.0,184600000.0,184600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.42,0.42,0.14,21900000.0,0.4,,53000000.0,605000000.0,31700000.0,14300000.0,82100000.0,82100000.0,,76400000.0,5700000.0,-31700000.0,78100000.0,-7100000.0,,,94000000.0,42700000.0,-1800000.0,267300000.0,31700000.0,473800000.0,640600000.0,135100000.0,608900000.0,184700000.0,184700000.0,184700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.59,0.59,0.26,34400000.0,0.56,,72300000.0,798800000.0,42800000.0,21600000.0,114900000.0,114900000.0,,107600000.0,7300000.0,-42800000.0,105300000.0,-2900000.0,3200000.0,,124800000.0,65500000.0,400000.0,348100000.0,42800000.0,634600000.0,861400000.0,187200000.0,818600000.0,184700000.0,184700000.0,184700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3,2013-07-01,2013-09-30,2014-10-23 16:06:05+00:00,0.18,0.18,0.07,7100000.0,0.17,,21700000.0,204000000.0,9500000.0,4600000.0,35600000.0,35600000.0,,32600000.0,3000000.0,-9500000.0,27100000.0,7000000.0,,,30800000.0,13700000.0,-800000.0,89100000.0,9500000.0,157900000.0,224700000.0,57300000.0,215200000.0,184700000.0,184700000.0,184700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.24,0.24,0.07,14800000.0,0.23,,31300000.0,401000000.0,22200000.0,9700000.0,46500000.0,46500000.0,,43800000.0,2700000.0,-22200000.0,51000000.0,-14100000.0,,,63200000.0,29000000.0,-1000000.0,178200000.0,22200000.0,315900000.0,415900000.0,77800000.0,393700000.0,175600000.0,175600000.0,197500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.55,0.55,0.25,37200000.0,0.53,,67600000.0,788900000.0,44400000.0,22400000.0,107000000.0,107000000.0,,100100000.0,6900000.0,-44400000.0,104700000.0,-2300000.0,3200000.0,,126300000.0,66700000.0,900000.0,346000000.0,44400000.0,637500000.0,853300000.0,174600000.0,808900000.0,175600000.0,175600000.0,197500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2,2013-04-01,2013-06-30,2014-07-23 16:05:48+00:00,0.09,0.09,0.07,7300000.0,0.08,,11100000.0,202800000.0,11000000.0,4800000.0,16800000.0,16800000.0,,15800000.0,1000000.0,-11000000.0,25400000.0,-18700000.0,,,31800000.0,13000000.0,800000.0,88100000.0,11000000.0,158200000.0,197100000.0,27900000.0,186100000.0,175600000.0,175600000.0,197500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.59,0.59,0.24,37900000.0,0.58,,67700000.0,778500000.0,44400000.0,23700000.0,114900000.0,114900000.0,,107700000.0,7200000.0,-44400000.0,105900000.0,9400000.0,3200000.0,,125900000.0,67300000.0,-1700000.0,339700000.0,44400000.0,631400000.0,855200000.0,182600000.0,810800000.0,184800000.0,184800000.0,184800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 17:21:33+00:00,0.15,0.15,,7500000.0,0.15,,20200000.0,198200000.0,11200000.0,4900000.0,29700000.0,29700000.0,,28000000.0,1700000.0,-11200000.0,25600000.0,4600000.0,,,31400000.0,16000000.0,-1800000.0,90100000.0,11200000.0,157700000.0,218800000.0,49900000.0,207600000.0,184800000.0,184800000.0,184800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 16:21:35+00:00,0.82,0.82,0.31,25600000.0,0.81,,102300000.0,849100000.0,33100000.0,19500000.0,155400000.0,155400000.0,,154400000.0,1000000.0,-33100000.0,113300000.0,-1900000.0,3000000.0,,131000000.0,104100000.0,,374100000.0,33100000.0,663500000.0,951300000.0,257700000.0,918200000.0,182200000.0,182200000.0,182200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q4,2014-10-01,2014-12-31,,0.25,0.25,0.08,6600000.0,0.24,,26600000.0,217100000.0,7200000.0,5900000.0,46800000.0,46800000.0,,46700000.0,100000.0,-7200000.0,31800000.0,-3000000.0,4100000.0,,32500000.0,37700000.0,1000000.0,97500000.0,7200000.0,175300000.0,251800000.0,73400000.0,244600000.0,182200000.0,182200000.0,182200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.57,0.57,0.23,19000000.0,0.57,,75700000.0,632000000.0,25900000.0,13600000.0,108600000.0,108600000.0,,107700000.0,900000.0,-25900000.0,81500000.0,1100000.0,-1100000.0,,98500000.0,66400000.0,-1000000.0,276600000.0,25900000.0,488200000.0,699500000.0,184300000.0,673600000.0,181400000.0,181400000.0,181400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3TTM,2013-10-01,2014-09-30,,0.77,0.77,0.3,25800000.0,0.79,,96000000.0,840000000.0,35300000.0,19500000.0,148700000.0,148700000.0,,146000000.0,2700000.0,-35300000.0,107800000.0,1200000.0,3400000.0,,130200000.0,84600000.0,800000.0,365100000.0,35300000.0,649200000.0,925800000.0,244700000.0,890500000.0,181400000.0,181400000.0,181400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3,2014-07-01,2014-09-30,2015-10-22 17:20:11+00:00,0.22,0.22,0.08,6200000.0,0.22,,23600000.0,213300000.0,7600000.0,4100000.0,40600000.0,40600000.0,,40900000.0,-300000.0,-7600000.0,28100000.0,1300000.0,-1100000.0,,33200000.0,23700000.0,,93800000.0,7600000.0,165400000.0,238300000.0,64200000.0,230700000.0,181400000.0,181400000.0,181400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.35,0.35,0.15,12800000.0,0.35,,52100000.0,418700000.0,18300000.0,9500000.0,68000000.0,68000000.0,,66800000.0,1200000.0,-18300000.0,53400000.0,-200000.0,,,65300000.0,42700000.0,-1000000.0,182800000.0,18300000.0,322800000.0,461200000.0,120100000.0,442900000.0,183400000.0,183400000.0,183400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2TTM,2013-07-01,2014-06-30,,0.73,0.73,0.29,26700000.0,0.74,,94100000.0,830700000.0,37200000.0,20000000.0,143700000.0,143700000.0,,137700000.0,6000000.0,-37200000.0,106800000.0,6900000.0,4500000.0,,127800000.0,74600000.0,,360400000.0,37200000.0,641700000.0,912200000.0,237800000.0,875000000.0,183400000.0,183400000.0,183400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2,2014-04-01,2014-06-30,2015-07-23 16:31:04+00:00,0.19,0.19,0.08,6200000.0,0.19,,26200000.0,210500000.0,8900000.0,4500000.0,36900000.0,36900000.0,,36300000.0,600000.0,-8900000.0,27000000.0,900000.0,,,32500000.0,20700000.0,-400000.0,90300000.0,8900000.0,160100000.0,232100000.0,63100000.0,223200000.0,183400000.0,183400000.0,183400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.63,0.63,0.28,27800000.0,0.63,,79000000.0,823000000.0,39300000.0,20300000.0,123600000.0,123600000.0,,117200000.0,6400000.0,-39300000.0,105200000.0,-12700000.0,4500000.0,,127100000.0,66900000.0,1200000.0,358200000.0,39300000.0,639800000.0,877200000.0,202600000.0,837900000.0,184300000.0,184300000.0,184300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 16:17:30+00:00,0.16,0.16,0.07,6600000.0,0.16,,25900000.0,208200000.0,9400000.0,5000000.0,31100000.0,31100000.0,,30500000.0,600000.0,-9400000.0,26400000.0,-1100000.0,,,32800000.0,22000000.0,-600000.0,92500000.0,9400000.0,162700000.0,229100000.0,57000000.0,219700000.0,184300000.0,184300000.0,184300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,FY,2015-01-01,2015-12-31,2017-02-16 16:21:35+00:00,0.84,0.84,0.35,33000000.0,0.8,,94000000.0,913700000.0,27700000.0,22000000.0,159300000.0,159300000.0,,155800000.0,3500000.0,-27700000.0,128600000.0,-44500000.0,3200000.0,,141000000.0,162500000.0,,429300000.0,27700000.0,753900000.0,1031700000.0,253300000.0,1004000000.0,179700000.0,179700000.0,194800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q4,2015-10-01,2015-12-31,,0.25,0.25,0.09,9000000.0,0.24,,29300000.0,226400000.0,5200000.0,5900000.0,48300000.0,48300000.0,,46600000.0,1700000.0,-5200000.0,33500000.0,-2300000.0,4300000.0,,35300000.0,41400000.0,,103300000.0,5200000.0,187000000.0,265500000.0,77600000.0,260300000.0,179700000.0,179700000.0,194800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3,2015-07-01,2015-09-30,2016-10-25 16:27:04+00:00,0.11,0.11,0.09,9000000.0,0.1,,13200000.0,231000000.0,8000000.0,4900000.0,19900000.0,19900000.0,,19900000.0,,-8000000.0,36200000.0,-43500000.0,1200000.0,,36800000.0,42800000.0,,103500000.0,8000000.0,190400000.0,230300000.0,33100000.0,222300000.0,179900000.0,179900000.0,199000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3YTD,2015-01-01,2015-09-30,,0.59,0.59,0.26,24000000.0,0.56,,64700000.0,687300000.0,22500000.0,16100000.0,111000000.0,111000000.0,,109200000.0,1800000.0,-22500000.0,95100000.0,-42200000.0,-1100000.0,,105700000.0,121100000.0,,326000000.0,22500000.0,566900000.0,766200000.0,175700000.0,743700000.0,179900000.0,179900000.0,199000000.0
