company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-26 16:36:40+00:00,2200000.0,-71400000.0,-30400000.0,29600000.0,,-40700000.0,,,-51900000.0,-129700000.0,144900000.0,-51900000.0,-129700000.0,144900000.0,-36700000.0,100200000.0,100200000.0,53600000.0,-31500000.0,,-19600000.0,-178600000.0,-8000000.0,-800000.0,,56900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2010.0,Q2TTM,2009-07-01,2010-06-30,,1600000.0,-38600000.0,-54500000.0,38800000.0,,9500000.0,218100000.0,170000000.0,-108300000.0,-90800000.0,239900000.0,-108300000.0,-90800000.0,239900000.0,40800000.0,117100000.0,117100000.0,72900000.0,-32100000.0,,-23500000.0,-164900000.0,-8100000.0,-440800000.0,,82200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2010.0,Q2,2010-04-01,2010-06-30,,600000.0,-36400000.0,-19400000.0,9900000.0,,36800000.0,,,-18100000.0,-79600000.0,88200000.0,-18100000.0,-79600000.0,88200000.0,-9500000.0,31400000.0,31400000.0,9500000.0,-4400000.0,,-13500000.0,-95700000.0,-3400000.0,-200000.0,,19500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-28 17:01:26+00:00,900000.0,-51100000.0,-24900000.0,19800000.0,,-35800000.0,,,-49700000.0,-98900000.0,83400000.0,-49700000.0,-98900000.0,83400000.0,-65200000.0,64800000.0,64800000.0,33700000.0,-32200000.0,,-17000000.0,-142800000.0,-5800000.0,-500000.0,,49700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2010.0,Q1,2010-01-01,2010-03-31,2011-04-27 17:00:39+00:00,300000.0,-14700000.0,-5500000.0,9900000.0,,-72600000.0,,,-31600000.0,-19300000.0,-4800000.0,-31600000.0,-19300000.0,-4800000.0,-55700000.0,33400000.0,33400000.0,24200000.0,-27800000.0,,-3500000.0,-47100000.0,-2400000.0,-300000.0,,30200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q4,2011-10-01,2011-12-31,,1900000.0,-23500000.0,-14900000.0,7800000.0,,18600000.0,,,-10600000.0,-33100000.0,74300000.0,-10600000.0,-33100000.0,74300000.0,30600000.0,39700000.0,39700000.0,6300000.0,600000.0,,-9400000.0,-40800000.0,-2300000.0,-1800000.0,,10000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 17:21:22+00:00,6600000.0,-90000000.0,-41300000.0,33300000.0,,-38100000.0,,,-259500000.0,21700000.0,224600000.0,-259500000.0,21700000.0,224600000.0,-13200000.0,153400000.0,153400000.0,69400000.0,6100000.0,,-40100000.0,-199000000.0,-7300000.0,-225500000.0,,228000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q3TTM,2010-10-01,2011-09-30,,6300000.0,-75400000.0,-45800000.0,35000000.0,,-42400000.0,,,-247100000.0,36500000.0,252000000.0,-247100000.0,36500000.0,252000000.0,41400000.0,182100000.0,182100000.0,71000000.0,8500000.0,,-31000000.0,-198600000.0,-7200000.0,-224600000.0,,242300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q3,2011-07-01,2011-09-30,,1900000.0,-24900000.0,-5500000.0,8100000.0,,-14400000.0,,,-103900000.0,116000000.0,47800000.0,-103900000.0,116000000.0,47800000.0,59900000.0,27300000.0,27300000.0,24900000.0,300000.0,,-11800000.0,-10800000.0,-2500000.0,-92400000.0,,129300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-10-25 16:35:53+00:00,4700000.0,-66500000.0,-26400000.0,25500000.0,,-56700000.0,,,-248900000.0,54800000.0,150300000.0,-248900000.0,54800000.0,150300000.0,-43800000.0,113700000.0,113700000.0,63100000.0,5500000.0,,-30700000.0,-158200000.0,-5000000.0,-223700000.0,,218000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q2TTM,2010-07-01,2011-06-30,,5700000.0,-70800000.0,-45800000.0,36700000.0,,-32900000.0,,,-145400000.0,-110300000.0,265700000.0,-145400000.0,-110300000.0,265700000.0,10000000.0,190200000.0,190200000.0,66000000.0,8900000.0,,-21800000.0,-223600000.0,-6900000.0,-132500000.0,,120200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q2,2011-04-01,2011-06-30,,1500000.0,-41800000.0,-14800000.0,8400000.0,,32200000.0,,,-15600000.0,-86800000.0,93300000.0,-15600000.0,-86800000.0,93300000.0,-9100000.0,45500000.0,45500000.0,5700000.0,600000.0,,-15900000.0,-108000000.0,-1700000.0,-300000.0,,22900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-26 17:11:25+00:00,2800000.0,-41600000.0,-20900000.0,17400000.0,,-42300000.0,,,-145000000.0,-61200000.0,102500000.0,-145000000.0,-61200000.0,102500000.0,-103700000.0,86400000.0,86400000.0,38200000.0,5200000.0,,-18900000.0,-147400000.0,-2500000.0,-131300000.0,,88700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q1TTM,2010-04-01,2011-03-31,,4800000.0,-65400000.0,-50400000.0,38200000.0,,-28300000.0,,,-147900000.0,-103100000.0,260600000.0,-147900000.0,-103100000.0,260600000.0,9600000.0,176100000.0,176100000.0,69800000.0,3900000.0,,-19400000.0,-211300000.0,-8600000.0,-132400000.0,,116800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2011.0,Q1,2011-01-01,2011-03-31,2012-04-26 17:01:11+00:00,1300000.0,200000.0,-6100000.0,9000000.0,,-74500000.0,,,-129400000.0,25600000.0,9200000.0,-129400000.0,25600000.0,9200000.0,-94600000.0,40900000.0,40900000.0,32500000.0,4600000.0,,-3000000.0,-39400000.0,-800000.0,-131000000.0,,65800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q4,2012-10-01,2012-12-31,,1700000.0,-10400000.0,-13100000.0,12500000.0,,22000000.0,,,-26200000.0,-6900000.0,67400000.0,-26200000.0,-6900000.0,67400000.0,34300000.0,32800000.0,32800000.0,-1600000.0,-900000.0,,-22500000.0,-34600000.0,-2800000.0,-200000.0,-2600000.0,30500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 17:23:58+00:00,6200000.0,-37700000.0,-33000000.0,38500000.0,,18700000.0,,,-143700000.0,-38200000.0,208900000.0,-143700000.0,-38200000.0,208900000.0,27000000.0,111900000.0,111900000.0,33600000.0,4100000.0,,-63500000.0,-131000000.0,-7200000.0,-66800000.0,-17500000.0,100000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q3TTM,2011-10-01,2012-09-30,,6400000.0,-50800000.0,-34800000.0,33800000.0,,15300000.0,,,-128100000.0,-64400000.0,215800000.0,-128100000.0,-64400000.0,215800000.0,23300000.0,118800000.0,118800000.0,41500000.0,5600000.0,,-50400000.0,-137200000.0,-6700000.0,-68400000.0,-14900000.0,79500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q3,2012-07-01,2012-09-30,,1600000.0,-7900000.0,-2700000.0,9900000.0,,35600000.0,,,-12800000.0,-13900000.0,75300000.0,-12800000.0,-13900000.0,75300000.0,48600000.0,27700000.0,27700000.0,500000.0,6400000.0,,-12700000.0,-23900000.0,-1600000.0,-300000.0,-6200000.0,11600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-24 16:31:15+00:00,4500000.0,-27300000.0,-19900000.0,26000000.0,,-3300000.0,,,-117500000.0,-31300000.0,141500000.0,-117500000.0,-31300000.0,141500000.0,-7300000.0,79100000.0,79100000.0,35200000.0,5000000.0,,-41000000.0,-96400000.0,-4400000.0,-66600000.0,-14900000.0,69500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q2TTM,2011-07-01,2012-06-30,,6700000.0,-67800000.0,-37600000.0,32000000.0,,-34700000.0,,,-219200000.0,65500000.0,188300000.0,-219200000.0,65500000.0,188300000.0,34600000.0,118400000.0,118400000.0,65900000.0,-500000.0,,-49500000.0,-124100000.0,-7600000.0,-160500000.0,-8700000.0,197200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q2,2012-04-01,2012-06-30,,1400000.0,-17600000.0,-13300000.0,8000000.0,,28500000.0,,,-26000000.0,6900000.0,71100000.0,-26000000.0,6900000.0,71100000.0,52000000.0,24700000.0,24700000.0,8500000.0,-3500000.0,,-16000000.0,-10500000.0,-1000000.0,-200000.0,-6300000.0,18400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-25 16:31:06+00:00,2900000.0,-19400000.0,-17200000.0,16100000.0,,-38900000.0,,,-104700000.0,-17400000.0,66200000.0,-104700000.0,-17400000.0,66200000.0,-55900000.0,51400000.0,51400000.0,34700000.0,-1400000.0,,-28300000.0,-72500000.0,-2800000.0,-66300000.0,-8700000.0,57900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q1TTM,2011-04-01,2012-03-31,,6800000.0,-92000000.0,-39100000.0,32400000.0,,-31000000.0,,,-208800000.0,-28200000.0,210500000.0,-208800000.0,-28200000.0,210500000.0,-26500000.0,139200000.0,139200000.0,63100000.0,3600000.0,,-49400000.0,-221600000.0,-8300000.0,-160600000.0,-2400000.0,201700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 16:07:43+00:00,1500000.0,-1800000.0,-3900000.0,8100000.0,,-67400000.0,,,-78700000.0,-24300000.0,-4900000.0,-78700000.0,-24300000.0,-4900000.0,-107900000.0,26700000.0,26700000.0,26200000.0,2100000.0,,-12300000.0,-62000000.0,-1800000.0,-66100000.0,-2400000.0,39500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 17:22:52+00:00,10900000.0,51500000.0,31000000.0,28700000.0,-1600000.0,33200000.0,10500000.0,,-29700000.0,-235300000.0,224100000.0,-29700000.0,-235300000.0,224100000.0,-42500000.0,122200000.0,122200000.0,29100000.0,53700000.0,,-45700000.0,-385300000.0,-7600000.0,-14800000.0,-33400000.0,157600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q4,2013-10-01,2013-12-31,,6300000.0,97700000.0,49400000.0,6800000.0,,47900000.0,,,68900000.0,-174700000.0,92100000.0,68900000.0,-174700000.0,92100000.0,-13700000.0,40100000.0,40100000.0,-9000000.0,95200000.0,,-13300000.0,-217500000.0,-2600000.0,-1800000.0,-11200000.0,45400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3TTM,2012-10-01,2013-09-30,,6300000.0,-56600000.0,-31500000.0,34400000.0,-1600000.0,7300000.0,10500000.0,,-124800000.0,-67500000.0,199400000.0,-124800000.0,-67500000.0,199400000.0,5500000.0,114900000.0,114900000.0,36500000.0,-42400000.0,,-54900000.0,-202400000.0,-7800000.0,-13200000.0,-24800000.0,142700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3,2013-07-01,2013-09-30,,1100000.0,-12400000.0,-1100000.0,7100000.0,-100000.0,35100000.0,,,-64800000.0,-4500000.0,78300000.0,-64800000.0,-4500000.0,78300000.0,8900000.0,35600000.0,35600000.0,-600000.0,-32500000.0,,-13500000.0,-21400000.0,-1400000.0,-9200000.0,-9600000.0,18300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-23 16:06:05+00:00,4600000.0,-46200000.0,-18400000.0,21900000.0,-1600000.0,-14700000.0,10500000.0,,-98600000.0,-60600000.0,132000000.0,-98600000.0,-60600000.0,132000000.0,-28800000.0,82100000.0,82100000.0,38100000.0,-41500000.0,,-32400000.0,-167800000.0,-5000000.0,-13000000.0,-22200000.0,112200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2TTM,2012-07-01,2013-06-30,,6800000.0,-52100000.0,-33100000.0,37200000.0,-1500000.0,7800000.0,10500000.0,,-72800000.0,-76900000.0,196400000.0,-72800000.0,-76900000.0,196400000.0,45200000.0,107000000.0,107000000.0,37600000.0,-3500000.0,,-54100000.0,-204900000.0,-8000000.0,-4300000.0,-21400000.0,136000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2,2013-04-01,2013-06-30,,1700000.0,-33000000.0,-14500000.0,7300000.0,-1500000.0,20300000.0,10500000.0,,-30200000.0,-5900000.0,67000000.0,-30200000.0,-5900000.0,67000000.0,29400000.0,16800000.0,16800000.0,20900000.0,-12700000.0,,-15400000.0,-29300000.0,-2300000.0,-3600000.0,-9000000.0,25700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-23 16:05:48+00:00,3500000.0,-33800000.0,-17300000.0,14800000.0,-1500000.0,-49800000.0,10500000.0,,-33800000.0,-56100000.0,53700000.0,-33800000.0,-56100000.0,53700000.0,-37700000.0,46500000.0,46500000.0,38700000.0,-9000000.0,,-18900000.0,-146400000.0,-3600000.0,-3800000.0,-12600000.0,93900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q1TTM,2012-04-01,2013-03-31,,6500000.0,-36700000.0,-31900000.0,37900000.0,,16000000.0,,,-68600000.0,-64100000.0,200500000.0,-68600000.0,-64100000.0,200500000.0,67800000.0,114900000.0,114900000.0,25200000.0,5700000.0,,-54700000.0,-186100000.0,-6700000.0,-900000.0,-18700000.0,128700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q1,2013-01-01,2013-03-31,2014-04-24 17:21:33+00:00,1800000.0,-800000.0,-2800000.0,7500000.0,,-70100000.0,,,-3600000.0,-50200000.0,-13300000.0,-3600000.0,-50200000.0,-13300000.0,-67100000.0,29700000.0,29700000.0,17800000.0,3700000.0,,-3500000.0,-117100000.0,-1300000.0,-200000.0,-3600000.0,68200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 16:21:35+00:00,8100000.0,89700000.0,27200000.0,25600000.0,-500000.0,-5800000.0,,,-177400000.0,67500000.0,218400000.0,-177400000.0,67500000.0,218400000.0,108000000.0,155400000.0,155400000.0,35100000.0,69900000.0,,-60000000.0,-257900000.0,-11400000.0,-100100000.0,-87200000.0,336800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q4,2014-10-01,2014-12-31,,1100000.0,15600000.0,11600000.0,6600000.0,-400000.0,34300000.0,,,26700000.0,-97100000.0,88400000.0,26700000.0,-97100000.0,88400000.0,17600000.0,46800000.0,46800000.0,-400000.0,66700000.0,,-14800000.0,-98500000.0,-3900000.0,-200000.0,-25000000.0,5300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3TTM,2013-10-01,2014-09-30,,13300000.0,171800000.0,65000000.0,25800000.0,-100000.0,7800000.0,,,-135200000.0,-10100000.0,222100000.0,-135200000.0,-10100000.0,222100000.0,76700000.0,148700000.0,148700000.0,26500000.0,98400000.0,,-58500000.0,-376900000.0,-10100000.0,-101700000.0,-73400000.0,376900000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3,2014-07-01,2014-09-30,,1200000.0,129700000.0,29800000.0,6200000.0,,54400000.0,,,-100900000.0,-2500000.0,100100000.0,-100900000.0,-2500000.0,100100000.0,-3300000.0,40600000.0,40600000.0,-2300000.0,300000.0,,-15300000.0,-109600000.0,-2400000.0,-60400000.0,-25500000.0,109500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-22 17:20:11+00:00,7000000.0,74100000.0,15600000.0,19000000.0,-100000.0,-40100000.0,,,-204100000.0,164600000.0,130000000.0,-204100000.0,164600000.0,130000000.0,90400000.0,108600000.0,108600000.0,35500000.0,3200000.0,,-45200000.0,-159400000.0,-7500000.0,-99900000.0,-62200000.0,331500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2TTM,2013-07-01,2014-06-30,,13200000.0,29700000.0,34100000.0,26700000.0,-200000.0,-11500000.0,,,-99100000.0,-12100000.0,200300000.0,-99100000.0,-12100000.0,200300000.0,88900000.0,143700000.0,143700000.0,28200000.0,65600000.0,,-56700000.0,-288700000.0,-9100000.0,-50500000.0,-57500000.0,285700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2,2014-04-01,2014-06-30,,4200000.0,-33700000.0,-12700000.0,6200000.0,-100000.0,15600000.0,,,-79100000.0,71500000.0,65900000.0,-79100000.0,71500000.0,65900000.0,58200000.0,36900000.0,36900000.0,3000000.0,1800000.0,,-16200000.0,-26700000.0,-3500000.0,-39300000.0,-25400000.0,101700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-23 16:31:04+00:00,5800000.0,-55600000.0,-14200000.0,12800000.0,-100000.0,-94500000.0,,,-103200000.0,167100000.0,29900000.0,-103200000.0,167100000.0,29900000.0,93700000.0,68000000.0,68000000.0,37800000.0,2900000.0,,-29900000.0,-49800000.0,-5100000.0,-39500000.0,-36700000.0,222000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q1TTM,2013-04-01,2014-03-31,,10700000.0,30400000.0,32300000.0,27800000.0,-1600000.0,-6800000.0,10500000.0,,-50200000.0,-89500000.0,201400000.0,-50200000.0,-89500000.0,201400000.0,60100000.0,123600000.0,123600000.0,46100000.0,51100000.0,,-55900000.0,-291300000.0,-7900000.0,-14800000.0,-41100000.0,209700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 16:17:30+00:00,1600000.0,-21900000.0,-1500000.0,6600000.0,,-110100000.0,,,-24100000.0,95600000.0,-36000000.0,-24100000.0,95600000.0,-36000000.0,35500000.0,31100000.0,31100000.0,34800000.0,1100000.0,,-13700000.0,-23100000.0,-1600000.0,-200000.0,-11300000.0,120300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,FY,2015-01-01,2015-12-31,2017-02-16 16:21:35+00:00,4300000.0,90400000.0,17200000.0,33000000.0,-4600000.0,-36600000.0,,297100000.0,-207200000.0,-150700000.0,274400000.0,-207200000.0,-150700000.0,274400000.0,-88100000.0,159300000.0,159300000.0,114400000.0,43300000.0,,-71900000.0,-204600000.0,-13700000.0,-383900000.0,-91800000.0,67600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q4,2015-10-01,2015-12-31,,1100000.0,12900000.0,,9000000.0,100000.0,59100000.0,,,-58300000.0,6200000.0,124000000.0,-58300000.0,6200000.0,124000000.0,72000000.0,48300000.0,48300000.0,6500000.0,-5200000.0,,-21600000.0,-13000000.0,-6000000.0,-400000.0,-31100000.0,25200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-25 16:27:04+00:00,3200000.0,77500000.0,17200000.0,24000000.0,-4700000.0,-95700000.0,,297100000.0,-148900000.0,-156900000.0,150400000.0,-148900000.0,-156900000.0,150400000.0,-160100000.0,111000000.0,111000000.0,107900000.0,48500000.0,,-50300000.0,-191600000.0,-7700000.0,-383500000.0,-60700000.0,42400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3TTM,2014-10-01,2015-09-30,,4300000.0,93100000.0,28800000.0,30600000.0,-5100000.0,-61400000.0,,297100000.0,-122200000.0,-254000000.0,238800000.0,-122200000.0,-254000000.0,238800000.0,-142500000.0,157800000.0,157800000.0,107500000.0,115200000.0,,-65100000.0,-290100000.0,-11600000.0,-383700000.0,-85700000.0,47700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3,2015-07-01,2015-09-30,,1100000.0,10000000.0,5200000.0,9000000.0,-900000.0,38000000.0,,297100000.0,-120600000.0,-7300000.0,122000000.0,-120600000.0,-7300000.0,122000000.0,-6800000.0,19900000.0,19900000.0,54000000.0,8400000.0,,-17000000.0,-16200000.0,-3100000.0,-383100000.0,-26000000.0,12000000.0
