company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q3,,2013-09-30,2013-10-24 16:31:15+00:00,,-1200000.0,358200000.0,0.0,1900000.0,,488200000.0,1233100000.0,447100000.0,29800000.0,38100000.0,150200000.0,489900000.0,80000000.0,7100000.0,1475100000.0,155900000.0,2693900000.0,1475800000.0,1475800000.0,1513900000.0,1172900000.0,2693900000.0,0.0,434400000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q2,,2013-06-30,2013-07-25 16:31:06+00:00,,-1200000.0,349300000.0,0.0,1900000.0,,488200000.0,1236200000.0,510500000.0,31000000.0,29800000.0,160800000.0,488400000.0,64400000.0,40300000.0,1458500000.0,83500000.0,2676100000.0,1459200000.0,1459200000.0,1489000000.0,1146800000.0,2676100000.0,0.0,410600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2013.0,Q1,,2013-03-31,2013-04-25 16:07:43+00:00,,-500000.0,319900000.0,0.0,1900000.0,,488200000.0,1239200000.0,547600000.0,31600000.0,16500000.0,145700000.0,485800000.0,36300000.0,41500000.0,1449100000.0,46200000.0,2624400000.0,1450500000.0,1450500000.0,1467000000.0,1115900000.0,2624400000.0,0.0,399800000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,FY,,2014-12-31,2016-02-24 17:22:52+00:00,,-1400000.0,452500000.0,0.0,1900000.0,,509700000.0,1257400000.0,450500000.0,31100000.0,47300000.0,198500000.0,519600000.0,142800000.0,5400000.0,1540300000.0,86800000.0,2793200000.0,1540800000.0,1540800000.0,1588100000.0,1199700000.0,2793200000.0,0.0,344000000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q3,,2014-09-30,2014-10-23 16:06:05+00:00,,-1100000.0,434900000.0,0.0,1900000.0,,488200000.0,1222700000.0,449800000.0,29800000.0,43800000.0,175200000.0,493900000.0,113600000.0,4800000.0,1523300000.0,62000000.0,2692000000.0,1524100000.0,1524100000.0,1567900000.0,1119300000.0,2692000000.0,0.0,341200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q2,,2014-06-30,2014-07-23 16:05:48+00:00,,700000.0,438200000.0,0.0,1900000.0,,488200000.0,1225000000.0,449100000.0,30000000.0,19400000.0,178100000.0,492000000.0,83600000.0,4600000.0,1515600000.0,110900000.0,2677800000.0,1518200000.0,1518200000.0,1537600000.0,1135600000.0,2677800000.0,0.0,318300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2014.0,Q1,,2014-03-31,2014-04-24 17:21:33+00:00,,-100000.0,380000000.0,0.0,1900000.0,,488200000.0,1227300000.0,448400000.0,28900000.0,16200000.0,158500000.0,483500000.0,56400000.0,4800000.0,1511300000.0,149100000.0,2671500000.0,1513100000.0,1513100000.0,1529300000.0,1137400000.0,2671500000.0,0.0,388600000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,FY,,2015-12-31,2017-02-16 16:21:35+00:00,,-8900000.0,364400000.0,0.0,1800000.0,,602800000.0,1352500000.0,294800000.0,38700000.0,89400000.0,182200000.0,545100000.0,226400000.0,21800000.0,1589800000.0,107500000.0,2867700000.0,1582700000.0,1582700000.0,1672100000.0,1173800000.0,2867700000.0,0.0,327100000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q3,,2015-09-30,2015-10-22 17:20:11+00:00,,-11500000.0,292400000.0,0.0,1900000.0,,592400000.0,1354600000.0,297100000.0,35500000.0,85000000.0,225500000.0,579000000.0,114100000.0,36300000.0,1578200000.0,177600000.0,2857700000.0,1568600000.0,1568600000.0,1653600000.0,1167800000.0,2857700000.0,0.0,357300000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q2,,2015-06-30,2015-07-23 16:31:04+00:00,,-2100000.0,299200000.0,0.0,1900000.0,,509700000.0,1252300000.0,344500000.0,34400000.0,5700000.0,311300000.0,535600000.0,84900000.0,28600000.0,1591300000.0,171600000.0,2762000000.0,1591100000.0,1591100000.0,1596800000.0,1136600000.0,2762000000.0,0.0,355100000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2015.0,Q1,,2015-03-31,2015-05-01 16:17:30+00:00,,-1100000.0,355100000.0,0.0,1900000.0,,509700000.0,1254700000.0,344500000.0,29400000.0,7200000.0,197500000.0,527700000.0,48100000.0,23100000.0,1563400000.0,166300000.0,2681100000.0,1564200000.0,1564200000.0,1571400000.0,1086600000.0,2681100000.0,0.0,334700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q3,,2016-09-30,2016-10-25 16:27:04+00:00,70300000.0,-2800000.0,369100000.0,0.0,1800000.0,400000.0,607500000.0,1348300000.0,295200000.0,35300000.0,92200000.0,183500000.0,573200000.0,105900000.0,40200000.0,1615700000.0,117000000.0,2908700000.0,1614700000.0,1614700000.0,1706900000.0,1161600000.0,2908700000.0,0.0,362700000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q2,,2016-06-30,2016-07-26 16:11:28+00:00,65200000.0,-5900000.0,337100000.0,0.0,1800000.0,126500000.0,604900000.0,1348600000.0,295000000.0,37000000.0,93200000.0,67000000.0,572800000.0,73800000.0,30300000.0,1597800000.0,115800000.0,2839800000.0,1593700000.0,1593700000.0,1686900000.0,1122600000.0,2839800000.0,0.0,316500000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2016.0,Q1,,2016-03-31,2016-04-26 17:15:12+00:00,56700000.0,-3400000.0,307200000.0,0.0,1800000.0,136200000.0,607600000.0,1354700000.0,403300000.0,37900000.0,94800000.0,56000000.0,573200000.0,45400000.0,29000000.0,1594100000.0,6900000.0,2801100000.0,1592500000.0,1592500000.0,1687300000.0,1084800000.0,2801100000.0,0.0,301200000.0
Janus Capital Group Inc,JNS,8T2ZO87FU1KVPZIG9I59,1065865,2017.0,Q1,,2017-03-31,2017-04-20 16:51:03+00:00,,-2000000.0,360700000.0,0.0,1800000.0,1100000.0,607300000.0,1341800000.0,295500000.0,32800000.0,6800000.0,195000000.0,582500000.0,146300000.0,38700000.0,1652300000.0,111900000.0,2833800000.0,1652100000.0,1652100000.0,1658900000.0,1136200000.0,2833800000.0,0.0,295100000.0
