company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestincome,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,premiumsearned,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 16:17:21+00:00,,0.21,0.21,0.615,,25080000.0,0.21,,,,13891000.0,9849000.0,9849000.0,,6196000.0,437000.0,-14486000.0,10119000.0,,371000.0,-276000.0,595000.0,90308000.0,26162000.0,7156000.0,-471000.0,3216000.0,,-24000.0,12358000.0,14486000.0,,73224000.0,97464000.0,10125000.0,82978000.0,29500000.0,29500000.0,29500000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 17:19:36+00:00,,0.6,0.6,0.66,,29718000.0,0.6,,,,14110000.0,25068000.0,15209000.0,9859000.0,23890000.0,1178000.0,-14881000.0,12009000.0,20000.0,-4000.0,-31000.0,771000.0,106342000.0,31284000.0,9944000.0,-142000.0,,,-634000.0,13946000.0,14881000.0,,86181000.0,116306000.0,15240000.0,101425000.0,39800000.0,39800000.0,39800000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 21:27:24+00:00,,0.0,4.29,,,373958000.0,4.27,,,1786000.0,157956000.0,226823000.0,75384000.0,151439000.0,222825000.0,3998000.0,-157956000.0,113418000.0,-176000.0,-286000.0,932000.0,,1161926000.0,334554000.0,109054000.0,0.0,,,77796000.0,136598000.0,157956000.0,,1036324000.0,1270804000.0,76494000.0,1112848000.0,,51900000.0,52200000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2013.0,Q2,2013-04-01,2013-06-30,2014-08-01 15:28:10+00:00,,1.38,2.49,1.39,,64444000.0,2.48,,,446000.0,30378000.0,110528000.0,32428000.0,78100000.0,108589000.0,1939000.0,-31984000.0,23864000.0,94000.0,878000.0,46000.0,1606000.0,242256000.0,70160000.0,21346000.0,,,,12452000.0,28842000.0,31984000.0,,199762000.0,263696000.0,32780000.0,231712000.0,78700000.0,43600000.0,43800000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2014.0,Q3,2014-07-01,2014-09-30,2014-10-31 16:15:33+00:00,0.0,0.0,0.89,1.46,67207000.0,70222000.0,0.89,,,442000.0,28251000.0,141438000.0,140662000.0,776000.0,137695000.0,3743000.0,36956000.0,40268000.0,-2048000.0,-252000.0,-222047000.0,2000000.0,451578000.0,222895000.0,45984000.0,30918000.0,,248781000.0,835000.0,52710000.0,30251000.0,67207000.0,417848000.0,744295000.0,363151000.0,781251000.0,,154700000.0,154700000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 19:05:43+00:00,589040000.0,,,6.26,,,,,,3346000.0,244688000.0,-871181000.0,-871181000.0,,-889639000.0,18458000.0,-244688000.0,61980000.0,344000.0,-12548000.0,,,,-350745000.0,,259236000.0,0.0,,0.0,51432000.0,244688000.0,,610943000.0,344000.0,-867835000.0,-244344000.0,,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2016.0,FY,2016-01-01,2016-12-31,2019-02-21 17:25:24+00:00,645916000.0,,,3.28,,,,,,3398000.0,259894000.0,-1442824000.0,-1442824000.0,,-1455618000.0,12180000.0,-259894000.0,,4342000.0,-3678000.0,,,,68186000.0,,285568000.0,614000.0,,122446000.0,58080000.0,259894000.0,,1180196000.0,4342000.0,-1439426000.0,-255552000.0,,,
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2016.0,Q3,2016-07-01,2016-09-30,2017-10-26 15:17:45+00:00,,,1.12,1.64,88906000.0,76959000.0,1.12,,,454000.0,32168000.0,422077000.0,422077000.0,,417450000.0,4627000.0,56738000.0,42612000.0,0.0,-150000.0,128000.0,,508322000.0,246686000.0,45474000.0,34282000.0,0.0,276898000.0,9868000.0,54472000.0,32168000.0,88906000.0,464879000.0,830694000.0,422403000.0,887432000.0,,372700000.0,372700000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2016.0,Q2,2016-04-01,2016-06-30,2016-07-29 16:53:58+00:00,0.0,0.0,0.6,1.64,47731000.0,75742000.0,0.6,,,457000.0,32039000.0,392704000.0,392704000.0,,390218000.0,2486000.0,15692000.0,43326000.0,442000.0,3520000.0,124000.0,,498652000.0,236970000.0,45820000.0,34729000.0,,272236000.0,842000.0,51716000.0,32039000.0,47731000.0,443325000.0,817150000.0,393037000.0,832842000.0,,650400000.0,650400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,FY,2017-01-01,2017-12-31,2020-02-20 16:49:53+00:00,987416000.0,2.86,5.72,3.48,,728380000.0,5.72,,,5238000.0,309502000.0,-2297566000.0,-2297566000.0,,-2317099000.0,12157000.0,-309502000.0,,42000.0,28706000.0,,,,-249672000.0,,425082000.0,7376000.0,,39980000.0,80388000.0,309502000.0,,2011574000.0,42000.0,-2292328000.0,-309460000.0,-810200000.0,-405100000.0,-405100000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q4,2017-10-01,2017-12-31,,987416000.0,2.86,3.94,-5.22,-211508000.0,354095000.0,3.94,,,3328000.0,194497000.0,-2456574000.0,-2456574000.0,,-2465741000.0,4557000.0,-406005000.0,-21962000.0,-1021000.0,28706000.0,,,,-761091000.0,,264349000.0,4610000.0,-1146249000.0,25482000.0,80388000.0,194497000.0,-211508000.0,928677000.0,-1147270000.0,-2453246000.0,-1553275000.0,-810200000.0,-405100000.0,-405100000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q3,2017-07-01,2017-09-30,2018-11-01 16:41:48+00:00,,,1.0,1.74,118623000.0,117928000.0,1.0,,,641000.0,39940000.0,173042000.0,173042000.0,,167871000.0,4249000.0,78683000.0,,329000.0,,,,,115224000.0,,52597000.0,922000.0,384550000.0,4130000.0,,39940000.0,118623000.0,289879000.0,384879000.0,173683000.0,463562000.0,,167900000.0,167900000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q3YTD,2017-01-01,2017-09-30,,,,1.78,5.22,211508000.0,374285000.0,1.78,,,1910000.0,115005000.0,159008000.0,159008000.0,,148642000.0,7600000.0,96503000.0,21962000.0,1063000.0,,,,,511419000.0,,160733000.0,2766000.0,1146249000.0,14498000.0,,115005000.0,211508000.0,1082897000.0,1147312000.0,160918000.0,1243815000.0,,167900000.0,167900000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q2,2017-04-01,2017-06-30,2018-08-02 15:21:06+00:00,,,0.42,1.74,49826000.0,126360000.0,0.42,,,618000.0,38481000.0,97080000.0,97080000.0,,94318000.0,1840000.0,11345000.0,,377000.0,,,,,112085000.0,,54163000.0,922000.0,382791000.0,4207000.0,,38481000.0,49826000.0,296815000.0,383168000.0,97698000.0,394513000.0,,224600000.0,224600000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q2YTD,2017-01-01,2017-06-30,,,,0.78,3.48,92885000.0,256357000.0,0.78,,,1269000.0,75065000.0,-14034000.0,-14034000.0,,-19229000.0,3351000.0,17820000.0,21962000.0,734000.0,,,,,396195000.0,,108136000.0,1844000.0,761699000.0,10368000.0,,75065000.0,92885000.0,793018000.0,762433000.0,-12765000.0,780253000.0,,224600000.0,224600000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2017.0,Q1,2017-01-01,2017-03-31,2018-05-03 15:44:45+00:00,,,0.36,1.74,43059000.0,129997000.0,0.36,,,651000.0,36584000.0,-111114000.0,-111114000.0,,-113547000.0,1511000.0,6475000.0,21962000.0,357000.0,,,,,284110000.0,,53973000.0,922000.0,378908000.0,6161000.0,,36584000.0,43059000.0,496203000.0,379265000.0,-110463000.0,385740000.0,,-315400000.0,-315400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q3,2018-07-01,2018-09-30,2019-10-31 16:02:50+00:00,124549000.0,0.46,0.46,,,,0.46,54302000.0,,616000.0,44650000.0,-170283000.0,-224585000.0,,-174040000.0,1913000.0,-44650000.0,,936000.0,374000.0,402000.0,,397108000.0,388295000.0,,57037000.0,1844000.0,,1878000.0,6380000.0,44650000.0,,578139000.0,398044000.0,-224371000.0,353394000.0,-378300000.0,-378300000.0,-378300000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q3YTD,2018-01-01,2018-09-30,,247474000.0,1.4,1.4,,50322000.0,120744000.0,1.4,115927000.0,,1826000.0,129140000.0,-214849000.0,-330776000.0,,-225347000.0,5888000.0,-78818000.0,,4347000.0,8406000.0,758000.0,,787181000.0,876486000.0,,168043000.0,4610000.0,386017000.0,8503000.0,15591000.0,129140000.0,50322000.0,1436841000.0,1177545000.0,-329708000.0,1098727000.0,-378300000.0,-378300000.0,-378300000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q3TTM,2017-10-01,2018-09-30,,1234890000.0,4.26,5.34,-5.22,-161186000.0,474839000.0,5.34,115927000.0,,5154000.0,323637000.0,-2671423000.0,-2787350000.0,,-2691088000.0,10445000.0,-484823000.0,-21962000.0,3326000.0,37112000.0,758000.0,,787181000.0,115395000.0,,432392000.0,9220000.0,-760232000.0,33985000.0,95979000.0,323637000.0,-161186000.0,2365518000.0,30275000.0,-2782954000.0,-454548000.0,-378300000.0,-378300000.0,-378300000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q2,2018-04-01,2018-06-30,2019-08-01 16:09:13+00:00,122925000.0,0.52,0.52,,,,0.52,61625000.0,,570000.0,43585000.0,-148049000.0,-209674000.0,,-152067000.0,2174000.0,-43585000.0,,2763000.0,8032000.0,356000.0,,390073000.0,376031000.0,,55750000.0,1844000.0,,2826000.0,9211000.0,43585000.0,,566743000.0,392836000.0,-209460000.0,349251000.0,-292400000.0,-292400000.0,-292400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q2YTD,2018-01-01,2018-06-30,,122925000.0,0.94,0.94,,50322000.0,120744000.0,0.94,61625000.0,,1210000.0,84490000.0,-44566000.0,-106191000.0,,-51307000.0,3975000.0,-34168000.0,,3411000.0,8032000.0,356000.0,,390073000.0,488191000.0,,111006000.0,2766000.0,386017000.0,6625000.0,9211000.0,84490000.0,50322000.0,858702000.0,779501000.0,-105337000.0,745333000.0,-292400000.0,-292400000.0,-292400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q2TTM,2017-07-01,2018-06-30,,1110341000.0,3.8,5.88,-3.48,-42563000.0,592767000.0,5.88,61625000.0,,5179000.0,318927000.0,-2328098000.0,-2389723000.0,,-2349177000.0,12781000.0,-361490000.0,-21962000.0,2719000.0,36738000.0,356000.0,,390073000.0,-157676000.0,,427952000.0,8298000.0,-375682000.0,36237000.0,89599000.0,318927000.0,-42563000.0,2077258000.0,17110000.0,-2384900000.0,-344380000.0,-292400000.0,-292400000.0,-292400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 17:55:52+00:00,,0.42,0.42,0.9225,50322000.0,120744000.0,0.42,,,640000.0,40905000.0,103483000.0,103483000.0,,100760000.0,1801000.0,9417000.0,,648000.0,,,,,112160000.0,,55256000.0,922000.0,386017000.0,3799000.0,,40905000.0,50322000.0,291959000.0,386665000.0,104123000.0,396082000.0,239900000.0,239900000.0,239900000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2018.0,Q1TTM,2017-04-01,2018-03-31,,987416000.0,3.28,5.78,-1.74,7263000.0,719127000.0,5.78,,,5227000.0,313823000.0,-2082969000.0,-2082969000.0,,-2102792000.0,12447000.0,-306560000.0,-21962000.0,333000.0,28706000.0,,,,-421622000.0,,426365000.0,7376000.0,7109000.0,37618000.0,80388000.0,313823000.0,7263000.0,1807330000.0,7442000.0,-2077742000.0,-299118000.0,239900000.0,239900000.0,239900000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q4,2019-10-01,2019-12-31,,125426000.0,1.31,1.31,,,377453000.0,1.31,-146642000.0,,882000.0,43698000.0,269899000.0,416541000.0,,266272000.0,5471000.0,-43698000.0,,82788000.0,321000.0,444000.0,,1231597000.0,280831000.0,,58618000.0,-1844000.0,,,11701000.0,43698000.0,,854029000.0,1314385000.0,416979000.0,1270687000.0,-247400000.0,-247400000.0,-247400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,FY,2019-01-01,2019-12-31,2020-02-20 16:49:53+00:00,496843000.0,3.07,3.07,3.84,,377453000.0,3.07,,,3696000.0,179847000.0,-743070000.0,-743070000.0,,-759565000.0,12807000.0,-179847000.0,,93035000.0,25275000.0,1654000.0,,1641017000.0,1164699000.0,,235392000.0,3688000.0,,0.0,46121000.0,179847000.0,,2320508000.0,1734052000.0,-741028000.0,1554205000.0,-247400000.0,-247400000.0,-247400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q3,2019-07-01,2019-09-30,2019-10-31 16:02:50+00:00,124684000.0,0.68,0.68,,,,0.68,81081000.0,,1491000.0,44513000.0,-121683000.0,-202764000.0,,-126341000.0,2814000.0,-44513000.0,,1000000.0,20060000.0,378000.0,,415632000.0,398441000.0,,59220000.0,1844000.0,,0.0,11485000.0,44513000.0,,593830000.0,416632000.0,-201651000.0,372119000.0,-185800000.0,-185800000.0,-185800000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q3YTD,2019-01-01,2019-09-30,,371417000.0,1.76,1.76,,,,1.76,146642000.0,,2814000.0,136149000.0,-1012969000.0,-1159611000.0,,-1025837000.0,7336000.0,-136149000.0,,10247000.0,24954000.0,1210000.0,,409420000.0,883868000.0,,176774000.0,5532000.0,,,34420000.0,136149000.0,,1466479000.0,419667000.0,-1158007000.0,283518000.0,-185800000.0,-185800000.0,-185800000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q2YTD,2019-01-01,2019-06-30,,246733000.0,1.08,1.08,,,,1.08,65561000.0,,1323000.0,91636000.0,-891286000.0,-956847000.0,,-899496000.0,4522000.0,-91636000.0,,9247000.0,4894000.0,832000.0,,-6212000.0,485427000.0,,117554000.0,3688000.0,,,22935000.0,91636000.0,,872649000.0,3035000.0,-956356000.0,-88601000.0,-1424000000.0,-1424000000.0,-1424000000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q2,2019-04-01,2019-06-30,2019-08-01 16:09:13+00:00,123944000.0,0.53,0.53,,,,0.53,,,682000.0,45936000.0,-750639000.0,-750639000.0,,-754707000.0,2224000.0,-45936000.0,,297000.0,4775000.0,435000.0,,-407390000.0,109626000.0,,57970000.0,1844000.0,,0.0,10598000.0,45936000.0,,302138000.0,-407093000.0,-750392000.0,-453029000.0,-1424000000.0,-1424000000.0,-1424000000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 16:19:06+00:00,122789000.0,0.55,0.55,0.96,,,0.55,65561000.0,,641000.0,45700000.0,-140647000.0,-206208000.0,,-144789000.0,2298000.0,-45700000.0,,8950000.0,119000.0,397000.0,,401178000.0,375801000.0,,59584000.0,1844000.0,,,12337000.0,45700000.0,,570511000.0,410128000.0,-205964000.0,364428000.0,-263300000.0,-263300000.0,-263300000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2020.0,Q1TTM,2019-04-01,2020-03-31,,500442000.0,2.83,2.83,,,377453000.0,2.83,-28016000.0,,3722000.0,177629000.0,-806486000.0,-778470000.0,,-821987000.0,11813000.0,-177629000.0,,83680000.0,-3376000.0,1664000.0,,1657937000.0,1174469000.0,,237612000.0,3688000.0,,,47048000.0,177629000.0,,2337024000.0,1741617000.0,-776412000.0,1563988000.0,-668400000.0,-668400000.0,-668400000.0
Mid-America Apartment Communities Inc,MAA,549300FQZKFR5YNSHZ21,912595,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 16:19:06+00:00,126388000.0,0.31,0.31,,,,0.31,37545000.0,,667000.0,43482000.0,-204063000.0,-241608000.0,,-207211000.0,1304000.0,-43482000.0,,-405000.0,-28532000.0,407000.0,,418098000.0,385571000.0,,61804000.0,1844000.0,,,13264000.0,43482000.0,,587027000.0,417693000.0,-241348000.0,374211000.0,-668400000.0,-668400000.0,-668400000.0
