company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,otheradjustmentstonetincometocommon,othergains,otherinterestexpense,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,restructuringcharge,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Equity Residential,EQR,,906107,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.2,0.2,0.68,327113000.0,0.2,,20000.0,5117000.0,231116000.0,67945000.0,7198000.0,60747000.0,58206000.0,-435000.0,-231515000.0,293354000.0,2936000.0,4634000.0,5516000.0,994159000.0,145061000.0,5468000.0,7238000.0,,236632000.0,5117000.0,765528000.0,999627000.0,2584000.0,768112000.0,288300000.0,282217000.0,299642000.0
Equity Residential,EQR,,906107,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.84,0.84,-0.29,554121000.0,0.84,,349000.0,9056000.0,485026000.0,258621000.0,-83757000.0,342378000.0,232240000.0,-919000.0,-487596000.0,448291000.0,12821000.0,11970000.0,11626000.0,1641084000.0,256993000.0,10539000.0,14477000.0,,496652000.0,9056000.0,1259405000.0,1651623000.0,-95378000.0,1164027000.0,288300000.0,282217000.0,299642000.0
Equity Residential,EQR,,906107,2010.0,Q1,2010-01-01,2010-03-31,2010-05-06 10:38:52+00:00,0.18,0.18,0.3375,152319000.0,0.18,,166000.0,2225000.0,115297000.0,57856000.0,-2208000.0,60064000.0,51863000.0,-250000.0,-116269000.0,147433000.0,2623000.0,14000.0,3197000.0,486268000.0,74725000.0,2422000.0,3620000.0,,118494000.0,2225000.0,374477000.0,488690000.0,-2056000.0,372421000.0,288100000.0,280645000.0,280645000.0
Equity Residential,EQR,,906107,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.17,1.17,-0.14,529236000.0,1.17,11124000.0,754000.0,12786000.0,485073000.0,354464000.0,-72005000.0,426469000.0,322482000.0,-739000.0,-484849000.0,444518000.0,18237000.0,5318000.0,12562000.0,1635931000.0,252678000.0,9905000.0,14479000.0,,497635000.0,12786000.0,1237556000.0,1645836000.0,-76569000.0,1160987000.0,288100000.0,280645000.0,280645000.0
Equity Residential,EQR,,906107,2011.0,Q4,2011-10-01,2011-12-31,,0.33,0.33,-1.01,33577000.0,0.36,,37000.0,1362000.0,107198000.0,107401000.0,-109371000.0,216772000.0,99016000.0,41194000.0,-110401000.0,18594000.0,-36275000.0,,4565000.0,82281000.0,29651000.0,2344000.0,3466000.0,1736000.0,111763000.0,1362000.0,83558000.0,84625000.0,-109334000.0,-25776000.0,294800000.0,294856000.0,294856000.0
Equity Residential,EQR,,906107,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:12:28+00:00,2.984,2.984,,506175000.0,2.984,,706000.0,7963000.0,460172000.0,935197000.0,-72941000.0,1008138000.0,879720000.0,41612000.0,-468825000.0,386247000.0,,4217000.0,16616000.0,1516194000.0,238689000.0,9026000.0,13865000.0,1736000.0,476788000.0,7963000.0,1132847000.0,1525220000.0,-76452000.0,1056395000.0,294800000.0,294856000.0,294856000.0
Equity Residential,EQR,,906107,2011.0,Q3,2011-07-01,2011-09-30,2012-11-01 14:29:34+00:00,0.353,0.353,0.3375,159691000.0,0.349,,283000.0,5313000.0,112449000.0,112977000.0,30217000.0,82760000.0,104382000.0,387000.0,-111786000.0,120887000.0,4742000.0,0.0,4650000.0,490944000.0,71008000.0,2928000.0,3466000.0,,117099000.0,5313000.0,351586000.0,493872000.0,30500000.0,382086000.0,295700000.0,295831000.0,312844000.0
Equity Residential,EQR,,906107,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.65,2.65,1.01,472598000.0,2.62,,669000.0,6601000.0,352974000.0,827796000.0,36430000.0,791366000.0,780704000.0,418000.0,-358424000.0,367653000.0,36275000.0,4217000.0,12051000.0,1433913000.0,209038000.0,6682000.0,10399000.0,,365025000.0,6601000.0,1049289000.0,1440595000.0,32882000.0,1082171000.0,295700000.0,295831000.0,312844000.0
Equity Residential,EQR,,906107,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.31,3.31,,553312000.0,3.29,45380000.0,647000.0,6394000.0,459752000.0,1026008000.0,-93760000.0,1119768000.0,966574000.0,315000.0,-467012000.0,373890000.0,45207000.0,3983000.0,13654000.0,1579759000.0,245823000.0,8562000.0,13912000.0,,473406000.0,6394000.0,1218405000.0,1588321000.0,-97096000.0,1121309000.0,295700000.0,295831000.0,312844000.0
Equity Residential,EQR,,906107,2011.0,Q2,2011-04-01,2011-06-30,2012-08-02 16:04:33+00:00,1.875,1.875,0.3375,154452000.0,1.8519999999999999,,202000.0,277000.0,119997000.0,581753000.0,15126000.0,566627000.0,552457000.0,71000.0,-124116000.0,119338000.0,25758000.0,4217000.0,4396000.0,478419000.0,71350000.0,1948000.0,3467000.0,,124393000.0,277000.0,345140000.0,480367000.0,11111000.0,356251000.0,294600000.0,294663000.0,312199000.0
Equity Residential,EQR,,906107,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.3,2.3,0.68,312907000.0,2.28,,386000.0,1288000.0,240525000.0,714819000.0,6213000.0,708606000.0,676322000.0,31000.0,-246638000.0,246766000.0,31533000.0,4217000.0,7401000.0,942969000.0,138030000.0,3754000.0,6933000.0,,247926000.0,1288000.0,697703000.0,946723000.0,2382000.0,700085000.0,294600000.0,294663000.0,312199000.0
Equity Residential,EQR,,906107,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.05,3.05,,567263000.0,3.03,45380000.0,657000.0,1289000.0,470157000.0,942857000.0,-104093000.0,1046950000.0,887358000.0,-260000.0,-480329000.0,407404000.0,41696000.0,25554000.0,11461000.0,1614043000.0,250419000.0,7762000.0,14063000.0,,481618000.0,1289000.0,1270466000.0,1621805000.0,-128990000.0,1141476000.0,294600000.0,294663000.0,312199000.0
Equity Residential,EQR,,906107,2011.0,Q1,2011-01-01,2011-03-31,2012-05-03 11:13:27+00:00,0.423,0.423,0.3375,158455000.0,0.423,,184000.0,1011000.0,120528000.0,133066000.0,-8913000.0,141979000.0,123865000.0,-40000.0,-122522000.0,127428000.0,5775000.0,,3005000.0,464550000.0,66680000.0,1806000.0,3466000.0,,123533000.0,1011000.0,352563000.0,466356000.0,-8729000.0,343834000.0,292800000.0,292895000.0,292895000.0
Equity Residential,EQR,,906107,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.2,1.2,,587605000.0,1.2,45380000.0,309000.0,3904000.0,465979000.0,371193000.0,-109813000.0,481006000.0,341244000.0,-516000.0,-471459000.0,433987000.0,16251000.0,25957000.0,9384000.0,1643515000.0,249405000.0,8860000.0,14214000.0,,475363000.0,3904000.0,1316377000.0,1652375000.0,-135461000.0,1180916000.0,292800000.0,292895000.0,292895000.0
Equity Residential,EQR,,906107,2012.0,Q3,2012-07-01,2012-09-30,2012-11-01 14:29:34+00:00,0.725,0.725,0.3375,167406000.0,0.7190000000000001,,222000.0,70087000.0,113876000.0,236323000.0,132681000.0,103642000.0,218603000.0,-312000.0,-47127000.0,129172000.0,10496000.0,-3000.0,3338000.0,553092000.0,79533000.0,3052000.0,7536000.0,,117214000.0,70087000.0,376111000.0,556144000.0,132906000.0,509017000.0,301500000.0,301336000.0,318773000.0
Equity Residential,EQR,,906107,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.53,1.53,1.01,487990000.0,1.52,,606000.0,70515000.0,347505000.0,496805000.0,155813000.0,340992000.0,460233000.0,457000.0,-287325000.0,373495000.0,21646000.0,-3000.0,10335000.0,1539045000.0,239992000.0,7328000.0,14469000.0,1149000.0,357840000.0,70515000.0,1102626000.0,1546373000.0,156422000.0,1259048000.0,301500000.0,301336000.0,318773000.0
Equity Residential,EQR,,906107,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.87,1.87,,521567000.0,1.88,,643000.0,71877000.0,454703000.0,604206000.0,46442000.0,557764000.0,559249000.0,41651000.0,-397726000.0,392089000.0,-14629000.0,-3000.0,14900000.0,1621326000.0,269643000.0,9672000.0,17935000.0,2885000.0,469603000.0,71877000.0,1186184000.0,1630998000.0,47088000.0,1233272000.0,301500000.0,301336000.0,318773000.0
Equity Residential,EQR,,906107,2012.0,Q2,2012-04-01,2012-06-30,2012-08-02 16:04:33+00:00,0.332,0.332,0.3375,172338000.0,0.32899999999999996,,214000.0,259000.0,115618000.0,108315000.0,36558000.0,71757000.0,99797000.0,319000.0,-119422000.0,128032000.0,4732000.0,0.0,4063000.0,541569000.0,87217000.0,2212000.0,3467000.0,,119681000.0,259000.0,387587000.0,543781000.0,36772000.0,424359000.0,300600000.0,300193000.0,317648000.0
Equity Residential,EQR,,906107,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.81,0.81,0.68,320584000.0,0.8,,384000.0,428000.0,233629000.0,260482000.0,23132000.0,237350000.0,241630000.0,769000.0,-240198000.0,244323000.0,11150000.0,,6997000.0,985953000.0,160459000.0,4276000.0,6933000.0,1149000.0,240626000.0,428000.0,726515000.0,990229000.0,23516000.0,750031000.0,300600000.0,300193000.0,317648000.0
Equity Residential,EQR,,906107,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.49,1.49,,513852000.0,1.51,,704000.0,7103000.0,453276000.0,480860000.0,-56022000.0,536882000.0,445028000.0,42350000.0,-462385000.0,383804000.0,-20383000.0,,16212000.0,1559178000.0,261118000.0,9548000.0,13865000.0,2885000.0,469488000.0,7103000.0,1161659000.0,1568726000.0,-55318000.0,1106341000.0,300600000.0,300193000.0,317648000.0
Equity Residential,EQR,,906107,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 17:12:33+00:00,0.475,0.475,0.3375,148246000.0,0.475,,170000.0,169000.0,118011000.0,152167000.0,-13426000.0,165593000.0,141833000.0,450000.0,-120776000.0,116291000.0,6418000.0,0.0,2934000.0,444384000.0,73242000.0,2064000.0,3466000.0,1149000.0,120945000.0,169000.0,338928000.0,446448000.0,-13256000.0,325672000.0,298600000.0,298805000.0,298805000.0
Equity Residential,EQR,,906107,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.04,3.04,,495966000.0,3.04,,692000.0,7121000.0,457655000.0,954298000.0,-77454000.0,1031752000.0,897688000.0,42102000.0,-467079000.0,375110000.0,643000.0,4217000.0,16545000.0,1496028000.0,245251000.0,9284000.0,13865000.0,2885000.0,474200000.0,7121000.0,1119212000.0,1505312000.0,-80979000.0,1038233000.0,298600000.0,298805000.0,298805000.0
Equity Residential,EQR,,906107,2013.0,FY,2013-01-01,2013-12-31,2014-02-27 16:12:28+00:00,5.155,5.155,,978973000.0,5.155,,1169000.0,4656000.0,586854000.0,1905353000.0,-168174000.0,2073527000.0,1826468000.0,74740000.0,-604395000.0,533803000.0,,-45929000.0,22197000.0,2378004000.0,371743000.0,9698000.0,4145000.0,19864000.0,609051000.0,4656000.0,1904383000.0,2387702000.0,-121076000.0,1783307000.0,354300000.0,354305000.0,354305000.0
Equity Residential,EQR,,906107,2013.0,Q4,2013-10-01,2013-12-31,,0.2,0.2,-1.2,173690000.0,0.2,,-158000.0,2953000.0,148184000.0,115870000.0,57154000.0,58716000.0,109940000.0,48217000.0,-151717000.0,131042000.0,-43323000.0,-359000.0,6486000.0,602395000.0,90118000.0,2299000.0,1036000.0,772000.0,154670000.0,2953000.0,395622000.0,604694000.0,57355000.0,452977000.0,354300000.0,354305000.0,354305000.0
Equity Residential,EQR,,906107,2013.0,Q3YTD,2013-01-01,2013-09-30,,4.96,4.96,1.2,805283000.0,4.96,,1327000.0,1703000.0,438670000.0,1789483000.0,-225328000.0,2014811000.0,1716528000.0,26523000.0,-452678000.0,402761000.0,43323000.0,-45570000.0,15711000.0,1775609000.0,281625000.0,7399000.0,3109000.0,19092000.0,454381000.0,1703000.0,1508761000.0,1783008000.0,-178431000.0,1330330000.0,360000000.0,359811000.0,359811000.0
Equity Residential,EQR,,906107,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 16:10:09+00:00,1.045,1.045,0.4,276707000.0,1.045,,492000.0,1015000.0,120035000.0,391717000.0,-13465000.0,405182000.0,376155000.0,14525000.0,-123355000.0,137657000.0,,-5646000.0,4335000.0,624063000.0,96237000.0,2566000.0,1037000.0,,124370000.0,1015000.0,510601000.0,626629000.0,-7327000.0,503274000.0,360000000.0,359811000.0,359811000.0
Equity Residential,EQR,,906107,2013.0,Q2YTD,2013-01-01,2013-06-30,,3.91,3.91,0.8,528576000.0,3.91,,835000.0,688000.0,318635000.0,1397766000.0,-211863000.0,1609629000.0,1340373000.0,11998000.0,-329323000.0,265104000.0,43323000.0,-39924000.0,11376000.0,1151546000.0,185388000.0,4833000.0,2072000.0,19092000.0,330011000.0,688000.0,998160000.0,1156379000.0,-171104000.0,827056000.0,359700000.0,359653000.0,359653000.0
Equity Residential,EQR,,906107,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 16:14:27+00:00,0.9,0.9,0.4,323304000.0,0.9,,428000.0,432000.0,122950000.0,336732000.0,-58511000.0,395243000.0,323723000.0,11973000.0,-126871000.0,135532000.0,,6442000.0,4353000.0,614544000.0,96035000.0,2673000.0,1036000.0,,127303000.0,432000.0,554871000.0,617217000.0,-64525000.0,490346000.0,359700000.0,359653000.0,359653000.0
Equity Residential,EQR,,906107,2013.0,Q1,2013-01-01,2013-03-31,2013-05-09 17:12:33+00:00,3.012,3.012,0.4,205272000.0,3.012,,407000.0,256000.0,195685000.0,1061034000.0,-153352000.0,1214386000.0,1016650000.0,25000.0,-202452000.0,129572000.0,43323000.0,-46366000.0,7023000.0,537002000.0,89353000.0,2160000.0,1036000.0,19092000.0,202708000.0,256000.0,443289000.0,539162000.0,-106579000.0,336710000.0,337500000.0,337532000.0,337532000.0
Equity Residential,EQR,,906107,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:17:29+00:00,1.74,1.74,2.0,758861000.0,1.73,,1394000.0,4462000.0,457460000.0,658683000.0,657101000.0,1582000.0,627163000.0,27375000.0,-464086000.0,558163000.0,,210010000.0,11088000.0,2605311000.0,385153000.0,9437000.0,4145000.0,,468548000.0,4462000.0,1702177000.0,2614748000.0,448485000.0,2150662000.0,360400000.0,361181000.0,377735000.0
Equity Residential,EQR,,906107,2014.0,Q4,2014-10-01,2014-12-31,,0.6,0.6,0.5,193089000.0,0.59,,248000.0,1249000.0,110236000.0,227041000.0,226959000.0,82000.0,216703000.0,9302000.0,-111521000.0,135996000.0,,89821000.0,2534000.0,662819000.0,86668000.0,1841000.0,1036000.0,,112770000.0,1249000.0,415753000.0,664660000.0,137386000.0,553139000.0,360400000.0,361181000.0,377735000.0
Equity Residential,EQR,,906107,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.14,1.14,1.5,565772000.0,1.14,,1146000.0,3213000.0,347224000.0,431642000.0,430142000.0,1500000.0,410460000.0,18073000.0,-352565000.0,422167000.0,,120189000.0,8554000.0,1942492000.0,298485000.0,7596000.0,3109000.0,,355778000.0,3213000.0,1286424000.0,1950088000.0,311099000.0,1597523000.0,361800000.0,361409000.0,377954000.0
Equity Residential,EQR,,906107,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.34,1.34,0.3,739462000.0,1.33,,988000.0,6166000.0,495408000.0,547512000.0,487296000.0,60216000.0,520400000.0,66290000.0,-504282000.0,553209000.0,-43323000.0,119830000.0,15040000.0,2544887000.0,388603000.0,9895000.0,4145000.0,772000.0,510448000.0,6166000.0,1682046000.0,2554782000.0,368454000.0,2050500000.0,361800000.0,361409000.0,377954000.0
Equity Residential,EQR,,906107,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 16:06:27+00:00,0.61,0.61,0.5,190469000.0,0.61,,260000.0,576000.0,118251000.0,231190000.0,231252000.0,-62000.0,220707000.0,9446000.0,-120303000.0,138546000.0,,113517000.0,2628000.0,662001000.0,96765000.0,2077000.0,1037000.0,,120879000.0,576000.0,425780000.0,664078000.0,117995000.0,543775000.0,361800000.0,361409000.0,377954000.0
Equity Residential,EQR,,906107,2014.0,Q2,2014-04-01,2014-06-30,2015-08-06 16:07:20+00:00,0.31,0.31,0.5,190136000.0,0.31,,646000.0,2032000.0,115924000.0,117720000.0,117210000.0,510000.0,111654000.0,5030000.0,-117026000.0,135937000.0,,8111000.0,3134000.0,649766000.0,99724000.0,2802000.0,1036000.0,,119058000.0,2032000.0,425797000.0,652568000.0,109745000.0,535542000.0,360200000.0,360809000.0,377118000.0
Equity Residential,EQR,,906107,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.53,0.53,1.0,375303000.0,0.53,,886000.0,2637000.0,228973000.0,200452000.0,198890000.0,1562000.0,189753000.0,8627000.0,-232262000.0,283621000.0,,6672000.0,5926000.0,1280491000.0,201720000.0,5519000.0,2072000.0,,234899000.0,2637000.0,860644000.0,1286010000.0,193104000.0,1053748000.0,360200000.0,360809000.0,377118000.0
Equity Residential,EQR,,906107,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.77,1.77,0.2,825700000.0,1.77,,1220000.0,6605000.0,497192000.0,708039000.0,242579000.0,465460000.0,675848000.0,71369000.0,-507334000.0,552320000.0,-43323000.0,667000.0,16747000.0,2506949000.0,388075000.0,10384000.0,4145000.0,772000.0,513939000.0,6605000.0,1766867000.0,2517333000.0,243132000.0,2009999000.0,360200000.0,360809000.0,377118000.0
Equity Residential,EQR,,906107,2014.0,Q1TTM,2013-04-01,2014-03-31,,2.36,2.36,0.1,958868000.0,2.36,,1002000.0,5005000.0,504218000.0,927051000.0,66858000.0,860193000.0,887917000.0,78312000.0,-517179000.0,551915000.0,-43323000.0,-1002000.0,17966000.0,2471727000.0,384386000.0,10255000.0,4145000.0,772000.0,522184000.0,5005000.0,1895941000.0,2481982000.0,68862000.0,1964803000.0,359900000.0,360470000.0,376384000.0
Equity Residential,EQR,,906107,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 16:06:34+00:00,0.217,0.217,0.5,185167000.0,0.21600000000000003,,240000.0,605000.0,113049000.0,82732000.0,81680000.0,1052000.0,78099000.0,3597000.0,-115236000.0,147684000.0,,-1439000.0,2792000.0,630725000.0,101996000.0,2717000.0,1036000.0,,115841000.0,605000.0,434847000.0,633442000.0,83359000.0,518206000.0,359900000.0,360470000.0,376384000.0
Equity Residential,EQR,,906107,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 16:15:12+00:00,2.37,2.37,2.21,765895000.0,2.36,0.0,917000.0,7372000.0,444487000.0,908018000.0,907621000.0,397000.0,863277000.0,37898000.0,-447916000.0,565366000.0,,350158000.0,10801000.0,2736578000.0,407408000.0,8387000.0,6843000.0,,455288000.0,7372000.0,1738669000.0,2744965000.0,558380000.0,2297049000.0,364300000.0,363498000.0,380620000.0
