company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity
Equity Residential,EQR,,906107,2015.0,Q1,,2015-03-31,2015-05-06 16:06:34+00:00,84670000.0,-180022000.0,49418000.0,0.0,8542755000.0,50659000.0,55791000.0,10388682000.0,22195373000.0,342227000.0,75294000.0,474007000.0,585167000.0,208954000.0,541866000.0,203800000.0,1928449000.0,470826000.0,23029048000.0,10291182000.0,10331362000.0,10673589000.0,11813593000.0,23029048000.0,40180000.0
Equity Residential,EQR,,906107,2016.0,FY,,2016-12-31,2018-02-22 16:15:12+00:00,60946000.0,-113909000.0,77207000.0,0.0,8762081000.0,,,8967260000.0,20026036000.0,231906000.0,62624000.0,459024000.0,497948000.0,192296000.0,442092000.0,141881000.0,1543626000.0,19998000.0,20704148000.0,10191798000.0,10229078000.0,10460984000.0,9801072000.0,20704148000.0,37280000.0
Equity Residential,EQR,,906107,2017.0,FY,,2017-12-31,2019-02-21 16:17:35+00:00,58035000.0,-88612000.0,50647000.0,0.0,8890266000.0,,,8657534000.0,19986518000.0,231399000.0,65009000.0,483319000.0,456618000.0,192828000.0,366955000.0,50115000.0,1403530000.0,299757000.0,20570599000.0,10205184000.0,10242464000.0,10473863000.0,9729781000.0,20570599000.0,37280000.0
Equity Residential,EQR,,906107,2017.0,Q3,,2017-09-30,2017-11-01 16:23:56+00:00,72811000.0,-94674000.0,46565000.0,0.0,8852414000.0,10972000.0,,8762428000.0,20099433000.0,234507000.0,65230000.0,504224000.0,500634000.0,192569000.0,380541000.0,36639000.0,1464249000.0,229844000.0,20697833000.0,10221989000.0,10259269000.0,10493776000.0,9823516000.0,20697833000.0,37280000.0
Equity Residential,EQR,,906107,2017.0,Q2,,2017-06-30,2017-08-04 06:18:49+00:00,48823000.0,-101151000.0,37719000.0,0.0,8842477000.0,21016000.0,,8199728000.0,19818307000.0,235352000.0,63648000.0,505155000.0,461922000.0,191717000.0,380519000.0,254378000.0,1511899000.0,764361000.0,20636575000.0,10253225000.0,10290505000.0,10525857000.0,9730199000.0,20636575000.0,37280000.0
Equity Residential,EQR,,906107,2017.0,Q1,,2017-03-31,2017-05-04 16:20:55+00:00,74383000.0,-109326000.0,42139000.0,0.0,8850668000.0,68031000.0,,8615239000.0,19949518000.0,235150000.0,63124000.0,472597000.0,474106000.0,191641000.0,359733000.0,76053000.0,1501654000.0,314686000.0,20608338000.0,10242996000.0,10280276000.0,10515426000.0,9733179000.0,20608338000.0,37280000.0
Equity Residential,EQR,,906107,2018.0,FY,,2018-12-31,2020-02-20 16:16:57+00:00,62622000.0,-64986000.0,47442000.0,0.0,8939147000.0,,,8318756000.0,19814741000.0,226445000.0,67258000.0,463155000.0,461034000.0,206601000.0,379106000.0,68871000.0,1261763000.0,499183000.0,20394209000.0,10135924000.0,10173204000.0,10399649000.0,9615454000.0,20394209000.0,37280000.0
Equity Residential,EQR,,906107,2018.0,Q3,,2018-09-30,2018-10-30 16:13:20+00:00,69132000.0,-50689000.0,32995000.0,0.0,8904008000.0,,,8324426000.0,19930730000.0,231667000.0,67177000.0,522670000.0,526819000.0,206899000.0,381239000.0,55755000.0,1344825000.0,499367000.0,20542150000.0,10198144000.0,10235424000.0,10467091000.0,9693820000.0,20542150000.0,37280000.0
Equity Residential,EQR,,906107,2018.0,Q2,,2018-06-30,2018-08-02 16:13:51+00:00,63341000.0,-67310000.0,34507000.0,0.0,8908867000.0,,,8426962000.0,19826554000.0,231349000.0,66800000.0,491151000.0,490574000.0,206829000.0,366483000.0,54370000.0,1329600000.0,345807000.0,20406582000.0,10171157000.0,10208437000.0,10439786000.0,9600313000.0,20406582000.0,37280000.0
Equity Residential,EQR,,906107,2018.0,Q1,,2018-03-31,2018-05-03 16:16:54+00:00,69753000.0,-77734000.0,44453000.0,0.0,8913988000.0,,,8425159000.0,19785570000.0,235921000.0,64748000.0,503589000.0,503438000.0,206794000.0,354567000.0,50258000.0,1415638000.0,234318000.0,20383870000.0,10251892000.0,10289172000.0,10525093000.0,9504210000.0,20383870000.0,37280000.0
Equity Residential,EQR,,906107,2019.0,FY,,2019-12-31,2020-05-07 16:15:35+00:00,66852000.0,-77563000.0,45753000.0,0.0,8969294000.0,,,8019123000.0,20256821000.0,229020000.0,70062000.0,798949000.0,772647000.0,218326000.0,463400000.0,71246000.0,1386495000.0,1017833000.0,21172769000.0,10278226000.0,10315506000.0,10544526000.0,10164843000.0,21172769000.0,37280000.0
Equity Residential,EQR,,906107,2019.0,Q3,,2019-09-30,2019-10-30 16:13:07+00:00,73747000.0,-84092000.0,28777000.0,0.0,8921025000.0,,,8637555000.0,20185951000.0,224363000.0,70398000.0,783509000.0,797841000.0,218136000.0,494999000.0,55819000.0,1308423000.0,354381000.0,21054056000.0,10145356000.0,10182636000.0,10406999000.0,10152058000.0,21054056000.0,37280000.0
Equity Residential,EQR,,906107,2019.0,Q2,,2019-06-30,2019-08-02 16:14:48+00:00,64158000.0,-89849000.0,251273000.0,0.0,8953289000.0,,,9100000000.0,19969153000.0,226022000.0,69027000.0,712090000.0,692822000.0,218697000.0,436035000.0,58195000.0,1252809000.0,0.0,20990711000.0,10116249000.0,10153529000.0,10379551000.0,10175125000.0,20990711000.0,37280000.0
Equity Residential,EQR,,906107,2019.0,Q1,,2019-03-31,2019-05-06 16:13:30+00:00,74028000.0,-75013000.0,29391000.0,0.0,8929587000.0,,,8607826000.0,19936640000.0,219619000.0,68335000.0,738665000.0,756240000.0,218471000.0,432562000.0,64115000.0,1155032000.0,344844000.0,20768811000.0,10009606000.0,10046886000.0,10266505000.0,10069744000.0,20768811000.0,37280000.0
Equity Residential,EQR,,906107,2020.0,Q1,,2020-03-31,2020-05-07 16:15:35+00:00,65925000.0,-72896000.0,82335000.0,0.0,9096162000.0,,,8020053000.0,19988674000.0,240319000.0,69074000.0,789874000.0,795401000.0,232186000.0,353342000.0,58435000.0,1469821000.0,612651000.0,20919318000.0,10493087000.0,10530367000.0,10770686000.0,9795290000.0,20919318000.0,37280000.0
