company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dell Technologies Inc,DELL,,1571996,2018.0,Q1TTM,2016-04-30,2017-05-05,,,-5.83,,-5.84,-2127000000.0,-2416000000.0,-3853000000.0,1437000000.0,-2393000000.0,-23000000.0,52010000000.0,67923000000.0,-2457000000.0,3505000000.0,15931000000.0,52010000000.0,15913000000.0,19436000000.0,-3523000000.0,-2457000000.0,-5980000000.0,67923000000.0,,,
Dell Technologies Inc,DELL,,1571996,2019.0,FY,2018-02-03,2019-02-01,2020-03-27 08:32:26+00:00,0.0,-6.02,,-6.04,-180000000.0,-2181000000.0,-2181000000.0,,-2310000000.0,129000000.0,65568000000.0,90621000000.0,-2170000000.0,4604000000.0,20640000000.0,65568000000.0,25053000000.0,25244000000.0,-191000000.0,-2170000000.0,-2361000000.0,90621000000.0,,383700000.0,382500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q4,2018-11-03,2019-02-01,,,-5.59,,-5.52,12000000.0,-287000000.0,-287000000.0,,-397000000.0,110000000.0,16732000000.0,23841000000.0,-606000000.0,1202000000.0,5576000000.0,16732000000.0,7109000000.0,6778000000.0,331000000.0,-606000000.0,-275000000.0,23841000000.0,,383700000.0,382500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q3,2018-08-04,2018-11-02,2019-12-09 17:27:23+00:00,0.0,-1.01,,-1.03,-100000000.0,-895000000.0,-895000000.0,,-876000000.0,-19000000.0,16539000000.0,22482000000.0,-639000000.0,1140000000.0,5159000000.0,16539000000.0,5943000000.0,6299000000.0,-356000000.0,-639000000.0,-995000000.0,22482000000.0,,867300000.0,850500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q3YTD,2018-02-03,2018-11-02,,,-0.43,,-0.52,-192000000.0,-1894000000.0,-1894000000.0,,-1913000000.0,19000000.0,48836000000.0,66780000000.0,-1564000000.0,3402000000.0,15064000000.0,48836000000.0,17944000000.0,18466000000.0,-522000000.0,-1564000000.0,-2086000000.0,66780000000.0,,867300000.0,850500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q3TTM,2017-11-04,2018-11-02,,,-3.43,,-3.52,-682000000.0,-2027000000.0,-2027000000.0,,-2013000000.0,-14000000.0,64907000000.0,88743000000.0,-2118000000.0,4489000000.0,19938000000.0,64907000000.0,23836000000.0,24427000000.0,-591000000.0,-2118000000.0,-2709000000.0,88743000000.0,,867300000.0,850500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q2,2018-05-05,2018-08-03,2019-09-09 17:41:06+00:00,0.0,0.17,,0.13,-7000000.0,-461000000.0,-461000000.0,,-499000000.0,38000000.0,16819000000.0,22942000000.0,-455000000.0,1175000000.0,4961000000.0,16819000000.0,6123000000.0,6136000000.0,-13000000.0,-455000000.0,-468000000.0,22942000000.0,,-2935300000.0,-3838500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q2YTD,2018-02-03,2018-08-03,,,0.58,,0.51,-92000000.0,-999000000.0,-999000000.0,,-1037000000.0,38000000.0,32297000000.0,44298000000.0,-925000000.0,2262000000.0,9905000000.0,32297000000.0,12001000000.0,12167000000.0,-166000000.0,-925000000.0,-1091000000.0,44298000000.0,,-2935300000.0,-3838500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q2TTM,2017-08-05,2018-08-03,,,-3.4,,-3.5,-823000000.0,-1983000000.0,-1983000000.0,,-1983000000.0,,62704000000.0,85817000000.0,-2161000000.0,4420000000.0,19338000000.0,62704000000.0,23113000000.0,23758000000.0,-645000000.0,-2161000000.0,-2806000000.0,85817000000.0,,-2935300000.0,-3838500000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q1,2018-02-03,2018-05-04,2019-06-10 16:44:02+00:00,0.0,0.41,,0.38,-85000000.0,-538000000.0,-538000000.0,,-538000000.0,,15478000000.0,21356000000.0,-470000000.0,1087000000.0,4944000000.0,15478000000.0,5878000000.0,6031000000.0,-153000000.0,-470000000.0,-623000000.0,21356000000.0,,-1312200000.0,-1415800000.0
Dell Technologies Inc,DELL,,1571996,2019.0,Q1TTM,2017-05-06,2018-05-04,,,-3.57,,-3.63,-1287000000.0,-2261000000.0,-2261000000.0,,-2216000000.0,-45000000.0,60438000000.0,82396000000.0,-2251000000.0,4338000000.0,18917000000.0,60438000000.0,21958000000.0,23255000000.0,-1297000000.0,-2251000000.0,-3548000000.0,82396000000.0,,-1312200000.0,-1415800000.0
Dell Technologies Inc,DELL,,1571996,2020.0,FY,2019-02-02,2020-01-31,2020-03-27 08:32:26+00:00,6.38,6.38,,6.03,-5533000000.0,5529000000.0,5529000000.0,,4616000000.0,913000000.0,63221000000.0,92154000000.0,-2626000000.0,4992000000.0,21319000000.0,63221000000.0,28933000000.0,26311000000.0,2622000000.0,-2626000000.0,-4000000.0,92154000000.0,723500000.0,723500000.0,765500000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q4,2019-11-02,2020-01-31,,0.53,0.53,,0.52,-325000000.0,416000000.0,416000000.0,,408000000.0,8000000.0,16348000000.0,24032000000.0,-626000000.0,1325000000.0,5642000000.0,16348000000.0,7684000000.0,6967000000.0,717000000.0,-626000000.0,91000000.0,24032000000.0,723500000.0,723500000.0,765500000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q3,2019-08-03,2019-11-01,2019-12-09 17:27:23+00:00,0.69,0.69,,0.66,-393000000.0,552000000.0,552000000.0,,499000000.0,53000000.0,15718000000.0,22844000000.0,-677000000.0,1262000000.0,5028000000.0,15718000000.0,7126000000.0,6290000000.0,836000000.0,-677000000.0,159000000.0,22844000000.0,723200000.0,723200000.0,756100000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q3YTD,2019-02-02,2019-11-01,,5.85,5.85,,5.51,-5208000000.0,5113000000.0,5113000000.0,,4208000000.0,905000000.0,46873000000.0,68122000000.0,-2000000000.0,3667000000.0,15677000000.0,46873000000.0,21249000000.0,19344000000.0,1905000000.0,-2000000000.0,-95000000.0,68122000000.0,723200000.0,723200000.0,756100000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q3TTM,2018-11-03,2019-11-01,,5.85,0.26,,-0.01,-5196000000.0,4826000000.0,4826000000.0,,3811000000.0,1015000000.0,63605000000.0,91963000000.0,-2606000000.0,4869000000.0,21253000000.0,63605000000.0,28358000000.0,26122000000.0,2236000000.0,-2606000000.0,-370000000.0,91963000000.0,723200000.0,723200000.0,756100000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q2,2019-05-04,2019-08-02,2019-09-09 17:41:06+00:00,4.75,4.75,,4.47,-4343000000.0,4232000000.0,4232000000.0,,3416000000.0,816000000.0,16044000000.0,23370000000.0,-630000000.0,1229000000.0,5578000000.0,16044000000.0,7326000000.0,6807000000.0,519000000.0,-630000000.0,-111000000.0,23370000000.0,719200000.0,719200000.0,764200000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q2YTD,2019-02-02,2019-08-02,,5.16,5.16,,4.85,-4815000000.0,4561000000.0,4561000000.0,,3709000000.0,852000000.0,31155000000.0,45278000000.0,-1323000000.0,2405000000.0,10649000000.0,31155000000.0,14123000000.0,13054000000.0,1069000000.0,-1323000000.0,-254000000.0,45278000000.0,719200000.0,719200000.0,764200000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q2TTM,2018-08-04,2019-08-02,,5.16,-1.44,,-1.7,-4903000000.0,3379000000.0,3379000000.0,,2436000000.0,943000000.0,64426000000.0,91601000000.0,-2568000000.0,4747000000.0,21384000000.0,64426000000.0,27175000000.0,26131000000.0,1044000000.0,-2568000000.0,-1524000000.0,91601000000.0,719200000.0,719200000.0,764200000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q1,2019-02-02,2019-05-03,2020-06-08 16:36:11+00:00,0.41,0.41,,0.38,-472000000.0,329000000.0,329000000.0,,293000000.0,36000000.0,15111000000.0,21908000000.0,-693000000.0,1176000000.0,5071000000.0,15111000000.0,6797000000.0,6247000000.0,550000000.0,-693000000.0,-143000000.0,21908000000.0,714600000.0,714600000.0,771100000.0
Dell Technologies Inc,DELL,,1571996,2020.0,Q1TTM,2018-05-05,2019-05-03,,0.41,-6.02,,-6.04,-567000000.0,-1314000000.0,-1314000000.0,,-1479000000.0,165000000.0,65201000000.0,91173000000.0,-2393000000.0,4693000000.0,20767000000.0,65201000000.0,25972000000.0,25460000000.0,512000000.0,-2393000000.0,-1881000000.0,91173000000.0,714600000.0,714600000.0,771100000.0
