company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
TITANIUM METALS CORP,TIE,,1011657,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 10:36:01+00:00,500000.0,,13100000.0,-1700000.0,20500000.0,,-1400000.0,-6600000.0,51800000.0,-1400000.0,-6600000.0,51800000.0,42100000.0,17300000.0,17300000.0,900000.0,-4200000.0,,,-2400000.0,-100000.0,-1300000.0,,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q4,2011-10-01,2011-12-31,,8800000.0,-200000.0,13100000.0,400000.0,-72300000.0,,-19000000.0,4800000.0,-27800000.0,-19000000.0,4800000.0,-27800000.0,-41600000.0,29700000.0,29700000.0,1700000.0,-500000.0,-15300000.0,-34700000.0,-21900000.0,100000.0,-3800000.0,61900000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,FY,2011-01-01,2011-12-31,2012-02-29 11:35:36+00:00,43100000.0,,50500000.0,-200000.0,-202300000.0,,-126100000.0,-67800000.0,-42000000.0,-126100000.0,-67800000.0,-42000000.0,-236100000.0,117200000.0,117200000.0,-7400000.0,-2500000.0,-45500000.0,-361300000.0,-54100000.0,,-80600000.0,350100000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q3TTM,2010-10-01,2011-09-30,,42400000.0,200000.0,50600000.0,-1500000.0,-154900000.0,,-107100000.0,-25400000.0,1000000.0,-107100000.0,-25400000.0,1000000.0,-133000000.0,111500000.0,111500000.0,-6200000.0,-2100000.0,-30200000.0,-369700000.0,-44500000.0,-100000.0,-76800000.0,390900000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q3,2011-07-01,2011-09-30,,12200000.0,200000.0,12800000.0,-3300000.0,-29600000.0,,-48900000.0,36000000.0,11500000.0,-48900000.0,36000000.0,11500000.0,-4700000.0,25800000.0,25800000.0,2500000.0,,-13200000.0,-60100000.0,-14900000.0,-100000.0,-35600000.0,111000000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-13 11:09:09+00:00,34300000.0,200000.0,37400000.0,-600000.0,-130000000.0,,-107100000.0,-72600000.0,-14200000.0,-107100000.0,-72600000.0,-14200000.0,-194500000.0,87500000.0,87500000.0,-9100000.0,-2000000.0,-30200000.0,-326600000.0,-32200000.0,-100000.0,-76800000.0,288200000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q2TTM,2010-07-01,2011-06-30,,42300000.0,,50900000.0,5300000.0,-134900000.0,,-58300000.0,-55100000.0,15600000.0,-58300000.0,-55100000.0,15600000.0,-92500000.0,107400000.0,107400000.0,-7800000.0,44900000.0,-17000000.0,-521400000.0,-35300000.0,-100000.0,-41200000.0,456700000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q2,2011-04-01,2011-06-30,,21000000.0,,12300000.0,200000.0,-62700000.0,,-58200000.0,88000000.0,-19500000.0,-58200000.0,88000000.0,-19500000.0,10500000.0,32000000.0,32000000.0,-1100000.0,,-17000000.0,-35800000.0,-9700000.0,,-41200000.0,133500000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-08 11:23:10+00:00,22100000.0,,24600000.0,2700000.0,-100400000.0,,-58200000.0,-108600000.0,-25700000.0,-58200000.0,-108600000.0,-25700000.0,-189800000.0,61700000.0,61700000.0,-11600000.0,-2000000.0,-17000000.0,-266500000.0,-17300000.0,,-41200000.0,177200000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q1TTM,2010-04-01,2011-03-31,,29100000.0,,51700000.0,2600000.0,-77700000.0,,-4900000.0,-189500000.0,63400000.0,-4900000.0,-189500000.0,63400000.0,-128400000.0,95300000.0,95300000.0,-5900000.0,1700000.0,-2200000.0,-485600000.0,-28800000.0,-100000.0,-2600000.0,323200000.0,
TITANIUM METALS CORP,TIE,,1011657,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 10:34:28+00:00,1100000.0,,12300000.0,2500000.0,-37700000.0,,,-196600000.0,-6200000.0,,-196600000.0,-6200000.0,-200300000.0,29700000.0,29700000.0,-10500000.0,-2000000.0,,-230700000.0,-7600000.0,,,43700000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q3TTM,2011-10-01,2012-09-30,,51000000.0,1000000.0,53900000.0,1300000.0,-261600000.0,246800000.0,43000000.0,-26500000.0,-96000000.0,43000000.0,-26500000.0,-96000000.0,-78200000.0,107500000.0,107500000.0,4200000.0,5200000.0,-54600000.0,-89300000.0,-75800000.0,-144000000.0,-5200000.0,133400000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q3,2012-07-01,2012-09-30,,10400000.0,1200000.0,13900000.0,-800000.0,-25300000.0,82600000.0,-2200000.0,-7600000.0,9600000.0,-2200000.0,-7600000.0,9600000.0,-1000000.0,19300000.0,19300000.0,1700000.0,,-13000000.0,-4600000.0,-26200000.0,-71800000.0,,23200000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-13 11:09:09+00:00,42200000.0,1200000.0,40800000.0,900000.0,-189300000.0,246800000.0,62000000.0,-31300000.0,-68200000.0,62000000.0,-31300000.0,-68200000.0,-36600000.0,77800000.0,77800000.0,2500000.0,5700000.0,-39300000.0,-54600000.0,-53900000.0,-144100000.0,-1400000.0,71500000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q2TTM,2011-07-01,2012-06-30,,52800000.0,,52800000.0,-1200000.0,-265900000.0,164200000.0,-3700000.0,17100000.0,-94100000.0,-3700000.0,17100000.0,-94100000.0,-81900000.0,114000000.0,114000000.0,5000000.0,5200000.0,-54800000.0,-144800000.0,-64500000.0,-72300000.0,-40800000.0,221200000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q2,2012-04-01,2012-06-30,,30300000.0,,13700000.0,500000.0,-89000000.0,101100000.0,48300000.0,-32200000.0,-44300000.0,48300000.0,-32200000.0,-44300000.0,-27700000.0,31400000.0,31400000.0,-400000.0,1900000.0,-13200000.0,-33600000.0,-18000000.0,-38200000.0,-1400000.0,17500000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-08 11:23:10+00:00,31800000.0,,26900000.0,1700000.0,-164000000.0,164200000.0,64200000.0,-23700000.0,-77800000.0,64200000.0,-23700000.0,-77800000.0,-35600000.0,58500000.0,58500000.0,800000.0,5700000.0,-26300000.0,-50000000.0,-27700000.0,-72300000.0,-1400000.0,48300000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q1TTM,2011-04-01,2012-03-31,,43500000.0,,51400000.0,-1500000.0,-239600000.0,63100000.0,-110200000.0,137300000.0,-69300000.0,-110200000.0,137300000.0,-69300000.0,-43700000.0,114600000.0,114600000.0,4300000.0,3300000.0,-58600000.0,-147000000.0,-56200000.0,-34100000.0,-80600000.0,337200000.0,
TITANIUM METALS CORP,TIE,,1011657,2012.0,Q1,2012-01-01,2012-03-31,2012-05-08 10:34:28+00:00,1500000.0,,13200000.0,1200000.0,-75000000.0,63100000.0,15900000.0,8500000.0,-33500000.0,15900000.0,8500000.0,-33500000.0,-7900000.0,27100000.0,27100000.0,1200000.0,3800000.0,-13100000.0,-16400000.0,-9700000.0,-34100000.0,,30800000.0,
