company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q3YTD,2016-01-01,2016-09-30,,26166000.0,9.27,9.27,9.1,76315000.0,246594000.0,246594000.0,246594000.0,781581000.0,1798558000.0,-8492000.0,89813000.0,4579000.0,544399000.0,781581000.0,1016977000.0,20619000.0,664957000.0,352020000.0,-29111000.0,322909000.0,1798558000.0,26400000.0,26375468.0,26888810.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q3TTM,2015-10-01,2016-09-30,,34188000.0,16.0,13.76,13.5,114455000.0,369945000.0,369945000.0,369945000.0,1064369000.0,2472093000.0,-8483000.0,120923000.0,10539000.0,721817000.0,1064369000.0,1407724000.0,27374000.0,887467000.0,520257000.0,-35857000.0,484400000.0,2472093000.0,26400000.0,26375468.0,26888810.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q2,2016-04-01,2016-06-30,2017-07-28 09:54:28+00:00,8655000.0,2.99,2.99,2.93,23584000.0,79588000.0,79588000.0,79588000.0,260710000.0,608286000.0,-8173000.0,30701000.0,2205000.0,187798000.0,260710000.0,347576000.0,6872000.0,229359000.0,118217000.0,-15045000.0,103172000.0,608286000.0,26600000.0,26631015.0,27143284.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q2YTD,2016-01-01,2016-06-30,,17079000.0,5.43,5.43,5.33,44323000.0,145262000.0,145262000.0,145262000.0,500477000.0,1147960000.0,-7889000.0,59674000.0,3085000.0,356719000.0,500477000.0,647483000.0,13452000.0,436557000.0,210926000.0,-21341000.0,189585000.0,1147960000.0,26600000.0,26631015.0,27143284.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q2TTM,2015-07-01,2016-06-30,,32868000.0,15.39,13.15,12.89,110525000.0,357474000.0,357474000.0,357474000.0,1047890000.0,2425649000.0,-7872000.0,120495000.0,11606000.0,709683000.0,1047890000.0,1377759000.0,27236000.0,874652000.0,503107000.0,-35108000.0,467999000.0,2425649000.0,26600000.0,26631015.0,27143284.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q1,2016-01-01,2016-03-31,2017-05-05 09:13:11+00:00,8424000.0,2.44,2.44,2.4,20739000.0,65674000.0,65674000.0,65674000.0,239767000.0,539674000.0,284000.0,28973000.0,880000.0,168921000.0,239767000.0,299907000.0,6580000.0,207198000.0,92709000.0,-6296000.0,86413000.0,539674000.0,26900000.0,26931293.0,27421019.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2016.0,Q1TTM,2015-04-01,2016-03-31,,31847000.0,15.19,12.95,12.69,111431000.0,355443000.0,355443000.0,355443000.0,1046325000.0,2399420000.0,334000.0,119588000.0,11121000.0,696693000.0,1046325000.0,1353095000.0,27306000.0,859249000.0,493846000.0,-26972000.0,466874000.0,2399420000.0,26900000.0,26931293.0,27421019.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2017.0,FY,2017-01-01,2017-12-31,2020-02-07 15:44:24+00:00,42671000.0,14.62,14.62,14.24,198250000.0,375972000.0,375972000.0,375972000.0,1149302000.0,2725053000.0,9868000.0,128308000.0,12772000.0,794861000.0,1149302000.0,1575751000.0,32785000.0,978612000.0,597139000.0,-22917000.0,574222000.0,2725053000.0,25700000.0,25713575.0,26393783.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2017.0,Q1,2017-01-01,2017-03-31,2018-05-04 09:42:12+00:00,10045000.0,3.57,3.57,3.48,21382000.0,92466000.0,92466000.0,92466000.0,251178000.0,594567000.0,6533000.0,31200000.0,1432000.0,185656000.0,251178000.0,343389000.0,7741000.0,228333000.0,115056000.0,-1208000.0,113848000.0,594567000.0,25900000.0,25932112.0,26586061.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,FY,2018-01-01,2018-12-31,2020-02-07 15:44:24+00:00,47524000.0,20.33,20.33,19.88,139247000.0,512611000.0,512611000.0,512611000.0,1251208000.0,2935586000.0,21808000.0,141071000.0,18420000.0,812802000.0,1251208000.0,1684378000.0,34511000.0,1019817000.0,664561000.0,-12703000.0,651858000.0,2935586000.0,25200000.0,25215674.0,25781324.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q4,2018-10-01,2018-12-31,,11963000.0,7.22,7.22,7.06,49268000.0,181186000.0,181186000.0,181186000.0,340357000.0,817923000.0,16013000.0,36205000.0,4464000.0,201653000.0,340357000.0,477566000.0,8840000.0,254285000.0,223281000.0,7173000.0,230454000.0,817923000.0,25200000.0,25215674.0,25781324.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q3,2018-07-01,2018-09-30,2019-11-08 11:08:00+00:00,11856000.0,5.04,5.04,4.93,33710000.0,126653000.0,126653000.0,126653000.0,315592000.0,734846000.0,1479000.0,34838000.0,2222000.0,202451000.0,315592000.0,419254000.0,9003000.0,251367000.0,167887000.0,-7524000.0,160363000.0,734846000.0,25100000.0,25126061.0,25683365.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q3YTD,2018-01-01,2018-09-30,,35561000.0,13.11,13.11,12.82,89979000.0,331425000.0,331425000.0,331425000.0,910851000.0,2117663000.0,5795000.0,104866000.0,13956000.0,611149000.0,910851000.0,1206812000.0,25671000.0,765532000.0,441280000.0,-19876000.0,421404000.0,2117663000.0,25100000.0,25126061.0,25683365.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q2,2018-04-01,2018-06-30,2019-08-02 10:01:38+00:00,11970000.0,4.41,4.41,4.31,32134000.0,111468000.0,111468000.0,111468000.0,309371000.0,721996000.0,1916000.0,35315000.0,7321000.0,208024000.0,309371000.0,412625000.0,8309000.0,262630000.0,149995000.0,-6393000.0,143602000.0,721996000.0,25300000.0,25299414.0,25867383.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q2YTD,2018-01-01,2018-06-30,,23705000.0,8.07,8.07,7.89,56269000.0,204772000.0,204772000.0,204772000.0,595259000.0,1382817000.0,4316000.0,70028000.0,11734000.0,408698000.0,595259000.0,787558000.0,16668000.0,514165000.0,273393000.0,-12352000.0,261041000.0,1382817000.0,25300000.0,25299414.0,25867383.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q1,2018-01-01,2018-03-31,2019-05-10 12:19:47+00:00,11735000.0,3.66,3.66,3.58,24135000.0,93304000.0,93304000.0,93304000.0,285888000.0,660821000.0,2400000.0,34713000.0,4413000.0,200674000.0,285888000.0,374933000.0,8359000.0,251535000.0,123398000.0,-5959000.0,117439000.0,660821000.0,25500000.0,25468323.0,26095647.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2018.0,Q1TTM,2017-04-01,2018-03-31,,44361000.0,14.71,14.71,14.34,201003000.0,376810000.0,376810000.0,376810000.0,1184012000.0,2791307000.0,5735000.0,131821000.0,15753000.0,809879000.0,1184012000.0,1607295000.0,33403000.0,1001814000.0,605481000.0,-27668000.0,577813000.0,2791307000.0,25500000.0,25468323.0,26095647.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q4,2019-10-01,2019-12-31,,12813000.0,7.91,7.91,7.79,38394000.0,192749000.0,192749000.0,192749000.0,345670000.0,843968000.0,1924000.0,35300000.0,4614000.0,206717000.0,345670000.0,498298000.0,9635000.0,259444000.0,238854000.0,-7711000.0,231143000.0,843968000.0,24600000.0,24567609.0,24974457.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,FY,2019-01-01,2019-12-31,2020-02-07 15:44:24+00:00,49690000.0,22.84,22.84,22.47,120285000.0,561109000.0,561109000.0,561109000.0,1267441000.0,3008652000.0,6177000.0,143950000.0,15760000.0,819183000.0,1267441000.0,1741211000.0,37411000.0,1028583000.0,712628000.0,-31234000.0,681394000.0,3008652000.0,24600000.0,24567609.0,24974457.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q3,2019-07-01,2019-09-30,2019-11-08 11:08:00+00:00,12329000.0,5.28,5.28,5.2,39964000.0,129395000.0,129395000.0,129395000.0,318810000.0,753866000.0,2005000.0,36015000.0,6732000.0,202826000.0,318810000.0,435056000.0,9800000.0,257902000.0,177154000.0,-7795000.0,169359000.0,753866000.0,24500000.0,24487268.0,24880179.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q3YTD,2019-01-01,2019-09-30,,36877000.0,14.93,14.93,14.68,81891000.0,368360000.0,368360000.0,368360000.0,921771000.0,2164684000.0,4253000.0,108650000.0,11146000.0,612466000.0,921771000.0,1242913000.0,27776000.0,769139000.0,473774000.0,-23523000.0,450251000.0,2164684000.0,24500000.0,24487268.0,24880179.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q3TTM,2018-10-01,2019-09-30,,48840000.0,22.15,22.15,21.74,131159000.0,549546000.0,549546000.0,549546000.0,1262128000.0,2982607000.0,20266000.0,144855000.0,15610000.0,814119000.0,1262128000.0,1720479000.0,36616000.0,1023424000.0,697055000.0,-16350000.0,680705000.0,2982607000.0,24500000.0,24487268.0,24880179.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q2,2019-04-01,2019-06-30,2019-08-02 10:01:38+00:00,12326000.0,5.15,5.15,5.06,28056000.0,127160000.0,127160000.0,127160000.0,311828000.0,731366000.0,1574000.0,36582000.0,2891000.0,205215000.0,311828000.0,419538000.0,8882000.0,257014000.0,162524000.0,-7308000.0,155216000.0,731366000.0,24700000.0,24698032.0,25118352.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q2YTD,2019-01-01,2019-06-30,,24548000.0,9.65,9.65,9.48,41927000.0,238965000.0,238965000.0,238965000.0,602961000.0,1410818000.0,2248000.0,72635000.0,4414000.0,409640000.0,602961000.0,807857000.0,17976000.0,511237000.0,296620000.0,-15728000.0,280892000.0,1410818000.0,24700000.0,24698032.0,25118352.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q2TTM,2018-07-01,2019-06-30,,48367000.0,21.91,21.91,21.47,124905000.0,546804000.0,546804000.0,546804000.0,1258910000.0,2963587000.0,19740000.0,143678000.0,11100000.0,813744000.0,1258910000.0,1704677000.0,35819000.0,1016889000.0,687788000.0,-16079000.0,671709000.0,2963587000.0,24700000.0,24698032.0,25118352.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 09:07:14+00:00,12222000.0,4.5,4.5,4.42,13871000.0,111805000.0,111805000.0,111805000.0,291133000.0,679452000.0,674000.0,36053000.0,1523000.0,204425000.0,291133000.0,388319000.0,9094000.0,254223000.0,134096000.0,-8420000.0,125676000.0,679452000.0,24800000.0,24851340.0,25310525.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2019.0,Q1TTM,2018-04-01,2019-03-31,,48011000.0,21.17,21.17,20.72,128983000.0,531112000.0,531112000.0,531112000.0,1256453000.0,2954217000.0,20082000.0,142411000.0,15530000.0,816553000.0,1256453000.0,1697764000.0,35246000.0,1022505000.0,675259000.0,-15164000.0,660095000.0,2954217000.0,24800000.0,24851340.0,25310525.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2020.0,Q1TTM,2019-04-01,2020-03-31,,51466000.0,22.42,22.42,22.08,126798000.0,547419000.0,547419000.0,547419000.0,1251061000.0,2978362000.0,8846000.0,142284000.0,16142000.0,813502000.0,1251061000.0,1727301000.0,38536000.0,1023394000.0,703907000.0,-29690000.0,674217000.0,2978362000.0,24000000.0,24027833.0,24353477.0
Mettler-Toledo International Inc,MTD,5493000BD5GJNUDIUG10,1037646,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 09:07:14+00:00,13998000.0,4.08,4.08,4.03,20384000.0,98115000.0,98115000.0,98115000.0,274753000.0,649162000.0,3343000.0,34387000.0,1905000.0,198744000.0,274753000.0,374409000.0,10219000.0,249034000.0,125375000.0,-6876000.0,118499000.0,649162000.0,24000000.0,24027833.0,24353477.0
