company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.48,1.48,0.9,1.45,208755000.0,144240000.0,144240000.0,144240000.0,,2133847000.0,2708955000.0,,-86783000.0,,269936000.0,2133847000.0,575108000.0,9715000.0,-29245000.0,183153000.0,391955000.0,-38960000.0,352995000.0,2708955000.0,96100000.0,96266000.0,97411000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 16:31:55+00:00,0.47,0.47,0.25,0.46,25448000.0,45154000.0,45154000.0,45154000.0,,554360000.0,712468000.0,,3646000.0,,70604000.0,554360000.0,158108000.0,13256000.0,,74250000.0,83858000.0,-13256000.0,70602000.0,712468000.0,96100000.0,96266000.0,97411000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.4,1.4,0.85,1.38,205477000.0,138454000.0,138454000.0,138454000.0,,2108067000.0,2661968000.0,,-85931000.0,,263876000.0,2108067000.0,553901000.0,2780000.0,-29245000.0,177945000.0,375956000.0,-32025000.0,343931000.0,2661968000.0,99100000.0,96598000.0,97729000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2012.0,Q1,2012-01-01,2012-03-31,2013-05-01 14:28:57+00:00,0.18,0.18,0.25,0.18,141583000.0,17844000.0,17844000.0,17844000.0,,526338000.0,671357000.0,,-92921000.0,,68830000.0,526338000.0,145019000.0,9683000.0,,-24091000.0,169110000.0,-9683000.0,159427000.0,671357000.0,99100000.0,96598000.0,97729000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 11:39:06+00:00,4.57,4.57,1.51,4.52,-17700000.0,441300000.0,441300000.0,441300000.0,,2797800000.0,3665300000.0,,59000000.0,,326600000.0,2797800000.0,867500000.0,,-58300000.0,385600000.0,481900000.0,-58300000.0,423600000.0,3665300000.0,96600000.0,96600000.0,96600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q4,2013-10-01,2013-12-31,,2.4,2.35,0.4,2.33,-133118000.0,228072000.0,228072000.0,228072000.0,,1005018000.0,1264423000.0,,36490000.0,,99994000.0,1005018000.0,259405000.0,,-27967000.0,136484000.0,122921000.0,-27967000.0,94954000.0,1264423000.0,96600000.0,96600000.0,96600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.17,2.22,1.11,2.19,115418000.0,213228000.0,213228000.0,213228000.0,,1792782000.0,2400877000.0,,22510000.0,,226606000.0,1792782000.0,608095000.0,,-30333000.0,249116000.0,358979000.0,-30333000.0,328646000.0,2400877000.0,96758000.0,96758000.0,96758000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3TTM,2012-10-01,2013-09-30,,2.77,2.82,1.36,2.78,141196000.0,270639000.0,270639000.0,270639000.0,,2360363000.0,3137479000.0,,26124000.0,,299453000.0,2360363000.0,777116000.0,-22939000.0,-62643000.0,325577000.0,451539000.0,-39704000.0,411835000.0,3137479000.0,96758000.0,96758000.0,96758000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 19:34:21+00:00,0.87,0.88,0.4,0.87,46250000.0,84682000.0,84682000.0,84682000.0,,617841000.0,845440000.0,,7721000.0,,77096000.0,617841000.0,227599000.0,,-11850000.0,84817000.0,142782000.0,-11850000.0,130932000.0,845440000.0,96758000.0,96758000.0,96758000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.3,1.34,0.71,1.32,69168000.0,128546000.0,128546000.0,128546000.0,,1174941000.0,1555437000.0,,14789000.0,,149510000.0,1174941000.0,380496000.0,,-18483000.0,164299000.0,216197000.0,-18483000.0,197714000.0,1555437000.0,96432000.0,96432000.0,96432000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.31,2.35,1.21,2.32,116637000.0,225748000.0,225748000.0,225748000.0,,2303443000.0,3015512000.0,,20364000.0,,290876000.0,2303443000.0,712069000.0,-22939000.0,-81383000.0,311240000.0,400829000.0,-58444000.0,342385000.0,3015512000.0,96432000.0,96432000.0,96432000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q2,2013-04-01,2013-06-30,2014-08-08 09:43:42+00:00,0.67,0.69,0.4,0.68,34713000.0,66252000.0,66252000.0,66252000.0,,604980000.0,800230000.0,,10828000.0,,74225000.0,604980000.0,195250000.0,,-9232000.0,85053000.0,110197000.0,-9232000.0,100965000.0,800230000.0,96432000.0,96432000.0,96432000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q1TTM,2012-04-01,2013-03-31,,2.11,2.13,1.06,2.1,107372000.0,204650000.0,204650000.0,204650000.0,,2252823000.0,2927750000.0,,13182000.0,,287255000.0,2252823000.0,674927000.0,-9683000.0,-72151000.0,300437000.0,374490000.0,-62468000.0,312022000.0,2927750000.0,96415000.0,96415000.0,96415000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 15:22:45+00:00,0.63,0.65,0.31,0.64,34455000.0,62294000.0,62294000.0,62294000.0,,569961000.0,755207000.0,,3961000.0,,75285000.0,569961000.0,185246000.0,,-9251000.0,79246000.0,106000000.0,-9251000.0,96749000.0,755207000.0,96415000.0,96415000.0,96415000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 15:25:18+00:00,3.99,3.99,1.6,3.99,221700000.0,392600000.0,392600000.0,392600000.0,,4623100000.0,5852600000.0,,57300000.0,,469500000.0,4623100000.0,1229500000.0,,-88400000.0,526800000.0,702700000.0,-88400000.0,614300000.0,5852600000.0,97000000.0,97000000.0,97000000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q4,2014-10-01,2014-12-31,,1.0,1.0,0.4,1.0,51600000.0,98500000.0,98500000.0,98500000.0,,1137000000.0,1434000000.0,,13300000.0,,110500000.0,1137000000.0,297000000.0,,-23100000.0,123800000.0,173200000.0,-23100000.0,150100000.0,1434000000.0,97000000.0,97000000.0,97000000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 12:31:11+00:00,1.06,1.06,0.4,1.06,60900000.0,104400000.0,104400000.0,104400000.0,,1198600000.0,1518900000.0,,12300000.0,,119600000.0,1198600000.0,320300000.0,,-23100000.0,131900000.0,188400000.0,-23100000.0,165300000.0,1518900000.0,97100000.0,97100000.0,97100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.99,2.99,1.2,2.99,170100000.0,294100000.0,294100000.0,294100000.0,,3486100000.0,4418600000.0,,44000000.0,,359000000.0,3486100000.0,932500000.0,,-65300000.0,403000000.0,529500000.0,-65300000.0,464200000.0,4418600000.0,97100000.0,97100000.0,97100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q3TTM,2013-10-01,2014-09-30,,5.39,5.34,1.6,5.32,36982000.0,522172000.0,522172000.0,522172000.0,,4491118000.0,5683023000.0,,80490000.0,,458994000.0,4491118000.0,1191905000.0,,-93267000.0,539484000.0,652421000.0,-93267000.0,559154000.0,5683023000.0,97100000.0,97100000.0,97100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.93,1.93,0.8,1.93,109200000.0,189700000.0,189700000.0,189700000.0,,2287500000.0,2899700000.0,,31700000.0,,239400000.0,2287500000.0,612200000.0,,-42200000.0,271100000.0,341100000.0,-42200000.0,298900000.0,2899700000.0,96900000.0,96900000.0,96900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2TTM,2013-07-01,2014-06-30,,5.2,5.16,1.6,5.13,22332000.0,502454000.0,502454000.0,502454000.0,,3910359000.0,5009563000.0,,75911000.0,,416490000.0,3910359000.0,1099204000.0,,-82017000.0,492401000.0,606803000.0,-82017000.0,524786000.0,5009563000.0,96900000.0,96900000.0,96900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 09:56:21+00:00,1.01,1.01,0.4,1.01,59200000.0,99600000.0,99600000.0,99600000.0,,1157600000.0,1468400000.0,,7700000.0,,122900000.0,1157600000.0,310800000.0,,-21400000.0,130600000.0,180200000.0,-21400000.0,158800000.0,1468400000.0,96900000.0,96900000.0,96900000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q1TTM,2013-04-01,2014-03-31,,4.86,4.84,1.6,4.8,-2155000.0,469106000.0,469106000.0,469106000.0,,3357739000.0,4341393000.0,,79039000.0,,367815000.0,3357739000.0,983654000.0,,-69849000.0,446854000.0,536800000.0,-69849000.0,466951000.0,4341393000.0,96800000.0,96800000.0,96800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2014.0,Q1,2014-01-01,2014-03-31,2015-05-08 12:45:56+00:00,0.92,0.92,0.4,0.92,50000000.0,90100000.0,90100000.0,90100000.0,,1129900000.0,1431300000.0,,24000000.0,,116500000.0,1129900000.0,301400000.0,,-20800000.0,140500000.0,160900000.0,-20800000.0,140100000.0,1431300000.0,96800000.0,96800000.0,96800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,FY,2015-01-01,2015-12-31,2018-02-28 10:17:01+00:00,4.47,4.47,2.2,4.47,227700000.0,436800000.0,436800000.0,436800000.0,,4533700000.0,5741700000.0,,,,458000000.0,4533700000.0,1208000000.0,,-85500000.0,458000000.0,750000000.0,-85500000.0,664500000.0,5741700000.0,96600000.0,96600000.0,96600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q4,2015-10-01,2015-12-31,,1.08,1.08,0.55,1.08,49300000.0,104200000.0,104200000.0,104200000.0,,1105900000.0,1390900000.0,,-2600000.0,,111700000.0,1105900000.0,285000000.0,,-22400000.0,109100000.0,175900000.0,-22400000.0,153500000.0,1390900000.0,96600000.0,96600000.0,96600000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3,2015-07-01,2015-09-30,2016-11-04 10:32:35+00:00,1.31,1.31,0.55,1.31,69900000.0,127800000.0,127800000.0,127800000.0,0.0,1142500000.0,1470800000.0,,,,108900000.0,1142500000.0,328300000.0,,-21700000.0,108900000.0,219400000.0,-21700000.0,197700000.0,1470800000.0,96500000.0,96500000.0,96500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3YTD,2015-01-01,2015-09-30,,3.39,3.39,1.65,3.39,178400000.0,332600000.0,332600000.0,332600000.0,,3427800000.0,4350800000.0,,2600000.0,,346300000.0,3427800000.0,923000000.0,,-63100000.0,348900000.0,574100000.0,-63100000.0,511000000.0,4350800000.0,96500000.0,96500000.0,96500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q3TTM,2014-10-01,2015-09-30,,4.39,4.39,2.05,4.39,230000000.0,431100000.0,431100000.0,431100000.0,,4564800000.0,5784800000.0,,15900000.0,,456800000.0,4564800000.0,1220000000.0,,-86200000.0,472700000.0,747300000.0,-86200000.0,661100000.0,5784800000.0,96500000.0,96500000.0,96500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2,2015-04-01,2015-06-30,2016-08-05 12:09:30+00:00,1.16,1.16,0.55,1.16,61400000.0,114000000.0,114000000.0,114000000.0,,1136600000.0,1454300000.0,,,,120100000.0,1136600000.0,317700000.0,,-22200000.0,120100000.0,197600000.0,-22200000.0,175400000.0,1454300000.0,96800000.0,96800000.0,96800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2YTD,2015-01-01,2015-06-30,,2.08,2.08,1.1,2.08,108500000.0,204800000.0,204800000.0,204800000.0,,2285300000.0,2880000000.0,,2600000.0,,237400000.0,2285300000.0,594700000.0,,-41400000.0,240000000.0,354700000.0,-41400000.0,313300000.0,2880000000.0,96800000.0,96800000.0,96800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q2TTM,2014-07-01,2015-06-30,,4.14,4.14,1.9,4.14,221000000.0,407700000.0,407700000.0,407700000.0,,4620900000.0,5832900000.0,,28200000.0,,467500000.0,4620900000.0,1212000000.0,,-87600000.0,495700000.0,716300000.0,-87600000.0,628700000.0,5832900000.0,96800000.0,96800000.0,96800000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q1,2015-01-01,2015-03-31,2016-05-06 16:24:52+00:00,0.92,0.92,0.55,0.92,47100000.0,90800000.0,90800000.0,90800000.0,,1148700000.0,1425700000.0,,2600000.0,,117300000.0,1148700000.0,277000000.0,,-19200000.0,119900000.0,157100000.0,-19200000.0,137900000.0,1425700000.0,97100000.0,97100000.0,97100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2015.0,Q1TTM,2014-04-01,2015-03-31,,3.99,3.99,1.75,3.99,218800000.0,393300000.0,393300000.0,393300000.0,,4641900000.0,5847000000.0,,35900000.0,,470300000.0,4641900000.0,1205100000.0,,-86800000.0,506200000.0,698900000.0,-86800000.0,612100000.0,5847000000.0,97100000.0,97100000.0,97100000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 11:53:23+00:00,4.76,4.76,2.36,4.75,238900000.0,449600000.0,449600000.0,449600000.0,,4502900000.0,5779000000.0,,,,492800000.0,4502900000.0,1276100000.0,94800000.0,,492800000.0,783300000.0,-94800000.0,688500000.0,5779000000.0,93500000.0,93500000.0,93500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q4,2016-10-01,2016-12-31,,1.17,1.17,0.63,1.17,57900000.0,110700000.0,110700000.0,110700000.0,,1149100000.0,1476600000.0,,,,131600000.0,1149100000.0,327500000.0,94800000.0,67500000.0,131600000.0,195900000.0,-27300000.0,168600000.0,1476600000.0,93500000.0,93500000.0,93500000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q3,2016-07-01,2016-09-30,2017-11-03 11:15:16+00:00,1.27,1.27,0.63,1.26,63700000.0,119300000.0,119300000.0,119300000.0,,1154500000.0,1484000000.0,,,,123100000.0,1154500000.0,329500000.0,,-23400000.0,123100000.0,206400000.0,-23400000.0,183000000.0,1484000000.0,93400000.0,93400000.0,93400000.0
Packaging Corp of America,PKG,549300XZP8MFZFY8TJ84,75677,2016.0,Q3YTD,2016-01-01,2016-09-30,,3.59,3.59,1.73,3.58,181000000.0,338900000.0,338900000.0,338900000.0,,3353800000.0,4302400000.0,,,,361200000.0,3353800000.0,948600000.0,,-67500000.0,361200000.0,587400000.0,-67500000.0,519900000.0,4302400000.0,93400000.0,93400000.0,93400000.0
