company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
RS Legacy Corp,RSH,,96289,2011.0,Q4,2011-10-01,2011-12-31,,,4100000.0,92100000.0,29200000.0,21400000.0,-29300000.0,,32800000.0,-13600000.0,-17300000.0,-45100000.0,-13600000.0,-17300000.0,-45100000.0,-76000000.0,11900000.0,11900000.0,-53200000.0,3400000.0,2000000.0,,-49600000.0,-19200000.0,11700000.0,-11900000.0,-100000.0
RS Legacy Corp,RSH,,96289,2011.0,FY,2011-01-01,2011-12-31,2014-03-04 07:09:39+00:00,,16300000.0,92100000.0,29200000.0,83100000.0,33900000.0,,355300000.0,-115500000.0,-80100000.0,217900000.0,-115500000.0,-80100000.0,217900000.0,22300000.0,72200000.0,72200000.0,12400000.0,6000000.0,2000000.0,,-49600000.0,-82100000.0,-313900000.0,-113300000.0,0.0
RS Legacy Corp,RSH,,96289,2011.0,Q3TTM,2010-10-01,2011-09-30,,,16100000.0,272700000.0,26600000.0,82100000.0,-23800000.0,,330000000.0,-217600000.0,-96200000.0,261200000.0,-217600000.0,-96200000.0,261200000.0,-52600000.0,117300000.0,117300000.0,69500000.0,4200000.0,100000.0,,-26500000.0,-96300000.0,-325100000.0,-200200000.0,
RS Legacy Corp,RSH,,96289,2011.0,Q3,2011-07-01,2011-09-30,,,4300000.0,,,21100000.0,19900000.0,,-12600000.0,-24700000.0,-21300000.0,161500000.0,-24700000.0,-21300000.0,161500000.0,115500000.0,300000.0,300000.0,115900000.0,500000.0,,,,-21400000.0,-12600000.0,,100000.0
RS Legacy Corp,RSH,,96289,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-25 16:09:02+00:00,,12200000.0,,,61700000.0,63200000.0,,322500000.0,-101900000.0,-62800000.0,263000000.0,-101900000.0,-62800000.0,263000000.0,98300000.0,60300000.0,60300000.0,65600000.0,2600000.0,,,,-62900000.0,-325600000.0,-101400000.0,100000.0
RS Legacy Corp,RSH,,96289,2011.0,Q2TTM,2010-07-01,2011-06-30,,,15600000.0,272700000.0,26600000.0,81400000.0,-4000000.0,,337400000.0,-497500000.0,-95900000.0,214500000.0,-497500000.0,-95900000.0,214500000.0,-378900000.0,163000000.0,163000000.0,-41500000.0,4800000.0,100000.0,,-26500000.0,-95900000.0,-313000000.0,-500200000.0,-100000.0
RS Legacy Corp,RSH,,96289,2011.0,Q2,2011-04-01,2011-06-30,,,4000000.0,,,20400000.0,-92200000.0,,318400000.0,212300000.0,-27000000.0,40700000.0,212300000.0,-27000000.0,40700000.0,226000000.0,24900000.0,24900000.0,83600000.0,1500000.0,,,,-27000000.0,-6200000.0,-101400000.0,
RS Legacy Corp,RSH,,96289,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-25 06:48:41+00:00,,7900000.0,,,40600000.0,43300000.0,,335100000.0,-77200000.0,-41500000.0,101500000.0,-77200000.0,-41500000.0,101500000.0,-17200000.0,60000000.0,60000000.0,-50300000.0,2100000.0,0.0,,0.0,-41500000.0,-313000000.0,-101400000.0,
RS Legacy Corp,RSH,,96289,2011.0,Q1TTM,2010-04-01,2011-03-31,,,15300000.0,272700000.0,26600000.0,82300000.0,57400000.0,,24200000.0,-693800000.0,-82200000.0,230400000.0,-693800000.0,-82200000.0,230400000.0,-545600000.0,191100000.0,191100000.0,-115700000.0,3500000.0,100000.0,,-26500000.0,-82300000.0,-296200000.0,-398800000.0,
RS Legacy Corp,RSH,,96289,2011.0,Q1,2011-01-01,2011-03-31,2011-04-25 07:08:19+00:00,,3900000.0,,,20200000.0,135500000.0,,16700000.0,-289500000.0,-14500000.0,60800000.0,-289500000.0,-14500000.0,60800000.0,-243200000.0,35100000.0,35100000.0,-133900000.0,600000.0,,,,-14500000.0,-306800000.0,,
RS Legacy Corp,RSH,,96289,2012.0,Q4,2012-10-01,2012-12-31,,,3500000.0,-107600000.0,38200000.0,20000000.0,-71600000.0,,51500000.0,88300000.0,-23300000.0,-75400000.0,88300000.0,-23300000.0,-75400000.0,-10400000.0,-63300000.0,-63300000.0,36000000.0,,,,,-23300000.0,36800000.0,,
RS Legacy Corp,RSH,,96289,2012.0,FY,2012-01-01,2012-12-31,2014-12-12 16:07:18+00:00,,16300000.0,-107600000.0,38200000.0,80700000.0,-34000000.0,,201500000.0,81200000.0,-94200000.0,-43000000.0,81200000.0,-94200000.0,-43000000.0,-56000000.0,-139400000.0,-139400000.0,33400000.0,0.0,-26400000.0,,-24900000.0,-67800000.0,-95400000.0,0.0,0.0
RS Legacy Corp,RSH,,96289,2012.0,Q3TTM,2011-10-01,2012-09-30,,,16900000.0,92100000.0,29200000.0,82100000.0,8300000.0,,182800000.0,-20700000.0,-88200000.0,-12700000.0,-20700000.0,-88200000.0,-12700000.0,-121600000.0,-64200000.0,-64200000.0,-55800000.0,3400000.0,-24400000.0,,-74500000.0,-63700000.0,-120500000.0,-11900000.0,-100000.0
RS Legacy Corp,RSH,,96289,2012.0,Q3,2012-07-01,2012-09-30,,,4100000.0,,,19700000.0,-6800000.0,,150000000.0,35700000.0,-16800000.0,9500000.0,35700000.0,-16800000.0,9500000.0,28400000.0,-47100000.0,-47100000.0,39600000.0,,,,,-16800000.0,-114300000.0,,
RS Legacy Corp,RSH,,96289,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-22 19:57:09+00:00,,12800000.0,,,60700000.0,37600000.0,,150000000.0,-7100000.0,-70900000.0,32400000.0,-7100000.0,-70900000.0,32400000.0,-45600000.0,-76100000.0,-76100000.0,-2600000.0,0.0,-26400000.0,,-24900000.0,-44500000.0,-132200000.0,0.0,
RS Legacy Corp,RSH,,96289,2012.0,Q2TTM,2011-07-01,2012-06-30,,,17100000.0,92100000.0,29200000.0,83500000.0,35000000.0,,20200000.0,-81100000.0,-92700000.0,139300000.0,-81100000.0,-92700000.0,139300000.0,-34500000.0,-16800000.0,-16800000.0,20500000.0,3900000.0,-24400000.0,,-74500000.0,-68300000.0,-18800000.0,-11900000.0,
RS Legacy Corp,RSH,,96289,2012.0,Q2,2012-04-01,2012-06-30,,,4400000.0,,,20100000.0,-35100000.0,,,-8200000.0,-14900000.0,-25600000.0,-8200000.0,-14900000.0,-25600000.0,-48700000.0,-21000000.0,-21000000.0,6000000.0,,1600000.0,,-12500000.0,-16500000.0,4300000.0,,
RS Legacy Corp,RSH,,96289,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-23 17:01:52+00:00,,8700000.0,,,41000000.0,44400000.0,,,-42800000.0,-54100000.0,22900000.0,-42800000.0,-54100000.0,22900000.0,-74000000.0,-29000000.0,-29000000.0,-42200000.0,,-26400000.0,,-24900000.0,-27700000.0,-17900000.0,,0.0
RS Legacy Corp,RSH,,96289,2012.0,Q1TTM,2011-04-01,2012-03-31,,,16700000.0,92100000.0,29200000.0,83800000.0,-22100000.0,,338600000.0,139400000.0,-104800000.0,205600000.0,139400000.0,-104800000.0,205600000.0,240200000.0,29100000.0,29100000.0,98100000.0,5400000.0,-26000000.0,,-62000000.0,-78800000.0,-29300000.0,-113300000.0,
RS Legacy Corp,RSH,,96289,2012.0,Q1,2012-01-01,2012-03-31,2013-04-24 16:12:22+00:00,,4300000.0,,,20900000.0,79500000.0,,,-34600000.0,-39200000.0,48500000.0,-34600000.0,-39200000.0,48500000.0,-25300000.0,-8000000.0,-8000000.0,-48200000.0,,-28000000.0,,-12400000.0,-11200000.0,-22200000.0,,0.0
RS Legacy Corp,RSH,,96289,2013.0,Q4,2013-10-01,2013-12-31,,,200000.0,-53300000.0,47700000.0,16700000.0,-57300000.0,,289200000.0,51500000.0,-48300000.0,-139800000.0,51500000.0,-48300000.0,-139800000.0,-136600000.0,-191400000.0,-191400000.0,92000000.0,,-32600000.0,,,-15700000.0,-237700000.0,,
RS Legacy Corp,RSH,,96289,2013.0,FY,2013-01-01,2013-12-31,2014-03-04 07:09:39+00:00,,7300000.0,-53300000.0,47700000.0,71600000.0,307900000.0,,289200000.0,-313500000.0,-78200000.0,35800000.0,-313500000.0,-78200000.0,35800000.0,-355900000.0,-400200000.0,-400200000.0,49200000.0,0.0,-42400000.0,,0.0,-42300000.0,-602700000.0,0.0,6500000.0
RS Legacy Corp,RSH,,96289,2013.0,Q3TTM,2012-10-01,2013-09-30,,,10600000.0,-107600000.0,38200000.0,74900000.0,293600000.0,,51500000.0,-276700000.0,-53200000.0,100200000.0,-276700000.0,-53200000.0,100200000.0,-229700000.0,-272100000.0,-272100000.0,-6800000.0,,-9800000.0,,,-49900000.0,-328200000.0,,6500000.0
RS Legacy Corp,RSH,,96289,2013.0,Q3,2013-07-01,2013-09-30,,,7100000.0,,,54900000.0,365200000.0,,,-365000000.0,-29900000.0,175600000.0,-365000000.0,-29900000.0,175600000.0,-219300000.0,-208800000.0,-208800000.0,-42800000.0,,-9800000.0,,,-26600000.0,-365000000.0,,6500000.0
RS Legacy Corp,RSH,,96289,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-10-22 07:16:47+00:00,,7100000.0,,,54900000.0,365200000.0,,0.0,-365000000.0,-29900000.0,175600000.0,-365000000.0,-29900000.0,175600000.0,-219300000.0,-208800000.0,-208800000.0,-42800000.0,,-9800000.0,,0.0,-26600000.0,-365000000.0,,6500000.0
RS Legacy Corp,RSH,,96289,2013.0,Q2TTM,2012-07-01,2013-06-30,,,13800000.0,-107600000.0,38200000.0,77400000.0,83600000.0,,201500000.0,-28300000.0,-54500000.0,-2900000.0,-28300000.0,-54500000.0,-2900000.0,-85700000.0,-206800000.0,-206800000.0,29100000.0,,-9200000.0,,,-51800000.0,-229800000.0,,6500000.0
RS Legacy Corp,RSH,,96289,2013.0,Q2,2013-04-01,2013-06-30,,,6200000.0,,,37700000.0,162000000.0,,,-152300000.0,-14400000.0,63000000.0,-152300000.0,-14400000.0,63000000.0,-103700000.0,-96400000.0,-96400000.0,-46500000.0,,-9200000.0,,,-11700000.0,-152300000.0,,6500000.0
RS Legacy Corp,RSH,,96289,2014.0,Q3TTM,2013-10-01,2013-10-31,,,6200000.0,-53300000.0,47700000.0,70300000.0,333600000.0,,289200000.0,-304000000.0,-49300000.0,106700000.0,-304000000.0,-49300000.0,106700000.0,-243200000.0,-407500000.0,-407500000.0,104100000.0,,-7400000.0,3400000.0,,-48300000.0,-593200000.0,,6400000.0
RS Legacy Corp,RSH,,96289,2014.0,Q3,2013-08-01,2013-10-31,,,100000.0,,,16900000.0,212700000.0,,,-272000000.0,14700000.0,110600000.0,-272000000.0,14700000.0,110600000.0,-143300000.0,-135900000.0,-135900000.0,16800000.0,,30800000.0,3400000.0,,-16000000.0,-272000000.0,,-100000.0
RS Legacy Corp,RSH,,96289,2014.0,Q3YTD,2013-02-01,2013-10-31,2014-12-11 07:21:01+00:00,,6000000.0,,,53600000.0,390900000.0,,0.0,-355500000.0,-1000000.0,246500000.0,-355500000.0,-1000000.0,246500000.0,-106600000.0,-216100000.0,-216100000.0,12100000.0,,25200000.0,3400000.0,,-32600000.0,-355500000.0,,6400000.0
RS Legacy Corp,RSH,,96289,2014.0,Q2TTM,2013-07-01,2013-07-31,,,13200000.0,-53300000.0,47700000.0,108300000.0,486100000.0,,289200000.0,-397000000.0,-93900000.0,171700000.0,-397000000.0,-93900000.0,171700000.0,-319200000.0,-480400000.0,-480400000.0,44500000.0,,-48000000.0,,,-58900000.0,-686200000.0,,13000000.0
RS Legacy Corp,RSH,,96289,2014.0,Q2,2013-05-01,2013-07-31,,,2700000.0,,,17500000.0,85400000.0,,,-10400000.0,-11300000.0,59000000.0,-10400000.0,-11300000.0,59000000.0,37300000.0,-52200000.0,-52200000.0,5600000.0,,-100000.0,,,-11400000.0,-10400000.0,,200000.0
RS Legacy Corp,RSH,,96289,2014.0,Q2YTD,2013-02-01,2013-07-31,2014-09-11 07:15:47+00:00,,5900000.0,,,36700000.0,178200000.0,,0.0,-83500000.0,-15700000.0,135900000.0,-83500000.0,-15700000.0,135900000.0,36700000.0,-80200000.0,-80200000.0,-4700000.0,,-5600000.0,,,-16600000.0,-83500000.0,,6500000.0
RS Legacy Corp,RSH,,96289,2014.0,Q1TTM,2013-04-01,2013-04-30,,,10500000.0,-53300000.0,47700000.0,90800000.0,400700000.0,,289200000.0,-386600000.0,-82600000.0,112700000.0,-386600000.0,-82600000.0,112700000.0,-356500000.0,-428200000.0,-428200000.0,38900000.0,,-47900000.0,,,-47500000.0,-675800000.0,,12800000.0
RS Legacy Corp,RSH,,96289,2014.0,Q1,2013-02-02,2013-04-30,2014-06-10 07:14:35+00:00,,3200000.0,,,19200000.0,92800000.0,,,-73100000.0,-4400000.0,76900000.0,-73100000.0,-4400000.0,76900000.0,-600000.0,-28000000.0,-28000000.0,-10300000.0,,-5500000.0,,,-5200000.0,-73100000.0,,6300000.0
RS Legacy Corp,RSH,,96289,2015.0,Q3,2014-08-03,2014-11-01,,,1900000.0,,,-75200000.0,214800000.0,,503000000.0,142000000.0,-11300000.0,-117900000.0,142000000.0,-11300000.0,-117900000.0,12800000.0,-161100000.0,-161100000.0,-98300000.0,,200000.0,,,-11500000.0,-361000000.0,,
RS Legacy Corp,RSH,,96289,2015.0,Q3YTD,2014-02-02,2014-11-01,2014-12-11 07:21:01+00:00,,2800000.0,,,-44500000.0,251700000.0,,667800000.0,213300000.0,-36700000.0,-242900000.0,213300000.0,-36700000.0,-242900000.0,-66300000.0,-396800000.0,-396800000.0,-56100000.0,,3100000.0,,,-39800000.0,-454500000.0,,0.0
RS Legacy Corp,RSH,,96289,2015.0,Q2,2014-05-04,2014-08-02,,,400000.0,,,15200000.0,4200000.0,,164800000.0,71300000.0,-15400000.0,-87200000.0,71300000.0,-15400000.0,-87200000.0,-31300000.0,-137400000.0,-137400000.0,30400000.0,,,,,-15400000.0,-93500000.0,,
RS Legacy Corp,RSH,,96289,2015.0,Q2YTD,2014-02-02,2014-08-02,2014-09-11 07:15:47+00:00,,900000.0,,,30700000.0,36900000.0,,164800000.0,71300000.0,-25400000.0,-125000000.0,71300000.0,-25400000.0,-125000000.0,-79100000.0,-235700000.0,-235700000.0,42200000.0,,2900000.0,,,-28300000.0,-93500000.0,,0.0
RS Legacy Corp,RSH,,96289,2015.0,Q1,2014-02-02,2014-05-03,2014-06-10 07:14:35+00:00,,500000.0,,,15500000.0,32700000.0,,,,-10000000.0,-37800000.0,0.0,-10000000.0,-37800000.0,-47800000.0,-98300000.0,-98300000.0,11800000.0,,2900000.0,,,-12900000.0,0.0,,0.0
