company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,extraordinaryincome,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,preferreddividends,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q3TTM,2010-10-01,2011-09-30,,437000000.0,2.17,2.17,,2.16,,1102000000.0,3529000000.0,605000000.0,274000000.0,2785000000.0,2796000000.0,-21000000.0,2689000000.0,101000000.0,2924000000.0,1432000000.0,1283000000.0,,10000000.0,-5000000.0,,,,2532000000.0,10737000000.0,424000000.0,,-44000000.0,230000000.0,5761000000.0,605000000.0,3529000000.0,11090000000.0,12020000000.0,3898000000.0,14944000000.0,,1228300000.0,1214126000.0,1215527000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 16:32:27+00:00,108000000.0,0.59,0.59,,0.59,,277000000.0,887000000.0,156000000.0,73000000.0,757000000.0,757000000.0,,735000000.0,22000000.0,731000000.0,364000000.0,270000000.0,,,,,,,573000000.0,2786000000.0,109000000.0,,,63000000.0,1463000000.0,156000000.0,887000000.0,2753000000.0,3056000000.0,1034000000.0,3787000000.0,,1245800000.0,1230406000.0,1233710000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q2YTD,2011-01-01,2011-06-30,,216000000.0,1.09,1.09,,1.09,,556000000.0,1735000000.0,306000000.0,129000000.0,1427000000.0,1427000000.0,,1360000000.0,67000000.0,1429000000.0,723000000.0,762000000.0,,,,,,,1313000000.0,5354000000.0,220000000.0,,,74000000.0,2887000000.0,306000000.0,1735000000.0,5562000000.0,6116000000.0,1983000000.0,7545000000.0,,1245800000.0,1230406000.0,1233710000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q2TTM,2010-07-01,2011-06-30,,442000000.0,2.15,2.15,,2.14,,1041000000.0,3460000000.0,593000000.0,280000000.0,2732000000.0,2746000000.0,-24000000.0,2666000000.0,71000000.0,2867000000.0,1425000000.0,1301000000.0,,10000000.0,-5000000.0,,,,2552000000.0,10549000000.0,418000000.0,,-44000000.0,209000000.0,5648000000.0,593000000.0,3460000000.0,10974000000.0,11850000000.0,3787000000.0,14717000000.0,,1245800000.0,1230406000.0,1233710000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 16:32:08+00:00,108000000.0,0.5,0.5,,0.5,,279000000.0,848000000.0,150000000.0,56000000.0,670000000.0,670000000.0,,625000000.0,45000000.0,698000000.0,359000000.0,492000000.0,,,,,,,740000000.0,2568000000.0,111000000.0,,,11000000.0,1424000000.0,150000000.0,848000000.0,2809000000.0,3060000000.0,949000000.0,3758000000.0,,1250000000.0,1234076000.0,1238284000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2011.0,Q1TTM,2010-04-01,2011-03-31,,432000000.0,2.1,2.1,,2.09,,1068000000.0,3435000000.0,577000000.0,275000000.0,2667000000.0,2691000000.0,-24000000.0,2589000000.0,83000000.0,2858000000.0,1366000000.0,1336000000.0,,,-5000000.0,,,,2468000000.0,10045000000.0,399000000.0,,-24000000.0,145000000.0,5419000000.0,577000000.0,3435000000.0,10504000000.0,11381000000.0,3759000000.0,14239000000.0,,1250000000.0,1234076000.0,1238284000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:38:15+00:00,384000000.0,2.03,2.03,,2.03,,842000000.0,3507000000.0,534000000.0,275000000.0,2515000000.0,2515000000.0,,2389000000.0,73000000.0,2973000000.0,1448000000.0,854000000.0,,,35000000.0,,,113000000.0,2409000000.0,10594000000.0,421000000.0,18000000.0,-80000000.0,559000000.0,5761000000.0,534000000.0,3507000000.0,11257000000.0,11561000000.0,3357000000.0,14534000000.0,,1176800000.0,1176485000.0,1178430000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q4,2012-10-01,2012-12-31,,96000000.0,0.12,0.51,,0.51,,270000000.0,843000000.0,118000000.0,88000000.0,638000000.0,638000000.0,,592000000.0,-2000000.0,725000000.0,389000000.0,36000000.0,110000000.0,,35000000.0,,,-682000000.0,619000000.0,3461000000.0,108000000.0,13000000.0,-61000000.0,46000000.0,1457000000.0,118000000.0,843000000.0,2803000000.0,2815000000.0,908000000.0,3540000000.0,,1176800000.0,1176485000.0,1178430000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3,2012-07-01,2012-09-30,2013-11-08 16:55:48+00:00,95000000.0,0.61,0.61,,0.61,,225000000.0,877000000.0,128000000.0,60000000.0,750000000.0,750000000.0,,720000000.0,25000000.0,749000000.0,357000000.0,204000000.0,,,,0.0,,22000000.0,597000000.0,2675000000.0,109000000.0,5000000.0,-5000000.0,26000000.0,1436000000.0,128000000.0,877000000.0,2680000000.0,2901000000.0,975000000.0,3650000000.0,,1180300000.0,1169674000.0,1171534000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3YTD,2012-01-01,2012-09-30,,288000000.0,1.91,1.52,,1.52,,572000000.0,2664000000.0,416000000.0,187000000.0,1877000000.0,1877000000.0,,1797000000.0,75000000.0,2248000000.0,1059000000.0,818000000.0,-110000000.0,,,,,795000000.0,1790000000.0,7133000000.0,313000000.0,5000000.0,-19000000.0,513000000.0,4304000000.0,416000000.0,2664000000.0,8454000000.0,8746000000.0,2449000000.0,10994000000.0,,1180300000.0,1169674000.0,1171534000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q3TTM,2011-10-01,2012-09-30,,394000000.0,2.32,1.93,,1.93,,783000000.0,3589000000.0,561000000.0,262000000.0,2355000000.0,2355000000.0,,2302000000.0,48000000.0,3028000000.0,1431000000.0,1012000000.0,-110000000.0,,,,,795000000.0,2506000000.0,9632000000.0,409000000.0,5000000.0,4000000.0,527000000.0,5686000000.0,561000000.0,3589000000.0,11215000000.0,11439000000.0,3138000000.0,14467000000.0,,1180300000.0,1169674000.0,1171534000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 16:33:51+00:00,97000000.0,0.78,0.39,,0.39,,93000000.0,875000000.0,141000000.0,71000000.0,496000000.0,496000000.0,,458000000.0,38000000.0,734000000.0,350000000.0,230000000.0,,,,0.0,,28000000.0,604000000.0,2596000000.0,103000000.0,0.0,-19000000.0,378000000.0,1415000000.0,141000000.0,875000000.0,3018000000.0,2854000000.0,589000000.0,3588000000.0,,587200000.0,1181350000.0,1182985000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2YTD,2012-01-01,2012-06-30,,193000000.0,1.3,0.91,,0.91,,347000000.0,1787000000.0,288000000.0,127000000.0,1127000000.0,1127000000.0,,1077000000.0,50000000.0,1499000000.0,702000000.0,614000000.0,-110000000.0,,,,,773000000.0,1193000000.0,4458000000.0,204000000.0,,-14000000.0,487000000.0,2868000000.0,288000000.0,1787000000.0,5774000000.0,5845000000.0,1474000000.0,7344000000.0,,587200000.0,1181350000.0,1182985000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q2TTM,2011-07-01,2012-06-30,,405000000.0,2.24,1.85,,1.85,,839000000.0,3640000000.0,586000000.0,259000000.0,2269000000.0,2269000000.0,,2233000000.0,36000000.0,3054000000.0,1418000000.0,1006000000.0,-110000000.0,,,,,773000000.0,2492000000.0,9646000000.0,400000000.0,,-13000000.0,593000000.0,5707000000.0,586000000.0,3640000000.0,11274000000.0,11425000000.0,3108000000.0,14479000000.0,,587200000.0,1181350000.0,1182985000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 07:11:03+00:00,96000000.0,0.52,0.52,,0.52,,254000000.0,912000000.0,147000000.0,56000000.0,631000000.0,631000000.0,,619000000.0,12000000.0,765000000.0,352000000.0,384000000.0,-110000000.0,,,,,745000000.0,589000000.0,1862000000.0,101000000.0,0.0,5000000.0,109000000.0,1453000000.0,147000000.0,912000000.0,2756000000.0,2991000000.0,885000000.0,3756000000.0,,1190400000.0,1193931000.0,1195558000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2012.0,Q1TTM,2011-04-01,2012-03-31,,416000000.0,2.05,2.05,,2.05,,1023000000.0,3652000000.0,601000000.0,261000000.0,2530000000.0,2530000000.0,,2510000000.0,20000000.0,3051000000.0,1432000000.0,1046000000.0,-110000000.0,,,,,745000000.0,2461000000.0,9836000000.0,406000000.0,,6000000.0,278000000.0,5755000000.0,601000000.0,3652000000.0,11009000000.0,11627000000.0,3553000000.0,14678000000.0,,1190400000.0,1193931000.0,1195558000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 08:20:50+00:00,342000000.0,1.74,1.74,,1.73,,1592000000.0,3352000000.0,343000000.0,317000000.0,2185000000.0,2185000000.0,,2002000000.0,82000000.0,3009000000.0,1562000000.0,815000000.0,,,37000000.0,,,103000000.0,2561000000.0,11041000000.0,435000000.0,64000000.0,-35000000.0,,6019000000.0,343000000.0,3352000000.0,11236000000.0,11959000000.0,3777000000.0,14968000000.0,,1150600000.0,1150689000.0,1154441000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3YTD,2013-01-01,2013-09-30,,260000000.0,1.3,1.3,,1.3,,1404000000.0,2556000000.0,258000000.0,221000000.0,1629000000.0,1629000000.0,,1476000000.0,95000000.0,2248000000.0,1167000000.0,678000000.0,,,20000000.0,96000000.0,46000000.0,211000000.0,-8518000000.0,18599000000.0,325000000.0,38000000.0,-41000000.0,68000000.0,4497000000.0,354000000.0,2602000000.0,8382000000.0,19488000000.0,3033000000.0,21736000000.0,,1151200000.0,1148724000.0,1152679000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3TTM,2012-10-01,2013-09-30,,356000000.0,1.42,1.81,,1.81,,1674000000.0,3399000000.0,376000000.0,309000000.0,2267000000.0,2267000000.0,,2068000000.0,93000000.0,2973000000.0,1556000000.0,714000000.0,110000000.0,,55000000.0,96000000.0,46000000.0,-471000000.0,-7899000000.0,22060000000.0,433000000.0,51000000.0,-102000000.0,114000000.0,5954000000.0,472000000.0,3445000000.0,11185000000.0,22303000000.0,3941000000.0,25276000000.0,,1151200000.0,1148724000.0,1152679000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q3,2013-07-01,2013-09-30,2014-11-07 16:38:54+00:00,81000000.0,0.82,0.82,,0.82,,19000000.0,855000000.0,83000000.0,63000000.0,983000000.0,983000000.0,,944000000.0,8000000.0,772000000.0,379000000.0,182000000.0,,,18000000.0,,,24000000.0,608000000.0,2797000000.0,108000000.0,13000000.0,2000000.0,16000000.0,1516000000.0,83000000.0,855000000.0,2771000000.0,3003000000.0,1002000000.0,3775000000.0,,1151200000.0,1148724000.0,1152679000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2YTD,2013-01-01,2013-06-30,,179000000.0,0.48,0.48,,0.48,,1385000000.0,1701000000.0,175000000.0,158000000.0,646000000.0,646000000.0,,532000000.0,87000000.0,1476000000.0,788000000.0,496000000.0,,,2000000.0,96000000.0,46000000.0,187000000.0,-9126000000.0,15802000000.0,217000000.0,25000000.0,-43000000.0,52000000.0,2981000000.0,271000000.0,1747000000.0,5611000000.0,16485000000.0,2031000000.0,17961000000.0,,1149300000.0,1152545000.0,1155981000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2TTM,2012-07-01,2013-06-30,,370000000.0,1.21,1.6,,1.6,,1880000000.0,3421000000.0,421000000.0,306000000.0,2034000000.0,2034000000.0,,1844000000.0,110000000.0,2950000000.0,1534000000.0,736000000.0,110000000.0,,37000000.0,96000000.0,46000000.0,-473000000.0,-7910000000.0,21938000000.0,434000000.0,43000000.0,-109000000.0,124000000.0,5874000000.0,517000000.0,3467000000.0,11094000000.0,22201000000.0,3914000000.0,25151000000.0,,1149300000.0,1152545000.0,1155981000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q2,2013-04-01,2013-06-30,2014-08-11 13:39:40+00:00,93000000.0,0.71,0.71,,0.71,,339000000.0,836000000.0,79000000.0,90000000.0,883000000.0,883000000.0,,816000000.0,55000000.0,757000000.0,397000000.0,239000000.0,,,,,,26000000.0,570000000.0,2964000000.0,111000000.0,12000000.0,-19000000.0,13000000.0,1509000000.0,79000000.0,836000000.0,2783000000.0,3229000000.0,1222000000.0,3986000000.0,,1149300000.0,1152545000.0,1155981000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q1,2013-01-01,2013-03-31,2013-08-08 16:33:51+00:00,86000000.0,-0.23,-0.23,,-0.23,,1046000000.0,865000000.0,96000000.0,68000000.0,-237000000.0,-237000000.0,,-284000000.0,32000000.0,719000000.0,391000000.0,257000000.0,,,2000000.0,96000000.0,46000000.0,161000000.0,-9696000000.0,12838000000.0,106000000.0,13000000.0,-24000000.0,39000000.0,1472000000.0,192000000.0,911000000.0,2828000000.0,13256000000.0,809000000.0,13975000000.0,,1234800000.0,1158819000.0,1158819000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2013.0,Q1TTM,2012-04-01,2013-03-31,,374000000.0,1.28,1.28,,1.28,,1634000000.0,3460000000.0,483000000.0,287000000.0,1647000000.0,1647000000.0,,1486000000.0,93000000.0,2927000000.0,1487000000.0,727000000.0,110000000.0,,37000000.0,96000000.0,46000000.0,-471000000.0,-7876000000.0,21570000000.0,426000000.0,31000000.0,-109000000.0,489000000.0,5780000000.0,579000000.0,3506000000.0,11329000000.0,21826000000.0,3281000000.0,24753000000.0,,1234800000.0,1158819000.0,1158819000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,FY,2014-01-01,2014-12-31,2017-02-28 07:59:07+00:00,298000000.0,2.17,2.17,,2.15,,912000000.0,3234000000.0,354000000.0,268000000.0,2651000000.0,2651000000.0,,2451000000.0,84000000.0,2880000000.0,1552000000.0,661000000.0,,,43000000.0,,,,2493000000.0,11988000000.0,428000000.0,73000000.0,-48000000.0,1130000000.0,5845000000.0,354000000.0,3234000000.0,12014000000.0,12649000000.0,3563000000.0,15529000000.0,,1129500000.0,1129897000.0,1137480000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q3,2014-07-01,2014-09-30,2015-11-06 16:20:02+00:00,75000000.0,0.93,0.93,,0.93,,556000000.0,809000000.0,88000000.0,61000000.0,1106000000.0,1106000000.0,,1050000000.0,23000000.0,721000000.0,388000000.0,173000000.0,,,20000000.0,,,16000000.0,617000000.0,3678000000.0,107000000.0,13000000.0,-19000000.0,220000000.0,1477000000.0,88000000.0,809000000.0,2945000000.0,3867000000.0,1662000000.0,4588000000.0,,1129000000.0,1126946000.0,1134871000.0
Bank of New York Mellon Corp,BK,HPFHU0OQ28E4N0NFVK49,1390777,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 08:43:58+00:00,75000000.0,0.48,0.48,,0.48,,217000000.0,811000000.0,92000000.0,68000000.0,594000000.0,594000000.0,,544000000.0,17000000.0,719000000.0,388000000.0,148000000.0,,,10000000.0,,,29000000.0,725000000.0,2832000000.0,112000000.0,23000000.0,-12000000.0,122000000.0,1439000000.0,92000000.0,811000000.0,2929000000.0,3009000000.0,811000000.0,3728000000.0,,1133300000.0,1133556000.0,1139800000.0
