company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Lennar Corp,LEN,,920760,2011.0,Q2,2011-03-01,2011-05-31,2012-07-10 16:22:58+00:00,0.07,0.07,0.04,0.07,953000.0,24847000.0,655558000.0,13785000.0,11062000.0,89200000.0,764493000.0,-630711000.0,,24840000.0,,,,20598000.0,89200000.0,675293000.0,22468000.0,-556000.0,20598000.0,654695000.0,1816000.0,656511000.0,764493000.0,196900000.0,196900000.0,196900000.0
Lennar Corp,LEN,,920760,2011.0,Q2YTD,2010-12-01,2011-05-31,,0.22,0.22,0.08,0.21,-1452000.0,63573000.0,1142047000.0,41191000.0,22382000.0,174079000.0,1322538000.0,-1078474000.0,,68003000.0,,,,43950000.0,174079000.0,1148459000.0,44547000.0,12630000.0,43950000.0,1104509000.0,36086000.0,1140595000.0,1322538000.0,196900000.0,196900000.0,196900000.0
Lennar Corp,LEN,,920760,2011.0,Q1,2010-12-01,2011-02-28,2012-04-09 17:01:16+00:00,0.15,0.15,0.04,0.14,-2405000.0,38726000.0,486489000.0,27406000.0,11320000.0,84879000.0,558045000.0,-447763000.0,,43163000.0,,,,23352000.0,84879000.0,473166000.0,22079000.0,13186000.0,23352000.0,449814000.0,34270000.0,484084000.0,558045000.0,182700000.0,182700000.0,195800000.0
Lennar Corp,LEN,,920760,2012.0,Q4,2012-09-01,2012-11-30,,0.65,0.65,-0.12,0.57,-18597000.0,123520000.0,-1458754000.0,124344000.0,-824000.0,-3093219000.0,625507000.0,1582274000.0,,-5125511000.0,,,,39042000.0,-3093219000.0,3718726000.0,23042000.0,-8482000.0,39042000.0,3679684000.0,-5157035000.0,-1477351000.0,625507000.0,189700000.0,189700000.0,218400000.0
Lennar Corp,LEN,,920760,2012.0,Q3,2012-06-01,2012-08-31,2013-10-10 16:40:54+00:00,0.46,0.46,0.04,0.4,-12776000.0,71411000.0,921843000.0,87109000.0,-15698000.0,127837000.0,1099758000.0,-850432000.0,,-15469000.0,,,,32286000.0,127837000.0,971921000.0,22659000.0,7560000.0,32286000.0,939635000.0,-30568000.0,909067000.0,1099758000.0,189400000.0,189400000.0,217800000.0
Lennar Corp,LEN,,920760,2012.0,Q3YTD,2011-12-01,2012-08-31,,2.93,2.93,0.12,2.54,-416621000.0,533812000.0,2116086000.0,554780000.0,-20968000.0,321985000.0,3479625000.0,-1582274000.0,,-1321857000.0,,,,88296000.0,321985000.0,3157640000.0,71311000.0,23289000.0,88296000.0,3069344000.0,-1369879000.0,1699465000.0,3479625000.0,189400000.0,189400000.0,217800000.0
Lennar Corp,LEN,,920760,2012.0,Q3TTM,2011-09-01,2012-08-31,,3.09,3.09,,2.7,-430318000.0,559283000.0,400174000.0,585058000.0,-25775000.0,2952614000.0,4432279000.0,159109000.0,,-1250762000.0,,,,116826000.0,2952614000.0,1479665000.0,93307000.0,-48914000.0,116826000.0,1362839000.0,-1392983000.0,-30144000.0,4432279000.0,189400000.0,189400000.0,217800000.0
Lennar Corp,LEN,,920760,2012.0,Q2,2012-03-01,2012-05-31,2013-07-10 16:47:00+00:00,2.39,2.39,0.04,2.06,-402321000.0,454424000.0,1186266000.0,452703000.0,1721000.0,100813000.0,930155000.0,-731842000.0,,11386000.0,,,,29168000.0,100813000.0,829342000.0,23803000.0,-3812000.0,29168000.0,800174000.0,-16229000.0,783945000.0,930155000.0,189400000.0,189400000.0,219800000.0
Lennar Corp,LEN,,920760,2012.0,Q2YTD,2011-12-01,2012-05-31,,2.47,2.47,0.08,2.14,-403845000.0,462401000.0,1194243000.0,467671000.0,-5270000.0,194148000.0,2379867000.0,-731842000.0,,-1306388000.0,,,,56010000.0,194148000.0,2185719000.0,48652000.0,15729000.0,56010000.0,2129709000.0,-1339311000.0,790398000.0,2379867000.0,189400000.0,189400000.0,219800000.0
Lennar Corp,LEN,,920760,2012.0,Q2TTM,2011-06-01,2012-05-31,,2.74,2.74,,2.41,-416963000.0,511372000.0,164740000.0,518679000.0,-7307000.0,2916725000.0,4152714000.0,346632000.0,,-1218610000.0,,,,107316000.0,2916725000.0,1235989000.0,94755000.0,-67531000.0,107316000.0,1128673000.0,-1380896000.0,-252223000.0,4152714000.0,189400000.0,189400000.0,219800000.0
Lennar Corp,LEN,,920760,2012.0,Q1TTM,2011-03-01,2012-02-29,,0.42,0.42,,0.42,-13689000.0,81795000.0,-365968000.0,79761000.0,2034000.0,2905112000.0,3987052000.0,447763000.0,,-1205156000.0,,,,98746000.0,2905112000.0,1081940000.0,93420000.0,-64275000.0,98746000.0,983194000.0,-1362851000.0,-379657000.0,3987052000.0,187100000.0,187100000.0,187100000.0
Lennar Corp,LEN,,920760,2013.0,FY,2012-12-01,2013-11-30,2016-01-22 16:02:41+00:00,2.48,2.48,,2.15,177015000.0,504926000.0,504926000.0,479674000.0,25252000.0,492628000.0,5935095000.0,,,44133000.0,4610571000.0,,,146060000.0,492628000.0,5442467000.0,93913000.0,45885000.0,4756631000.0,685836000.0,-3895000.0,681941000.0,5935095000.0,193400000.0,193400000.0,223100000.0
Lennar Corp,LEN,,920760,2013.0,Q4,2013-09-01,2013-11-30,,0.85,0.85,-0.12,0.74,93956000.0,183016000.0,183016000.0,164084000.0,18932000.0,-639137000.0,1915501000.0,,,23833000.0,2244707000.0,,,43318000.0,-639137000.0,2554638000.0,20543000.0,7069000.0,2288025000.0,266613000.0,10359000.0,276972000.0,1915501000.0,193400000.0,193400000.0,223100000.0
Lennar Corp,LEN,,920760,2013.0,Q3,2013-06-01,2013-08-31,2014-10-03 16:33:16+00:00,0.62,0.62,0.04,0.54,67205000.0,122154000.0,122154000.0,120662000.0,1492000.0,123313000.0,1602767000.0,,,5986000.0,1251776000.0,,,37619000.0,123313000.0,1479454000.0,22230000.0,15544000.0,1289395000.0,190059000.0,-700000.0,189359000.0,1602767000.0,194600000.0,194600000.0,223400000.0
Lennar Corp,LEN,,920760,2013.0,Q3YTD,2012-12-01,2013-08-31,,1.63,1.63,0.12,1.41,83059000.0,321910000.0,321910000.0,315590000.0,6320000.0,1131765000.0,4019594000.0,,,20300000.0,2365864000.0,,,102742000.0,1131765000.0,2887829000.0,73370000.0,38816000.0,2468606000.0,419223000.0,-14254000.0,404969000.0,4019594000.0,194600000.0,194600000.0,223400000.0
Lennar Corp,LEN,,920760,2013.0,Q3TTM,2012-09-01,2013-08-31,,2.28,2.28,,1.98,64462000.0,445430000.0,-1136844000.0,439934000.0,5496000.0,-1961454000.0,4645101000.0,1582274000.0,,-5105211000.0,2365864000.0,,,141784000.0,-1961454000.0,6606555000.0,96412000.0,30334000.0,2507648000.0,4098907000.0,-5171289000.0,-1072382000.0,4645101000.0,194600000.0,194600000.0,223400000.0
Lennar Corp,LEN,,920760,2013.0,Q2,2013-03-01,2013-05-31,2014-07-03 15:40:40+00:00,0.71,0.71,0.04,0.61,19491000.0,142798000.0,142798000.0,137436000.0,5362000.0,118229000.0,1426881000.0,,,8721000.0,1114088000.0,,,33853000.0,118229000.0,1308652000.0,25109000.0,17966000.0,1147941000.0,160711000.0,1578000.0,162289000.0,1426881000.0,193600000.0,193600000.0,225300000.0
Lennar Corp,LEN,,920760,2013.0,Q2YTD,2012-12-01,2013-05-31,,1.01,1.01,0.08,0.87,15854000.0,199756000.0,199756000.0,194928000.0,4828000.0,1008452000.0,2416827000.0,,,14314000.0,1114088000.0,,,65123000.0,1008452000.0,1408375000.0,51140000.0,23272000.0,1179211000.0,229164000.0,-13554000.0,215610000.0,2416827000.0,193600000.0,193600000.0,225300000.0
Lennar Corp,LEN,,920760,2013.0,Q2TTM,2012-06-01,2013-05-31,,2.12,2.12,,1.84,-15519000.0,394687000.0,-337155000.0,406381000.0,-11694000.0,-1956930000.0,4142092000.0,731842000.0,,-5126666000.0,1114088000.0,,,136451000.0,-1956930000.0,6099022000.0,96841000.0,22350000.0,1250539000.0,4848483000.0,-5201157000.0,-352674000.0,4142092000.0,193600000.0,193600000.0,225300000.0
Lennar Corp,LEN,,920760,2013.0,Q1,2012-12-01,2013-02-28,2013-07-31 18:07:56+00:00,0.3,0.3,0.04,0.26,-3637000.0,56958000.0,56958000.0,57492000.0,-534000.0,890223000.0,989946000.0,,,5593000.0,,,,31270000.0,890223000.0,99723000.0,26031000.0,5306000.0,31270000.0,68453000.0,-15132000.0,53321000.0,989946000.0,191600000.0,191600000.0,221100000.0
Lennar Corp,LEN,,920760,2013.0,Q1TTM,2012-03-01,2013-02-28,,3.8,3.8,,3.29,-437331000.0,706313000.0,706313000.0,721648000.0,-15335000.0,-1974346000.0,3645366000.0,,,-5124001000.0,,,,131766000.0,-1974346000.0,5619712000.0,95535000.0,572000.0,131766000.0,5487946000.0,-5218964000.0,268982000.0,3645366000.0,191600000.0,191600000.0,221100000.0
Lennar Corp,LEN,,920760,2014.0,FY,2013-12-01,2014-11-30,2017-01-20 16:27:11+00:00,3.12,3.12,,2.8,341091000.0,628693000.0,628693000.0,638916000.0,-10223000.0,6680613000.0,7779812000.0,,,10921000.0,,,,177161000.0,6680613000.0,1099199000.0,36551000.0,73376000.0,177161000.0,922038000.0,47746000.0,969784000.0,7779812000.0,204800000.0,204800000.0,228200000.0
Lennar Corp,LEN,,920760,2014.0,Q4,2014-09-01,2014-11-30,,1.2,1.2,-0.12,1.06,125272000.0,252671000.0,252671000.0,245323000.0,7348000.0,6239344000.0,2583938000.0,,,8809000.0,-4075275000.0,,,57660000.0,6239344000.0,-3655406000.0,5192000.0,12117000.0,-4017615000.0,362209000.0,15734000.0,377943000.0,2583938000.0,204800000.0,204800000.0,228200000.0
Lennar Corp,LEN,,920760,2014.0,Q3,2014-06-01,2014-08-31,2015-10-09 12:04:45+00:00,0.87,0.87,0.04,0.78,88895000.0,173440000.0,173440000.0,177757000.0,-4317000.0,148879000.0,2014034000.0,,,-5405000.0,1578801000.0,,,43072000.0,148879000.0,1865155000.0,8381000.0,32839000.0,1621873000.0,243282000.0,19053000.0,262335000.0,2014034000.0,204300000.0,204300000.0,227900000.0
Lennar Corp,LEN,,920760,2014.0,Q3YTD,2013-12-01,2014-08-31,,1.92,1.92,0.12,1.74,215819000.0,376022000.0,376022000.0,393593000.0,-17571000.0,441269000.0,5195874000.0,,,2112000.0,4075275000.0,,,119501000.0,441269000.0,4754605000.0,31359000.0,61259000.0,4194776000.0,559829000.0,32012000.0,591841000.0,5195874000.0,204300000.0,204300000.0,227900000.0
Lennar Corp,LEN,,920760,2014.0,Q3TTM,2013-09-01,2014-08-31,,2.77,2.77,,2.48,309775000.0,559038000.0,559038000.0,557677000.0,1361000.0,-197868000.0,7111375000.0,,,25945000.0,6319982000.0,,,162819000.0,-197868000.0,7309243000.0,51902000.0,68328000.0,6482801000.0,826442000.0,42371000.0,868813000.0,7111375000.0,204300000.0,204300000.0,227900000.0
Lennar Corp,LEN,,920760,2014.0,Q2,2014-03-01,2014-05-31,2015-07-02 13:03:45+00:00,0.67,0.67,0.04,0.61,81013000.0,122617000.0,122617000.0,137719000.0,-15102000.0,172327000.0,1818745000.0,,,5857000.0,1418192000.0,,,38317000.0,172327000.0,1646418000.0,10287000.0,18151000.0,1456509000.0,189909000.0,13721000.0,203630000.0,1818745000.0,205600000.0,205600000.0,225800000.0
Lennar Corp,LEN,,920760,2014.0,Q2YTD,2013-12-01,2014-05-31,,1.05,1.05,0.08,0.96,126924000.0,202582000.0,202582000.0,215836000.0,-13254000.0,292390000.0,3181840000.0,,,7517000.0,2496474000.0,,,76429000.0,292390000.0,2889450000.0,22978000.0,28420000.0,2572903000.0,316547000.0,12959000.0,329506000.0,3181840000.0,205600000.0,205600000.0,225800000.0
Lennar Corp,LEN,,920760,2014.0,Q2TTM,2013-06-01,2014-05-31,,2.52,2.52,,2.24,288085000.0,507752000.0,507752000.0,500582000.0,7170000.0,-223434000.0,6700108000.0,,,37336000.0,5992957000.0,,,157366000.0,-223434000.0,6923542000.0,65751000.0,51033000.0,6150323000.0,773219000.0,22618000.0,795837000.0,6700108000.0,205600000.0,205600000.0,225800000.0
Lennar Corp,LEN,,920760,2014.0,Q1,2013-12-01,2014-02-28,2015-04-03 16:07:56+00:00,0.38,0.38,0.04,0.35,45911000.0,79965000.0,79965000.0,78117000.0,1848000.0,120063000.0,1363095000.0,,,1660000.0,1078282000.0,,,38112000.0,120063000.0,1243032000.0,12691000.0,10269000.0,1116394000.0,126638000.0,-762000.0,125876000.0,1363095000.0,205600000.0,205600000.0,223200000.0
Lennar Corp,LEN,,920760,2014.0,Q1TTM,2013-03-01,2014-02-28,,2.56,2.56,,2.24,226563000.0,527933000.0,527933000.0,500299000.0,27634000.0,-277532000.0,6308244000.0,,,40200000.0,5688853000.0,,,152902000.0,-277532000.0,6585776000.0,80573000.0,50848000.0,5841755000.0,744021000.0,10475000.0,754496000.0,6308244000.0,205600000.0,205600000.0,223200000.0
Lennar Corp,LEN,,920760,2015.0,FY,2014-12-01,2015-11-30,2018-01-24 18:43:27+00:00,3.78,3.78,,3.39,390416000.0,819200000.0,819200000.0,802894000.0,16306000.0,8171748000.0,9474008000.0,,,18416000.0,,0.0,,216244000.0,8171748000.0,1302260000.0,,105184000.0,216244000.0,1086016000.0,123600000.0,1209616000.0,9474008000.0,212400000.0,212400000.0,236800000.0
Lennar Corp,LEN,,920760,2015.0,Q4,2015-09-01,2015-11-30,,1.26,1.26,-0.12,1.14,139843000.0,292662000.0,292662000.0,281603000.0,11059000.0,3807598000.0,2945567000.0,,,8083000.0,-1307136000.0,,,65889000.0,3807598000.0,-862031000.0,-10701000.0,34505000.0,-1241247000.0,379216000.0,53289000.0,432505000.0,2945567000.0,212400000.0,212400000.0,236800000.0
Lennar Corp,LEN,,920760,2015.0,Q3,2015-06-01,2015-08-31,2016-10-04 16:57:05+00:00,1.07,1.07,0.04,0.96,95621000.0,225037000.0,225037000.0,223312000.0,1725000.0,2142989000.0,2491698000.0,,,5361000.0,,,,56494000.0,2142989000.0,348709000.0,2812000.0,25894000.0,56494000.0,292215000.0,28443000.0,320658000.0,2491698000.0,208700000.0,208700000.0,232600000.0
Lennar Corp,LEN,,920760,2015.0,Q3YTD,2014-12-01,2015-08-31,,2.52,2.52,0.12,2.25,250573000.0,526538000.0,526538000.0,521291000.0,5247000.0,4364150000.0,6528441000.0,,,10333000.0,1307136000.0,,,150355000.0,4364150000.0,2164291000.0,10701000.0,70679000.0,1457491000.0,706800000.0,70311000.0,777111000.0,6528441000.0,208700000.0,208700000.0,232600000.0
Lennar Corp,LEN,,920760,2015.0,Q3TTM,2014-09-01,2015-08-31,,3.72,3.72,,3.31,375845000.0,779209000.0,779209000.0,766614000.0,12595000.0,10603494000.0,9112379000.0,,,19142000.0,-2768139000.0,,,208015000.0,10603494000.0,-1491115000.0,15893000.0,82796000.0,-2560124000.0,1069009000.0,86045000.0,1155054000.0,9112379000.0,208700000.0,208700000.0,232600000.0
Lennar Corp,LEN,,920760,2015.0,Q2,2015-03-01,2015-05-31,2016-07-01 17:36:33+00:00,0.89,0.89,0.04,0.79,95226000.0,184584000.0,184584000.0,183016000.0,1568000.0,2071080000.0,2392604000.0,,,-1089000.0,,,,50207000.0,2071080000.0,321524000.0,3818000.0,13400000.0,50207000.0,271317000.0,8493000.0,279810000.0,2392604000.0,205600000.0,205600000.0,231700000.0
Lennar Corp,LEN,,920760,2015.0,Q2YTD,2014-12-01,2015-05-31,,1.45,1.45,0.08,1.29,154952000.0,301501000.0,301501000.0,297979000.0,3522000.0,2221161000.0,4036743000.0,,,4972000.0,1307136000.0,,,93861000.0,2221161000.0,1815582000.0,7889000.0,44785000.0,1400997000.0,414585000.0,41868000.0,456453000.0,4036743000.0,205600000.0,205600000.0,231700000.0
Lennar Corp,LEN,,920760,2015.0,Q2TTM,2014-06-01,2015-05-31,,3.52,3.52,,3.13,369119000.0,727612000.0,727612000.0,721059000.0,6553000.0,8609384000.0,8634715000.0,,,8376000.0,-1189338000.0,,,194593000.0,8609384000.0,25331000.0,21462000.0,89741000.0,-994745000.0,1020076000.0,76655000.0,1096731000.0,8634715000.0,205600000.0,205600000.0,231700000.0
Lennar Corp,LEN,,920760,2015.0,Q1,2014-12-01,2015-02-28,2016-04-05 17:54:46+00:00,0.56,0.56,0.04,0.5,59726000.0,116917000.0,116917000.0,114963000.0,1954000.0,150081000.0,1644139000.0,,,6061000.0,1307136000.0,,,43654000.0,150081000.0,1494058000.0,4071000.0,31385000.0,1350790000.0,143268000.0,33375000.0,176643000.0,1644139000.0,205300000.0,205300000.0,229900000.0
Lennar Corp,LEN,,920760,2015.0,Q1TTM,2014-03-01,2015-02-28,,3.3,3.3,,2.95,354906000.0,665645000.0,665645000.0,675762000.0,-10117000.0,6710631000.0,8060856000.0,,,15322000.0,228854000.0,,,182703000.0,6710631000.0,1350225000.0,27931000.0,94492000.0,411557000.0,938668000.0,81883000.0,1020551000.0,8060856000.0,205300000.0,205300000.0,229900000.0
Lennar Corp,LEN,,920760,2016.0,FY,2015-12-01,2016-11-30,2019-01-28 17:11:06+00:00,4.05,4.05,0.16,3.86,417378000.0,913091000.0,913091000.0,911844000.0,1247000.0,9455074000.0,10949999000.0,,,12901000.0,,0.0,0.0,232562000.0,9455074000.0,1494925000.0,,55205000.0,232562000.0,1262363000.0,68106000.0,1330469000.0,10949999000.0,225100000.0,225100000.0,236200000.0
Lennar Corp,LEN,,920760,2016.0,Q4,2016-09-01,2016-11-30,,1.32,1.32,-0.12,1.27,150909000.0,310470000.0,310470000.0,313453000.0,-2983000.0,2871821000.0,3376626000.0,,,-2279000.0,,,,67928000.0,2871821000.0,504805000.0,,26781000.0,67928000.0,436877000.0,24502000.0,461379000.0,3376626000.0,225100000.0,225100000.0,236200000.0
Lennar Corp,LEN,,920760,2016.0,Q3,2016-06-01,2016-08-31,2017-10-10 09:27:42+00:00,1.04,1.04,0.04,1.01,106427000.0,233131000.0,233131000.0,235842000.0,-2711000.0,2448536000.0,2833894000.0,,,22362000.0,,,,61164000.0,2448536000.0,385358000.0,,-6998000.0,61164000.0,324194000.0,15364000.0,339558000.0,2833894000.0,226800000.0,226800000.0,233500000.0
Lennar Corp,LEN,,920760,2016.0,Q3YTD,2015-12-01,2016-08-31,,2.73,2.73,0.12,2.59,266469000.0,602621000.0,602621000.0,598391000.0,4230000.0,6583253000.0,7573373000.0,,,15180000.0,,,,164634000.0,6583253000.0,990120000.0,,28424000.0,164634000.0,825486000.0,43604000.0,869090000.0,7573373000.0,226800000.0,226800000.0,233500000.0
Lennar Corp,LEN,,920760,2016.0,Q3TTM,2015-09-01,2016-08-31,,3.99,3.99,,3.73,406312000.0,895283000.0,895283000.0,879994000.0,15289000.0,10390851000.0,10518940000.0,,,23263000.0,-1307136000.0,,,230523000.0,10390851000.0,128089000.0,-10701000.0,62929000.0,-1076613000.0,1204702000.0,96893000.0,1301595000.0,10518940000.0,226800000.0,226800000.0,233500000.0
Lennar Corp,LEN,,920760,2016.0,Q2,2016-03-01,2016-05-31,2017-06-30 16:04:22+00:00,1.01,1.01,0.04,0.95,103801000.0,224038000.0,224038000.0,218469000.0,5569000.0,2367560000.0,2745815000.0,,,-5853000.0,,,,55802000.0,2367560000.0,378255000.0,,11239000.0,55802000.0,322453000.0,5386000.0,327839000.0,2745815000.0,216300000.0,216300000.0,230000000.0
Lennar Corp,LEN,,920760,2016.0,Q2YTD,2015-12-01,2016-05-31,,1.69,1.69,0.08,1.58,160042000.0,369490000.0,369490000.0,362549000.0,6941000.0,4134717000.0,4739479000.0,,,-7182000.0,,,,103470000.0,4134717000.0,604762000.0,,35422000.0,103470000.0,501292000.0,28240000.0,529532000.0,4739479000.0,216300000.0,216300000.0,230000000.0
Lennar Corp,LEN,,920760,2016.0,Q2TTM,2015-06-01,2016-05-31,,4.02,4.02,,3.68,395506000.0,887189000.0,887189000.0,867464000.0,19725000.0,10085304000.0,10176744000.0,,,6262000.0,-1307136000.0,,,225853000.0,10085304000.0,91440000.0,-7889000.0,95821000.0,-1081283000.0,1172723000.0,109972000.0,1282695000.0,10176744000.0,216300000.0,216300000.0,230000000.0
Lennar Corp,LEN,,920760,2016.0,Q1,2015-12-01,2016-02-29,2017-04-10 07:24:48+00:00,0.68,0.68,0.04,0.63,56241000.0,145452000.0,145452000.0,144080000.0,1372000.0,1767157000.0,1993664000.0,,,-1329000.0,,,,47668000.0,1767157000.0,226507000.0,,24183000.0,47668000.0,178839000.0,22854000.0,201693000.0,1993664000.0,211900000.0,211900000.0,228700000.0
Lennar Corp,LEN,,920760,2016.0,Q1TTM,2015-03-01,2016-02-29,,3.9,3.9,,3.52,386931000.0,847735000.0,847735000.0,832011000.0,15724000.0,9788824000.0,9823533000.0,,,11026000.0,-1307136000.0,,,220258000.0,9788824000.0,34709000.0,-4071000.0,97982000.0,-1086878000.0,1121587000.0,113079000.0,1234666000.0,9823533000.0,211900000.0,211900000.0,228700000.0
Lennar Corp,LEN,,920760,2017.0,FY,2016-12-01,2017-11-30,2020-01-27 16:40:35+00:00,3.38,3.38,0.16,3.38,417857000.0,771754000.0,771754000.0,810480000.0,-38726000.0,11021481000.0,12646365000.0,,,-9384000.0,,140000000.0,0.0,285889000.0,11021481000.0,1624884000.0,,,425889000.0,1198995000.0,-9384000.0,1189611000.0,12646365000.0,237155000.0,237155000.0,237155000.0
Lennar Corp,LEN,,920760,2017.0,Q4,2017-09-01,2017-11-30,,1.29,1.29,0.04,1.29,164201000.0,297782000.0,157782000.0,309590000.0,-11808000.0,3257563000.0,3785569000.0,140000000.0,,32371000.0,,140000000.0,,85556000.0,3257563000.0,528006000.0,,-12838000.0,225556000.0,302450000.0,19533000.0,321983000.0,3785569000.0,237155000.0,237155000.0,237155000.0
Lennar Corp,LEN,,920760,2017.0,Q3,2017-06-01,2017-08-31,2018-10-09 16:33:24+00:00,1.04,1.04,0.04,1.04,124795000.0,243590000.0,243590000.0,249165000.0,-5575000.0,2813523000.0,3261476000.0,,,-13560000.0,,,0.0,72860000.0,2813523000.0,447953000.0,,6852000.0,72860000.0,375093000.0,-6708000.0,368385000.0,3261476000.0,239600000.0,239600000.0,239600000.0
