company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,othergains,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Helmerich and Payne Inc,HP,,46765,2010.0,Q4,2010-07-01,2010-09-30,,0.78,0.78,0.06,73240000.0,0.77,,47285000.0,83045000.0,83291000.0,-246000.0,83045000.0,329198000.0,558957000.0,,,1534000.0,-747000.0,3851000.0,,20183000.0,329198000.0,229759000.0,4465000.0,275000.0,96527000.0,133232000.0,-2656000.0,130576000.0,558957000.0,106300000.0,105711000.0,107404000.0
Helmerich and Payne Inc,HP,,46765,2010.0,FY,2009-10-01,2010-09-30,2012-11-21 13:40:55+00:00,1.47,1.47,0.22,262658000.0,1.45,,152155000.0,156312000.0,286081000.0,-129769000.0,156312000.0,1071959000.0,1875162000.0,,,1787000.0,-4992000.0,12262000.0,,81479000.0,1071959000.0,803203000.0,17158000.0,1811000.0,351407000.0,451796000.0,-13560000.0,438236000.0,1875162000.0,106300000.0,105711000.0,107404000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q3YTD,2009-10-01,2010-06-30,,0.69,0.69,0.16,189418000.0,0.68,,104870000.0,73267000.0,202790000.0,-129523000.0,73267000.0,742761000.0,1316205000.0,,,253000.0,-4245000.0,8411000.0,,61296000.0,742761000.0,573444000.0,12693000.0,1536000.0,254880000.0,318564000.0,-10904000.0,307660000.0,1316205000.0,104900000.0,105743000.0,107444000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q3TTM,2009-07-01,2010-06-30,,1.18,1.18,0.21,246331000.0,1.15,,132691000.0,124755000.0,266302000.0,-141547000.0,124755000.0,888796000.0,1631532000.0,,,447000.0,-4937000.0,11452000.0,,74364000.0,888796000.0,742736000.0,17136000.0,156000.0,327210000.0,415526000.0,-16533000.0,398993000.0,1631532000.0,104900000.0,105743000.0,107444000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q3,2010-04-01,2010-06-30,2011-08-08 09:32:21+00:00,-0.35,-0.35,0.06,65208000.0,-0.34,,43785000.0,-36715000.0,64883000.0,-101598000.0,-36715000.0,285583000.0,483384000.0,,,215000.0,-2249000.0,3254000.0,,20114000.0,285583000.0,197801000.0,3961000.0,940000.0,86327000.0,111474000.0,-2806000.0,108668000.0,483384000.0,104900000.0,105743000.0,107444000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q2YTD,2009-10-01,2010-03-31,,1.04,1.04,0.1,124210000.0,1.02,,61085000.0,109982000.0,137907000.0,-27925000.0,109982000.0,457178000.0,832821000.0,,,38000.0,-1996000.0,5157000.0,,41182000.0,457178000.0,375643000.0,8732000.0,596000.0,168553000.0,207090000.0,-8098000.0,198992000.0,832821000.0,106200000.0,105711000.0,107484000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q2TTM,2009-04-01,2010-03-31,,2.03,2.03,0.2,239860000.0,1.99,,124297000.0,214514000.0,269440000.0,-54926000.0,214514000.0,807736000.0,1532507000.0,,,183000.0,-4693000.0,10975000.0,,68422000.0,807736000.0,724771000.0,16068000.0,-585000.0,314564000.0,410207000.0,-16470000.0,393737000.0,1532507000.0,106200000.0,105711000.0,107484000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q2,2010-01-01,2010-03-31,2011-05-06 10:05:09+00:00,0.44,0.44,0.05,63493000.0,0.43,,23873000.0,46747000.0,74105000.0,-27358000.0,46747000.0,248480000.0,436579000.0,,,23000.0,-985000.0,3342000.0,,20543000.0,248480000.0,188099000.0,4038000.0,287000.0,86393000.0,101706000.0,-3728000.0,97978000.0,436579000.0,106200000.0,105711000.0,107484000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q1TTM,2009-01-01,2009-12-31,,2.57,2.57,0.2,233480000.0,2.54,,183814000.0,271505000.0,299073000.0,-27568000.0,271505000.0,822550000.0,1616228000.0,,4222000.0,132000.0,-5763000.0,9809000.0,,64313000.0,822550000.0,793678000.0,14584000.0,1278000.0,301839000.0,491839000.0,-13174000.0,478665000.0,1616228000.0,105400000.0,105575000.0,107238000.0
Helmerich and Payne Inc,HP,,46765,2010.0,Q1,2009-10-01,2009-12-31,2011-02-07 11:38:43+00:00,0.6,0.6,0.05,60717000.0,0.59,,37212000.0,63235000.0,63802000.0,-567000.0,63235000.0,208698000.0,396242000.0,,,15000.0,-1011000.0,1815000.0,,20639000.0,208698000.0,187544000.0,4694000.0,309000.0,82160000.0,105384000.0,-4370000.0,101014000.0,396242000.0,105400000.0,105575000.0,107238000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q4,2011-07-01,2011-09-30,,1.14,1.14,0.07,87018000.0,1.11,,66635000.0,121420000.0,121514000.0,-94000.0,121420000.0,396931000.0,700751000.0,,,-1161000.0,-3641000.0,4255000.0,,23086000.0,396931000.0,303820000.0,4170000.0,378000.0,110718000.0,193102000.0,-4953000.0,188149000.0,700751000.0,106900000.0,106643000.0,108632000.0
Helmerich and Payne Inc,HP,,46765,2011.0,FY,2010-10-01,2011-09-30,2013-11-27 12:35:49+00:00,4.06,4.06,0.26,315468000.0,3.99,,252399000.0,434186000.0,434668000.0,-482000.0,434186000.0,1432602000.0,2543894000.0,,,-953000.0,-13903000.0,15764000.0,,91452000.0,1432602000.0,1111292000.0,17355000.0,2864000.0,408781000.0,702511000.0,-15444000.0,687067000.0,2543894000.0,106900000.0,106643000.0,108632000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q3YTD,2010-10-01,2011-06-30,,2.92,2.92,0.19,228450000.0,2.88,,185764000.0,312766000.0,313154000.0,-388000.0,312766000.0,1035671000.0,1843143000.0,,,208000.0,-10262000.0,11509000.0,,68366000.0,1035671000.0,807472000.0,13185000.0,2486000.0,298063000.0,509409000.0,-10491000.0,498918000.0,1843143000.0,107700000.0,106962000.0,108784000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q3TTM,2010-07-01,2011-06-30,,3.7,3.7,0.25,301690000.0,3.65,,233049000.0,395811000.0,396445000.0,-634000.0,395811000.0,1364869000.0,2402100000.0,,,1742000.0,-11009000.0,15360000.0,,88549000.0,1364869000.0,1037231000.0,17650000.0,2761000.0,394590000.0,642641000.0,-13147000.0,629494000.0,2402100000.0,107700000.0,106962000.0,108784000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q3,2011-04-01,2011-06-30,2012-08-03 09:12:06+00:00,1.02,1.02,0.07,79109000.0,1.01,,62995000.0,109826000.0,109828000.0,-2000.0,109826000.0,365586000.0,644095000.0,,,-190000.0,-3488000.0,4399000.0,,24071000.0,365586000.0,278509000.0,3221000.0,1816000.0,104091000.0,174418000.0,-1595000.0,172823000.0,644095000.0,107700000.0,106962000.0,108784000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q2YTD,2010-10-01,2011-03-31,,1.9,1.9,0.12,149341000.0,1.87,,122769000.0,202940000.0,203326000.0,-386000.0,202940000.0,670085000.0,1199048000.0,,,398000.0,-6774000.0,7110000.0,,44295000.0,670085000.0,528963000.0,9964000.0,670000.0,193972000.0,334991000.0,-8896000.0,326095000.0,1199048000.0,107400000.0,106515000.0,108595000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q2TTM,2010-04-01,2011-03-31,,2.33,2.33,0.24,287789000.0,2.3,,213839000.0,249270000.0,351500000.0,-102230000.0,249270000.0,1284866000.0,2241389000.0,,,2147000.0,-9770000.0,14215000.0,,84592000.0,1284866000.0,956523000.0,18390000.0,1885000.0,376826000.0,579697000.0,-14358000.0,565339000.0,2241389000.0,107400000.0,106515000.0,108595000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q2,2011-01-01,2011-03-31,2012-05-04 10:24:04+00:00,0.92,0.92,0.06,76161000.0,0.91,,60379000.0,98790000.0,98961000.0,-171000.0,98790000.0,340039000.0,604406000.0,,,232000.0,-4105000.0,3640000.0,,24406000.0,340039000.0,264367000.0,5513000.0,356000.0,100102000.0,164265000.0,-4925000.0,159340000.0,604406000.0,107400000.0,106515000.0,108595000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q1TTM,2010-01-01,2010-12-31,,1.85,1.85,0.23,275121000.0,1.82,,177333000.0,197227000.0,326644000.0,-129417000.0,197227000.0,1193307000.0,2073562000.0,,,1938000.0,-6650000.0,13917000.0,,80729000.0,1193307000.0,880255000.0,16915000.0,1816000.0,363117000.0,517138000.0,-13161000.0,503977000.0,2073562000.0,106300000.0,106031000.0,107852000.0
Helmerich and Payne Inc,HP,,46765,2011.0,Q1,2010-10-01,2010-12-31,2012-02-07 10:17:48+00:00,0.98,0.98,0.06,73180000.0,0.96,,62390000.0,104150000.0,104365000.0,-215000.0,104150000.0,330046000.0,594642000.0,,,166000.0,-2669000.0,3470000.0,,19889000.0,330046000.0,264596000.0,4451000.0,314000.0,93870000.0,170726000.0,-3971000.0,166755000.0,594642000.0,106300000.0,106031000.0,107852000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q4,2012-07-01,2012-09-30,,1.48,1.48,0.07,115145000.0,1.46,,88739000.0,157115000.0,149606000.0,7509000.0,157115000.0,447335000.0,829447000.0,,,-34000.0,-4858000.0,4682000.0,,27763000.0,447335000.0,382112000.0,1360000.0,359000.0,142732000.0,239380000.0,-1035000.0,238345000.0,829447000.0,107200000.0,106819000.0,108377000.0
Helmerich and Payne Inc,HP,,46765,2012.0,FY,2011-10-01,2012-09-30,2014-11-26 13:16:50+00:00,5.42,5.42,0.28,387549000.0,5.34,,328971000.0,581045000.0,573609000.0,7436000.0,581045000.0,1750510000.0,3151802000.0,,,254000.0,-19223000.0,16060000.0,,107307000.0,1750510000.0,1401292000.0,8653000.0,1380000.0,491693000.0,909599000.0,-7019000.0,902580000.0,3151802000.0,107200000.0,106819000.0,108377000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q3YTD,2011-10-01,2012-06-30,,3.94,3.94,0.21,272404000.0,3.88,,240232000.0,423930000.0,424003000.0,-73000.0,423930000.0,1303175000.0,2322355000.0,,,288000.0,-14365000.0,11378000.0,,79544000.0,1303175000.0,1019180000.0,7293000.0,1021000.0,348961000.0,670219000.0,-5984000.0,664235000.0,2322355000.0,107100000.0,107016000.0,108425000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q3TTM,2011-07-01,2012-06-30,,5.08,5.08,0.28,359422000.0,4.99,,306867000.0,545350000.0,545517000.0,-167000.0,545350000.0,1700106000.0,3023106000.0,,,-873000.0,-18006000.0,15633000.0,,102630000.0,1700106000.0,1323000000.0,11463000.0,1399000.0,459679000.0,863321000.0,-10937000.0,852384000.0,3023106000.0,107100000.0,107016000.0,108425000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q3,2012-04-01,2012-06-30,2013-08-02 09:11:22+00:00,1.4,1.4,0.07,95182000.0,1.38,,80939000.0,149925000.0,149943000.0,-18000.0,149925000.0,463935000.0,819785000.0,,,309000.0,-1862000.0,4299000.0,,25576000.0,463935000.0,355850000.0,2411000.0,329000.0,123195000.0,232655000.0,-1773000.0,230882000.0,819785000.0,107100000.0,107016000.0,108425000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q2YTD,2011-10-01,2012-03-31,,2.54,2.54,0.14,177222000.0,2.5,,159293000.0,274005000.0,274060000.0,-55000.0,274005000.0,839240000.0,1502570000.0,,,-21000.0,-12503000.0,7079000.0,,53968000.0,839240000.0,663330000.0,4882000.0,692000.0,225766000.0,437564000.0,-4211000.0,433353000.0,1502570000.0,108100000.0,107385000.0,109042000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q2TTM,2011-04-01,2012-03-31,,4.7,4.7,0.28,343349000.0,4.62,,288923000.0,505251000.0,505402000.0,-151000.0,505251000.0,1601757000.0,2847416000.0,,,-1372000.0,-19632000.0,15733000.0,,101125000.0,1601757000.0,1245659000.0,12273000.0,2886000.0,440575000.0,805084000.0,-10759000.0,794325000.0,2847416000.0,108100000.0,107385000.0,109042000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q2,2012-01-01,2012-03-31,2013-05-03 09:02:19+00:00,1.2,1.2,0.07,90934000.0,1.18,,75155000.0,129719000.0,129763000.0,-44000.0,129719000.0,448208000.0,769982000.0,,,-42000.0,-7820000.0,3830000.0,,27805000.0,448208000.0,321774000.0,2421000.0,356000.0,114749000.0,207025000.0,-2107000.0,204918000.0,769982000.0,108100000.0,107385000.0,109042000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q1TTM,2011-01-01,2011-12-31,,4.42,4.42,0.27,328576000.0,4.35,,274147000.0,474322000.0,474600000.0,-278000.0,474322000.0,1493588000.0,2681840000.0,,,-1098000.0,-15917000.0,15543000.0,,97726000.0,1493588000.0,1188252000.0,15365000.0,2886000.0,425928000.0,762324000.0,-13577000.0,748747000.0,2681840000.0,107700000.0,107186000.0,108788000.0
Helmerich and Payne Inc,HP,,46765,2012.0,Q1,2011-10-01,2011-12-31,2013-02-07 12:08:47+00:00,1.34,1.34,0.07,86288000.0,1.32,,84138000.0,144286000.0,144297000.0,-11000.0,144286000.0,391032000.0,732588000.0,,,21000.0,-4683000.0,3249000.0,,26163000.0,391032000.0,341556000.0,2461000.0,336000.0,111017000.0,230539000.0,-2104000.0,228435000.0,732588000.0,107700000.0,107186000.0,108788000.0
Helmerich and Payne Inc,HP,,46765,2013.0,FY,2012-10-01,2013-09-30,2015-11-25 14:02:07+00:00,6.89,6.89,1.3,455623000.0,6.79,,392844000.0,736639000.0,721453000.0,15186000.0,736639000.0,1852768000.0,3387614000.0,,,-9000.0,-18923000.0,15235000.0,,126250000.0,1852768000.0,1534846000.0,6129000.0,163774000.0,578185000.0,956661000.0,157636000.0,1114297000.0,3387614000.0,106900000.0,106286000.0,107879000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q4,2013-07-01,2013-09-30,,1.49,1.49,0.5,118801000.0,1.46,,85650000.0,159797000.0,159797000.0,,159797000.0,473170000.0,864536000.0,,,3186000.0,-4385000.0,3813000.0,,29903000.0,473170000.0,391366000.0,1544000.0,571000.0,148132000.0,243234000.0,2213000.0,245447000.0,864536000.0,106900000.0,106286000.0,107879000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q3YTD,2012-10-01,2013-06-30,,5.4,5.4,0.8,336822000.0,5.33,,307194000.0,576842000.0,561656000.0,15186000.0,576842000.0,1379598000.0,2523078000.0,,,-3195000.0,-14538000.0,11422000.0,,96347000.0,1379598000.0,1143480000.0,4585000.0,163203000.0,430053000.0,713427000.0,155423000.0,868850000.0,2523078000.0,106900000.0,106430000.0,107826000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q3TTM,2012-07-01,2013-06-30,,6.88,6.88,0.87,451967000.0,6.79,,395933000.0,733957000.0,711262000.0,22695000.0,733957000.0,1826933000.0,3352525000.0,,,-3229000.0,-19396000.0,16104000.0,,124110000.0,1826933000.0,1525592000.0,5945000.0,163562000.0,572785000.0,952807000.0,154388000.0,1107195000.0,3352525000.0,106900000.0,106430000.0,107826000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q3,2013-04-01,2013-06-30,2014-08-08 12:33:27+00:00,2.49,2.49,0.5,117790000.0,2.46,,139387000.0,266159000.0,250978000.0,15181000.0,266159000.0,450990000.0,840197000.0,,,-1214000.0,-4006000.0,4373000.0,,31090000.0,450990000.0,389207000.0,2091000.0,153710000.0,149247000.0,239960000.0,150405000.0,390365000.0,840197000.0,106900000.0,106430000.0,107826000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q2YTD,2012-10-01,2013-03-31,,2.91,2.91,0.3,219032000.0,2.87,,167807000.0,310683000.0,310678000.0,5000.0,310683000.0,928608000.0,1682881000.0,,,-1981000.0,-10532000.0,7049000.0,,65257000.0,928608000.0,754273000.0,2494000.0,9493000.0,280806000.0,473467000.0,5018000.0,478485000.0,1682881000.0,107100000.0,106326000.0,107786000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q2TTM,2012-04-01,2013-03-31,,5.79,5.79,0.44,429359000.0,5.71,,337485000.0,617723000.0,610227000.0,7496000.0,617723000.0,1839878000.0,3332113000.0,,,-1706000.0,-17252000.0,16030000.0,,118596000.0,1839878000.0,1492235000.0,6265000.0,10181000.0,546733000.0,945502000.0,2210000.0,947712000.0,3332113000.0,107100000.0,106326000.0,107786000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q2,2013-01-01,2013-03-31,2014-05-02 09:14:30+00:00,1.41,1.41,0.15,112433000.0,1.39,,81085000.0,151080000.0,151067000.0,13000.0,151080000.0,461737000.0,838309000.0,,,103000.0,-5313000.0,3696000.0,,32836000.0,461737000.0,376572000.0,1186000.0,315000.0,143652000.0,232920000.0,-768000.0,232152000.0,838309000.0,107100000.0,106326000.0,107786000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q1TTM,2012-01-01,2012-12-31,,5.58,5.58,0.36,407860000.0,5.5,,331555000.0,596362000.0,588923000.0,7439000.0,596362000.0,1826349000.0,3263786000.0,,,-1851000.0,-19759000.0,16164000.0,,113565000.0,1826349000.0,1437437000.0,7500000.0,10222000.0,517830000.0,919607000.0,871000.0,920478000.0,3263786000.0,106400000.0,105867000.0,107412000.0
Helmerich and Payne Inc,HP,,46765,2013.0,Q1,2012-10-01,2012-12-31,2014-02-07 10:54:39+00:00,1.5,1.5,0.15,106599000.0,1.48,,86722000.0,159603000.0,159611000.0,-8000.0,159603000.0,466871000.0,844572000.0,,,-2084000.0,-5219000.0,3353000.0,,32421000.0,466871000.0,377701000.0,1308000.0,9178000.0,137154000.0,240547000.0,5786000.0,246333000.0,844572000.0,106400000.0,105867000.0,107412000.0
Helmerich and Payne Inc,HP,,46765,2014.0,FY,2013-10-01,2014-09-30,2016-11-23 15:51:57+00:00,6.52,6.52,2.625,523984000.0,6.44,,388048000.0,706563000.0,706610000.0,-47000.0,706563000.0,2006715000.0,3715968000.0,,,-636000.0,-19083000.0,15905000.0,,135273000.0,2006715000.0,1709253000.0,4657000.0,46777000.0,656079000.0,1053174000.0,41484000.0,1094658000.0,3715968000.0,108400000.0,107800000.0,109141000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q4,2014-07-01,2014-09-30,,1.53,1.53,0.69,150806000.0,1.51,,94659000.0,166532000.0,166549000.0,-28000.0,166532000.0,537261000.0,981299000.0,,,-605000.0,-7193000.0,4159000.0,,34377000.0,537261000.0,444038000.0,303000.0,227000.0,182149000.0,261889000.0,-681000.0,261208000.0,981299000.0,108400000.0,107800000.0,109141000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q3,2014-04-01,2014-06-30,2015-08-07 12:54:17+00:00,1.77,1.77,0.6875,128978000.0,1.75,,102788000.0,192279000.0,192290000.0,,192279000.0,515239000.0,952087000.0,,,346000.0,-2128000.0,3864000.0,,34222000.0,515239000.0,436848000.0,1435000.0,24255000.0,164936000.0,271912000.0,23166000.0,295078000.0,952087000.0,108600000.0,108137000.0,109285000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q3YTD,2013-10-01,2014-06-30,,4.99,4.99,1.94,373178000.0,4.93,,293389000.0,540031000.0,540061000.0,-19000.0,540031000.0,1469454000.0,2734669000.0,,,-31000.0,-11890000.0,11746000.0,,100896000.0,1469454000.0,1265215000.0,4354000.0,46550000.0,473930000.0,791285000.0,42165000.0,833450000.0,2734669000.0,108600000.0,108137000.0,109285000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q3TTM,2013-07-01,2014-06-30,,6.48,6.48,2.44,491979000.0,6.39,,379039000.0,699828000.0,699858000.0,-19000.0,699828000.0,1942624000.0,3599205000.0,,,3155000.0,-16275000.0,15559000.0,,130799000.0,1942624000.0,1656581000.0,5898000.0,47121000.0,622062000.0,1034519000.0,44378000.0,1078897000.0,3599205000.0,108600000.0,108137000.0,109285000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q2,2014-01-01,2014-03-31,2015-05-01 14:43:21+00:00,1.61,1.61,0.625,123963000.0,1.59,,100838000.0,174570000.0,174589000.0,-19000.0,174570000.0,480167000.0,893430000.0,,,-32000.0,-4098000.0,3625000.0,,34431000.0,480167000.0,413263000.0,1725000.0,21842000.0,157921000.0,255342000.0,20085000.0,275427000.0,893430000.0,108400000.0,107692000.0,109081000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q2YTD,2013-10-01,2014-03-31,,3.22,3.22,1.25,244200000.0,3.18,,190601000.0,347752000.0,347771000.0,-19000.0,347752000.0,954215000.0,1782582000.0,,,-377000.0,-9762000.0,7882000.0,,66674000.0,954215000.0,828367000.0,2919000.0,22295000.0,308994000.0,519373000.0,18999000.0,538372000.0,1782582000.0,108400000.0,107692000.0,109081000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q2TTM,2013-04-01,2014-03-31,,7.2,7.2,2.25,480791000.0,7.1,,415638000.0,773708000.0,758546000.0,15162000.0,773708000.0,1878375000.0,3487315000.0,,,1595000.0,-18153000.0,16068000.0,,127667000.0,1878375000.0,1608940000.0,6554000.0,176576000.0,606373000.0,1002567000.0,171617000.0,1174184000.0,3487315000.0,108400000.0,107692000.0,109081000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q1TTM,2013-01-01,2013-12-31,,7.0,7.0,1.78,469261000.0,6.9,,395885000.0,750218000.0,735024000.0,15194000.0,750218000.0,1859945000.0,3432194000.0,,,1730000.0,-19368000.0,16139000.0,,126072000.0,1859945000.0,1572249000.0,6015000.0,155049000.0,592104000.0,980145000.0,150764000.0,1130909000.0,3432194000.0,107600000.0,107149000.0,108577000.0
Helmerich and Payne Inc,HP,,46765,2014.0,Q1,2013-10-01,2013-12-31,2015-02-06 11:35:19+00:00,1.61,1.61,0.625,120237000.0,1.59,,89763000.0,173182000.0,173182000.0,,173182000.0,474048000.0,889152000.0,,,-345000.0,-5664000.0,4257000.0,,32243000.0,474048000.0,415104000.0,1194000.0,453000.0,151073000.0,264031000.0,-1086000.0,262945000.0,889152000.0,107600000.0,107149000.0,108577000.0
