company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
W. R. Grace & Co,GRA,,1045309,2016.0,Q2,2016-04-01,2016-06-30,2017-07-28 13:46:43+00:00,0.55,0.55,0.17,0.55,21500000.0,38700000.0,37900000.0,600000.0,38700000.0,,217300000.0,390500000.0,200000.0,-3100000.0,,5300000.0,12400000.0,9400000.0,66400000.0,217300000.0,173200000.0,19800000.0,2600000.0,93500000.0,79700000.0,-20300000.0,59400000.0,390500000.0,70400000.0,70500000.0,70900000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q2YTD,2016-01-01,2016-06-30,,0.56,0.56,0.17,0.56,42700000.0,39200000.0,48100000.0,-9300000.0,39200000.0,,427400000.0,753300000.0,400000.0,-13800000.0,,7500000.0,24100000.0,23000000.0,134400000.0,427400000.0,325900000.0,41800000.0,9500000.0,189000000.0,136900000.0,-46100000.0,90800000.0,753300000.0,70400000.0,70500000.0,70900000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q2TTM,2015-07-01,2016-06-30,,1.05,1.05,0.17,1.05,77100000.0,73200000.0,109200000.0,-36400000.0,73300000.0,-100000.0,914500000.0,1577300000.0,400000.0,-3600000.0,-300000.0,13900000.0,46800000.0,39200000.0,302800000.0,914500000.0,662800000.0,91900000.0,21400000.0,402400000.0,260400000.0,-74100000.0,186300000.0,1577300000.0,70400000.0,70500000.0,70900000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q1,2016-01-01,2016-03-31,2017-05-09 15:07:27+00:00,0.01,0.01,0.0,0.01,21200000.0,500000.0,10200000.0,-9900000.0,500000.0,,210100000.0,362800000.0,200000.0,-10700000.0,,2200000.0,11700000.0,13600000.0,68000000.0,210100000.0,152700000.0,22000000.0,6900000.0,95500000.0,57200000.0,-25800000.0,31400000.0,362800000.0,50000000.0,70600000.0,71100000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.29,1.29,,1.28,73500000.0,91900000.0,103900000.0,-12200000.0,92000000.0,-100000.0,936600000.0,1594000000.0,200000.0,-5500000.0,-300000.0,8600000.0,46700000.0,34000000.0,309900000.0,936600000.0,657400000.0,96700000.0,21100000.0,398900000.0,258500000.0,-81100000.0,177400000.0,1594000000.0,50000000.0,70600000.0,71100000.0
W. R. Grace & Co,GRA,,1045309,2017.0,FY,2017-01-01,2017-12-31,2020-02-27 14:43:43+00:00,0.16,0.16,0.84,0.16,200500000.0,10400000.0,10400000.0,,11200000.0,-800000.0,1040400000.0,1716500000.0,,-27100000.0,33100000.0,,56300000.0,26700000.0,268400000.0,1040400000.0,676100000.0,79500000.0,25900000.0,384500000.0,291600000.0,-80700000.0,210900000.0,1716500000.0,70000000.0,68100000.0,68200000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q4,2017-10-01,2017-12-31,,-1.81,-1.81,0.21,-1.81,151300000.0,-123100000.0,-123100000.0,,-122300000.0,-800000.0,275100000.0,459500000.0,,-42100000.0,33100000.0,-19600000.0,14800000.0,9700000.0,64300000.0,275100000.0,184400000.0,19800000.0,8000000.0,102300000.0,82100000.0,-53900000.0,28200000.0,459500000.0,70000000.0,68100000.0,68200000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q3,2017-07-01,2017-09-30,2018-11-08 16:27:57+00:00,0.7,0.7,0.21,0.7,11600000.0,47100000.0,47100000.0,,47100000.0,,258200000.0,429500000.0,,1700000.0,,6400000.0,14000000.0,9300000.0,69300000.0,258200000.0,171300000.0,20100000.0,4800000.0,99000000.0,72300000.0,-13600000.0,58700000.0,429500000.0,67300000.0,67900000.0,68000000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.97,1.97,0.63,1.97,49200000.0,133500000.0,133500000.0,,133500000.0,,765300000.0,1257000000.0,,15000000.0,,19600000.0,41500000.0,17000000.0,204100000.0,765300000.0,491700000.0,59700000.0,17900000.0,282200000.0,209500000.0,-26800000.0,182700000.0,1257000000.0,67300000.0,67900000.0,68000000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q3TTM,2016-10-01,2017-09-30,,2.19,2.19,0.8,2.18,46100000.0,148800000.0,151100000.0,-2000000.0,148800000.0,,1030400000.0,1697800000.0,-300000.0,-33100000.0,,28900000.0,56900000.0,27000000.0,274400000.0,1030400000.0,667400000.0,79600000.0,29700000.0,387200000.0,280200000.0,-83000000.0,197200000.0,1697800000.0,67300000.0,67900000.0,68000000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q2,2017-04-01,2017-06-30,2018-08-08 16:33:59+00:00,0.64,0.64,0.21,0.64,19600000.0,43500000.0,43500000.0,,43500000.0,,262300000.0,429500000.0,,11400000.0,,13200000.0,13600000.0,5400000.0,69300000.0,262300000.0,167200000.0,20100000.0,6100000.0,101500000.0,65700000.0,-2600000.0,63100000.0,429500000.0,68000000.0,68300000.0,68400000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q2YTD,2017-01-01,2017-06-30,,1.27,1.27,0.42,1.27,37600000.0,86400000.0,86400000.0,,86400000.0,,507100000.0,827500000.0,,13300000.0,,13200000.0,27500000.0,7700000.0,134800000.0,507100000.0,320400000.0,39600000.0,13100000.0,183200000.0,137200000.0,-13200000.0,124000000.0,827500000.0,68000000.0,68300000.0,68400000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q2TTM,2016-07-01,2017-06-30,,2.05,2.05,0.76,2.04,53900000.0,141300000.0,145300000.0,-3600000.0,141300000.0,,1008500000.0,1672800000.0,-400000.0,-34300000.0,,34400000.0,55000000.0,23300000.0,272200000.0,1008500000.0,664300000.0,79300000.0,33400000.0,384900000.0,279400000.0,-80200000.0,199200000.0,1672800000.0,68000000.0,68300000.0,68400000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q1,2017-01-01,2017-03-31,2018-05-09 15:11:22+00:00,0.63,0.63,0.21,0.63,18000000.0,42900000.0,42900000.0,,42900000.0,,244800000.0,398000000.0,0.0,1900000.0,,0.0,13900000.0,2300000.0,65500000.0,244800000.0,153200000.0,19500000.0,7000000.0,81700000.0,71500000.0,-10600000.0,60900000.0,398000000.0,68100000.0,68300000.0,68500000.0
W. R. Grace & Co,GRA,,1045309,2017.0,Q1TTM,2016-04-01,2017-03-31,,1.96,1.96,0.72,1.95,55800000.0,136500000.0,139700000.0,-3000000.0,136500000.0,,963500000.0,1633800000.0,-200000.0,-48800000.0,,26500000.0,53800000.0,27300000.0,269300000.0,963500000.0,670300000.0,79000000.0,29900000.0,376900000.0,293400000.0,-97900000.0,195500000.0,1633800000.0,68100000.0,68300000.0,68500000.0
W. R. Grace & Co,GRA,,1045309,2018.0,FY,2018-01-01,2018-12-31,2020-02-27 14:43:43+00:00,2.49,2.49,0.96,2.49,78100000.0,166800000.0,166800000.0,,167600000.0,-800000.0,1165400000.0,1932100000.0,,18400000.0,82300000.0,,62700000.0,46400000.0,300400000.0,1165400000.0,766700000.0,80200000.0,31800000.0,491800000.0,274900000.0,-30000000.0,244900000.0,1932100000.0,67300000.0,67200000.0,67300000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q4,2018-10-01,2018-12-31,,1.03,1.03,0.24,1.03,27600000.0,68900000.0,68900000.0,,69500000.0,-600000.0,323700000.0,520000000.0,,18700000.0,3500000.0,,16200000.0,13600000.0,76900000.0,323700000.0,196300000.0,20600000.0,12300000.0,110200000.0,86100000.0,10400000.0,96500000.0,520000000.0,67300000.0,67200000.0,67300000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q3,2018-07-01,2018-09-30,2019-11-07 14:32:04+00:00,0.24,0.24,0.24,0.24,700000.0,15900000.0,15900000.0,,16100000.0,-200000.0,292700000.0,494900000.0,,2300000.0,74600000.0,,15700000.0,8400000.0,74700000.0,292700000.0,202200000.0,20400000.0,5900000.0,173400000.0,28800000.0,-12200000.0,16600000.0,494900000.0,67100000.0,67100000.0,67200000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q3YTD,2018-01-01,2018-09-30,,1.46,1.46,0.72,1.46,50500000.0,97900000.0,97900000.0,,98100000.0,-200000.0,841700000.0,1412100000.0,,-300000.0,78800000.0,,46500000.0,32800000.0,223500000.0,841700000.0,570400000.0,59600000.0,19500000.0,381600000.0,188800000.0,-40400000.0,148400000.0,1412100000.0,67100000.0,67100000.0,67200000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q3TTM,2017-10-01,2018-09-30,,-0.35,-0.35,0.93,-0.35,201800000.0,-25200000.0,-25200000.0,,-24200000.0,-1000000.0,1116800000.0,1871600000.0,,-42400000.0,111900000.0,-19600000.0,61300000.0,42500000.0,287800000.0,1116800000.0,754800000.0,79400000.0,27500000.0,483900000.0,270900000.0,-94300000.0,176600000.0,1871600000.0,67100000.0,67100000.0,67200000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q2,2018-04-01,2018-06-30,2019-08-07 12:59:24+00:00,0.58,0.58,0.24,0.58,25000000.0,38600000.0,38600000.0,,38600000.0,,287000000.0,485700000.0,,-5900000.0,2200000.0,,16100000.0,18800000.0,80400000.0,287000000.0,198700000.0,19900000.0,8200000.0,117500000.0,81200000.0,-17600000.0,63600000.0,485700000.0,66600000.0,67300000.0,67400000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.22,1.22,0.48,1.22,49800000.0,82000000.0,82000000.0,,82000000.0,,549000000.0,917200000.0,,-2600000.0,4200000.0,,30800000.0,24400000.0,148800000.0,549000000.0,368200000.0,39200000.0,13600000.0,208200000.0,160000000.0,-28200000.0,131800000.0,917200000.0,66600000.0,67300000.0,67400000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q2TTM,2017-07-01,2018-06-30,,0.11,0.11,0.9,0.11,212700000.0,6000000.0,6000000.0,,6800000.0,-800000.0,1082300000.0,1806200000.0,,-43000000.0,37300000.0,-13200000.0,59600000.0,43400000.0,282400000.0,1082300000.0,723900000.0,79100000.0,26400000.0,409500000.0,314400000.0,-95700000.0,218700000.0,1806200000.0,66600000.0,67300000.0,67400000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 17:08:03+00:00,0.64,0.64,0.24,0.64,24800000.0,43400000.0,43400000.0,,43400000.0,,262000000.0,431500000.0,,3300000.0,2000000.0,,14700000.0,5600000.0,68400000.0,262000000.0,169500000.0,19300000.0,5400000.0,90700000.0,78800000.0,-10600000.0,68200000.0,431500000.0,67800000.0,67600000.0,67700000.0
W. R. Grace & Co,GRA,,1045309,2018.0,Q1TTM,2017-04-01,2018-03-31,,0.17,0.17,0.87,0.17,207300000.0,10900000.0,10900000.0,,11700000.0,-800000.0,1057600000.0,1750000000.0,,-25700000.0,35100000.0,,57100000.0,30000000.0,271300000.0,1057600000.0,692400000.0,79300000.0,24300000.0,393500000.0,298900000.0,-80700000.0,218200000.0,1750000000.0,67800000.0,67600000.0,67700000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q4,2019-10-01,2019-12-31,,-0.43,-0.43,0.27,-0.42,-200000.0,-28100000.0,-28100000.0,,-28500000.0,400000.0,299800000.0,504500000.0,,-83800000.0,51400000.0,,16300000.0,1600000.0,75300000.0,299800000.0,204700000.0,18500000.0,13900000.0,144600000.0,60100000.0,-88400000.0,-28300000.0,504500000.0,66800000.0,66800000.0,66900000.0
W. R. Grace & Co,GRA,,1045309,2019.0,FY,2019-01-01,2019-12-31,2020-02-27 14:43:43+00:00,1.89,1.89,1.08,1.89,56800000.0,126700000.0,126700000.0,,126300000.0,400000.0,1164400000.0,1958100000.0,,-80600000.0,103500000.0,,64500000.0,13700000.0,299000000.0,1164400000.0,793700000.0,76700000.0,27800000.0,480700000.0,313000000.0,-129500000.0,183500000.0,1958100000.0,66800000.0,66800000.0,66900000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q3,2019-07-01,2019-09-30,2019-11-07 14:32:04+00:00,0.81,0.81,0.27,0.8,27300000.0,53800000.0,53800000.0,,53700000.0,100000.0,279500000.0,470500000.0,,1100000.0,3700000.0,,14900000.0,3400000.0,74200000.0,279500000.0,191000000.0,18600000.0,3800000.0,96200000.0,94800000.0,-13700000.0,81100000.0,470500000.0,66300000.0,66700000.0,66800000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q3YTD,2019-01-01,2019-09-30,,2.32,2.32,0.81,2.31,57000000.0,154800000.0,154800000.0,,154800000.0,,864600000.0,1453600000.0,,3200000.0,52100000.0,,48200000.0,12100000.0,223700000.0,864600000.0,589000000.0,58200000.0,13900000.0,336100000.0,252900000.0,-41100000.0,211800000.0,1453600000.0,66300000.0,66700000.0,66800000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q3TTM,2018-10-01,2019-09-30,,3.35,3.35,1.05,3.34,84600000.0,223700000.0,223700000.0,,224300000.0,-600000.0,1188300000.0,1973600000.0,,21900000.0,55600000.0,,64400000.0,25700000.0,300600000.0,1188300000.0,785300000.0,78800000.0,26200000.0,446300000.0,339000000.0,-30700000.0,308300000.0,1973600000.0,66300000.0,66700000.0,66800000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.51,1.51,0.54,1.51,29700000.0,101000000.0,101000000.0,,101100000.0,-100000.0,585100000.0,983100000.0,,2100000.0,48400000.0,,33300000.0,8700000.0,149500000.0,585100000.0,398000000.0,39600000.0,10100000.0,239900000.0,158100000.0,-27400000.0,130700000.0,983100000.0,67000000.0,66800000.0,67000000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q2TTM,2018-07-01,2019-06-30,,2.78,2.78,1.02,2.78,58000000.0,185800000.0,185800000.0,,186700000.0,-900000.0,1201500000.0,1998000000.0,,23100000.0,126500000.0,,65200000.0,30700000.0,301100000.0,1201500000.0,796500000.0,80600000.0,28300000.0,523500000.0,273000000.0,-29200000.0,243800000.0,1998000000.0,67000000.0,66800000.0,67000000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q2,2019-04-01,2019-06-30,2019-08-07 12:59:24+00:00,1.14,1.14,0.27,1.14,18800000.0,76400000.0,76400000.0,,76400000.0,,304200000.0,513600000.0,,-100000.0,1500000.0,,16300000.0,6400000.0,76300000.0,304200000.0,209400000.0,19600000.0,6000000.0,100500000.0,108900000.0,-13700000.0,95200000.0,513600000.0,67000000.0,66800000.0,67000000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 13:47:41+00:00,0.37,0.37,0.27,0.37,10900000.0,24600000.0,24600000.0,,24700000.0,-100000.0,280900000.0,469500000.0,,2200000.0,46900000.0,,17000000.0,2300000.0,73200000.0,280900000.0,188600000.0,20000000.0,4100000.0,139400000.0,49200000.0,-13700000.0,35500000.0,469500000.0,66800000.0,66800000.0,66900000.0
W. R. Grace & Co,GRA,,1045309,2019.0,Q1TTM,2018-04-01,2019-03-31,,2.22,2.22,0.99,2.22,64200000.0,148000000.0,148000000.0,,148900000.0,-900000.0,1184300000.0,1970100000.0,,17300000.0,127200000.0,,65000000.0,43100000.0,305200000.0,1184300000.0,785800000.0,80900000.0,30500000.0,540500000.0,245300000.0,-33100000.0,212200000.0,1970100000.0,66800000.0,66800000.0,66900000.0
W. R. Grace & Co,GRA,,1045309,2020.0,Q1TTM,2019-04-01,2020-03-31,,2.15,2.15,1.11,2.15,61600000.0,144200000.0,144200000.0,,143600000.0,600000.0,1145400000.0,1910100000.0,,-74000000.0,59300000.0,,64500000.0,14100000.0,296900000.0,1145400000.0,764700000.0,75000000.0,24900000.0,434800000.0,329900000.0,-124100000.0,205800000.0,1910100000.0,66700000.0,66500000.0,66500000.0
W. R. Grace & Co,GRA,,1045309,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 13:47:41+00:00,0.63,0.63,0.3,0.63,15700000.0,42100000.0,42100000.0,,42000000.0,100000.0,261900000.0,421500000.0,,8800000.0,2700000.0,,17000000.0,2700000.0,71100000.0,261900000.0,159600000.0,18300000.0,1200000.0,93500000.0,66100000.0,-8300000.0,57800000.0,421500000.0,66700000.0,66500000.0,66500000.0
