company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,extraordinaryincome,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 10:09:16+00:00,,1.2,1.2,0.49,,1.2,,,,370300000.0,,1313100000.0,1313100000.0,,1313100000.0,,816400000.0,5047000000.0,,-70700000.0,,,,,947300000.0,0.0,1529200000.0,816400000.0,4230600000.0,,,2476500000.0,1754100000.0,-70700000.0,1683400000.0,5047000000.0,1094300000.0,1094300000.0,1094300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q4,2010-10-01,2010-12-31,,,1.05,1.05,-1.47,,1.05,,,,240000000.0,,1169600000.0,1169600000.0,,1169600000.0,,1232200000.0,6187000000.0,,-39400000.0,,,,,1438100000.0,79000000.0,1988700000.0,1232200000.0,4954800000.0,,,3505800000.0,1449000000.0,-39400000.0,1409600000.0,6187000000.0,1105788000.0,1105788000.0,1105788000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 10:28:17+00:00,,4.58,4.58,,,4.58,,,,1455700000.0,,5069500000.0,5069500000.0,,5069500000.0,,4366200000.0,23076000000.0,,-5000000.0,,,,,4934200000.0,192000000.0,7053400000.0,4366200000.0,18709800000.0,,,12179600000.0,6530200000.0,-5000000.0,6525200000.0,23076000000.0,1105788000.0,1105788000.0,1105788000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q3,2010-07-01,2010-09-30,2010-10-29 09:15:32+00:00,,1.18,1.18,0.49,,1.18,,,,368400000.0,,1302900000.0,1302900000.0,,1302900000.0,,987600000.0,5654800000.0,,-21700000.0,,,,,1219800000.0,59500000.0,1694900000.0,987600000.0,4667200000.0,,,2974200000.0,1693000000.0,-21700000.0,1671300000.0,5654800000.0,1104200000.0,1104200000.0,1104200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q3YTD,2010-01-01,2010-09-30,,,3.53,3.53,1.47,,3.53,,,,1215700000.0,,3899900000.0,3899900000.0,,3899900000.0,,3134000000.0,16889000000.0,,34400000.0,,,,,3496100000.0,113000000.0,5064700000.0,3134000000.0,13755000000.0,,,8673800000.0,5081200000.0,34400000.0,5115600000.0,16889000000.0,1104200000.0,1104200000.0,1104200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q3TTM,2009-10-01,2010-09-30,,,4.35,5.41,1.96,,5.41,,,,1437500000.0,,4767100000.0,4767100000.0,,4767100000.0,,4565300000.0,28116000000.0,,-81600000.0,,-5292800000.0,,,4802800000.0,150900000.0,7018000000.0,4565300000.0,18257900000.0,,,11971700000.0,6286200000.0,-81600000.0,6204600000.0,22823200000.0,1104200000.0,1104200000.0,1104200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q2,2010-04-01,2010-06-30,2010-07-30 17:56:06+00:00,,1.22,1.22,0.49,,1.22,,,,387600000.0,,1348900000.0,1348900000.0,,1348900000.0,,1023900000.0,5748700000.0,,-18400000.0,,,,,1187200000.0,27300000.0,1755400000.0,1023900000.0,4724800000.0,,,2969900000.0,1754900000.0,-18400000.0,1736500000.0,5748700000.0,1105700000.0,1105700000.0,1105700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q2YTD,2010-01-01,2010-06-30,,,2.35,2.35,0.98,,2.35,,,,847300000.0,,2597000000.0,2597000000.0,,2597000000.0,,2146400000.0,11234200000.0,,56100000.0,,,,,2276300000.0,53500000.0,3369800000.0,2146400000.0,9087800000.0,,,5699600000.0,3388200000.0,56100000.0,3444300000.0,11234200000.0,1105700000.0,1105700000.0,1105700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q2TTM,2009-07-01,2010-06-30,,,4.03,5.09,1.96,,5.09,,,,1196800000.0,,4406000000.0,4406000000.0,,4406000000.0,,4629600000.0,28023200000.0,,-126800000.0,,-5292800000.0,,,4705100000.0,641200000.0,7024900000.0,4629600000.0,18100800000.0,,,12371200000.0,5729600000.0,-126800000.0,5602800000.0,22730400000.0,1105700000.0,1105700000.0,1105700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q1TTM,2009-04-01,2010-03-31,,,3.87,3.87,1.96,,3.87,,,,1118400000.0,,4263800000.0,4263800000.0,,4263800000.0,,4553100000.0,22274500000.0,,-84300000.0,,,,,4558300000.0,718900000.0,6977700000.0,4553100000.0,17721400000.0,,,12254900000.0,5466500000.0,-84300000.0,5382200000.0,22274500000.0,1104500000.0,1104500000.0,1104500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 12:57:48+00:00,,1.13,1.13,0.49,,1.13,,,,459700000.0,,1248100000.0,1248100000.0,,1248100000.0,,1122500000.0,5485500000.0,,74500000.0,,,,,1089100000.0,26200000.0,1614400000.0,1122500000.0,4363000000.0,,,2729700000.0,1633300000.0,74500000.0,1707800000.0,5485500000.0,1104500000.0,1104500000.0,1104500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q4,2011-10-01,2011-12-31,,,0.77,0.77,-1.47,,0.77,,,,183600000.0,,858200000.0,858200000.0,,858200000.0,,1321700000.0,6046600000.0,,-26800000.0,,,,,1355300000.0,167600000.0,2133400000.0,1321700000.0,4724900000.0,,,3656300000.0,1068600000.0,-26800000.0,1041800000.0,6046600000.0,1113923000.0,1113923000.0,1113923000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,FY,2011-01-01,2011-12-31,2014-02-19 13:34:18+00:00,,3.9,3.9,,,3.9,,,,1001800000.0,,4347700000.0,4347700000.0,,4347700000.0,,5067900000.0,24286500000.0,,-179000000.0,,,,,5408800000.0,401400000.0,7879900000.0,5067900000.0,19218600000.0,,,13690100000.0,5528500000.0,-179000000.0,5349500000.0,24286500000.0,1113923000.0,1113923000.0,1113923000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q3,2011-07-01,2011-09-30,2011-10-28 15:35:38+00:00,,1.11,1.11,0.49,,1.11,,,,266200000.0,,1236300000.0,1236300000.0,,1236300000.0,,1338100000.0,6147900000.0,,-83400000.0,,,,,1280900000.0,25200000.0,1917800000.0,1338100000.0,4809800000.0,,,3223900000.0,1585900000.0,-83400000.0,1502500000.0,6147900000.0,1113800000.0,1113800000.0,1113800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q3YTD,2011-01-01,2011-09-30,,,3.13,3.13,1.47,,3.13,,,,818200000.0,,3489500000.0,3489500000.0,,3489500000.0,,3746200000.0,18239900000.0,,-152200000.0,,,,,4053500000.0,233800000.0,5746500000.0,3746200000.0,14493700000.0,,,10033800000.0,4459900000.0,-152200000.0,4307700000.0,18239900000.0,1113800000.0,1113800000.0,1113800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q3TTM,2010-10-01,2011-09-30,,,4.18,4.18,,,4.18,,,,1058200000.0,,4659100000.0,4659100000.0,,4659100000.0,,4978400000.0,24426900000.0,,-191600000.0,,,,,5491600000.0,312800000.0,7735200000.0,4978400000.0,19448500000.0,,,13539600000.0,5908900000.0,-191600000.0,5717300000.0,24426900000.0,1113800000.0,1113800000.0,1113800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q2,2011-04-01,2011-06-30,2011-07-29 15:48:00+00:00,,1.07,1.07,0.49,,1.07,,,,334000000.0,,1197300000.0,1197300000.0,,1197300000.0,,1228000000.0,6252800000.0,,-57600000.0,,,,,1260600000.0,132300000.0,2043000000.0,1228000000.0,5024800000.0,,,3435900000.0,1588900000.0,-57600000.0,1531300000.0,6252800000.0,1119000000.0,1119000000.0,1119000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q2YTD,2011-01-01,2011-06-30,,,2.02,2.02,0.98,,2.02,,,,552000000.0,,2253200000.0,2253200000.0,,2253200000.0,,2408100000.0,12092000000.0,,-68800000.0,,,,,2772600000.0,208600000.0,3828700000.0,2408100000.0,9683900000.0,,,6809900000.0,2874000000.0,-68800000.0,2805200000.0,12092000000.0,1119000000.0,1119000000.0,1119000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q2TTM,2010-07-01,2011-06-30,,,4.25,4.25,,,4.25,,,,1160400000.0,,4725700000.0,4725700000.0,,4725700000.0,,4627900000.0,23933800000.0,,-129900000.0,,,,,5430500000.0,347100000.0,7512300000.0,4627900000.0,19305900000.0,,,13289900000.0,6016000000.0,-129900000.0,5886100000.0,23933800000.0,1119000000.0,1119000000.0,1119000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q1,2011-01-01,2011-03-31,2011-04-29 12:57:48+00:00,,0.95,0.95,0.49,,0.95,,,,218000000.0,,1055900000.0,1055900000.0,,1055900000.0,,1180100000.0,5839200000.0,,-11200000.0,,,,,1512000000.0,76300000.0,1785700000.0,1180100000.0,4659100000.0,,,3374000000.0,1285100000.0,-11200000.0,1273900000.0,5839200000.0,1111500000.0,1111500000.0,1111500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q1TTM,2010-04-01,2011-03-31,,,4.4,4.4,,,4.4,,,,1214000000.0,,4877300000.0,4877300000.0,,4877300000.0,,4423800000.0,23429700000.0,,-90700000.0,,,,,5357100000.0,242100000.0,7224700000.0,4423800000.0,19005900000.0,,,12823900000.0,6182000000.0,-90700000.0,6091300000.0,23429700000.0,1111500000.0,1111500000.0,1111500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q4,2012-10-01,2012-12-31,,,0.75,0.75,-1.47,,0.74,,,,185200000.0,,827300000.0,827300000.0,,827300000.0,,1248300000.0,5957400000.0,,-52000000.0,,,,,1463100000.0,204000000.0,1977500000.0,1248300000.0,4709100000.0,,,3644600000.0,1064500000.0,-52000000.0,1012500000.0,5957400000.0,1114100000.0,1113178000.0,1117294000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,FY,2012-01-01,2012-12-31,2015-02-19 16:02:25+00:00,,3.67,3.67,,,3.66,,,,1319600000.0,,4088600000.0,4088600000.0,,4088600000.0,,4796500000.0,22603400000.0,,674000000.0,,,,,5278100000.0,281100000.0,7513500000.0,4796500000.0,17806900000.0,,,13072700000.0,4734200000.0,674000000.0,5408200000.0,22603400000.0,1114100000.0,1113178000.0,1117294000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q3,2012-07-01,2012-09-30,2012-10-26 15:24:11+00:00,,1.18,1.18,0.49,,1.18,,,,548100000.0,,1326600000.0,1326600000.0,,1326600000.0,,1203600000.0,5443300000.0,,788500000.0,,,,,1342800000.0,53300000.0,1757400000.0,1203600000.0,4239700000.0,,,3153500000.0,1086200000.0,788500000.0,1874700000.0,5443300000.0,1124200000.0,1124200000.0,1124200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q3YTD,2012-01-01,2012-09-30,,,2.92,2.92,1.47,,2.92,,,,1134400000.0,,3261300000.0,3261300000.0,,3261300000.0,,3548200000.0,16646000000.0,,726000000.0,,,,,3815000000.0,77100000.0,5536000000.0,3548200000.0,13097800000.0,,,9428100000.0,3669700000.0,726000000.0,4395700000.0,16646000000.0,1124200000.0,1124200000.0,1124200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q3TTM,2011-10-01,2012-09-30,,,3.69,3.69,,,3.69,,,,1318000000.0,,4119500000.0,4119500000.0,,4119500000.0,,4869900000.0,22692600000.0,,699200000.0,,,,,5170300000.0,244700000.0,7669400000.0,4869900000.0,17822700000.0,,,13084400000.0,4738300000.0,699200000.0,5437500000.0,22692600000.0,1124200000.0,1124200000.0,1124200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q2,2012-04-01,2012-06-30,2012-07-27 13:05:14+00:00,,0.83,0.83,0.49,,0.83,,,,262100000.0,,923600000.0,923600000.0,,923600000.0,,1146700000.0,5600700000.0,,-16500000.0,,,,,1320700000.0,0.0,1931100000.0,1146700000.0,4454000000.0,,,3251800000.0,1202200000.0,-16500000.0,1185700000.0,5600700000.0,1112800000.0,1112800000.0,1112800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q2YTD,2012-01-01,2012-06-30,,,1.74,1.74,0.98,,1.74,,,,586300000.0,,1934700000.0,1934700000.0,,1934700000.0,,2344600000.0,11202700000.0,,-62500000.0,,,,,2472200000.0,23800000.0,3778600000.0,2344600000.0,8858100000.0,,,6274600000.0,2583500000.0,-62500000.0,2521000000.0,11202700000.0,1112800000.0,1112800000.0,1112800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q2TTM,2011-07-01,2012-06-30,,,3.62,3.62,,,3.62,,,,1036100000.0,,4029200000.0,4029200000.0,,4029200000.0,,5004400000.0,23397200000.0,,-172700000.0,,,,,5108400000.0,216600000.0,7829800000.0,5004400000.0,18392800000.0,,,13154800000.0,5238000000.0,-172700000.0,5065300000.0,23397200000.0,1112800000.0,1112800000.0,1112800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q1,2012-01-01,2012-03-31,2012-04-30 15:25:52+00:00,,0.91,0.91,0.49,,0.91,,,,324200000.0,,1011100000.0,1011100000.0,,1011100000.0,,1197900000.0,5602000000.0,,-46000000.0,,,,,1151500000.0,23800000.0,1847500000.0,1197900000.0,4404100000.0,,,3022800000.0,1381300000.0,-46000000.0,1335300000.0,5602000000.0,1111100000.0,1111100000.0,1111100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2012.0,Q1TTM,2011-04-01,2012-03-31,,,3.86,3.86,,,3.86,,,,1108000000.0,,4302900000.0,4302900000.0,,4302900000.0,,5085700000.0,24049300000.0,,-213800000.0,,,,,5048300000.0,348900000.0,7941700000.0,5085700000.0,18963600000.0,,,13338900000.0,5624700000.0,-213800000.0,5410900000.0,24049300000.0,1111100000.0,1111100000.0,1111100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q4,2013-10-01,2013-12-31,,,0.68,0.68,-1.47,,0.68,,,,182400000.0,,727500000.0,727500000.0,,727500000.0,,1386500000.0,5808800000.0,,9100000.0,,,,,1532500000.0,35400000.0,1953600000.0,1386500000.0,4422300000.0,,,3521500000.0,900800000.0,9100000.0,909900000.0,5808800000.0,1081900000.0,1080874000.0,1084766000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 16:02:25+00:00,,4.33,4.33,,,4.32,,,,1204500000.0,,4684800000.0,4684800000.0,,4684800000.0,,4908100000.0,23113100000.0,,518900000.0,,,,,5588400000.0,120600000.0,7125600000.0,4908100000.0,18205000000.0,,,12834600000.0,5370400000.0,518900000.0,5889300000.0,23113100000.0,1081900000.0,1080874000.0,1084766000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q3,2013-07-01,2013-09-30,2013-10-30 11:21:23+00:00,,1.11,1.11,0.49,,1.11,,,,310300000.0,,1203100000.0,1203100000.0,,1203100000.0,,1198100000.0,5772600000.0,,-31300000.0,,,,,1377400000.0,0.0,1652400000.0,1198100000.0,4574500000.0,,,3029800000.0,1544700000.0,-31300000.0,1513400000.0,5772600000.0,1083900000.0,1083900000.0,1083900000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q3YTD,2013-01-01,2013-09-30,,,3.65,3.65,1.47,,3.64,,,,1022100000.0,,3957300000.0,3957300000.0,,3957300000.0,,3521600000.0,17304300000.0,,509800000.0,,,,,4055900000.0,85200000.0,5172000000.0,3521600000.0,13782700000.0,,,9313100000.0,4469600000.0,509800000.0,4979400000.0,17304300000.0,1083900000.0,1083900000.0,1083900000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q3TTM,2012-10-01,2013-09-30,,,4.4,4.4,,,4.38,,,,1207300000.0,,4784600000.0,4784600000.0,,4784600000.0,,4769900000.0,23261700000.0,,457800000.0,,,,,5519000000.0,289200000.0,7149500000.0,4769900000.0,18491800000.0,,,12957700000.0,5534100000.0,457800000.0,5991900000.0,23261700000.0,1083900000.0,1083900000.0,1083900000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q2,2013-04-01,2013-06-30,2013-07-26 11:57:41+00:00,,1.12,1.12,0.49,,1.11,,,,308700000.0,,1206200000.0,1206200000.0,,1206200000.0,,1165200000.0,5929700000.0,,11900000.0,,,,,1330400000.0,63500000.0,1867600000.0,1165200000.0,4764500000.0,,,3261500000.0,1503000000.0,11900000.0,1514900000.0,5929700000.0,1077000000.0,1077000000.0,1086700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q2YTD,2013-01-01,2013-06-30,,,2.54,2.54,0.98,,2.53,,,,711800000.0,,2754200000.0,2754200000.0,,2754200000.0,,2323500000.0,11531700000.0,,541100000.0,,,,,2678500000.0,85200000.0,3519600000.0,2323500000.0,9208200000.0,,,6283300000.0,2924900000.0,541100000.0,3466000000.0,11531700000.0,1077000000.0,1077000000.0,1086700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q2TTM,2012-07-01,2013-06-30,,,4.47,4.47,,,4.45,,,,1445100000.0,,4908100000.0,4908100000.0,,4908100000.0,,4775400000.0,22932400000.0,,1277600000.0,,,,,5484400000.0,342500000.0,7254500000.0,4775400000.0,18157000000.0,,,13081400000.0,5075600000.0,1277600000.0,6353200000.0,22932400000.0,1077000000.0,1077000000.0,1086700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q1,2013-01-01,2013-03-31,2013-04-26 11:42:11+00:00,,1.42,1.42,0.49,,1.42,,,,403100000.0,,1548000000.0,1548000000.0,,1548000000.0,,1158300000.0,5602000000.0,,529200000.0,,,,,1348100000.0,21700000.0,1652000000.0,1158300000.0,4443700000.0,,,3021800000.0,1421900000.0,529200000.0,1951100000.0,5602000000.0,1090100000.0,1090100000.0,1090100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2013.0,Q1TTM,2012-04-01,2013-03-31,,,4.18,4.18,,,4.17,,,,1398500000.0,,4625500000.0,4625500000.0,,4625500000.0,,4756900000.0,22603400000.0,,1249200000.0,,,,,5474700000.0,279000000.0,7318000000.0,4756900000.0,17846500000.0,,,13071700000.0,4774800000.0,1249200000.0,6024000000.0,22603400000.0,1090100000.0,1090100000.0,1090100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 15:32:29+00:00,,2.23,2.23,,,2.23,,,,609800000.0,,2390500000.0,2390500000.0,,2390500000.0,,4932500000.0,19615600000.0,,340500000.0,,,,,4933800000.0,468700000.0,6620800000.0,4932500000.0,14683100000.0,,,12023300000.0,2659800000.0,340500000.0,3000300000.0,19615600000.0,1072000000.0,1069932000.0,1074286000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q4,2014-10-01,2014-12-31,,,0.4,0.4,-1.47,,0.4,,,,85100000.0,,428500000.0,428500000.0,,428500000.0,,1253100000.0,5121300000.0,,137200000.0,,,,,1290900000.0,401000000.0,1799900000.0,1253100000.0,3868200000.0,,,3491800000.0,376400000.0,137200000.0,513600000.0,5121300000.0,1072000000.0,1069932000.0,1074286000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q3,2014-07-01,2014-09-30,2015-10-30 15:07:28+00:00,,0.47,0.47,0.49,,0.47,,,,154900000.0,,500600000.0,500600000.0,,500600000.0,,1267000000.0,4875600000.0,,93500000.0,,,,,1338200000.0,36300000.0,1672100000.0,1267000000.0,3608600000.0,,,3046600000.0,562000000.0,93500000.0,655500000.0,4875600000.0,1065100000.0,1069600000.0,1074400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q3YTD,2014-01-01,2014-09-30,,,1.83,1.83,1.47,,1.83,,,,524700000.0,,1962000000.0,1962000000.0,,1962000000.0,,3679400000.0,14494300000.0,,203300000.0,,,,,3642900000.0,67700000.0,4820900000.0,3679400000.0,10814900000.0,,,8531500000.0,2283400000.0,203300000.0,2486700000.0,14494300000.0,1065100000.0,1069600000.0,1074400000.0
