company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Apartment Investment and Management Co,AIV,,922864,2014.0,FY,,2014-12-31,2016-02-26 19:01:05+00:00,-6456000.0,28971000.0,,3697607000.0,,,,4022809000.0,5472779000.0,214370000.0,,503833000.0,-2649542000.0,110851000.0,320996000.0,87937000.0,91445000.0,112330000.0,6097028000.0,1041609000.0,1227735000.0,1442105000.0,4566986000.0,6097028000.0,186126000.0,
Apartment Investment and Management Co,AIV,,922864,2014.0,Q3,,2014-09-30,2014-10-31 14:45:31+00:00,-5517000.0,29186000.0,,3695563000.0,,,37056000.0,3947786000.0,5224875000.0,215304000.0,,517378000.0,-2647921000.0,86853000.0,328854000.0,78909000.0,166024000.0,14450000.0,5937463000.0,1042125000.0,1228251000.0,1443555000.0,4414999000.0,5937463000.0,186126000.0,
Apartment Investment and Management Co,AIV,,922864,2015.0,FY,,2015-12-31,2017-02-24 17:08:46+00:00,-6040000.0,50789000.0,,4066222000.0,,,,3822141000.0,5529461000.0,141514000.0,,451475000.0,-2596917000.0,64105000.0,353604000.0,87926000.0,86956000.0,27000000.0,6118681000.0,1463265000.0,1622391000.0,1763905000.0,4266850000.0,6118681000.0,159126000.0,
Apartment Investment and Management Co,AIV,,922864,2015.0,Q3,,2015-09-30,2015-11-04 17:42:49+00:00,-6810000.0,45241000.0,,4066293000.0,,,,3807699000.0,5580271000.0,147074000.0,,498920000.0,-2616919000.0,83005000.0,362057000.0,87937000.0,93230000.0,128200000.0,6217662000.0,1442564000.0,1601690000.0,1748764000.0,4380961000.0,6217662000.0,159126000.0,
Apartment Investment and Management Co,AIV,,922864,2015.0,Q2,,2015-06-30,2015-07-31 15:31:20+00:00,-7402000.0,46835000.0,,4066522000.0,,,,3818487000.0,5564185000.0,189175000.0,,457591000.0,-2589336000.0,70303000.0,315357000.0,87942000.0,89083000.0,47520000.0,6157694000.0,1469784000.0,1628910000.0,1818085000.0,4251667000.0,6157694000.0,159126000.0,
Apartment Investment and Management Co,AIV,,922864,2015.0,Q1,,2015-03-31,2015-05-01 15:00:52+00:00,-7009000.0,164490000.0,,4066974000.0,,,,3888284000.0,5484023000.0,219099000.0,,471512000.0,-2603564000.0,83537000.0,321064000.0,87942000.0,95428000.0,0.0,6215453000.0,1456401000.0,1615527000.0,1834626000.0,4292885000.0,6215453000.0,159126000.0,
Apartment Investment and Management Co,AIV,,922864,2016.0,FY,,2016-12-31,2018-02-28 21:33:40+00:00,1011000.0,61244000.0,,4053291000.0,,,,3866702000.0,5755408000.0,151063000.0,,346260000.0,-2385399000.0,18452000.0,281567000.0,103201000.0,69906000.0,17900000.0,6232818000.0,1668903000.0,1793903000.0,1944966000.0,4184651000.0,6232818000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2016.0,Q3,,2016-09-30,2016-10-28 15:28:49+00:00,-434000.0,47908000.0,,4054218000.0,,,,3760761000.0,5755678000.0,144700000.0,,380750000.0,-2495877000.0,47508000.0,259990000.0,103201000.0,109511000.0,294780000.0,6293847000.0,1557907000.0,1682907000.0,1827607000.0,4363039000.0,6293847000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2016.0,Q2,,2016-06-30,2016-07-29 16:14:56+00:00,-710000.0,55225000.0,,4068042000.0,,,,3795098000.0,5474290000.0,147685000.0,,369621000.0,-2455302000.0,64033000.0,249518000.0,86200000.0,375092000.0,160540000.0,6274228000.0,1612030000.0,1771156000.0,1918841000.0,4269189000.0,6274228000.0,159126000.0,
Apartment Investment and Management Co,AIV,,922864,2016.0,Q1,,2016-03-31,2016-04-29 15:20:10+00:00,-431000.0,64454000.0,,4069762000.0,,,,3811510000.0,5527521000.0,131903000.0,,460080000.0,-2625295000.0,59961000.0,343396000.0,86201000.0,90158000.0,106080000.0,6142213000.0,1444036000.0,1603162000.0,1735065000.0,4320947000.0,6142213000.0,159126000.0,
Apartment Investment and Management Co,AIV,,922864,2017.0,FY,,2017-12-31,2019-02-19 18:24:17+00:00,3603000.0,76786000.0,0.0,3901614000.0,,,,4021751000.0,5630268000.0,-9107000.0,,306231000.0,-2367073000.0,0.0,232839000.0,101537000.0,65755000.0,67200000.0,6079040000.0,1538144000.0,1663144000.0,1655753000.0,4321750000.0,6079040000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2017.0,Q3,,2017-09-30,2017-11-01 15:59:36+00:00,1898000.0,55681000.0,,3900011000.0,,,,4034302000.0,5771527000.0,-12587000.0,,264215000.0,-2572723000.0,13922000.0,227668000.0,101537000.0,77915000.0,356220000.0,6169338000.0,1329186000.0,1454186000.0,1435689000.0,4632112000.0,6169338000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2017.0,Q2,,2017-06-30,2017-08-02 13:36:17+00:00,896000.0,63762000.0,,3899191000.0,,,,4095853000.0,5767352000.0,-11185000.0,,298469000.0,-2530585000.0,15355000.0,262638000.0,101537000.0,69619000.0,245720000.0,6199202000.0,1369502000.0,1494502000.0,1478099000.0,4619566000.0,6199202000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2017.0,Q1,,2017-03-31,2017-05-04 19:35:32+00:00,-118000.0,65074000.0,,4053215000.0,,,,3901336000.0,5745171000.0,148241000.0,,303646000.0,-2489961000.0,16868000.0,261553000.0,101606000.0,73549000.0,69700000.0,6187440000.0,1563136000.0,1688136000.0,1836377000.0,4249457000.0,6187440000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2018.0,FY,,2018-12-31,2020-02-24 16:44:45+00:00,4794000.0,36858000.0,0.0,3517132000.0,,,,3915305000.0,5723475000.0,61255000.0,,393934000.0,-1947507000.0,23177000.0,226230000.0,101291000.0,35737000.0,160360000.0,6190004000.0,1574419000.0,1699419000.0,1763641000.0,4325072000.0,6190004000.0,125000000.0,0.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q3,,2018-09-30,2018-11-02 21:48:40+00:00,4850000.0,58032000.0,0.0,3889886000.0,,,,3646789000.0,5730655000.0,68448000.0,,350067000.0,-1894054000.0,,242782000.0,101320000.0,46267000.0,0.0,6185021000.0,2000682000.0,2125682000.0,2194130000.0,3889571000.0,6185021000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2018.0,Q2,,2018-06-30,2018-08-06 20:20:46+00:00,3208000.0,67399000.0,,3888834000.0,,,,4265151000.0,5935579000.0,39844000.0,,470206000.0,-2402101000.0,68610000.0,234308000.0,101332000.0,71172000.0,220170000.0,6544356000.0,1489941000.0,1614941000.0,1654785000.0,4788239000.0,6544356000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2018.0,Q1,,2018-03-31,2018-05-08 16:30:18+00:00,3544000.0,70268000.0,,3886852000.0,,,,4176210000.0,5734738000.0,-7543000.0,,381521000.0,-2345206000.0,11814000.0,224606000.0,101378000.0,68763000.0,78635000.0,6255290000.0,1545190000.0,1670190000.0,1662647000.0,4491265000.0,6255290000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2019.0,FY,,2019-12-31,2020-05-08 17:49:39+00:00,4195000.0,142902000.0,0.0,3498856000.0,,,,4230590000.0,6019307000.0,76850000.0,,351472000.0,-1722402000.0,,360574000.0,101780000.0,34800000.0,275000000.0,6828739000.0,1780649000.0,1780649000.0,1860795000.0,4866164000.0,6828739000.0,,280258000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q3,,2019-09-30,2019-11-04 16:28:59+00:00,4488000.0,58724000.0,0.0,3498822000.0,,,,4254710000.0,6050892000.0,80615000.0,,395061000.0,-1797851000.0,0.0,397216000.0,101178000.0,34501000.0,0.0,6539178000.0,1705459000.0,1705459000.0,1786074000.0,4651926000.0,6539178000.0,0.0,
Apartment Investment and Management Co,AIV,,922864,2019.0,Q2,,2019-06-30,2019-08-09 08:03:51+00:00,4866000.0,33958000.0,0.0,3500117000.0,,,,3702487000.0,5719000000.0,79648000.0,,455897000.0,-1741765000.0,0.0,299313000.0,101178000.0,31949000.0,294960000.0,6240804000.0,1763218000.0,1763218000.0,1842866000.0,4296760000.0,6240804000.0,0.0,
Apartment Investment and Management Co,AIV,,922864,2019.0,Q1,,2019-03-31,2019-05-03 20:00:51+00:00,4851000.0,162286000.0,0.0,3496783000.0,,,,3859023000.0,5643853000.0,76636000.0,,441527000.0,-1742998000.0,0.0,293279000.0,101195000.0,36103000.0,70000000.0,6283769000.0,1758636000.0,1883636000.0,1960272000.0,4222302000.0,6283769000.0,125000000.0,
Apartment Investment and Management Co,AIV,,922864,2020.0,Q1,,2020-03-31,2020-05-08 17:49:39+00:00,4139000.0,340883000.0,0.0,3490098000.0,,,,4208687000.0,6025659000.0,78093000.0,,361298000.0,-1776782000.0,,349099000.0,101066000.0,33933000.0,593845000.0,7048245000.0,1717455000.0,1717455000.0,1795548000.0,5151631000.0,7048245000.0,,286472000.0
