company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Apartment Investment and Management Co,AIV,,922864,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 19:35:32+00:00,,,,,79828000.0,,-20824000.0,,86846000.0,,5283000.0,-65571000.0,73953000.0,,5283000.0,-65571000.0,73953000.0,13665000.0,29885000.0,29885000.0,-14936000.0,-1681000.0,3234000.0,,-60703000.0,-4039000.0,-79576000.0,-19179000.0,,,14810000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,FY,2017-01-01,2017-12-31,2020-02-24 16:44:45+00:00,,5666000.0,7401000.0,196438000.0,366184000.0,,-31236000.0,,611664000.0,,-393700000.0,13019000.0,392072000.0,,-393700000.0,13019000.0,392072000.0,11391000.0,347079000.0,347079000.0,-295621000.0,-330277000.0,,,-260770000.0,-31290000.0,-358104000.0,-414317000.0,0.0,0.0,402413000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,Q4,2017-10-01,2017-12-31,,,5666000.0,7401000.0,196438000.0,97348000.0,,-12020000.0,,-142411000.0,,-376882000.0,288904000.0,96923000.0,,-376882000.0,288904000.0,96923000.0,8945000.0,286189000.0,286189000.0,-280260000.0,-1319000.0,,,-69509000.0,-11140000.0,-91481000.0,-163643000.0,,,391525000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-02 21:48:40+00:00,,,,,268836000.0,,-19216000.0,,754075000.0,,-16818000.0,-275885000.0,295149000.0,,-16818000.0,-275885000.0,295149000.0,2446000.0,60890000.0,60890000.0,-15361000.0,-328958000.0,,,-191261000.0,-20150000.0,-266623000.0,-250674000.0,,,10888000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,Q3,2017-07-01,2017-09-30,,,,,,92513000.0,,11931000.0,,207750000.0,,-20477000.0,-96951000.0,117643000.0,,-20477000.0,-96951000.0,117643000.0,215000.0,22144000.0,22144000.0,-8945000.0,-5846000.0,,,-63127000.0,-5956000.0,-90235000.0,-159254000.0,,,-760000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-06 20:20:46+00:00,,,,,176323000.0,,-31147000.0,,546325000.0,,3659000.0,-178934000.0,177506000.0,,3659000.0,-178934000.0,177506000.0,2231000.0,38746000.0,38746000.0,-6416000.0,-323112000.0,,,-128134000.0,-14194000.0,-176388000.0,-91420000.0,,,11648000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,Q2,2017-04-01,2017-06-30,,,,,,89155000.0,,-3823000.0,,426020000.0,,-17893000.0,-91251000.0,103902000.0,,-17893000.0,-91251000.0,103902000.0,-5242000.0,21591000.0,21591000.0,-3021000.0,-320651000.0,,,-63868000.0,-6389000.0,-94237000.0,-59394000.0,,,9375000.0
Apartment Investment and Management Co,AIV,,922864,2017.0,Q1,2017-01-01,2017-03-31,2018-05-08 16:30:18+00:00,,,,,87168000.0,,-27324000.0,,120305000.0,,21552000.0,-87683000.0,73604000.0,,21552000.0,-87683000.0,73604000.0,7473000.0,17155000.0,17155000.0,-3395000.0,-2461000.0,,,-64266000.0,-7805000.0,-82151000.0,-32026000.0,,,2273000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,FY,2018-01-01,2018-12-31,2020-02-24 16:44:45+00:00,,9023000.0,11522000.0,199996000.0,377786000.0,,-26149000.0,,1321227000.0,,-588180000.0,121846000.0,396388000.0,,-588180000.0,121846000.0,396388000.0,-69946000.0,716603000.0,716603000.0,-680875000.0,-8231000.0,,,-275294000.0,-251523000.0,-340489000.0,-1252289000.0,-373593000.0,0.0,713858000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q4,2018-10-01,2018-12-31,,,9023000.0,11522000.0,199996000.0,91347000.0,,-16466000.0,,960614000.0,,-7890000.0,-117276000.0,93462000.0,,-7890000.0,-117276000.0,93462000.0,-31704000.0,9840000.0,9840000.0,-282000.0,4440000.0,,,-67363000.0,-32088000.0,-87340000.0,-531988000.0,-373593000.0,,2152000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-04 16:28:59+00:00,,,,,286439000.0,,-9683000.0,,360613000.0,,-580290000.0,239122000.0,302926000.0,,-580290000.0,239122000.0,302926000.0,-38242000.0,706763000.0,706763000.0,-680593000.0,-12671000.0,,,-207931000.0,-219435000.0,-253149000.0,-720301000.0,0.0,0.0,711706000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q3TTM,2017-10-01,2018-09-30,,,5666000.0,7401000.0,196438000.0,383787000.0,,-21703000.0,,218202000.0,,-957172000.0,528026000.0,399849000.0,,-957172000.0,528026000.0,399849000.0,-29297000.0,992952000.0,992952000.0,-960853000.0,-13990000.0,,,-277440000.0,-230575000.0,-344630000.0,-883944000.0,,,1103231000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q3,2018-07-01,2018-09-30,,,,,,96406000.0,,7548000.0,,-153010000.0,,-684750000.0,532809000.0,117300000.0,,-684750000.0,532809000.0,117300000.0,-34641000.0,603917000.0,603917000.0,-590571000.0,-1235000.0,,,-67348000.0,-11468000.0,-89033000.0,-463157000.0,,,633310000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-09 08:03:51+00:00,,,,,190033000.0,,-17231000.0,,513623000.0,,104460000.0,-293687000.0,185626000.0,,104460000.0,-293687000.0,185626000.0,-3601000.0,102846000.0,102846000.0,-90022000.0,-11436000.0,,,-140583000.0,-207967000.0,-164116000.0,-257144000.0,0.0,0.0,78396000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q2TTM,2017-07-01,2018-06-30,,,5666000.0,7401000.0,196438000.0,379894000.0,,-17320000.0,,578962000.0,,-292899000.0,-101734000.0,400192000.0,,-292899000.0,-101734000.0,400192000.0,5559000.0,411179000.0,411179000.0,-379227000.0,-18601000.0,,,-273219000.0,-225063000.0,-345832000.0,-580041000.0,,,469161000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q2,2018-04-01,2018-06-30,,,,,,97485000.0,,2256000.0,,141535000.0,,17665000.0,-122059000.0,104303000.0,,17665000.0,-122059000.0,104303000.0,-91000.0,7156000.0,7156000.0,-2594000.0,-6107000.0,,,-66881000.0,-42152000.0,-88515000.0,-50882000.0,,,8608000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q1,2018-01-01,2018-03-31,2019-05-03 20:00:51+00:00,,,,,92548000.0,,-19487000.0,,372088000.0,,86795000.0,-171628000.0,81323000.0,,86795000.0,-171628000.0,81323000.0,-3510000.0,95690000.0,95690000.0,-87428000.0,-5329000.0,,,-73702000.0,-165815000.0,-75601000.0,-206262000.0,0.0,,69788000.0
Apartment Investment and Management Co,AIV,,922864,2018.0,Q1TTM,2017-04-01,2018-03-31,,,5666000.0,7401000.0,196438000.0,371564000.0,,-23399000.0,,863447000.0,,-328457000.0,-70926000.0,399791000.0,,-328457000.0,-70926000.0,399791000.0,408000.0,425614000.0,425614000.0,-379654000.0,-333145000.0,,,-270206000.0,-189300000.0,-351554000.0,-588553000.0,,,469928000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q4,2019-10-01,2019-12-31,,,7629000.0,12238000.0,160961000.0,97144000.0,,-2125000.0,,221298000.0,,178161000.0,-189408000.0,95724000.0,,178161000.0,-189408000.0,95724000.0,84477000.0,142766000.0,142766000.0,-149690000.0,-1196000.0,,,-63268000.0,-294432000.0,-100712000.0,21327000.0,,,205736000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,FY,2019-01-01,2019-12-31,2020-02-24 16:44:45+00:00,,7629000.0,12238000.0,160961000.0,380171000.0,,-23223000.0,,889263000.0,,-63952000.0,-205413000.0,374472000.0,,-63952000.0,-205413000.0,374472000.0,105107000.0,508027000.0,508027000.0,-498132000.0,-12000000.0,,,-266154000.0,-440870000.0,-393461000.0,-529379000.0,-20682000.0,-125000000.0,628918000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-04 16:28:59+00:00,,,,,283027000.0,,-21098000.0,,667965000.0,,-242113000.0,-16005000.0,278748000.0,,-242113000.0,-16005000.0,278748000.0,20630000.0,365261000.0,365261000.0,-348442000.0,-10804000.0,,,-202886000.0,-146438000.0,-292749000.0,-550706000.0,-20682000.0,-125000000.0,423182000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q3TTM,2018-10-01,2019-09-30,,,9023000.0,11522000.0,199996000.0,374374000.0,,-37564000.0,,1628579000.0,,-250003000.0,-133281000.0,372210000.0,,-250003000.0,-133281000.0,372210000.0,-11074000.0,375101000.0,375101000.0,-348724000.0,-6364000.0,,,-270249000.0,-178526000.0,-380089000.0,-1082694000.0,-394275000.0,-125000000.0,425334000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q3,2019-07-01,2019-09-30,,,,,,97538000.0,,7457000.0,,533365000.0,,132139000.0,-213530000.0,108709000.0,,132139000.0,-213530000.0,108709000.0,27318000.0,3970000.0,3970000.0,-256000.0,5042000.0,,,-63352000.0,-95509000.0,-116261000.0,-342916000.0,,,-1760000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-09 08:03:51+00:00,,,,,185489000.0,,-28555000.0,,134600000.0,,-374252000.0,197525000.0,170039000.0,,-374252000.0,197525000.0,170039000.0,-6688000.0,361291000.0,361291000.0,-348186000.0,-15846000.0,,,-139534000.0,-50929000.0,-176488000.0,-207790000.0,-20682000.0,-125000000.0,424942000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q2TTM,2018-07-01,2019-06-30,,,9023000.0,11522000.0,199996000.0,373242000.0,,-37473000.0,,942204000.0,,-1066892000.0,613058000.0,380801000.0,,-1066892000.0,613058000.0,380801000.0,-73033000.0,975048000.0,975048000.0,-939039000.0,-12641000.0,,,-274245000.0,-94485000.0,-352861000.0,-1202935000.0,-394275000.0,-125000000.0,1060404000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q2,2019-04-01,2019-06-30,,,,,,91924000.0,,-10603000.0,,134600000.0,,-166025000.0,-54879000.0,88422000.0,,-166025000.0,-54879000.0,88422000.0,-132482000.0,69996000.0,69996000.0,-62895000.0,-13495000.0,1897000.0,,-64280000.0,-48693000.0,-90942000.0,-97850000.0,,-125000000.0,82859000.0
Apartment Investment and Management Co,AIV,,922864,2019.0,Q1TTM,2018-04-01,2019-03-31,,,9023000.0,11522000.0,199996000.0,378803000.0,,-24614000.0,,949139000.0,,-883202000.0,545878000.0,396682000.0,,-883202000.0,545878000.0,396682000.0,59358000.0,912208000.0,912208000.0,-878738000.0,-5253000.0,-1897000.0,,-276846000.0,-87944000.0,-350434000.0,-1155967000.0,-394275000.0,,986153000.0
Apartment Investment and Management Co,AIV,,922864,2020.0,Q1,2020-01-01,2020-03-31,2020-05-08 17:49:39+00:00,,,,,100476000.0,,-31995000.0,,318845000.0,,217712000.0,-97575000.0,77416000.0,,217712000.0,-98014000.0,77416000.0,197114000.0,8977000.0,8977000.0,-42000.0,-1949000.0,,,-66558000.0,-2733000.0,-94842000.0,-22622000.0,-10004000.0,,0.0
