company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Capri Holdings,CPRI,,1530721,2020.0,Q4,2019-12-29,2020-03-28,,-12000000.0,2000000.0,23000000.0,13000000.0,61000000.0,,,73000000.0,,438000000.0,57000000.0,195000000.0,107000000.0,57000000.0,195000000.0,107000000.0,359000000.0,-552000000.0,-552000000.0,523000000.0,,,-59000000.0,-381000000.0,,266000000.0
Capri Holdings,CPRI,,1530721,2020.0,FY,2019-03-31,2020-03-28,2020-07-08 16:18:59+00:00,-13000000.0,8000000.0,98000000.0,80000000.0,249000000.0,,,59000000.0,,2282000000.0,-497000000.0,62000000.0,859000000.0,-497000000.0,62000000.0,859000000.0,424000000.0,-225000000.0,-225000000.0,768000000.0,0.0,,-223000000.0,-2677000000.0,-102000000.0,298000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q3TTM,2018-12-30,2019-12-28,,-1875000000.0,7000000.0,119000000.0,88000000.0,253000000.0,,,-228000000.0,,2451000000.0,-575000000.0,-2042000000.0,670000000.0,-575000000.0,-2042000000.0,670000000.0,-1947000000.0,346000000.0,346000000.0,292000000.0,6000000.0,,-210000000.0,-2930000000.0,-102000000.0,43000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q3,2019-09-29,2019-12-28,,,3000000.0,13000000.0,22000000.0,63000000.0,,,221000000.0,,519000000.0,-397000000.0,-58000000.0,509000000.0,-397000000.0,-58000000.0,509000000.0,54000000.0,209000000.0,209000000.0,13000000.0,,,-59000000.0,-816000000.0,-100000000.0,1000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q3YTD,2019-03-31,2019-12-28,2020-02-05 16:07:34+00:00,-1000000.0,6000000.0,75000000.0,67000000.0,188000000.0,,,-14000000.0,,1844000000.0,-554000000.0,-133000000.0,752000000.0,-554000000.0,-133000000.0,752000000.0,65000000.0,327000000.0,327000000.0,245000000.0,0.0,,-164000000.0,-2296000000.0,-102000000.0,32000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q2TTM,2018-09-30,2019-09-28,,-1876000000.0,5000000.0,136000000.0,74000000.0,241000000.0,,,-279000000.0,,4719000000.0,1496000000.0,-2138000000.0,673000000.0,1496000000.0,-2138000000.0,673000000.0,31000000.0,337000000.0,337000000.0,369000000.0,9000000.0,-108000000.0,-196000000.0,-3130000000.0,-102000000.0,42000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q2,2019-06-30,2019-09-28,,,2000000.0,50000000.0,15000000.0,65000000.0,,,-174000000.0,,935000000.0,-19000000.0,-43000000.0,85000000.0,-19000000.0,-43000000.0,85000000.0,23000000.0,73000000.0,73000000.0,119000000.0,,,-51000000.0,-954000000.0,,8000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q2YTD,2019-03-31,2019-09-28,2019-11-07 16:56:47+00:00,-1000000.0,3000000.0,62000000.0,45000000.0,125000000.0,,,-235000000.0,,1325000000.0,-157000000.0,-75000000.0,243000000.0,-157000000.0,-75000000.0,243000000.0,11000000.0,118000000.0,118000000.0,232000000.0,0.0,,-105000000.0,-1480000000.0,-2000000.0,31000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q1TTM,2018-07-01,2019-06-29,,-1879000000.0,4000000.0,160000000.0,62000000.0,229000000.0,,,-249000000.0,,4160000000.0,1466000000.0,-2116000000.0,646000000.0,1466000000.0,-2116000000.0,646000000.0,-4000000.0,401000000.0,401000000.0,261000000.0,23000000.0,-77000000.0,-194000000.0,-2614000000.0,-103000000.0,34000000.0
Capri Holdings,CPRI,,1530721,2020.0,Q1,2019-03-31,2019-06-29,2019-08-13 16:04:25+00:00,-1000000.0,1000000.0,12000000.0,30000000.0,60000000.0,,,-61000000.0,,390000000.0,-138000000.0,-32000000.0,158000000.0,-138000000.0,-32000000.0,158000000.0,-12000000.0,45000000.0,45000000.0,113000000.0,0.0,,-54000000.0,-526000000.0,-2000000.0,23000000.0
