Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
05/31/2003,3418.428955,,,-2312.667969,,,1105.760986,,-701.638977,,,,,404.122009,8.529,,5.232,-10.681,0.0,-3.08,412.651009,-135.576004,277.075012,0.0,,,277.075005,-144.934006,132.141006,0.0,0.0,132.141006,132.141006,,466.295013,0.28,0.28,0.28,985.617981,0.28,0.28,0.28,
08/31/2003,3462.341064,,,-2423.413086,,,1038.927978,,-688.833008,,,,,350.095001,13.832,,4.747,-10.532,0.0,-8.047,363.927001,-112.751999,251.175003,0.0,,,251.175002,-130.669998,120.504997,0.0,0.0,120.504997,120.504997,,470.389008,0.26,0.26,0.26,996.778992,0.25,0.25,0.25,
11/30/2003,3574.488037,,,-2463.792969,,,1110.695068,,-689.953003,,,,,420.742004,92.407997,,5.751,-10.423,0.0,-87.735997,513.150001,-178.576004,334.574005,0.0,,,334.573997,-160.233994,174.339996,0.0,0.0,174.339996,174.339996,,519.416992,0.34,0.34,0.23,1019.953003,0.33,0.33,0.28,
02/28/2004,3682.303955,,,-2592.64209,,,1089.661865,,-674.794983,,,,,414.867004,-77.485998,,5.816,-15.187,0.0,86.856998,337.381006,-117.407997,219.973007,0.0,,,219.973009,-96.884003,123.088997,0.0,0.0,123.088997,123.088997,,544.052002,0.23,0.23,0.36,998.002991,0.22,0.22,0.29,
05/31/2004,4050.240967,,,-2743.365967,,,1306.875,,-731.781982,,,,,575.093018,-9.341,,5.403,-16.436001,0.0,20.374001,565.752018,-196.882996,368.868988,0.0,,,368.869022,-158.460007,210.408997,0.0,0.0,210.408997,210.408997,,558.330994,0.38,0.38,0.38,1000.536011,0.37,0.37,0.37,
08/31/2004,3806.549041,,,-2697.463974,,,1109.085067,,-732.270032,,,,,376.814974,5.472001,,5.074,-17.892999,0.0,7.346998,382.286975,-82.676003,299.611,0.0,,,299.610972,-116.620996,182.99001,0.0,0.0,182.99001,182.99001,,589.080622,0.31,0.31,0.31,986.250253,0.3,0.3,0.3,
11/30/2004,4071.37207,,,-2841.456055,,,1229.916015,,-764.757996,,,,,465.15799,19.01,,6.316,-20.121,0.0,-5.205,484.16799,-164.617004,319.550995,0.0,,,319.550986,-123.278,196.272995,0.0,0.0,196.272995,196.272995,,590.030029,0.33,0.33,0.32,980.299011,0.32,0.32,0.31,
02/28/2005,4216.384,,,-3041.812,,,1174.572,,-738.397,,,,,436.175,54.787,-21.763,6.3,-28.063,0.0,-33.024,490.962,-150.35,340.612,0.0,,,340.612,-130.826,209.786,0.0,0.0,209.786,209.786,,591.694862,0.35,0.35,0.33,979.750161,0.35,0.35,0.33,
05/31/2005,4497.61,,,-3088.093,,,1409.517,,-803.668,,,,,605.849,82.554,-22.702,6.373,-29.075,0.0,-59.852,688.403,-202.392,486.011,0.0,,,486.011,-180.731,305.28,0.0,0.0,305.28,305.28,,587.277097,0.52,0.52,0.44,951.945669,0.51,0.51,0.46,
08/31/2005,4309.054,,,-3015.86,,,1293.194,0.0,-784.006,778.395,401.166,,5.611,509.188,33.281,-25.993,4.984,-30.977,,-7.288,542.469,-179.738,362.731,,,,362.731,-133.596,229.135,0.0,0.0,229.135,229.135,,584.088816,0.392295,0.392295,0.392295,931.041385,0.246106,0.246106,0.246106,
11/30/2005,4543.016,,,-3222.708,,,1320.308,0.0,-807.752,802.368,408.602,,5.384,512.556,11.159,-25.668,4.685,-30.353,0.0,14.509,523.715,-195.869,327.846,0.0,,,327.846,-112.906,214.94,0.0,0.0,214.94,214.94,,586.267569,0.37,0.37,0.3742,913.640289,0.36,0.36,0.3627,
02/28/2006,4491.112,,,-3622.456,,,868.656,0.0,-731.344,738.759,393.412,,-7.415,137.312,24.62,-20.023,4.558,-24.581,0.0,-4.597,161.932,-57.82,104.112,0.0,,,104.112,-34.432,69.68,0.0,0.0,69.68,69.68,,585.674656,0.118974,0.118974,0.118974,892.439424,0.078078,0.078078,0.078078,
05/31/2006,4805.327,,,-3351.442,,,1453.885,0.0,-763.761,815.76,453.709,,-51.999,690.124,21.763,-26.719,4.852,-31.571,0.0,4.956,711.887,-213.088,498.799,0.0,,,498.799,-156.535,342.264,0.0,0.0,342.264,342.264,,589.933994,0.58,0.58,0.58,886.889939,0.56,0.56,0.56,
08/31/2006,4388.911,,,-3037.721,,,1351.19,0.0,-850.123,844.059,452.533,,6.064,501.067,25.066,-35.991,7.051,-43.042,,10.925,526.133,-23.758,502.375,,,,502.375,-155.93,346.445,0.0,0.0,346.445,346.445,,592.54504,0.58,0.58,0.58,880.535375,0.56,0.56,0.56,
11/30/2006,5166.359,,,-3734.115,,,1432.244,0.0,-822.652,816.573,436.93,,6.079,609.592,31.573,-31.185,5.122,-36.307,0.0,-0.388,641.165,-235.308,405.857,0.0,,,405.857,-121.625,284.232,0.0,0.0,284.232,284.232,,598.612668,0.474818,0.474818,0.474818,875.33278,0.324713,0.324713,0.324713,
02/28/2007,5169.353,,,-3764.287,,,1405.066,0.0,-845.674,839.358,434.293,,6.316,559.392,24.686,-28.086,6.862,-34.948,0.0,3.4,584.078,-171.542,412.536,0.0,,,412.536,-115.814,296.722,0.0,0.0,296.722,296.722,,604.326019,0.49,0.49,0.47,867.330893,0.47,0.47,0.45,
05/31/2007,5543.684,,,-3933.842,,,1609.842,0.0,-928.313,921.475,499.529,,6.838,681.529,27.856,-33.8,6.841,-40.641,0.0,5.944,709.385,-235.968,473.417,0.0,,,473.417,-128.017,345.4,0.0,0.0,345.4,345.4,,607.421151,0.57,0.57,0.57,859.179215,0.54,0.54,0.54,
08/31/2007,5573.351,,,-3979.03,,,1594.321,0.0,-952.215,945.082,533.238,,7.133,642.106,42.184,-36.459,6.211,-42.67,0.0,-5.725,684.29,-253.043,431.247,0.0,,,431.247,-114.453,316.794,0.0,0.0,316.794,316.794,,606.280399,0.522521,0.522521,0.522521,846.904696,0.374061,0.374061,0.374061,
11/30/2007,6101.957,,,-4396.88,,,1705.077,0.0,-978.678,970.355,520.398,,8.323,726.399,47.09,-32.382,5.398,-37.78,0.0,-14.708,773.489,-267.931,505.558,0.0,,,505.558,-124.273,381.285,0.0,-119.813,261.472,261.472,,611.842254,0.597063,0.597063,0.597063,839.271348,0.597063,0.597063,0.597063,
02/29/2008,6057.623,,,-4404.573,,,1653.05,0.0,-1014.993,1009.182,539.303,,5.811,638.057,11.521,-16.426,7.684,-24.11,0.0,4.905,649.578,-115.782,533.796,0.0,,,533.796,-127.239,406.557,0.0,0.0,406.557,406.557,,608.472725,0.67,0.67,0.68,827.974896,0.64,0.64,0.65,
05/31/2008,6593.201,,,-4670.52,,,1922.681,,-1056.172,,,,,866.509,11.312,-19.306,4.45,-23.756,0.0,7.994,877.821,-270.25,607.571,0.0,,,607.571,-138.482,469.089,0.0,0.0,469.089,469.089,2.837,606.513399,0.77,0.77,0.77,816.421753,0.74,0.74,0.74,
08/31/2008,6561.045,,,-4656.268,,,1904.777,0.0,-1119.805,1115.422,605.506,,4.383,784.972,21.902,-23.803,5.172,-28.975,0.0,1.901,806.874,-256.611,550.263,0.0,,,550.263,-115.443,434.82,0.0,0.0,434.82,434.82,,617.165786,0.7,0.7,0.7,809.944127,0.67,0.67,0.67,
11/30/2008,6470.608,6019.497,451.111,-4582.8,4582.8,,1887.808,0.0,-1073.036,1069.931,563.192,506.739,3.105,814.772,-6.251,-18.796,3.4,-22.196,0.0,25.047,808.521,-215.288,593.233,0.0,0.0,0.0,593.233,-113.367,479.866,0.0,0.0,479.866,481.883366,2.017366,622.243687,0.77,0.77,0.774429,797.586038,0.74,0.74,0.742529,
02/28/2009,5657.563,5266.324,391.239,-4035.238,4035.238,,1622.325,0.0,-944.858,957.867,519.226,438.641,-13.009,677.467,21.495,-7.941,3.214,-11.155,,-13.554,698.962,-196.554,502.408,0.0,0.0,0.0,502.408,-90.972,411.436,0.0,0.0,411.436,403.0575,-8.3785,620.4615,0.66,0.66,0.649609,787.147545,0.63,0.63,0.619356,
05/31/2009,5537.348,5145.093,392.255,-3866.721,3866.721,,1670.627,0.0,-938.587,935.411,524.879,410.532,3.176,732.04,15.731,-5.364,3.285,-8.649,0.0,-10.367,747.771,-211.242,536.529,0.0,0.0,0.0,536.529,-92.56,443.969,0.0,0.0,443.969,446.13545,2.16645,623.649189,0.71,0.71,0.715363,784.047232,0.68,0.68,0.682763,
08/31/2009,5505.449,5145.936,359.513,-3845.095,3845.095,,1660.354,0.0,-1240.768,984.767,552.165,432.602,256.001,419.586,2.896,-3.7,4.222,-7.922,,0.804,422.482,-116.506,305.976,0.0,0.0,0.0,305.976,-51.284,254.692,0.0,0.0,254.692,420.91455,166.22255,625.482372,0.41,0.41,0.672944,778.87926,0.39,0.39,0.603412,
11/30/2009,5747.687,5382.532,365.155,-3963.733,3963.733,,1783.954,0.0,-1037.546,1033.981,621.86,412.121,3.565,746.408,8.697,-2.464,4.481,-6.945,,-6.233,755.105,-230.307,524.798,0.0,0.0,0.0,524.798,-79.981,444.817,0.0,0.0,444.817,446.91715,2.10015,631.527053,0.7,0.7,0.707677,774.377653,0.67,0.67,0.672712,
02/28/2010,5537.823,5176.438,361.385,-3847.492,3847.492,,1690.331,0.0,-1039.358,1036.721,623.386,413.335,2.637,650.973,-11.583,-2.51,4.519,-7.029,,14.093,639.39,-177.511,461.879,0.0,0.0,0.0,461.879,-62.119,399.76,0.0,0.0,399.76,401.67035,1.91035,638.695204,0.63,0.63,0.628892,769.188236,0.6,0.6,0.602484,
05/31/2010,5975.495,5571.017,404.478,-4043.845,4043.845,,1931.65,0.0,-1127.82,1124.544,714.487,410.057,3.276,803.83,-0.55,-5.34,2.061,-7.401,,5.89,803.28,-239.761,563.519,0.0,0.0,0.0,563.519,-72.922,490.597,0.0,0.0,490.597,492.72835,2.13135,641.355607,0.76,0.76,0.768261,767.162321,0.73,0.73,0.732778,
08/31/2010,5833.073,5420.581,412.492,-3988.261,3988.261,,1844.812,0.0,-1131.178,1131.118,698.325,432.793,0.06,713.634,2.96,-4.94,3.616,-8.556,,1.98,716.594,-206.331,510.263,0.0,0.0,0.0,510.263,-64.781,445.482,,0.0,445.482,445.54375,0.06175,637.092938,0.7,0.7,0.699339,758.133742,0.66,0.66,0.660081,
11/30/2010,6478.193,6045.65,432.543,-4533.713,4533.713,,1944.48,0.0,-1117.545,1117.197,731.471,385.726,0.348,826.935,17.693,-4.657,4.736,-9.393,0.0,-13.036,844.628,-239.072,605.556,0.0,0.0,0.0,605.556,-70.842,534.714,0.0,0.0,534.714,534.97335,0.25935,637.298491,0.84,0.84,0.839439,743.495265,0.81,0.81,0.810349,
02/28/2011,6496.293,6053.621,442.672,-4579.069,4579.069,,1917.224,0.0,-1145.647,1145.278,709.779,435.499,0.369,771.577,2.57,-6.386,3.507,-9.893,,3.816,774.147,-208.397,565.75,0.0,0.0,0.0,565.75,-62.733,503.017,0.0,0.0,503.017,503.82105,0.80405,646.292241,0.78,0.78,0.779556,743.505338,0.75,0.75,0.751081,
05/31/2011,7204.355,6720.115,484.24,-4894.727,4894.727,,2309.628,0.0,-1360.212,1359.816,832.374,527.442,0.396,949.416,8.433,-7.034,2.827,-9.861,,-1.399,957.849,-258.78,699.069,0.0,0.0,0.0,699.069,-71.056,628.013,,0.0,628.013,677.0347,49.0217,651.339239,0.96,0.96,1.03945,746.204855,0.93,0.93,0.995695,
08/31/2011,7174.073,6687.65,486.423,-4958.686,4958.686,,2215.387,0.0,-1292.858,1292.451,820.841,471.61,0.407,922.529,12.869,-8.006,3.93,-11.936,,-4.863,935.398,-252.533,682.865,0.0,0.0,0.0,682.865,-70.932,611.933,0.0,0.0,611.933,612.2918,0.3588,647.428247,0.95,0.95,0.945729,738.340289,0.91,0.91,0.910486,
11/30/2011,7589.108,7074.497,514.611,-5337.568,5337.568,,2251.54,0.0,-1270.402,1269.994,837.477,432.517,0.408,981.138,11.889,-6.354,4.158,-10.512,,-5.535,993.027,-281.27,711.757,0.0,0.0,0.0,711.757,-69.671,642.086,0.0,0.0,642.086,642.38695,0.30095,644.285298,1.0,1.0,0.997054,730.745055,0.96,0.96,0.960412,
02/29/2012,7259.828,6797.25,462.578,-5143.462,5143.462,,2116.366,0.0,-1227.067,1226.652,772.338,454.314,0.415,889.299,9.241,-5.026,4.22,-9.246,,-4.215,898.54,-184.35,714.19,0.0,0.0,0.0,714.19,-70.267,643.923,0.0,0.0,643.923,644.1622,0.2392,646.45299,1.0,1.0,0.996456,729.81008,0.97,0.97,0.970328,
05/31/2012,7640.79,7154.69,486.1,-5269.885,5269.885,,2370.905,0.0,-1310.144,1309.709,854.476,455.233,0.435,1060.761,5.692,-7.807,3.497,-11.304,,2.115,1066.453,-303.622,762.831,0.0,0.0,0.0,762.831,-73.612,689.219,,0.0,689.219,689.4764,0.2574,645.761617,1.07,1.07,1.067695,729.528085,1.03,1.03,1.030353,
08/31/2012,7288.259,6835.893,452.366,-5039.369,5039.369,,2248.89,0.0,-1308.54,1308.107,839.187,468.92,0.433,940.35,5.804,-8.302,3.186,-11.488,,2.498,946.154,-309.999,636.155,0.0,0.0,0.0,636.155,-57.873,578.282,0.0,0.0,578.282,579.1413,0.8593,636.064228,0.91,0.91,0.910508,717.827179,0.88,0.88,0.881197,
11/30/2012,7668.036,7219.961,448.075,-5301.843,5301.843,,2366.193,0.0,-1317.519,1317.054,868.202,448.852,0.465,1048.674,-2.218,-4.218,4.549,-8.767,0.0,6.436,1046.456,-280.425,766.031,0.0,0.0,0.0,766.031,-67.214,698.817,0.0,0.0,698.817,699.11925,0.30225,639.659238,1.09,1.09,1.092956,716.892047,1.06,1.06,1.060422,
02/28/2013,7493.32,7058.042,435.278,-5262.957,5262.957,,2230.363,0.0,-1065.831,1289.598,834.047,455.551,-223.767,1164.532,16.817,-6.218,3.641,-9.859,0.0,-10.599,1181.349,5.749,1187.098,0.0,0.0,0.0,1187.098,-85.296,1101.802,0.0,0.0,1101.802,634.609,-467.193,649.520337,1.7,1.7,0.977043,715.464436,1.65,1.65,0.977043,
05/31/2013,7707.935,7198.14,509.795,-5269.916,5269.916,,2438.019,0.0,-1296.048,1345.272,886.641,458.631,-49.224,1141.971,4.614,-3.663,3.588,-7.251,0.0,-0.951,1146.585,-272.522,874.063,0.0,0.0,0.0,874.063,-63.805,810.258,0.0,0.0,810.258,760.568,-49.69,650.625931,1.25,1.25,1.168979,715.628354,1.21,1.21,1.140565,
08/31/2013,7524.994,7086.667,438.327,-5175.394,5175.394,,2349.6,0.0,-1366.097,1365.613,893.001,472.612,0.484,983.503,-18.599,-4.759,2.257,-7.016,0.0,23.358,964.904,-237.577,727.327,0.0,0.0,0.0,727.327,-56.327,671.0,0.0,0.0,671.0,671.3146,0.3146,642.359475,1.04,1.04,1.045076,706.256084,1.01,1.01,1.010445,
11/30/2013,7799.696,7358.749,440.947,-5350.349,5350.349,0.0,2449.347,0.0,-1358.248,1376.263,928.21,448.053,-18.015,1091.099,-7.522,-3.098,3.658,-6.756,0.0,10.62,1083.577,-271.931,811.646,0.0,0.0,0.0,811.646,-59.8,751.846,0.0,0.0,751.846,740.13625,-11.70975,636.695545,1.18,1.18,1.162465,698.503895,1.15,1.15,1.133236,
02/28/2014,7567.483,7130.667,436.816,-5337.341,5337.341,,2230.142,0.0,-1278.86,1278.86,837.255,441.605,0.0,951.282,-1.154,-3.612,4.348,-7.96,0.0,4.766,950.128,-227.797,722.331,0.0,0.0,0.0,722.331,-51.031,671.3,0.0,0.0,671.3,671.3,0.0,635.929351,1.06,1.06,1.06,693.846206,1.03,1.03,1.03,
05/31/2014,8240.18,7735.638,504.542,-5703.823,5703.823,,2536.357,0.0,-1357.591,1357.591,899.25,458.341,0.0,1178.766,-2.828,-3.223,4.29,-7.513,,6.051,1175.938,-294.125,881.813,0.0,0.0,0.0,881.813,-64.477,817.336,0.0,0.0,817.336,817.336,0.0,633.128417,1.29,1.29,1.29,691.038145,1.26,1.26,1.26,
08/31/2014,8267.319,7777.34,489.979,-5798.699,5798.699,,2468.62,0.0,-1389.255,1389.255,918.118,471.137,0.0,1079.365,8.693,-2.816,5.325,-8.141,0.0,-5.877,1088.058,-327.89,760.168,0.0,0.0,0.0,760.168,-59.152,701.016,0.0,0.0,701.016,701.016,0.0,631.249362,1.11,1.11,1.11,688.34502,1.08,1.08,1.08,
11/30/2014,8343.257,7895.715,447.542,-5803.967,5803.967,,2539.29,0.0,-1351.581,1351.581,907.574,444.007,0.0,1187.709,4.309,-7.288,2.811,-10.099,,2.979,1192.018,-299.776,892.242,0.0,0.0,0.0,892.242,-60.712,831.53,0.0,0.0,831.53,831.53,0.0,628.439218,1.32,1.32,1.32,682.333149,1.29,1.29,1.29,
02/28/2015,7931.59,7493.329,438.261,-5690.951,5690.951,,2240.639,0.0,-1219.606,1219.606,798.644,420.962,0.0,1021.033,-16.073,-5.435,3.905,-9.34,,21.508,1004.96,-261.768,743.192,0.0,0.0,0.0,743.192,-52.466,690.726,0.0,0.0,690.726,690.726,0.0,628.254759,1.1,1.1,1.1,679.165137,1.08,1.08,1.08,
05/31/2015,8275.066,7770.382,504.684,-5750.161,5750.161,,2524.905,0.0,-1391.386,1327.004,874.713,452.291,64.382,1133.519,-1.428,-2.411,4.03,-6.441,,3.839,1132.091,-281.861,850.23,0.0,0.0,0.0,850.23,-56.533,793.697,0.0,0.0,793.697,832.841,39.144,625.969418,1.27,1.27,1.330482,677.825768,1.24,1.24,1.297749,
08/31/2015,8364.511,7888.505,476.006,-5860.106,5860.106,,2504.405,0.0,-1410.797,1410.797,924.114,486.683,0.0,1093.608,-12.147,-4.279,3.832,-8.111,,16.426,1081.461,-293.336,788.125,0.0,0.0,0.0,788.125,-50.497,737.628,0.0,0.0,737.628,737.628,0.0,624.715181,1.18,1.18,1.18,675.749438,1.15,1.15,1.15,
11/30/2015,8465.984,8013.163,452.821,-5903.465,5903.465,,2562.519,0.0,-1341.259,1341.259,875.793,465.466,0.0,1221.26,7.103,-3.074,4.052,-7.126,,-4.029,1228.363,-359.682,868.681,0.0,0.0,0.0,868.681,-49.782,818.899,0.0,0.0,818.899,818.899,0.0,626.463124,1.31,1.31,1.31,671.300744,1.28,1.28,1.28,
02/29/2016,8397.053,7945.565,451.488,-6027.237,6027.237,,2369.816,0.0,-1281.772,1281.772,830.332,451.44,0.0,1088.044,534.548,-2.184,4.543,-6.727,,-532.364,1622.592,-222.734,1399.858,0.0,0.0,0.0,1399.858,-73.338,1326.52,0.0,0.0,1326.52,831.221,-495.299,626.523793,2.12,2.12,1.326719,668.125087,2.08,2.08,1.326719,
05/31/2016,8969.044,8434.757,534.287,-6279.492,6279.492,,2689.552,0.0,-1383.609,1383.609,933.77,449.839,0.0,1305.943,-12.239,-3.968,3.711,-7.679,,16.207,1293.704,-343.421,950.283,0.0,0.0,0.0,950.283,-53.036,897.247,0.0,0.0,897.247,897.247,0.0,623.725913,1.44,1.44,1.44,666.403323,1.41,1.41,1.41,
08/31/2016,8965.58,8489.238,476.342,-6310.04,6310.04,,2655.54,0.0,-1460.342,1460.342,940.544,519.798,0.0,1195.198,263.715,-5.0,3.952,-8.952,,-258.715,1458.913,-328.132,1130.781,0.0,0.0,0.0,1130.781,-61.555,1069.226,0.0,0.0,1069.226,819.747,-249.479,622.555642,1.72,1.72,1.316745,665.365231,1.68,1.68,1.30505,
11/30/2016,9005.603,8515.517,490.086,-6275.571,6275.571,,2730.032,0.0,-1398.073,1398.073,888.827,509.246,0.0,1331.959,-0.838,-5.249,3.048,-8.297,,6.087,1331.121,-271.372,1059.749,0.0,0.0,0.0,1059.749,-55.273,1004.476,0.0,0.0,1004.476,1004.476,0.0,621.569764,1.62,1.62,1.62,663.75283,1.58,1.58,1.58,
02/28/2017,8762.182,8317.671,444.511,-6258.026,6258.026,,2504.156,0.0,-1365.503,1365.503,871.489,494.014,0.0,1138.653,-20.143,-4.752,3.976,-8.728,,24.895,1118.51,-231.302,887.208,0.0,0.0,0.0,887.208,-48.456,838.752,0.0,0.0,838.752,846.77885,8.02685,621.999948,1.35,1.35,1.361381,661.079375,1.33,1.33,1.342142,
05/31/2017,9356.787,8867.036,489.751,-6447.156,6447.156,,2909.631,0.0,-2044.196,1534.403,986.228,548.175,509.793,865.435,8.965,-4.936,3.613,-8.549,,-4.029,874.4,-169.599,704.801,0.0,0.0,0.0,704.801,-35.333,669.468,0.0,0.0,669.468,975.6847,306.2167,619.436804,1.08,1.08,1.575116,658.770425,1.05,1.05,1.514831,
08/31/2017,9640.906,9149.958,490.948,-6754.233,6754.233,,2886.673,0.0,-1590.111,1590.111,1007.769,582.342,0.0,1296.562,-4.561,-7.458,4.908,-12.366,,12.019,1292.001,-308.827,983.174,0.0,0.0,0.0,983.174,-50.721,932.453,0.0,0.0,932.453,929.94725,-2.50575,617.515125,1.51,1.51,1.505951,658.384196,1.48,1.48,1.476194,
11/30/2017,9884.313,9884.313,,-6820.16,6820.16,,3064.153,0.0,-1565.977,1565.977,1001.196,564.781,0.0,1498.176,-4.052,-6.729,4.707,-11.436,,10.781,1494.124,-305.582,1188.542,0.0,0.0,0.0,1188.542,-64.882,1123.66,0.0,0.0,1123.66,1123.66,0.0,615.835525,1.82,1.82,1.82,656.671417,1.79,1.79,1.79,
02/28/2018,9909.238,9909.238,,-7049.698,7049.698,,2859.54,0.0,-1563.496,1563.496,998.823,564.673,0.0,1296.044,-51.247,-5.619,3.84,-9.459,,56.866,1244.797,-325.257,919.54,0.0,0.0,0.0,919.54,-55.837,863.703,0.0,0.0,863.703,1000.427,136.724,617.854667,1.4,1.4,1.619195,656.118796,1.37,1.37,1.578383,
05/31/2018,10694.996,10694.996,,-7362.981,7362.981,,3332.015,0.0,-1697.14,1697.14,1106.543,590.597,0.0,1634.875,-22.317,-6.848,5.839,-12.687,,29.165,1612.558,-554.417,1058.141,0.0,0.0,0.0,1058.141,-15.121,1043.02,0.0,0.0,1043.02,1164.794,121.774,639.217344,1.63,1.63,1.822219,654.600026,1.6,1.6,1.786028,
08/31/2018,10503.987,10503.987,,-7266.331,7266.331,,3237.656,0.0,-1767.972,1767.972,1089.639,678.333,0.0,1469.684,-13.07,-17.602,5.153,-22.755,,30.672,1456.614,-408.243,1048.371,0.0,0.0,0.0,1048.371,-18.847,1029.524,0.0,0.0,1029.524,1029.524,0.0,640.575241,1.61,1.61,1.61,653.960751,1.58,1.58,1.58,
11/30/2018,10605.546,10605.546,,-7308.121,7308.121,,3297.425,0.0,-1668.413,1668.413,1070.016,598.397,0.0,1629.012,-18.528,-15.126,4.505,-19.631,,33.654,1610.484,-319.16,1291.324,0.0,0.0,0.0,1291.324,-16.604,1274.72,0.0,0.0,1274.72,1274.72,0.0,638.877445,2.0,2.0,2.0,652.15145,1.96,1.96,1.96,
