Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1996,2150.790039,,,-1631.996948,,518.793091,,-278.756989,,,,,,240.035995,-2.053001,,18.120001,,,,-16.066999,237.982994,-41.264999,,,,196.718002,0.0,,,196.717995,0.0,196.718002,0.0,,196.718002,196.718002,,978.679993,0.2,0.2,0.2,1008.812012,0.195,0.195,0.195,
09/30/1996,2261.839111,,,-1751.739014,,510.100098,,-270.785004,,,,,,239.315002,-333.526985,,18.542,,,,314.984985,-94.211983,323.046997,,,,228.835007,0.0,,,228.835014,0.0,228.835007,0.0,,228.835007,228.835007,,982.924011,0.235,0.235,0.235,994.935974,0.23,0.23,0.23,
12/31/1996,2515.693115,,,-1902.10498,,613.588135,,-290.514008,,,,,,323.074005,-0.042999,,18.014999,,,,-17.972,323.031006,-67.968002,,,,255.063004,0.0,,,255.063004,0.0,255.063004,0.0,,255.063004,255.063004,,985.29602,0.26,0.26,0.26,1020.252016,0.25,0.25,0.25,
03/31/1997,2402.060059,,,-1782.787964,,619.272095,,-280.367004,,,,,,338.904999,0.285999,,17.819,,,,-18.105,339.190998,-79.248001,,,,259.942993,0.0,,,259.942997,0.0,259.942993,0.0,,259.942993,259.942993,,986.85199,0.265,0.265,0.265,1018.440002,0.255,0.255,0.255,
06/30/1997,2601.678955,,,-1929.323975,,672.35498,,-289.209991,,,,,,383.144989,1.421001,,19.316999,,,,-20.738001,384.56599,-78.059998,,,,306.506012,0.0,,,306.505993,0.0,306.506012,0.0,,306.506012,306.506012,,987.728027,0.31,0.31,0.31,1021.924011,0.3,0.3,0.3,
09/30/1997,2970.708008,,,-2138.440918,,832.26709,,-337.071991,,,,,,495.195007,9.852999,,25.822001,,,,-35.674999,505.048006,-121.456001,,,,383.59201,0.0,,,383.592005,0.0,383.59201,0.0,,383.59201,383.59201,,1079.868042,0.355,0.355,0.355,1125.317993,0.34,0.34,0.34,
12/31/1997,3568.983642,,,-2522.16101,,1046.822632,,-475.13202,,,,,,571.69104,4.457998,,32.358002,,5.0,,-41.816,576.149038,-141.640999,,,,434.507935,0.0,,,434.508039,0.0,434.507935,0.0,,434.507935,434.507935,,995.464,0.435,0.435,0.435,1040.298,0.42,0.42,0.42,
03/31/1998,3023.700928,,,-2161.898926,,861.802002,,-371.233002,,,,,,490.569,9.671,,25.504,,,,-35.174999,500.24,-121.913002,,,,378.326996,0.0,,,378.326998,0.0,378.326996,0.0,,378.326996,378.326996,,1085.456055,0.35,0.35,0.35,1127.708008,0.335,0.335,0.335,
06/30/1998,3083.905029,,,-2213.644043,,870.260986,,-380.031006,,,,,,490.230011,11.566999,,25.684999,,,,-37.251999,501.79701,-114.295998,,,,387.501007,0.0,,,387.501013,0.0,387.501007,0.0,,387.501007,387.501007,,1087.119995,0.355,0.355,0.355,1129.567993,0.345,0.345,0.345,
09/30/1998,2932.447021,,,-2137.355957,,795.091064,,-370.140015,,,,,,424.950989,-437.102989,,41.665001,,,,395.437988,-12.152,-17.323,,,,-29.475,0.0,,,-29.475,0.0,-29.475,0.0,,-29.475,-29.475,,1090.219971,-0.025,-0.025,0.315,1121.546021,-0.025,-0.025,0.315,
12/31/1998,2775.5,,,-2077.51,,697.99,0.0,-368.462,231.121,118.511,,,137.341,329.528,3.46,-3.46,57.307,-60.767,,,0.0,332.988,-55.142,,,,277.846,,,,277.846,0.0,277.846,0.0,0.0,277.846,277.846,,1091.904,0.255,0.255,0.255,1116.016,0.25,0.25,0.25,
03/31/1999,2306.462,,,-1751.649,,554.813,,-341.932,,,,,,212.881,-69.961,48.048,48.048,,,,21.913,142.92,-53.753,,,,89.167,0.0,,,89.167,0.0,89.167,0.0,,89.167,89.167,,1092.754,0.08,0.08,0.16,1119.828,0.08,0.08,0.16,
06/30/1999,2174.263,,,-1697.326,,476.937,,-335.175,,,,,,141.762,10.782,46.691,46.691,,,,-57.473,152.544,-25.257,,,,127.287,0.0,,,127.287,0.0,127.287,0.0,,127.287,127.287,,1094.224,0.115,0.115,0.115,1127.058,0.115,0.115,0.115,
09/30/1999,2249.315,,,-1744.912,,504.403,,-346.368,,,,,,158.035,14.293,47.681,47.681,,,,-61.974,172.328,-33.347,,,,138.981,0.0,,,138.981,0.0,138.981,0.0,,138.981,138.981,,1097.342,0.125,0.125,0.125,1131.102,0.125,0.125,0.125,
12/31/1999,2179.3,,,-1773.194,,406.106,,-337.85,,,,,,68.256,18.996,60.046,60.046,,,,-79.042,87.252,-28.781,,,,58.471,47.212,,,11.259,0.0,11.259,0.0,,11.259,11.259,,1105.118,0.01,0.055,0.12,1132.324,0.01,0.05,0.115,
03/31/2000,2137.442,,,-1633.623,,503.819,,-338.285,,,,,,165.534,13.014,63.096,63.096,,,,-76.11,178.548,-42.39,,,,136.158,0.0,,,136.158,0.0,136.158,0.0,0.0,136.158,136.158,,1133.772,0.12,0.12,0.12,1153.082,0.12,0.12,0.12,
06/30/2000,2338.266,,,-1794.136,,544.13,,-355.183,,,,,,188.947,18.2,65.341,65.341,,,,-83.541,207.147,-51.224,,,,155.923,0.0,,,155.923,0.0,155.923,0.0,,155.923,155.923,,1138.586,0.135,0.135,0.135,1159.414,0.135,0.135,0.135,
09/30/2000,2447.272,,,-1854.181,,593.091,,-353.707,,,,,,239.384,17.188,72.495,72.495,,,,-89.683,256.572,-51.974,,,,204.598,0.0,,,204.598,0.0,204.598,0.0,,204.598,204.598,,1142.702,0.18,0.18,0.18,1163.474,0.175,0.175,0.175,
12/31/2000,2688.482,,,-2096.291,,592.191,,-379.238,,,,,,212.953,98.772,75.149,75.149,,,,-173.921,311.725,-82.66,,,,229.065,0.0,,,229.065,8.852,237.917,0.0,,237.917,237.917,,1145.166,0.21,0.21,0.21,1164.638,0.205,0.205,0.205,
03/31/2001,3013.656982,,,-2295.961914,,717.695068,,-381.608002,,,,,,336.087006,13.828003,,76.200996,-65.0,,,-25.028999,349.915009,-107.940002,,,,241.975006,0.0,,,241.975006,-6.087,235.888,0.0,0.0,235.888,235.888,,1146.119995,0.205,0.205,0.225,1162.823975,0.205,0.205,0.225,
06/30/2001,3634.599,,,-3072.545,,562.054,,-508.042,,,,,,54.012,-49.369,108.757,108.757,,,,-59.388,4.643,-91.09,,,,-86.447,0.0,,,-86.447,-6.838,-93.285,0.0,0.0,-93.285,-93.285,,1146.902,-0.08,-0.08,0.16,1160.074,-0.08,-0.08,0.16,
09/30/2001,3624.404,,,-2711.686,,912.718,,-484.479,,,,,,428.239,-61.557,102.319,102.319,,,,-40.762,366.682,-157.358,,,,209.324,0.0,,,209.324,-14.676,194.648,0.0,0.0,194.648,194.648,,1150.038,0.17,0.17,0.17,1158.944,0.17,0.17,0.17,
12/31/2001,3577.369,,,-2671.798,,905.571,,-455.085,,,,,,450.486,-45.54,67.619,97.619,-30.0,,,-22.079,404.946,-219.036,,,,185.91,0.0,,,185.91,-0.944,184.966,0.0,0.0,184.966,184.966,,1151.566,0.16,0.16,0.155,1159.868,0.16,0.16,0.155,
03/31/2002,3309.356,,,-2600.09,,709.266,,-417.701,,,,,,291.565,-48.416,64.253,82.253,-18.0,,,-15.837,243.149,-64.183,,,,178.966,0.0,,,178.966,-6.494,172.472,0.0,0.0,172.472,172.472,,1152.612,0.15,0.15,0.175,1162.208,0.15,0.15,0.175,
06/30/2002,3388.561,,,-2637.495,,751.066,,-424.489,,,,,,326.577,-58.237,76.413,96.413,-20.0,,,-18.176,268.34,-70.247,,,,198.093,0.0,,,198.093,-2.058,196.035,0.0,0.0,196.035,196.035,,1154.484,0.17,0.17,0.17,1162.89,0.17,0.17,0.17,
09/30/2002,3501.37,,,-2778.651,,722.719,,-437.821,,,,,,284.898,-57.321,81.238,98.238,-17.0,,,-23.917,227.577,-60.843,,,,166.734,0.0,,,166.734,6.103,172.837,0.0,0.0,172.837,172.837,,1159.264,0.15,0.15,0.15,1163.712,0.15,0.15,0.15,
12/31/2002,3433.787,,,-5865.936,,-2432.149,,-440.894,,,,,,-2873.043,-64.931,78.069,91.069,-13.0,,,-13.138,-2937.974,-92.631,,,,-3030.605,-74.938,,,-2955.667,94.328,-2861.339,0.0,0.0,-2861.339,-2861.339,,1162.348,-2.46,-2.525,0.125,1162.348,-2.46,-2.525,0.125,
03/31/2003,3343.344,,,-2650.073,,693.271,,-416.155,,,,,,277.116,-63.205,78.863,92.863,-14.0,,,-15.658,213.911,-68.998,,,,144.913,0.0,,,144.913,4.249,149.162,0.0,0.0,149.162,149.162,,1164.418,0.13,0.13,0.13,1167.962,0.13,0.13,0.13,
06/30/2003,3515.653,,,-2772.3,,743.353,,-407.2,,,,,,336.153,-134.686,79.301,92.301,-13.0,,,55.385,201.467,-61.783,,,,139.684,30.233,,,109.451,2.671,112.122,0.0,0.0,112.122,112.122,,1164.95,0.095,0.12,0.19,1178.048,0.095,0.12,0.19,
09/30/2003,3508.067,,,-2743.248,,764.819,,-418.725,,,,,,346.094,-553.675,64.926,75.926,-11.0,,,488.749,-207.581,41.378,,,,-166.203,0.0,,,-166.203,110.88,-55.323,0.0,0.0,-55.323,-55.323,,1170.358,-0.045,-0.045,0.205,1214.51,-0.045,-0.045,0.2,
12/31/2003,3670.774,,,-2911.633,,759.141,,-395.985,,,,,,363.156,-5.078,59.246,73.246,-14.0,,,-54.168,358.078,-119.999,,,,238.079,57.439,,,180.64,-3.6,177.04,0.0,0.0,177.04,177.04,,1171.51,0.15,0.2,0.25,1215.934,0.15,0.2,0.25,
03/31/2004,3018.32,,,-2344.11,,674.21,,-270.757,,,,,,403.458,-217.361,128.773,142.773,-14.0,,,88.588,186.097,-56.276,,,,129.821,-93.447,,,223.268,-2.982,220.286,0.0,0.0,220.286,220.286,,1175.476,0.185,0.11,0.2365,1223.72,0.185,0.11,0.235,
06/30/2004,2856.32,,,-2250.53,,605.79,,-219.126,,,,,,386.657,-53.533,30.181,41.181,-11.0,,,23.352,333.124,-76.363,,,,256.761,-100.934,,,357.695,-2.088,355.607,0.0,0.0,355.607,355.607,,1179.766,0.3,0.215,0.245,1226.7598,0.295,0.215,0.24,
09/30/2004,2905.927,,,-2301.238,,604.689,,-217.157,,,,,,387.532,-6.658,28.706,43.706,-15.0,,,-22.048,380.874,-74.39,,,,306.484,-20.24,,,326.724,-8.519,318.205,0.0,0.0,318.205,318.205,,1179.872,0.27,0.255,0.265,1227.574,0.265,0.25,0.26,
12/31/2004,3067.67,,,-2388.693,,678.977,,-225.139,,,,,,453.838,-4.624,-13.729,44.788,-16.0,,,-24.164,449.214,-90.91,,,,358.304,21.626,,,336.678,-6.906,329.772,0.0,0.0,329.772,329.772,,1177.598,0.28,0.3,0.3,1224.924,0.275,0.295,0.295,
03/31/2005,3159.111,,,-2405.132,,753.979,,-216.704,95.484,10.062,,,121.22,537.275,141.991,-141.991,46.562,-188.553,,,0.0,679.266,-137.696,,,,541.57,1.028,,,540.542,-17.133,523.409,0.0,0.0,523.409,523.409,,1178.666,0.445,0.445,0.33,1227.53,0.435,0.435,0.325,
06/30/2005,3428.632,,,-2546.684,,881.948,,-227.096,105.461,14.566,,,121.635,654.852,-4.217,4.217,50.437,-46.22,,,0.0,650.635,-162.123,,,,488.512,-9.0,,,497.512,-15.311,482.201,0.0,0.0,482.201,482.201,,1177.482,0.41,0.4,0.4,1225.964,0.4,0.39,0.39,
09/30/2005,3698.093,,,-2757.31,,940.783,,-229.944,101.678,11.828,,,128.266,710.839,29.464,-29.464,50.637,-80.101,,,0.0,740.303,-174.953,,,,565.35,0.0,,,565.35,-24.547,540.803,0.0,0.0,540.803,540.803,,1179.64,0.46,0.46,0.445,1231.846,0.445,0.445,0.43,
12/31/2005,4023.346,,,-2913.97,,1109.376,,-251.291,,,,,,858.085,43.441,17.454,49.454,-32.0,0.0,,-60.895,901.526,-207.155,,,,694.371,0.0,,,694.371,-33.817,660.554,0.0,0.0,660.554,660.554,,1178.52,0.56,0.56,0.54,1233.52,0.54,0.54,0.525,
03/31/2006,4239.017,,,-2994.794,,1244.223,,-239.796,110.39,13.166,,,129.406,1004.427,17.648,-17.648,47.844,-65.492,,,0.0,1022.075,-256.651,,,,765.424,0.0,,,765.424,-42.913,722.511,0.0,0.0,722.511,722.511,,1180.344,0.612119,0.612119,0.612119,1240.694,0.582344,0.582344,0.582344,
06/30/2006,4686.775,,,-3255.264,,1431.511,,-292.54,121.65,14.274,,,170.89,1138.971,2.169,-2.169,61.421,-63.59,0.0,,0.0,1141.14,-278.419,,,,862.721,0.0,,,862.721,-5.821,856.9,0.0,0.0,856.9,856.9,,1184.357,0.72,0.72,0.72,1246.077,0.69,0.69,0.69,
09/30/2006,4954.818,,,-3369.573,,1585.245,,-276.328,126.79,17.632,,,149.538,1308.917,8.348,-8.348,62.351,-70.699,,,0.0,1317.265,-317.434,,,,999.831,0.0,,,999.831,-0.007,999.824,0.0,0.0,999.824,999.824,,1183.683,0.84,0.84,0.84,1243.966,0.81,0.81,0.81,
12/31/2006,5349.868,,,-3563.122,,1786.746,,-342.703,,,,,,1444.043,23.637,35.3,63.3,-28.0,0.0,,-58.937,1467.68,-337.064,,,,1130.614,0.0,,,1130.616,0.0,1130.616,0.0,0.0,1130.616,1130.616,,1178.32,0.36,0.36,0.36,1238.05,0.33,0.33,0.33,
03/31/2007,5464.405,,,-3617.424,,1846.981,,-307.951,140.853,16.683,,,167.098,1539.03,15.476,-15.476,68.147,-83.623,0.0,,0.0,1554.506,-373.679,,,,1180.827,0.0,,,1180.827,0.0,1180.827,0.0,0.0,1180.827,1180.827,,1178.453,1.0,1.0,1.0,1236.491,0.96,0.96,0.96,
06/30/2007,5638.762,,,-3736.871,,1901.891,,-313.743,139.064,19.998,,,174.679,1588.148,31.214,-31.214,66.27,-97.484,0.0,,0.0,1619.362,-360.883,,,,1258.479,0.0,,,1258.479,0.0,1258.479,0.0,0.0,1258.479,1258.479,,1184.243,1.06,1.06,1.06,1240.911,1.02,1.02,1.02,
09/30/2007,5925.662,,,-3905.095,,2020.567,,-349.358,159.164,21.904,,,190.194,1671.209,38.956,-38.956,68.622,-107.578,0.0,,0.0,1710.165,-356.168,,,,1353.997,0.0,,,1353.997,0.0,1353.997,0.0,0.0,1353.997,1353.997,,1194.175,1.13,1.13,1.13,1243.808,1.09,1.09,1.09,
12/31/2007,6247.713,,,-4217.436,,2030.277,0.0,-361.152,164.632,22.96,,,196.52,1669.125,214.101,-119.291,71.519,-190.81,0.0,,-94.81,1883.226,-357.203,,,,1526.023,0.0,,,1526.023,0.0,1526.023,0.0,0.0,1526.023,1526.023,,1194.905,1.12,1.12,1.11,1239.999,1.12,1.12,1.11,
03/31/2008,6289.873,,,-4358.295,,1931.578,,-352.331,161.3,22.968,,,191.031,1579.247,36.189,-36.189,66.041,-102.23,0.0,,0.0,1615.436,-308.587,,,,1306.849,-37.85,,,1344.699,-6.395,1338.304,0.0,0.0,1338.304,1338.304,,1195.995,1.12,1.09,1.09,1233.244,1.09,1.06,1.06,
06/30/2008,6746.148,,,-4608.879,,2137.269,,-369.375,172.001,25.871,,,197.374,1767.894,35.643,-35.643,61.354,-96.997,0.0,,0.0,1803.537,-377.731,,,,1425.806,0.0,,,1425.806,-5.811,1419.995,0.0,0.0,1419.995,1419.995,,1195.162,1.19,1.19,1.19,1230.229,1.16,1.16,1.16,
09/30/2008,7259.0,,,-4967.0,,2292.0,0.0,-381.0,173.0,23.0,,,208.0,1911.0,46.0,-46.0,61.0,-107.0,,,0.0,1957.0,-418.0,,,,1539.0,0.0,,,1539.0,-13.0,1526.0,0.0,0.0,1526.0,1526.0,,1199.0,1.27,1.27,1.27,1225.0,1.25,1.25,1.25,
12/31/2008,6868.043,,,-5033.473,,1834.57,0.0,-395.887,173.669,23.636,,,222.218,1438.683,37.179,-37.179,58.709,-95.888,0.0,,0.0,1475.862,-325.664,,,,1150.198,0.0,,,1150.198,-0.058,1150.14,0.0,0.0,1150.14,1150.14,,1194.97,0.95,0.95,1.03,1210.459,0.95,0.95,1.03,
03/31/2009,6000.0,6000.0,,-4510.0,4510.0,1490.0,0.0,-320.0,130.0,,130.0,190.0,0.0,1170.0,22.0,37.0,55.0,-18.0,,-59.0,0.0,1192.0,-252.0,174.0,78.0,,940.0,0.0,0.0,0.0,940.0,-2.0,938.0,0.0,0.0,938.0,938.0,0.0,1196.0,0.78,0.78,0.78,1210.0,0.78,0.78,0.78,
06/30/2009,5528.0,5528.0,,-4432.0,4432.0,1096.0,0.0,-328.0,131.0,,131.0,197.0,0.0,768.0,-1.0,44.0,61.0,-17.0,,-43.0,0.0,767.0,-152.0,148.0,4.0,,615.0,0.0,0.0,0.0,615.0,-2.0,613.0,0.0,0.0,613.0,820.0,207.0,1197.0,0.51,0.51,0.685046,1214.0,0.51,0.51,0.680511,
09/30/2009,5430.0,5430.0,,-4144.0,4144.0,1286.0,0.0,-326.0,128.0,,128.0,198.0,0.0,960.0,20.0,39.0,54.0,-15.0,,-59.0,0.0,980.0,-191.0,14.0,177.0,,789.0,0.0,0.0,0.0,789.0,-2.0,787.0,0.0,0.0,787.0,787.0,0.0,1200.0,0.66,0.66,0.66,1218.0,0.65,0.65,0.65,
12/31/2009,5744.0,5744.0,,-4399.0,4399.0,1345.0,0.0,-362.0,145.0,,145.0,217.0,0.0,983.0,11.0,41.0,51.0,-10.0,,-49.0,-3.0,994.0,-175.0,60.0,115.0,,819.0,22.0,22.0,0.0,797.0,-2.0,795.0,0.0,0.0,795.0,817.0,0.0,1199.0,0.66,0.681401,0.681401,1218.0,0.65,0.67,0.67,
03/31/2010,5598.0,5598.0,0.0,-4415.0,4415.0,1183.0,0.0,-314.0,72.0,,72.0,207.0,35.0,869.0,19.0,28.0,45.0,-17.0,,-47.0,0.0,888.0,-214.0,181.0,33.0,,674.0,0.0,0.0,0.0,674.0,-2.0,672.0,0.0,0.0,672.0,747.0,75.0,1195.0,0.56,0.56,0.625105,1215.0,0.56,0.56,0.621728,
