Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/29/1992,260.183014,66.141001,48.435001,17.705999,66.043999,,,54.240002,,,,,8.416,,,,,194.841003,38.410999,54.722,-16.311001,0.0,,26.931,,,,26.931,65.341999,,13.659,13.659,,,2.545,,,,,24.356001,,,24.356001,40.560001,0.0,,,,4.459,,,,,,4.459,4.459,45.019001,0.0,51.964001,,,0.0,,163.199997,215.163998,0.0,215.163998,260.182999,
05/31/1992,279.234009,74.584999,57.877998,16.707001,69.447998,,,56.932999,,,,,8.761,,,,,209.727005,43.361,60.528,-17.167,0.0,,26.146,,,,26.146,69.507,,14.824,14.824,,,2.367,,,,,24.829,,,24.829,42.02,0.0,,,,4.747,,,,,,4.747,4.747,46.767,0.0,54.542,,,0.0,,177.925003,232.467003,0.0,232.467003,279.234003,
08/31/1992,307.790009,71.769001,44.853001,26.916,72.186996,,,75.002998,,,,,9.963,,,,,228.921997,51.029999,71.080002,-20.049999,0.0,,27.837999,,,,27.837999,78.867998,,16.570999,16.570999,,,2.63,,,,,28.217,,,28.217,47.417999,0.0,,,,6.22,,,,,,6.22,6.22,53.637999,0.0,55.556999,,,0.0,,198.595001,254.152,0.0,254.152,307.789999,
11/30/1992,315.053009,71.552,47.172001,24.379999,75.080002,,,79.054001,,,,,9.686,,,,,235.371994,51.292999,72.141998,-20.849001,0.0,,28.388,,,,28.388,79.681,,15.976,15.976,,,2.324,,,,,27.222999,,,27.222999,45.522999,0.0,,,,5.942,,,,,,5.942,5.942,51.464999,0.0,55.904999,,,0.0,,207.682999,263.587997,0.0,263.587997,315.052996,
02/28/1993,326.988007,74.008999,49.855,24.153999,81.807999,,,79.456001,,,,,8.355,,,,,243.628006,52.713001,,,0.0,,30.646999,,,,30.646999,83.360001,,12.312,12.312,,,2.369,,,,,27.932998,,,27.932998,42.613998,0.0,,,,5.741,,,,,,5.741,5.741,48.354999,0.0,56.472,,,0.0,,222.160995,278.632996,0.0,278.632996,326.987994,
05/31/1993,354.408997,93.622998,44.578999,49.043999,84.708,,,83.002998,,,,,9.705,,,,,271.039001,53.069,77.678001,-24.608999,0.0,,30.301001,,,,30.301001,83.370001,,12.959,12.959,,,2.436,,,,,31.257,,,31.257,46.652,0.0,,,,6.438,,,,,,6.438,6.438,53.09,0.0,59.935001,,,0.0,,241.384003,301.319004,0.0,301.319004,354.409004,
08/31/1993,371.027008,114.227001,70.108002,44.118999,80.560997,,,85.559998,,,,,9.589,,,,,289.937012,51.817001,77.823997,-26.007,0.0,,29.273001,,,,29.273001,81.090002,,14.412,14.412,,,2.003,,,,,33.643998,,,33.643998,50.058998,0.0,,,,6.314,,,,,,6.314,6.314,56.372998,0.0,60.219002,,,0.0,,254.434998,314.653999,0.0,314.653999,371.026998,
11/30/1993,380.632996,120.370998,73.894997,46.476002,81.790001,,,88.241997,,,,,9.662,,,,,300.065002,51.599998,79.751999,-28.152,0.0,,28.968,,,,28.968,80.567999,,12.048,12.048,,,2.207,,,,,31.348,,,31.348,45.603001,0.0,,,,6.087,,,,,,6.087,6.087,51.690001,0.0,57.740002,,,0.0,,271.203003,328.943005,0.0,328.943005,380.633005,
02/28/1994,402.605988,130.905003,73.457001,57.448002,91.266998,,,91.681999,,,,,10.286,,,,,324.140015,51.528,81.782997,-30.254999,0.0,,26.938,,,,26.938,78.466,,15.208,15.208,,,1.848,,,,,32.399002,,,32.399002,49.455002,0.0,,,,5.903,,,,,,5.903,5.903,55.358002,0.0,57.978001,,,0.0,,289.269989,347.24799,0.0,347.24799,402.605991,
05/31/1994,418.076996,140.841995,70.390999,70.450996,96.800003,,,92.263,,,,,12.322,,,,,342.22699,51.124001,83.459999,-32.335999,0.0,,24.726,,,,24.726,75.850001,,18.604,18.604,,,1.606,,,,,33.609,,,33.609,53.819,0.0,,,,6.975,,,,,,6.975,6.975,60.794,0.0,60.896,,,0.0,,296.386993,357.282993,0.0,357.282993,418.076993,
08/31/1994,443.69101,152.742996,70.112999,82.629997,95.862999,,,96.176003,,,,,15.481,,,,,360.263,51.304001,85.997002,-34.693001,0.0,,32.124001,,,,32.124001,83.428001,,17.198999,17.198999,,,1.35,,,,,40.995999,,,40.995999,59.544998,0.0,,,,6.93,,,,,,6.93,6.93,66.474998,0.0,61.112,,,0.0,,316.104004,377.216003,0.0,377.216003,443.691001,
11/30/1994,498.354004,132.93,50.969002,81.960999,121.287003,,,124.766998,,,,,20.101,,,,,399.084991,61.861,99.098,-37.237,0.0,,37.408001,,,,37.408001,99.269001,,24.983999,24.983999,,,6.315,,,,,46.538998,,,46.538998,77.837997,0.0,,,,7.581,,,,,,7.581,7.581,85.418997,0.0,76.167,,,0.0,,336.768005,412.935005,0.0,412.935005,498.354002,
02/28/1995,515.495972,134.739998,58.262001,76.477997,128.919006,,,133.141006,,,,,20.108,,,,,416.90799,62.084999,100.030998,-37.945999,0.0,,36.502998,,,,36.502998,98.587997,,24.756001,24.756001,,,2.217,,,,,48.475997,,,48.475997,75.448997,0.0,,,,7.47,,,,,,7.47,7.47,82.918997,0.0,76.572998,,,0.0,,356.003998,432.576996,0.0,432.576996,515.495993,
05/31/1995,539.083984,90.445,34.091,56.354,140.283005,,,140.884995,19.146,15.163,106.575996,,20.289,,,,,391.902008,80.307999,121.017998,-40.709999,34.029999,,32.844002,30.997999,,,1.846003,147.182,,27.194,27.194,,,3.518,,,,,58.438002,,,58.438002,89.150002,0.0,,,,5.317,,,,,,5.317,5.317,94.467002,0.0,77.150002,,,0.0,,367.46701,444.617012,0.0,444.617012,539.084014,
08/31/1995,534.976013,76.319,48.534,27.785,139.214005,,,148.417007,20.549,15.696,112.171997,,21.759001,,,,,385.709015,80.012001,123.484001,-43.472,37.562,,31.693001,29.987,,,1.706001,149.267002,,20.528999,20.528999,,,3.436,,,,,45.087003,,,45.087003,69.052002,0.0,,,,5.266,,,,,,5.266,5.266,74.318002,0.0,77.810997,,,0.0,,382.846985,460.657982,0.0,460.657982,534.975984,
11/30/1995,557.629028,93.538998,74.102997,19.436001,147.552994,,,149.641006,21.878,15.033,117.730003,,21.917999,,,,,412.651001,79.975998,126.337997,-46.362,33.629002,,31.372999,29.603001,,,1.769999,144.977999,,17.330999,17.330999,,,3.005,,,,,47.856002,,,47.856002,68.192001,0.0,,,,4.267,,,,,,4.267,4.267,72.459002,0.0,78.083,,,0.0,,407.087006,485.170006,0.0,485.170006,557.629007,
02/28/1996,565.531982,101.220001,80.386002,20.834,155.5,,,146.679993,20.799999,15.262,110.617996,,21.143999,,,,,424.544006,79.864998,131.311996,-51.446999,32.494999,,28.628,26.916,,,1.712,140.987997,,12.001,12.001,,,2.88,,,,,41.026001,,,41.026001,55.907001,0.0,,,,4.2,,,,,,4.2,4.2,60.107001,0.0,78.813004,,,0.0,,426.612,505.425003,0.0,505.425003,565.532004,
05/31/1996,598.468994,136.902001,106.068001,30.834,154.054993,,,151.464996,19.643,15.677,116.084999,0.059997,20.493999,,,,,462.915985,80.164001,132.697006,-52.533001,31.159,,24.23,22.612,,,1.618,135.553001,,16.667,16.667,,,3.358,,,,,42.073999,,,42.073999,62.098999,0.0,,,,2.3,,,,,,2.3,2.3,64.398999,0.0,82.786003,,,0.0,,451.283997,534.07,0.0,534.07,598.468999,
08/31/1996,634.489014,155.681995,128.772995,26.909,156.628006,,,153.785004,21.612,16.798,115.375,,23.582001,,,,,489.677002,82.265999,138.059998,-55.793999,32.494999,,30.051001,28.423,,,1.628,144.811998,,16.459,16.459,,,3.378,,,,,54.587004,,,54.587004,74.424004,0.0,,,,4.196,,,,,,4.196,4.196,78.620004,0.0,88.425003,,,0.0,,467.444,555.869003,0.0,555.869003,634.489007,
11/30/1996,627.72998,144.103003,112.469002,31.634001,160.514008,,,153.119003,22.747999,17.42,112.950996,,27.358,,,,,485.093994,85.792,144.350006,-58.557999,27.073999,,29.77,27.224001,,,2.546,142.636,,14.486,14.486,,,4.575,,,,,50.116002,,,50.116002,69.177002,0.0,,,,4.152,,,,,,4.152,4.152,73.329002,0.0,89.278999,,,0.0,,465.122009,554.401009,0.0,554.401009,627.730011,
02/28/1997,595.307983,118.546,97.125,21.421,158.651993,,,151.908997,19.899,18.037001,113.973,,26.514,,,,,455.621002,85.089996,144.804993,-59.715,25.888,,28.709,26.186001,,,2.522999,139.686996,,13.952,13.952,,,4.309,,,,,42.750002,,,42.750002,61.011002,0.0,,,,4.099,,,,,,4.099,4.099,65.110002,0.0,87.514,,,0.0,,442.68399,530.19799,0.0,530.19799,595.307992,
05/31/1997,628.356018,123.270996,82.033997,41.237,162.134995,,,151.522995,20.958,16.546,114.018997,,27.311001,,,,,464.23999,90.912003,152.839005,-61.926998,44.527,,28.677,26.093,,,2.584,164.116003,,17.139999,17.139999,,,5.568,,,,,50.206002,,,50.206002,72.914001,0.0,,,,2.614,,,,,,2.614,2.614,75.528002,0.0,89.587997,,,0.0,,463.23999,552.827988,0.0,552.827988,628.355989,
08/31/1997,651.487,137.978996,86.630997,51.348,161.880997,,,153.242996,21.176001,18.038,114.028999,,27.77,,,,,480.872986,93.904999,159.860001,-65.955002,40.955002,,35.754002,32.714001,,,3.040001,170.614002,,14.216,14.216,,,5.881,,,,,63.134003,,,63.134003,83.231003,0.0,,,,2.678,,,,,,2.678,2.678,85.909003,0.0,90.133003,,,0.0,,475.445007,565.578011,0.0,565.578011,651.487013,
11/30/1997,691.510986,139.536999,94.419998,45.117001,174.490997,,,158.940994,22.305,20.305,116.331001,,29.169001,,,,,502.138,103.348,176.589005,-73.240997,50.075001,,35.950001,32.348,,,3.602001,189.373001,,17.603001,17.603001,,,6.324,,,,,60.065996,,,60.065996,83.992996,0.0,,,,3.26,,,,,,3.26,3.26,87.252996,0.0,90.441002,,,0.0,,513.817017,604.258018,0.0,604.258018,691.511015,
02/28/1998,803.906982,133.648003,88.898003,44.75,184.869995,,,180.772003,24.229,24.326,132.216995,,41.152,,,,,540.442017,137.542999,227.028,-89.485001,62.419998,,63.501999,59.444,,,4.057999,263.464996,,17.634001,17.634001,,,7.325,,,,,67.041999,,,67.041999,92.000999,0.0,,,,11.315,,,,,,11.315,11.315,103.315999,0.0,91.144997,,,0.0,,534.664001,625.808998,74.781998,700.590996,803.906995,
05/31/1998,848.739014,148.706997,117.088997,31.618,188.800003,,,186.535004,26.172001,24.035999,136.326996,,46.75,,,,,570.791992,139.772003,227.056,-87.283997,73.175003,,65.0,61.259998,,,3.740002,277.947006,,16.580999,16.580999,,,6.345,,,,,75.132999,,,75.132999,98.058998,0.0,,,,10.03,,,,,,10.03,10.03,108.088998,0.0,94.920998,,,0.0,,572.497009,667.418007,73.232002,740.650009,848.739007,
08/31/1998,876.369995,162.433998,112.073997,50.360001,192.669998,,,190.639008,25.268,23.715,141.656006,,35.254002,,,,,580.997009,145.923004,237.669998,-91.747002,84.867996,,64.582001,60.855999,,,3.726002,295.373001,,14.639,14.639,,,6.327,,,,,82.849002,,,82.849002,103.815002,0.0,,,,9.208,,,,,,9.208,9.208,113.023003,0.0,95.433998,,,0.0,,592.351013,687.785011,75.561996,763.347008,876.37001,
11/30/1998,922.432007,161.504997,114.988998,46.515999,203.306,,,202.022995,26.881001,23.378,151.764008,,41.084,,,,,607.91803,152.106003,250.304001,-98.197998,97.101997,,65.306,60.514,,,4.792,314.514,,16.159,16.159,,,5.115,,,,,81.252001,,,81.252001,102.526001,0.0,,,,9.14,,,,,,9.14,9.14,111.666001,0.0,95.903,,,0.0,,637.244995,733.147995,77.617996,810.765991,922.431993,
02/28/1999,1003.948975,196.198997,137.367996,58.831001,211.865997,,,202.753998,26.448999,25.131001,151.173996,,48.916,,,,,659.734985,159.921005,266.565002,-106.643997,121.540001,,62.752998,58.602001,,,4.150997,344.214005,,16.562,16.562,,,53.362,,,,,76.775005,,,76.775005,146.699005,0.0,,,,9.359,,,,,,9.359,9.359,156.058005,0.0,96.195999,,,0.0,,673.593018,769.789017,78.101997,847.891014,1003.949019,
05/31/1999,1110.939941,192.158993,132.080994,60.077999,223.613007,,,220.587006,27.294001,30.003,96.007004,67.282997,76.469002,,,,,712.828003,177.382996,280.950012,-103.567001,146.858994,,73.870003,49.610001,,,24.260002,398.111992,,30.892,30.892,,,49.648998,,,,,135.276995,,,135.276995,215.817993,5.036,,,,10.509,,,,,,10.509,15.545,231.362993,3.038,106.121002,,,0.0,,689.728027,798.88703,80.690002,879.577032,1110.940025,
08/31/1999,1121.58606,236.755005,160.268005,76.487,221.699997,,,215.854004,26.957001,26.169001,91.968002,70.760002,73.203003,,,,,747.512024,173.854004,275.152008,-101.297997,127.970001,,72.25,57.144001,,,15.105999,374.074005,,31.271,31.271,,,58.02,,,,,142.615997,,,142.615997,231.906998,0.0,,,,8.769,,,,,,8.769,8.769,240.675998,0.0,106.856003,,,0.0,,691.947998,798.804001,82.106003,880.910004,1121.586001,
11/30/1999,1161.510986,248.757004,164.257004,84.5,226.878998,,,227.544006,28.218,26.214001,93.445999,79.666,76.945,,,,,780.125,176.523438,285.487,-108.960999,125.839996,,79.019997,54.745998,,,24.273998,381.38343,,28.856001,28.856001,,,70.098999,,,,,135.421999,,,135.421999,234.376999,0.0,,,,8.861,,,,,,8.861,8.861,243.237999,0.0,107.208,,,0.0,,727.114014,834.322014,83.950996,918.27301,1161.511009,
02/29/2000,1174.728027,204.939995,156.201996,48.737999,246.410004,,,244.539001,27.753,30.802,102.669998,83.314003,49.769001,,,,,745.65802,180.929993,288.816986,-107.887001,163.662994,,84.476997,68.830002,,,15.646996,429.069984,,30.627001,30.627001,,,73.745003,,,,,74.720999,,,74.720999,179.093002,0.0,,,,8.123,,,,,,8.123,8.123,187.216002,0.0,110.249001,,,0.0,,791.859985,902.108986,85.403,987.511986,1174.727988,
05/31/2000,1218.447998,247.735004,213.606003,34.129002,249.792007,,,240.162003,28.511,28.962,101.306999,81.382004,51.938999,,,,,789.627991,183.257004,299.294006,-116.037003,159.533005,,86.029999,60.653999,60.653999,0.0,25.375999,428.820007,,25.612,25.612,,,70.545998,70.545998,0.0,0.0,,85.284996,,,85.284996,181.442993,0.0,0.0,0.0,0.0,5.809,,,,,,5.809,5.809,187.251993,0.0,126.537003,,,0.0,,816.786011,943.323013,87.873001,1031.196014,1218.448008,
08/31/2000,1269.80603,269.073997,254.268997,14.805,244.695999,,,248.871002,27.663,28.452,103.010002,89.746002,55.421001,,,,,818.062012,185.261002,306.858002,-121.597,179.580994,,86.902,68.268997,,,18.633003,451.743996,,19.264999,19.264999,,,75.403,,,,,95.785004,,,95.785004,190.453003,0.0,,,,7.852,,,,,,7.852,7.852,198.305003,0.0,133.720993,,,0.0,,848.645996,982.366989,89.134003,1071.500992,1269.805995,
11/30/2000,1299.237,180.907,166.885,14.022,267.607,,,254.447,28.301,31.126,100.812,94.208,65.631,,,,,768.592,182.284,309.563,-127.279,183.808,,164.553,9.149,,,155.404,530.645,,20.979,20.979,,,68.985,,,,,88.27,,,88.27,178.234,0.0,,,,6.533,,,,,,6.533,6.533,184.767,0.0,140.109,,,0.0,947.243,-63.226,1024.126,90.344,1114.47,1299.237,
02/28/2001,1408.107,216.03,203.173,12.857,304.392,,,271.221,28.109,31.641,108.695,102.776,64.224,,,,,855.867,187.1,324.666,-137.566,195.193,,169.947,10.675,0.0,10.675,159.272,552.24,,20.916,20.916,,,71.967,71.967,0.0,0.0,,128.256,,,128.256,221.139,0.0,0.0,0.0,0.0,7.834,,,,,,7.834,7.834,228.973,0.0,143.008,,,0.0,985.447,-41.946,1086.509,92.625,1179.134,1408.107,
05/31/2001,1489.311,287.718,235.091,52.627,324.848,,,277.601,32.024,31.082,108.704,105.791,78.212,,,,,968.379,185.751,325.89,-140.139,175.43,,159.751,8.848,,,150.903,520.932,,21.008,21.008,,,62.734,62.734,0.0,0.0,,158.08,,,158.08,241.822,,0.0,0.0,0.0,6.206,,,,,,6.206,6.206,248.028,,157.65,,,0.0,1044.564,-56.028,1146.186,95.097,1241.283,1489.311,
08/31/2001,1518.713013,294.412998,254.783997,39.629002,319.139008,,,291.28299,34.951,64.074997,111.014999,111.241997,75.825996,,,,,980.661011,189.167999,336.199005,-147.031006,190.925003,,157.959,140.503006,132.298996,8.20401,17.455994,538.052002,,21.954,21.954,,,60.111,60.111,0.0,0.0,,150.679995,,,150.679995,232.744995,0.0,0.0,0.0,0.0,6.757,,,,,,6.757,6.757,239.501995,0.0,162.505997,,,0.0,,1020.679993,1183.185989,96.025002,1279.210991,1518.712986,
11/30/2001,1562.619019,282.578003,247.123001,35.455002,332.013,,,309.007996,35.834,37.081001,120.042,116.051003,69.519997,,,,,993.119019,204.169998,360.789001,-156.619003,210.345993,,154.983994,137.932007,130.016998,7.915009,17.051987,569.499985,,25.586,25.586,,,57.867001,57.867001,0.0,0.0,,123.823992,,,123.823992,207.276993,0.0,0.0,0.0,0.0,6.845,,,,,,6.845,6.845,214.121993,0.0,167.072006,,,0.0,,1083.401001,1250.473007,98.024002,1348.497009,1562.619002,
02/28/2002,1576.182007,278.372997,235.697998,42.674999,335.98999,,,318.975006,,,,,68.054001,,,,,1001.392029,211.802002,373.471985,-161.669998,210.431,,152.557007,134.479004,126.704002,7.775002,18.078003,574.790009,,32.708,32.708,,,76.815002,76.815002,0.0,0.0,,125.094002,,,125.094002,234.617004,0.0,0.0,0.0,0.0,6.239,,,,,,6.239,6.239,240.856004,0.0,169.796997,,,0.0,,1064.901978,1234.698975,100.626999,1335.325974,1576.181978,
05/31/2002,1521.723022,185.269997,154.296997,30.973,365.14801,,,335.347992,35.035999,45.476002,135.841995,118.994003,67.178001,,,,,952.94397,219.061005,389.45401,-170.393005,201.246994,,148.470993,133.688995,125.156998,8.531998,14.781998,568.778992,,36.318001,36.318001,,,90.467003,90.467003,0.0,0.0,,110.914001,,,110.914001,237.699005,0.0,0.0,0.0,0.0,3.738,,,,,,3.738,3.738,241.437005,0.0,173.285004,,,0.0,,1003.19397,1176.478973,103.806999,1280.285973,1521.722978,
08/31/2002,1499.634033,165.029003,124.789001,40.240002,368.588989,,,361.072998,36.275002,46.051998,152.134995,126.611,70.338997,,,,,965.030029,225.078995,411.016998,-185.938004,158.615997,,150.908997,136.093002,122.440002,13.653,14.815994,534.603989,,41.249001,41.249001,,,101.483002,101.483002,0.0,0.0,,119.359001,,,119.359001,262.091003,0.0,0.0,0.0,0.0,3.347,,,,,,3.347,3.347,265.438003,0.0,172.893997,,,0.0,,956.213989,1129.107986,105.087997,1234.195984,1499.633987,
11/30/2002,1524.503052,180.141994,141.520996,38.620998,388.483002,,,360.153015,36.466,41.903999,149.942993,131.839996,71.268997,,,,,1000.046997,225.117004,421.358002,-196.240997,149.945007,,149.393997,135.632996,123.264999,12.367996,13.761002,524.456009,,37.048,37.048,,,111.714996,111.714996,0.0,0.0,,99.799,,,99.799,248.561996,0.0,0.0,0.0,0.0,3.16,,,,,,3.16,3.16,251.721997,0.0,179.966003,,,0.0,,985.242004,1165.208008,107.572998,1272.781006,1524.503002,
02/28/2003,1579.609985,206.027992,167.776993,38.250999,412.903992,,,363.804993,37.346001,37.667999,149.037994,139.753006,68.639,,,,,1051.375977,243.996002,452.734009,-208.738007,133.324005,,150.914001,137.505997,125.511002,11.994995,13.408005,528.234009,,28.757999,28.757999,,,115.556,115.556,0.0,0.0,,97.786999,,,97.786999,242.100998,0.0,0.0,0.0,0.0,3.407,,,,,,3.407,3.407,245.507998,0.0,183.350006,,,0.0,,1041.935059,1225.285065,108.817001,1334.102066,1579.610064,
05/31/2003,1672.168945,262.986996,225.649994,37.337002,418.095001,,,356.269989,37.685001,38.110001,142.483002,137.992004,74.403,,,,,1111.755005,253.445999,468.964996,-215.518997,155.606995,,151.360992,137.580002,126.706001,10.874001,13.780991,560.413986,,42.105999,42.105999,,,114.120003,114.120003,0.0,0.0,,110.42799,,,110.42799,266.653992,0.0,0.0,0.0,0.0,7.493,,,,,,7.493,7.493,274.146992,0.0,196.011993,,,0.0,1100.462036,-10.340088,1286.133942,111.888,1398.021942,1672.168934,
08/31/2003,1659.947021,238.536999,221.710999,16.826,410.195007,,,361.216003,37.487999,39.685001,144.766998,139.276001,79.341003,,,,,1089.28894,251.412994,478.105011,-226.692001,166.694,,152.550995,136.970993,10.551,126.419993,15.580002,570.65799,,37.932999,37.932999,,,111.067001,111.067001,0.0,0.0,,121.04599,,,121.04599,270.04599,0.0,0.0,0.0,0.0,6.655,,,,,,6.655,6.655,276.70099,0.0,198.735992,,,0.0,1078.243042,-7.741089,1269.237946,114.008003,1383.245949,1659.946939,
11/30/2003,1750.948975,257.281006,241.740005,15.541,439.312012,,,375.928986,36.903,40.513,153.761993,144.751007,80.705002,,,,,1153.227051,257.497986,496.817993,-239.320007,186.485992,,153.738007,140.113998,127.737999,12.375999,13.624008,597.721985,,39.097,39.097,,,123.648003,123.648003,0.0,0.0,,110.855003,,,110.855003,273.600006,0.0,0.0,0.0,0.0,6.918,,,,,,6.918,6.918,280.518006,0.0,207.921005,,,0.0,1144.33606,2.141968,1354.399033,116.031998,1470.43103,1750.949037,
