Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2004,3371.370117,65.035004,65.035004,0.0,910.281006,910.281006,,834.562988,68.440002,79.595001,732.572021,0.0,110.986,,,,1920.859985,548.844971,1068.5,-519.653992,0.0,901.658997,711.846008,711.846008,0.0,189.812988,1450.503967,,354.114014,354.114014,,,193.604996,,,,,263.067978,,,263.067978,810.786987,390.848999,,,,165.434998,,,,165.434998,556.283997,1367.070984,0.0,524.643005,,,-84.883003,903.343018,11.087959,1354.190979,650.106995,2004.297974,3371.368958,
12/31/2004,3506.778,53.596,53.596,0.0,963.622,,,890.462,78.773,81.002,783.143,-52.456,111.952,,,,2019.632,576.954,1114.908,-537.954,0.0,910.192,781.95,713.353,68.597,128.242,1487.146,,376.782,376.782,,,211.375,,,,,299.2,,,299.2,887.357,387.798,,,,176.129,,,,176.129,563.927,1451.284,0.0,537.692,,,-122.859,961.574,24.404,1400.811,654.683,2055.494,3506.778,
03/31/2005,3692.905029,66.317001,66.317001,0.0,1060.133057,1060.133057,,954.802002,79.331001,88.230003,856.054993,-68.814003,106.001999,,,,2187.253906,582.413025,1131.61499,-549.202026,0.0,923.237976,782.116028,715.801025,66.315002,141.121948,1505.651001,,431.036011,431.036011,,,137.061996,,,,,294.006973,,,294.006973,862.10498,515.703979,,,,177.565002,,,,177.565002,693.268982,1555.373962,0.0,568.375,,,-143.906006,1015.497986,17.625,1457.59198,679.939026,2137.531006,3692.904968,
06/30/2005,3721.853027,51.609001,51.609001,0.0,1063.909058,1063.909058,,985.473999,85.276001,97.455002,572.374023,230.369003,111.832001,,,,2212.823975,585.520996,1144.322021,-558.801025,0.0,923.507996,780.89801,716.781006,64.117004,142.609985,1509.028992,,408.546997,408.546997,,,119.019997,,,,,292.18502,,,292.18502,819.752014,552.302979,,,,182.147003,,,,182.147003,734.449982,1554.201996,0.0,572.567017,,,-191.625,1071.469971,8.463013,1460.875,706.776001,2167.651001,3721.852997,
09/30/2005,3866.623047,65.342003,65.342003,0.0,1113.614014,1113.614014,,1018.723999,89.761002,103.120003,583.723022,242.119995,124.890999,,,,2322.571045,603.513977,1177.782959,-574.268982,0.0,940.538025,805.804993,724.463013,81.34198,134.733032,1544.052002,,477.307007,477.307007,,,124.117996,,,,,326.118027,,,326.118027,927.54303,555.218018,,,,183.863998,,,,183.863998,739.082016,1666.625046,,575.788025,,,-231.087006,1138.937012,9.408966,1493.046997,706.950989,2199.997986,3866.623032,
12/31/2005,4059.914062,62.542999,62.542999,0.0,1200.28894,1200.28894,,1059.991943,390.268005,111.399002,632.924988,-74.599998,114.406998,,,,2437.230957,665.388977,1251.94104,-586.552002,0.0,957.294006,894.606018,737.047974,157.558044,62.687988,1622.682983,,479.205994,479.205994,,,133.649994,,,,,320.297028,,,320.297028,933.153015,610.856995,,,,194.690994,,,,194.690994,805.547989,1738.701004,0.0,596.965027,,,-240.843994,1215.483032,6.90094,1578.505005,742.708008,2321.213013,4059.914017,
03/31/2006,4392.727,65.773,65.773,0.0,1345.908,1345.908,,1161.359,101.502,118.825,1029.708,-88.676,115.827,,,,2688.867,695.197,1290.125,-594.928,0.0,1008.663,864.913,762.473,102.44,143.75,1703.86,,545.835,545.835,,,200.247,,,,,317.911,,,317.911,1063.993,686.894,,,,206.91,,,,206.91,893.804,1957.797,0.0,611.792,,,-279.838,1306.637,8.033,1646.624,788.306,2434.93,4392.727,
09/30/2006,5068.598145,82.339996,82.339996,0.0,1510.395996,1510.395996,,1332.610962,115.205002,132.067993,777.900024,307.437988,151.041,,,,3076.387939,812.583984,1464.165039,-651.580994,0.0,1179.625977,1012.929993,871.030029,141.899963,166.695984,1992.209961,,593.252991,593.252991,,,282.604004,,,,,391.288025,,,391.288025,1267.14502,847.033997,,,,231.580994,,,,231.580994,1078.61499,2345.76001,0.0,631.598022,,,-331.963013,1526.425049,22.027954,1848.088013,874.75,2722.838013,5068.598022,
12/31/2006,5335.475,80.379,80.379,0.0,1592.23,1592.23,,1457.371,409.694,147.543,993.676,-93.542,141.047,,,,3271.027,887.044,1551.786,-664.742,0.0,1177.404,1149.927,867.647,282.28,27.477,2064.448,,654.215,654.215,,,287.704,,,,,437.549,,,437.549,1379.468,800.928,,,,246.028,,,,246.028,1046.956,2426.424,0.0,657.102,,,-346.872,1653.48,23.227,1986.937,922.114,2909.051,5335.475,
03/31/2007,5547.811035,93.058998,93.058998,,1662.937988,1662.937988,,1530.843018,137.434998,150.893997,1354.793945,-112.279999,141.279007,,,,3428.118896,925.953979,1619.244995,-693.291016,,1193.738037,1012.458008,869.846985,142.611023,181.280029,2119.692017,,624.362,624.362,,,317.933014,,,,,364.912018,,,364.912018,1307.207031,826.617004,,,,291.514008,,,,291.514008,1118.131012,2425.338043,,684.848022,,,-364.186005,1792.439941,28.06308,2141.165039,981.307983,3122.473022,5547.811066,
06/30/2007,5597.222168,94.903,94.903,0.0,1597.370972,1597.370972,,1564.344971,143.834,154.917999,1380.911987,-115.319,155.723999,,,,3412.343018,986.421997,1706.58606,-720.164001,0.0,1198.457031,1012.585999,870.004028,142.58197,185.871033,2184.879028,,610.968018,610.968018,,,298.398987,298.398987,0.0,0.0,,349.772034,,,349.772034,1259.139038,741.979004,741.979004,0.0,0.0,297.723999,,,,297.723999,1039.703003,2298.842041,0.0,702.116028,,,-385.463013,1925.446045,40.994019,2283.093079,1015.286987,3298.380066,5597.222107,
09/30/2007,5922.348,98.716,98.716,0.0,1770.691,1770.691,,1621.179,136.049,171.627,1429.177,-115.674,173.462,,,,3664.048,1037.896,1802.059,-764.163,0.0,1220.404,1025.898,888.754,137.144,194.506,2258.3,,645.142,645.142,,,153.701,,,,,380.362,,,380.362,1179.205,931.559,,,,302.431,,,,302.431,1233.99,2413.195,0.0,732.162,,,-429.143,2072.285,60.733,2436.037,1073.116,3509.153,5922.348,
12/31/2007,6061.88,158.267,158.267,0.0,1750.561,1750.561,,1658.172,139.218,173.836,1461.373,-116.255,160.735,,,,3727.735,1105.88,1904.986,-799.106,0.0,1228.265,1153.16,896.442,256.718,75.105,2334.145,,655.413,655.413,,,139.481,,,,,378.406,,,378.406,1173.3,845.624,,,,317.286,,,,317.286,1162.91,2336.21,0.0,751.015,,,-443.182,2219.224,67.84,2594.897,1130.773,3725.67,6061.88,
03/31/2008,6372.187,148.374,148.374,0.0,1917.057,1917.057,,1767.709,161.44,200.151,1525.891,-119.773,159.858,,,,3992.998,1139.053,1980.024,-840.971,0.0,1240.136,1022.575,899.165,123.41,217.561,2379.189,,775.344,775.344,,,120.74,,,,,399.549,,,399.549,1295.633,794.995,,,,323.875,,,,323.875,1118.87,2414.503,0.0,764.746,,,-454.808,2370.119,77.272,2757.329,1200.355,3957.684,6372.187,
06/30/2008,6642.025,141.503,141.503,0.0,1941.289,1941.289,,1918.934,167.885,190.945,1705.268,-145.164,189.779,,,,4191.505,1192.186,2065.75,-873.564,0.0,1258.334,1159.705,902.565,257.14,98.629,2450.52,,817.522,817.522,,,121.771,121.771,0.0,0.0,,365.958,,,365.958,1305.251,806.408,806.408,0.0,0.0,332.115,,,,332.115,1138.523,2443.774,0.0,789.668,,,-458.425,2529.267,79.067,2939.577,1258.674,4198.251,6642.025,
09/30/2008,10746.207,192.101,192.101,0.0,2434.048,2434.048,,2226.379,198.101,196.744,2017.002,-185.468,229.983,,,,5082.511,1829.606,2726.629,-897.023,0.0,3834.09,3597.601,2982.058,615.543,236.489,5663.696,,989.76,989.76,,,1356.155,,,,,546.659,,,546.659,2892.574,1442.945,,,,627.162,,,,627.162,2070.107,4962.681,0.0,2203.777,,,-462.947,2712.84,34.054,4487.724,1295.802,5783.526,10746.207,
12/31/2008,10816.224,162.508,162.508,0.0,2253.477,2253.477,,2367.166,190.79,202.019,2186.203,-211.846,303.233,,,,5086.384,1844.036,2741.649,-897.613,0.0,3885.804,3653.875,3016.425,637.45,231.929,5729.84,,979.0,979.0,,,1366.296,269.853,1096.443,1096.443,,588.136,,,588.136,2933.432,1440.525,1170.672,269.853,269.853,581.958,,,,581.958,2022.483,4955.915,0.0,2211.828,,,-474.448,2885.792,-73.833,4549.339,1310.97,5860.309,10816.224,
03/31/2009,10571.142,201.509,201.509,0.0,2088.837,2088.837,0.0,2291.6,185.2,170.671,2139.953,-204.224,240.67,,83.978,153.103,4822.616,1850.724,2793.598,-942.874,0.0,3897.802,3641.65,3017.086,624.564,256.152,5748.526,,1014.06,771.225,94.895,147.94,365.377,96.02,,,269.357,190.322,,,174.864,1569.759,2375.72,2375.72,,,617.285,,,468.968,148.317,2993.005,4562.764,0.0,2221.82,236.919,1984.901,-475.431,2956.355,-44.409,4658.335,1350.043,6008.378,10571.142,
06/30/2009,10108.643,224.184,224.184,0.0,1740.161,1740.161,0.0,2120.929,180.743,174.22,1982.781,-216.815,241.13,,78.545,154.512,4326.404,1866.301,2890.946,-1024.645,0.0,3915.938,3633.586,3020.236,613.35,282.352,5782.239,,766.621,598.924,22.615,145.082,404.885,87.653,,,317.232,221.686,,,208.284,1393.192,2051.474,2051.474,,,613.733,,,462.347,151.386,2665.207,4058.399,0.0,2235.455,236.995,1998.46,-475.492,2954.423,-6.807,4707.579,1342.665,6050.244,10108.643,
09/30/2009,9970.883,281.497,281.497,0.0,1726.205,1726.205,0.0,1936.398,181.174,177.856,1748.94,-171.572,227.067,,63.016,156.917,4171.167,1878.773,2971.645,-1092.872,0.0,3920.943,3641.802,3039.95,601.852,279.141,5799.716,,694.961,532.613,14.801,147.547,322.874,51.524,,,271.35,207.042,,,194.642,1224.877,2049.41,2049.41,,,625.342,,,472.025,153.317,2674.752,3899.629,0.0,2247.935,237.0,2010.935,-475.502,2935.14,17.935,4725.508,1345.746,6071.254,9970.883,
12/31/2009,10739.415,988.346,988.346,0.0,1791.498,1791.498,0.0,1820.355,173.953,163.489,1656.648,-173.735,215.037,0.0,65.667,146.722,4815.236,1923.465,3062.814,-1139.349,0.0,4000.714,3682.914,3068.828,614.086,317.8,5924.179,,818.372,589.748,82.26,146.364,358.768,87.267,0.0,0.0,271.501,233.649,0.0,0.0,224.888,1410.789,1814.254,1814.254,0.0,0.0,684.442,0.0,16.426,533.537,134.479,2498.696,3909.485,0.0,2972.689,266.125,2706.564,-481.704,2925.467,24.115,5440.567,1389.363,6829.93,10739.415,
03/31/2010,10402.712,547.775,547.775,0.0,1917.994,1917.994,0.0,1823.95,170.757,166.701,1655.558,-169.066,216.44,,71.832,141.181,4506.159,1921.95,3106.275,-1184.325,0.0,3974.603,3667.553,3074.555,592.998,307.05,5896.553,,904.041,666.422,89.878,147.741,486.36,71.464,,,414.896,204.521,,,192.37,1594.922,1316.589,1316.589,,,658.472,,,506.493,151.979,1975.061,3569.983,0.0,2986.436,266.43,2720.006,-483.709,2907.198,6.456,5416.381,1416.348,6832.729,10402.712,
06/30/2010,10580.731,497.66,497.66,0.0,1930.784,1930.784,0.0,1880.623,190.042,236.563,1619.295,-165.277,254.609,,90.289,159.939,4563.676,1972.242,3200.013,-1227.771,0.0,4044.813,3756.1,3131.84,624.26,288.713,6017.055,,975.337,693.556,109.072,172.709,316.549,76.679,,,239.87,260.17,,,248.126,1552.056,1481.927,1481.927,,,655.045,,,502.52,152.525,2136.972,3689.028,0.0,3001.62,266.531,2735.089,-483.769,2942.446,-14.158,5446.139,1445.564,6891.703,10580.731,
