Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2012,279.631,-191.264,189.73,128.72,8.45,-146.649,266.919,152.445,-9.435,,161.88,0.0,-151.885,-129.049,0.75,0.75,0.0,-129.799,-129.799,0.0,0.0,0.0,0.0,-50.116,0.0,-50.116,0.0,27.28,-252.275,-3.901,-202.287,-11.446,2717.643,-2908.484,0.0,0.0,0.0,-46.087,2.073,-122.456,7.528,271.257,
03/31/2013,-86.591,-203.003,182.182,-74.037,5.517,-106.991,27.437,8.267,143.413,,-135.146,0.0,-57.211,-54.352,7.268,7.268,0.0,-61.62,-61.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.859,-354.282,0.0,-340.799,247.637,575.0,-1163.436,0.0,0.0,0.0,-13.483,-5.356,-503.44,13.175,385.238,
06/30/2013,-6.223,7.202,179.734,-73.129,5.822,-16.651,-62.3,-120.03,-129.586,,9.556,0.0,83.074,-51.556,19.504,19.504,0.0,-71.06,-71.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.63,-95.251,-4.476,-95.358,-1.344,0.0,-94.014,0.0,0.0,0.0,4.583,0.996,-17.404,15.052,387.401,
09/30/2013,102.465,-101.855,177.33,-14.32,2.754,-71.714,54.64,41.31,-10.122,,51.432,0.0,-53.849,-51.555,13.025,13.025,0.0,-64.58,-64.58,0.0,135.571,135.571,0.0,0.0,0.0,0.0,0.0,-137.865,-33.568,-13.862,-24.863,2.115,0.051,-27.029,0.0,0.0,0.0,5.157,2.646,17.694,10.139,417.237,
12/31/2013,203.221,-309.227,191.582,244.051,2.622,37.186,204.243,76.815,-33.31,,110.125,0.0,-105.379,-85.465,41.801,41.801,0.0,-127.266,-127.266,0.0,0.0,0.0,0.0,-0.097,-0.001,-0.096,0.0,-19.817,-112.781,-73.549,32.097,-3.471,-0.051,35.619,0.0,0.0,0.0,-71.329,1.23,-13.709,12.568,353.579,
03/31/2014,-91.648,-424.19,174.871,131.807,3.036,25.308,103.463,25.864,149.407,,-123.543,0.0,152.654,-65.983,1.425,1.425,0.0,-67.408,-67.408,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,218.637,-105.984,-3.955,-100.782,-246.855,209.975,-63.902,0.0,0.0,0.0,-1.247,-2.431,-47.409,11.504,412.643,
06/30/2014,45.444,-186.63,174.062,103.016,2.782,6.871,93.363,-45.004,-139.693,,94.689,0.0,-71.088,-69.539,4.474,4.474,0.0,-74.013,-74.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.549,161.486,-5.718,181.648,-1.0,850.0,-667.352,0.0,0.0,0.0,-14.444,1.854,137.696,7.729,343.679,
09/30/2014,17.744,-114.852,175.865,-67.569,2.246,12.687,-82.502,24.3,-8.203,,32.503,0.0,-44.965,-49.119,4.468,4.468,,-53.587,-53.587,0.0,236.644,236.644,0.0,0.0,0.0,0.0,0.0,-232.49,-244.862,-22.908,-212.167,-1.357,1002.5,-1213.31,0.0,0.0,0.0,-9.787,-3.999,-276.082,11.151,457.807,
12/31/2014,273.576,-68.089,186.1,42.243,2.649,-10.943,50.537,113.322,-15.409,,128.731,0.0,-125.283,-123.25,0.0,,0.0,-123.25,-123.25,0.0,-0.026,,-0.026,,,0.0,0.0,-2.848,-208.641,-7.446,-152.997,1.54,0.0,-154.537,0.0,0.0,0.0,-48.198,-4.984,-65.332,22.69,326.731,
03/31/2015,-236.212,-384.966,170.453,69.559,2.524,16.22,50.815,-91.258,114.083,,-205.341,0.0,-30.568,-23.852,32.603,32.603,0.0,-56.455,-56.455,0.0,0.579,0.579,0.0,0.0,0.0,0.0,0.0,-7.295,104.981,-2.119,136.867,118.141,950.0,-931.274,0.0,0.0,0.0,-29.767,-6.211,-168.01,9.858,495.007,
06/30/2015,-3.394,-54.466,168.394,-79.626,2.403,-1.232,-80.797,-37.696,-187.847,,150.151,0.0,266.943,292.612,361.034,361.034,0.0,-68.422,-68.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.669,-167.025,-25.98,-120.829,-120.779,0.0,-0.05,0.0,0.0,0.0,-20.216,1.911,98.435,14.607,313.347,
09/30/2015,-123.543,-221.917,166.32,54.966,2.991,0.697,51.278,-122.912,-19.548,,-103.364,0.0,-62.424,-55.968,11.647,11.647,0.0,-67.615,-67.615,0.0,0.0,0.0,0.0,-2.887,0.0,-2.887,0.0,-3.569,188.748,,189.286,189.334,0.0,-0.048,0.0,0.0,0.0,-0.538,-7.384,-4.603,12.834,555.701,
12/31/2015,285.845,-93.425,168.824,22.568,3.149,12.163,7.256,187.878,-28.262,,216.14,,-143.717,-94.894,8.994,8.994,0.0,-103.888,-103.888,0.0,-58.165,0.0,-58.165,2.887,0.0,2.887,0.0,6.455,250.706,-2.772,-87.816,-310.545,222.777,-0.048,0.0,0.0,0.0,341.294,-3.002,389.832,14.87,322.933,
03/31/2016,-240.492,-88.515,155.456,-189.953,3.094,-1.256,-191.791,-117.48,172.023,,-289.503,0.0,516.841,535.811,592.59,592.59,0.0,-56.779,-56.779,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,0.0,-18.47,-74.39,-72.182,-1.128,-0.577,0.0,-0.551,0.0,0.0,0.0,-1.08,3.899,205.858,15.441,549.437,
06/30/2016,58.842,-278.894,162.144,132.09,3.785,-9.115,137.42,43.502,-156.203,,199.705,0.0,-79.981,-63.676,3.25,3.25,0.0,-66.926,-66.926,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,-16.805,-1.923,-0.475,-1.41,-0.58,0.8,-1.63,0.0,0.0,0.0,-0.038,-3.621,-26.683,12.315,324.264,
09/30/2016,-90.928,-35.001,158.453,-135.744,3.471,-3.726,-135.489,-78.636,1.089,,-79.725,,-70.548,-69.129,8.204,8.204,0.0,-77.333,-77.333,0.0,-30.655,3.256,-33.911,0.0,0.0,0.0,0.0,29.236,-246.27,-20.714,-225.03,-0.571,0.0,-224.459,0.0,0.0,0.0,-0.526,-1.197,-408.943,11.532,560.781,
12/31/2016,258.596,105.998,159.174,-166.529,2.823,-84.03,-85.322,159.953,-31.378,,191.331,0.0,144.603,139.258,252.937,252.937,0.0,-113.679,-113.679,0.0,-28.078,5.367,-33.445,0.0,0.0,0.0,0.0,33.423,-95.648,,-188.939,-0.372,6.056,-194.623,0.0,0.0,0.0,93.291,-5.431,302.12,5.556,330.294,
03/31/2017,-428.526,-388.215,146.106,21.41,3.059,4.572,13.779,-207.827,119.241,,-327.068,0.0,0.595,2.107,53.134,53.134,0.0,-51.027,-51.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.512,-54.555,-27.245,-27.052,-25.375,0.0,-1.677,0.0,0.0,0.0,-0.258,3.817,-478.669,16.725,543.315,
06/30/2017,-24.694,-176.354,147.795,-46.002,2.422,-1.467,-46.957,49.867,-169.373,,219.24,0.0,-81.142,-80.434,7.12,7.12,0.0,-87.554,-87.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.708,-1.024,-1.026,0.946,25.375,3.125,-27.554,0.0,0.0,0.0,-0.944,2.843,-104.017,8.007,332.685,
09/30/2017,-104.458,-250.49,149.749,43.184,3.539,10.186,29.459,-46.901,-10.852,,-36.049,,-39.866,-35.297,11.066,11.066,0.0,-46.363,-46.363,0.0,-2.596,0.628,-3.224,0.0,0.0,0.0,0.0,-1.973,192.645,-12.812,150.812,,,,0.0,0.0,0.0,54.645,0.836,49.157,6.936,550.438,
12/31/2017,66.468,416.999,157.645,-583.934,3.058,-501.481,-85.511,75.758,-88.363,,164.121,0.0,-94.279,-96.568,11.667,11.667,0.0,-108.235,-108.235,0.0,2.156,,,0.0,0.0,0.0,0.0,0.133,14.269,-5.394,95.439,,,,0.0,0.0,0.0,-75.776,2.645,-10.897,3.837,345.967,
03/31/2018,175.476,-416.994,151.434,112.091,2.684,-122.038,231.445,328.945,157.856,35.051,136.038,0.0,-37.196,-36.393,2.31,2.31,0.0,-38.703,-38.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.803,-92.445,-3.166,-89.264,-59.0,25.333,-55.597,0.0,0.0,0.0,-0.015,3.366,49.201,9.974,94.533,
06/30/2018,268.881,-69.899,147.644,178.478,2.113,137.933,38.432,12.658,-94.826,,107.484,0.0,-41.089,-48.696,1.562,1.562,0.0,-50.258,-50.258,0.0,0.253,,,0.0,0.0,0.0,0.0,7.354,-268.376,-1.907,-264.47,59.0,117.999,-441.469,0.0,0.0,0.0,-1.999,-8.065,-48.649,13.401,112.415,
09/30/2018,218.992,70.078,43.295,-44.259,-3.169,-34.764,-6.326,-57.09,-41.938,-13.153,-1.999,0.0,-56.607,38.323,38.323,,,0.0,,,-0.253,,,0.0,0.0,0.0,0.0,10.653,-140.276,-3.995,-125.509,,,,0.0,0.0,0.0,-10.772,-3.854,18.255,4.222,86.741,
12/31/2018,303.323,214.905,36.405,89.303,0.438,22.512,66.353,5.011,-56.556,1.801,59.766,,-210.586,-19.327,,,,,,,0.0,,,-74.272,0.0,-74.272,0.0,-18.725,1.308,0.0,-0.102,,,,0.0,0.0,0.0,1.41,-1.808,92.237,6.606,104.295,
03/31/2019,88.987,-114.383,113.366,125.027,2.227,-5.357,128.157,-35.023,183.696,-16.032,-202.687,0.0,-52.411,-50.404,0.722,0.722,0.0,-51.126,-51.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.007,1.996,-0.073,28.762,0.0,2235.228,-2206.466,0.0,0.0,0.0,-26.693,0.682,39.254,16.41,103.897,
06/30/2019,-45.972,11337.317,1.149,-11236.029,1.31,134.252,-11371.591,-148.409,-175.046,-13.887,40.524,0.073,-226.52,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.496,-109.906,0.0,-36.787,,,,0.0,0.0,0.0,-73.192,-0.109,-382.507,7.231,33.575,
09/30/2019,180.341,12.374,92.97,1640.252,17.112,12.422,1610.718,119.868,-5.235,13.479,111.624,-0.073,-26.028,-23.997,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.031,47.258,-0.498,9.0,,,,0.0,0.0,0.0,38.829,-0.315,201.256,1.206,78.833,
12/31/2019,205.363,61.381,94.972,1.374,6.226,-16.358,11.506,47.636,-65.631,-13.295,126.562,0.0,-29.463,-26.986,,,,,,,0.0,0.0,0.0,-1.998,0.0,-1.998,0.0,-0.479,-52.938,0.0,-44.401,,,,0.0,0.0,0.0,-8.537,0.319,123.281,3.004,104.543,
03/31/2020,91.54,-1688.736,96.768,1608.355,4.257,-152.216,1756.314,75.153,143.419,-42.734,-25.532,0.0,-31.8,-21.664,0.0,0.0,0.0,-21.664,-21.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.136,187.283,0.0,187.561,0.0,350.0,-162.439,0.0,0.0,0.0,-0.278,-0.524,246.499,0.735,101.363,
06/30/2020,11.369,-197.317,103.347,-19.101,4.24,-45.473,22.132,124.44,171.096,-47.369,0.713,0.0,-18.881,-17.882,0.0,0.0,0.0,-17.882,-17.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999,-121.771,0.0,-120.896,0.0,0.0,-120.896,0.0,0.0,0.0,-0.875,0.199,-129.084,1.01,84.001,
