Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/2017,6978.801,258.734,236.002,22.732,763.555,763.555,0.0,272.83,16.231,23.199,233.4,0.0,748.33,38.058,,0.0,,35.7,674.572,2043.449,1353.159,,,175.663,175.663,3406.53,3377.37,2811.796,565.574,29.16,4935.352,,854.371,162.981,,,691.39,300.0,0.0,,,,300.0,0.0,,,539.043,0.0,1154.371,2534.222,2534.222,,,,737.175,198.132,,,,0.0,3271.397,4425.768,0.0,792.754,600.563,192.191,-3609.697,5349.539,20.437,2553.033,0.0,2553.033,6978.801,
02/28/2018,6928.593,186.256,152.563,33.693,779.22,779.22,0.0,274.819,18.821,25.135,230.863,0.0,739.281,35.192,,0.0,,21.651,682.438,1979.576,1367.58,,,178.527,178.527,3402.91,3377.344,2819.867,557.477,25.566,4949.017,,730.073,172.181,,,557.892,187.5,0.0,,,,187.5,0.0,,,376.665,0.0,917.573,2534.76,2534.76,,,,582.263,205.598,,,,0.0,3117.023,4034.596,0.0,830.874,611.485,219.389,-3611.05,5651.656,22.517,2893.997,0.0,2893.997,6928.593,
05/31/2018,6958.214,138.724,138.724,0.0,804.583,804.583,0.0,280.347,17.042,27.35,235.955,0.0,754.278,32.383,0.0,0.0,,19.634,702.261,1977.932,1382.73,3046.44,-1663.71,175.581,175.581,3421.971,3392.656,2846.888,545.768,29.315,4980.282,,775.857,215.074,,24.763,536.02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,352.581,0.0,775.857,2535.309,2535.309,0.0,0.0,,630.522,277.941,0.0,0.0,0.0,0.0,3165.831,3941.688,0.0,863.675,618.464,245.211,-3701.319,5837.827,16.343,3016.526,0.0,3016.526,6958.214,
08/31/2018,7287.204,118.356,118.356,0.0,838.192,838.192,0.0,303.77,17.22,31.84,254.71,0.0,844.06,112.474,,0.0,,6.878,724.708,2104.378,1394.634,,,180.262,180.262,3607.93,3385.947,2850.082,535.865,221.983,5182.826,,679.094,214.011,,,465.083,0.0,0.0,,,,,0.0,,,424.344,0.0,679.094,2535.859,2535.859,,,,726.283,301.939,,,,0.0,3262.142,3941.236,0.0,937.359,796.988,140.371,-3840.787,6239.535,9.861,3345.968,0.0,3345.968,7287.204,
11/30/2018,7405.083,88.479,88.479,0.0,904.062,904.062,0.0,321.874,14.005,32.42,275.449,0.0,901.455,106.614,,0.0,,36.595,758.246,2215.87,1410.53,,,183.548,183.548,3595.135,3366.749,2845.244,521.505,228.386,5189.213,,941.186,211.9,,,729.286,173.5,0.0,,,,173.5,0.0,,,435.461,0.0,1114.686,2536.408,2536.408,,,,726.745,291.284,,,,0.0,3263.153,4377.839,0.0,971.071,804.234,166.837,-4209.448,6261.756,3.865,3027.244,0.0,3027.244,7405.083,
02/28/2019,7433.673,80.859,80.859,0.0,878.037,878.037,0.0,339.805,18.628,32.525,288.652,0.0,925.055,108.969,,0.0,,42.552,773.534,2223.756,1424.063,,,191.818,191.818,3594.036,3356.185,2847.783,508.402,237.851,5209.917,,776.851,214.567,,,562.284,217.5,0.0,,,,217.5,0.0,,,439.011,0.0,994.351,2536.958,2536.958,,,,722.872,283.861,,,,0.0,3259.83,4254.181,0.0,1023.502,826.175,197.327,-4309.543,6465.121,0.412,3179.492,0.0,3179.492,7433.673,
05/31/2019,7436.662,96.645,96.645,0.0,910.12,910.12,0.0,334.589,17.812,28.82,287.957,0.0,894.926,103.318,0.0,0.0,,7.475,784.133,2236.28,1430.685,3192.364,-1761.679,192.346,192.346,3577.351,3337.036,2842.441,494.595,240.315,5200.382,,815.469,226.02,,24.687,564.762,312.264,0.0,0.0,0.0,,312.264,0.0,0.0,0.0,438.179,0.0,1127.733,2537.507,2537.507,0.0,0.0,,768.701,330.522,0.0,0.0,0.0,0.0,3306.208,4433.941,0.0,1068.256,840.328,227.928,-4717.619,6691.236,-39.152,3002.721,0.0,3002.721,7436.662,
08/31/2019,7661.9,102.131,102.131,0.0,917.535,917.535,0.0,336.29,16.541,25.618,294.131,0.0,933.862,137.675,,0.0,,0.0,796.187,2289.818,1585.44,,,208.987,208.987,3577.655,3332.59,2849.613,482.977,245.065,5372.082,,741.096,237.242,9.238,,494.616,381.786,0.0,43.01,,43.01,338.776,0.0,,,436.755,0.0,1122.882,2663.741,2538.057,125.684,,125.684,824.571,387.816,,,,0.0,3488.312,4611.194,0.0,1146.566,1036.125,110.441,-4974.449,6939.24,-60.651,3050.706,0.0,3050.706,7661.9,
11/30/2019,7887.337,226.535,226.535,0.0,949.122,949.122,0.0,348.304,15.55,27.148,305.606,0.0,966.326,123.589,,0.0,,24.878,817.859,2490.287,1594.817,,,218.873,218.873,3583.36,3322.734,2852.801,469.933,260.626,5397.05,,1053.2,254.611,,,798.589,244.051,0.0,44.263,,44.263,199.788,0.0,,,443.857,0.0,1297.251,2669.186,2538.606,130.58,,130.58,815.93,372.073,,,,0.0,3485.116,4782.367,0.0,1200.855,1066.814,134.041,-4976.36,6917.31,-36.835,3104.97,0.0,3104.97,7887.337,
02/29/2020,7901.98,234.441,234.441,0.0,942.853,942.853,0.0,352.924,14.308,27.224,311.392,0.0,967.488,125.517,,0.0,,23.485,818.486,2497.706,1600.035,,,212.798,212.798,3591.441,3338.848,2873.996,464.852,252.593,5404.274,,822.803,243.248,,,579.555,243.843,0.0,44.043,,44.043,199.8,0.0,,,423.677,0.0,1066.646,2666.15,2539.156,126.994,,126.994,844.875,421.198,,,,0.0,3511.025,4577.671,0.0,1246.231,1092.074,154.157,-4978.946,7151.838,-94.814,3324.309,0.0,3324.309,7901.98,
05/31/2020,7669.885,145.402,145.402,0.0,870.369,870.369,0.0,408.898,18.661,29.497,360.74,0.0,885.03,114.619,0.0,0.0,,0.0,770.411,2309.699,1563.032,3473.827,-1910.795,214.847,214.847,3582.307,3321.549,2870.02,451.529,260.758,5360.186,,842.164,230.995,27.099,24.538,559.532,43.031,0.0,43.031,0.0,43.031,0.0,0.0,0.0,,388.579,0.0,885.195,2662.4,2539.705,122.695,0.0,122.695,887.088,498.509,0.0,0.0,0.0,0.0,3549.488,4434.683,0.0,1274.21,1102.689,171.521,-5182.137,7296.509,-153.38,3235.202,0.0,3235.202,7669.885,
