Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/31/1995,596.18103,45.482001,6.685,38.797001,69.031998,,,36.882999,,,,,90.025002,,,,,,,241.421997,227.996994,333.390015,-105.392998,,,126.762001,,,,126.762001,354.758995,,17.264999,17.264999,,,,10.03,,,,,,67.717002,,,,67.717002,95.012001,120.275002,,,,,16.549999,,,,,16.549999,136.825001,231.837002,0.0,42.035,,,0.0,,322.30899,364.34399,0.0,364.34399,596.180992,
08/31/1995,619.638,61.195998,7.526,53.669998,70.025002,,,36.715,,,,,92.542999,,,,,,,260.479004,234.570007,340.006012,-105.435997,,,124.588997,,,,124.588997,359.159004,,18.306,18.306,,,,11.341,,,,,,71.306004,,,,71.306004,100.953003,119.788002,,,,,18.639,,,,,18.639,138.427002,239.380005,0.0,42.249001,,,0.0,,338.009003,380.258003,0.0,380.258003,619.638008,
11/30/1995,638.661011,60.414,6.615,53.799,77.522003,,,37.383999,,,,,96.470001,,,,,,,271.790009,241.970993,353.613007,-111.641998,,,124.900002,,,,124.900002,366.870995,,20.892,20.892,,,,11.276,,,,,,69.496001,,,,69.496001,101.664001,118.365997,,,,,18.089001,,,,,18.089001,136.454998,238.118999,0.0,42.466,,,0.0,,358.075989,400.541988,0.0,400.541988,638.660988,
02/29/1996,657.526978,77.542999,11.555,65.987999,76.877998,,,36.183998,,,,,96.991997,,,,,,,287.596985,248.229996,362.015015,-113.785004,0.0,,121.699997,,,,121.699997,369.929993,,17.408001,17.408001,,,,11.485,,,,,,75.955998,,,,75.955998,104.848999,114.467003,,,,,18.246,,,,,18.246,132.713003,237.562002,0.0,43.888,,,0.0,,376.076996,419.964996,0.0,419.964996,657.526999,
05/31/1996,668.762024,82.542997,9.066,73.476997,78.244003,,,34.678001,,,,,102.037003,,,,,,,297.502014,252.597,366.477997,-113.880997,0.0,,118.663002,,,,118.663002,371.260002,,19.363001,19.363001,,,,6.592,,,,,,76.639001,,,,76.639001,102.594002,117.924004,,,,,18.747,,,,,18.747,136.671003,239.265005,0.0,43.657001,,,0.0,,385.839996,429.496998,0.0,429.496998,668.762003,
08/31/1996,690.268982,93.372997,11.576,81.796997,79.614998,,,37.500999,,,,,103.584999,,,,,,,314.074005,259.037994,,,0.0,,117.156998,,,,117.156998,376.194992,,22.021,22.021,,,,6.498,,,,,,73.787,,,,73.787,102.306,117.568001,,,,,19.736,,,,,19.736,137.304001,239.610001,0.0,43.926998,,,0.0,,406.731983,450.658981,0.0,450.658981,690.268982,
11/30/1996,720.940979,97.989998,11.028,86.961998,88.719002,,,39.273998,,,,,108.361,,,,,,,334.343994,268.90799,,,,,117.689003,,,,117.689003,386.596993,,27.617001,27.617001,,,,6.424,,,,,,78.946998,,,,78.946998,112.987999,113.244003,,,,,20.32,,,,,20.32,133.564003,246.552002,,44.574001,,,,,429.814976,474.388977,,474.388977,720.940979,
02/28/1997,741.847,106.439,8.003,98.436,85.642,85.642,,42.504,,,,,109.01,,,,,,,343.595,277.13,,,,,121.122,,,,121.122,398.252,,20.321,20.321,,,,6.666,,,,,,85.981,,,,85.981,112.968,112.449,,,,,19.616,,,,,19.616,132.065,245.033,,44.706,,,,452.735,-0.627,496.814,,496.814,741.847,
05/31/1997,843.29,105.017,16.362,88.655,122.975,122.975,,80.344,,,80.344,,115.832,,,,,,,424.168,299.182,448.969,-149.787,0.0,,119.94,58.004,58.004,0.0,61.936,419.122,,32.675,32.675,,,,8.322,,,,,,105.043,,,,105.043,146.04,125.566,,,,,21.859,,,,,21.859,147.425,293.465,0.0,45.299,,,0.0,505.568,-1.042,549.825,0.0,549.825,843.29,
08/31/1997,784.557,104.619,12.385,92.234,100.896,100.896,,45.622,,,,,117.078,,,,,,,368.215,297.776,,,0.0,,118.566,,,,118.566,416.342,,22.589,22.589,,,,6.688,,,,,,86.457,,,,86.457,115.734,109.741,,,,,22.995,,,,,22.995,132.736,248.47,0.0,45.269,,,0.0,492.198,-1.38,536.087,0.0,536.087,784.557,
11/30/1997,822.996,99.845,16.02,83.825,113.041,113.041,,51.599,,,,,127.883,,,,,,,392.368,313.175,,,0.0,,117.453,,,,117.453,430.628,,28.282,28.282,,,,6.872,,,,,,91.635,,,,91.635,126.789,108.964,,,,,23.59,,,,,23.59,132.554,259.343,0.0,45.66,,,0.0,519.742,-1.749,563.653,0.0,563.653,822.996,
02/28/1998,871.969,91.629,15.875,75.754,117.86,117.86,,61.181,,,,,130.815,,,,,,,401.485,332.765,,,0.0,,137.719,,,,137.719,470.484,,28.66,28.66,,,,6.654,,,,,,103.438,,,,103.438,138.752,134.031,,,,,24.398,,,,,24.398,158.429,297.181,0.0,46.234,,,0.0,530.651,-2.097,574.788,0.0,574.788,871.969,
05/31/1998,1017.836,100.871,12.717,88.154,157.603,157.603,,108.226,,,108.226,,141.901,,,,,,,508.601,367.094,561.785,-194.691,0.0,,142.141,72.544,72.544,0.0,69.597,509.235,,41.801,41.801,,,,8.117,,,,,,109.073,,,,109.073,158.991,180.007,,,,,24.346,,,,,24.346,204.353,363.344,0.0,46.965,,,0.0,610.025,-2.498,654.492,0.0,654.492,1017.836,
08/31/1998,1050.846,98.648,17.904,80.744,164.0,164.0,,114.292,0.0,0.0,114.292,0.0,143.343,,,,,,,520.283,392.231,577.733,-185.502,0.0,,138.332,0.0,,,138.332,530.563,,37.666,37.666,,,,18.682,,,,,,123.696,,,,123.696,180.044,158.767,,,,,25.965,,,,,25.965,184.732,364.776,0.0,47.784,,,0.0,644.293,-6.007,686.07,0.0,686.07,1050.846,
11/30/1998,1103.002,79.29,4.441,74.849,187.108,187.108,,117.637,0.0,0.0,117.637,0.0,157.71,,,,,,,541.745,422.891,615.827,-192.936,0.0,,138.366,,,,138.366,561.257,,41.619,41.619,,,,6.353,,,,,,129.181,,,,129.181,177.153,168.526,,,,,27.305,,,,,27.305,195.831,372.984,0.0,48.182,,,0.0,687.206,-5.37,730.018,0.0,730.018,1103.002,
02/28/1999,1145.089,101.993,28.258,73.735,172.3,172.3,,122.34,0.0,0.0,122.34,0.0,161.335,,,,,,,557.968,449.847,643.403,-193.556,0.0,,137.274,0.0,,,137.274,587.121,,39.876,39.876,,,,5.673,,,,,,133.76,,,,133.76,179.309,168.396,,,,,28.326,,,,,28.326,196.722,376.031,0.0,48.686,,,0.0,724.85,-4.478,769.058,0.0,769.058,1145.089,
05/31/1999,1407.818,88.118,15.803,72.315,202.079,,,137.983,0.0,0.0,137.983,0.0,206.305,,,,,,,634.485,573.087,855.356,-282.269,0.0,,200.246,115.936,115.936,0.0,84.31,773.333,,46.783,46.783,,,,16.37,,,,,,148.944,,,,148.944,212.097,283.581,,,,,40.717,,,,,40.717,324.298,536.395,0.0,49.974,,,0.0,,821.449,871.423,0.0,871.423,1407.818,
08/31/1999,1429.203,82.222,31.8,50.422,204.967,204.967,,134.741,0.0,0.0,134.741,0.0,208.165,,,,,,,630.095,599.727,,,0.0,,199.381,,,,199.381,799.108,,47.476,47.476,,,,16.213,,,,,,139.784,,,,139.784,203.473,266.65,,,,,42.481,,,,,42.481,309.131,512.604,0.0,52.227,,,0.0,868.434,-4.062,916.599,0.0,916.599,1429.203,
11/30/1999,1486.565,93.777,26.43,67.347,226.996,226.996,,136.091,0.0,0.0,136.091,0.0,217.086,,,,,,,673.95,615.121,,,0.0,,197.494,0.0,,,197.494,812.615,,49.692,49.692,,,,16.117,,,,,,147.362,,,,147.362,213.171,260.0,,,,,43.725,,,,,43.725,303.725,516.896,0.0,53.345,,,0.0,919.991,-3.667,969.669,0.0,969.669,1486.565,
02/29/2000,1543.884,114.877,40.812,74.065,231.51,231.51,,153.466,,,153.466,,216.931,,,,,,,716.784,617.856,899.885,-282.029,,,209.244,,,,209.244,827.1,,52.406,52.406,,,,16.035,,,,,,154.611,,,,154.611,223.052,255.39,,,,,45.289,,,,,45.289,300.679,523.731,,53.961,,,,969.296,-3.104,1020.153,,1020.153,1543.884,
05/31/2000,1581.342,109.822,52.182,57.64,225.735,225.735,,164.906,0.0,0.0,164.906,0.0,221.007,,,,,,,721.47,642.507,948.001,-305.494,0.0,,217.365,129.626,129.626,0.0,87.739,859.872,,50.976,50.976,,,,16.604,,,,,,167.812,,,,167.812,235.392,254.378,,,,,48.696,,,,,48.696,303.074,538.466,0.0,54.738,,,0.0,992.45,-4.312,1042.876,0.0,1042.876,1581.342,
08/31/2000,1602.802,78.263,30.509,47.754,239.023,239.023,,175.549,0.0,0.0,175.549,0.0,226.412,,,,,,,719.247,663.541,,,0.0,,220.014,,,,220.014,883.555,,47.03,47.03,,,,16.201,,,,,,148.193,,,,148.193,211.424,247.317,,,,,52.036,,,,,52.036,299.353,510.777,0.0,55.472,,,0.0,1040.22,-3.667,1092.025,0.0,1092.025,1602.802,
11/30/2000,1670.773,71.487,34.176,37.311,252.537,252.537,,200.449,0.0,0.0,200.449,0.0,238.649,,,,,,,763.122,678.065,,,0.0,,229.586,,,,229.586,907.651,,55.362,55.362,,,,15.85,,,,,,156.926,,,,156.926,228.138,238.939,,,,,53.344,,,,,53.344,292.283,520.421,0.0,58.938,,,0.0,1096.75,-5.336,1150.352,0.0,1150.352,1670.773,
02/28/2001,1724.951,67.662,39.179,28.483,246.669,246.669,,223.33,0.0,0.0,223.33,0.0,240.897,,,,,,,778.558,690.886,,,0.0,,255.507,0.0,,,255.507,946.393,,49.244,49.244,,,,15.609,,,,,,164.832,,,,164.832,229.685,232.621,,,,,55.741,,,,,55.741,288.362,518.047,0.0,60.745,,,0.0,1151.285,-5.126,1206.904,0.0,1206.904,1724.951,
05/31/2001,1752.224,110.229,73.724,36.505,244.45,,,214.349,0.0,0.0,214.349,0.0,250.642,,,,,,,819.67,702.132,1057.933,-355.801,0.0,,230.422,201.369,88.795,112.574,29.053,932.554,,42.495,42.495,,,,20.605,,,,,,187.803,,,,187.803,250.903,220.94,,,,,49.066,,,,,49.066,270.006,520.909,0.0,62.409,,,0.0,,1168.906,1231.315,0.0,1231.315,1752.224,
08/31/2001,1785.27,126.65,64.751,61.899,248.283,248.283,,204.208,0.0,0.0,204.208,0.0,259.568,,,,,,,838.709,710.59,,,0.0,,235.971,130.745,130.745,0.0,105.226,946.561,,42.541,42.541,,,,20.54,,,,,,162.585,,,,162.585,225.666,217.738,,,,,53.202,,,,,53.202,270.94,496.606,0.0,64.173,,,0.0,1230.405,-5.914,1288.664,0.0,1288.664,1785.27,
11/30/2001,1875.199,202.932,101.279,101.653,252.487,252.487,,200.065,0.0,0.0,200.065,0.0,264.909,,,,,,,920.393,713.751,,,0.0,,241.055,139.579,139.579,0.0,101.476,954.806,,46.336,46.336,,,,21.068,,,,,,199.399,,,,199.399,266.803,209.031,,,,,54.219,,,,,54.219,263.25,530.053,0.0,64.563,,,0.0,1288.03,-7.447,1345.146,0.0,1345.146,1875.199,
02/28/2002,1898.362,239.142,86.257,152.885,237.694,237.694,,194.36,0.0,0.0,194.36,0.0,265.608,,,,,,,936.804,712.688,,,0.0,,248.87,201.886,145.845,56.041,46.984,961.558,,38.205,38.205,,,,18.139,,,,,,242.031,,,,242.031,298.375,186.143,,,,,55.549,,,,,55.549,241.692,540.067,0.0,65.365,,,0.0,1301.179,-8.249,1358.295,0.0,1358.295,1898.362,
05/31/2002,2519.234,85.086,40.628,44.458,283.234,,,193.821,0.0,0.0,193.821,0.0,291.109,,,,,,,853.25,778.402,1211.663,-433.261,0.0,,887.582,678.357,678.357,0.0,209.225,1665.984,,60.393,60.393,,,,18.369,,,,,,233.872,,,,233.872,312.634,703.25,,,,,79.591,,,,,79.591,782.841,1095.475,0.0,66.508,,,0.0,,1357.251,1423.759,0.0,1423.759,2519.234,
08/31/2002,2535.952,69.16,33.407,35.753,282.351,282.351,,209.513,0.0,0.0,209.513,0.0,303.02,,,,,,,864.044,770.291,,,0.0,,901.617,689.043,689.043,0.0,212.574,1671.908,,70.854,70.854,,,,16.736,,,,,,215.856,,,,215.856,303.446,663.59,,,,,83.243,,,,,83.243,746.833,1050.279,0.0,68.579,,,0.0,1426.783,-9.689,1485.673,0.0,1485.673,2535.952,
11/30/2002,2584.841,89.224,50.909,38.315,287.476,287.476,,219.964,0.0,0.0,219.964,0.0,309.812,,,,,,,906.476,772.014,,,0.0,,906.351,699.586,699.586,0.0,206.765,1678.365,,65.357,65.357,,,,17.355,,,,,,255.862,,,,255.862,338.574,610.894,,,,,84.774,,,,,84.774,695.668,1034.242,0.0,70.542,,,0.0,1490.123,-10.066,1550.599,0.0,1550.599,2584.841,
02/28/2003,2577.213,77.199,42.175,35.024,273.372,273.372,,230.171,0.0,0.0,230.171,0.0,310.406,,,,,,,891.148,772.614,,,0.0,,913.451,854.877,708.445,146.432,58.574,1686.065,,49.912,49.912,,,,16.223,,,,,,286.52,,,,286.52,352.655,566.737,,,,,88.033,,,,,88.033,654.77,1007.425,0.0,71.303,,,0.0,1503.174,-4.689,1569.788,0.0,1569.788,2577.213,
05/31/2003,2582.946,57.659,32.239,25.42,278.147,,,228.41,0.0,0.0,228.41,0.0,313.328,,,,,,,877.544,777.432,1258.164,-480.732,0.0,,927.97,721.855,721.855,0.0,206.115,1705.402,,53.909,53.909,,,,28.251,,,,,,222.679,,,,222.679,304.839,534.763,,,,,97.012,,,,,97.012,631.775,936.614,0.0,76.124,,,0.0,1568.071,2.137,1646.332,0.0,1646.332,2582.946,
08/31/2003,2596.126,92.285,54.914,37.371,271.766,271.766,,224.845,0.0,0.0,224.845,0.0,308.485,,,,,,,897.381,779.552,,,0.0,,919.193,726.334,726.334,0.0,192.859,1698.745,,48.839,48.839,,,,26.653,,,,,,183.803,,,,183.803,259.295,527.714,,,,,99.139,,,,,99.139,626.853,886.148,0.0,77.53,,,0.0,1631.398,1.05,1709.978,0.0,1709.978,2596.126,
11/30/2003,2694.943,196.115,98.596,97.519,279.588,279.588,,212.91,0.0,0.0,212.91,0.0,308.844,,,,,,,997.457,776.814,,,0.0,,920.672,730.85,730.85,0.0,189.822,1697.486,,56.271,56.271,,,,23.492,,,,,,242.488,,,,242.488,322.251,482.85,,,,,101.424,,,,,101.424,584.274,906.525,0.0,79.178,,,0.0,1701.055,8.185,1788.418,0.0,1788.418,2694.943,
02/29/2004,2755.004,248.858,113.752,135.106,276.718,276.718,,204.196,0.0,0.0,204.196,0.0,303.26,,,,,,,1033.032,782.318,,,0.0,,939.654,894.106,756.118,137.988,45.548,1721.972,,48.902,48.902,,,,22.25,,,,,,273.893,,,,273.893,345.045,482.576,,,,,116.651,,,,,116.651,599.227,944.272,0.0,1805.698,,,0.0,1717.914,-1712.88,1810.732,0.0,1810.732,2755.004,
05/31/2004,2810.297,254.321,87.357,166.964,285.592,285.592,,185.585,0.0,0.0,185.585,0.0,308.745,,,,,,,1034.243,785.31,1290.805,-505.495,0.0,,990.744,805.441,805.441,0.0,185.303,1776.054,,53.451,53.451,,,,10.523,,,,,,261.712,,,,261.712,325.686,473.685,,,,,122.957,,,,,122.957,596.642,922.328,0.0,94.569,,,0.0,1790.547,2.853,1887.969,0.0,1887.969,2810.297,
08/31/2004,2847.014,263.977,81.949,182.028,291.277,291.277,,187.239,0.0,0.0,187.239,0.0,316.958,,,,,,,1059.451,790.804,,,0.0,,996.759,815.936,815.936,0.0,180.823,1787.563,,55.326,55.326,,,,10.472,,,,,,214.166,,,,214.166,279.964,474.266,,,,,126.419,,,,,126.419,600.685,880.649,0.0,96.136,,,0.0,1863.213,7.016,1966.365,0.0,1966.365,2847.014,
