Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2011,112427.0,5423.0,5320.0,103.0,2605.0,2572.0,33.0,2466.0,1572.0,214.0,590.0,90.0,1829.0,434.0,613.0,1.0,647.0,88.0,12323.0,16022.0,31357.0,-15335.0,244.0,220.0,24.0,83838.0,75120.0,51302.0,23818.0,866.0,10.0,6696.0,533.0,100104.0,,12343.0,7709.0,1946.0,1395.0,1293.0,5567.0,2295.0,5.0,5.0,3267.0,1734.0,0.0,508.0,241.0,19644.0,34598.0,34478.0,120.0,120.0,17141.0,0.0,3440.0,11279.0,1914.0,51739.0,71383.0,0.0,19291.0,1734.0,17557.0,-1137.0,17820.0,1518.0,37492.0,3552.0,41044.0,112427.0,
06/30/2012,111863.0,3793.0,3673.0,120.0,,,,2626.0,,,,,4438.0,,,3.0,123.0,4312.0,10857.0,15858.0,31731.0,-15873.0,255.0,255.0,,84893.0,75810.0,51596.0,24214.0,905.0,11.0,6597.0,1570.0,101006.0,,12688.0,,797.0,,11891.0,7570.0,2255.0,3.0,3.0,5312.0,181.0,,,181.0,20439.0,32273.0,32144.0,129.0,129.0,17429.0,,3177.0,11090.0,3162.0,49702.0,70141.0,0.0,19297.0,1734.0,17563.0,-1081.0,18127.0,1349.0,37692.0,4030.0,41722.0,111863.0,
12/31/2012,122621.0,13878.0,7051.0,6827.0,2803.0,2736.0,67.0,2500.0,1508.0,267.0,656.0,69.0,1449.0,453.0,241.0,34.0,478.0,86.0,20630.0,16461.0,33108.0,-16647.0,256.0,231.0,25.0,85274.0,76137.0,51766.0,24371.0,984.0,12.0,7090.0,810.0,101991.0,,13761.0,8476.0,2040.0,1635.0,1610.0,5390.0,2088.0,3.0,3.0,3299.0,1257.0,0.0,273.0,180.0,20408.0,38951.0,38813.0,138.0,138.0,17809.0,0.0,3687.0,11168.0,2681.0,56760.0,77168.0,0.0,19308.0,1734.0,17574.0,-1000.0,21519.0,1327.0,41154.0,4299.0,45453.0,122621.0,
06/30/2013,138663.0,6920.0,6701.0,219.0,,,,3219.0,,,,,4985.0,,,41.0,95.0,4849.0,15124.0,20374.0,37365.0,-16991.0,285.0,285.0,,102880.0,100026.0,70630.0,29396.0,1199.0,12.0,171.0,1472.0,123539.0,,14036.0,8050.0,3197.0,973.0,1816.0,5151.0,1802.0,2.0,2.0,3347.0,1219.0,,136.0,244.0,20406.0,45199.0,45065.0,134.0,134.0,21091.0,,3836.0,12100.0,5019.0,66290.0,86696.0,0.0,19325.0,1735.0,17590.0,-937.0,27388.0,1715.0,47491.0,4476.0,51967.0,138663.0,
12/31/2013,141666.0,9962.0,9839.0,123.0,2973.0,2935.0,38.0,2950.0,1717.0,326.0,761.0,146.0,2805.0,616.0,120.0,84.0,761.0,737.0,18690.0,20889.0,38107.0,-17218.0,193.0,170.0,23.0,101894.0,99265.0,69927.0,29338.0,1378.0,10.0,187.0,934.0,122976.0,,16050.0,9834.0,2794.0,1272.0,2150.0,7852.0,2071.0,3.0,3.0,5778.0,1725.0,0.0,159.0,196.0,25627.0,41274.0,41142.0,132.0,132.0,19457.0,0.0,2862.0,12841.0,3595.0,60731.0,86358.0,0.0,19343.0,1735.0,17608.0,-874.0,31004.0,892.0,50365.0,4943.0,55308.0,141666.0,
06/30/2014,149895.0,8845.0,8495.0,350.0,,,,3593.0,,,,,6970.0,,,114.0,415.0,6441.0,19408.0,21550.0,39960.0,-18410.0,183.0,183.0,,108754.0,105843.0,75231.0,30612.0,1371.0,7.0,137.0,1396.0,130487.0,,16246.0,10272.0,2908.0,1077.0,1989.0,8297.0,2466.0,3.0,3.0,5828.0,1577.0,,114.0,187.0,26120.0,47214.0,47083.0,131.0,131.0,19311.0,,2501.0,13109.0,3587.0,66525.0,92645.0,0.0,19356.0,1736.0,17620.0,-847.0,32199.0,1684.0,52392.0,4858.0,57250.0,149895.0,
12/31/2014,142550.0,8658.0,8357.0,301.0,3426.0,3363.0,63.0,2974.0,1723.0,315.0,795.0,141.0,3483.0,554.0,507.0,101.0,864.0,227.0,18541.0,20263.0,37485.0,-17222.0,118.0,97.0,21.0,103628.0,100681.0,70758.0,29923.0,1225.0,10.0,110.0,1095.0,124009.0,,16845.0,10913.0,2478.0,1368.0,2086.0,7492.0,2252.0,3.0,3.0,5237.0,2871.0,0.0,64.0,165.0,27208.0,43630.0,43500.0,130.0,130.0,17455.0,0.0,3050.0,12701.0,1640.0,61085.0,88293.0,0.0,19356.0,1736.0,17620.0,-819.0,35174.0,-3739.0,49972.0,4285.0,54257.0,142550.0,
06/30/2015,138355.0,6784.0,6453.0,331.0,,,,3112.0,,,,,7717.0,,,92.0,230.0,7395.0,17613.0,19295.0,36583.0,-17288.0,135.0,135.0,,101312.0,98000.0,68465.0,29535.0,1497.0,12.0,139.0,1664.0,120742.0,,15508.0,10272.0,2329.0,970.0,1937.0,7437.0,2179.0,5.0,5.0,5253.0,2921.0,,123.0,148.0,25866.0,44067.0,43938.0,129.0,129.0,16979.0,,2965.0,12179.0,1712.0,61046.0,86912.0,0.0,19356.0,1736.0,17620.0,-1806.0,35419.0,-5468.0,47501.0,3942.0,51443.0,138355.0,
12/31/2015,134635.0,6978.0,6923.0,55.0,3262.0,3241.0,21.0,2862.0,1539.0,294.0,819.0,210.0,5192.0,465.0,295.0,48.0,1040.0,371.0,18294.0,18952.0,35329.0,-16377.0,48.0,31.0,17.0,97341.0,94738.0,65061.0,29677.0,1267.0,2.0,212.0,827.0,116341.0,,16808.0,11616.0,2279.0,1056.0,1857.0,5925.0,2100.0,4.0,4.0,3821.0,5723.0,0.0,315.0,220.0,28456.0,43541.0,43419.0,122.0,122.0,16919.0,0.0,2725.0,11961.0,1918.0,60460.0,88916.0,0.0,19356.0,1736.0,17620.0,-1626.0,35949.0,-11542.0,42137.0,3582.0,45719.0,134635.0,
06/30/2016,191129.0,62032.0,6050.0,55982.0,,,,3282.0,,,,,9119.0,,213.0,47.0,994.0,6534.0,74433.0,19309.0,37300.0,-17991.0,49.0,49.0,,97338.0,94844.0,65210.0,29634.0,1201.0,5.0,286.0,789.0,116696.0,,16773.0,10898.0,2092.0,2086.0,1697.0,7641.0,2164.0,3.0,3.0,5474.0,10933.0,,338.0,128.0,35347.0,101045.0,100925.0,120.0,120.0,17000.0,,2678.0,11890.0,2094.0,118045.0,153392.0,,19356.0,1736.0,17620.0,-1599.0,32587.0,-16454.0,33890.0,3847.0,37737.0,191129.0,
12/31/2016,258381.0,14238.0,8579.0,5659.0,4572.0,4562.0,10.0,3913.0,2143.0,391.0,1166.0,213.0,20338.0,316.0,146.0,16439.0,1681.0,931.0,43061.0,27522.0,45655.0,-18133.0,82.0,58.0,24.0,187716.0,181101.0,136533.0,44568.0,1366.0,10.0,4324.0,769.0,215320.0,,25315.0,14071.0,6672.0,2244.0,2328.0,8802.0,2237.0,26.0,26.0,6539.0,5999.0,0.0,471.0,3043.0,40116.0,113941.0,113733.0,208.0,208.0,22899.0,0.0,3014.0,16678.0,2736.0,136840.0,176956.0,0.0,19356.0,1736.0,17620.0,-8980.0,28214.0,32749.0,71339.0,10086.0,81425.0,258381.0,
06/30/2017,251937.0,10322.0,7410.0,2912.0,,,,4279.0,,,,,15880.0,,56.0,7404.0,1820.0,6216.0,30481.0,26372.0,46145.0,-19773.0,82.0,82.0,,195002.0,187607.0,141691.0,45916.0,1516.0,13.0,4909.0,901.0,221456.0,,20752.0,13075.0,4099.0,2300.0,1278.0,11484.0,2401.0,26.0,26.0,9057.0,4750.0,,485.0,1960.0,36986.0,108281.0,108086.0,195.0,195.0,23192.0,,3026.0,16899.0,2782.0,131473.0,168459.0,0.0,19356.0,1736.0,17620.0,-8980.0,26877.0,35460.0,72713.0,10765.0,83478.0,251937.0,
12/31/2017,246126.0,11776.0,10472.0,1304.0,4758.0,4752.0,6.0,4119.0,2304.0,387.0,1216.0,212.0,3307.0,428.0,25.0,133.0,1276.0,1012.0,23960.0,27184.0,48724.0,-21540.0,100.0,24.0,76.0,194882.0,186814.0,140940.0,45874.0,1284.0,22.0,5263.0,1474.0,222166.0,,24567.0,15240.0,4420.0,2269.0,2638.0,7550.0,1987.0,27.0,27.0,5536.0,4094.0,,937.0,884.0,36211.0,108949.0,108763.0,186.0,186.0,20746.0,,2993.0,13107.0,3709.0,129695.0,165906.0,,19356.0,1736.0,17620.0,-8980.0,28394.0,33815.0,72585.0,7635.0,80220.0,246126.0,
06/30/2018,237397.0,7974.0,7970.0,4.0,,,,4200.0,,,,,8269.0,,29.0,41.0,1044.0,6541.0,20443.0,25451.0,46761.0,-21310.0,112.0,112.0,,191391.0,182144.0,136752.0,45392.0,2125.0,19.0,6319.0,755.0,216954.0,,21226.0,13647.0,3339.0,2075.0,2165.0,6046.0,1873.0,25.0,25.0,4148.0,3381.0,,931.0,491.0,30653.0,110949.0,110774.0,175.0,175.0,20231.0,,2828.0,13263.0,3209.0,131180.0,161833.0,0.0,19356.0,1736.0,17620.0,-6549.0,26017.0,29686.0,68510.0,7054.0,75564.0,237397.0,
12/31/2018,233868.0,7161.0,7074.0,87.0,4431.0,4412.0,19.0,4234.0,2387.0,363.0,1215.0,269.0,2456.0,329.0,291.0,39.0,835.0,1237.0,18282.0,27615.0,49946.0,-22331.0,108.0,24.0,84.0,187863.0,178142.0,133311.0,44831.0,1656.0,16.0,6136.0,1622.0,215586.0,,23594.0,15512.0,3853.0,1947.0,2282.0,4697.0,1256.0,410.0,,3031.0,6535.0,0.0,766.0,766.0,34826.0,106997.0,105422.0,1575.0,,20156.0,,2681.0,13165.0,3544.0,127153.0,161979.0,0.0,19356.0,1736.0,17620.0,-6549.0,26068.0,25610.0,64485.0,7404.0,71889.0,233868.0,
06/30/2019,237335.0,8266.0,8179.0,87.0,,,,4658.0,,,,,7132.0,,91.0,51.0,304.0,6546.0,20056.0,27517.0,50425.0,-22908.0,123.0,25.0,98.0,189639.0,179947.0,134752.0,45195.0,1820.0,19.0,5990.0,1772.0,217279.0,,22640.0,14538.0,3466.0,1945.0,2691.0,11069.0,3227.0,376.0,,7466.0,3567.0,,614.0,486.0,37276.0,101672.0,99965.0,1707.0,,20256.0,,2574.0,13396.0,3672.0,121928.0,159204.0,0.0,19356.0,1736.0,17620.0,-6270.0,29831.0,27316.0,70233.0,7898.0,78131.0,237335.0,
12/31/2019,236648.0,7330.0,7238.0,92.0,4067.0,4046.0,21.0,4427.0,2478.0,405.0,1257.0,287.0,12990.0,563.0,132.0,10013.0,1448.0,736.0,28814.0,27544.0,50786.0,-23242.0,110.0,24.0,86.0,180180.0,170566.0,128114.0,42452.0,1885.0,14.0,5861.0,1722.0,207834.0,,23968.0,15876.0,4054.0,2017.0,2021.0,5478.0,1667.0,333.0,,3478.0,5395.0,0.0,352.0,1354.0,34841.0,97564.0,95872.0,1692.0,,19690.0,,2848.0,12824.0,3666.0,117254.0,152095.0,,19356.0,1736.0,17620.0,-6270.0,31484.0,31152.0,75722.0,8831.0,84553.0,236648.0,
06/30/2020,225448.0,25120.0,7863.0,17257.0,,,,4339.0,2356.0,418.0,1306.0,259.0,6756.0,,297.0,128.0,807.0,5276.0,36215.0,24718.0,47288.0,-22570.0,113.0,21.0,92.0,164402.0,155129.0,115080.0,40049.0,1958.0,14.0,5788.0,1216.0,189233.0,,19519.0,12207.0,3536.0,1902.0,1874.0,6637.0,5141.0,352.0,,1144.0,4865.0,,2460.0,214.0,31021.0,106034.0,104346.0,1688.0,,20046.0,,2610.0,12060.0,2916.0,126080.0,157101.0,0.0,19356.0,1736.0,17620.0,-5034.0,27605.0,18138.0,60065.0,8282.0,68347.0,225448.0,
