Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2010,32696.0,5290.0,5205.0,85.0,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,4059.0,,,,3611.0,9850.0,1185.0,,,128.0,128,21533.0,21091.0,10208.0,10883.0,,442.0,22846.0,,1760.0,94.0,,,1666.0,12.0,0.0,,,,12.0,1710.0,,,3798.0,1710.0,3482.0,35.0,35.0,,,,4499.0,132.0,,569.0,4534.0,8016.0,0.0,20936.0,,,,3822.0,-82.0,24676.0,4.0,24680.0,32696.0,
09/30/2010,33408.0,4051.0,3867.0,184.0,476.0,476.0,,0.0,0.0,0.0,0.0,0.0,4207.0,,,140.0,3439.0,8734.0,1357.0,2389.0,-1032.0,24.0,24,23293.0,22925.0,11447.0,11478.0,30.0,338.0,24674.0,,1707.0,137.0,40.0,,1530.0,12.0,0.0,,,,12.0,1779.0,,,4181.0,1723.0,3498.0,32.0,32.0,,,,4864.0,66.0,50.0,567.0,4896.0,8394.0,,20794.0,,,0.0,4368.0,-151.0,25011.0,3.0,25014.0,33408.0,
12/31/2010,33989.0,3885.0,3684.0,201.0,527.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.0,,,,4398.0,9355.0,1380.0,,,13.0,13,23241.0,22910.0,11447.0,11463.0,,331.0,24634.0,,1886.0,95.0,,,1791.0,12.0,0.0,,,,12.0,1781.0,,,4186.0,1781.0,3679.0,29.0,29.0,,,,4737.0,,,551.0,4766.0,8445.0,0.0,20668.0,,,0.0,5023.0,-150.0,25541.0,3.0,25544.0,33989.0,
03/31/2011,34422.0,3709.0,3512.0,197.0,538.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,5359.0,,,,4862.0,9606.0,1453.0,,,7.0,7,23356.0,23052.0,11588.0,11464.0,,304.0,24816.0,,1727.0,86.0,,,1641.0,12.0,0.0,,,,12.0,1726.0,,,4205.0,1726.0,3465.0,25.0,25.0,,,,4778.0,,,573.0,4803.0,8268.0,0.0,20583.0,,,0.0,5707.0,-139.0,26151.0,3.0,26154.0,34422.0,
06/30/2011,34447.0,3820.0,3600.0,220.0,551.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,5145.0,,,,4638.0,9516.0,1510.0,,,7.0,7,23414.0,23121.0,11668.0,11453.0,,293.0,24931.0,,1550.0,93.0,,,1457.0,13.0,0.0,,,,13.0,1968.0,,,4254.0,1968.0,3531.0,22.0,22.0,,,,4842.0,,,588.0,4864.0,8395.0,0.0,20056.0,,,0.0,6130.0,-136.0,26050.0,2.0,26052.0,34447.0,
09/30/2011,34760.0,3398.0,2127.0,1271.0,560.0,560.0,,0.0,0.0,0.0,0.0,0.0,5232.0,,,112.0,4601.0,9190.0,1541.0,2749.0,-1208.0,711.0,711,23318.0,23104.0,11668.0,11436.0,29.0,185.0,25570.0,,1536.0,169.0,63.0,,1304.0,0.0,0.0,,,,,1915.0,,,4205.0,1908.0,3451.0,,,,,,4872.0,,86.0,581.0,4872.0,8323.0,,19907.0,,,0.0,6706.0,-176.0,26437.0,,26437.0,34760.0,
12/31/2011,35768.0,2741.0,1942.0,799.0,629.0,629.0,,0.0,0.0,0.0,0.0,0.0,6608.0,,,,6147.0,9978.0,1542.0,,,899.0,899,23349.0,23122.0,11668.0,11454.0,,227.0,25790.0,,1588.0,87.0,,,1501.0,0.0,0.0,,,,,1949.0,,,4212.0,1949.0,3537.0,0.0,0.0,,,,4930.0,,,718.0,4930.0,8467.0,,19929.0,,,0.0,7544.0,-172.0,27301.0,,27301.0,35768.0,
03/31/2012,36846.0,2957.0,2042.0,915.0,655.0,655.0,0.0,0.0,0.0,0.0,0.0,0.0,6683.0,,,,6253.0,10295.0,1540.0,,,1696.0,1696,23315.0,23105.0,11668.0,11437.0,,210.0,26551.0,,1237.0,75.0,,,1162.0,0.0,0.0,,,,,2350.0,,,3941.0,2350.0,3587.0,0.0,0.0,,,,4738.0,,,797.0,4738.0,8325.0,0.0,20009.0,,,0.0,8688.0,-176.0,28521.0,0.0,28521.0,36846.0,
06/30/2012,38741.0,2303.0,1558.0,745.0,793.0,793.0,0.0,0.0,0.0,0.0,0.0,0.0,7803.0,,,,6158.0,10899.0,1581.0,,,2923.0,2923,23338.0,23118.0,11681.0,11437.0,,220.0,27842.0,,5458.0,111.0,,,5347.0,0.0,0.0,,,,,2396.0,,,3944.0,2396.0,7854.0,0.0,0.0,,,,4729.0,,,785.0,4729.0,12583.0,0.0,19922.0,,,0.0,6411.0,-175.0,26158.0,0.0,26158.0,38741.0,
09/30/2012,40013.0,2817.0,2074.0,743.0,723.0,723.0,,0.0,0.0,0.0,0.0,0.0,8246.0,,,179.0,6027.0,11786.0,1634.0,3081.0,-1447.0,3283.0,3283,23310.0,23101.0,11681.0,11420.0,42.0,167.0,28227.0,,5571.0,152.0,58.0,,5361.0,0.0,0.0,,,,,2383.0,,,4058.0,2372.0,7954.0,0.0,0.0,,,,4429.0,,60.0,311.0,4429.0,12383.0,,19992.0,,,0.0,7809.0,-171.0,27630.0,0.0,27630.0,40013.0,
12/31/2012,35859.0,2785.0,1334.0,1451.0,801.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,3801.0,,,1341.0,2071.0,7387.0,1641.0,,,3401.0,3401,23430.0,23084.0,11681.0,11403.0,,346.0,28472.0,,985.0,114.0,,,871.0,0.0,0.0,,,,,2762.0,,,4057.0,2762.0,3747.0,0.0,0.0,,,,4524.0,,,467.0,4524.0,8271.0,0.0,19728.0,,,0.0,7997.0,-137.0,27588.0,0.0,27588.0,35859.0,
03/31/2013,35059.0,2719.0,1377.0,1342.0,802.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,3393.0,,,1163.0,1809.0,6914.0,1674.0,,,2974.0,2974,23497.0,23066.0,11681.0,11385.0,,431.0,28145.0,,1081.0,118.0,,,963.0,0.0,0.0,,,,,2458.0,,,4046.0,2458.0,3539.0,0.0,0.0,,,,4625.0,,,579.0,4625.0,8164.0,0.0,19305.0,,,0.0,7723.0,-133.0,26895.0,0.0,26895.0,35059.0,
06/30/2013,35285.0,3348.0,1453.0,1895.0,779.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,2814.0,,,600.0,1785.0,6941.0,1689.0,,,3189.0,3189,23466.0,23049.0,11681.0,11368.0,,417.0,28344.0,,1208.0,131.0,,,1077.0,0.0,0.0,,,,,2463.0,,,4043.0,2463.0,3671.0,0.0,0.0,,,,4611.0,,,568.0,4611.0,8282.0,0.0,19130.0,,,0.0,7989.0,-116.0,27003.0,0.0,27003.0,35285.0,
09/30/2013,35956.0,4255.0,2186.0,2069.0,761.0,761.0,,0.0,0.0,0.0,0.0,0.0,2806.0,,,142.0,2160.0,7822.0,1732.0,3439.0,-1707.0,2760.0,2760,23642.0,23032.0,11681.0,11351.0,46.0,564.0,28134.0,,1312.0,184.0,64.0,,1064.0,0.0,0.0,0.0,0.0,,,3023.0,,,4149.0,3010.0,4335.0,0.0,0.0,0.0,0.0,,4751.0,,47.0,555.0,4751.0,9086.0,0.0,18875.0,,,0.0,7974.0,21.0,26870.0,0.0,26870.0,35956.0,
12/31/2013,36248.0,4090.0,2121.0,1969.0,840.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,2835.0,,,20.0,2349.0,7765.0,1746.0,,,3040.0,3040,23697.0,23015.0,11681.0,11334.0,,682.0,28483.0,,1389.0,101.0,,,1288.0,0.0,0.0,,,,,2996.0,,,4160.0,2996.0,4385.0,0.0,0.0,,,,4849.0,,,689.0,4849.0,9234.0,0.0,18702.0,,,0.0,8269.0,43.0,27014.0,0.0,27014.0,36248.0,
03/31/2014,37263.0,3494.0,1820.0,1674.0,832.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,4181.0,,,33.0,3298.0,8507.0,1760.0,,,3066.0,3066,23930.0,22998.0,11681.0,11317.0,,932.0,28756.0,,2112.0,114.0,,,1998.0,0.0,0.0,,,,,2849.0,,,4146.0,2849.0,4961.0,0.0,0.0,,,,5007.0,,,861.0,5007.0,9968.0,0.0,18555.0,,,0.0,8714.0,26.0,27295.0,0.0,27295.0,37263.0,
06/30/2014,37675.0,4064.0,2058.0,2006.0,824.0,824.0,0.0,0.0,0.0,0.0,0.0,0.0,4137.0,,,26.0,3281.0,9025.0,1772.0,,,2798.0,2798,24080.0,23168.0,11741.0,11427.0,,912.0,28650.0,,2169.0,101.0,,,2068.0,0.0,0.0,,,,,3145.0,,,4170.0,3145.0,5314.0,0.0,0.0,,,,5075.0,,,905.0,5075.0,10389.0,0.0,18393.0,,,0.0,8909.0,-16.0,27286.0,0.0,27286.0,37675.0,
09/30/2014,38569.0,3950.0,1971.0,1979.0,822.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,4790.0,0.0,,91.0,3631.0,9562.0,1892.0,3915.0,-2023.0,3015.0,3015,24100.0,23164.0,11753.0,11411.0,51.0,885.0,29007.0,,2671.0,147.0,73.0,,2451.0,0.0,0.0,0.0,0.0,,,3335.0,0.0,0.0,4145.0,3329.0,6006.0,0.0,0.0,0.0,0.0,,5150.0,0.0,40.0,965.0,5150.0,11156.0,0.0,18299.0,,,0.0,9131.0,-17.0,27413.0,0.0,27413.0,38569.0,
12/31/2014,38884.0,4580.0,2085.0,2495.0,900.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,4384.0,,,,3457.0,9864.0,1861.0,,,3028.0,3028,24131.0,23148.0,11753.0,11395.0,,983.0,29020.0,,2844.0,135.0,,,2709.0,0.0,0.0,,,,,2954.0,,,4139.0,2954.0,5798.0,0.0,0.0,,,,5144.0,,,1005.0,5144.0,10942.0,0.0,18200.0,,,0.0,9732.0,10.0,27942.0,0.0,27942.0,38884.0,
03/31/2015,38835.0,4606.0,2039.0,2567.0,896.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,4603.0,,,,3765.0,10105.0,1843.0,,,2779.0,2779,24108.0,23132.0,11753.0,11379.0,,976.0,28730.0,,2251.0,81.0,,,2170.0,0.0,,,,,,3192.0,,,4131.0,3192.0,5443.0,0.0,0.0,,,,5155.0,,,1024.0,5155.0,10598.0,0.0,18098.0,,,0.0,10108.0,31.0,28237.0,0.0,28237.0,38835.0,
06/30/2015,39429.0,4722.0,2147.0,2575.0,892.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.0,,,,3620.0,10068.0,1847.0,,,3300.0,3300,24214.0,23200.0,11825.0,11375.0,,1014.0,29361.0,,2431.0,89.0,,,2342.0,0.0,0.0,,,,,3358.0,,,4134.0,3358.0,5789.0,0.0,0.0,,,,5013.0,,,879.0,5013.0,10802.0,0.0,18008.0,,,0.0,10623.0,-4.0,28627.0,0.0,28627.0,39429.0,
09/30/2015,40236.0,6015.0,3518.0,2497.0,847.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,4030.0,0.0,11.0,77.0,3006.0,10892.0,1888.0,4283.0,-2395.0,3384.0,3384,24072.0,23186.0,11825.0,11361.0,57.0,818.0,29344.0,,2509.0,127.0,75.0,,2307.0,0.0,0.0,0.0,0.0,,,2865.0,0.0,0.0,4123.0,2833.0,5374.0,0.0,0.0,0.0,0.0,,5020.0,0.0,25.0,872.0,5020.0,10394.0,0.0,18073.0,,,0.0,11843.0,-74.0,29842.0,0.0,29842.0,40236.0,
12/31/2015,54977.0,21345.0,12837.0,8508.0,922.0,922.0,0.0,0.0,0.0,0.0,0.0,0.0,3206.0,,,,3206.0,25473.0,1884.0,,,3487.0,3487,24133.0,23173.0,11825.0,11348.0,,960.0,29504.0,,2456.0,118.0,522.0,,1816.0,0.0,0.0,,,,,2901.0,,,3344.0,2901.0,5357.0,15877.0,15877.0,,,,4267.0,,,923.0,20144.0,25501.0,0.0,17824.0,,,0.0,11701.0,-49.0,29476.0,0.0,29476.0,54977.0,
03/31/2016,54326.0,19897.0,15943.0,3954.0,944.0,944.0,0.0,0.0,0.0,0.0,0.0,0.0,3462.0,,,,3462.0,24303.0,1883.0,,,3577.0,3577,24563.0,23171.0,11836.0,11335.0,,1392.0,30023.0,,2220.0,90.0,,,2130.0,0.0,0.0,,,,,2905.0,,,3256.0,2905.0,5125.0,15876.0,15876.0,,,,4194.0,,,938.0,20070.0,25195.0,0.0,17645.0,,,0.0,11582.0,-96.0,29131.0,0.0,29131.0,54326.0,
06/30/2016,63867.0,8752.0,5887.0,2865.0,1066.0,1066.0,0.0,0.0,0.0,0.0,0.0,0.0,4556.0,,,,4556.0,14374.0,2136.0,,,3762.0,3762,43595.0,42122.0,15044.0,27078.0,,1473.0,49493.0,,2799.0,115.0,,,2684.0,0.0,0.0,,,,,4984.0,,,4977.0,4984.0,7783.0,15879.0,15879.0,,,,7378.0,,,2401.0,23257.0,31040.0,5717.0,17514.0,,,-170.0,10334.0,-568.0,32827.0,0.0,32827.0,63867.0,
09/30/2016,64035.0,8938.0,5619.0,3319.0,1041.0,1041.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.0,0.0,22.0,232.0,4052.0,14313.0,2150.0,4798.0,-2648.0,3931.0,3931,43641.0,42300.0,15066.0,27234.0,72.0,1247.0,49722.0,,2869.0,203.0,153.0,,2513.0,0.0,0.0,0.0,0.0,,,5177.0,0.0,0.0,4808.0,5061.0,8046.0,15882.0,15882.0,0.0,0.0,,7195.0,,19.0,2368.0,23077.0,31123.0,5717.0,17395.0,,,-170.0,10462.0,-492.0,32912.0,0.0,32912.0,64035.0,
12/31/2016,63370.0,9521.0,5824.0,3697.0,1120.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,4048.0,,,,3960.0,14689.0,2201.0,,,3802.0,3802,42678.0,41273.0,14892.0,26381.0,,1405.0,48681.0,,3015.0,118.0,,,2897.0,2313.0,0.0,,,,2313.0,5013.0,,,4822.0,4937.0,10341.0,14138.0,14138.0,,,,7165.0,,,2343.0,21303.0,31644.0,5717.0,17184.0,0.2321,17183.7679,-170.0,10492.0,-1497.0,31726.0,0.0,31726.0,63370.0,
03/31/2017,63227.0,7922.0,6427.0,1495.0,1081.0,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,6502.0,,,,6450.0,15505.0,2133.0,,,2882.0,2882,42707.0,41241.0,14825.0,26416.0,,1466.0,47722.0,,2700.0,120.0,,,2580.0,1748.0,0.0,,,,1748.0,5758.0,,,5731.0,5675.0,10206.0,14140.0,14140.0,,,,8098.0,,,2367.0,22238.0,32444.0,5597.0,17103.0,0.2307,17102.7693,0.0,9140.0,-1057.0,30783.0,0.0,30783.0,63227.0,
06/30/2017,64000.0,10191.0,7437.0,2754.0,1105.0,1105.0,0.0,0.0,0.0,0.0,0.0,0.0,4422.0,,,,4379.0,15718.0,2202.0,,,2117.0,2117,43963.0,42331.0,15009.0,27322.0,,1632.0,48282.0,,2623.0,130.0,,,2493.0,1749.0,0.0,,,,1749.0,5139.0,,,5888.0,5059.0,9511.0,14142.0,14142.0,,,,8403.0,,,2515.0,22545.0,32056.0,5526.0,17009.0,0.229,17008.771,0.0,9299.0,110.0,31944.0,0.0,31944.0,64000.0,
09/30/2017,67977.0,13438.0,9874.0,3564.0,1132.0,1132.0,0.0,0.0,0.0,0.0,0.0,0.0,4453.0,0.0,1307.0,148.0,4287.0,19023.0,2253.0,5143.0,-2890.0,1926.0,1926,44775.0,42958.0,15110.0,27848.0,,510.0,48954.0,,2949.0,179.0,243.0,,2527.0,1749.0,0.0,0.0,0.0,,1749.0,5296.0,0.0,0.0,5980.0,5198.0,9994.0,16618.0,16618.0,0.0,0.0,,8605.0,0.0,15.0,2610.0,25223.0,35217.0,5526.0,16900.0,0.2274,16899.7726,0.0,9508.0,826.0,32760.0,0.0,32760.0,67977.0,
12/31/2017,67154.0,11551.0,8138.0,3413.0,1281.0,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,4455.0,,,,4429.0,17287.0,2238.0,,,2674.0,2674,44955.0,43271.0,15162.0,28109.0,,1684.0,49867.0,,2486.0,108.0,,,2378.0,0.0,0.0,,,,0.0,5877.0,,,5107.0,5812.0,8363.0,16621.0,16621.0,,,,8769.0,,,3662.0,25390.0,33753.0,5476.0,16761.0,0.2259,16760.7741,0.0,9966.0,1198.0,33401.0,0.0,33401.0,67154.0,
03/31/2018,69042.0,11719.0,8142.0,3577.0,1259.0,1259.0,0.0,0.0,0.0,0.0,0.0,0.0,5558.0,,,,5546.0,18536.0,2366.0,,,2602.0,2602,45538.0,43909.0,15372.0,28537.0,,1629.0,50506.0,,2655.0,136.0,,,2519.0,0.0,0.0,,,,0.0,6896.0,,,5110.0,6814.0,9551.0,16624.0,16624.0,,,,8764.0,,,3654.0,25388.0,34939.0,5476.0,16713.0,0.2256,16712.7744,0.0,10192.0,1722.0,34103.0,0.0,34103.0,69042.0,
06/30/2018,68175.0,11901.0,8505.0,3396.0,1220.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,5370.0,,,,5294.0,18491.0,2387.0,,,2835.0,2835,44462.0,42832.0,15204.0,27628.0,,1630.0,49684.0,,3363.0,145.0,,,3218.0,0.0,0.0,,,,0.0,7571.0,,,4802.0,7533.0,10934.0,16627.0,16627.0,,,,7296.0,,,2494.0,23923.0,34857.0,5470.0,16686.0,0.2226,16685.7774,0.0,10426.0,736.0,33318.0,0.0,33318.0,68175.0,
09/30/2018,69225.0,11709.0,8162.0,3547.0,1208.0,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,5299.0,0.0,941.0,82.0,5139.0,18216.0,2472.0,5697.0,-3225.0,4082.0,4082,44455.0,42752.0,15194.0,27558.0,,762.0,51009.0,,3656.0,183.0,257.0,,3216.0,0.0,0.0,0.0,0.0,,0.0,7649.0,0.0,0.0,4618.0,6327.0,11305.0,16630.0,16630.0,0.0,0.0,,7284.0,0.0,5.0,2661.0,23914.0,35219.0,5470.0,16678.0,0.2215,16677.7785,0.0,11318.0,540.0,34006.0,0.0,34006.0,69225.0,
12/31/2018,71655.0,11750.0,8289.0,3461.0,1405.0,1405.0,0.0,0.0,0.0,0.0,0.0,0.0,6952.0,,,,6839.0,20107.0,2437.0,,,4132.0,4132,44979.0,42450.0,15149.0,27301.0,,2529.0,51548.0,,3512.0,124.0,,,3388.0,0.0,0.0,,,,0.0,9877.0,,,4835.0,8565.0,13389.0,16633.0,16633.0,,,,7538.0,,,2703.0,24171.0,37560.0,5464.0,16540.0,0.2201,16539.7799,0.0,11908.0,183.0,34095.0,0.0,34095.0,71655.0,
03/31/2019,69865.0,11524.0,7648.0,3876.0,1404.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,5562.0,,,,5396.0,18490.0,2456.0,,,3506.0,3506,45413.0,42054.0,15088.0,26966.0,,3359.0,51375.0,,2774.0,119.0,,,2655.0,0.0,0.0,,,,0.0,8606.0,,,4911.0,7300.0,11380.0,16630.0,16630.0,,,,7580.0,,,2669.0,24210.0,35590.0,5464.0,16547.0,0.2187,16546.7813,0.0,12513.0,-249.0,34275.0,0.0,34275.0,69865.0,
06/30/2019,70249.0,11177.0,7912.0,3265.0,1531.0,1531.0,0.0,0.0,0.0,0.0,0.0,0.0,5597.0,,,,5523.0,18305.0,2549.0,,,2918.0,2918,46477.0,42585.0,15313.0,27272.0,,3892.0,51944.0,,2840.0,150.0,,,2690.0,0.0,0.0,,,,0.0,7989.0,,74.0,4930.0,7778.0,10829.0,16694.0,16694.0,,,,7731.0,,,2727.0,24425.0,35254.0,5462.0,16552.0,0.1986,16551.8014,0.0,13040.0,-59.0,34995.0,0.0,34995.0,70249.0,
09/30/2019,72574.0,12074.0,7838.0,4236.0,1542.0,1542.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.0,0.0,,130.0,6787.0,20970.0,2695.0,6570.0,-3875.0,2157.0,2157,46752.0,42436.0,15656.0,26780.0,,4316.0,51604.0,,3728.0,156.0,327.0,,3245.0,0.0,0.0,0.0,0.0,,0.0,9687.0,0.0,0.0,4807.0,9635.0,13415.0,16729.0,16729.0,0.0,0.0,,7746.0,0.0,6.0,2933.0,24475.0,37890.0,5462.0,16541.0,0.1974,16540.8026,0.0,13502.0,-821.0,34684.0,0.0,34684.0,72574.0,
