Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2007,5866.0,8.0,8.0,,10.0,10.0,,,,,,,354.0,,,,372.0,5.0,29.0,-24.0,,,,5489.0,5055.0,1782.0,3273.0,,434.0,5494.0,,1.0,1.0,,,,0,,,,,,119.0,,,119.0,120.0,0,,,,,1251.0,,,,,,1251.0,1251.0,1371.0,0.0,5731.0,,,0,-1253.0,17.0,4495.0,0.0,4495.0,5866.0,
03/31/2008,5935.838,222.577,222.577,0.0,172.624,172.624,,0.0,0.0,0.0,0.0,0.0,19.076,,,,414.277,262.744,,,0.0,,,5258.817,1909.823,1909.823,0.0,3330.03,18.964,5521.561,,48.555,48.555,,,,0,0.0,0.0,0.0,,,88.847,,,88.847,137.402,0,0.0,0.0,0.0,,1273.863,,,,,,1273.863,1273.863,1411.265,0.0,5731.512,,,0,-1219.492,12.553,4524.573,,4524.573,5935.838,
06/30/2008,6019.378,226.007,226.007,0.0,178.205,178.205,,0.0,0.0,0.0,0.0,0.0,17.866,,,,422.078,255.963,,,0.0,,,5341.337,1909.823,1909.823,0.0,3414.968,16.546,5597.3,,42.39,42.39,,,,0,0.0,0.0,0.0,,,92.442,,,92.442,134.832,0,0.0,0.0,0.0,,1307.179,,,,,,1307.179,1307.179,1442.011,0.0,5732.018,,,0,-1173.613,18.962,4577.367,,4577.367,6019.378,
09/30/2008,10445.0,92.0,92.0,0.0,764.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,,,,1106.0,412.0,,,0.0,,,8927.0,8637.0,7096.0,1541.0,,290.0,9339.0,,418.0,418.0,,,,349,0.0,0.0,0.0,,,253.0,,,253.0,1020.0,3603,3603.0,0.0,0.0,,303.0,,,,,,303.0,3906.0,4926.0,2.0,6562.0,,,0,-1042.0,-3.0,5519.0,,5519.0,10445.0,
12/31/2008,10484.0,100.0,100.0,0.0,780.0,780.0,,0.0,0.0,0.0,0.0,0.0,229.0,,,,1109.0,395.0,897.0,-502.0,0.0,,,8980.0,8770.0,6891.0,1879.0,,210.0,9375.0,,71.0,71.0,,,,466,466.0,0.0,0.0,,,533.0,,,533.0,1070.0,3346,3264.0,82.0,82.0,,483.0,,,,,,483.0,3829.0,4899.0,2.0,6548.0,,,0,-936.0,-78.0,5536.0,49.0,5585.0,10484.0,
03/31/2009,10475.0,142.0,142.0,0.0,740.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,3.0,,230.0,1112.0,384.0,,,0.0,,,8979.0,8783.0,6889.0,1894.0,,193.0,9363.0,,371.0,,,,371.0,586,0.0,,,,586.0,217.0,,72.0,190.0,1174.0,3137,3137.0,,,,438.0,,,,,,366.0,3575.0,4749.0,2.0,6553.0,3.0,6550.0,0,-817.0,-36.0,5702.0,24.0,5726.0,10475.0,
06/30/2009,10696.0,339.0,339.0,0.0,759.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,23.0,,233.0,1331.0,410.0,,,0.0,,,8955.0,8334.0,6439.0,1895.0,,598.0,9365.0,,564.0,,,,564.0,421,0.0,,,,421.0,242.0,,22.0,187.0,1227.0,3053,3053.0,,,,449.0,,,,,,427.0,3502.0,4729.0,2.0,6558.0,3.0,6555.0,0,-632.0,24.0,5952.0,15.0,5967.0,10696.0,
09/30/2009,10741.0,401.0,401.0,0.0,775.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,6.0,,241.0,1417.0,417.0,,,0.0,,,8907.0,8317.0,6438.0,1879.0,,584.0,9324.0,,394.0,,,,394.0,39,0.0,,,,39.0,329.0,,20.0,286.0,762.0,3472,3472.0,,,,416.0,,,,,,396.0,3888.0,4650.0,2.0,6592.0,3.0,6589.0,0,-531.0,14.0,6077.0,14.0,6091.0,10741.0,
12/31/2009,10952.0,623.0,623.0,0.0,812.0,812.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,7.0,,165.0,1671.0,409.0,983.0,-574.0,0.0,,,8872.0,8283.0,6433.0,1850.0,,582.0,9281.0,,126.0,63.0,38.0,25.0,0.0,38,0.0,,,,38.0,619.0,0.0,19.0,507.0,783.0,3457,3457.0,,,,443.0,0.0,0.0,0.0,0.0,268.0,156.0,3900.0,4683.0,2.0,6603.0,3.0,6600.0,0,-387.0,-21.0,6197.0,72.0,6269.0,10952.0,
03/31/2010,10952.0,691.0,691.0,0.0,773.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,3.0,,257.0,1721.0,405.0,,,0.0,,,8826.0,8255.0,6442.0,1813.0,,568.0,9231.0,,395.0,,,,395.0,256,0.0,,,,256.0,283.0,,29.0,277.0,934.0,3235,3235.0,,,,350.0,,,,,,321.0,3585.0,4519.0,2.0,6621.0,3.0,6618.0,0,-224.0,9.0,6408.0,25.0,6433.0,10952.0,
06/30/2010,11074.0,713.0,713.0,0.0,836.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,,,266.0,1815.0,401.0,,,,,,8858.0,8273.0,6442.0,1831.0,,585.0,9259.0,,301.0,43.0,19.0,25.0,214.0,17,0.0,,,,17.0,290.0,,,280.0,608.0,3594,3594.0,,,,309.0,,,,,,309.0,3903.0,4511.0,2.0,6639.0,3.0,6636.0,0,-111.0,5.0,6535.0,28.0,6563.0,11074.0,
09/30/2010,11398.0,1016.0,1016.0,0.0,843.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,,,278.0,2137.0,389.0,,,0.0,,,8872.0,8279.0,6435.0,1844.0,,593.0,9261.0,,406.0,52.0,42.0,55.0,257.0,18,0.0,,,,18.0,368.0,,,361.0,792.0,3595,3595.0,,,,267.0,,,,,,267.0,3862.0,4654.0,2.0,6667.0,3.0,6664.0,-38,75.0,26.0,6732.0,12.0,6744.0,11398.0,
12/31/2010,11019.0,466.0,466.0,0.0,880.0,880.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,0.0,,308.0,1735.0,399.0,1053.0,-654.0,455.0,455.0,,8430.0,8284.0,6434.0,1850.0,,146.0,9284.0,,425.0,87.0,29.0,0.0,309.0,20,0.0,,,,20.0,340.0,0.0,0.0,224.0,785.0,3598,3473.0,125.0,125.0,,403.0,0.0,0.0,0.0,0.0,304.0,99.0,4001.0,4786.0,2.0,6361.0,3.0,6358.0,-105,0.0,-33.0,6225.0,8.0,6233.0,11019.0,
03/31/2011,11108.0,453.0,453.0,0.0,866.0,866.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,,,234.0,1629.0,389.0,,,781.0,781.0,,8309.0,8173.0,6301.0,1872.0,,136.0,9479.0,,418.0,62.0,,,356.0,21,0.0,,,,21.0,215.0,,,102.0,654.0,3591,3591.0,,,,452.0,,,,,352.0,100.0,4043.0,4697.0,2.0,6389.0,3.0,6386.0,-272,305.0,-16.0,6408.0,3.0,6411.0,11108.0,
06/30/2011,11836.0,1095.0,1095.0,0.0,908.0,908.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,,,253.0,2321.0,382.0,,,806.0,806.0,,8327.0,8196.0,6302.0,1894.0,,131.0,9515.0,,412.0,48.0,,,364.0,22,0.0,,,,22.0,180.0,,,82.0,614.0,4235,4235.0,,,,473.0,,,,,373.0,100.0,4708.0,5322.0,2.0,6444.0,3.0,6441.0,-482,559.0,-10.0,6513.0,1.0,6514.0,11836.0,
09/30/2011,11801.0,1032.0,1032.0,0.0,976.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,,,238.0,2299.0,371.0,,,816.0,816.0,,8315.0,8169.0,6299.0,1870.0,,146.0,9502.0,,486.0,48.0,,,438.0,20,0.0,,,,20.0,201.0,,,78.0,707.0,4229,4229.0,,,,462.0,,,,,354.0,108.0,4691.0,5398.0,2.0,6463.0,3.0,6460.0,-837,796.0,-22.0,6402.0,1.0,6403.0,11801.0,
12/31/2011,11913.0,1048.0,1048.0,0.0,1042.0,1042.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0.0,73.0,192.0,2431.0,379.0,1115.0,-736.0,807.0,807.0,,8296.0,8164.0,6291.0,1873.0,,59.0,9482.0,,521.0,53.0,38.0,0.0,430.0,26,0.0,,,,26.0,199.0,0.0,76.0,86.0,746.0,4219,4219.0,,,,429.0,0.0,0.0,0.0,0.0,337.0,16.0,4648.0,5394.0,2.0,6508.0,3.0,6505.0,-1102,1132.0,-23.0,6517.0,2.0,6519.0,11913.0,
03/31/2012,11935.0,1044.0,1044.0,0.0,1062.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,,,273.0,2451.0,374.0,,,778.0,778.0,,8332.0,8195.0,6294.0,1901.0,,137.0,9484.0,,630.0,63.0,,,567.0,19,0.0,,,,19.0,91.0,,,0.0,740.0,4218,4218.0,,,,409.0,,,,,321.0,88.0,4627.0,5367.0,2.0,6612.0,3.0,6609.0,-1390,1353.0,-12.0,6565.0,3.0,6568.0,11935.0,
06/30/2012,12810.0,1698.0,1698.0,0.0,1155.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,,,284.0,3214.0,368.0,,,817.0,817.0,,8411.0,8276.0,6312.0,1964.0,,135.0,9596.0,,639.0,56.0,,,583.0,20,0.0,,,,20.0,98.0,,,0.0,757.0,5206,5206.0,,,,374.0,,,,,263.0,111.0,5580.0,6337.0,2.0,6640.0,3.0,6637.0,-1794,1646.0,-23.0,6471.0,2.0,6473.0,12810.0,
09/30/2012,12687.0,1553.0,1553.0,0.0,1079.0,1079.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,,,301.0,2995.0,368.0,,,821.0,821.0,,8503.0,8348.0,6314.0,2034.0,,155.0,9692.0,,672.0,54.0,,,618.0,21,0.0,,,,21.0,133.0,,,0.0,826.0,5210,5210.0,,,,384.0,,,,,260.0,124.0,5594.0,6420.0,2.0,6668.0,3.0,6665.0,-2248,1851.0,-8.0,6265.0,2.0,6267.0,12687.0,
12/31/2012,12930.0,1201.0,1201.0,0.0,1130.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,,74.0,229.0,2730.0,388.0,1171.0,-783.0,1095.0,1095.0,,8717.0,8565.0,6399.0,2166.0,,78.0,10200.0,,160.0,71.0,59.0,30.0,0.0,31,0.0,31.0,31.0,,,755.0,0.0,96.0,630.0,946.0,5212,5133.0,79.0,79.0,,479.0,-96.0,,0.0,0.0,272.0,207.0,5691.0,6637.0,2.0,6692.0,3.0,6689.0,-2482,2075.0,4.0,6291.0,2.0,6293.0,12930.0,
03/31/2013,14421.0,2360.0,2360.0,0.0,1148.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,7.0,,428.0,4013.0,377.0,,,1105.0,1105.0,,8926.0,8764.0,6501.0,2263.0,,155.0,10408.0,,979.0,67.0,,,912.0,22,0.0,,,,22.0,100.0,,,0.0,1101.0,6407,6407.0,,,,671.0,,,,,428.0,243.0,7078.0,8179.0,2.0,6719.0,3.0,6716.0,-2482,2052.0,-51.0,6240.0,2.0,6242.0,14421.0,
06/30/2013,14687.0,375.0,375.0,0.0,1332.0,1332.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,8.0,,480.0,2265.0,460.0,,,1097.0,1097.0,,10865.0,10677.0,7278.0,3399.0,,180.0,12422.0,,857.0,116.0,,,741.0,23,0.0,,,,23.0,122.0,,,0.0,1002.0,6455,6455.0,,,,957.0,,,,,656.0,301.0,7412.0,8414.0,2.0,6761.0,3.0,6758.0,-2747,2349.0,-96.0,6269.0,4.0,6273.0,14687.0,
09/30/2013,14867.0,439.0,439.0,0.0,1344.0,1344.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,7.0,,504.0,2364.0,492.0,,,1087.0,1087.0,,10924.0,10740.0,7301.0,3439.0,,177.0,12503.0,,948.0,116.0,,,832.0,23,0.0,,,,23.0,164.0,,,0.0,1135.0,6485,6485.0,,,,1022.0,,,,,681.0,341.0,7507.0,8642.0,2.0,6801.0,3.0,6798.0,-3195,2604.0,8.0,6220.0,5.0,6225.0,14867.0,
12/31/2013,14979.0,408.0,408.0,0.0,1371.0,1371.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,9.0,73.0,554.0,2410.0,514.0,1397.0,-883.0,0.0,,,12055.0,10789.0,7341.0,3448.0,1087.0,97.0,12569.0,,255.0,141.0,71.0,43.0,0.0,17,0.0,17.0,17.0,,0.0,1022.0,0.0,1.0,878.0,1294.0,6482,6334.0,148.0,148.0,,970.0,-1.0,0.0,0.0,0.0,637.0,333.0,7452.0,8746.0,2.0,6829.0,3.0,6826.0,-3531,2892.0,4.0,6196.0,37.0,6233.0,14979.0,
03/31/2014,15311.0,757.0,757.0,0.0,1341.0,1341.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,8.0,,562.0,2740.0,522.0,,,1080.0,1080.0,,10969.0,10788.0,7370.0,3418.0,,173.0,12571.0,,1098.0,151.0,,,947.0,18,0.0,,,,18.0,137.0,,28.0,0.0,1253.0,6900,6900.0,,,,977.0,-28.0,,,,614.0,363.0,7877.0,9130.0,2.0,6846.0,1.0,6845.0,-3797,3123.0,4.0,6178.0,3.0,6181.0,15311.0,
06/30/2014,16105.0,372.0,372.0,0.0,1525.0,1525.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,6.0,,588.0,2571.0,538.0,,,828.0,828.0,,12168.0,11985.0,8126.0,3859.0,,177.0,13534.0,,1171.0,226.0,,,945.0,1029,0.0,,,,1029.0,160.0,,16.0,0.0,2360.0,6045,6045.0,,,,1666.0,-16.0,,,,769.0,897.0,7711.0,10071.0,2.0,6868.0,3.0,6865.0,-4300,3499.0,-38.0,6031.0,3.0,6034.0,16105.0,
09/30/2014,16373.0,376.0,376.0,0.0,1464.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,7.0,,648.0,2584.0,525.0,,,667.0,667.0,,12597.0,12439.0,8320.0,4119.0,,151.0,13789.0,,1249.0,209.0,,,1040.0,995,0.0,,,,995.0,304.0,,15.0,0.0,2548.0,6153,6153.0,,,,1787.0,-15.0,,,,692.0,1095.0,7940.0,10488.0,2.0,6910.0,5.0,6905.0,-4488,3654.0,-195.0,5883.0,2.0,5885.0,16373.0,
12/31/2014,15970.0,367.0,367.0,0.0,1433.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,7.0,87.0,587.0,2491.0,554.0,1542.0,-988.0,0.0,,,12925.0,12180.0,8236.0,3944.0,644.0,7.0,13479.0,,395.0,225.0,120.0,50.0,0.0,1107,0.0,34.0,34.0,,1073.0,1102.0,0.0,0.0,895.0,2604.0,6002,5849.0,153.0,153.0,,1013.0,0.0,0.0,0.0,0.0,588.0,425.0,7015.0,9619.0,2.0,6922.0,5.0,6917.0,-4763,3809.0,-368.0,5602.0,749.0,6351.0,15970.0,
03/31/2015,15782.0,321.0,321.0,0.0,1431.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,717.0,7.0,,596.0,2469.0,534.0,,,618.0,618.0,,12161.0,11998.0,8152.0,3846.0,,156.0,13313.0,,926.0,205.0,57.0,96.0,568.0,453,0.0,,,,453.0,386.0,,0.0,211.0,1765.0,7036,7036.0,,,,1690.0,,,,,532.0,1158.0,8726.0,10491.0,2.0,6916.0,5.0,6911.0,-4963,3903.0,-569.0,5289.0,2.0,5291.0,15782.0,
06/30/2015,15729.0,232.0,232.0,0.0,1505.0,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,7.0,,623.0,2468.0,509.0,,,600.0,600.0,,12152.0,12032.0,8189.0,3843.0,,113.0,13261.0,,1182.0,277.0,56.0,50.0,799.0,349,0.0,,,,349.0,181.0,,12.0,0.0,1712.0,6856,6856.0,,,,1675.0,-9.0,,,,494.0,1178.0,8531.0,10243.0,2.0,6931.0,5.0,6926.0,-5086,4098.0,-460.0,5485.0,1.0,5486.0,15729.0,
09/30/2015,15919.0,262.0,262.0,0.0,1556.0,1556.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,4.0,,789.0,2719.0,500.0,,,562.0,562.0,,12138.0,12019.0,8180.0,3839.0,,115.0,13200.0,,1747.0,249.0,,,1498.0,116,0.0,,,,116.0,245.0,,1.0,0.0,2108.0,6941,6941.0,,,,984.0,,,,,589.0,394.0,7925.0,10033.0,2.0,6940.0,5.0,6935.0,-5086,4297.0,-508.0,5645.0,241.0,5886.0,15919.0,
12/31/2015,15864.0,390.0,390.0,0.0,1479.0,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,17.0,86.0,638.0,2596.0,488.0,1561.0,-1073.0,0.0,,,12780.0,11924.0,8164.0,3760.0,567.0,186.0,13268.0,,1266.0,282.0,30.0,61.0,893.0,119,0.0,33.0,33.0,,86.0,194.0,0.0,0.0,0.0,1579.0,7616,7507.0,109.0,109.0,,736.0,0.0,0.0,0.0,0.0,556.0,180.0,8352.0,9931.0,2.0,7026.0,5.0,7021.0,-5461,4517.0,-633.0,5451.0,482.0,5933.0,15864.0,
03/31/2016,15878.0,333.0,333.0,0.0,1520.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,37.0,,700.0,2667.0,466.0,,,529.0,529.0,,12216.0,11954.0,8207.0,3747.0,,225.0,13211.0,,1117.0,171.0,21.0,97.0,828.0,25,0.0,,,,25.0,233.0,,4.0,0.0,1375.0,7965,7835.0,130.0,130.0,,924.0,,,,,510.0,410.0,8889.0,10264.0,2.0,7032.0,5.0,7027.0,-5675,4621.0,-614.0,5366.0,248.0,5614.0,15878.0,
06/30/2016,15690.0,185.0,185.0,0.0,1574.0,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,58.0,,655.0,2548.0,455.0,,,535.0,535.0,,12152.0,11877.0,8174.0,3703.0,,217.0,13142.0,,281.0,185.0,39.0,57.0,0.0,130,0.0,,,,130.0,1031.0,,71.0,864.0,1442.0,7809,7684.0,125.0,125.0,,612.0,-36.0,,,,468.0,109.0,8421.0,9863.0,2.0,7044.0,5.0,7039.0,-5961,4940.0,-680.0,5345.0,482.0,5827.0,15690.0,
09/30/2016,15850.0,224.0,224.0,0.0,1545.0,1545.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,61.0,,773.0,2683.0,464.0,,,515.0,515.0,,12188.0,11917.0,8179.0,3738.0,,210.0,13167.0,,1213.0,202.0,36.0,108.0,867.0,95,0.0,,,,95.0,214.0,,52.0,0.0,1522.0,7901,7759.0,142.0,142.0,,729.0,,,,,536.0,141.0,8630.0,10152.0,2.0,7021.0,5.0,7016.0,-6214,5038.0,-643.0,5204.0,494.0,5698.0,15850.0,
12/31/2016,15672.0,300.0,300.0,0.0,1495.0,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,35.0,,676.0,2502.0,482.0,1614.0,-1132.0,557.0,557.0,,12131.0,11641.0,8040.0,3601.0,,455.0,13170.0,,1295.0,241.0,34.0,67.0,953.0,82,0.0,34.0,34.0,,48.0,184.0,0.0,31.0,0.0,1561.0,7841,7724.0,117.0,117.0,,617.0,0.0,0.0,0.0,0.0,467.0,119.0,8458.0,10019.0,2.0,7051.0,5.0,7046.0,-6356,5232.0,-762.0,5167.0,486.0,5653.0,15672.0,
03/31/2017,15862.0,267.0,267.0,0.0,1560.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,45.0,,748.0,2591.0,504.0,,,0.0,,,12767.0,11604.0,8077.0,3527.0,690.0,428.0,13271.0,,1036.0,200.0,34.0,90.0,712.0,132,0.0,,,,132.0,366.0,,25.0,0.0,1534.0,7970,7803.0,167.0,167.0,,774.0,,,,,429.0,320.0,8744.0,10278.0,2.0,7151.0,5.0,7146.0,-6496,5382.0,-704.0,5335.0,249.0,5584.0,15862.0,
06/30/2017,16149.0,206.0,206.0,0.0,1758.0,1758.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,61.0,,775.0,2770.0,514.0,,,700.0,700.0,,12165.0,11674.0,8123.0,3551.0,,430.0,13379.0,,1008.0,222.0,35.0,62.0,689.0,105,0.0,,,,105.0,353.0,,31.0,0.0,1466.0,8158,7986.0,172.0,172.0,,525.0,,,,,370.0,124.0,8683.0,10149.0,2.0,7182.0,5.0,7177.0,-6737,5696.0,-617.0,5526.0,474.0,6000.0,16149.0,
