Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Cost of Financing Revenue,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Prov For Doubtful Accts,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,23325.0,,,,-21670.0,,,1655.0,,-2114.0,,,,,-459.0,33.0,,182.0,,,,-215.0,-426.0,181.0,-245.0,0.0,,,-245.0,-27.0,-272.0,-48.0,,-320.0,-320.0,,974.0,-0.33,-0.33,,974.0,-0.33,-0.33,-0.33,
12/31/1992,25406.300781,,,,-24388.300781,,,1018.0,,-2124.699951,,,,,-1106.699951,-85.0,,181.699997,,73.0,,-169.699997,-1191.699951,364.299988,-827.400024,0.0,,,-827.399963,-12.4,-839.799805,-65.399986,0.0,-905.199791,-905.199791,,976.799988,-0.93,-0.93,-0.93,976.799988,-0.93,-0.93,-0.93,
03/31/1993,26763.0,,,,-23430.0,,,3333.0,,-2165.0,,,,,1168.0,-102.0,,234.0,,,,-132.0,1066.0,-468.0,598.0,0.0,,,598.0,-26.0,572.0,-72.0,,500.0,500.0,,980.0,0.51,0.51,,980.0,0.51,0.51,0.51,
06/30/1993,29419.0,,,,-25601.0,,,3818.0,,-2387.0,,,,,1431.0,-37.0,,202.0,,,,-165.0,1394.0,-570.0,824.0,0.0,,,824.0,-49.0,775.0,-72.0,,703.0,703.0,,982.0,0.72,0.72,,982.0,0.72,0.72,0.72,
09/30/1993,24498.0,,,,-21696.0,,,2802.0,,-2322.0,,,,,480.0,46.0,,214.0,,,,-260.0,526.0,-32.0,494.0,0.0,,,494.0,-31.0,463.0,-72.0,,391.0,391.0,,988.0,0.4,0.4,,988.0,0.4,0.4,0.4,
12/31/1993,27841.0,,,,-24119.0,,,3722.0,,-3100.0,,,,,622.0,395.0,,157.0,,-419.0,,-133.0,1017.0,-280.0,737.0,0.0,,,737.0,-18.0,719.0,-72.0,0.0,647.0,647.0,,996.0,0.65,0.65,0.65,996.0,0.65,0.65,0.65,
03/31/1994,30402.0,,,,-25774.0,,,4628.0,,-2406.0,,,,,2222.0,-456.0,,176.0,,,,280.0,1766.0,-825.0,941.0,0.0,,,941.0,-37.0,904.0,-72.0,,832.0,832.0,,1000.0,0.83,0.83,,1000.0,0.83,0.83,0.83,
06/30/1994,33772.0,,,,-27888.0,,,5884.0,,-3018.0,,,,,2866.0,42.0,,163.0,,,,-205.0,2908.0,-1161.0,1747.0,0.0,,,1747.0,-36.0,1711.0,-72.0,,1639.0,1639.0,,1005.0,1.63,1.63,,1005.0,1.63,1.63,1.63,
09/30/1994,30622.0,,,,-25764.0,,,4858.0,,-2982.0,,,,,1876.0,38.0,,190.0,,,,-228.0,1914.0,-737.0,1177.0,0.0,,,1177.0,-35.0,1124.0,-72.0,,1052.0,1052.0,,1014.0,1.04,1.04,,1014.0,1.04,1.04,1.04,
12/31/1994,33643.0,,,,-28384.0,,,5259.0,,-3540.0,,,,,1719.0,482.0,,192.0,,-376.0,,-298.0,2201.0,-606.0,1595.0,0.0,,,1595.0,-44.0,1569.0,-71.0,0.0,1498.0,1498.0,,1020.0,1.47,1.47,1.47,1020.0,1.47,1.47,1.47,
03/31/1995,34783.0,,,,-29108.0,,,5675.0,,-3157.0,,,,,2518.0,61.0,,166.0,,,,-227.0,2579.0,-988.0,1591.0,0.0,,,1591.0,-41.0,1550.0,-72.0,,1478.0,1478.0,,1025.0,1.44,1.44,1.44,1025.0,1.44,1.44,1.44,
06/30/1995,36389.0,,,,-30139.0,,,6250.0,,-3627.0,,,,,2623.0,61.0,,174.0,,,,-235.0,2684.0,-1053.0,1631.0,0.0,,,1631.0,-59.0,1572.0,-69.0,,1503.0,1503.0,,1040.0,1.45,1.45,1.45,1040.0,1.45,1.45,1.45,
09/30/1995,31418.0,,,,-27118.0,,,4300.0,,-3568.0,,,,,732.0,-170.0,,151.0,,,,19.0,562.0,-157.0,405.0,0.0,,,405.0,-48.0,357.0,-55.0,,302.0,302.0,,1083.0,0.28,0.28,0.28,1083.0,0.28,0.28,0.28,
12/31/1995,34547.0,,,,-24230.0,,,10317.0,,-9509.0,,,,,808.0,59.0,,131.0,,,,-190.0,867.0,-181.0,699.0,0.0,,,686.0,-39.0,660.0,-104.0,,556.0,556.0,,1136.0,0.49,0.49,0.46,1136.0,0.49,0.49,0.46,
03/31/1996,36261.0,,,,-29967.0,,,6294.0,,-5167.0,,,,,1127.0,-40.0,,172.0,,,,-132.0,1087.0,-413.0,674.0,0.0,,,674.0,-21.0,653.0,-19.0,,634.0,634.0,,1168.0,0.54,0.54,0.54,1168.0,0.53,0.53,0.53,
06/30/1996,37937.0,,,,-31583.0,,,6354.0,,-3750.0,,,,,2604.0,34.0,,210.0,,,,-244.0,2638.0,-694.0,1944.0,0.0,,,1944.0,-41.0,1903.0,-16.0,,1887.0,1887.0,,1172.050049,1.61,1.61,1.61,1178.0,1.56,1.56,1.56,
09/30/1996,33960.0,,,,-28943.0,,,5017.0,,-3990.0,,,,,1027.0,200.0,,155.0,,,,-355.0,1227.0,-474.0,753.0,0.0,,,753.0,-67.0,686.0,-16.0,,670.0,670.0,,1175.438965,0.57,0.57,0.57,1183.0,0.56,0.56,0.56,
12/31/1996,38833.0,,,,-28093.0,,,10740.0,,-9374.0,,,,,1366.0,631.0,,158.0,,,,-789.0,1997.0,-585.0,1256.0,0.0,,,1412.0,-52.0,1204.0,-14.0,,1190.0,1190.0,,1178.218018,1.01,1.01,1.1,1187.0,0.99,0.99,1.08,
03/31/1997,36202.0,,,,-28039.0,,,8163.0,,-5648.0,,,,,2515.0,-89.0,,194.0,,,,-105.0,2426.0,-898.0,1528.0,0.0,,,1528.0,-59.0,1469.0,-14.0,,1455.0,1455.0,,1187.0,1.23,1.23,1.23,1213.0,1.2,1.2,1.2,
06/30/1997,40265.0,,,,-31081.0,,,9184.0,,-5050.0,,,,,4134.0,-352.0,,206.0,,,,146.0,3782.0,-1182.0,2600.0,0.0,,,2600.0,-70.0,2530.0,-14.0,,2516.0,2516.0,,1192.416992,2.11,2.11,2.03,1193.0,2.06,2.06,1.98,
09/30/1997,36096.0,,,,-29838.0,,,6258.0,,-4515.0,,,,,1743.0,61.0,,192.0,,,,-253.0,1804.0,-595.0,1209.0,0.0,,,1209.0,-84.0,1125.0,-13.0,,1112.0,1112.0,,1198.0,0.93,0.93,0.93,1230.0,0.91,0.91,0.91,
12/31/1997,4410.0,,,,-4103.0,,,307.0,,-186.0,,,,,121.0,-23.0,,22.0,,,,1.0,98.0,-52.0,46.0,0.0,,,46.0,-2.0,48.0,-13.0,0.0,35.0,35.0,,1204.72998,1.48,1.48,1.48,1204.957031,1.45,1.45,1.45,
03/31/1998,36584.0,,,,-27954.0,,,8630.0,,-6014.0,,,,,2616.0,16068.0,,199.0,,,,-16267.0,18684.0,-972.0,17712.0,0.0,,,17712.0,-66.0,17646.0,-95.0,,17551.0,17551.0,,1212.0,14.48,14.48,1.4,1233.0,14.23,14.23,1.36,
06/30/1998,37289.0,,,,-28142.0,,,9147.0,,-5674.0,,,,,3473.0,128.0,,208.0,,,,-336.0,3601.0,-1192.0,2409.0,0.0,,,2409.0,-29.0,2381.0,-4.0,,2377.0,2377.0,,1210.0,1.96,1.96,1.96,1243.0,1.91,1.91,1.91,
09/30/1998,32640.0,,,,-27083.0,,,5557.0,,-4191.0,,,,,1366.0,147.0,,198.0,,,,-345.0,1513.0,-482.0,1031.0,0.0,,,1031.0,-30.0,1001.0,-4.0,,997.0,997.0,,1209.0,0.82,0.82,0.82,1240.0,0.8,0.8,0.8,
12/31/1998,37903.0,,,,-29639.0,,,8264.0,,-6742.0,,,,,1522.0,173.0,,224.0,,0.0,,-397.0,1695.0,-530.0,1068.0,0.0,,,1165.0,-24.0,1043.0,-4.0,,1039.0,1039.0,,1208.140015,0.86,0.86,1.37,1236.905029,0.84,0.84,1.35,
03/31/1999,37549.0,,,,-29625.0,,,7924.0,0.0,-5322.0,1777.0,,391.0,3154.0,2602.0,88.0,-55.0,285.0,-340.0,,-34.0,1.0,2690.0,-893.0,1797.0,-205.0,,,2002.0,-23.0,1979.0,-4.0,0.0,1975.0,1975.0,,1211.0,1.64,1.47,1.47,1237.0,1.6,1.43,1.43,
06/30/1999,41907.0,,,,-32621.0,,,9286.0,,-6160.0,2296.0,,372.0,3492.0,3126.0,-3.0,-346.0,337.0,,,,349.0,3123.0,-1034.0,2089.0,-280.0,,,2369.0,-31.0,2338.0,-3.0,,2335.0,2335.0,,1211.0,1.93,1.7,1.82,1237.0,1.89,1.66,1.78,
09/30/1999,37280.0,,,,-29867.0,,,7413.0,,-5951.0,,,383.0,,1462.0,-6.0,371.0,371.0,,,,-365.0,1456.0,-473.0,983.0,-155.0,,,1138.0,-24.0,1114.0,-4.0,,1110.0,1110.0,,1206.0,0.92,0.79,0.86,1231.0,0.9,0.78,0.84,
12/31/1999,43922.0,,,,-33607.0,,,10315.0,,-8109.0,,,,,2702.0,-368.0,-16.0,368.0,-384.0,0.0,,384.0,2334.0,-915.0,1837.0,0.0,,,1419.0,-31.0,1806.0,-3.0,,1803.0,1803.0,,1210.0,1.5,1.5,1.5,1227.0,1.47,1.47,1.47,
03/31/2000,42904.0,,,,-33801.0,,,9103.0,0.0,-6138.0,2265.0,,454.0,3419.0,2965.0,18.0,-368.0,318.0,-686.0,,32.0,318.0,2983.0,-1022.0,1961.0,-147.0,,,2108.0,-29.0,2079.0,-7.0,0.0,2072.0,2072.0,,1199.0,1.73,1.61,1.61,1222.0,1.7,1.58,1.58,
06/30/2000,44499.0,,,,-35806.0,,,8693.0,0.0,-6516.0,2458.0,,411.0,3647.0,2177.0,91.0,-389.0,327.0,-716.0,,-29.0,327.0,2268.0,-728.0,1540.0,2090.0,,,-550.0,-27.0,-577.0,-3.0,0.0,-580.0,-580.0,,1205.0,-0.48,1.26,1.26,1222.0,-0.47,1.24,1.24,
09/30/2000,40055.0,,,,-32121.0,,,7934.0,,-6504.0,,,482.0,,1430.0,-46.0,-15.0,367.0,-382.0,,,61.0,1384.0,-449.0,935.0,0.0,,,935.0,-47.0,888.0,-4.0,0.0,884.0,884.0,,1643.0,0.54,0.54,0.54,1678.0,0.53,0.53,0.53,
12/31/2000,42600.0,,,,-33905.0,,,8695.0,,-7068.0,,,,,1627.0,-28.0,,371.0,,0.0,,-343.0,1599.0,-506.0,1093.0,0.0,,,1093.0,-16.0,1077.0,-1.0,,1076.0,1076.0,,1873.0,0.57,0.57,0.64,1873.0,0.57,0.57,0.64,
03/31/2001,42446.0,,,,-33375.0,,,9071.0,,-7148.0,,,686.0,,1923.0,-290.0,112.0,367.0,-255.0,0.0,,178.0,1633.0,-571.0,1062.0,0.0,,,1062.0,-3.0,1059.0,-4.0,0.0,1055.0,1055.0,,1828.0,0.58,0.58,0.58,1868.0,0.56,0.56,0.56,
06/30/2001,42314.0,,,,-36132.0,,,6182.0,0.0,-6924.0,2336.0,,572.0,4016.0,-742.0,-274.0,-218.0,330.0,-548.0,,162.0,330.0,-1016.0,284.0,-732.0,0.0,,,-732.0,-20.0,-752.0,-3.0,0.0,-755.0,-755.0,,1819.0,-0.42,-0.42,-0.42,1819.0,-0.42,-0.42,-0.42,
09/30/2001,36324.0,,,,-29480.0,,,6844.0,,-7302.0,,,879.0,,-458.0,-510.0,308.0,308.0,,0.0,,202.0,-968.0,285.0,-683.0,0.0,,,-683.0,-9.0,-692.0,0.0,0.0,-692.0,-692.0,,1812.0,-0.39,-0.39,-0.39,1806.0,-0.39,-0.39,-0.39,
12/31/2001,40711.0,,,,-39334.0,,,1377.0,,-8154.0,,,,,-6777.0,-393.0,,372.0,-149.0,0.0,,170.0,-7170.0,2130.0,-5040.0,37.0,,,-5077.0,9.0,-5068.0,-4.0,0.0,-5072.0,-5072.0,,1807.0,-2.81,-2.79,0.56,1806.0,-2.81,-2.79,0.56,
03/31/2002,39461.0,,,,-31911.0,,,7550.0,,-7267.0,,,960.0,,283.0,-310.0,361.0,361.0,,,,-51.0,-27.0,20.0,-7.0,1014.0,,,-1021.0,-73.0,-1094.0,,,-1094.0,-1094.0,,1807.0,-0.61,-0.05,-0.05,1805.0,-0.61,-0.05,-0.05,
06/30/2002,42207.0,,,,-34130.0,,,8077.0,,-6890.0,,,771.0,,1187.0,-184.0,336.0,336.0,,,,-152.0,1003.0,-289.0,714.0,49.0,,,665.0,-95.0,570.0,,,570.0,570.0,,1813.0,0.31,0.34,0.34,2112.0,0.29,0.31,0.31,
09/30/2002,39338.0,,,,-32436.0,,,6902.0,,-6969.0,,,792.0,,-67.0,21.0,340.0,340.0,,,,-361.0,-46.0,-81.0,-127.0,82.0,,,-209.0,-117.0,-326.0,,,-326.0,-326.0,,1822.0,-0.18,-0.14,-0.14,1820.0,-0.18,-0.14,-0.14,
12/31/2002,41250.0,,,,-34034.0,,,7216.0,,-7043.0,,,752.0,,173.0,-152.0,331.0,331.0,,,,-179.0,21.0,49.0,70.0,118.0,,,-48.0,-82.0,-130.0,-15.0,0.0,-145.0,-145.0,,1819.0,-0.07,-0.07,-0.07,1829.0,-0.07,-0.07,-0.07,
03/31/2003,40815.0,,,,-32699.0,,,8116.0,,-6039.0,,,1188.0,,2077.0,-737.0,313.0,313.0,,,,424.0,1340.0,-337.0,1003.0,5.0,,,998.0,-102.0,896.0,,,896.0,896.0,,1832.0,0.49,0.49,0.49,2117.0,0.45,0.45,0.45,
06/30/2003,40582.0,,,,-33258.0,,,7324.0,,-6583.0,,,679.0,,741.0,-23.0,229.0,229.0,,0.0,,-206.0,718.0,-194.0,524.0,9.0,,,515.0,-98.0,417.0,0.0,0.0,417.0,417.0,,1832.0,0.23,0.23,0.23,2124.0,0.22,0.22,0.22,
09/30/2003,36742.0,,,,-29933.0,,,6809.0,,-6430.0,,,529.0,,379.0,48.0,362.0,362.0,,0.0,,-410.0,427.0,-140.0,287.0,267.0,,,20.0,-45.0,-25.0,0.0,0.0,-25.0,-25.0,,1831.0,-0.01,0.13,0.13,1843.0,-0.01,0.13,0.13,
12/31/2003,46199.0,,,,-40115.0,,,6084.0,,-7590.0,,,-148.0,,-1506.0,360.0,419.0,419.0,,0.0,,-779.0,-1146.0,548.0,-598.0,126.0,,,-724.0,-69.0,-793.0,0.0,0.0,-793.0,-793.0,2061.0,1832.0,-0.43,-0.43,0.695,1843.0,-0.43,-0.43,0.695,
03/31/2004,44723.0,,,,-35504.0,,,9219.0,,-6172.0,,,1212.0,,3047.0,-184.0,240.0,385.0,-145.0,0.0,,-56.0,2863.0,-819.0,2044.0,7.0,,,2037.0,-85.0,1952.0,0.0,0.0,1952.0,1952.0,8.557,1832.0,1.07,1.07,1.07,2124.0,0.94,0.95,0.95,
06/30/2004,42802.0,,,,-35256.0,,,7546.0,,-5944.0,,,182.0,,1602.0,-100.0,184.0,312.0,-128.0,0.0,,-84.0,1502.0,-268.0,1234.0,-3.0,,,1237.0,-72.0,1165.0,0.0,0.0,1165.0,1165.0,82.772,1831.0,0.64,0.64,0.68,2126.0,0.57,0.57,0.61,
09/30/2004,39121.0,,,,-32426.0,,,6695.0,,-6020.0,,,339.0,,675.0,43.0,14.0,397.0,-383.0,0.0,,-57.0,718.0,-197.0,521.0,193.0,,,328.0,-62.0,266.0,0.0,0.0,266.0,266.0,57.0,1825.0,0.15,0.25,0.28,2126.0,0.15,0.24,0.27,
12/31/2004,44930.0,,,,-38502.0,,,6428.0,,-7249.0,,,,,-821.0,608.0,,127.0,-480.0,0.0,,-255.0,-213.0,340.0,127.0,-40.0,,,167.0,-63.0,104.0,0.0,0.0,104.0,104.0,,1829.0,0.06,0.04,0.29,2126.0,0.6,0.3,0.28,
03/31/2005,44895.0,,,,-37402.0,,,7493.0,,-6279.0,,,,,1214.0,-192.0,249.0,402.0,-153.0,0.0,,-57.0,1022.0,-124.0,898.0,-35.0,,,933.0,-58.0,875.0,0.0,0.0,875.0,875.0,,1827.0,0.48,0.46,0.52,2123.0,0.44,0.42,0.47,
06/30/2005,44548.0,,,,-38245.0,,,6303.0,,-6110.0,,,-17.0,,193.0,533.0,-464.0,187.0,-651.0,0.0,,-69.0,726.0,301.0,1027.0,-3.0,,,1030.0,-84.0,946.0,0.0,0.0,946.0,946.0,,1839.0,0.51,0.51,0.51,2129.0,0.47,0.47,0.47,
09/30/2005,40510.0,,,,-35257.0,,,5253.0,,-6165.0,,,182.0,,-912.0,69.0,64.0,371.0,-307.0,0.0,,-133.0,-843.0,314.0,-529.0,-7.0,,,-522.0,-54.0,-576.0,0.0,0.0,-576.0,-576.0,111.0,1851.0,-0.31,-0.31,-0.25,1851.0,-0.31,-0.31,-0.25,
12/31/2005,46549.0,,,,-40870.0,,,5679.0,,-6580.0,,,,,-901.0,999.0,,260.0,-138.0,0.0,,-1121.0,98.0,385.0,483.0,249.0,,,234.0,-84.0,150.0,0.0,0.0,150.0,150.0,,1859.0,0.08,0.21,0.28,1859.0,0.08,0.21,0.28,
03/31/2006,40801.0,,,,-38445.0,,,2356.0,0.0,-4649.0,2985.0,,46.0,1618.0,-2293.0,-52.0,-430.0,346.0,-776.0,0.0,-79.0,561.0,-2345.0,981.0,-1364.0,0.0,,,-1364.0,-59.0,-1423.0,0.0,0.0,-1423.0,-1423.0,,1863.0,-0.76,-0.76,0.03,1863.0,-0.76,-0.76,0.03,
06/30/2006,41878.0,,,,-38042.0,,,3836.0,,-4673.0,,,50.0,,-837.0,169.0,37.0,347.0,-310.0,0.0,,-206.0,-668.0,364.0,-304.0,-6.0,,,-298.0,-19.0,-317.0,0.0,0.0,-317.0,-317.0,220.0,1875.0,-0.17,-0.17,-0.05,1875.0,-0.17,-0.17,-0.05,
09/30/2006,37095.0,,,,-39561.0,,,-2466.0,,-4586.0,,,97.0,,-7052.0,688.0,-627.0,,,0.0,,-61.0,-6364.0,1160.0,-5204.0,-4.0,,,-5200.0,-48.0,-5248.0,0.0,0.0,-5248.0,-5248.0,4408.0,1882.0,-2.79,-2.79,-0.45,1882.0,-2.79,-2.79,-0.45,
12/31/2006,40275.0,,,,-40607.0,,,-332.0,,-5473.0,,,,,-5805.0,101.0,,373.0,-329.0,0.0,,-145.0,-5704.0,153.0,-5551.0,-10.0,,,-5541.0,-84.0,-5625.0,0.0,0.0,-5625.0,-5625.0,,1887.0,-2.98,-2.98,-1.03,1887.0,-2.98,-2.98,-1.03,
03/31/2007,43005.0,,,,-36850.0,,,6155.0,,-6022.0,4074.0,,58.0,1890.0,133.0,-179.0,580.0,580.0,,0.0,,-401.0,-46.0,-181.0,-227.0,-3.0,,,-224.0,-58.0,-282.0,0.0,0.0,-282.0,-282.0,73.45,1892.0,-0.15,-0.15,-0.11,1892.0,-0.15,-0.15,-0.11,
06/30/2007,44242.0,,,,-38364.0,,,5878.0,,-5073.0,,,121.0,,805.0,121.0,18.0,577.0,-559.0,0.0,,-139.0,926.0,-123.0,803.0,-32.0,,,835.0,-85.0,750.0,0.0,0.0,750.0,750.0,-463.0,1895.0,0.4,0.38,0.14,2726.0,0.31,0.3,0.13,
09/30/2007,41078.0,,,,-35408.0,,,5670.0,,-5098.0,,,194.0,,572.0,-728.0,563.0,563.0,,0.0,,165.0,-156.0,-162.0,-318.0,0.0,,,-318.0,-62.0,-380.0,0.0,0.0,-380.0,-380.0,350.0,2003.0,-0.19,-0.19,-0.01,2003.0,-0.19,-0.19,-0.01,
12/31/2007,44116.0,,,,-40637.0,,,3479.0,,-5635.0,,,,,-2156.0,-2316.0,,532.0,-413.0,0.0,,2197.0,-4472.0,1761.0,-2711.0,-7.0,,,-2704.0,-107.0,-2811.0,0.0,0.0,-2811.0,-2811.0,,2113.0,-1.33,-1.33,-0.23,2113.0,-1.33,-1.33,-0.23,
03/31/2008,43292.0,,,,-37473.0,,,5819.0,0.0,-5438.0,3109.0,,344.0,1985.0,381.0,-95.0,69.0,558.0,-489.0,,-142.0,168.0,286.0,-95.0,191.0,-1.0,,,192.0,-122.0,70.0,0.0,0.0,70.0,70.0,0.0,2188.0,0.03,0.03,0.03,2208.0,0.03,0.03,0.03,
06/30/2008,41102.0,,,,-41921.0,,,-819.0,0.0,-7903.0,2955.0,,598.0,4350.0,-8722.0,-337.0,114.0,515.0,-401.0,,36.0,187.0,-9059.0,443.0,-8616.0,-8.0,,,-8608.0,-89.0,-8697.0,0.0,0.0,-8697.0,-8697.0,,2237.0,-3.89,-3.89,-0.63,2237.0,-3.89,-3.89,-0.63,
09/30/2008,31746.0,,,,-26921.0,,,4825.0,0.0,-4974.0,2740.0,,399.0,1835.0,-149.0,-424.0,155.0,493.0,-338.0,,-13.0,282.0,-573.0,463.0,-110.0,,,,-110.0,-51.0,-161.0,0.0,0.0,-161.0,-161.0,,2279.0,-0.07,-0.07,-1.32,2279.0,-0.07,-0.07,-1.32,
12/31/2008,28974.0,,,,-28531.0,,,443.0,,-4989.0,,,,,-4546.0,-606.0,,495.0,-226.0,0.0,,337.0,-5152.0,-874.0,-6026.0,0.0,,,-6026.0,48.0,-5978.0,0.0,0.0,-5978.0,-5978.0,,2382.0,-2.51,-2.51,-1.91,2382.0,-2.51,-2.51,-1.91,
03/31/2009,24390.0,20980.0,3410.0,,-22865.0,21413.0,1452.0,1525.0,0.0,-4094.0,2009.0,1435.0,402.0,248.0,-2569.0,907.0,363.0,469.0,-106.0,,89.0,-1359.0,-1662.0,227.0,-1435.0,0.0,0.0,0.0,-1435.0,8.0,-1427.0,0.0,0.0,-1427.0,-1772.8,-345.8,2397.0,-0.6,-0.6,-0.739591,2397.0,-0.6,-0.6,-0.744264,
06/30/2009,26810.0,23610.0,3200.0,,-24666.0,23346.0,1320.0,2144.0,0.0,-3529.0,2056.0,964.0,419.0,90.0,-1385.0,3626.0,287.0,359.0,-72.0,,-136.0,-3777.0,2241.0,15.0,2256.0,-5.0,-5.0,0.0,2261.0,,2261.0,0.0,0.0,2261.0,-767.15,-3023.15,3001.0,0.75,0.75,-0.255631,3352.0,0.69,0.69,-0.255631,
09/30/2009,30272.0,27250.0,3022.0,,-26129.0,24817.0,1312.0,4143.0,0.0,-3130.0,1956.0,862.0,125.0,187.0,1013.0,99.0,234.0,301.0,-67.0,,-108.0,-225.0,1112.0,-99.0,1013.0,0.0,0.0,0.0,1013.0,-16.0,997.0,0.0,0.0,997.0,833.85,-163.15,3259.0,0.31,0.31,0.255861,3587.0,0.29,0.29,0.244516,
