Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/1997,5597.307793,,353.0,0.0,742.0,,,19.602978,,,,,,,5630.409294,,,,
12/31/1997,5517.599296,-9.0,353.0,0.0,711.0,6572.599296,2.549495,18.719952,1.191206,0.108176,10.1429,,16.597473,2.405783,5513.238315,6568.238315,41.228975,,
03/31/1998,6307.714003,-66.0,353.0,0.0,707.0,7301.714003,2.72046,20.39851,1.157585,0.096827,10.08524,,18.163468,2.559311,6385.26765,7379.26765,45.756756,,
06/30/1998,6146.589163,-38.0,303.0,0.0,978.0,7389.589163,2.768673,19.016685,1.202226,0.132348,13.735296,,18.427903,2.511757,6208.930146,7451.930146,46.435978,,
09/30/1998,6412.394871,-31.0,303.0,0.0,770.0,7454.394871,2.801351,18.925964,1.162498,0.103295,12.549486,,17.335802,2.464263,6470.777611,7512.777611,46.887411,,
12/31/1998,7942.200279,-21.0,303.0,0.0,908.0,9132.200279,3.498927,22.321429,1.149833,0.099428,20.897483,,20.568019,2.992202,8022.224808,9212.224808,57.491627,,
03/31/1999,7179.873859,-31.0,300.0,0.0,985.0,8433.873859,3.265147,19.357143,1.174655,0.116791,16.93549,,18.414572,2.782538,7256.295748,8510.295748,53.055245,,
06/30/1999,6976.890769,-26.0,300.0,0.0,1003.0,8253.890769,3.209133,18.436629,1.183033,0.121518,15.200535,,17.413272,2.766049,7071.605065,8348.605065,52.201323,,
09/30/1999,6617.373994,-40.0,300.0,0.0,939.0,7816.373994,3.054464,17.217302,1.18119,0.120132,15.790655,,16.250258,2.708376,6722.644392,7921.644392,49.757616,,
12/31/1999,7053.296333,-62.0,300.0,0.0,1174.0,8465.296333,3.305465,17.960526,1.20019,0.138684,17.599369,,17.101609,3.074935,7139.973604,8551.973604,54.608649,,
03/31/2000,6862.394071,-27.0,300.0,0.0,1148.0,8283.394071,3.055475,17.023657,1.207071,0.138591,18.531083,,16.338055,2.911562,6918.70599,8339.70599,53.563758,,
06/30/2000,5815.828141,-52.0,300.0,0.0,1132.0,7195.828141,2.502897,13.969679,1.237283,0.157313,18.217286,,13.864794,2.552617,5873.507014,7253.507014,46.552791,,
09/30/2000,6996.351611,-61.0,300.0,0.0,1044.0,8279.351611,2.718106,16.199284,1.183381,0.126097,20.392492,,15.562691,2.755192,7056.76032,8339.76032,53.548003,,
12/31/2000,7689.607414,-26.0,300.0,0.0,941.0,8904.607414,2.750033,17.464953,1.158005,0.105676,17.773667,,16.582137,2.818806,7759.872026,8974.872026,57.707272,,
03/31/2001,6884.793001,-57.0,300.0,0.0,1038.0,8165.793001,2.495658,15.744434,1.186062,0.127116,16.430167,,14.955665,2.501009,7016.159986,8297.159986,53.681177,,
06/30/2001,7352.419302,-53.0,300.0,0.0,972.0,8571.419302,2.598975,16.559286,1.165796,0.1134,12.97758,,15.556115,2.606087,7425.430898,8644.430898,56.331251,,
09/30/2001,6692.104775,-109.0,300.0,0.0,1099.0,7982.104775,2.392717,14.986523,1.192764,0.137683,10.110598,,14.382171,2.319031,6827.813706,8117.813706,53.054163,,
12/31/2001,6940.824065,-139.0,300.0,0.0,739.0,7840.824065,2.354602,15.180446,1.129668,0.09425,10.610046,,14.574022,2.312245,7007.40638,7907.40638,52.26972,,
03/31/2002,7522.717346,-60.0,300.0,0.0,1019.0,8781.717346,2.612829,16.051282,1.16736,0.116037,13.939234,,16.569278,2.593537,7602.394033,8861.394033,58.461376,,
06/30/2002,6946.646759,-35.0,300.0,0.0,899.0,8110.646759,2.378489,14.779874,1.167563,0.110842,16.434249,,15.597398,2.289203,7098.597839,8262.597839,54.875454,,
09/30/2002,5753.94922,-50.0,300.0,0.0,961.0,6964.94922,2.019691,12.492212,1.210464,0.137977,14.805087,,13.767524,1.981493,5847.46245,7058.46245,48.539612,,
12/31/2002,5442.069736,-67.0,300.0,0.0,1658.0,7333.069736,2.105677,11.726154,1.347478,0.226099,17.257449,,15.44139,2.071489,5500.301812,7391.301812,51.35239,,
03/31/2003,5468.200236,-53.0,300.0,0.0,1243.0,6958.200236,1.996315,11.590361,1.272485,0.178638,15.396905,,15.675258,1.93176,5528.113859,7018.113859,48.965205,,
06/30/2003,5878.613122,-52.0,300.0,0.0,1432.0,7558.613122,2.134283,12.194118,1.285782,0.189453,14.210003,,16.471263,1.952625,5931.059996,7611.059996,53.308509,,
09/30/2003,6260.020575,-49.0,300.0,0.0,1341.0,7852.020575,2.193915,12.643874,1.254312,0.170784,13.775475,,16.84983,2.061439,6325.126501,7917.126501,55.666378,,
12/31/2003,7121.946767,-72.0,0.0,0.0,1364.0,8413.946767,2.354869,13.838798,1.181411,0.162112,15.66843,,17.101518,2.210706,7205.114753,8497.114753,59.838471,,
03/31/2004,7691.773082,-120.0,0.0,0.0,1517.0,9088.773082,2.476505,14.867568,1.181623,0.166909,9.836335,,17.99757,2.289363,7820.717039,9217.717039,65.00106,,
06/30/2004,6932.726447,-69.0,0.0,0.0,1605.0,8468.726447,2.238627,13.439153,1.221558,0.189521,8.784986,,16.903646,2.405888,7088.937067,8624.937067,62.055139,,
09/30/2004,6779.731931,-25.0,0.0,0.0,1578.0,8332.731931,2.156504,12.966057,1.229065,0.189374,9.426167,,16.566067,2.176216,6828.25,8381.25,61.035373,,
12/31/2004,7109.126359,-87.0,0.0,0.0,1565.0,8587.126359,2.09337,13.46114,1.207902,0.18225,8.665112,8.665112,15.622529,2.182798,7153.28124,8631.28124,62.762576,,
03/31/2005,6667.774043,26.0,0.0,0.0,1063.0,7756.774043,1.867276,11.90534,1.163323,0.137042,12.253987,12.253987,13.312625,2.024739,6745.425066,7834.425066,57.060987,,
06/30/2005,6795.059763,19.0,0.0,0.0,1107.0,7921.059763,1.899508,12.208233,1.165709,0.139754,14.349746,14.349746,13.712251,1.95052,6859.514211,7985.514211,58.775029,,
09/30/2005,6858.407952,-14.0,0.0,0.0,1633.0,8477.407952,2.015044,12.270983,1.236061,0.19263,18.191863,18.191863,14.751964,2.197358,6922.629675,8541.629675,63.249222,,
12/31/2005,7650.154648,-150.0,0.0,0.0,1169.0,8669.154648,2.054302,13.554762,1.1332,0.134846,18.21251,18.21251,14.972633,2.213213,7731.981968,8750.981968,64.513072,,
09/12/2020,,-150.0,0.0,0.0,1169.0,,,,,,,,,,,,64.5130715414574,,
03/31/2006,,,,,,,,,,,,,,,,,,,
06/30/2006,,,,,,,,,,,,,,,,,,,
