Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/27/1993,582.11499,,-448.483002,,133.631989,,-109.774002,,,,,23.858,-0.681,,0.681,,0.0,,23.177,-9.039,14.138,0.0,,,14.138,0.0,14.138,0.0,,14.138,14.138,,20.886863,0.681481,0.681481,,20.886863,0.681481,0.681481,0.681481,
06/26/1993,570.012024,,-441.10199,,128.910034,,-109.063004,,,,,19.847,-0.935,,0.935,,0.0,,18.912,-7.278,11.634,0.0,,,11.634,0.0,11.634,0.0,,11.634,11.634,,21.58785,0.533333,0.533333,,21.58785,0.533333,0.533333,0.533333,
09/25/1993,659.924988,,-508.446991,,151.477997,,-120.640999,,,,,30.837,-1.398,,1.398,,0.0,,29.439,-12.233,17.205999,0.0,,,17.206,0.0,17.205999,0.0,,17.205999,17.205999,,21.311551,0.8,0.8,,21.311551,0.8,0.8,0.8,
12/25/1993,1024.734985,,-787.112976,,237.622009,,-189.518005,,,,,48.104,-3.682,,8.308,,0.0,-4.626,44.422,-16.568001,27.854,0.0,,,27.853999,0.0,27.854,0.0,,27.854,27.854,,21.945376,1.288889,1.288889,1.288889,21.945376,1.288889,1.288889,1.288889,
04/01/1994,1041.395996,,-804.458984,,236.937012,,-192.373001,,,,,44.563999,-3.46,,3.46,,0.0,0.0,41.103999,-16.558001,24.546,0.0,,,24.545999,0.0,24.546,0.0,,24.546,24.546,,22.856625,1.022222,1.022222,,22.856625,1.022222,1.022222,1.022222,
06/25/1994,905.177002,,-695.947998,,209.229004,,-171.406998,,,,,37.821999,-3.632,,3.632,,0.0,,34.189999,-14.164,20.025999,0.0,,,20.025999,0.0,20.025999,0.0,,20.025999,20.025999,,22.569601,0.866667,0.866667,,22.569601,0.866667,0.866667,0.866667,
09/24/1994,1044.814941,,-801.276978,,243.537964,,-193.119003,,,,,50.418999,-3.224,,3.224,,0.0,,47.194999,-19.784,27.410999,0.0,,,27.410998,0.0,27.410999,0.0,,27.410999,27.410999,,22.866449,1.2,1.2,,22.866449,1.2,1.2,1.2,
12/31/1994,1321.362061,,-1023.547974,,297.814087,,-235.748993,,,,,62.064999,-3.998,,7.998,,0.0,-4.0,58.066999,-23.469,34.598,0.0,,,34.597999,0.0,34.598,0.0,,34.598,34.598,,22.962,1.4,1.4,1.4,22.962,1.4,1.4,1.4,
04/01/1995,1351.212036,,-1046.383057,,304.828979,,-244.785995,,,,,60.042999,-4.819,,4.819,,0.0,0.0,55.224,-22.75,32.473999,0.0,,,32.474,0.0,32.473999,0.0,,32.473999,32.473999,,23.0169,1.4,1.4,,23.0169,1.4,1.4,1.4,
07/01/1995,1200.410034,,-928.606018,,271.804016,,-219.639008,,,,,52.165001,-6.812,,6.812,,0.0,,45.353001,-17.934999,27.417999,0.0,,,27.418002,0.0,27.417999,0.0,,27.417999,27.417999,,23.0463,1.2,1.2,,23.0463,1.2,1.2,1.2,
09/30/1995,1337.108032,,-1029.618042,,307.48999,,-240.729004,,,,,66.761002,-5.151,,5.151,,0.0,,61.610002,-24.768,36.841999,0.0,,,36.842002,0.0,36.841999,0.0,,36.841999,36.841999,,23.496,1.6,1.6,,23.496,1.6,1.6,1.6,
12/30/1995,1424.462036,,-1105.727051,,318.734985,,-253.626999,,,,,65.108002,-5.769,,5.769,,0.0,,59.339002,-24.069,35.665001,0.0,,,35.270002,0.0,35.665001,0.0,,35.665001,35.665001,,23.7711,1.533333,1.533333,1.533333,23.7711,1.533333,1.533333,1.533333,
03/30/1996,1632.994995,,-1277.616943,,355.378052,,-293.687012,,,,,61.691002,-5.301,,4.856,,0.0,0.445,56.390002,-22.907,33.483002,0.0,,,33.483002,0.0,33.483002,0.0,,33.483002,33.483002,,23.71845,1.4,1.4,1.4,23.71845,1.4,1.4,1.4,
06/29/1996,1381.36499,,-1056.661011,,324.703979,,-271.032013,,,,,53.672001,-6.24,,6.318,,0.0,-0.078,47.432001,-19.195,28.237,0.0,,,28.237001,0.0,28.237,0.0,,28.237,28.237,,23.8077,1.2,1.2,1.2,23.8077,1.2,1.2,1.2,
09/28/1996,1509.650024,,-1175.963989,,333.686035,,-272.181,,,,,61.505001,-8.072,,6.609,,0.0,1.463,53.433001,-21.575001,31.858,0.0,,,31.858,0.0,31.858,0.0,,31.858,31.858,,23.7918,1.333333,1.333333,1.333333,23.7918,1.333333,1.333333,1.333333,
12/28/1996,1544.588013,,-1190.667969,,353.920044,,-291.407013,,,,,62.513,-7.05,,8.295,,0.0,-1.245,55.463,-19.999001,35.464001,0.0,,,35.463999,0.0,35.464001,0.0,,35.464001,35.464001,,23.8752,1.466667,1.466667,1.466667,23.8752,1.466667,1.466667,1.466667,
03/29/1997,2125.5271,,-1581.034058,,544.493042,,0.0,,,,,544.492981,,,,,,,,,59.535,0.0,,,,0.0,59.535,0.0,,59.535,59.535,,36.075,1.666667,1.666667,1.8,37.559999,,1.6,1.733333,
06/28/1997,1858.005005,,-1366.151001,,491.854004,,0.0,,,,,491.854004,,,,,,,,,47.028999,0.0,,,,0.0,47.028999,0.0,,47.028999,47.028999,,36.675,1.266667,1.266667,1.466667,37.515001,1.266667,1.266667,1.466667,
09/27/1997,2030.54895,,-1493.347046,,537.201904,,0.0,,,,,537.202026,,,,,,,,,61.737999,0.0,,,,0.0,61.737999,0.0,,61.737999,61.737999,,36.240001,1.733333,1.733333,1.733333,39.240001,1.6,1.6,1.6,
12/27/1997,2086.238037,,-1522.989014,,563.249023,,-451.665985,,,,,111.583,-5.506,,5.613,,0.0,-0.107,106.077,-39.518002,66.558998,0.0,,,66.558999,0.0,66.558998,0.0,,66.558998,66.558998,,36.3918,1.799978,1.8,1.8,39.733649,1.733333,1.733333,1.733333,
03/28/1998,2398.677,,-1768.183,,630.494,,-496.066,,,,,134.428,-5.979,-0.064,,,0.0,6.043,128.449,-47.35449,81.094,0.0,,,81.09451,0.0,81.094,0.0,,81.094,81.094,,54.75435,1.466667,1.466667,1.466667,54.75435,1.4,1.4,1.4,
06/27/1998,2068.558,,-1494.909,,573.649,,-461.207,,,,,112.442,-6.167,,,,0.0,6.167,106.275,-38.599,67.676,0.0,,,67.676,0.0,67.676,0.0,,67.676,67.676,,54.97005,1.2,1.2,1.2,54.97005,1.133333,1.133333,1.133333,
09/26/1998,2234.899902,,-1612.864014,,622.035888,,-491.72699,,,,,130.309006,-87.443001,,0.0,,0.0,87.443001,42.866005,-27.118,15.748,0.0,,,15.748005,0.0,15.748,0.0,,15.748,15.748,,36.770549,0.4,0.4,2.133333,37.8549,0.4,0.4,2.133333,
12/26/1998,2295.603,,-1608.508,,687.095,,-544.488,,,,,143.607,-32.47,5.579,5.579,,0.0,26.891,111.137,-42.459,68.678,0.0,,,68.678,0.0,68.678,0.0,0.0,68.678,68.678,,36.90585,1.866667,1.866667,2.333333,40.3278,1.8,1.8,2.266667,
03/27/1999,2622.851,,-1894.003,,728.848,,-570.616,,,,,158.232,1.523,-3.361,,,0.0,1.838,159.755,-59.179,100.576,0.0,,,100.576,0.0,100.576,0.0,,100.576,100.576,,55.92075,1.8,1.8,1.866667,55.92075,1.666667,1.666667,1.733333,
06/26/1999,2343.036,,-1664.801,,678.235,,-548.156,,,,,130.079,-12.515,,,,0.0,12.515,117.564,-43.448,74.116,0.0,,,74.116,0.0,74.116,0.0,,74.116,74.116,,37.4285,2.0,2.0,2.2,37.4285,1.9,1.9,2.1,
09/25/1999,2578.5,,-1928.508,,649.992,,-593.09,,,,,56.902,-53.705,-2.149,,,0.0,55.854,3.197,-4.27,-1.073,0.0,,,-1.073,0.0,-1.073,0.0,,-1.073,-1.073,,36.8878,0.0,0.0,1.9,36.8878,0.0,0.0,1.9,
12/25/1999,2718.893,,-1962.998,,755.895,,-694.839,,,,,61.056,98.463,,,,0.0,-98.463,159.519,-49.352,84.019,0.0,,,110.167,0.0,84.019,0.0,0.0,84.019,84.019,,33.0028,2.6,2.6,2.9,35.705,2.4,2.4,2.7,
03/25/2000,3065.657,,-2228.011,,837.646,,-680.784,,,,,156.862,16.211,3.832,7.196,-3.364,0.0,-20.043,173.073,-64.037,109.036,0.0,,,109.036,0.0,109.036,0.0,0.0,109.036,109.036,,32.3605,3.4,3.4,3.1,35.1344,3.2,3.2,2.9,
06/24/2000,2632.85,,-1881.337,,751.513,,-652.165,,,,,99.348,-7.384,3.549,7.07,-3.521,0.0,3.835,91.964,-34.027,57.937,0.0,,,57.937,0.0,57.937,0.0,0.0,57.937,57.937,,31.3695,1.8,1.8,1.9,34.0567,1.8,1.8,1.9,
09/23/2000,2822.991,,-2087.769,,735.222,,-686.443,,,,,48.779,33.012,6.652,9.318,-2.666,0.0,-39.664,81.791,-31.169,50.622,0.0,,,50.622,0.0,50.622,0.0,0.0,50.622,50.622,,30.4111,1.7,1.7,1.4,33.0215,1.6,1.6,1.3,
12/30/2000,3048.198,,-2282.581,,765.617,,-854.251,,,,,-88.634,-165.735,10.317,10.317,,0.0,155.418,-254.369,86.106,-168.263,0.0,,,-168.263,0.0,-168.263,0.0,,-168.263,-168.263,,29.6756,-5.7,-5.7,0.6,29.6756,-5.7,-5.7,0.6,
03/31/2001,3017.914,,-2211.063,,806.851,,-709.933,,,,,96.918,-7.511,8.674,10.281,-1.607,0.0,-1.163,89.407,-33.078,56.329,0.0,,,56.329,0.0,56.329,0.0,0.0,56.329,56.329,,29.6095,1.9,1.9,1.9,31.2539,1.9,1.9,1.9,
06/30/2001,2553.503,,-1814.85,,738.653,,-659.26,,,,,79.393,-12.767,6.298,8.515,-2.217,0.0,6.469,66.626,-24.652,41.974,0.0,,,41.974,0.0,41.974,0.0,0.0,41.974,41.974,,29.7085,1.4,1.4,1.5,31.348,1.4,1.4,1.5,
09/29/2001,2763.318,,-1962.239,,801.079,,-700.28,,,,,100.799,-5.206,7.77,11.916,-4.146,0.0,-2.564,95.593,-33.48,62.113,-0.347,,,62.46,0.0,62.46,0.0,0.0,62.46,62.46,,29.8375,2.1,2.1,2.1,29.8375,2.0,2.0,2.0,
12/29/2001,2747.375,,-1951.915,,795.46,,-723.647,,,,,71.813,-9.488,7.626,12.627,-5.001,0.0,1.862,62.325,-21.086,41.239,0.961,,,40.278,0.0,40.278,0.0,0.0,40.278,40.278,,30.0661,1.3,1.3,1.5,32.2081,1.3,1.3,1.5,
03/30/2002,3021.873,,-2145.776,,876.097,,-712.511,,,,,163.586,-5.594,8.094,10.981,-2.887,,-2.5,157.992,-55.93,102.062,-0.648,,,102.71,,102.71,0.0,0.0,102.71,102.71,,30.3504,3.4,3.4,3.4,30.3504,3.2,3.2,3.2,
06/29/2002,2622.259,,-1858.862,,763.397,,-671.241,,,,,92.156,-4.741,6.294,11.777,-5.483,0.0,-1.553,87.415,-30.546,56.869,-0.074,,,56.943,0.0,56.943,0.0,0.0,56.943,56.943,,30.7665,1.9,1.8,1.8,30.7665,1.8,1.8,1.8,
09/28/2002,2870.781,,-2020.352,,850.429,,-708.358,,,,,142.071,-8.927,8.29,13.84,-5.55,0.0,0.637,133.144,-46.013,87.131,-1.041,,,88.172,0.0,88.172,0.0,0.0,88.172,88.172,,30.8282,2.9,2.8,2.9,32.0701,2.8,2.7,2.8,
12/28/2002,2841.717,,-1997.673,,844.044,,-742.152,,,,,101.892,-1.241,5.008,9.597,-4.589,0.0,-3.767,100.651,-35.233,65.418,2.538,,,62.88,0.0,62.88,0.0,0.0,62.88,62.88,,30.7662,2.0,2.1,2.3,31.1984,2.0,2.1,2.3,
03/29/2003,3055.869,,-2096.891,,958.978,,-797.673,,,,,161.305,-3.828,6.388,11.738,-5.35,0.0,-2.56,157.477,-53.542,103.935,24.739,,,79.196,0.0,79.196,0.0,0.0,79.196,79.196,,30.7973,2.6,3.4,3.4,31.122,2.5,3.3,3.3,
06/28/2003,2815.691,,-1955.575,,860.116,,-778.371,,,,,81.745,6.594,7.012,11.517,-4.505,0.0,-13.606,88.339,-28.71,59.629,0.0,,,59.629,0.0,59.629,0.0,0.0,59.629,59.629,,30.856,1.9,1.9,1.6,31.2312,1.9,1.9,1.6,
09/27/2003,3235.58,,-2219.984,,1015.596,,-874.107,,,,,141.489,-9.595,12.919,14.53,-1.611,0.0,-3.324,131.894,-40.228,91.666,0.0,,,91.666,0.0,91.666,0.0,0.0,91.666,91.666,,31.0463,3.0,3.0,3.0,31.5642,2.9,2.9,2.9,
12/27/2003,3251.43,,-2211.97,,1039.46,,-953.738,,,,,85.722,-18.388,14.29,17.02,-2.73,0.0,4.098,67.334,-20.536,46.798,0.99,,,45.808,0.0,45.808,0.0,0.0,45.808,45.808,,31.1798,1.5,1.5,2.9,31.5576,1.5,1.5,2.9,
03/27/2004,3605.153,,-2469.161,,1135.992,,-960.535,,,,,175.457,-9.178,13.828,17.284,-3.456,0.0,-4.65,166.279,-50.715,115.564,0.0,,,115.564,0.0,115.564,0.0,0.0,115.564,115.564,,31.0261,3.7,3.7,3.8,31.4758,3.7,3.7,3.8,
06/26/2004,3162.324,,-2188.628,,973.696,,-853.811,,,,,119.885,-5.804,9.572,13.988,-4.416,0.0,-3.768,114.081,-34.224,79.857,0.0,,,79.857,0.0,79.857,0.0,0.0,79.857,79.857,,31.2356,2.5,2.5,2.3,31.6994,2.5,2.5,2.3,
09/25/2004,3327.804,,-2286.16,,1041.644,,-906.847,,,,,134.797,-6.303,11.703,16.508,-4.805,0.0,-5.4,128.494,-38.548,89.946,0.0,,,89.946,0.0,89.946,0.0,0.0,89.946,89.946,,31.2598,2.9,2.9,2.9,31.6034,2.8,2.8,2.8,
03/26/2005,3702.891,,-2551.236,,1151.655,,-986.715,,,,,164.94,-0.214,4.914,10.383,-5.469,0.0,-4.7,164.726,-49.418,115.308,0.0,,,115.308,0.0,115.308,0.0,0.0,115.308,115.308,,31.194,3.7,3.7,3.7,31.5526,3.7,3.7,3.7,
06/25/2005,3364.052,,-2327.805,,1036.247,,-893.735,,,,,142.512,-1.727,9.418,15.179,-5.761,0.0,-7.691,140.785,-40.686,100.099,0.0,,,100.099,0.0,100.099,0.0,0.0,100.099,100.099,,31.4216,3.2,3.2,3.2,31.8938,3.1,3.1,3.1,
09/24/2005,3492.9,,-2428.501,,1064.399,,-924.316,,,,,140.083,-231.534,0.274,6.576,-6.302,0.0,231.26,-91.451,43.57,-47.881,0.0,,,-47.881,0.0,-47.881,0.0,0.0,-47.881,-47.881,,31.1915,-1.5,-1.5,-1.5,31.1915,-1.5,-1.5,-1.5,
12/31/2005,3719.101,,-2559.679,,1159.422,,-976.822,,,,,182.6,-35.145,,0.242,-4.672,0.0,39.575,147.455,-41.189,106.266,0.0,,,106.266,0.0,106.266,0.0,0.0,106.266,106.266,,30.2009,3.5,3.5,3.9,30.8046,3.4,3.4,3.8,
04/01/2006,3815.7,,-2613.594,,1202.106,,-991.574,,,,,210.532,-16.043,4.807,11.066,-6.259,0.0,11.236,194.489,-64.959,129.53,0.0,,,129.53,0.0,129.53,0.0,0.0,129.53,129.53,,29.1552,4.4,4.4,4.9,29.8338,4.3,4.3,4.8,
07/01/2006,3494.907,,-2416.265,,1078.642,,-899.129,,,,,179.513,-11.736,10.261,11.347,-1.086,,1.475,167.777,-49.471,118.306,,,,118.306,0.0,118.306,0.0,,118.306,118.306,,28.0726,4.2,4.2,4.4,28.7326,4.1,4.1,4.3,
09/30/2006,3857.144043,,-2677.049072,,1180.094971,,-995.357971,,,,,184.737,-2.266,8.623,10.724,-2.101,0.0,-6.357,182.471,-53.419998,129.050995,0.0,,,129.051002,0.0,129.050995,0.0,0.0,129.050995,129.050995,,27.9298,4.6,4.6,4.8,28.487201,4.5,4.5,4.7,
12/30/2006,3843.03,,-2655.029,,1188.001,,-964.378,,,,,223.623,-61.325,22.379,7.693,-7.727,0.0,61.359,162.298,-35.714,126.584,0.0,,,126.584,0.0,126.584,0.0,0.0,126.584,126.584,37.7,28.0458,4.5,4.5,5.8,28.6297,4.4,4.4,5.7,
03/31/2007,4093.600098,,-2824.39209,,1269.208008,,-1033.348999,,,,,235.858994,-14.059,,12.64,-0.86,0.0,2.279,221.799993,-68.028999,153.770996,0.0,,,153.770994,0.0,153.770996,0.0,0.0,153.770996,153.770996,,27.550101,5.6,5.6,6.0,28.013,5.5,5.5,5.9,
06/30/2007,3631.599,,-2535.48,,1096.119,,-947.409,,,,,148.71,-6.916,16.79,18.031,-1.241,0.0,-9.874,141.794,-36.212,105.582,0.0,,,105.582,0.0,105.582,0.0,0.0,105.582,105.582,,27.1879,3.9,3.9,4.2,27.5952,3.8,3.8,4.1,
09/29/2007,3935.410889,,-2820.275879,,1115.13501,,-992.882019,,,,,122.252998,-9.967,15.205,19.316,-4.111,0.0,-5.238,112.285998,5.202,117.487999,0.0,,,117.487998,0.0,117.487999,0.0,0.0,117.487999,117.487999,,27.201401,4.3,4.3,4.323,27.437,4.3,4.3,4.323,
12/29/2007,3866.927,,-2844.391,,1022.536,,-1033.657,1035.531,851.985,,-1.874,-11.121,-6.126,9.865,13.093,-3.228,0.0,-3.739,-17.247,36.021,18.774,0.0,,,18.774,0.0,18.774,0.0,0.0,18.774,18.774,7.8,27.2204,0.7,0.7,1.0,27.3309,0.7,0.7,1.0,
03/29/2008,3962.017,,-2793.337,,1168.68,0.0,-1063.483,1065.356,866.806,,-1.873,105.197,-5.614,13.915,14.82,-0.905,,-8.301,99.583,-30.95,68.633,,,,68.633,0.14,68.773,,0.0,68.773,68.773,,27.2394,2.5,2.5,2.5,27.284,2.5,2.5,2.5,
06/28/2008,3605.073,,-2621.557,,983.516,,-985.045,,,,,-1.529,-2.3,8.802,14.406,-5.604,0.0,-6.502,-3.829,1.827,-2.002,0.0,,,-2.002,0.0,-2.002,0.0,0.0,-2.002,-2.002,,27.2845,-0.1,-0.1,0.4,27.3362,-0.1,-0.1,0.4,
09/27/2008,3657.857,,-2633.416,,1024.441,0.0,-1018.678,1020.551,844.189,,-1.873,5.763,-10.923,14.497,16.405,-1.908,,-3.574,-5.16,-1.538,-6.698,,,,-6.698,,-6.698,,0.0,-6.698,-6.698,,27.2939,-0.2,-0.2,-0.2,27.2939,-0.2,-0.2,-0.2,
12/27/2008,3270.597,,-2441.475,,829.122,,-1011.181,,,,,-182.059,-1486.258,21.059,22.655,-1.596,0.0,1465.199,-1668.317,129.306,-1539.011,0.0,,,-1539.011,0.0,-1539.011,0.0,0.0,-1539.011,-1539.011,,27.2924,-56.4,-56.4,-21.3,27.2924,-56.4,-56.4,-21.3,
03/28/2009,3225.264,3225.264,-2315.002,2315.002,910.262,0.0,-970.719,970.719,794.32,176.399,0.0,-60.457,-20.283,16.724,17.918,-1.194,,3.559,-80.74,25.408,-55.332,0.0,0.0,0.0,-55.332,0.593,-54.739,0.0,0.0,-54.739,-54.739,0.0,27.3179,-2.0,-2.0,-2.0,27.3179,-2.0,-2.0,-2.0,
06/27/2009,2824.141,2824.141,-2060.093,2060.093,764.048,0.0,-861.977,861.977,691.583,170.394,0.0,-97.929,-15.615,16.027,16.745,-0.718,,-0.412,-113.544,30.68,-82.864,0.0,0.0,0.0,-82.864,0.792,-82.072,-0.486,0.0,-82.558,-82.558,0.0,27.029,-3.1,-3.1,-3.1,27.029,-3.1,-3.1,-3.1,
09/26/2009,3029.207,3029.207,-2169.084,2169.084,860.123,0.0,-892.919,892.919,715.439,177.48,0.0,-32.796,-7.849,17.218,17.242,-0.024,,-9.369,-40.645,-358.4,-399.045,0.0,0.0,0.0,-399.045,1.011,-398.034,-14.931,0.0,-412.965,-412.965,0.0,27.4194,-15.1,-15.1,-15.1,27.4194,-15.1,-15.1,-15.1,
12/26/2009,3065.855,3065.855,-2208.104,2208.104,857.751,0.0,-931.574,927.491,725.608,201.883,4.083,-73.823,-2.4,13.263,13.723,-0.46,,-10.863,-76.223,14.74,-61.483,0.0,0.0,0.0,-61.483,-0.137,-61.62,-15.089,0.0,-76.709,-69.0793,7.6297,27.3649,-2.8,-2.8,-2.52438,27.3649,-2.8,-2.8,-2.52438,
03/27/2010,3071.97,3071.97,-2158.239,2158.239,913.731,0.0,-858.228,858.228,690.011,168.217,0.0,55.503,-11.136,17.235,17.772,-0.537,,-6.099,44.367,-15.127,29.24,0.0,0.0,0.0,29.24,0.228,29.468,-9.475,0.0,19.993,19.993,0.0,27.4233,0.7,0.7,0.7,27.4233,0.7,0.7,0.7,
06/26/2010,2699.475,2699.475,-1932.787,1932.787,766.688,0.0,-794.284,794.284,642.423,151.861,0.0,-27.596,-11.467,16.148,16.591,-0.443,,-4.681,-39.063,22.923,-16.14,0.0,0.0,0.0,-16.14,0.206,-15.934,-9.213,0.0,-25.147,-25.147,0.0,27.532,-0.9,-0.9,-0.9,27.532,-0.9,-0.9,-0.9,
09/25/2010,2899.717,2899.717,-2070.534,2070.534,829.183,0.0,-820.87,820.87,665.905,154.965,0.0,8.313,7.609,3.58,6.093,-2.513,,-11.189,15.922,24.7,40.622,0.0,0.0,0.0,40.622,0.632,41.254,-9.21,0.0,32.044,-0.956,-33.0,27.5956,1.2,1.2,-0.03464,27.5956,1.2,1.2,-0.03464,
12/25/2010,2961.932,2961.932,-2114.397,2114.397,847.535,0.0,-921.046,869.751,685.962,183.789,51.295,-73.511,-4.39,16.872,18.042,-1.17,,-12.482,-77.901,-22.026,-99.927,0.0,0.0,0.0,-99.927,0.516,-99.411,-9.215,0.0,-108.626,-69.6234,39.0026,27.6474,-3.9,-3.9,-2.51826,27.6474,-3.9,-3.9,-2.51826,
03/26/2011,2972.96,2972.96,-2094.772,2094.772,878.188,0.0,-859.712,859.712,693.886,165.826,0.0,18.476,-10.043,17.388,17.987,-0.599,,-7.345,8.433,-13.823,-5.39,0.0,0.0,0.0,-5.39,-0.024,-5.414,-9.213,0.0,-14.627,-14.627,0.0,27.6986,-0.5,-0.5,-0.5,27.6986,-0.5,-0.5,-0.5,
06/25/2011,2710.141,2710.141,-1916.089,1916.089,794.052,0.0,-810.163,810.163,646.663,163.5,0.0,-16.111,-11.601,18.589,18.831,-0.242,,-6.988,-27.712,7.596,-20.116,0.0,0.0,0.0,-20.116,0.002,-20.114,-9.213,0.0,-29.327,-29.327,0.0,27.7336,-1.1,-1.1,-1.1,35.6456,-1.1,-1.1,-1.1,
09/24/2011,2836.737,2836.737,-1981.717,1981.717,855.02,0.0,-835.903,831.375,668.093,163.282,4.528,19.117,23.159,,,-17.623,,-5.536,42.276,58.573,100.849,0.0,0.0,0.0,100.849,0.023,100.872,-9.213,-11.892,79.767,82.7102,2.9432,27.8559,2.9,2.9,2.96922,35.7036,2.8,2.8,2.88243,
