Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
02/01/1992,693.265015,-512.528015,180.737,-144.533997,36.202999,-24.639999,0,-113.917,-102.354,0.0,-102.353996,0.0,0,-102.353996,0,-102.353996,-102.354,,-43.703687,,,,,,,
05/02/1992,456.184998,-319.812012,136.372986,-130.746994,5.626,-22.405001,0,-3.592,-20.371001,0.0,-20.371,18.832001,0,-1.539,0,-1.539,-20.371001,,,,,,,,,
08/01/1992,501.347992,-354.196014,147.151978,-134.903,12.249,-22.531,0,-4.32,-14.602001,0.0,-14.602,0.0,0,-14.602,0,-14.602,-14.602001,,,,,,,,,
10/31/1992,509.696014,-388.559998,121.136017,-135.029007,-13.893,-22.375999,0,892.04303,855.774031,6.8,862.573975,304.388,0,1166.962036,0,1166.962036,862.574031,,,,,,,,,
01/30/1993,753.26001,-525.411011,227.848999,-160.931,66.917999,-22.496,0,0.0,44.421999,-16.6,27.822001,0.0,0,27.822001,0,27.822001,27.821999,,0.79,0.79,34.868,,,,,
05/01/1993,463.708008,-329.45401,134.253998,-129.212997,5.041,-22.299999,0,0.0,-17.258999,6.9,-10.359,0.0,0,-10.359,0,-10.359,-10.358999,,-0.29,-0.29,35.200001,,,,,
07/31/1993,494.799988,-360.342987,134.457001,-130.237,4.22,-21.690001,0,-25.0,-42.470001,0.0,-42.470001,0.0,0,-42.470001,0,-42.470001,-42.470001,,-1.12,-1.12,38.014999,,,,,
10/30/1993,488.583008,-360.036011,128.546997,-133.820999,-5.274,-19.811001,0,0.0,-25.085001,0.0,-25.084999,0.0,0,-25.084999,0,-25.084999,-25.085001,,-0.54,-0.54,46.675999,,,,,
01/29/1994,727.028015,-539.244019,187.783996,-157.826996,29.957001,-21.063,0,-20.0,-11.105999,-6.9,-18.006001,0.0,0,-18.006001,0,-18.006001,-18.005999,-0.38,-0.38,-0.38,46.790001,-0.38,-0.38,-0.38,46.790001,
04/30/1994,431.076996,-319.365997,111.710999,-129.695007,-17.983999,-22.513,0,22.537001,-17.959999,0.0,-17.959999,0.0,0,-17.959999,0,-17.959999,-17.959999,,-0.38,-0.38,46.826,,,,,
07/30/1994,457.029999,-338.287994,118.742004,-130.548996,-11.807,-23.516001,0,22.388,-12.935,0.0,-12.935,0.0,0,-12.935,0,-12.935,-12.935,,-0.28,-0.28,46.865002,,,,,
10/29/1994,474.910004,-355.26001,119.649994,-134.723999,-15.074,-25.507,0,22.171,-18.410001,0.0,-18.41,0.0,0,-18.41,0,-18.41,-18.410001,,-0.39,-0.39,46.896,,,,,
01/28/1995,815.117004,-547.120972,267.996033,-159.436996,108.558998,-29.368,0,-67.096001,12.094997,-0.15,11.945,0.0,0,11.945,0,11.945,11.944997,,0.25,0.25,46.938,,,,,
04/29/1995,423.911011,-324.752991,99.15802,-135.914993,-36.757,-31.135,0,24.594,-43.298,0.0,-43.298,0.0,0,-43.298,0,-43.298,-43.298,,-0.92,-0.92,46.941002,,,,,
07/29/1995,460.639008,-351.796997,108.84201,-138.617004,-29.775,-31.364,0,23.691,-37.448,0.0,-37.448002,0.0,0,-37.448002,0,-37.448002,-37.448,,-0.8,-0.8,46.969002,,,,,
