Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Revenue from Gas,Regulated Gas Revenue,Revenue from Water,Other Revenue,Intracompany Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Intracompany Cost,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",AFUDC - Equity,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,679.254028,590.823975,,50.098999,,0.0,38.331001,,-157.376999,136.774994,136.774994,20.601999,,,521.877029,-296.648987,41.826,55.551998,51.312,147.959,225.227997,-43.579002,,3.932,50.205002,52.515999,-2.311,,-2.694,181.648995,-57.028999,124.620003,0.0,,,124.619996,0.0,124.620003,-10.573,,114.047003,114.047003,,135.945007,0.84,0.84,0.84,135.945007,0.84,0.84,0.84,
12/31/1992,597.570007,443.002014,,134.087006,,0.0,20.481001,,-212.729004,134.182999,134.182999,78.545998,,,384.841003,-298.338989,36.527,56.978001,42.68,162.154007,86.501999,-34.006,,3.598,39.569,41.807999,-2.239,,-1.965,52.495999,-10.071,42.424999,0.0,,,42.424999,0.0,42.424999,-10.527,,31.897999,31.897999,,143.735992,0.22,0.22,0.22,143.735992,0.22,0.22,0.22,
03/31/1993,683.825012,475.428986,,181.779999,,0.0,26.615999,,-244.770996,134.371002,134.371002,110.400002,,,439.054016,-302.959991,41.896,58.737999,51.290001,151.035995,136.093994,-41.711,,3.535,46.59,52.733002,-6.143,,-1.344,94.382994,-28.587,65.795998,0.0,,,65.795994,0.0,65.795998,-10.52,,55.275997,55.275997,,144.184006,0.38,0.38,0.38,144.184006,0.38,0.38,0.38,
06/30/1993,564.721008,469.740997,,75.93,,0.0,19.049999,,-148.735992,109.677002,109.677002,39.058998,,,415.985016,-308.597992,58.896999,59.595001,43.949001,146.156998,107.387001,-40.199,,3.621,45.597,52.632999,-7.036,,-1.777,67.188001,-11.312,55.875999,0.0,,,55.876001,0.0,55.875999,-10.576,,45.299999,45.299999,,144.757004,0.31,0.31,0.31,144.757004,0.31,0.31,0.31,
09/30/1993,774.064026,686.997986,,49.580002,,0.0,37.486,,-164.561996,143.369003,143.369003,21.193001,,,609.502029,-322.040985,37.324001,59.736,56.112999,168.867996,287.460999,-43.201998,,3.533,49.384998,55.231998,-5.847,,-2.65,244.259,-87.200996,157.057999,0.0,,,157.058004,0.0,157.057999,-10.547,,146.510999,146.510999,,145.367004,1.01,1.01,1.01,145.367004,1.01,1.01,1.01,
12/31/1993,718.775024,479.979004,,125.873001,,0.0,112.922997,,-219.244003,147.210999,147.210999,72.032997,,,499.531021,-414.080994,43.091,75.844002,43.48,251.666,85.449997,-43.342001,,3.803,47.192001,52.373001,-5.181,,-0.047,42.107996,-10.972,31.136,0.0,,,31.135996,0.0,31.136,-10.196,,20.94,20.94,,145.979004,0.14,0.14,0.14,145.979004,0.14,0.14,0.14,
03/31/1994,748.275024,517.146973,,205.186005,,0.0,25.941999,,-253.479996,126.554001,126.554001,126.926003,,,494.795029,-332.684998,45.566002,62.400002,52.794998,171.923996,162.110001,-39.436998,,5.074,46.655998,52.199001,-5.543,,-2.145,122.673002,-40.528,82.144997,0.0,,,82.145002,0.0,82.144997,-10.031,,72.113997,72.113997,,146.436996,0.49,0.49,0.49,146.436996,0.49,0.49,0.49,
06/30/1994,651.153015,500.177002,,67.885002,,0.0,83.091003,,-152.542007,120.959999,120.959999,31.582001,,,498.611008,-361.833008,43.543999,67.933998,43.734001,206.621002,136.778,-41.336001,,5.542,47.561001,53.569,-6.008,,-0.683,95.441999,-28.733999,66.708,0.0,,,66.708,0.0,66.708,-10.021,,56.687,56.687,,146.947006,0.39,0.39,0.39,146.947006,0.39,0.39,0.39,
09/30/1994,753.877991,649.223022,,51.450001,,0.0,53.205002,,-167.949997,148.082001,148.082001,19.868,,,585.927994,-353.454987,35.549999,90.766998,56.971001,170.167007,232.473007,-41.035001,,5.565,47.901001,54.070999,-6.17,,-1.301,191.438006,-64.821999,126.615997,0.0,,,126.616008,0.0,126.615997,-9.902,,116.713997,116.713997,,147.487,0.79,0.79,0.79,147.487,0.79,0.79,0.79,
12/31/1994,650.481018,460.033997,,96.727997,,0.0,93.719002,,-192.932007,146.718002,146.718002,46.214001,,,457.549011,-351.751007,40.231998,74.848999,46.233002,190.436996,105.797997,-37.880999,,5.565,48.035999,54.507999,-6.472,,-4.59,67.916998,-19.768999,48.147999,0.0,,,48.147999,0.0,48.147999,-9.968,,38.179999,38.179999,,147.526993,0.26,0.26,0.26,147.526993,0.26,0.26,0.26,
03/31/1995,715.250977,507.825012,,152.783997,,0.0,54.641998,,-229.257004,147.453995,147.453995,81.803001,,,485.993973,-337.834991,36.881001,76.648003,54.122002,170.184006,148.158997,-44.690001,,5.369,48.588001,54.977001,-6.389,,1.471,103.468995,-32.616001,70.852997,0.0,,,70.852994,0.0,70.852997,-9.951,,60.901997,60.901997,,147.526993,0.41,0.41,0.41,147.526993,0.41,0.41,0.41,
06/30/1995,642.5,504.627014,,67.968002,,0.0,69.904999,,-162.315994,133.128006,133.128006,29.188,,,480.184006,-359.264008,51.362,75.336998,45.334,187.231003,120.919998,-46.424,,4.832,49.035999,55.333,-6.297,,2.22,74.495999,-23.607,50.889,0.0,,,50.888998,0.0,50.889,-9.952,,40.937,40.937,,147.526993,0.28,0.28,0.28,147.526993,0.28,0.28,0.28,
09/30/1995,848.781006,713.768982,,49.477001,,0.0,85.535004,,-173.423996,155.085007,155.085007,18.339001,,,675.35701,-375.613007,34.478001,93.558998,57.93,189.645996,299.743988,-49.358001,,2.026,50.831001,55.436001,-4.605,,0.553,250.385987,-87.051003,163.335007,0.0,,,163.334984,0.0,163.335007,-10.231,,153.104007,153.104007,,147.526993,1.04,1.04,0.97,147.526993,1.04,1.04,0.97,
12/31/1995,728.267029,503.553009,,130.274994,,0.0,94.439003,,-211.873001,143.134003,143.134003,68.738998,,,516.394028,-389.524994,45.548,71.873001,47.780998,224.322998,126.869003,-47.685999,,1.935,48.521999,53.943001,-5.421,,1.099,79.183004,-26.253,52.93,0.0,,,52.930004,0.0,52.93,-10.444,,42.486,42.486,,147.526993,0.29,0.29,0.29,147.526993,0.29,0.29,0.29,
03/31/1996,861.330017,554.44397,,219.264008,,0.0,87.622002,,-282.880005,153.852005,153.852005,129.028,,,578.450012,-377.13501,34.439999,85.399002,57.555,199.740997,201.315002,-47.561998,,1.965,48.502998,52.717999,-4.215,0.0,1.024,153.753004,-52.972,100.780998,0.0,,,100.781004,0.0,100.780998,-9.663,,91.117998,91.117998,,147.526993,0.62,0.62,0.62,147.526993,0.62,0.62,0.62,
06/30/1996,731.70697,517.780029,,93.514999,,0.0,120.412003,,-176.852005,127.468002,127.468002,49.383999,,,554.854965,-406.217987,60.811001,82.332001,48.627998,214.447006,148.636993,-47.376,,2.006,48.555,53.054001,-4.499,0.0,0.827,101.260993,-36.708,64.553001,0.0,,,64.552993,0.0,64.553001,-12.104,,52.449001,52.449001,,147.526993,0.36,0.36,0.35,147.526993,0.36,0.36,0.35,
09/30/1996,825.960022,664.364014,,62.874001,,0.0,98.722,,-162.339996,134.240997,134.240997,28.099001,,,663.620026,-387.953003,40.310001,83.654999,61.189999,202.798004,275.666992,-49.022999,,1.007,50.896999,55.966,-5.069,0.0,-0.867,226.643993,-80.162003,146.481995,0.0,,,146.48199,0.0,146.481995,-8.62,,137.861995,137.861995,,147.565002,0.93,0.93,0.97,147.565002,0.93,0.93,0.97,
12/31/1996,734.25,472.156006,,141.639008,,0.0,120.455002,,-209.785004,131.852997,131.852997,77.931999,,,524.464996,-480.618988,38.580002,78.805,47.374001,315.859985,43.846001,-48.347002,,1.53,50.483002,55.883999,-5.401,0.0,-0.606,-4.501001,3.509,-0.992,0.0,,,-0.992001,0.0,-0.992,-8.149,,-9.141,-9.141,,147.619995,-0.06,-0.06,-0.45,147.619995,-0.06,-0.06,-0.45,
03/31/1997,887.685974,517.296997,,213.707993,,0.0,156.681,,-268.427002,135.173004,135.173004,133.253998,,,619.258972,-455.342987,39.544998,85.598999,58.244999,271.95401,163.916,-52.386998,,1.21,53.349998,56.287998,-2.938,0.0,0.247,111.529002,-39.417999,72.111,0.0,,,72.111003,0.0,72.111,-7.884,,64.227,64.227,,147.667007,0.43,0.43,0.51,147.667007,0.43,0.43,0.51,
06/30/1997,746.435974,498.06601,,92.337997,,0.0,156.031998,,-161.003006,112.835999,112.835999,48.167,,,585.432968,-457.488007,62.650002,85.185997,49.077999,260.574005,127.945,-105.526998,,1.206,57.433998,59.827,-2.393,0.0,49.299,22.418002,-7.448,14.97,0.0,,,14.970002,0.0,14.97,-7.874,,7.096,7.096,,147.667007,0.05,0.05,0.27,147.667007,0.05,0.05,0.27,
09/30/1997,860.836975,676.338013,,60.902,,0.0,123.597,,-160.591995,135.238007,135.238007,25.354,,,700.24498,-379.277008,36.845001,85.349998,58.012001,199.070007,320.967987,-57.330999,,1.353,60.709,63.421001,-2.712,0.0,-2.025,263.636988,-92.230003,171.406998,0.0,,,171.406984,0.0,171.406998,-6.995,,164.411998,164.411998,,147.667007,1.11,1.11,1.11,147.667007,1.11,1.11,1.11,
12/31/1997,812.640991,499.998993,,154.651993,,0.0,157.990005,,-221.778,136.453003,136.453003,85.324997,,,590.862991,-409.291992,39.459999,86.764999,51.465,231.602005,181.570999,-138.354998,,1.531,58.507,61.664001,-3.157,0.0,81.378998,43.216001,-18.903999,24.312,0.0,,,24.312002,0.0,24.312,-5.947,,18.365,18.365,,147.798996,0.12,0.12,0.38,147.798996,0.12,0.12,0.38,
03/31/1998,866.099976,499.200012,,180.5,,0.0,186.399994,,-224.800003,126.5,126.5,98.300003,,,641.299973,-457.899994,34.200001,96.5,57.0,270.200012,183.399994,-57.6,,1.7,59.5,61.799999,-2.3,0.0,-0.2,125.799994,-45.599998,80.199997,0.0,,,80.199995,0.0,80.199997,-5.8,,74.399997,74.399997,,147.860992,0.5,0.5,0.5,147.860992,0.5,0.5,0.5,
06/30/1998,767.599976,525.200012,,82.0,,0.0,160.399994,,-147.800003,115.599998,115.599998,32.200001,,,619.799973,-463.600006,57.898998,89.599998,49.599998,266.5,156.199997,-57.199998,,1.6,58.099998,59.599998,-1.5,0.0,0.7,98.999999,-35.0,64.0,0.0,,,63.999999,0.0,64.0,-6.6,,57.4,57.4,,148.300003,0.39,0.39,0.39,148.300003,0.39,0.39,0.39,
09/30/1998,934.0,722.5,,62.099998,,0.0,149.399994,,-171.0,149.399994,149.399994,21.6,,,763.0,-442.600006,38.700001,89.599998,62.0,252.300003,320.399994,-54.400002,,1.8,57.900002,59.599998,-1.7,0.0,-1.7,265.999992,-93.800003,172.199997,0.0,,,172.199989,0.0,172.199997,-11.3,,160.899997,160.899997,,148.699997,1.08,1.08,1.08,148.699997,1.08,1.08,1.08,
12/31/1998,790.400024,472.299988,,124.800003,,0.0,193.300003,,-170.699997,114.199997,114.199997,56.5,,,619.700027,-514.900024,46.700001,101.400002,50.799999,316.0,104.800003,-87.800002,,1.2,65.400002,66.900002,-1.5,0.0,23.6,17.000001,-3.8,13.2,0.0,,,13.200001,0.0,13.2,0.0,,13.2,13.2,,149.231003,0.09,0.09,0.23,149.231003,0.09,0.09,0.23,
03/31/1999,932.3,513.0,,192.8,,0.0,226.5,,-223.2,121.1,121.1,102.1,,,709.1,-511.0,48.899,90.3,60.2,311.6,198.1,-62.0,,1.7,61.2,62.4,-1.2,0.0,2.5,136.1,-49.9,86.2,0.0,,,86.2,0.0,86.2,-3.4,,82.8,82.8,,149.5,0.55,0.55,0.55,149.5,0.55,0.55,0.55,
06/30/1999,858.5,533.0,,79.900002,,0.0,245.600006,,-153.0,120.0,120.0,33.0,,,705.5,-541.599976,53.599998,90.800003,51.799999,345.399994,163.899994,-53.000001,,,58.200001,58.200001,,0.0,-5.2,110.899993,-39.5,71.400002,0.0,,,71.399993,0.0,71.400002,-3.4,,68.000001,68.000001,,149.600006,0.45,0.45,0.45,149.600006,0.45,0.45,0.45,
09/30/1999,1010.200012,691.200012,,60.099998,,0.0,258.899994,,-137.100006,115.800003,115.800003,21.299999,,,873.100006,-595.400024,,92.900002,65.099998,437.399994,277.700012,-60.500001,,,61.700001,61.700001,,0.0,-1.2,217.200011,-77.699997,139.5,0.0,,,139.500015,0.0,139.5,-3.4,,136.1,136.1,,149.600006,0.91,0.91,1.13,149.600006,0.91,0.91,1.13,
12/31/1999,1063.5,521.6,,143.7,,0.0,398.2,,-185.0,110.8,110.8,74.2,,,878.5,-758.3,42.802,175.8,50.2,489.5,120.2,-62.6,,,60.4,63.4,,0.0,2.2,57.6,-19.3,42.8,66.3,,,-28.0,0.0,-23.5,-3.3,,-26.8,-26.8,,149.6,-0.18,0.26,0.33,149.6,-0.18,0.26,0.33,
03/31/2000,994.0,524.4,,194.5,,0.0,275.1,,-221.5,118.6,118.6,102.9,,,772.5,-587.9,45.1,132.5,61.1,349.2,184.6,-57.2,,,60.4,60.4,0.0,0.0,-3.2,127.4,-52.0,75.4,0.0,,,75.4,0.0,75.4,-3.3,,72.1,72.1,,149.6,0.48,0.48,0.5,149.6,0.48,0.48,0.5,
06/30/2000,866.599976,565.299988,,91.599998,,0.0,209.699997,,-165.600006,124.699997,124.699997,40.900002,,,700.999969,-568.900024,,130.600006,51.099998,387.200012,132.100006,-62.299999,,,65.099998,65.099998,,0.0,-2.8,69.800008,-26.9,42.900002,0.0,,,42.900008,0.0,42.900002,-3.3,,39.600002,39.600002,,149.699997,0.26,0.26,0.37,149.699997,0.26,0.26,0.37,
09/30/2000,968.599976,598.200012,,86.699997,,0.0,283.700012,,,,,,,,,-655.200012,,107.599998,49.700001,497.899994,313.399994,-66.899998,,,66.599998,66.599998,,0.0,0.3,246.499995,-95.699997,150.800003,0.0,,,150.799998,0.0,150.800003,-3.3,,147.500003,147.500003,,150.100006,0.98,0.98,0.98,150.100006,0.98,0.98,0.98,
12/31/2000,1036.3,446.7999,,231.0,,0.0,358.5,,-402.9,244.1,244.1,158.8,,,633.4,-425.2999,,99.3,62.4,363.1,208.1,-66.40001,,,66.10001,66.10001,,0.0,0.3,141.69999,-52.3,89.39999,0.0,,,89.39999,0.0,89.39999,-3.3,,86.09999,86.09999,,150.5,0.57,0.57,0.57,150.5,0.57,0.57,0.57,
03/31/2001,1130.5,492.2,,352.3,,0.0,286.0,,-518.7,265.8,265.8,252.9,,,611.8,-393.4,,103.6,58.4,231.4,218.4,-47.3,,,62.7,78.0,-15.3,0.0,-15.4,171.1,-64.5,106.6,-8.5,,,115.1,0.0,115.1,-3.3,0.0,111.8,111.8,,151.8,0.74,0.68,0.62,151.8,0.74,0.68,0.62,
06/30/2001,826.1,497.4,,109.6,,0.0,219.1,,-346.1,293.9,293.9,52.2,,,480.0,-326.1,,102.0,55.5,168.6,153.9,-32.4,,,53.7,72.5,-18.8,0.0,-21.3,121.5,-42.6,78.9,0.0,,,78.9,0.0,78.9,-3.3,,75.6,75.6,,163.7,0.46,0.46,0.46,163.7,0.46,0.46,0.46,
09/30/2001,1043.400024,634.400024,,66.599998,,0.0,342.399994,,0.0,,,,,,1043.400024,-726.599976,,102.900002,55.200001,568.5,316.799988,-51.299999,,,54.299999,66.199997,-11.9,0.0,-3.0,265.499989,-98.599998,166.899994,0.0,,,166.89999,0.0,166.899994,-3.3,,163.599994,163.599994,,163.699997,1.0,1.0,1.0,163.699997,1.0,1.0,1.0,
12/31/2001,901.9,415.6,,145.8,,0.0,340.5,,0.0,,,,,,901.9,-735.0,,110.6,57.0,567.4,166.9,-591.5,,,54.9,66.4,-11.5,,536.6,-424.6,167.8,-256.8,0.0,,,-256.8,0.0,-256.8,-3.3,,-260.1,-260.1,,163.7,-1.59,-1.59,0.46,163.7,-1.59,-1.59,0.46,
03/31/2002,1052.3,460.3,,220.8,,0.0,371.2,,,,,,,,,-864.9,,117.1,65.6,682.2,187.4,179.6,,0.0,56.1,67.9,-11.8,0.0,-235.7,367.0,-135.1,231.9,0.0,,,231.9,0.0,231.9,-3.3,0.0,228.6,228.6,,163.7,1.4,1.4,0.49,163.7,1.4,1.4,0.49,
06/30/2002,1031.4,480.4,,90.6,,0.0,460.4,,-312.5,273.8,273.8,38.7,,,718.9,-517.9,,117.2,63.6,337.1,201.0,-70.4,,0.0,62.6,82.7,-20.1,0.0,7.8,130.6,-46.0,84.6,0.0,,,84.6,0.0,84.6,-3.3,0.0,81.3,81.3,,164.0,0.5,0.5,0.56,164.0,0.5,0.5,0.56,
09/30/2002,1269.6,596.1,,67.7,,0.0,605.8,,0.0,,,,,,1269.6,-924.5,,125.8,66.5,732.2,345.1,-98.7,,0.0,69.9,78.4,-8.5,0.0,28.8,246.4,-92.4,154.0,0.0,,,154.0,0.0,154.0,-3.3,0.0,150.7,150.7,,164.4,0.92,0.92,1.07,164.4,0.92,0.92,1.07,
12/31/2002,1371.9,428.8,,191.4,,0.0,751.7,,0.0,,,,,,1371.9,-1192.5,,120.9,63.5,1008.1,179.4,-75.1,,0.0,79.8,83.4,-3.6,0.0,-4.7,104.3,-36.0,68.3,0.0,,,68.3,0.0,68.3,-3.3,0.0,65.0,65.0,,164.8,0.39,0.39,0.41,164.8,0.39,0.39,0.41,
03/31/2003,2612.9,486.3,,298.2,,0.0,1828.4,,,,,,,,,-2439.6,,111.1,72.1,2256.4,173.3,-66.7,,0.0,77.9,82.3,-4.4,0.0,-11.2,106.6,-36.3,70.3,198.4,,,-128.1,0.0,-128.1,-3.3,,-131.4,-131.4,,164.9,-0.8,0.4,0.36,164.9,-0.8,0.4,0.36,
06/30/2003,2271.1,436.9,,137.5,,0.0,1696.7,,-323.5,237.2,237.2,86.3,,,1947.6,-1718.3,,116.9,70.2,1531.2,229.3,-74.9,,0.0,80.7,83.5,-2.8,0.0,-5.8,154.4,-54.3,100.1,0.0,,,100.1,0.0,100.1,-3.3,,96.8,96.8,,165.8,0.58,0.58,0.58,165.8,0.58,0.58,0.58,
09/30/2003,2604.4,582.3,,78.3,,0.0,1943.8,,,,,,,,,-2205.9,,127.7,68.0,2010.2,398.5,-87.8,,0.0,83.0,85.3,-2.3,0.0,4.8,310.7,-114.5,196.2,0.0,,,196.2,0.0,196.2,-3.3,,192.9,192.9,,167.0,1.16,1.16,1.27,167.7,1.15,1.15,1.26,
12/31/2003,2494.5,416.0,,198.7,,0.0,1879.1,,,,,,,,,,,123.3,40.3,1880.4,241.7,-350.1,,0.0,85.4,89.7,-4.3,0.0,264.7,-108.4,-64.4,122.3,0.0,,,-172.8,0.0,122.3,-3.3,0.0,119.0,119.0,,167.5,0.71,0.71,0.67,168.4,0.71,0.71,0.67,
03/31/2004,3029.6,484.4,,317.9,,0.0,2227.3,,-2201.5,2201.5,2201.5,,,,828.1,-595.8,,121.6,64.0,410.2,232.3,-77.6,,0.0,82.2,84.8,-2.6,0.0,-4.6,154.7,-41.1,113.6,44.1,,,69.5,0.0,69.5,-3.3,0.0,66.2,66.2,,168.1,0.39,0.65,0.65,169.2,0.39,0.65,0.65,
06/30/2004,2793.0,477.2,,111.5,,0.0,2204.3,,,,,,,,,-2598.9,,130.2,62.4,2406.3,194.1,-73.0,,0.0,80.3,83.5,-3.2,0.0,-7.3,121.1,13.1,134.2,2.7,,,131.5,0.0,131.5,-3.3,,128.2,128.2,,168.7,0.76,0.78,0.56,169.6,0.76,0.77,0.55,
09/30/2004,3358.8,582.0,,74.6,,0.0,2702.2,,-2317.3,2317.3,2317.3,,,,1041.5,-659.3,,132.5,67.0,459.8,382.2,-78.3,,0.0,77.7,79.9,-2.2,0.0,0.6,303.9,-95.8,208.1,-5.6,,,213.7,0.0,213.7,-3.3,0.0,210.4,210.4,,175.5,1.2,1.17,1.21,176.4,1.19,1.16,1.17,
12/31/2004,3220.800049,424.0,,251.100006,,0.0,2545.699951,,-2327.199951,2327.199951,2327.199951,,,,893.600098,-648.400024,,129.600006,63.400002,455.399994,245.199997,-74.599998,,0.0,75.099998,77.900002,-2.8,0.0,-0.5,170.599998,-41.099998,129.5,-8.7,,,138.2,0.0,138.199997,-3.3,0.0,134.899997,134.899997,,176.0,0.77,0.72,0.75,177.199997,0.76,0.71,0.74,
03/31/2005,3572.0,491.5,,364.6,,0.0,2715.9,,-2677.6,2677.6,2677.6,,,,894.4,-672.5,,130.6,68.5,473.4,221.9,-63.9,,0.0,76.8,79.7,-2.9,0.0,-12.9,158.0,-36.1,121.9,-2.1,,,124.0,0.0,124.0,-3.3,0.0,120.7,120.7,,176.8,0.68,0.67,0.64,178.6,0.68,0.67,0.64,
06/30/2005,3478.5,465.1,465.1,141.7,141.7,0.0,2871.7,,-2587.2,2587.2,2587.2,,,,891.3,-681.5,,133.5,67.1,480.9,209.8,-58.2,,0.0,72.3,74.8,-2.5,0.0,-14.1,151.6,-30.5,121.1,-3.9,,,125.0,0.0,125.0,-3.3,0.0,121.7,121.7,,177.6,0.69,0.67,0.67,179.7,0.68,0.66,0.66,
09/30/2005,4922.4,626.8,,112.2,,0.0,4183.4,,-3953.2,3953.2,3953.2,,,,969.2,-648.3,,143.3,73.8,431.2,320.9,-61.4,,0.0,73.6,75.7,-2.1,0.0,-12.2,259.5,-72.1,187.4,-1.4,,,188.8,0.0,188.8,-3.3,0.0,185.5,185.5,,178.1,1.04,1.03,1.17,180.5,1.03,1.02,1.15,
