Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Provision for Loan Losses,Non-Cash Items,Deferred Income Taxes,Stock-Based Compensation,Other Non - Cash Adjusted,Net Ch in Operating Capital,Trading Assets & Liab,Net Ch of Investments,Other Op Assets/Liab,Net Cash From Disc Ops,Cash from Investing Activities,Net Change in Fixed Assets,Disposal of Fixed Assets,Capital Expenditures/Prop Add,Net Change in Investments,Decrease in Investments,Dec in HTM Investments,Dec in AFS Investments,Dec in Other Investments,Increase in Investments,Inc in HTM Investments,Inc in AFS Investments,Inc in Other Investments,Net Ch in Loans & Interbank,Net Ch in Customer Loans,Net Ch in Interbank Assets,Net Ch in Loans,Net Cash from Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Net Ch in Interbank Trans,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Net Change In Deposits,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/25/1993,-3405.168945,345.046997,73.140999,,376.253998,,,376.253998,-4199.61084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/24/1993,-2501.927979,359.687012,73.779999,,-741.994019,,,-741.994019,-2193.400879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-5359.921875,347.239014,91.68,,5533.583984,,,5533.583984,-11332.419922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,-680.728027,371.759003,74.170998,,443.865997,,,443.865997,-1570.524048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/1994,4953.528809,251.809006,80.595001,,233.335007,,,233.335007,4387.790039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,2330.399902,231.578995,83.301003,,179.944,,,179.944,1835.57605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/1994,801.278015,161.613998,87.054001,,489.850006,,,489.850006,62.759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.278015,,,
03/31/1995,-6620.398926,227.274994,85.999001,,-268.716003,,,-268.716003,-6664.957031,,,,,,-91.0,,-91.0,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,
06/30/1995,5399.207031,282.79599,88.638,,3232.923096,,,3232.923096,1794.849976,,,,,,-72.0,,-72.0,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
09/29/1995,-4477.316895,300.355988,92.707001,,-3291.827881,,,-3291.827881,-1578.552002,,,,,,-93.0,,-93.0,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,
12/29/1995,-2170.490967,303.572998,99.655998,,2951.621094,,,2951.621094,-5525.34082,,,,,-96.0,-96.0,,-96.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-2266.490967,,,
03/29/1996,-329.0,409.0,98.0,,-4937.0,,,-4937.0,4101.0,,,,,,-95.0,,-95.0,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,
06/28/1996,-5903.0,434.0,98.0,,5382.0,,,5382.0,-11817.0,,,,,,-78.0,,-78.0,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,
09/27/1996,-3578.0,331.0,104.0,,3106.0,,,3106.0,-7119.0,,,,,,-150.0,,-150.0,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
12/27/1996,1067.0,445.0,111.0,,-1750.0,,,-1750.0,2261.0,,,,,-140.0,-140.0,,-140.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,927.0,,,
03/28/1997,-18448.0,473.0,105.0,,,,,,,,,,,-141.0,-141.0,,-141.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-18589.0,,,
06/27/1997,-8271.0,491.0,108.0,,,,,,,,,,,-259.0,-259.0,,-259.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-8530.0,,,
09/26/1997,-380.0,502.0,115.0,,,,,,,,,,,-224.0,-224.0,,-224.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,-604.0,,,
12/31/1997,10914.0,469.0,118.0,,,,,,,,,,,-863.0,-863.0,,-863.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10051.0,,,
03/27/1998,-5408.0,514.0,188.0,,1289.0,,,1289.0,-7399.0,,,,,-7348.0,-280.0,0.0,-280.0,-517.0,1896.0,,,,-2413.0,,,,-1331.0,,,,,,,,-5220.0,10459.0,-79.0,9113.0,,,,,677.0,806.0,-129.0,748.0,0.0,,-2297.0,95.0,4333.0,
06/26/1998,-999.0,549.0,197.0,,1245.0,,,1245.0,-2990.0,,,,,-3024.0,-224.0,0.0,-224.0,-806.0,1762.0,,,,-2568.0,,,,-1994.0,,,,,,,,0.0,6153.0,-94.0,5219.0,,,,,475.0,475.0,0.0,553.0,0.0,,2130.0,211.0,4096.0,
09/25/1998,10234.0,-163.0,209.0,,-1330.0,,,-1330.0,11518.0,,,,,-353.0,-384.0,0.0,-384.0,-415.0,2208.0,,,,-2623.0,,,,453.0,,,,,,,,-7.0,-5809.0,-94.0,-7347.0,,,,,2.0,38.0,-36.0,1630.0,0.0,,4072.0,126.0,4261.0,
12/25/1998,6997.0,359.0,576.0,,-12.0,,,-12.0,6074.0,,,,,-1857.0,-343.0,0.0,-343.0,-973.0,2374.0,,,,-3347.0,,,,-533.0,,,,,,,,-8.0,-8790.0,-96.0,-9210.0,,,,,879.0,879.0,0.0,-363.0,0.0,,-3650.0,147.0,4388.0,
03/26/1999,3052.0,609.0,332.0,,-1488.0,,,-1488.0,3599.0,,,,,-1464.0,-202.0,,-202.0,-460.0,2719.0,,,,-3179.0,,,,-782.0,,,,,,,,-20.0,-3357.0,-98.0,-4255.0,,,,,-96.0,75.0,-171.0,1092.0,,,-1769.0,111.0,3253.0,
06/25/1999,-310.0,673.0,339.0,,2301.0,,,2301.0,-3623.0,,,,,-629.0,-223.0,,-223.0,-871.0,2084.0,,,,-2955.0,,,,465.0,,,,,,,,0.0,1965.0,-108.0,404.0,,,,,61.0,74.0,-13.0,1608.0,,,1026.0,-78.0,3107.0,
09/24/1999,2614.0,618.0,330.0,,-594.0,,,-594.0,2260.0,,,,,-1324.0,-348.0,,-348.0,57.0,1710.0,,,,-1653.0,,,,-1033.0,,,,,,,,0.0,-1069.0,-113.0,-2781.0,,,,,134.0,134.0,0.0,1691.0,,,221.0,660.0,3262.0,
12/31/1999,-4476.0,793.0,356.0,,1205.0,,,1205.0,-6830.0,,,,,-6686.0,-317.0,0.0,-317.0,-4178.0,1708.0,,,,-5886.0,,,,-2191.0,,,,,,,,0.0,11201.0,-107.0,10550.0,,,,,8.0,27.0,-19.0,750.0,0.0,,39.0,-24.0,3503.0,
03/31/2000,-5334.0,1101.0,368.0,,824.0,,,824.0,-7627.0,,,,,-3198.0,-230.0,0.0,-230.0,-2724.0,3452.0,,,,-6176.0,,,,-244.0,,,,,,,,0.0,7702.0,-113.0,6883.0,,,,,211.0,211.0,0.0,721.0,0.0,,-830.0,142.0,3357.0,
06/30/2000,-472.0,921.0,393.0,,-713.0,,,-713.0,-1073.0,,,,,-7750.0,-241.0,0.0,-241.0,-6793.0,3895.0,,,,-10688.0,,,,-716.0,,,,,,,,0.0,8527.0,-126.0,-3140.0,,,,,214.0,214.0,0.0,11579.0,0.0,,305.0,221.0,4278.0,
09/29/2000,6622.0,885.0,389.0,,1983.0,,,1983.0,3365.0,,,,,-23883.0,-246.0,0.0,-246.0,-21668.0,10069.0,,,,-31737.0,,,,-1969.0,,,,,,,,0.0,20137.0,-137.0,14.0,,,,,161.0,161.0,0.0,20099.0,0.0,,2876.0,162.0,4376.0,
12/29/2000,968.0,877.0,423.0,,-695.0,,,-695.0,363.0,,,,,-13164.0,-433.0,0.0,-433.0,-9357.0,1085.0,,,,-10442.0,,,,-3374.0,,,,,,,,0.0,21375.0,-139.0,3798.0,,,,,69.0,72.0,-3.0,17647.0,0.0,,9179.0,116.0,5300.0,
03/30/2001,2574.0,874.0,427.0,,-1643.0,,,-1643.0,2916.0,,,,,-10725.0,-235.0,0.0,-235.0,-10433.0,12041.0,,,,-22474.0,,,,-57.0,,,,,,,,0.0,10642.0,-143.0,594.0,,,,,-90.0,256.0,-346.0,10281.0,0.0,,2491.0,89.0,5804.0,
06/29/2001,-3342.0,541.0,449.0,,-3738.0,,,-3738.0,-594.0,,,,,-8188.0,-273.0,0.0,-273.0,-6394.0,13452.0,,,,-19846.0,,,,-1521.0,,,,,,,,0.0,2246.0,-138.0,742.0,,,,,140.0,147.0,-7.0,1502.0,0.0,,-9284.0,183.0,4915.0,
09/28/2001,8943.0,422.0,492.0,,1607.0,,,1607.0,6422.0,,,,,-6725.0,-188.0,0.0,-188.0,-7094.0,10850.0,,,,-17944.0,,,,557.0,,,,,,,,0.0,1571.0,-152.0,-2572.0,,,,,59.0,60.0,-1.0,4236.0,0.0,,3789.0,273.0,3952.0,
12/28/2001,-2829.0,-1264.0,524.0,,1398.0,,,1398.0,-3487.0,,,,,-5500.0,33.0,33.0,0.0,-5016.0,11741.0,,,,-16757.0,,,,-861.0,,,,,,,,344.0,-802.0,-146.0,-2842.0,,,,,34.0,52.0,-18.0,2152.0,0.0,,-9131.0,342.0,3371.0,
03/29/2002,1367.0,647.0,346.0,,1732.0,,,1732.0,-1358.0,,,,,1075.0,-365.0,0.0,-365.0,4101.0,14161.0,,,,-10060.0,,,,-2661.0,,,,,,,,0.0,524.0,-149.0,517.0,,,,,91.0,101.0,-10.0,65.0,0.0,,2966.0,41.0,2091.0,
06/28/2002,9262.0,634.0,309.0,,2814.0,,,2814.0,5505.0,,,,,-1714.0,-243.0,0.0,-243.0,3235.0,17342.0,,,,-14107.0,,,,-4706.0,,,,,,,,0.0,-6870.0,-148.0,-2001.0,,,,,53.0,84.0,-31.0,-4774.0,0.0,,678.0,176.0,2950.0,
09/27/2002,9251.0,693.0,329.0,,2595.0,,,2595.0,5634.0,,,,,-9274.0,-50.0,0.0,-50.0,-4821.0,25638.0,,,,-30459.0,,,,-4403.0,,,,,,,,0.0,-2098.0,-146.0,-1695.0,,,,,28.0,45.0,-17.0,-285.0,0.0,,-2121.0,414.0,2494.0,
12/27/2002,-438.0,539.0,365.0,,-1683.0,,,-1683.0,341.0,,,,,-4534.0,-202.0,0.0,-202.0,-860.0,17653.0,,,,-18513.0,,,,-3472.0,,,,,,,,0.0,2590.0,-148.0,1652.0,,,,,69.0,69.0,0.0,1017.0,0.0,,-2382.0,230.0,2387.0,
03/28/2003,3038.0,643.0,148.0,,-716.0,,,-716.0,2963.0,,,,,4193.0,-173.0,0.0,-173.0,4121.0,21516.0,,,,-17395.0,,,,245.0,,,,,,,,0.0,-3310.0,-152.0,-3292.0,,,,,93.0,117.0,-24.0,41.0,0.0,,3921.0,30.0,2031.0,
06/27/2003,523.0,977.0,137.0,,742.0,,,742.0,-1333.0,,,,,-1957.0,318.0,318.0,0.0,2172.0,23828.0,,,,-21656.0,,,,-4447.0,,,,,,,,0.0,1348.0,-162.0,2742.0,,,,,183.0,183.0,0.0,-1415.0,0.0,,-86.0,-41.0,1892.0,
09/26/2003,7855.0,1003.0,145.0,,4559.0,,,4559.0,2148.0,,,,,-4958.0,-101.0,0.0,-101.0,-2996.0,28112.0,,,,-31108.0,,,,-1861.0,,,,,,,,0.0,-1411.0,-159.0,-659.0,,,,,222.0,222.0,0.0,-1156.0,341.0,,1486.0,70.0,1803.0,
12/26/2003,-1932.0,1243.0,283.0,,-1370.0,,,-1370.0,-2088.0,,,,,-7412.0,-146.0,0.0,-146.0,-704.0,15878.0,,,,-16582.0,,,,-6562.0,,,,,,,,0.0,3989.0,-161.0,3540.0,,,,,222.0,222.0,0.0,145.0,243.0,,-5382.0,146.0,1738.0,
03/26/2004,-8750.0,1252.0,125.0,,-2376.0,,,-2376.0,-7751.0,,,,,-2480.0,-111.0,0.0,-111.0,-3423.0,11415.0,,,,-14838.0,,,,1054.0,,,,,,,,0.0,13610.0,-163.0,13129.0,,,,,-153.0,349.0,-502.0,-1331.0,2128.0,,2380.0,105.0,1765.0,
06/25/2004,6402.0,1078.0,126.0,,1176.0,,,1176.0,4022.0,,,,,-2373.0,-96.0,0.0,-96.0,954.0,13699.0,,,,-12745.0,,,,-3231.0,,,,,,,,0.0,-5664.0,-161.0,-3046.0,,,,,-1072.0,153.0,-1225.0,-1995.0,610.0,,-1635.0,78.0,2058.0,
09/24/2004,-13627.0,922.0,125.0,,2778.0,,,2778.0,-17452.0,,,,,2200.0,-35.0,0.0,-35.0,4185.0,14137.0,,,,-9952.0,,,,-2046.0,,,,,,,,96.0,11937.0,-159.0,9114.0,,,,,-815.0,77.0,-892.0,1138.0,2659.0,,510.0,379.0,2764.0,
12/31/2004,1034.0,1193.0,130.0,,1956.0,,,1956.0,-2245.0,,,,,-1717.0,-160.0,0.0,-160.0,-3546.0,15371.0,,,,-18917.0,,,,1989.0,,,,,,,,0.0,10555.0,-160.0,7086.0,,,,,-93.0,256.0,-349.0,2477.0,1245.0,,9872.0,99.0,3758.0,
04/01/2005,5842.0,1212.0,126.0,,-1792.0,,,-1792.0,6296.0,,,,,-4658.0,-42.0,0.0,-42.0,-1327.0,16791.0,,,,-18118.0,,,,-3289.0,,,,,,,,0.0,-1617.0,-159.0,-3048.0,,,,,418.0,1450.0,-1032.0,202.0,970.0,,-433.0,120.0,4155.0,
07/01/2005,-9543.0,1135.0,116.0,,-1154.0,,,-1154.0,-9640.0,,,,,-867.0,-52.0,0.0,-52.0,1909.0,16775.0,,,,-14866.0,,,,-2724.0,,,,,,,,0.0,7804.0,-205.0,7412.0,,,,,-922.0,177.0,-1099.0,-479.0,1998.0,,-2606.0,535.0,4648.0,
09/30/2005,-15091.0,1376.0,116.0,,2403.0,,,2403.0,-18986.0,,,,,2420.0,-81.0,0.0,-81.0,3899.0,13777.0,,,,-9878.0,,,,-1398.0,,,,,,,,0.0,9050.0,-202.0,10099.0,,,,,-764.0,91.0,-855.0,-1630.0,1547.0,,-3621.0,251.0,5993.0,
12/30/2005,-10088.0,1393.0,115.0,,-511.0,,,-511.0,-11085.0,,,,,2466.0,-103.0,0.0,-103.0,6278.0,14699.0,,,,-8421.0,,,,-2267.0,,,,,,,,-1442.0,8078.0,-211.0,3891.0,,,,,389.0,1183.0,-794.0,2177.0,1832.0,,456.0,537.0,6723.0,
03/31/2006,-8506.0,475.0,116.0,,1936.0,,,1936.0,-11033.0,,,,,1807.0,-246.0,0.0,-246.0,1269.0,11264.0,,,,-9995.0,,,,2575.0,,,,,,,,-1791.0,10869.0,-277.0,6700.0,,,,,218.0,2193.0,-1975.0,1103.0,3125.0,,4170.0,586.0,7438.0,
06/30/2006,-1888.0,1633.0,127.0,,1513.0,,,1513.0,-5161.0,,,,,51.0,-230.0,0.0,-230.0,1921.0,6428.0,,,,-4507.0,,,,-1925.0,,,,,,,,285.0,5531.0,-272.0,8653.0,,,,,-3007.0,26.0,-3033.0,-1677.0,1834.0,,3694.0,983.0,8126.0,
09/29/2006,-4753.0,3045.0,135.0,,1834.0,,,1834.0,-9767.0,,,,,-3422.0,-258.0,0.0,-258.0,-3447.0,5631.0,,,,-9078.0,,,,32.0,,,,,,,,251.0,16093.0,-286.0,15712.0,,,,,-1053.0,260.0,-1313.0,-1540.0,3260.0,,7918.0,565.0,9412.0,
12/29/2006,-8616.0,2346.0,145.0,,2568.0,,,2568.0,-13675.0,,,,,-9444.0,-440.0,0.0,-440.0,-8245.0,6093.0,,,,-14338.0,,,,-1363.0,,,,,,,,604.0,19801.0,-271.0,23327.0,,,,,-1866.0,901.0,-2767.0,6222.0,-7611.0,,1741.0,504.0,10709.0,
03/30/2007,-26118.0,2158.0,153.0,,-6457.0,,,-6457.0,-21972.0,,,,,4239.0,-213.0,0.0,-213.0,-1668.0,13118.0,,,,-14786.0,,,,8890.0,,,,,,,,-2770.0,26767.0,-368.0,25655.0,,,,,769.0,2769.0,-2000.0,772.0,-61.0,,4888.0,126.0,11463.0,
06/29/2007,-7122.0,2139.0,153.0,,5121.0,,,5121.0,-14535.0,,,,,-9034.0,163.0,163.0,0.0,-8015.0,10428.0,,,,-18443.0,,,,-2685.0,,,,,,,,1503.0,17914.0,-381.0,21831.0,,,,,-1474.0,59.0,-1533.0,-2095.0,33.0,,1758.0,764.0,13397.0,
09/28/2007,-23792.0,-2241.0,327.0,,6243.0,,,6243.0,-28121.0,,,,,-6568.0,-314.0,0.0,-314.0,-4320.0,12795.0,,,,-17115.0,,,,-1375.0,,,,,,,,-559.0,38455.0,-375.0,37609.0,,,,,-1000.0,739.0,-1739.0,2197.0,24.0,,8095.0,501.0,13218.0,
12/28/2007,-15330.0,-9833.0,268.0,,-7190.0,,,-7190.0,1425.0,,,,,4277.0,-355.0,0.0,-355.0,3318.0,16348.0,,,,-13030.0,,,,283.0,,,,,,,,1031.0,5549.0,-381.0,-6930.0,,,,,2998.0,3058.0,-60.0,9010.0,852.0,,-5504.0,455.0,11803.0,
03/28/2008,14590.0,-1962.0,217.0,,6182.0,,,6182.0,10153.0,,,,,9668.0,-280.0,0.0,-280.0,-128.0,13645.0,,,,-13773.0,,,,-1977.0,,,,,,,,12053.0,-3892.0,-538.0,-13201.0,,,,,8265.0,9131.0,-866.0,832.0,750.0,,20366.0,372.0,10371.0,
06/27/2008,-40081.0,-4654.0,235.0,,-6919.0,,,-6919.0,-28743.0,,,,,-2156.0,-174.0,0.0,-174.0,4106.0,12437.0,,,,-8331.0,,,,-6611.0,,,,,,,,523.0,11736.0,-598.0,14273.0,,,,,2720.0,2724.0,-4.0,-4361.0,-298.0,,-30501.0,-256.0,7864.0,
09/26/2008,28461.0,-5152.0,219.0,,-13557.0,,,-13557.0,46951.0,,,,,-785.0,-139.0,0.0,-139.0,2006.0,9023.0,,,,-7017.0,,,,-2652.0,,,,,,,,0.0,-22481.0,-729.0,-18795.0,,,,,7398.0,7398.0,0.0,-10457.0,102.0,,5195.0,306.0,8294.0,
12/26/2008,36505.0,-15844.0,215.0,,-16970.0,,,-16970.0,69104.0,,,,,-1054.0,-37.0,0.0,-37.0,1122.0,3018.0,,,,-1896.0,,,,-2139.0,,,,,,,,0.0,-3454.0,-719.0,-8833.0,,,,,3.0,3.0,0.0,6106.0,-11.0,,31997.0,1096.0,3868.0,
03/31/2009,25029.0,3750.0,303.0,,4291.0,1268.0,248.0,2775.0,16685.0,-4706.0,1442.0,19949.0,0.0,3923.0,-22.0,0.0,-22.0,6363.0,6642.0,0.0,4424.0,2218.0,-279.0,0.0,-279.0,0.0,-2418.0,-2418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45468.0,-15.0,-51484.0,-33215.0,0.0,1602.0,-19871.0,0.0,0.0,0.0,-819.0,6850.0,0.0,-16516.0,193.0,4273.0,
06/30/2009,23408.0,-2041.0,305.0,,-4196.0,-949.0,207.0,-3454.0,29340.0,7702.0,-248.0,21886.0,0.0,9739.0,-96.0,0.0,-96.0,4146.0,4422.0,,,,-276.0,0.0,-276.0,0.0,5689.0,5689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8483.0,-38.0,-12884.0,-2746.0,0.0,4530.0,-14668.0,0.0,0.0,0.0,4439.0,0.0,0.0,24664.0,-67.0,3069.0,
09/30/2009,-41760.0,700.0,288.0,,118.0,294.0,124.0,-300.0,-42866.0,6880.0,629.0,-50375.0,0.0,7891.0,9.0,,,7594.0,7595.0,0.0,5150.0,2445.0,-1.0,0.0,-1.0,0.0,288.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7943.0,-38.0,-11799.0,-837.0,0.0,970.0,-11932.0,0.0,0.0,0.0,3894.0,0.0,0.0,-41812.0,143.0,2252.0,
12/31/2009,-2287.0,4931.0,184.0,,-47.0,-35.0,854.0,-866.0,-7355.0,2561.0,202.0,-10118.0,0.0,6471.0,-155.0,0.0,-155.0,2295.0,3641.0,0.0,2995.0,646.0,-1346.0,0.0,-1346.0,0.0,-119.0,-119.0,0.0,0.0,4450.0,4450.0,0.0,0.0,0.0,-5765.0,-762.0,-5515.0,3569.0,0.0,453.0,-9537.0,0.0,0.0,0.0,574.0,-62.0,269.0,-1312.0,539.0,1521.0,
03/31/2010,97.0,2093.0,242.0,,945.0,243.0,594.0,108.0,-3183.0,7211.0,896.0,-11290.0,0.0,15535.0,-80.0,0.0,-80.0,15047.0,15345.0,0.0,14197.0,1148.0,-298.0,0.0,-298.0,0.0,568.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10924.0,-38.0,-9171.0,28.0,0.0,2814.0,-12013.0,0.0,0.0,0.0,-1714.0,-1.0,0.0,4708.0,35.0,1429.0,
06/30/2010,-417.0,813.0,228.0,,927.0,308.0,236.0,383.0,-2385.0,8842.0,1352.0,-12579.0,0.0,2284.0,-74.0,0.0,-74.0,1532.0,1742.0,0.0,1484.0,258.0,-210.0,0.0,-210.0,0.0,826.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5883.0,-38.0,-5334.0,-731.0,0.0,1734.0,-6337.0,0.0,0.0,0.0,-512.0,1.0,0.0,-4016.0,1362.0,2487.0,
09/30/2010,8426.0,-380.0,222.0,,1133.0,122.0,209.0,802.0,7451.0,-2265.0,182.0,9534.0,0.0,2398.0,-140.0,0.0,-140.0,1276.0,1539.0,0.0,486.0,1053.0,-263.0,0.0,-263.0,0.0,1262.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12646.0,-38.0,-13538.0,-4328.0,0.0,1892.0,-11102.0,0.0,0.0,0.0,931.0,-1.0,0.0,-1822.0,1063.0,1555.0,
12/31/2010,-3086.0,1354.0,208.0,,-1758.0,-36.0,444.0,-2166.0,-2890.0,5531.0,1313.0,-9734.0,0.0,10071.0,-83.0,0.0,-83.0,5883.0,10248.0,0.0,920.0,9328.0,-4365.0,0.0,-4365.0,0.0,4271.0,4271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4027.0,-20.0,-2941.0,408.0,0.0,2113.0,-5462.0,0.0,0.0,0.0,-1066.0,0.0,251.0,3209.0,117.0,2375.0,
03/31/2011,-2680.0,406.0,194.0,,1323.0,218.0,956.0,149.0,-4603.0,2176.0,1073.0,-7852.0,0.0,3516.0,-48.0,0.0,-48.0,2946.0,3096.0,0.0,1951.0,1145.0,-150.0,0.0,-150.0,0.0,618.0,618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3725.0,0.0,-4350.0,431.0,0.0,3076.0,-7857.0,0.0,0.0,0.0,590.0,35.0,68.0,-2821.0,,,
06/30/2011,-1589.0,-1442.0,184.0,,2540.0,-958.0,334.0,3164.0,-2871.0,-7938.0,369.0,4698.0,0.0,4908.0,-8.0,0.0,-8.0,4122.0,5088.0,250.0,2191.0,2647.0,-966.0,0.0,-966.0,0.0,794.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3082.0,0.0,-3060.0,-1156.0,0.0,3022.0,-4926.0,0.0,0.0,0.0,-22.0,0.0,110.0,347.0,,,
09/30/2011,10555.0,133.0,184.0,,2354.0,536.0,288.0,1530.0,7884.0,10479.0,58.0,-2653.0,0.0,3216.0,-33.0,0.0,-33.0,2550.0,2864.0,0.0,1176.0,1688.0,-314.0,0.0,-314.0,0.0,699.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14809.0,0.0,-13687.0,-7419.0,0.0,1559.0,-7827.0,0.0,0.0,0.0,-1117.0,-5.0,-407.0,-1445.0,,,
