Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/28/1998,234.556,81.094,32.606,23.394,,,23.394,97.462,42.355,48.022,7.085,,-24.89,-34.258,0.0,,,-34.258,,,0.0,0.0,0.0,,,,,9.368,8.588,0.0,-0.631,8.622,8.622,0.0,0.597,,218.254,4.62,0.906,
06/27/1998,26.493,67.676,34.406,20.014,,,20.014,-95.603,-15.311,66.098,-146.39,,-119.717,-64.99,0.0,,,-64.99,,,0.0,0.0,0.0,,,,,-54.727,3.376,0.0,-0.695,14.588,14.588,0.0,-10.517,,-89.848,52.023,0.961,
09/26/1998,228.753,15.748,35.912,27.126,,-6.625,33.751,149.967,-50.284,67.018,133.233,,-71.456,-56.952,0.0,,,-56.952,,,0.0,0.0,0.0,,,,,-14.504,17.386,0.0,0.231,13.257,13.257,0.0,3.898,,174.683,46.608,0.912,
12/26/1998,188.813,68.678,37.68,13.418,,-31.619,45.037,69.037,-65.355,-74.949,209.341,,-55.254,-76.889,0.0,,,-76.889,,,0.0,0.0,0.0,,,,,21.635,28.016,0.0,-1.395,27.77,27.77,0.0,1.641,,161.575,47.781,0.846,
03/27/1999,268.473,100.576,38.457,31.286,,-0.057,31.343,98.154,52.005,7.158,38.991,,-102.859,-105.266,0.0,,,-105.266,,,0.0,0.0,0.0,,,,,2.407,30.484,0.0,-0.933,35.944,35.944,0.0,-4.527,,196.098,5.144,1.554,
06/26/1999,-42.242,74.116,40.602,19.986,,,19.986,-176.946,-101.982,-40.793,-34.171,,-246.727,-127.9,0.0,,,-127.9,,,0.0,0.0,0.0,,,,,-118.827,10.482,0.0,-1.719,9.808,9.808,0.0,2.393,,-278.487,103.079,1.753,
09/25/1999,267.237,-1.073,44.671,48.602,,-10.683,59.285,175.037,-66.315,23.113,218.239,,-76.79,-106.909,0.0,,,-106.909,,,0.0,0.0,0.0,,,,,30.119,-309.259,0.0,15.477,-323.459,6.259,-329.718,-1.277,,-118.812,29.665,1.588,
12/25/1999,-76.494,84.019,44.823,49.317,,10.253,39.064,-254.653,-36.231,-239.481,21.059,,-68.99,-99.637,0.0,,,-99.637,,,0.0,0.0,0.0,,,,,30.647,-139.072,0.0,23.25,-164.217,7.071,-171.288,1.895,,-284.556,-19.731,1.577,
03/25/2000,287.624,109.036,47.42,16.07,,-0.256,16.326,115.098,44.553,159.248,-88.703,,-38.365,-51.585,0.0,,,-51.585,,,0.0,0.0,0.0,,,,,13.22,-124.008,0.0,6.867,-140.209,4.116,-144.325,9.334,,125.251,7.388,2.238,
06/24/2000,31.542,57.937,48.759,21.359,,,21.359,-96.513,,,-96.513,,-90.657,-74.785,0.0,,,-74.785,,,0.0,0.0,0.0,,,,,-15.872,-71.797,0.0,-6.867,-52.817,3.315,-56.132,-12.113,,-130.912,65.281,2.015,
09/23/2000,116.063,50.622,48.455,35.571,,,35.571,-18.585,,,-18.585,,-22.787,-54.833,0.0,,,-54.833,,,0.0,0.0,0.0,,,,,32.046,-80.716,0.0,0.0,-77.639,2.282,-79.921,-3.077,,12.56,43.795,2.762,
12/30/2000,-118.747,-168.263,61.076,95.162,,,95.162,-106.722,,,-106.722,,-87.556,-86.525,0.0,,,-86.525,,,0.0,0.0,0.0,,,,,-1.031,132.102,0.0,403.507,-17.744,2.675,-20.419,-253.661,,-74.201,16.276,2.085,
03/31/2001,362.994,56.329,48.28,52.145,,,52.145,206.24,,,206.24,,-27.495,-27.495,0.0,,,-27.495,,,0.0,0.0,0.0,,,,,0.0,-352.595,0.0,-336.146,3.4,3.4,0.0,-19.849,,-17.096,1.838,8.715,
06/30/2001,60.198,41.974,49.464,39.468,,,39.468,-70.708,,,-70.708,,-50.893,-44.051,0.0,,,-44.051,,,0.0,0.0,0.0,,,,,-6.842,45.918,0.0,43.581,5.451,5.451,0.0,-3.114,,55.223,10.645,0.54,
09/29/2001,245.683,62.46,48.204,-5.089,,,-5.089,140.108,,,140.108,,-87.243,-48.124,0.0,,,-48.124,,,0.0,0.0,0.0,,,,,-39.119,199.097,0.0,173.959,11.83,11.83,0.0,13.308,,357.537,0.0,3.825,
12/29/2001,76.808,40.28,51.344,-165.777,,,-165.777,150.961,,,150.961,,-57.608,-64.129,0.0,,,-64.129,,,0.0,0.0,0.0,,,,,6.521,13.228,0.0,-15.566,28.088,32.281,-4.193,0.706,,32.428,0.0,3.405,
03/30/2002,295.254,102.71,48.815,27.018,,,27.018,116.711,,,116.711,,-35.601,-36.145,0.0,,,-36.145,,,0.0,0.0,0.0,,,,,0.544,20.951,0.0,-5.029,30.821,42.987,-12.166,-4.841,,280.604,43.751,18.877,
06/29/2002,91.382,56.943,49.858,21.071,,,21.071,-36.49,,,-36.49,,-39.955,-50.503,0.0,,,-50.503,,,0.0,0.0,0.0,,,,,10.548,72.036,0.0,-0.659,27.064,38.746,-11.682,45.631,,123.463,2.792,8.173,
09/28/2002,289.619,88.172,50.651,23.517,,,23.517,127.279,,,127.279,,-55.484,-55.724,0.0,,,-55.724,,,0.0,0.0,0.0,,,,,0.24,-263.403,0.0,-245.263,-10.781,1.751,-12.532,-7.359,,-29.268,20.727,9.431,
12/28/2002,25.642,62.883,51.423,129.304,,,129.304,-217.968,,,-217.968,,-68.426,-48.508,11.338,,,-59.846,,,0.0,0.0,0.0,,,,,-19.918,-20.315,0.0,-4.703,-4.075,5.414,-9.489,-11.537,,-63.099,44.327,10.633,
03/29/2003,95.593,79.196,53.256,44.784,,,44.784,-81.643,,,-81.643,,2.579,-38.544,0.0,,,-38.544,,,0.0,0.0,0.0,,,,,41.123,3.603,0.0,-2.683,2.248,2.248,0.0,4.038,,101.775,22.947,10.835,
06/28/2003,78.54,59.629,57.505,49.737,,,49.737,-88.331,,,-88.331,,-673.669,-52.921,0.0,,,-52.921,,,0.0,0.0,0.0,,,,,-620.748,76.294,0.0,18.645,7.225,7.225,0.0,50.424,,-518.835,40.439,15.057,
09/27/2003,315.486,91.666,60.982,30.328,,,30.328,132.51,,,132.51,,-345.589,-53.737,0.0,,,-53.737,,,0.0,0.0,0.0,,,,,-291.852,393.036,0.0,379.407,33.06,33.06,0.0,-19.431,,362.933,9.792,10.414,
12/27/2003,162.121,45.804,76.602,100.475,,,100.475,-60.76,,,-60.76,,-163.158,-66.739,0.0,,,-66.739,,,0.0,0.0,0.0,,,,,-96.419,-31.035,0.0,-3.118,-45.933,4.131,-50.064,18.016,,-32.072,29.445,5.563,
03/27/2004,255.283,115.564,66.803,35.823,,,35.823,37.093,,,37.093,,-83.153,-70.213,0.0,,,-70.213,,,0.0,0.0,0.0,,,,,-12.94,11.268,0.0,-2.604,21.78,21.78,0.0,-7.908,,183.398,21.977,29.592,
06/26/2004,52.351,79.857,60.969,22.383,,,22.383,-110.858,,,-110.858,,-129.668,-97.765,0.0,,,-97.765,,,0.0,0.0,0.0,,,,,-31.903,7.592,0.0,-4.2,9.705,23.894,-14.189,2.087,,-69.725,13.36,1.181,
09/25/2004,264.358,89.946,63.914,20.129,,,20.129,90.369,,,90.369,,-71.496,-78.856,0.0,,,-78.856,,,0.0,0.0,0.0,,,,,7.36,-10.995,0.0,-2.378,-10.475,10.589,-21.064,1.858,,181.867,13.03,28.038,
03/26/2005,-60.637,115.308,71.811,31.508,,,31.508,-279.264,,,-279.264,,21.143,-80.472,0.0,,,-80.472,,,0.0,0.0,0.0,,,,,101.615,9.748,0.0,-5.599,25.954,54.183,-28.229,-10.607,,-29.746,58.591,15.854,
06/25/2005,147.019,100.099,63.672,7.903,,,7.903,-24.655,,,-24.655,,-196.157,-74.609,0.0,,,-74.609,,,0.0,0.0,0.0,,,,,-121.548,-86.784,0.0,-27.214,-36.921,25.424,-62.345,-22.649,,-135.922,40.704,7.893,
09/24/2005,327.968,-47.881,69.791,147.812,,,147.812,158.246,,,158.246,,-68.312,-46.136,0.0,,,-46.136,,,0.0,0.0,0.0,,,,,-22.176,-303.014,0.0,-4.247,-309.038,85.256,-394.294,10.271,,-43.358,65.22,12.492,
12/31/2005,221.52,106.266,62.824,4.166,,,4.166,48.264,,,48.264,,191.129,-59.556,0.0,,,-59.556,,,0.0,0.0,0.0,,,,,250.685,-294.153,0.0,22.649,-319.333,11.035,-330.368,2.531,,118.496,11.303,-7.893,
04/01/2006,267.796,129.53,74.772,30.958,,,30.958,32.536,,,32.536,,-158.256,-57.005,0.0,,,-57.005,,,0.0,0.0,0.0,,,,,-101.251,-365.012,0.0,-25.85,-346.178,52.299,-398.477,7.016,,-255.472,76.331,16.422,
07/01/2006,215.992,118.306,62.601,11.758,,,11.758,23.327,,,23.327,,-118.013,-64.484,0.0,,,-64.484,,,0.0,0.0,0.0,,,,,-53.529,-204.354,0.0,3.199,-209.431,62.314,-271.745,1.878,,-106.375,-76.331,-16.422,
09/30/2006,308.654999,129.050995,67.281998,29.434999,,,29.434999,82.887001,,,82.887001,,-116.998001,-96.107002,0.0,,,-96.107002,,,0.0,0.0,0.0,,,,,-20.890999,-204.083003,0.0,-7.167,-188.745004,11.609,-200.354004,-8.171,,-12.426,,,
12/30/2006,34.632,126.584,74.35,-7.826,,,-7.826,-158.476,,,-158.476,,-91.886,-125.819,0.0,,,-125.819,,,0.0,0.0,0.0,,,,,33.933,-94.196,0.0,-17.034,-58.847,54.013,-112.86,-18.315,,-151.45,,,
03/31/2007,231.031998,153.770996,71.709999,24.650999,,,24.650999,-19.1,,,-19.1,,-113.158997,-104.078003,0.0,,,-104.078003,,,0.0,0.0,0.0,,,,,-9.080994,-97.246997,0.0,-10.13,-85.014997,15.061,-100.075996,-2.102,,20.625999,,,
06/30/2007,62.131,105.582,67.899,22.684,,,22.684,-134.034,,,-134.034,,-76.472,-121.252,0.0,,,-121.252,,,0.0,0.0,0.0,,,,,44.78,-57.142,0.0,26.804,-87.459,21.858,-109.317,3.513,,-71.483,,,
09/29/2007,161.612,117.487999,66.845001,29.09,,,29.09,-51.811001,,,-51.811001,,-84.546997,-108.68,0.0,,,-108.68,,,0.0,0.0,0.0,,,,,24.133003,-12.723001,0.0,-22.144001,6.199,6.77,-0.571,3.222,,64.342003,,,
12/29/2007,-43.39,18.774,74.929,7.434,37.738,-1.022,-29.282,-144.527,,,-144.527,,-98.347,-126.561,0.0,,,-126.561,,,0.0,0.0,0.0,,,,,28.214,177.654,0.0,186.721,3.08,3.909,-0.829,-12.147,,35.917,,,
03/29/2008,127.129,68.773,63.567,27.569,,,27.569,-32.78,,,-32.78,,-79.935,-105.853,0.0,,,-105.853,,,0.0,0.0,0.0,,,,,25.918,-88.624,0.0,-90.764,-0.826,0.054,-0.88,2.966,,-41.43,,,
06/28/2008,10.612,-2.002,66.823,37.109,,,37.109,-91.318,,,-91.318,,-196.455,-100.987,0.0,,,-100.987,,,0.0,0.0,0.0,,,,,-95.468,160.926,0.0,160.043,0.793,0.857,-0.064,0.09,,-24.917,,,
09/27/2008,300.038,-6.698,61.955,74.284,,39.951,34.333,170.497,,,170.497,,-39.6,-70.978,0.0,,,-70.978,,,0.0,0.0,0.0,,,,,31.378,-22.471,0.0,26.798,-0.032,0.039,-0.071,-49.237,,237.967,,,
12/27/2008,30.477,-1539.011,61.754,1366.662,,,1366.662,141.072,,,141.072,,-22.679,-52.257,0.0,,,-52.257,,,0.0,0.0,0.0,,,,,29.578,-246.627,0.0,-241.183,-0.287,0.0,-0.287,-5.157,,-238.829,,,
03/28/2009,97.752,-54.739,53.662,23.078,,,23.078,75.751,,,75.751,0.0,67.349,67.349,98.209,98.209,0.0,-30.86,-30.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139.99,0.0,-140.008,0.018,0.018,0.0,0.0,-4.899,20.212,,,
06/27/2009,8.634,-82.072,53.134,10.776,,,10.776,26.796,,,26.796,0.0,33.635,27.598,50.537,50.537,0.0,-22.939,-22.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.037,327.842,0.0,0.965,326.877,326.877,0.0,0.0,12.642,382.753,,,
09/26/2009,160.772,-398.034,54.969,342.706,,,342.706,161.131,,,161.131,0.0,-20.06,-19.224,1.034,1.034,0.0,-20.258,-20.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.836,-10.599,0.0,-8.538,-2.061,,,0.0,4.063,134.176,,,
12/26/2009,29.281,-61.62,62.35,84.942,,4.32,80.622,-56.391,,,-56.391,0.0,-55.603,-54.39,2.4,2.4,0.0,-56.79,-56.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.213,-3.959,0.0,-3.961,0.002,0.002,0.0,0.0,-2.707,-32.988,,,
03/27/2010,52.634,29.468,52.702,11.967,,,11.967,-41.503,,,-41.503,0.0,-27.67,-27.67,13.77,13.77,0.0,-41.44,-41.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.344,0.0,-2.799,2.412,2.412,0.0,-5.957,-15.219,3.401,,,
06/26/2010,-17.997,-15.934,50.879,15.569,,,15.569,-68.511,,,-68.511,0.0,-48.738,-37.786,3.976,3.976,0.0,-41.762,-41.762,0.0,0.0,0.0,0.0,-10.952,0.0,-10.952,0.0,0.0,-10.539,-9.213,-0.058,-1.293,,,0.025,-8.185,-85.459,,,
09/25/2010,147.249,41.254,52.1,14.182,,,14.182,39.713,,,39.713,0.0,-29.189,-29.189,8.078,8.078,0.0,-37.267,-37.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.003,-9.475,0.188,1.107,1.107,0.0,-21.823,12.82,100.877,,,
12/25/2010,21.24,-99.411,52.638,91.785,,,91.785,-23.772,,,-23.772,0.0,-85.923,-39.414,9.569,9.569,0.0,-48.983,-48.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.509,15.988,-8.951,24.873,-1.215,,,1.281,-2.544,-51.239,,,
03/26/2011,-94.62,-5.414,51.269,18.437,,,18.437,-158.912,,,-158.912,0.0,-50.507,-24.349,4.238,4.238,0.0,-28.587,-28.587,0.0,0.0,0.0,0.0,-72.667,0.0,-72.667,0.0,46.509,0.603,-9.213,9.927,0.472,0.472,0.0,-0.583,11.253,-133.271,,,
06/25/2011,-53.378,-20.114,52.842,11.58,,,11.58,-97.686,,,-97.686,0.0,-28.465,-28.465,3.377,3.377,0.0,-31.842,-31.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.596,-9.213,-19.26,0.151,0.151,0.0,-11.274,1.387,-120.052,,,
09/24/2011,167.991,100.872,53.65,18.013,,,18.013,-4.544,,,-4.544,0.0,-28.438,-28.438,0.276,0.276,0.0,-28.714,-28.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58.347,-9.213,-49.25,0.161,0.161,0.0,-0.045,-2.709,78.497,,,
12/31/2011,180.007,20.35,53.239,25.276,,,25.276,81.142,,,81.142,0.0,-49.59,-40.748,0.109,0.109,0.0,-40.857,-40.857,0.0,0.0,0.0,0.0,-0.333,0.0,-0.333,0.0,-8.509,-0.66,-9.361,-0.417,-0.784,0.0,-0.784,9.902,-10.931,118.826,,,
03/31/2012,-93.365,49.503,50.902,-67.49,,,-67.49,-126.28,,,-126.28,0.0,33.77,-24.641,9.997,9.997,0.0,-34.638,-34.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.411,-26.535,0.0,-6.275,0.528,0.528,0.0,-20.788,4.223,-81.907,,,
06/30/2012,-38.476,-57.382,50.72,39.384,,,39.384,-71.198,,,-71.198,0.0,-17.206,-17.206,10.627,10.627,0.0,-27.833,-27.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.536,0.0,-4.923,0.602,0.602,0.0,-1.215,-4.877,-66.095,,,
09/29/2012,215.934,-61.916,49.452,103.953,,,103.953,124.445,,,124.445,0.0,-15.496,-15.496,10.749,10.749,0.0,-26.245,-26.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.589,0.0,-6.683,0.249,0.249,0.0,-0.155,3.004,196.853,,,
12/29/2012,94.907,-7.0,51.926,12.948,,,12.948,37.033,,,37.033,0.0,-31.068,-31.657,0.0,0.0,0.0,-31.657,-31.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.589,-16.34,0.0,-17.119,0.621,0.621,0.0,0.158,3.65,51.149,,,
03/30/2013,-94.0,-7.0,49.0,20.0,,,20.0,-156.0,,,-156.0,0.0,-29.0,-29.0,0.0,0.0,0.0,-29.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-10.0,17.0,0.0,0.0,0.0,0.0,-6.0,-122.0,,,
06/29/2013,0.0,-54.0,47.0,18.0,,,18.0,-11.0,,,-11.0,0.0,-38.0,-38.0,0.0,,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,-10.0,-28.0,0.0,0.0,0.0,-3.0,2.0,-77.0,,,
09/28/2013,-26.0,161.0,49.0,-320.0,,,-320.0,84.0,,,84.0,0.0,649.0,-25.0,2.0,2.0,0.0,-27.0,-27.0,0.0,0.0,0.0,0.0,675.0,0.0,675.0,0.0,-1.0,-376.0,-23.0,-6.0,-199.0,4.0,-203.0,-148.0,6.0,253.0,,,
12/28/2013,12.797,-121.0,64.48,63.145,,,63.145,6.172,,,6.172,0.0,446.557,-42.406,0.279,0.279,0.0,-42.685,-42.685,0.0,0.0,0.0,0.0,457.174,675.0,-217.826,0.0,31.789,-230.168,-19.723,-4.739,-208.113,0.0,-208.113,2.407,0.884,230.07,,,
03/29/2014,-74.0,-109.0,77.0,71.0,,,71.0,-113.0,,,-113.0,0.0,-8.0,-30.0,9.0,9.0,0.0,-39.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,-3.0,0.0,5.0,0.0,0.0,0.0,-8.0,0.0,-85.0,,,
06/28/2014,-88.0,-190.0,78.0,37.0,,,37.0,-13.0,,,-13.0,0.0,-7.0,-28.0,0.0,0.0,0.0,-28.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,-3.0,0.0,-15.0,0.0,0.0,0.0,12.0,3.0,-95.0,,,
09/27/2014,197.0,29.0,78.0,28.0,,,28.0,62.0,,,62.0,0.0,16.0,-23.0,1.0,1.0,0.0,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,-4.0,0.0,-4.0,4.0,4.0,0.0,-4.0,-19.0,190.0,,,
12/27/2014,120.0,-84.0,44.0,72.0,,,72.0,26.0,,,26.0,-2.0,-28.0,33.0,39.0,39.0,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0,-82.0,25.0,0.0,-8.0,35.0,35.0,0.0,0.0,-11.0,106.0,,,
03/28/2015,-46.0,45.0,74.0,21.0,,,21.0,-186.0,,,-186.0,0.0,-70.0,8.0,35.0,35.0,0.0,-27.0,-27.0,0.0,0.0,0.0,0.0,-10.0,0.0,-10.0,0.0,-68.0,-8.0,0.0,-9.0,0.0,0.0,0.0,1.0,-20.0,-144.0,,,
06/27/2015,-89.0,-58.0,76.0,18.0,,,18.0,-125.0,,,-125.0,0.0,31.0,-37.0,7.0,7.0,0.0,-44.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,-1.0,0.0,-3.0,0.0,0.0,0.0,2.0,-1.0,-60.0,,,
09/26/2015,135.0,6.0,47.0,79.0,,,79.0,64.0,,,64.0,1.0,-28.0,-17.0,21.0,21.0,0.0,-38.0,-38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-8.0,0.0,-12.0,7.0,7.0,0.0,-4.0,-8.0,91.0,,,
12/26/2015,126.0,15.0,56.0,62.0,,1.0,61.0,-56.0,,,-56.0,0.0,-7.0,-3.0,32.0,32.0,0.0,-35.0,-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,111.0,,,
03/26/2016,-139.0,46.0,48.0,32.0,,0.0,32.0,-193.0,,,-193.0,,-25.0,-23.0,1.0,1.0,0.0,-24.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,-190.0,,,
06/25/2016,287.0,210.0,49.0,14.0,,2.0,12.0,4.0,,,4.0,2.0,-12.0,-11.0,10.0,10.0,0.0,-21.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.0,0.0,-8.0,-26.0,0.0,-26.0,-5.0,1.0,239.0,,,
