Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/09/2004,2146.02002,27.479,27.479,0.0,100.109001,,,1194.939941,0.0,0.0,1194.939941,0.0,27.152,,,,,1349.680054,754.374023,1208.98999,-454.619995,0.0,41.965,,,,41.965,796.339023,,598.877991,598.877991,,,,35.869999,,,,,,324.40002,,,,324.40002,959.14801,350.976013,,,,,73.324997,,,73.324997,424.30101,1383.44902,0.0,671.625,,,-49.997002,140.578995,0.366005,762.572998,0.0,762.572998,2146.022018,
01/01/2005,2201.962,56.321,56.321,0.0,101.969,101.969,,1201.45,0.0,0.0,1201.45,73.315,17.687,,,,,1377.427,786.212,1261.032,-474.82,0.0,38.323,,,,38.323,824.535,,587.948,587.948,,,,51.884,,,,,,321.293,,,,321.293,961.125,438.3,,,,,80.222,,,80.222,518.522,1479.647,0.0,695.223,,,-146.37,172.648,0.814,722.315,0.0,722.315,2201.962,
07/16/2005,2508.731,175.888,175.888,0.0,94.38,94.38,,1327.332,,,1327.332,-77.552,31.38,,,,,1628.98,843.034,1372.539,-529.505,0.0,36.717,,,,36.717,879.751,,643.686,643.686,,,,57.761,,,,,,439.018,,,,439.018,1140.465,421.95,,,,,75.899,,,75.899,497.849,1638.314,0.0,751.893,,,-189.348,307.224,0.648,870.417,0.0,870.417,2508.731,
12/31/2005,2542.149,40.783,40.783,0.0,94.689,94.689,,1367.099,0.0,0.0,1294.31,72.789,45.369,,,,,1547.94,898.851,1463.409,-564.558,0.0,95.358,67.094,67.094,0.0,28.264,994.209,,629.248,629.248,,,,82.93,,,,,,429.286,,,,429.286,1141.464,406.04,,,,,74.874,,,74.874,480.914,1622.378,0.0,564.976,,,-55.668,407.373,3.09,919.771,0.0,919.771,2542.149,
04/22/2006,2615.728,55.35,55.35,0.0,84.779,84.779,,1420.889,,,1420.889,-75.729,28.742,,,,,1589.76,932.455,1532.295,-599.84,0.0,93.513,67.208,67.208,0.0,26.305,1025.968,,696.559,696.559,,,,57.184,,,,,,455.135,,,,455.135,1208.878,395.343,,,,,72.002,,,72.002,467.345,1676.223,0.0,502.083,,,-42.083,474.975,4.53,939.505,0.0,939.505,2615.728,
07/15/2006,2622.72,13.128,13.128,0.0,87.414,87.414,,1433.126,0.0,0.0,1433.126,-81.317,41.088,,,,,1574.756,954.62,1580.726,-626.106,0.0,93.344,67.208,67.208,0.0,26.136,1047.964,,688.727,688.727,,,,76.064,,,,,,464.417,,,,464.417,1229.208,392.651,,,,,67.765,,,67.765,460.416,1689.624,0.0,509.704,,,-113.162,531.551,5.003,933.096,0.0,933.096,2622.72,
10/07/2006,2661.585,13.987,13.987,0.0,83.733,83.733,,1462.067,,,1462.067,-81.756,38.207,,,,,1597.994,983.609,1634.587,-650.978,0.0,79.982,61.685,33.765,27.92,18.297,1063.591,,669.72,669.72,,,,36.756,,,,,,447.023,,,,447.023,1153.499,450.859,,,,,66.773,,,66.773,517.632,1671.131,0.0,405.608,,,,584.184,0.662,990.454,0.0,990.454,2661.585,
12/30/2006,2682.681,11.128,11.128,0.0,97.046,97.046,,1463.34,0.0,0.0,1463.34,-82.767,40.459,,,,,1611.973,994.977,1665.548,-670.571,0.0,75.731,61.644,33.718,27.926,14.087,1070.708,,651.587,651.587,,,,34.273,,,,,,427.56,,,,427.56,1113.42,477.173,,,,,61.234,,,61.234,538.407,1651.827,0.0,414.164,,,0.0,613.218,3.472,1030.854,0.0,1030.854,2682.681,
04/21/2007,2781.314,16.983,16.983,0.0,89.754,89.754,,1556.052,0.0,0.0,1556.052,0.0,29.418,,,,,1692.207,1016.046,1722.777,-706.731,0.0,73.061,61.314,33.718,27.596,11.747,1089.107,,768.621,768.621,,,,5.769,,,,,,420.278,,,,420.278,1194.668,404.15,,,,,64.537,,,64.537,468.687,1663.355,0.0,434.431,,,0.0,680.682,2.846,1117.959,0.0,1117.959,2781.314,
07/14/2007,2875.389,82.647,82.647,0.0,90.689,90.689,,1560.507,0.0,0.0,1560.507,0.0,45.128,,,,,1778.971,1019.252,1746.397,-727.145,0.0,77.166,61.063,33.718,27.345,16.103,1096.418,,736.563,736.563,,,,15.839,,,,,,497.212,,,,497.212,1249.614,350.332,,,,,63.418,,,63.418,413.75,1663.364,0.0,467.793,,,-3.898,742.695,5.435,1212.025,0.0,1212.025,2875.389,
10/06/2007,2766.566,14.836,14.836,0.0,76.982,76.982,,1540.666,0.0,0.0,1540.666,0.0,43.805,,,,,1676.289,1016.712,1753.201,-736.489,0.0,73.565,60.813,33.718,27.095,12.752,1090.277,,708.095,708.095,,,,1.01,,,,,,498.255,,,,498.255,1207.36,433.774,,,,,60.042,,,60.042,493.816,1701.176,0.0,267.406,,,0.0,795.676,2.308,1065.39,0.0,1065.39,2766.566,
12/29/2007,2805.566,14.654,14.654,0.0,84.983,84.983,,1529.469,0.0,0.0,1435.697,93.772,53.719,,,,,1682.825,1047.944,1800.968,-753.024,0.0,74.797,60.562,33.718,26.844,14.235,1122.741,,688.97,688.97,,,,30.61,,,,,,506.348,,,,506.348,1225.928,505.062,,,,,50.781,,,50.781,555.843,1781.771,0.0,274.669,,,-74.644,824.471,-0.701,1023.795,0.0,1023.795,2805.566,
04/19/2008,2873.127,19.128,19.128,,84.083,84.083,,1618.32,0.0,0.0,1517.139,101.181,27.57,,,,,1749.101,1047.667,1829.659,-781.992,0.0,76.359,61.977,33.718,28.259,14.382,1124.026,,801.214,801.214,,,,2.544,,,,,,512.174,,,,512.174,1315.932,553.836,,,,,52.696,,,52.696,606.532,1922.464,0.0,283.584,,,-229.993,900.855,-3.783,950.663,0.0,950.663,2873.127,
07/12/2008,2973.98,19.459,19.459,,90.146,90.146,,1686.443,0.0,0.0,1581.776,104.667,41.685,,,,,1837.733,1058.273,1851.375,-793.102,0.0,77.974,62.788,34.603,28.185,15.186,1136.247,,884.946,884.946,,,,0.675,,,,,,544.851,,,,544.851,1430.472,452.266,,,,,52.643,,,52.643,504.909,1935.381,0.0,307.024,,,-237.491,970.503,-1.437,1038.599,0.0,1038.599,2973.98,
10/04/2008,3008.259,21.307,21.307,,93.778,93.778,,1717.656,0.0,0.0,1617.766,99.89,46.078,,,,,1878.819,1053.789,1871.139,-817.35,0.0,75.651,62.491,34.603,27.888,13.16,1129.44,,853.839,853.839,,,,0.68,,,,,,567.943,,,,567.943,1422.462,470.494,,,,,57.792,,,57.792,528.286,1950.748,0.0,330.976,,,-291.114,1020.9,-3.251,1057.511,0.0,1057.511,3008.259,
01/03/2009,2964.065,37.358,37.358,,97.203,97.203,,1623.088,,,1541.871,81.217,49.977,,,,,1807.626,1071.405,1888.833,-817.428,,85.034,62.17,34.603,27.567,22.864,1156.439,,791.33,791.33,,,,21.591,,,,,,552.073,,,,552.073,1364.994,455.161,,,,,68.744,,,68.744,523.905,1888.899,0.0,336.001,,,-291.114,1039.628,-9.349,1075.166,0.0,1075.166,2964.065,
04/25/2009,3001.728,50.902,50.902,0.0,19.817,19.817,0.0,1681.336,0.0,0.0,1589.963,91.373,101.739,,,,101.739,1853.794,1061.683,1900.668,-838.985,0.0,86.251,61.798,34.603,27.195,24.453,1147.934,,1308.309,910.199,,,398.11,9.08,7.986,,,,1.094,153.288,,10.986,,143.83,1470.677,279.01,279.01,,,,72.236,,,61.25,351.246,1821.923,0.0,351.971,0.01,351.961,-291.114,1127.492,-8.544,1179.805,0.0,1179.805,3001.728,
07/18/2009,3044.971,126.391,126.391,0.0,19.515,19.515,0.0,1635.754,0.0,0.0,1541.062,94.692,113.726,,,,113.726,1895.386,1067.432,1930.024,-862.592,0.0,82.153,61.524,34.603,26.921,20.629,1149.585,,1278.364,875.987,,,402.377,0.834,0.076,,,,0.758,142.227,,8.82,,131.595,1421.425,278.835,278.835,,,,81.623,,,72.803,360.458,1781.883,0.0,374.523,0.01,374.513,-305.483,1202.082,-8.034,1263.088,0.0,1263.088,3044.971,
10/10/2009,3165.898,216.215,216.215,0.0,18.732,18.732,0.0,1657.067,0.0,0.0,1559.273,97.794,120.642,,,,120.642,2012.656,1070.217,1954.244,-884.027,0.0,83.025,61.057,34.387,26.67,21.968,1153.242,,1349.247,959.692,,,389.555,1.307,0.0,,,,1.307,122.404,,7.741,,110.994,1472.958,278.149,278.149,,,,122.235,,,114.494,400.384,1873.342,0.0,382.776,0.01,382.766,-340.681,1258.407,-7.946,1292.556,0.0,1292.556,3165.898,
01/02/2010,3072.963,100.018,100.018,0.0,16.389,16.389,0.0,1631.867,0.0,0.0,1534.61,97.257,139.344,0.0,0.0,,139.344,1887.618,1100.338,2014.383,-914.045,0.0,85.007,60.806,34.387,26.419,24.201,1185.345,,1348.634,966.274,0.0,0.0,382.36,1.344,0.0,0.0,0.0,,1.344,116.049,0.0,6.644,,105.349,1466.027,202.927,202.927,0.0,0.0,,121.644,,7.112,107.888,324.571,1790.598,0.0,392.972,0.01,392.962,-391.176,1287.268,-6.699,1282.365,0.0,1282.365,3072.963,
04/24/2010,3202.808,133.286,133.286,0.0,,,,1745.555,0.0,0.0,1630.048,115.507,144.455,,,,144.455,2023.296,1095.935,2021.324,-925.389,0.0,83.577,60.472,34.387,26.085,23.105,1179.512,,1599.736,1185.782,,,413.954,1.293,0.0,,,,1.293,96.686,,4.708,,85.679,1697.715,277.695,277.695,,,,118.015,,,113.307,395.71,2093.425,0.0,404.813,0.01,404.803,-680.583,1391.383,-6.23,1109.383,0.0,1109.383,3202.808,
07/17/2010,3328.727,160.818,160.818,0.0,,,,1816.998,0.0,0.0,1692.502,124.496,163.554,,,,163.554,2141.37,1098.901,2035.572,-936.671,0.0,88.456,60.221,34.387,25.834,28.235,1187.357,,1707.232,1266.244,,,440.988,1.075,0.0,,,,1.075,137.907,,2.626,,126.405,1846.214,301.254,301.254,,,,114.809,,,112.183,416.063,2262.277,0.0,432.275,0.011,432.264,-848.547,1487.187,-4.465,1066.45,0.0,1066.45,3328.727,
10/09/2010,3394.325,194.502,194.502,0.0,,,,1839.498,0.0,0.0,1708.833,130.665,167.662,,,,167.662,2201.662,1104.38,2010.676,-906.296,0.0,88.283,59.97,34.387,25.583,28.313,1192.663,,1672.589,1255.608,,,416.981,1.176,0.0,,,,1.176,154.099,,,,141.818,1827.864,301.043,301.043,,,,123.38,,,123.38,424.423,2252.287,0.0,443.606,0.011,443.595,-869.256,1569.768,-2.08,1142.038,0.0,1142.038,3394.325,
01/01/2011,3354.217,59.209,59.209,0.0,17.371,17.371,0.0,1863.87,0.0,0.0,1737.059,126.811,183.821,0.0,0.0,,183.821,2124.271,1143.17,2070.734,-927.564,0.0,86.776,59.747,34.387,25.36,27.029,1229.946,,1696.199,1292.113,0.0,0.0,404.086,0.973,0.0,0.0,0.0,,0.973,150.877,0.0,0.0,68.62,150.877,1848.049,300.851,300.851,0.0,0.0,,165.943,0.0,6.865,90.458,466.794,2314.843,0.0,456.656,0.011,456.645,-1028.612,1612.927,-1.597,1039.374,0.0,1039.374,3354.217,
04/23/2011,3573.383,53.667,53.667,0.0,,,,2118.119,0.0,0.0,1987.225,130.894,163.702,,,,163.702,2335.488,1151.926,2099.604,-947.678,0.0,85.969,59.449,34.387,25.062,26.52,1237.895,,1960.899,1574.347,,,386.552,0.923,0.0,0.0,0.0,,0.923,114.508,,,,114.508,2076.33,430.832,430.832,,,,182.337,,,182.337,613.169,2689.499,0.0,468.764,0.011,468.753,-1302.998,1717.739,0.379,883.884,0.0,883.884,3573.383,
07/16/2011,3603.468,68.82,68.82,0.0,,,,2091.913,0.0,0.0,1974.213,117.7,181.433,,,,181.433,2342.166,1172.132,2137.574,-965.442,0.0,89.17,59.226,34.387,24.839,29.944,1261.302,,1966.507,1570.32,,,396.187,0.991,0.0,,,,0.991,118.537,,,,118.537,2086.035,565.42,565.42,,,,187.735,,,187.735,753.155,2839.19,0.0,479.066,0.011,479.055,-1542.794,1826.392,1.614,764.278,0.0,764.278,3603.468,
10/08/2011,3678.068,65.929,65.929,0.0,23.465,23.465,0.0,2109.721,0.0,0.0,1999.651,110.07,175.007,,,,175.007,2374.122,1191.453,2155.298,-963.845,0.0,112.493,80.5,51.378,29.122,31.993,1303.946,,1976.341,1586.058,0.0,,390.283,0.949,0.0,,,,0.949,128.338,,,,128.338,2105.628,599.438,599.438,,,,195.376,,,195.376,794.814,2900.442,0.0,485.253,0.011,485.242,-1642.807,1927.559,7.621,777.626,0.0,777.626,3678.068,
12/31/2011,3655.754,57.901,57.901,0.0,19.079,19.079,0.0,2043.158,0.0,0.0,1941.055,102.103,173.682,,0.0,,173.682,2293.82,1223.099,2206.721,-983.622,0.0,138.835,107.769,76.389,31.38,31.066,1361.934,,2038.929,1653.183,0.0,0.0,385.746,0.848,0.0,0.0,0.0,,0.848,148.098,,,68.62,148.098,2187.875,415.136,415.136,0.0,0.0,,204.829,,,136.209,619.965,2807.84,0.0,500.248,0.011,500.237,-1644.767,1989.629,2.804,847.914,0.0,847.914,3655.754,
04/21/2012,4045.112,364.084,364.084,0.0,19.195,19.195,0.0,2106.944,0.0,0.0,1997.2,109.744,179.611,,,,179.611,2669.834,1233.689,2249.324,-1015.635,0.0,141.589,106.677,76.389,30.288,34.912,1375.278,,2114.146,1737.339,,,376.807,0.807,0.0,0.0,0.0,,0.807,133.761,,,,133.761,2248.714,599.841,599.841,,,,217.908,,,217.908,817.749,3066.463,0.0,506.97,0.007,506.963,-5.174,473.944,2.909,978.649,0.0,978.649,4045.112,
07/14/2012,4169.146,448.594,448.594,0.0,38.464,38.464,0.0,2096.341,0.0,0.0,1984.944,111.397,181.768,,,,181.768,2765.167,1263.68,2308.882,-1045.202,0.0,140.299,105.857,76.389,29.468,34.442,1403.979,,2155.764,1738.101,,,417.663,0.76,0.0,,,,0.76,135.517,,,,135.517,2292.041,599.696,599.696,,,,218.308,,,218.308,818.004,3110.045,0.0,512.209,0.007,512.202,-25.042,569.138,2.796,1059.101,0.0,1059.101,4169.146,
10/06/2012,4357.206,479.383,479.383,0.0,90.571,90.571,0.0,2193.369,0.0,0.0,2070.582,122.787,184.566,,,,184.566,2947.889,1270.432,2346.185,-1075.753,0.0,138.885,105.038,76.389,28.649,33.847,1409.317,,2239.112,1825.162,0.0,0.0,413.95,0.699,0.0,,,,0.699,141.043,,,,141.043,2380.854,599.55,599.55,,,,229.324,,,229.324,828.874,3209.728,0.0,515.737,0.007,515.73,-25.193,654.251,2.683,1147.478,0.0,1147.478,4357.206,
12/29/2012,4613.814,598.111,598.111,0.0,110.153,110.153,0.0,2308.609,0.0,0.0,2182.419,126.19,167.327,,0.0,,167.327,3184.2,1291.759,2393.906,-1102.147,0.0,137.855,105.234,76.389,28.845,32.621,1429.614,,2409.453,2029.814,0.0,0.0,379.639,0.627,0.0,0.0,0.0,,0.627,149.558,,,94.509,149.558,2559.638,604.461,604.461,0.0,0.0,,239.021,,,144.512,843.482,3403.12,0.0,520.222,0.007,520.215,-27.095,714.9,2.667,1210.694,0.0,1210.694,4613.814,
04/20/2013,4747.485,407.724,407.724,0.0,149.952,149.952,0.0,2423.772,0.0,0.0,2296.696,127.076,181.426,,,,181.426,3162.874,1284.805,2438.063,-1153.258,0.0,299.806,259.783,201.789,57.994,40.023,1584.611,,2482.864,2101.549,,,381.315,0.689,0.0,,,,0.689,140.588,,,,140.588,2624.141,604.265,604.265,0.0,0.0,,248.632,0.0,,248.632,852.897,3477.038,0.0,520.283,0.007,520.276,-87.013,832.286,4.891,1270.447,0.0,1270.447,4747.485,
07/13/2013,4852.288,520.969,520.969,0.0,163.978,163.978,0.0,2407.041,0.0,0.0,2285.553,121.488,184.291,,,,184.291,3276.279,1285.029,2474.96,-1189.931,0.0,290.98,255.946,199.791,56.155,35.034,1576.009,,2498.455,2048.202,,,450.253,0.878,0.0,,,,0.878,140.332,,,,140.332,2639.665,604.117,604.117,,,,239.527,,,239.527,843.644,3483.309,0.0,522.349,0.007,522.342,-102.883,944.764,4.749,1368.979,0.0,1368.979,4852.288,
10/05/2013,4944.699,567.301,567.301,0.0,149.67,149.67,0.0,2463.978,0.0,0.0,2338.264,125.714,197.742,,,,197.742,3378.691,1278.655,2509.774,-1231.119,0.0,287.353,253.798,199.835,53.963,33.555,1566.008,,2486.786,2057.615,0.0,0.0,429.171,1.03,0.0,,,,1.03,148.528,,,,148.528,2636.344,604.027,604.027,,,,236.48,,,236.48,840.507,3476.851,0.0,524.748,0.007,524.741,-105.732,1044.224,4.608,1467.848,0.0,1467.848,4944.699,
12/28/2013,5564.774,1112.471,1112.471,0.0,145.67,145.67,0.0,2556.557,0.0,0.0,2424.795,131.762,174.686,,0.0,,174.686,3989.384,1283.97,2539.444,-1255.474,0.0,291.42,249.707,199.835,49.872,41.713,1575.39,,2609.239,2180.614,0.0,0.0,428.625,0.916,0.0,0.0,0.0,,0.916,154.63,,,86.638,154.63,2764.785,1052.668,1052.668,0.0,0.0,,231.116,0.0,2.305,142.173,1283.784,4048.569,0.0,531.3,0.007,531.293,-107.89,1089.112,3.683,1516.205,0.0,1516.205,5564.774,
04/19/2014,7913.074,83.358,83.358,0.0,419.746,419.746,0.0,3910.948,0.0,0.0,3766.905,144.043,227.732,,,,227.732,4641.784,1425.117,2703.964,-1278.847,0.0,1846.173,1801.124,1011.299,789.825,45.049,3271.29,,3517.426,2975.975,,,541.451,70.865,0.0,,,,70.865,75.956,,,,75.956,3664.247,2001.74,2001.74,,,,580.456,,,580.456,2582.196,6246.443,0.0,542.452,0.007,542.445,-108.505,1232.425,0.259,1666.631,0.0,1666.631,7913.074,
07/12/2014,7969.525,67.446,67.446,0.0,453.622,453.622,0.0,3935.157,0.0,0.0,3794.063,141.094,258.551,,,,258.551,4714.776,1422.083,2734.114,-1312.031,0.0,1832.666,1780.614,1001.213,779.401,52.052,3254.749,,3633.539,3054.34,,,579.199,70.694,0.0,,,,70.694,69.94,,,,69.94,3774.173,1797.795,1797.795,,,,583.032,,,583.032,2380.827,6155.0,0.0,548.882,0.007,548.875,-108.647,1367.516,6.774,1814.525,0.0,1814.525,7969.525,
10/04/2014,7997.737,89.664,89.664,0.0,435.377,435.377,0.0,3941.549,0.0,0.0,3805.615,135.934,296.683,,,,296.683,4763.273,1424.569,2766.264,-1341.695,0.0,1809.895,1761.053,997.715,763.338,48.842,3234.464,,3664.174,3090.991,0.0,0.0,573.183,5.58,0.0,,,,5.58,114.288,,,,114.288,3784.042,1730.15,1730.15,,,,558.046,,,558.046,2288.196,6072.238,0.0,553.736,0.007,553.729,-108.729,1485.31,-4.818,1925.499,0.0,1925.499,7997.737,
01/03/2015,7962.358,104.671,104.671,0.0,360.922,360.922,0.0,3936.955,0.0,0.0,3814.123,122.832,338.492,0.0,0.0,3.202,337.969,4741.04,1432.03,2804.389,-1372.359,0.0,1789.288,1743.551,995.426,748.125,42.535,3221.318,,3616.038,3095.365,87.473,0.0,433.2,0.582,0.0,0.0,0.0,,0.582,126.446,0.0,0.0,360.903,37.273,3743.066,1636.311,1636.311,0.0,0.0,,580.069,0.0,2.931,216.235,2216.38,5959.446,0.0,562.952,0.007,562.945,-113.044,1565.341,-12.337,2002.912,0.0,2002.912,7962.358,
04/25/2015,8146.695,123.821,123.821,0.0,405.5,405.5,0.0,4104.777,0.0,0.0,3965.414,139.363,302.767,,,,302.767,4936.865,1397.95,2813.94,-1415.99,0.0,1811.88,1723.041,993.276,729.765,88.839,3209.83,,3675.505,3138.574,,,536.931,0.587,0.0,,,,0.587,148.386,,,,148.386,3824.478,1609.687,1609.687,,,,565.942,,,565.942,2175.629,6000.107,0.0,572.176,0.007,572.169,-114.634,1709.024,-19.978,2146.588,0.0,2146.588,8146.695,
07/18/2015,8167.875,114.536,114.536,0.0,417.282,417.282,0.0,4119.592,0.0,0.0,3962.138,157.454,326.518,,,,326.518,4977.928,1400.342,2835.919,-1435.577,0.0,1789.605,1706.444,991.742,714.702,83.161,3189.947,,3722.259,3174.411,,,547.848,0.591,0.0,,,,0.591,156.908,,,,156.908,3879.758,1453.044,1453.044,,,,545.944,,,545.944,1998.988,5878.746,0.0,582.029,0.007,582.022,-114.778,1854.608,-32.73,2289.129,0.0,2289.129,8167.875,
10/10/2015,8181.536,105.346,105.346,0.0,435.964,435.964,0.0,4141.562,0.0,0.0,3972.375,169.187,325.513,,,,325.513,5008.385,1396.093,2865.347,-1469.254,0.0,1777.058,1695.295,992.576,702.719,81.763,3173.151,,3762.836,3180.175,,,582.661,0.595,0.0,,,,0.595,187.483,,,,187.483,3950.914,1293.102,1293.102,,,,524.444,,,524.444,1817.546,5768.46,0.0,589.331,0.007,589.324,-114.864,1970.662,-32.053,2413.076,0.0,2413.076,8181.536,
