Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/26/1992,962.583984,63.271,63.271,0.0,459.847992,,,154.940002,,,,,37.018002,,,,715.077026,201.048004,368.843994,-167.796005,0.0,,46.459,,,,,46.459,247.507004,,27.857,27.857,,,,21.599001,,,,,,151.605995,,,151.605995,201.061996,6.473,,,,,84.977997,,,,84.977997,91.450997,292.512993,0.0,82.376999,,,0.0,,587.69397,670.070969,0.0,670.070969,962.583962,
01/02/1993,1177.412964,58.973,58.973,0.0,508.09201,,,221.261993,,,,,49.276001,,,,837.603027,226.498001,444.283997,-217.785995,0.0,,113.311996,,,,,113.311996,339.809998,,45.008999,45.008999,,,,66.903,,,,,,210.162006,,,210.162006,322.074005,93.106003,,,,,97.568001,,,,97.568001,190.674004,512.748009,0.0,82.726997,,,0.0,,581.937988,664.664986,0.0,664.664986,1177.412994,
04/03/1993,1128.536011,27.739,27.739,0.0,484.359009,,,229.613007,,,,,49.443001,,,,791.153992,225.059998,446.890015,-221.830002,0.0,,112.321999,,,,,112.321999,337.381996,,41.957001,41.957001,,,,17.905001,,,,,,199.055998,,,199.055998,258.917999,95.351997,,,,,102.494003,,,,102.494003,197.846001,456.764,0.0,83.495003,,,0.0,,588.276978,671.77198,0.0,671.77198,1128.53598,
07/03/1993,1145.369995,19.813,19.813,0.0,482.316986,,,251.703995,,,,,49.452999,,,,803.286987,226.429001,453.507996,-227.078995,0.0,,115.653999,,,,,115.653999,342.083,,36.098,36.098,,,,24.559999,,,,,,210.610006,,,210.610006,271.268005,98.778999,,,,,103.334999,,,,103.334999,202.113998,473.382004,0.0,86.985001,,,0.0,,585.002991,671.987991,0.0,671.987991,1145.369995,
10/02/1993,1212.104004,16.872,16.872,0.0,504.562988,,,276.118011,,,,,63.324001,,,,860.877014,226.227997,459.299988,-233.072006,0.0,,124.999001,,,,,124.999001,351.226997,,42.442001,42.442001,,,,69.765999,,,,,,196.108009,,,196.108009,308.31601,100.783997,,,,,106.100998,,,,106.100998,206.884995,515.201004,0.0,92.876999,,,0.0,,604.026001,696.903,0.0,696.903,1212.104004,
12/31/1993,1218.932983,6.729,6.729,0.0,539.948975,,,249.102005,,,,,58.818001,,,,854.598022,224.809998,451.868988,-227.059006,0.0,,139.524994,,,,,139.524994,364.334991,,57.279999,57.279999,,,,66.288002,,,,,,184.468987,,,184.468987,308.036987,99.682999,,,,,109.550003,,,,109.550003,209.233002,517.269989,0.0,94.972,,,-9.312,,616.002979,701.662979,0.0,701.662979,1218.932968,
04/02/1994,1218.698975,11.81,11.81,0.0,542.231018,,,243.850998,,,,,58.444,,,,856.335999,220.850998,451.989014,-231.138,0.0,,141.511993,,,,,141.511993,362.362991,,46.861,46.861,,,,58.803001,,,,,,188.362,,,188.362,294.026001,99.242996,,,,,109.514999,,,,109.514999,208.757996,502.783997,0.0,99.517998,,,-9.312,,625.708973,715.91497,0.0,715.91497,1218.698967,
07/02/1994,1242.535034,19.101999,19.101999,0.0,541.416016,,,250.190994,,,,,58.566002,,,,869.275024,223.110992,458.838989,-235.727997,0.0,,150.149002,,,,,150.149002,373.259995,,39.353001,39.353001,,,,60.862,,,,,,204.232998,,,204.232998,304.447998,99.555,,,,,113.081001,,,,113.081001,212.636002,517.084,0.0,103.297997,,,-9.312,,631.465015,725.451012,0.0,725.451012,1242.535011,
10/01/1994,1211.234985,12.802,12.802,0.0,538.521973,,,252.753006,,,,,62.046001,,,,866.122986,199.720001,432.365997,-232.645996,0.0,,145.391998,,,,,145.391998,345.112,,37.230999,37.230999,,,,25.131001,,,,,,189.677002,,,189.677002,252.039001,88.43,,,,,117.244003,,,,117.244003,205.674004,457.713005,0.0,104.163002,,,-9.312,,658.671009,753.522011,0.0,753.522011,1211.235016,
12/31/1994,1234.905029,9.015,9.015,0.0,568.377991,,,229.037003,,,,,66.589996,,,,873.02002,209.141998,453.606995,-244.464996,0.0,,152.742996,,,,,152.742996,361.884995,,56.679001,56.679001,,,,10.631,,,,,,170.559003,,,170.559003,237.869003,108.980003,,,,,121.657997,,,,121.657997,230.638,468.507004,0.0,104.955002,,,-9.312,,670.754993,766.397995,0.0,766.397995,1234.904999,
04/01/1995,1269.541992,18.254,18.254,0.0,583.312012,,,233.733002,,,,,66.842003,,,,902.140991,206.593002,456.890015,-250.296997,0.0,,160.807999,,,,,160.807999,367.401001,,53.77,53.77,,,,36.882999,,,,,,185.347,,,185.347,276.0,113.866997,,,,,123.456001,,,,123.456001,237.322998,513.322998,0.0,105.93,,,-37.804001,,688.093002,756.219002,0.0,756.219002,1269.542,
07/01/1995,1345.345947,18.732,18.732,0.0,625.137024,,,245.723999,,,,,68.849998,,,,958.442993,205.455002,461.825989,-256.371002,0.0,,181.447998,,,,,181.447998,386.903,,47.368,47.368,,,,148.274994,,,,,,208.760998,,,208.760998,404.403992,114.075996,,,,,126.741997,,,,126.741997,240.817993,645.221985,0.0,110.808998,,,-109.686996,,699.001999,700.124001,0.0,700.124001,1345.345985,
09/30/1995,1373.011963,14.273,14.273,0.0,643.846985,,,250.093002,,,,,77.43,,,,985.643005,206.863998,464.028992,-257.165009,0.0,,180.505005,,,,,180.505005,387.369003,,42.459,42.459,,,,153.656998,,,,,,204.855011,,,204.855011,400.971008,113.889,,,,,127.931999,,,,127.931999,241.820999,642.792007,0.0,115.231003,,,-109.686996,,724.67601,730.220016,0.0,730.220016,1373.012024,
12/30/1995,1360.973022,16.211,16.211,0.0,610.064026,,,250.434006,,,,,69.980003,,,,946.689026,220.067001,468.877991,-248.811005,0.0,,194.216995,,,,,194.216995,414.283997,,75.602997,75.602997,,,,26.212999,,,,,,234.259016,,,234.259016,336.075012,143.763,,,,,130.403,,,,130.403,274.166,610.241013,0.0,117.820999,,,-109.686996,,742.598007,750.73201,0.0,750.73201,1360.973022,
03/30/1996,1343.104004,23.549,23.549,0.0,578.143005,,,245.421997,,,,,79.907997,,,,927.021973,224.363007,477.70401,-253.341003,0.0,,191.718994,,,,,191.718994,416.082001,,57.425999,57.425999,,,,25.459,,,,,,242.706005,,,242.706005,325.591003,109.894997,,,,,136.897995,,,,136.897995,246.792992,572.383995,0.0,121.334,,,-109.686996,,759.072983,770.719986,0.0,770.719986,1343.103981,
06/29/1996,1489.064941,26.57,26.57,0.0,609.356995,,,267.299988,,,,,77.827003,,,,981.054016,228.419998,488.446014,-260.026001,0.0,,279.591003,,,,,279.591003,508.011002,,68.623001,68.623001,,,,31.784,,,,,,269.717999,,,269.717999,370.125,119.641998,,,,,213.207993,,,,213.207993,332.849991,702.974991,0.0,129.856003,,,-112.626999,,768.861008,786.090012,0.0,786.090012,1489.065002,
09/28/1996,1524.097046,19.461,19.461,0.0,619.411011,,,279.178009,,,,,80.473999,,,,998.523987,239.162003,504.890991,-265.729004,0.0,,286.411011,,,,,286.411011,525.573013,,75.561996,75.561996,,,,19.684999,,,,,,260.441999,,,260.441999,355.688995,150.610992,,,,,211.664993,,,,211.664993,362.275986,717.964981,0.0,130.677994,,,-123.999001,,799.45298,806.131973,0.0,806.131973,1524.096954,
12/28/1996,1520.787964,15.35,15.35,0.0,651.739014,,,269.75,,,,,80.485001,,,,1017.323975,245.294006,510.239014,-264.945007,0.0,,258.170013,,,,,258.170013,503.464019,,89.309998,89.309998,,,,23.274,,,,,,228.787004,,,228.787004,341.371002,149.804001,,,,,201.451996,,,,201.451996,351.255997,692.626999,0.0,132.477997,,,-128.871002,,824.553985,828.16098,0.0,828.16098,1520.787979,
03/29/1997,1617.687988,9.129,9.129,0.0,657.677002,,,299.203003,,,,,86.037003,,,,1052.046021,247.382004,517.450989,-270.069,0.0,,318.26001,,,,,318.26001,565.642014,,96.235001,96.235001,,,,12.119,,,,,,262.392001,,,262.392001,370.746002,200.065002,,,,,202.770996,,,,202.770996,402.835999,773.582001,0.0,134.957993,,,-129.287994,,838.436005,844.106003,0.0,844.106003,1617.688004,
06/30/1997,1617.980957,9.828,9.828,0.0,637.416016,,,316.26001,,,,,87.308998,,,,1050.812988,248.457001,502.235992,-253.779007,0.0,,318.710999,,,,,318.710999,567.167999,,93.380997,93.380997,,,,27.583,,,,,,246.900017,,,246.900017,367.864014,182.623993,,,,,208.815002,,,,208.815002,391.438995,759.303009,0.0,136.014008,,,-129.287994,,851.951996,858.678009,0.0,858.678009,1617.981018,
09/27/1997,1658.234009,15.422,15.422,0.0,600.291016,,,367.313995,,,,,87.758003,,,,1070.785034,255.511002,532.122009,-276.610992,0.0,,331.937988,,,,,331.937988,587.44899,,101.490997,101.490997,,,,29.937,,,,,,232.298992,,,232.298992,363.72699,200.061005,,,,,208.951004,,,,208.951004,409.012009,772.738998,0.0,143.973999,,,-143.432007,,884.953003,885.494995,0.0,885.494995,1658.233994,
01/03/1998,1641.357056,25.679001,25.679001,0.0,539.588989,,,373.154999,,,,,83.286003,,,,1021.708984,265.765015,529.450989,-263.686005,0.0,,353.882996,,,,,353.882996,619.64801,,91.553001,91.553001,,,,23.951,,,,,,237.025997,,,237.025997,352.529999,151.016006,,,,,245.673996,,,,245.673996,396.690002,749.220001,0.0,149.229996,,,-165.671005,,908.577988,892.136978,0.0,892.136978,1641.356979,
04/04/1998,1661.886,8.99,8.99,0.0,548.432,548.432,,420.655,74.291,46.086,399.18,-98.902,92.516,,,,1070.593,266.506,537.64,-271.134,0.0,,324.787,267.683,,,,57.104,591.293,,95.939,95.939,,,,58.165,,,,,,236.634,,,236.634,390.738,204.191,,,,,200.594,,,,200.594,404.785,795.523,0.0,150.419,,,-213.476,960.245,-30.825,866.363,0.0,866.363,1661.886,
07/04/1998,1695.254028,11.962,11.962,0.0,521.677002,,,446.562012,73.400002,43.738998,329.423004,,101.209999,,,,1081.411011,270.925995,567.994995,-297.069,0.0,,342.916992,284.987,,,,57.929993,613.842987,,86.889,86.889,,,,60.076,,,,,,239.195004,,,239.195004,386.160004,245.119995,,,,,208.936996,,,,208.936996,454.056992,840.216995,0.0,192.494003,,,-8.52,,671.06303,855.037033,0.0,855.037033,1695.254028,
10/03/1998,1671.347046,13.47,13.47,0.0,507.783997,,,420.511993,78.268997,43.617001,298.626007,,127.18,,,,1068.946045,272.390991,577.354004,-304.963013,0.0,,330.01001,262.928009,,,,67.082001,602.401001,,85.239998,85.239998,,,,61.987999,,,,,,292.757996,,,292.757996,439.985992,246.095993,,,,,212.626007,,,,212.626007,458.722,898.707993,0.0,156.382996,,,-22.785,,639.040981,772.638977,0.0,772.638977,1671.34697,
01/02/1999,1674.920044,15.041,15.041,0.0,554.703003,,,375.436005,74.192001,38.356998,359.358002,-96.471001,134.651993,,,,1079.832031,272.029999,583.81897,-311.789001,0.0,,323.058014,262.919006,,,,60.139008,595.088013,,89.442001,89.442001,,,,93.116997,,,,,,275.494011,,,275.494011,458.053009,246.643997,,,,,207.955994,,,,207.955994,454.599991,912.653,0.0,184.069,,,-33.736,,611.933998,762.266998,0.0,762.266998,1674.919998,
04/03/1999,1642.129,19.238,19.238,0.0,500.265,500.265,,381.697,72.647,46.947,359.114,-97.011,135.831,,,,1037.031,267.275,585.015,-317.74,0.0,,337.823,280.296,,,,57.527,605.098,,99.975,99.975,,,,50.415,,,,,,290.8,,,290.8,441.19,246.288,,,,,192.918,,,,192.918,439.206,880.396,0.0,142.991,,,-48.451,902.521,-235.328,761.733,0.0,761.733,1642.129,
07/03/1999,1670.178,15.664,15.664,0.0,500.548,500.548,,392.76,65.443,44.881,379.732,-97.296,131.068,,,,1040.04,269.981,583.798,-313.817,0.0,,360.157,308.624,,,,51.533,630.138,,80.166,80.166,,,,61.812,,,,,,314.693,,,314.693,456.671,252.856,,,,,197.686,,,,197.686,450.542,907.213,0.0,191.427,,,-48.451,901.252,-281.263,762.965,0.0,762.965,1670.178,
10/02/1999,2206.946,42.688,42.688,0.0,568.66,568.66,,498.07,81.854,58.268,453.489,-95.541,189.536,,,,1298.954,351.002,754.351,-403.349,0.0,,556.99,454.256,,,,102.734,907.992,,152.015,152.015,,,,37.018,,,,,,315.249,,,315.249,504.282,669.715,,,,,222.164,,,,222.164,891.879,1396.161,0.0,163.654,,,-48.451,943.787,-248.205,810.785,0.0,810.785,2206.946,
01/01/2000,2149.822,17.617,17.617,0.0,617.645,617.645,,454.841,81.856,47.869,418.49,-93.374,116.238,,,,1206.341,362.598,688.801,-326.203,0.0,,580.883,453.293,389.2,64.093,,127.59,943.481,,146.422,146.422,,,,22.349,,,,,,283.978,,,283.978,452.749,607.476,,,,,264.336,,,,264.336,871.812,1324.561,0.0,129.021,,,-48.336,957.763,-213.187,825.261,0.0,825.261,2149.822,
04/01/2000,2168.963,14.897,14.897,0.0,641.348,641.348,,457.745,85.086,47.348,417.831,-92.52,111.977,,,,1225.967,353.946,689.033,-335.087,0.0,,589.05,453.598,,,,135.452,942.996,,127.245,127.245,,,,29.01,,,,,,290.591,,,290.591,446.846,622.188,,,,,256.709,,,,256.709,878.897,1325.743,0.0,126.929,,,-48.336,978.139,-213.512,843.22,0.0,843.22,2168.963,
07/01/2000,2178.289,8.055,8.055,0.0,642.398,642.398,,476.656,85.167,48.264,433.361,-90.136,113.454,,,,1240.563,354.593,709.791,-355.198,0.0,,583.133,454.577,,,,128.556,937.726,,155.989,155.989,,,,28.378,,,,,,301.744,,,301.744,486.111,579.908,,,,,250.4,,,,250.4,830.308,1316.419,0.0,130.005,,,-48.336,994.755,-214.554,861.87,0.0,861.87,2178.289,
09/30/2000,2075.42,8.968,8.968,0.0,618.067,618.067,,450.743,85.329,48.097,406.7,-89.383,107.324,,,,1185.102,351.746,704.11,-352.364,0.0,,538.572,414.54,,,,124.032,890.318,,142.769,142.769,,,,29.811,,,,,,273.556,,,273.556,446.136,563.382,,,,,246.106,,,,246.106,809.488,1255.624,0.0,110.046,,,-68.489,1020.582,-242.343,819.796,0.0,819.796,2075.42,
12/30/2000,2069.1,6.1,6.1,0.0,644.5,644.5,,418.9,79.7,45.1,386.0,-91.9,116.9,,,,1186.4,345.1,706.3,-361.2,0.0,,537.6,394.6,360.0,34.6,,143.0,882.7,,161.0,161.0,,,,70.3,,,,,,306.7,,,306.7,538.0,473.0,,,,,214.1,,,,214.1,687.1,1225.1,0.0,138.4,,,-78.9,1051.3,-266.8,844.0,0.0,844.0,2069.1,
03/31/2001,2028.8,4.8,4.8,0.0,631.0,631.0,,430.3,84.5,45.3,393.6,-93.1,123.5,,,,1189.6,332.2,702.0,-369.8,0.0,,507.0,405.8,,,,101.2,839.2,,169.8,169.8,,,,70.9,,,,,,288.2,,,288.2,528.9,475.9,,,,,190.3,,,,190.3,666.2,1195.1,0.0,146.4,,,-81.5,1064.3,-295.5,833.7,0.0,833.7,2028.8,
06/30/2001,2016.6,6.5,6.5,0.0,621.5,621.5,,440.2,84.9,46.1,402.8,-93.6,129.2,,,,1197.4,325.4,706.4,-381.0,0.0,,493.8,393.0,,,,100.8,819.2,,154.7,154.7,,,,38.0,,,,,,307.0,,,307.0,499.7,508.5,,,,,182.7,,,,182.7,691.2,1190.9,0.0,118.6,,,-83.7,1059.3,-268.5,825.7,0.0,825.7,2016.6,
09/29/2001,2015.9,5.5,5.5,0.0,622.4,622.4,,429.6,88.4,47.4,388.0,-94.2,133.7,,,,1191.2,325.0,713.5,-388.5,0.0,,499.7,401.2,,,,98.5,824.7,,147.6,147.6,,,,42.4,,,,,,334.8,,,334.8,524.8,490.2,,,,,184.2,,,,184.2,674.4,1199.2,0.0,104.2,,,-86.4,1046.0,-247.1,816.7,0.0,816.7,2015.9,
12/29/2001,1974.3,6.7,6.7,0.0,615.2,615.2,,375.2,77.2,41.5,351.4,-94.9,142.3,,,,1139.4,327.7,720.2,-392.5,0.0,,507.2,391.9,331.2,60.7,,115.3,834.9,,141.2,141.2,,,,29.1,,,,,,379.1,,,379.1,549.4,445.5,,,,,203.6,,,,203.6,649.1,1198.5,0.0,174.8,,,-90.1,1014.7,-323.6,775.8,0.0,775.8,1974.3,
03/30/2002,1983.9,5.4,5.4,0.0,633.1,633.1,,386.8,80.4,46.3,355.2,-95.1,135.8,,,,1161.1,320.2,721.3,-401.1,0.0,,502.6,393.9,332.6,61.3,,108.7,822.8,,177.4,177.4,,,,29.1,,,,,,333.4,,,333.4,539.9,459.1,,,,,199.2,,,,199.2,658.3,1198.2,0.0,174.5,,,-93.3,1025.2,-320.7,785.7,0.0,785.7,1983.9,
06/29/2002,2074.6,6.2,6.2,0.0,636.4,636.4,,414.5,88.9,51.2,369.8,-95.4,139.2,,,,1196.3,332.1,750.6,-418.5,0.0,,546.2,418.8,356.0,62.8,,127.4,878.3,,203.1,203.1,,,,19.7,,,,,,363.9,,,363.9,586.7,430.4,,,,,207.0,,,,207.0,637.4,1224.1,0.0,148.4,,,-96.5,1040.5,-241.9,850.5,0.0,850.5,2074.6,
09/28/2002,1997.2,6.9,6.9,0.0,591.8,591.8,,405.9,92.4,46.2,362.7,-95.4,128.1,,,,1132.7,327.8,753.9,-426.1,0.0,,536.7,416.6,353.6,63.0,,120.1,864.5,,186.2,186.2,,,,103.0,,,,,,349.4,,,349.4,638.6,304.8,,,,,206.3,,,,206.3,511.1,1149.7,0.0,115.1,,,-96.5,1045.7,-216.8,847.5,0.0,847.5,1997.2,
12/28/2002,1994.1,18.4,18.4,0.0,556.2,556.2,,369.9,86.2,42.0,337.5,-95.8,106.5,,,,1051.0,330.2,768.5,-438.3,0.0,,612.9,432.1,366.4,65.7,,180.8,943.1,,170.9,170.9,,,,56.4,,,,,,325.1,,,325.1,552.4,304.3,,,,,307.0,,,,307.0,611.3,1163.7,0.0,139.8,,,-102.3,1064.2,-271.3,830.4,0.0,830.4,1994.1,
03/29/2003,2023.5,15.4,15.4,0.0,561.0,561.0,,368.2,91.2,43.7,328.0,-94.7,120.5,,,,1065.1,333.1,788.4,-455.3,0.0,,625.3,441.8,375.7,66.1,,183.5,958.4,,180.3,180.3,,,,54.7,,,,,,334.5,,,334.5,569.5,304.2,,,,,292.3,,,,292.3,596.5,1166.0,0.0,126.2,,,-106.0,1071.3,-234.0,857.5,0.0,857.5,2023.5,
06/28/2003,2105.8,22.8,22.8,0.0,580.1,580.1,,385.1,92.6,47.0,340.1,-94.6,127.9,,,,1115.9,335.0,810.3,-475.3,0.0,,654.9,465.9,397.6,68.3,,189.0,989.9,,176.6,176.6,,,,31.9,,,,,,362.3,,,362.3,570.8,305.0,,,,,303.1,,,,303.1,608.1,1178.9,0.0,147.2,,,-106.0,1078.8,-193.1,926.9,0.0,926.9,2105.8,
09/27/2003,2107.9,85.4,85.4,0.0,561.2,561.2,,365.2,90.9,47.0,316.8,-89.5,119.1,,,,1130.9,325.5,812.7,-487.2,0.0,,651.5,466.1,397.5,68.6,,185.4,977.0,,175.4,175.4,,,,31.8,,,,,,351.3,,,351.3,558.5,303.9,,,,,317.4,,,,317.4,621.3,1179.8,0.0,138.9,,,-110.3,1081.9,-182.4,928.1,0.0,928.1,2107.9,
01/03/2004,2138.5,96.1,96.1,0.0,546.8,546.8,,351.1,80.7,46.5,305.7,-81.8,137.7,,,,1131.7,328.6,825.1,-496.5,0.0,,678.2,487.1,417.6,69.5,,191.1,1006.8,,189.7,189.7,,,,30.2,,,,,,347.3,,,347.3,567.2,303.0,,,,,257.4,,,,257.4,560.4,1127.6,0.0,161.5,,,-114.7,1084.7,-120.6,1010.9,0.0,1010.9,2138.5,
04/03/2004,2171.8,107.6,107.6,0.0,574.7,574.7,,353.0,78.5,44.5,311.0,-81.0,159.4,,,,1194.7,317.3,824.2,-506.9,0.0,,659.8,478.4,410.2,68.2,,181.4,977.1,,215.8,215.8,,,,28.8,,,,,,359.8,,,359.8,604.4,303.8,,,,,268.2,,,,268.2,572.0,1176.4,0.0,167.7,,,-119.4,1082.8,-135.7,995.4,0.0,995.4,2171.8,
07/03/2004,2146.1,126.6,126.6,0.0,556.9,556.9,,344.3,78.6,44.5,301.9,-80.7,151.9,,,,1179.7,309.8,818.0,-508.2,0.0,,656.6,475.7,407.7,68.0,,180.9,966.4,,205.2,205.2,,,,27.9,,,,,,359.7,,,359.7,592.8,302.7,,,,,270.3,,,,270.3,573.0,1165.8,0.0,169.4,,,-139.3,1090.7,-140.5,980.3,0.0,980.3,2146.1,
10/02/2004,2150.5,153.3,153.3,0.0,527.5,527.5,,345.3,69.6,39.9,316.5,-80.7,155.6,,,,1181.7,302.1,809.1,-507.0,0.0,,666.7,478.8,411.2,67.6,,187.9,968.8,,200.8,200.8,,,,28.3,,,,,,328.6,,,328.6,557.7,303.5,,,,,287.2,,,,287.2,590.7,1148.4,0.0,146.9,,,-144.1,1099.0,-99.7,1002.1,0.0,1002.1,2150.5,
01/01/2005,2290.1,150.0,150.0,0.0,542.0,542.0,,341.9,69.6,40.0,308.6,-76.3,158.7,,,,1192.6,313.6,827.6,-514.0,0.0,,783.9,511.1,441.1,70.0,,272.8,1097.5,,194.9,194.9,,,,127.8,127.8,0.0,0.0,,,351.5,,,351.5,674.2,203.2,203.2,0.0,0.0,,302.0,,,,302.0,505.2,1179.4,0.0,172.8,,,-152.9,1108.7,-17.9,1110.7,0.0,1110.7,2290.1,
