Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Trading Securities/FVTPL,Available for Sales/FVTOCI,Real Estate Investments,Other Investments,Net Receivables,Total Commercial Loans,Other Commercial Loans,Total Consumer Loans,1-4 Family Residential Loans,Other Consumer Loans,Other Loans,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,"Property, Plant & Equip",Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Associates,Total Deferred Tax Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1999,3458.806885,631.320007,,,,0.0,,372.04599,,,,,,,216.807007,,216.807007,363.93399,,1221.342041,,,,,,870.164856,,65.512001,58.73,,,,,,391.268005,,,,,,,,,497.353996,1012.864002,0.0,129.035004,,,0.0,2338.043945,-21.135986,2445.942963,0.0,2445.942963,3458.806965,
06/30/1999,3575.104004,742.575989,,,,0.0,,314.101013,,,,,,,142.957001,,142.957001,390.307007,,1212.05896,,,,,,916.061035,,63.551998,58.924999,,,,,,395.665985,,,,,,,,,490.797997,1008.940979,0.0,129.207993,,,0.0,2447.487061,-10.531982,2566.163071,0.0,2566.163071,3575.10405,
09/30/1999,3666.790039,819.244019,,,,0.0,,365.458008,,,,,,,189.770996,-3.586,186.184998,416.390594,,1202.776978,842.177979,,,,,862.920441,,58.216,108.985001,,,,,,236.044006,,,,,,,,,606.55101,1009.796017,0.0,94.732002,,,0.0,2566.048096,-3.786133,2656.993965,0.0,2656.993965,3666.789982,
12/31/1999,3749.291992,960.317017,,,,0.0,,411.846985,,,,,,,237.580002,,237.580002,420.899994,,1193.494019,,,,,,762.733978,,55.583,59.133999,,,,,,541.244995,,,,,,,,,368.940002,1024.901997,0.0,25.105,,,0.0,2688.648926,10.635986,2724.389912,0.0,2724.389912,3749.291908,
03/31/2000,3661.489014,1076.965942,,,,0.0,,334.636993,,,,,,,166.182999,,166.182999,430.540009,,1184.212036,,,,,,635.134033,,55.553001,59.097,,,,,,381.240997,,,,,,,,,457.426998,953.317997,0.0,24.355,,,0.0,2673.329102,10.486816,2708.170918,0.0,2708.170918,3661.488914,
06/30/2000,3850.572021,1110.688965,,,,0.0,,377.631012,,,,,,,213.158005,,213.158005,441.786011,,1174.927979,,,,,,745.538055,,57.043999,68.913002,,,,,,334.529999,,,,,,,,,559.710007,1020.197006,0.0,24.355,,,0.0,2799.333984,6.686035,2830.375019,0.0,2830.375019,3850.572025,
09/30/2000,4042.443115,746.005005,,,,0.0,,436.882996,,,,,,,261.386993,-4.971,256.415985,444.694,,1169.484985,846.017029,,,,,1245.376129,,54.846001,68.776001,,,,,,294.089996,,,,,,,,,659.237991,1076.949989,0.0,24.372999,,,0.0,,2941.120117,2965.493116,0.0,2965.493116,4042.443106,
12/31/2000,4092.376953,1083.744995,,,,0.0,,454.540985,,,,,,,288.033997,,288.033997,440.720001,,1248.626953,,,,,,864.744019,,55.502998,68.793999,,,,,,285.76001,,,,,,,,,604.027988,1014.084995,0.0,24.413,,,0.0,3084.102051,-30.223145,3078.291906,0.0,3078.291906,4092.376902,
03/31/2001,3955.781982,988.655029,,,,0.0,,350.790009,,,,,,,197.619995,,197.619995,442.731995,,1238.68103,,,,,,934.92392,,47.411999,16.777,,,,,,254.578995,,,,,,,,,455.312012,774.080006,0.0,24.433001,,,0.0,3206.302979,-49.033936,3181.702044,0.0,3181.702044,3955.782049,
06/30/2001,5934.862793,875.112976,,,,0.0,,473.997986,,,,,,,456.864014,,456.864014,472.950012,,2018.235962,,,,,,2094.565857,,697.728027,8.703,,,,,,551.327026,,,,,,,,,741.968979,1999.727033,0.0,671.703003,,,0.0,,3263.433105,3935.136108,0.0,3935.136108,5934.863141,
09/30/2001,6265.65,568.977,,,,0.0,,603.379,,,,,,,564.882,-9.568,555.314,449.626,,1988.82,1286.622,,,,0.0,2654.848,,723.608,8.361,,,,,,566.013,,,,,,,,,989.772,2287.754,0.0,683.958,,,0.0,3342.979,-49.041,3977.896,0.0,3977.896,6265.65,
12/31/2001,6089.603027,788.328003,,,,0.0,,357.040009,,,,,,,349.042999,,349.042999,435.274994,,1984.444946,1287.005005,,,,,2524.515076,,695.241028,8.275,,,,,,583.79303,,,,,,,,,710.177017,1997.486074,0.0,702.065979,,,0.0,3443.156006,-53.10498,4092.117004,0.0,4092.117004,6089.603079,
03/31/2002,6494.580078,1089.82605,,,,0.0,,461.494995,,,,,,,491.847992,,491.847992,418.561005,,1980.560059,1287.005005,,,,,2544.13797,,795.969971,8.279,,,,,,605.267029,,,,,,,,,870.610977,2280.126977,0.0,721.299011,,,0.0,3544.865967,-51.711914,4214.453064,0.0,4214.453064,6494.580041,
06/30/2002,6448.76416,923.538025,,,,0.0,,368.881012,,,,,,,419.14801,,419.14801,401.079987,,1976.322998,1287.005005,,,,,2778.942139,,758.017029,8.685,,,,,,575.434021,,,,,,,,,790.347,2132.48305,0.0,726.263,,,0.0,3652.217041,-62.198975,4316.281067,0.0,4316.281067,6448.764117,
09/30/2002,6422.738,980.604,,,,,,393.03,,,,,,,453.372,-9.034,444.338,394.172,,2019.185,1321.939,,,,,2635.747,,733.571,7.83,,,,,,595.148,,,,,,,,,819.243,2155.792,,624.052,,,,3702.636,-59.742,4266.946,,4266.946,6422.738,
12/31/2002,6519.327148,1051.113037,,,,0.0,,350.940002,,,,,,,416.296997,,416.296997,386.785004,,2015.833008,1322.63501,,,,,2714.656097,,806.747986,6.015,,,,,,614.447021,,,,,,,,,734.315994,2161.526001,0.0,608.948975,,,0.0,3793.052979,-44.200928,4357.801025,0.0,4357.801025,6519.327027,
03/31/2003,6606.305176,824.885986,,,,0.0,,469.794006,,,,,,,516.679016,,516.679016,379.571014,,2018.061035,1327.582031,,,,,2913.993134,,720.187988,4.216,,,,,,636.085999,,,,,,,,,877.327972,2237.817959,0.0,530.356018,,,0.0,3883.49707,-45.365967,4368.487122,0.0,4368.487122,6606.305081,
06/30/2003,6977.109863,1413.415039,,,,0.0,,366.612,,,,,,,355.019989,,355.019989,369.904999,,2022.418945,1334.250977,,,,,2804.758881,,688.604004,2.134,,,,,,1081.696045,,,,,,,,,843.38501,2615.819059,0.0,358.541992,,,0.0,3996.009033,6.73999,4361.291016,0.0,4361.291016,6977.110074,
09/30/2003,6970.749023,1053.694946,,,,0.0,,441.156006,,,,,,,479.221985,-8.55,470.671997,356.772003,,2019.797974,1335.516968,,,,,3099.328094,,633.982971,0.287,,,,,,1108.880981,,,,,,,,,892.146027,2635.296979,0.0,132.617004,,,0.0,4129.644043,47.847168,4310.108215,25.344,4335.452215,6970.749194,
12/31/2003,7417.402,1352.776,,,,0.0,,392.994,,,,,,,339.107,,339.107,504.013,,2060.94,1376.68,,,,,3106.679,,633.772,164.9,,,,,,1135.789,,,,,,,,,821.392,2755.853,0.0,240.653,,,0.0,4280.25,77.726,4598.629,62.92,4661.549,7417.402,
03/31/2004,7850.48,2549.58,,,,0.0,,442.086,,,,,,,445.189,,445.189,486.644,,2061.078,1380.888,,,,,2311.092,,685.389,164.9,,,,,,1157.828,,,,,,,,,979.47,2987.587,0.0,285.506,,,0.0,4432.393,82.954,4800.853,62.04,4862.893,7850.48,
06/30/2004,8074.586,2480.416,,,,0.0,,404.475,,,,,,,524.771,,524.771,475.37,,2051.822,1377.279,,,,,2662.503,,558.989,164.935,,,,,,1179.26,,,,,,,,,1190.353,3093.537,0.0,255.428,,,0.0,4584.933,64.908,4905.269,75.78,4981.049,8074.586,
09/30/2004,8228.135,2917.188,,,,,,444.031,,,,,,,338.373,-3.697,334.676,470.578,,2053.257,1381.757,,,,0.0,2343.081,,555.746,170.0,,,,,,1196.409,,,,,,,,,1123.107,3045.262,,280.105,,,,4751.504,75.175,5106.784,76.089,5182.873,8228.135,
12/31/2004,8451.248,3105.21,,,,,,432.995,,,,,,,320.511,0.0,320.511,463.894,,2057.95,1388.83,,,,,2391.199,,637.75,170.0,,,,,,1215.774,,,,,,,,,995.822,3019.346,,281.807,,,,4966.489,91.036,5339.332,92.57,5431.902,8451.248,
03/31/2005,8699.455,3197.093,,,,0.0,,484.497,,,,,,,303.777,,303.777,490.777,,2051.029,1386.909,,,,,2476.059,,639.656,220.01,,,,,,1222.512,,,,,,,,,1466.332,3548.51,0.0,325.056,,,0.0,4660.516,75.715,5061.287,89.658,5150.945,8699.455,
06/30/2005,8528.563,2952.446,,,,0.0,,496.386,,,,,,,467.213,,467.213,487.005,,2046.703,1386.855,,,,,2546.023,,533.987,315.292,,,,,,1215.49,,,,,,,,,1072.072,3136.841,0.0,339.511,,,0.0,4897.264,64.763,5301.538,90.184,5391.722,8528.563,
09/30/2005,8893.927,3152.159,,,,0.0,,549.203,,,,,,,267.181,-2.906,264.275,489.366,,2047.444,1390.851,,,,,2655.755,,519.14,408.611,,,,,,1208.39,,,,,,,,,997.295,3133.436,0.0,400.134,,,0.0,5206.485,77.765,5684.384,76.107,5760.491,8893.927,
12/31/2005,8891.826,3626.353,,,,,,538.264,,,,,,,304.005,0.0,304.005,487.491,,2041.852,1389.96,,,,,2197.866,,535.24,177.315,,,,,,904.829,,,,,,,,,904.151,2521.535,0.0,707.579,,,0.0,5488.743,96.792,6293.114,77.177,6370.291,8891.826,
03/31/2006,9164.961,3750.437,,,,,,567.672,,,,,,,388.811,0.0,388.811,489.264,,1983.171,1403.988,,,,,2374.417,,413.752,256.759,,,,,,866.002,,,,,,,,,992.64,2529.153,0.0,776.937,,,0.0,5653.306,112.774,6543.017,92.791,6635.808,9164.961,
06/30/2006,8974.743,3413.196,,,,,,642.477,,,,,,,240.309,0.0,240.309,487.335,,1984.031,1406.823,,,,,2447.704,,476.811,345.767,,,,,,639.354,,,,,,,,,1095.371,2557.303,,197.682,,,0.0,5983.101,125.547,6306.33,111.11,6417.44,8974.743,
09/30/2006,9499.859,3613.135,,,,0.0,,711.141,,,,,,,256.05,-2.68,253.37,506.291,,1981.458,1406.825,,,,,2687.834,,548.907,400.393,,,,,,627.919,,,,,,,,,1142.116,2719.335,0.0,210.908,,,0.0,6333.843,139.977,6684.728,95.796,6780.524,9499.859,
12/31/2006,9663.476,4006.049,,,,,,689.187,,,,,,,419.485,0.0,419.485,511.659,,1976.203,1404.726,,,,,2480.378,,531.243,286.704,,,,,,612.983,,,,,,,,,1008.864,2439.794,0.0,203.816,,,0.0,6719.961,193.56,7117.337,106.345,7223.682,9663.476,
03/31/2007,9616.91,3979.168,,,,,,708.498,,,,,,,544.184,0.0,544.184,525.103,,1975.824,1406.461,,,,,2428.317,,442.655,409.644,,,,,,602.645,,,,,,,,,1018.558,2473.502,0.0,24.958,,,0.0,6824.363,181.66,7030.981,112.427,7143.408,9616.91,
06/30/2007,10911.893,3576.046,,,,,,1660.188,,,,,,,642.023,0.0,642.023,537.391,,2054.349,1437.9,,,,,3083.919,,878.696,587.328,,,,,,172.254,,,,,,,,,1174.968,2813.246,0.0,24.586,,,0.0,6757.861,229.625,7012.072,68.771,7080.843,9894.089,
09/30/2007,9932.272,3584.183,,,,0.0,,865.128,,,,,,,243.292,-2.772,240.52,559.483,,2058.244,1456.411,,294.136,,,2571.098,,442.011,660.773,,,,,,162.125,,,,,,,,,1293.684,2558.593,0.0,24.547,,,0.0,7049.417,258.311,7332.275,41.404,7373.679,9932.272,
12/31/2007,9672.751,2882.273,,,,,,832.266,,,,,,,749.012,0.0,749.012,561.006,,2056.499,1456.915,,,,0.0,3340.707,,516.336,760.254,,,,,,151.624,,,,,,,,,1193.644,2621.858,0.0,23.973,,,0.0,6767.556,221.362,7012.891,38.002,7050.893,9672.751,
03/31/2008,9944.722,3663.707,,,,,,738.474,,,,,,,778.131,0.0,778.131,567.541,,2047.701,1452.67,,,,0.0,2927.299,,528.714,1155.09,,,,,,141.076,,,,,,,,,1089.589,2914.469,0.0,23.636,,,0.0,6768.142,192.331,6984.109,46.144,7030.253,9944.722,
06/30/2008,9344.564,3044.114,,,,,,755.648,,,,,,,351.762,0.0,351.762,568.056,,2036.653,1448.419,,,,,2940.093,,545.315,254.384,,,,,,130.415,,,,,,,,,1210.885,2140.999,0.0,23.464,,,0.0,6971.027,161.238,7155.729,47.836,7203.565,9344.564,
09/30/2008,9176.52,2527.552,,,,0.0,,690.351,,,,,,,377.938,-6.291,371.647,554.706,,2017.665,1438.093,,,,,3386.246,,570.279,41.838,,,,,,227.433,,,,,,,,,1185.444,2024.994,0.0,23.278,,,0.0,7044.732,6.354,7074.364,77.162,7151.526,9176.52,
12/31/2008,8987.352,2836.797,1980.231,395.417,1159.706,,425.108,642.817,,,,,,,380.559,,380.559,553.477,553.477,1995.861,1424.038,571.823,345.714,57.421,0.0,194.475,,776.606,36.176,,,,,36.176,222.102,,,,222.102,,,,144.592,714.599,1894.075,0.0,23.292,23.292,0.0,0.0,7098.431,-83.477,7038.246,55.031,7093.277,8987.352,
03/31/2009,8830.436,2444.336,2338.818,417.12,1771.743,,149.955,577.998,,,,,,,369.495,,369.495,538.492,538.492,1985.239,1418.798,566.441,336.551,36.142,0.0,203.365,,645.999,24.996,,,,,24.996,206.72,,,,206.72,,,,147.674,716.302,1741.691,0.0,23.2,23.2,0.0,0.0,7134.454,-108.829,7048.825,39.92,7088.745,8830.436,
06/30/2009,9242.906,2370.665,2805.193,595.29,2058.067,,151.836,595.437,,,,,,,316.046,,316.046,535.265,535.265,1997.521,1428.914,568.607,371.518,51.322,0.0,199.939,,646.607,1.435,,,,,1.435,179.315,,,,179.315,,,,156.65,828.653,1812.66,0.0,23.039,23.039,0.0,0.0,7299.342,21.136,7343.517,86.729,7430.246,9242.906,
09/30/2009,9468.463,3104.451,2273.339,613.209,1499.342,,160.788,581.81,33.511,33.511,258.068,36.303,221.765,25.951,317.53,-7.026,310.504,535.459,535.459,2004.6,1436.626,567.974,398.995,67.773,0.0,191.532,,664.58,64.156,0.0,0.0,,,64.156,57.0,0.0,0.0,,57.0,5.919,,,218.845,758.402,1768.902,0.0,22.932,22.932,0.0,0.0,7505.89,103.351,7632.173,67.388,7699.561,9468.463,
12/31/2009,9224.129,2850.308,2178.772,547.07,1521.3,,110.402,632.517,,,,,,,375.51,,375.51,530.926,530.926,2007.219,1439.874,567.345,399.6,70.535,0.0,178.742,,689.245,256.657,,,,,256.657,66.0,,,,66.0,,,,223.645,817.192,2052.739,0.0,22.821,22.821,0.0,0.0,6986.831,125.399,7135.051,36.339,7171.39,9224.129,
03/31/2010,9520.582,3023.62,2145.735,533.304,1494.007,,118.424,625.866,,,,,,,378.911,,378.911,534.785,534.785,2012.701,1445.139,567.562,547.893,75.307,0.0,175.764,,709.136,285.97,,,,,285.97,66.0,,,,66.0,,,,228.77,814.14,2104.016,0.0,22.739,22.739,0.0,0.0,7217.85,143.687,7384.276,32.29,7416.566,9520.582,
