Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/2014,348.068,55.975,222.06,74.054,44.282,35.11,-5.338,,,,,,0.0,-255.406,-261.001,1.169,1.169,0.0,-262.17,-261.733,-0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.486,-56.977,-40.032,-28.659,,,11.676,11.676,0.0,0.038,0.0,35.685,12.779,471.004,
03/31/2015,215.339,44.633,218.9,-58.701,11.636,36.759,-107.096,,,,,,0.0,-172.895,-172.658,0.595,0.595,0.0,-173.253,-166.631,-6.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.207,-8.435,-3.925,11.022,,,-15.274,2.827,-18.101,-0.258,0.0,34.009,-0.382,143.446,
06/30/2015,368.704,75.595,213.929,79.377,11.891,69.15,-1.664,0.0,,,,0.0,0.0,-212.646,-212.46,2.624,2.624,0.0,-215.084,-214.674,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.186,-243.915,-80.744,-177.311,,,15.058,15.222,-0.164,-0.918,0.0,-87.857,0.741,134.557,
09/30/2015,335.781,23.103,217.288,95.024,13.728,7.227,74.069,,,,,,,-229.621,-222.145,0.931,0.931,0.0,-223.076,-222.664,-0.412,0.0,0.0,,0.0,0.0,0.0,0.0,-7.476,-30.089,-40.501,13.478,,,5.234,5.234,0.0,-8.3,0.0,76.071,0.352,145.27,
12/31/2015,337.779,32.118,215.135,89.145,23.066,20.26,45.819,,,,,,,-212.671,-212.761,0.257,0.257,0.0,-213.018,-212.427,-0.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,5.535,0.0,5.248,,,-5.157,,,5.444,0.0,130.643,6.987,483.545,
03/31/2016,131.554,94.377,212.453,-154.276,14.522,55.065,-223.863,,,,,,0.0,-148.028,-148.5,0.722,0.722,0.0,-149.222,-148.652,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,-53.348,-4.066,-21.478,,,-27.804,13.665,-41.469,0.0,0.0,-69.822,7.082,147.751,
06/30/2016,237.888,34.187,246.657,-42.956,10.256,36.984,-90.196,,,,,,0.0,-181.931,-182.069,0.699,0.699,0.0,-182.768,-181.629,-1.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,263.699,0.0,562.383,,,0.746,0.746,0.0,-299.43,0.0,319.656,0.0,111.189,
09/30/2016,156.138,-132.648,481.497,-192.711,1.091,-89.051,-104.751,,,,,,0.0,-139.629,-150.588,0.227,0.227,0.0,-150.815,-150.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.959,1207.698,0.0,1518.825,,,0.0,0.0,0.0,-311.127,0.0,1224.207,0.01,539.563,
12/31/2016,445.003,-161.501,437.608,334.036,8.073,-125.494,451.457,-165.14,,,,-165.14,0.0,-145.119,-143.377,4.121,4.121,0.0,-147.498,-147.392,-0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.742,-197.695,0.0,-190.948,,,0.113,0.113,0.0,-6.86,0.0,102.189,-0.506,1475.536,
03/31/2017,112.17,-60.808,443.176,-270.198,5.082,-43.318,-231.962,,,,,,0.0,-228.366,-184.208,0.374,0.374,0.0,-184.582,-184.399,-0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.158,44.49,0.0,199.886,,,0.0,0.0,0.0,-155.396,0.0,-71.706,1.732,410.811,
06/30/2017,431.513,-135.135,542.201,24.447,11.96,-71.75,84.237,,,,,,0.0,-139.742,-136.742,1.057,1.057,0.0,-137.799,-137.238,-0.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,53.619,-692.428,735.995,,,0.0,0.0,0.0,10.052,0.0,345.39,3.33,194.083,
09/30/2017,319.94,-156.043,656.1,-180.117,11.555,-101.185,-90.487,,,,,,0.0,-228.641,-227.391,2.159,2.159,0.0,-229.55,-228.594,-0.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-446.109,-232.834,-36.319,,,0.0,0.0,0.0,-176.956,0.0,-354.81,0.006,381.676,
