Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2011,10144.0,260.0,260.0,0.0,1322.0,1322.0,0.0,1065.0,121.0,0.0,890.0,54.0,104.0,104.0,4.0,,0.0,2751.0,3176.0,7416.0,-4240.0,330.0,330.0,3887.0,2957.0,2957.0,0,63.0,863.0,7393.0,,985.0,985.0,,371.0,335.0,,,,36.0,666.0,,,654.0,2022.0,3969.0,3969.0,,,,1455.0,,823.0,234.0,398.0,5424.0,7446.0,0.0,387.0,,387.0,,2785.0,-631.0,2541.0,157.0,2698.0,10144.0,
09/30/2011,9552.0,257.0,256.0,1.0,1218.0,1218.0,0.0,1052.0,113.0,0.0,885.0,54.0,112.0,112.0,19.0,,0.0,2639.0,2931.0,6998.0,-4067.0,312.0,312.0,3670.0,2762.0,2762.0,0,60.0,829.0,6913.0,,935.0,935.0,,345.0,295.0,,,,50.0,663.0,,,648.0,1943.0,3743.0,3743.0,,,,1398.0,,782.0,204.0,412.0,5141.0,7084.0,0.0,359.0,,359.0,,2901.0,-946.0,2314.0,154.0,2468.0,9552.0,
12/31/2011,8975.0,400.0,400.0,0.0,1158.0,1158.0,0.0,1061.0,123.0,0.0,891.0,47.0,124.0,124.0,13.0,,0.0,2743.0,2877.0,6899.0,-4022.0,315.0,315.0,3040.0,2082.0,2082.0,0,116.0,829.0,6232.0,,1487.0,1038.0,449.0,406.0,330.0,0.0,0.0,,76.0,187.0,0.0,0.0,177.0,2080.0,3627.0,3627.0,0.0,0.0,,1756.0,0.0,1140.0,212.0,404.0,5383.0,7463.0,0.0,295.0,,295.0,0.0,2344.0,-1280.0,1359.0,153.0,1512.0,8975.0,
03/31/2012,9161.0,299.0,299.0,0.0,1199.0,1199.0,0.0,1237.0,126.0,0.0,1061.0,50.0,130.0,130.0,8.0,,0.0,2865.0,2884.0,7049.0,-4165.0,316.0,316.0,3096.0,2127.0,2127.0,0,121.0,840.0,6296.0,,943.0,943.0,,406.0,319.0,,,,87.0,602.0,,,591.0,1951.0,3724.0,3724.0,,,,1750.0,,1126.0,214.0,410.0,5474.0,7425.0,0.0,271.0,,271.0,,2465.0,-1164.0,1572.0,164.0,1736.0,9161.0,
06/30/2012,8834.0,336.0,336.0,0.0,1173.0,1173.0,0.0,1223.0,124.0,0.0,1054.0,45.0,115.0,115.0,3.0,,0.0,2847.0,2721.0,6777.0,-4056.0,292.0,292.0,2974.0,2023.0,2023.0,0,115.0,833.0,5987.0,,909.0,909.0,,452.0,351.0,,,,101.0,588.0,,,580.0,1949.0,3567.0,3567.0,,,,1661.0,,1083.0,204.0,374.0,5228.0,7177.0,0.0,249.0,,249.0,,2598.0,-1332.0,1515.0,142.0,1657.0,8834.0,
09/30/2012,8871.0,336.0,336.0,0.0,1133.0,1133.0,0.0,1228.0,128.0,0.0,1054.0,46.0,91.0,91.0,3.0,,0.0,2788.0,2735.0,6837.0,-4102.0,300.0,300.0,3048.0,2065.0,2065.0,0,120.0,860.0,6083.0,,853.0,853.0,,356.0,319.0,,,,37.0,664.0,,,658.0,1873.0,3537.0,3537.0,,,,1640.0,,1061.0,209.0,370.0,5177.0,7050.0,0.0,212.0,,212.0,,2688.0,-1229.0,1671.0,150.0,1821.0,8871.0,
12/31/2012,8598.0,431.0,431.0,0.0,968.0,968.0,0.0,1139.0,137.0,0.0,957.0,45.0,110.0,110.0,4.0,,0.0,2648.0,2769.0,6667.0,-3898.0,294.0,294.0,2887.0,2079.0,2079.0,0,,804.0,5950.0,,1473.0,1032.0,441.0,319.0,296.0,,,,23.0,215.0,0.0,0.0,205.0,2007.0,3454.0,3454.0,,,,1621.0,0.0,1110.0,182.0,329.0,5075.0,7082.0,0.0,124.0,,124.0,,2683.0,-1465.0,1342.0,174.0,1516.0,8598.0,
03/31/2013,8517.0,359.0,359.0,0.0,1047.0,1047.0,0.0,1178.0,124.0,0.0,1014.0,40.0,99.0,99.0,5.0,,0.0,2683.0,2680.0,6509.0,-3829.0,293.0,293.0,2861.0,2048.0,2048.0,0,,808.0,5834.0,,904.0,904.0,,347.0,291.0,,,,56.0,523.0,,,516.0,1774.0,3550.0,3550.0,,,,1594.0,,1087.0,184.0,323.0,5144.0,6918.0,0.0,116.0,,116.0,,2752.0,-1444.0,1424.0,175.0,1599.0,8517.0,
06/30/2013,8410.0,249.0,249.0,0.0,1159.0,1159.0,0.0,1175.0,125.0,0.0,1006.0,44.0,110.0,110.0,2.0,,0.0,2693.0,2600.0,6420.0,-3820.0,290.0,290.0,2827.0,2031.0,2031.0,0,,794.0,5717.0,,982.0,982.0,,437.0,350.0,,,,87.0,545.0,,,535.0,1964.0,3336.0,3336.0,,,,1504.0,,1004.0,190.0,310.0,4840.0,6804.0,0.0,80.0,,80.0,,2884.0,-1518.0,1446.0,160.0,1606.0,8410.0,
09/30/2013,8472.0,219.0,219.0,0.0,1172.0,1172.0,0.0,1178.0,120.0,0.0,1011.0,47.0,103.0,103.0,4.0,,0.0,2672.0,2657.0,6566.0,-3909.0,291.0,291.0,2852.0,2059.0,2059.0,0,,789.0,5800.0,,989.0,989.0,,366.0,348.0,,,,18.0,577.0,,,564.0,1932.0,3298.0,3298.0,,,,1512.0,,1002.0,195.0,315.0,4810.0,6742.0,0.0,28.0,,28.0,,3014.0,-1479.0,1563.0,167.0,1730.0,8472.0,
12/31/2013,8419.0,383.0,383.0,0.0,943.0,943.0,0.0,1117.0,113.0,0.0,958.0,46.0,107.0,107.0,3.0,,0.0,2550.0,2632.0,6438.0,-3806.0,315.0,315.0,2922.0,2059.0,2059.0,0,68.0,792.0,5869.0,,1575.0,1144.0,431.0,322.0,306.0,,,,16.0,207.0,0.0,0.0,199.0,2104.0,3245.0,3245.0,,,,1019.0,0.0,537.0,196.0,286.0,4264.0,6368.0,0.0,1112.0,,1112.0,0.0,1872.0,-1080.0,1904.0,147.0,2051.0,8419.0,
03/31/2014,8488.0,201.0,201.0,0.0,1078.0,1078.0,0.0,1204.0,121.0,0.0,1037.0,46.0,94.0,94.0,6.0,,0.0,2577.0,2634.0,,,0.0,,3277.0,2059.0,2059.0,0,,1212.0,5911.0,,1074.0,1074.0,,331.0,290.0,,,,41.0,527.0,,,514.0,1932.0,3371.0,3371.0,,,,992.0,,,,992.0,4363.0,6295.0,0.0,1111.0,,1111.0,,1973.0,-1021.0,2063.0,130.0,2193.0,8488.0,
06/30/2014,8591.0,194.0,194.0,0.0,1147.0,1147.0,0.0,1204.0,127.0,0.0,1032.0,45.0,103.0,103.0,4.0,,0.0,2648.0,2661.0,,,0.0,,3282.0,2065.0,2065.0,0,,1213.0,5943.0,,1123.0,1123.0,,1027.0,331.0,,,,696.0,538.0,,,536.0,2688.0,2620.0,2620.0,,,,955.0,,,,955.0,3575.0,6263.0,0.0,1080.0,,1080.0,,2087.0,-961.0,2206.0,122.0,2328.0,8591.0,
09/30/2014,8141.0,264.0,264.0,0.0,850.0,850.0,0.0,1112.0,116.0,0.0,954.0,42.0,297.0,105.0,10.0,,192.0,2523.0,2499.0,,,0.0,,3119.0,1960.0,1960.0,0,,1149.0,5618.0,,1027.0,1027.0,,1065.0,260.0,,,,805.0,544.0,,,538.0,2636.0,2419.0,2419.0,,,,887.0,,,,887.0,3306.0,5942.0,0.0,1054.0,,,,2147.0,-1126.0,2075.0,124.0,2199.0,8141.0,
12/31/2014,7843.0,512.0,512.0,0.0,550.0,550.0,0.0,1035.0,110.0,0.0,884.0,41.0,274.0,274.0,10.0,,0.0,2371.0,2445.0,5891.0,-3446.0,427.0,427.0,2600.0,1893.0,1893.0,0,22.0,675.0,5472.0,,1509.0,1137.0,372.0,488.0,488.0,,,,,188.0,0.0,0.0,184.0,2185.0,2957.0,2957.0,,,,991.0,0.0,643.0,121.0,227.0,3948.0,6133.0,0.0,964.0,,,0.0,2082.0,-1453.0,1593.0,117.0,1710.0,7843.0,
03/31/2015,7326.0,257.0,257.0,0.0,861.0,861.0,0.0,1007.0,109.0,0.0,858.0,40.0,74.0,74.0,21.0,,0.0,2199.0,2337.0,,,,,2790.0,1752.0,1752.0,0,,1017.0,5127.0,,919.0,919.0,,637.0,177.0,,,,460.0,417.0,,,415.0,1973.0,2984.0,2984.0,,,,920.0,,,,920.0,3904.0,5877.0,0.0,842.0,,,,2153.0,-1669.0,1326.0,123.0,1449.0,7326.0,
06/30/2015,7618.0,378.0,378.0,0.0,712.0,712.0,0.0,985.0,103.0,0.0,842.0,40.0,310.0,100.0,8.0,,210.0,2385.0,2386.0,,,0.0,,2847.0,1789.0,1789.0,0,,1050.0,5233.0,,983.0,983.0,,555.0,207.0,,,,348.0,458.0,,,453.0,1996.0,3217.0,3217.0,,,,909.0,,,,909.0,4126.0,6122.0,0.0,827.0,,827.0,,2193.0,-1636.0,1384.0,112.0,1496.0,7618.0,
09/30/2015,9554.0,270.0,270.0,0.0,753.0,753.0,0.0,1023.0,114.0,0.0,873.0,36.0,442.0,87.0,16.0,,355.0,2488.0,2874.0,,,,,4192.0,2797.0,2797.0,0,,1379.0,7066.0,,1004.0,1004.0,,250.0,193.0,,,,57.0,527.0,,,523.0,1781.0,5609.0,5609.0,,,,908.0,,,,908.0,6517.0,8298.0,0.0,807.0,,807.0,,2210.0,-1871.0,1146.0,110.0,1256.0,9554.0,
12/31/2015,9421.0,399.0,399.0,0.0,562.0,562.0,0.0,1007.0,113.0,0.0,858.0,36.0,366.0,366.0,14.0,,0.0,2334.0,2961.0,6227.0,-3266.0,409.0,409.0,3717.0,3086.0,2489.0,597,32.0,585.0,7087.0,,1583.0,1212.0,371.0,228.0,160.0,,,,68.0,181.0,0.0,0.0,176.0,1992.0,5345.0,5345.0,,,,988.0,0.0,659.0,124.0,205.0,6333.0,8325.0,0.0,731.0,,,0.0,2233.0,-1976.0,988.0,108.0,1096.0,9421.0,
03/31/2016,9688.0,239.0,239.0,0.0,771.0,771.0,0.0,1107.0,116.0,0.0,954.0,37.0,359.0,52.0,15.0,,307.0,2476.0,2996.0,,,,,4216.0,3119.0,2532.0,587,,1082.0,7212.0,,1050.0,1050.0,,239.0,177.0,,,,62.0,467.0,,,461.0,1756.0,5662.0,5662.0,,,,1048.0,,,,1048.0,6710.0,8466.0,0.0,734.0,,,,2300.0,-1930.0,1104.0,118.0,1222.0,9688.0,
06/30/2016,9667.0,334.0,334.0,0.0,831.0,831.0,0.0,1051.0,121.0,0.0,892.0,38.0,358.0,70.0,6.0,,288.0,2574.0,2932.0,,,0.0,,4161.0,3053.0,2536.0,517,,1102.0,7093.0,,1042.0,1042.0,,305.0,243.0,,,,62.0,518.0,,,515.0,1865.0,5549.0,5549.0,,,,1002.0,,,,1002.0,6551.0,8416.0,0.0,728.0,,,,2405.0,-1992.0,1141.0,110.0,1251.0,9667.0,
09/30/2016,9497.0,294.0,294.0,0.0,857.0,857.0,0.0,1057.0,127.0,0.0,892.0,38.0,234.0,61.0,10.0,,173.0,2442.0,2917.0,,,0.0,,4138.0,3024.0,2534.0,490,,1104.0,7055.0,,1059.0,1059.0,,262.0,186.0,,,,76.0,582.0,,,580.0,1903.0,5333.0,5333.0,,,,973.0,,,,973.0,6306.0,8209.0,0.0,710.0,,,,2513.0,-2049.0,1174.0,114.0,1288.0,9497.0,
12/31/2016,9135.0,492.0,492.0,0.0,580.0,580.0,0.0,983.0,118.0,0.0,827.0,38.0,199.0,50.0,15.0,,149.0,2254.0,2880.0,6150.0,-3270.0,433.0,433.0,3568.0,2926.0,2462.0,464,40.0,587.0,6881.0,,1518.0,1135.0,383.0,195.0,162.0,,,,33.0,232.0,0.0,0.0,227.0,1945.0,5133.0,5133.0,,,,1002.0,0.0,714.0,100.0,188.0,6135.0,8080.0,0.0,635.0,1e-06,634.999999,0.0,2442.0,-2131.0,946.0,109.0,1055.0,9135.0,
03/31/2017,9459.0,312.0,312.0,0.0,844.0,844.0,0.0,1051.0,124.0,0.0,889.0,38.0,212.0,64.0,7.0,,148.0,2419.0,2926.0,,,,,4114.0,3009.0,2524.0,485,,1098.0,7040.0,,1017.0,1017.0,,196.0,172.0,,,,24.0,531.0,,,528.0,1744.0,5431.0,5431.0,,,,988.0,,,,988.0,6419.0,8163.0,0.0,629.0,1e-06,628.999999,,2491.0,-1940.0,1180.0,116.0,1296.0,9459.0,
06/30/2017,9780.0,335.0,335.0,0.0,956.0,956.0,0.0,1049.0,130.0,0.0,879.0,40.0,214.0,61.0,2.0,,153.0,2554.0,2996.0,,,0.0,,4230.0,3074.0,2588.0,486,,1154.0,7226.0,,1065.0,1065.0,,271.0,224.0,,,,47.0,564.0,,,557.0,1900.0,5471.0,5471.0,,,,964.0,,,,964.0,6435.0,8335.0,0.0,622.0,1e-06,621.999999,,2630.0,-1916.0,1336.0,109.0,1445.0,9780.0,
09/30/2017,9999.0,339.0,339.0,0.0,1028.0,1028.0,0.0,1046.0,129.0,0.0,875.0,42.0,254.0,50.0,5.0,,204.0,2667.0,3036.0,,,0.0,,4296.0,3094.0,2621.0,473,,1197.0,7332.0,,1087.0,1087.0,,243.0,195.0,,,,48.0,732.0,,,723.0,2062.0,5378.0,5378.0,,,,977.0,,,,977.0,6355.0,8417.0,0.0,606.0,1e-06,605.999999,,2756.0,-1897.0,1465.0,117.0,1582.0,9999.0,
12/31/2017,9756.0,492.0,492.0,0.0,663.0,663.0,0.0,1036.0,122.0,0.0,873.0,41.0,229.0,,17.0,,229.0,2420.0,3131.0,6849.0,-3718.0,525.0,525.0,3680.0,3029.0,2590.0,439,49.0,585.0,7336.0,,1702.0,1324.0,378.0,162.0,144.0,7.0,7.0,,11.0,316.0,0.0,0.0,292.0,2180.0,5168.0,5121.0,47.0,47.0,,899.0,0.0,638.0,99.0,162.0,6067.0,8247.0,0.0,553.0,1e-06,552.999999,0.0,2622.0,-1785.0,1390.0,119.0,1509.0,9756.0,
03/31/2018,10281.0,418.0,418.0,0.0,1045.0,1045.0,0.0,1065.0,120.0,0.0,901.0,44.0,240.0,240.0,,,0.0,2768.0,3190.0,,,0.0,,4323.0,3101.0,2649.0,452,,1222.0,7513.0,,1115.0,1115.0,,194.0,183.0,,,,11.0,669.0,,,669.0,1978.0,5640.0,5640.0,,,,969.0,,,,969.0,6609.0,8587.0,0.0,507.0,1e-06,506.999999,,2720.0,-1663.0,1564.0,130.0,1694.0,10281.0,
06/30/2018,9818.0,365.0,365.0,0.0,1026.0,1026.0,0.0,985.0,123.0,0.0,821.0,41.0,248.0,248.0,,,0.0,2624.0,3025.0,,,0.0,,4169.0,2952.0,2533.0,419,,1217.0,7194.0,,1088.0,1088.0,,291.0,270.0,,,,21.0,691.0,,,576.0,2070.0,5377.0,5377.0,,,,916.0,,,,916.0,6293.0,8363.0,0.0,452.0,1e-06,451.999999,,2770.0,-1888.0,1334.0,121.0,1455.0,9818.0,
09/30/2018,9940.0,440.0,440.0,0.0,992.0,992.0,0.0,973.0,119.0,0.0,808.0,46.0,259.0,,30.0,,259.0,2664.0,3044.0,,,0.0,,4232.0,2971.0,2549.0,422,,1231.0,7276.0,,1048.0,1048.0,,152.0,131.0,,,,21.0,719.0,,,690.0,1919.0,5487.0,5487.0,,,,925.0,,,,925.0,6412.0,8331.0,0.0,434.0,1e-06,433.999999,,2890.0,-1834.0,1490.0,119.0,1609.0,9940.0,
12/31/2018,9699.0,512.0,512.0,0.0,549.0,549.0,0.0,1018.0,125.0,0.0,849.0,44.0,278.0,,25.0,,278.0,2357.0,3085.0,7024.0,-3939.0,698.0,698.0,3559.0,2913.0,2513.0,400,44.0,577.0,7342.0,,1696.0,1321.0,375.0,160.0,120.0,7.0,7.0,,33.0,191.0,0.0,0.0,179.0,2047.0,5219.0,5181.0,38.0,38.0,,931.0,0.0,679.0,96.0,156.0,6150.0,8197.0,0.0,311.0,1e-06,310.999999,0.0,3004.0,-1927.0,1388.0,114.0,1502.0,9699.0,
03/31/2019,10152.0,326.0,326.0,0.0,939.0,939.0,0.0,1038.0,126.0,0.0,868.0,44.0,276.0,276.0,,,0.0,2579.0,3074.0,,,0.0,,4499.0,2901.0,2507.0,394,,1598.0,7573.0,,1065.0,1065.0,,91.0,57.0,,,,34.0,544.0,,,544.0,1700.0,5820.0,5820.0,,,,1090.0,,,,1090.0,6910.0,8610.0,0.0,207.0,1e-06,206.999999,,3083.0,-1870.0,1420.0,122.0,1542.0,10152.0,
06/30/2019,10723.0,371.0,371.0,0.0,1275.0,1275.0,0.0,1015.0,131.0,0.0,838.0,46.0,282.0,282.0,,,0.0,2943.0,3216.0,,,0.0,,4564.0,2949.0,2527.0,422,,1615.0,7780.0,,1074.0,1074.0,,169.0,66.0,73.0,6.0,67.0,30.0,551.0,,,551.0,1794.0,6399.0,6235.0,164.0,35.0,129.0,941.0,,,,941.0,7340.0,9134.0,0.0,176.0,1e-06,175.999999,,3148.0,-1850.0,1474.0,115.0,1589.0,10723.0,
09/30/2019,9548.0,273.0,273.0,0.0,968.0,968.0,0.0,1015.0,134.0,0.0,836.0,45.0,278.0,278.0,,,0.0,2534.0,3104.0,,,0.0,,3910.0,2297.0,1893.0,404,,1613.0,7014.0,,1064.0,1064.0,,445.0,74.0,69.0,6.0,63.0,302.0,561.0,,,561.0,2070.0,5672.0,5512.0,160.0,37.0,123.0,903.0,,,,903.0,6575.0,8645.0,0.0,142.0,1e-06,141.999999,,2574.0,-1914.0,802.0,101.0,903.0,9548.0,
