Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,95.377998,52.835999,52.835999,0.0,18.365999,,,,1.69,,,,,4.63,,,,77.522003,12.859,22.645,-9.786,0.0,,4.997,1.275,,,,3.722,17.856,,1.903,1.903,,,,0.0,,,,,,17.917,,,17.917,19.82,0.0,,,,,15.426,,,,,,15.426,15.426,35.245999,0.0,28.719,,,0.0,,31.412598,60.131598,0.0,60.131598,95.377597,
12/31/2000,109.540001,61.976002,61.976002,0.0,20.548,,,,1.941,,,,,3.758,,,,88.223,15.937,26.934,-10.997,1.955,,3.425,1.195,1.195,0.0,,2.23,21.317,,2.849,2.849,,,,0.0,0.0,0.0,0.0,,,23.873,,,23.873,26.722,0.0,0.0,0.0,0.0,,16.702,,,,,,16.702,16.702,43.424,0.0,29.280001,,,0.0,,36.835999,66.115999,0.0,66.115999,109.539999,
03/31/2001,111.794998,60.966,60.966,0.0,18.43,,,,3.726,,,3.726,0.0,5.651,,,,88.773003,17.641001,29.931,-12.29,1.955,,3.426,1.116,1.116,0.0,,2.31,23.022001,,2.23,2.23,,,,0.0,,,,,,18.305999,,,18.305999,20.535999,0.0,,,,,18.415001,,,,,,18.415001,18.415001,38.951,0.0,30.559999,,,0.0,,42.284,72.844,0.0,72.844,111.795,
06/30/2001,123.282997,67.658997,67.658997,0.0,23.223,,,,4.356,,,4.356,0.0,4.483,,,,99.721001,18.370001,32.108002,-13.738,1.955,,3.237,1.036,1.036,0.0,,2.201,23.562001,,2.02,2.02,,,,0.0,,,,,,18.171,,,18.171,20.191,0.0,,,,,20.139,,,,,,20.139,20.139,40.33,0.0,34.813999,,,0.0,,48.139,82.952999,0.0,82.952999,123.282999,
09/30/2001,138.572998,79.766998,79.766998,0.0,19.006001,,,,6.449,,,6.449,0.0,6.042,,,,111.264,22.197001,37.505001,-15.308,1.955,,3.157,0.957,0.957,0.0,,2.2,27.309001,,2.995,2.995,,,,0.0,,,,,,20.705001,,,20.705001,23.700001,0.0,,,,,22.377001,,,,,,22.377001,22.377001,46.077002,0.0,38.199001,,,0.0,,54.297001,92.496002,0.0,92.496002,138.573004,
12/31/2001,144.983002,84.976997,84.976997,0.0,21.063,,,,5.005,,,,,6.29,,,,117.334999,24.339001,41.144001,-16.805,0.0,,3.309,0.878,0.878,0.0,,2.431,27.648001,,3.652,3.652,,,,0.0,0.0,0.0,0.0,,,18.046,,,18.046,21.698,0.0,0.0,0.0,0.0,,24.493,,,,,,24.493,24.493,46.191,0.0,39.903999,,,0.0,,58.888,98.791999,0.0,98.791999,144.982999,
03/31/2002,154.320999,91.185997,91.185997,0.0,22.139,,,,5.321,,,,5.321,8.426,,,,127.071999,24.247,42.938,-18.691,0.0,,3.002,0.878,0.878,0.0,,2.124,27.249,,3.56,3.56,,,,0.0,0.0,0.0,0.0,,,18.804,,,18.804,22.364,0.0,0.0,0.0,0.0,,25.004,,,,,,25.004,25.004,47.368,0.0,41.001999,,,0.0,,65.950996,106.952995,0.0,106.952995,154.320995,
06/30/2002,180.792007,103.843002,103.843002,0.0,28.671,,,,6.193,,,,,11.237,,,,149.944,25.165001,45.769001,-20.604,0.0,,5.683,0.878,0.878,0.0,,4.805,30.848001,,4.607,4.607,,,,0.0,0.0,0.0,0.0,,,27.501002,,,27.501002,32.108002,0.0,0.0,0.0,0.0,,25.591,,,,,,25.591,25.591,57.699001,0.0,48.353001,,,0.0,,74.739998,123.092999,0.0,123.092999,180.792,
09/30/2002,200.776001,123.082001,123.082001,0.0,36.924999,,,,0.0,0.0,0.0,0.0,0.0,9.309,,,,169.315994,25.906,48.528,-22.622,0.0,,5.554,0.878,0.878,0.0,,4.676,31.46,,4.817,4.817,,,,0.0,0.0,0.0,0.0,,,27.864999,,,27.864999,32.681999,0.0,0.0,0.0,0.0,,25.472,,,,,,25.472,25.472,58.153999,0.0,58.409,,,0.0,,84.212997,142.621998,0.0,142.621998,200.775997,
12/31/2002,231.473007,126.210999,126.210999,0.0,35.091999,,,,4.159,,,,,10.372,,,,175.834,39.09,63.648998,-24.559,0.0,,16.549,13.748,0.878,12.87,,2.801,55.639,,6.948,6.948,,,,0.0,0.0,0.0,0.0,,,34.539,,,34.539,41.487,0.0,0.0,0.0,0.0,,24.504999,,,,,,24.504999,24.504999,65.991999,0.0,72.057999,,,0.0,,93.422997,165.480995,0.0,165.480995,231.472994,
03/31/2003,241.692001,126.647003,126.647003,0.0,40.610001,,,,6.223,0.0,0.0,6.223,0.0,9.062,,,,182.542007,42.765999,68.316002,-25.549999,0.0,,16.384001,13.408,0.878,12.53,,2.976001,59.15,,5.643,5.643,,,,0.0,0.0,0.0,0.0,,,31.882001,,,31.882001,37.525002,0.0,0.0,0.0,0.0,,24.537001,,,,,,24.537001,24.537001,62.062002,0.0,76.039001,,,0.0,,103.591003,179.630005,0.0,179.630005,241.692007,
06/30/2003,271.411987,137.738998,137.738998,0.0,42.908001,,,,9.326,0.0,0.0,9.326,0.0,13.886,,,,203.858994,47.764999,76.176003,-28.410999,0.0,,19.788,16.77,4.477,12.293,,3.018,67.552999,,6.839,6.839,,,,0.0,0.0,0.0,0.0,,,34.751999,,,34.751999,41.591,0.0,0.0,0.0,0.0,,26.424,,,,,,26.424,26.424,68.014999,0.0,86.164001,,,0.0,117.288002,-0.055,203.397003,0.0,203.397003,271.412003,
09/30/2003,313.993011,159.748993,159.748993,0.0,53.215,,,,8.519,0.0,0.0,8.519,0.0,21.386999,,,,242.869995,51.655998,82.786003,-31.129999,0.0,,19.466999,16.436001,4.477,11.959001,,3.030998,71.122997,,6.289,6.289,,,,0.0,0.0,0.0,0.0,,,43.281,,,43.281,49.57,0.0,0.0,0.0,0.0,,27.454,,,,,,27.454,27.454,77.024,0.0,103.484001,,,0.0,133.248001,0.237,236.969002,0.0,236.969002,313.993002,
12/31/2003,360.588989,194.220993,194.220993,0.0,52.252998,,,,9.543,0.0,0.0,9.543,0.0,22.48,,,,278.497009,58.438,92.606003,-34.167999,0.0,,23.653999,20.913,4.477,16.436,,2.740999,82.091999,,9.423,9.423,,,,0.0,0.0,0.0,0.0,,,53.213001,,,53.213001,62.636002,0.0,0.0,0.0,0.0,,23.882999,,,,,,23.882999,23.882999,86.519001,0.0,119.097,,,0.0,150.973007,4.0,274.070007,0.0,274.070007,360.589008,
03/31/2004,389.35,198.859,161.985,36.874,84.232,84.232,,,12.72,0.0,0.0,12.72,0.0,23.95,,,,307.041,57.813,95.470001,-37.657001,0.0,,24.496,21.343,5.647,15.696,,3.153,82.309,,8.468,8.468,,,,0.0,0.0,0.0,0.0,,,54.371,,,54.371,62.839,0.0,0.0,0.0,0.0,,22.298,,,,,,22.298,22.298,85.137,0.0,127.93,,,0.0,170.761,5.522,304.213,0.0,304.213,389.35,
06/30/2004,442.683,233.173,197.027,36.146,90.038,90.038,,,13.685,0.0,0.0,13.685,0.0,36.994,,,,360.205,58.11,99.052002,-40.942001,0.0,,24.368,20.712,5.647,15.065,,3.656,82.478,,9.169,9.169,,,,0.0,0.0,0.0,0.0,,,63.456,,,63.456,72.625,0.0,0.0,0.0,0.0,,20.509,,,,,,20.509,20.509,93.134,0.0,150.682,,,0.0,194.562,4.305,349.549,0.0,349.549,442.683,
09/30/2004,506.842,270.391,250.37,20.021,103.733,103.733,,,,,,,,37.88,,,,412.004,70.075,,,,,24.763,20.23,5.603,14.627,,4.533,94.838,,11.739,11.739,,,,0.0,,,,,,84.545,,,84.545,96.284,0.0,,,,,16.449,,,,,,16.449,16.449,112.733,,169.318,,,,220.614,4.177,394.109,,394.109,506.842,
12/31/2004,572.745,314.761,293.446,21.315,96.363,96.363,,,14.154,0.0,14.154,0.0,0.0,28.719,,,,453.997,90.705,138.141,-47.436,0.0,,28.043,21.827,9.701,12.126,,6.216,118.748,,11.19,11.19,,,,0.0,0.0,0.0,0.0,,,103.87,,,103.87,115.06,0.0,0.0,0.0,0.0,,4.156,,,,,,4.156,4.156,119.216,0.0,192.664,,,0.0,251.216,9.649,453.529,0.0,453.529,572.745,
03/31/2005,604.847,314.394,174.988,139.406,112.452,112.452,,,18.742,0.0,18.742,0.0,0.0,36.791,,,,482.379,94.638,146.616,-51.978,0.0,,27.83,21.204,9.684,11.52,,6.626,122.468,,13.107,13.107,,,,0.0,0.0,0.0,0.0,,,83.427,,,83.427,96.534,0.0,0.0,0.0,0.0,,1.227,,,,,,1.227,1.227,97.761,0.0,215.824,,,0.0,283.194,8.068,507.086,0.0,507.086,604.847,
06/30/2005,683.208,326.802,180.123,146.679,143.076,143.076,,,22.602,0.0,22.602,0.0,0.0,39.378,,,,531.858,108.522,165.521,-56.999,0.0,,42.828,35.112,18.907,16.205,,7.716,151.35,,16.363,16.363,,,,0.0,0.0,0.0,0.0,,,101.657,,,101.657,118.02,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,118.02,0.0,241.422,,,0.0,319.226,4.54,565.188,0.0,565.188,683.208,
09/30/2005,771.736,368.496,214.909,153.587,146.865,146.865,,,24.723,0.0,24.723,0.0,0.0,51.776,,,,591.86,126.515,187.988,-61.473,0.0,,53.361,35.166,18.289,16.877,,18.195,179.876,,15.004,15.004,,,,0.0,0.0,0.0,0.0,,,115.085,,,115.085,130.089,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,130.089,0.0,278.183,,,0.0,359.809,3.655,641.647,0.0,641.647,771.736,
12/31/2005,869.893,424.001,196.938,227.063,153.971,153.971,,,22.725,0.0,22.725,0.0,0.0,62.726,,,,663.423,146.982,211.718,-64.736,0.0,,59.488,34.5,18.223,16.277,,24.988,206.47,,16.42,16.42,,,,0.0,0.0,0.0,0.0,,,139.328,,,139.328,155.748,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,155.748,0.0,294.542,,,0.0,417.482,2.121,714.145,0.0,714.145,869.893,
03/31/2006,934.327,422.548,165.362,257.186,217.683,217.683,,,,0.0,,0.0,0.0,68.902,,,,709.133,161.577,232.806,-71.229,0.0,,63.617,34.073,18.27,15.803,,29.544,225.194,,21.439,21.439,,,,0.0,0.0,0.0,0.0,,,117.435,,,117.435,138.874,0.0,0.0,0.0,0.0,,2.302,,,,,,2.302,2.302,141.176,0.0,325.662,,,0.0,464.646,2.843,793.151,0.0,793.151,934.327,
06/30/2006,1046.066,468.2,203.105,265.095,227.985,227.985,,,0.0,0.0,0.0,0.0,0.0,115.405,,,,811.59,179.277,257.783,-78.506,0.0,,55.199,33.844,18.43,15.414,,21.355,234.476,,24.871,24.871,,,,0.0,0.0,0.0,0.0,,,144.449,,,144.449,169.32,0.0,0.0,0.0,0.0,,2.553,,,,,,2.553,2.553,171.873,0.0,347.415,,,0.0,519.717,7.061,874.193,0.0,874.193,1046.066,
09/30/2006,1182.512,535.598,197.7,337.898,253.933,253.933,,,,0.0,,0.0,0.0,131.686,,,,921.217,198.108,284.09,-85.982,0.0,,63.187,48.242,26.775,21.467,,14.945,261.295,,27.648,27.648,,,,0.0,0.0,0.0,0.0,,,185.633,,,185.633,213.281,0.0,0.0,0.0,0.0,,2.673,,,,,,2.673,2.673,215.954,0.0,377.952,,,0.0,580.744,7.862,966.558,0.0,966.558,1182.512,
12/31/2006,1325.981,648.159,265.937,382.222,259.21,259.21,,,39.265,0.0,39.265,0.0,0.0,93.757,,,,1040.391,220.154,315.693,-95.539,,,65.436,47.653,27.19,20.463,,17.783,285.59,,27.839,27.839,,,,0.0,0.0,0.0,0.0,,,221.664,,,221.664,249.503,0.0,0.0,0.0,0.0,,2.979,,,,,,2.979,2.979,252.482,0.0,411.444,,,0.0,650.277,11.778,1073.499,0.0,1073.499,1325.981,
03/31/2007,1444.69,673.101,273.038,400.063,301.195,301.195,,,0.0,0.0,0.0,0.0,0.0,163.297,,,,1137.593,235.937,342.6,-106.663,0.0,,71.16,46.629,27.262,19.367,,24.531,307.097,,36.935,36.935,,,,0.0,0.0,0.0,0.0,,,202.399,,,202.399,239.334,0.0,0.0,0.0,0.0,,8.027,,,,,,8.027,8.027,247.361,0.0,460.07,,,0.0,724.873,12.386,1197.329,0.0,1197.329,1444.69,
06/30/2007,1584.354,710.236,268.985,441.251,348.878,348.878,,,0.0,0.0,0.0,0.0,0.0,170.456,,,,1229.57,265.749,383.185,-117.436,0.0,,89.035,58.106,43.351,14.755,,30.929,354.784,,24.619,24.619,,,,0.0,0.0,0.0,0.0,,,234.5,,,234.5,259.119,0.0,0.0,0.0,0.0,,7.992,,,,,,7.992,7.992,267.111,0.0,496.017,,,0.0,807.15,14.076,1317.243,0.0,1317.243,1584.354,
09/30/2007,1739.013,809.256,296.488,512.768,372.061,372.061,,,0.0,0.0,0.0,0.0,0.0,172.277,,,,1353.594,291.629,421.56,-129.931,0.0,,93.79,57.752,43.596,14.156,,36.038,385.419,,29.775,29.775,,,,0.0,0.0,0.0,0.0,,,256.579,,,256.579,286.354,0.0,0.0,0.0,0.0,,9.152,,,,,,9.152,9.152,295.506,0.0,523.449,,,0.0,903.304,16.754,1443.507,0.0,1443.507,1739.013,
12/31/2007,1838.306,670.425,339.845,330.58,382.96,382.96,,,53.496,0.0,53.496,0.0,0.0,135.298,,,,1242.179,356.047,499.028,-142.981,0.0,,240.08,194.354,148.789,45.565,,45.726,596.127,,36.176,36.176,,,,0.0,0.0,0.0,0.0,,,304.508,,,304.508,340.684,0.0,0.0,0.0,0.0,,29.412,,,,,,29.412,29.412,370.096,0.0,453.447,,,0.0,999.56,15.203,1468.21,0.0,1468.21,1838.306,
03/31/2008,1941.657,474.947,449.739,25.208,452.657,452.657,,,0.0,0.0,0.0,0.0,0.0,188.817,,,,1116.421,393.251,544.994,-151.743,170.421,,261.564,195.96,151.38,44.58,,65.604,825.236,,47.45,47.45,,,,0.0,0.0,0.0,0.0,,,265.21,,,265.21,312.66,0.0,0.0,0.0,0.0,,27.971,,,,,,27.971,27.971,340.631,0.0,483.536,,,0.0,1101.433,16.057,1601.026,0.0,1601.026,1941.657,
06/30/2008,2109.781,551.172,521.193,29.979,525.398,525.398,,,0.0,0.0,0.0,0.0,0.0,192.05,,,,1268.62,409.81,576.168,-166.358,162.117,,269.234,204.902,157.737,47.165,,64.332,841.161,,50.809,50.809,,,,0.0,0.0,0.0,0.0,,,277.638,,,277.638,328.447,0.0,0.0,0.0,0.0,,26.96,,,,,,26.96,26.96,355.407,0.0,535.153,,,0.0,1205.289,13.932,1754.374,0.0,1754.374,2109.781,
09/30/2008,2212.228,595.396,569.262,26.134,528.621,528.621,,,0.0,0.0,0.0,0.0,0.0,197.191,,,,1321.208,453.35,635.65,-182.3,162.134,,275.536,201.153,156.298,44.855,,74.383,891.02,,45.753,45.753,,,,0.0,0.0,0.0,0.0,,,300.145,,,300.145,345.898,0.0,0.0,0.0,0.0,,23.301,,,,,,23.301,23.301,369.199,0.0,526.441,,,0.0,1318.117,-1.529,1843.029,0.0,1843.029,2212.228,
12/31/2008,2374.56,762.579,735.066,27.513,517.481,517.481,,,62.158,0.0,62.158,0.0,0.0,125.901,,,,1468.119,455.254,654.442,-199.188,161.693,,289.494,201.825,154.035,47.79,,87.669,906.441,,39.97,39.97,,,,0.0,0.0,0.0,0.0,,,347.607,,,347.607,387.577,0.0,0.0,0.0,0.0,,21.405,,,,,,21.405,21.405,408.982,0.0,544.652,,,0.0,1430.405,-9.479,1965.578,0.0,1965.578,2374.56,
03/31/2009,2429.045,808.64,758.568,50.072,527.344,527.344,0.0,73.363,0.0,0.0,0.0,0.0,0.0,116.309,,49.133,71.831,1525.656,456.301,672.956,-216.655,160.482,160.482,286.606,202.043,155.006,47.037,,35.43,903.389,,299.056,55.713,,,243.343,0.0,0.0,,,,,41.464,,,0.0,340.52,0.0,0.0,,,,15.814,,,,,1.837,13.977,15.814,356.334,0.0,554.174,2.92,551.254,0.0,1543.533,-24.996,2072.711,0.0,2072.711,2429.045,
06/30/2009,2673.287,983.172,860.377,122.795,553.067,553.067,0.0,82.849,0.0,0.0,0.0,0.0,0.0,144.586,,58.919,87.822,1763.674,446.926,681.459,-234.533,160.782,160.782,301.905,200.054,154.196,45.858,,42.932,909.613,,357.263,45.739,,,311.524,0.0,0.0,,,,,32.595,,6.909,0.0,389.858,0.0,0.0,,,,15.732,,,,,0.624,8.199,15.732,405.59,0.0,575.011,2.931,572.08,0.0,1684.792,7.894,2267.697,0.0,2267.697,2673.287,
09/30/2009,2976.482,1182.701,992.926,189.775,586.938,586.938,0.0,97.832,0.0,0.0,0.0,0.0,0.0,149.355,0.26,72.036,89.683,2016.826,460.237,714.296,-254.059,157.032,157.032,342.387,226.355,160.881,65.474,,43.736,959.656,,460.315,53.403,3.088,,403.824,0.0,0.0,,,,,48.059,,1.339,0.0,508.374,0.0,0.0,,,,31.89,,,,,0.0,30.551,31.89,540.264,0.0,608.49,2.946,605.544,0.0,1821.364,6.364,2436.218,0.0,2436.218,2976.482,
12/31/2009,3338.24,1399.332,1100.93,298.402,626.288,626.288,0.0,82.952,0.0,0.0,0.0,0.0,0.0,198.996,0.688,80.618,104.847,2307.568,481.516,756.086,-274.57,151.131,151.131,398.025,268.129,192.372,75.757,,48.59,1030.672,,574.035,54.64,10.3,0.0,509.095,0.0,0.0,0.0,0.0,,,72.573,0.0,1.917,0.0,646.608,0.0,0.0,0.0,0.0,,38.455,0.0,0.0,0.0,0.0,0.0,36.538,38.455,685.063,0.0,667.532,2.972,664.56,0.0,1965.368,20.277,2653.177,0.0,2653.177,3338.24,
03/31/2010,3509.747,1433.881,1080.942,352.939,706.122,706.122,0.0,106.203,0.0,0.0,0.0,0.0,0.0,223.027,15.223,86.584,125.806,2469.233,478.363,776.274,-297.911,137.447,137.447,424.704,270.643,193.898,76.745,,52.254,1040.514,,487.655,85.63,3.386,,398.639,0.0,0.0,,,,,90.492,,,0.0,578.147,0.0,0.0,,,,45.231,,,,,,45.231,45.231,623.378,0.0,725.458,2.994,722.464,0.0,2116.868,44.043,2886.369,0.0,2886.369,3509.747,
06/30/2010,3764.154,1651.999,1039.686,612.313,814.239,814.239,0.0,119.452,0.0,0.0,0.0,0.0,0.0,219.234,2.07,87.286,120.208,2804.924,504.769,822.993,-318.224,0.0,0.0,454.461,307.786,214.814,92.972,,57.319,959.23,,558.183,80.986,3.169,,474.028,0.0,0.0,,,,,87.415,,27.663,0.0,645.598,0.0,0.0,,,,77.669,,,,,6.071,43.935,77.669,723.267,0.0,772.924,3.008,769.916,0.0,2289.043,-21.08,3040.887,0.0,3040.887,3764.154,
09/30/2010,4246.279,1928.816,1317.077,611.739,919.563,919.563,0.0,145.573,0.0,0.0,0.0,0.0,0.0,240.728,6.187,105.322,141.55,3234.68,521.497,862.098,-340.601,0.0,0.0,490.102,312.361,222.844,89.517,,66.232,1011.599,,731.677,93.945,9.743,,627.989,0.0,0.0,,,,,72.492,,14.576,0.0,804.169,0.0,0.0,,,,74.926,,,,,6.076,54.274,74.926,879.095,0.0,848.733,3.034,845.699,0.0,2492.742,25.709,3367.184,0.0,3367.184,4246.279,
12/31/2010,4583.074,2226.388,1540.969,685.419,901.308,901.308,0.0,112.96,0.0,0.0,0.0,0.0,0.0,277.578,8.144,109.808,150.431,3518.234,570.448,922.92,-352.472,0.0,0.0,494.392,309.099,223.963,85.136,,67.341,1064.84,,838.632,75.373,14.999,0.0,748.26,0.0,0.0,0.0,0.0,,,92.094,0.0,6.601,0.0,930.726,0.0,0.0,0.0,0.0,,67.917,0.0,0.0,0.0,0.0,4.946,56.37,67.917,998.643,0.0,849.925,3.039,846.886,0.0,2698.908,35.598,3584.431,0.0,3584.431,4583.074,
03/31/2011,4637.873,2168.115,1293.499,874.616,994.948,994.948,0.0,128.202,0.0,0.0,0.0,0.0,0.0,244.535,9.989,112.306,143.997,3535.8,601.699,978.75,-377.051,0.0,0.0,500.374,305.799,224.009,81.79,,72.28,1102.073,,707.409,117.595,20.338,,569.476,0.0,0.0,,,,,94.304,,7.867,0.0,801.713,0.0,0.0,,,,71.971,,,,,3.87,60.234,71.971,873.684,0.0,817.004,3.042,813.962,0.0,2907.235,39.95,3764.189,0.0,3764.189,4637.873,
06/30/2011,4916.702,2269.411,1193.04,1076.371,1075.193,1075.193,0.0,152.399,0.0,0.0,0.0,0.0,0.0,260.894,36.087,112.846,147.769,3757.897,614.494,1017.075,-402.581,0.0,0.0,544.311,311.986,224.136,87.85,,83.392,1158.805,,794.503,89.057,29.991,,675.455,0.0,0.0,,,,,92.848,,0.788,0.0,887.351,0.0,0.0,,,,77.502,,,,,3.558,73.156,77.502,964.853,0.0,759.932,3.036,756.896,0.0,3115.28,76.637,3951.849,0.0,3951.849,4916.702,
