Date,Revenue,Sales & Services Revenue,Financing Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1992,49.134998,,,,-30.186001,,18.948997,,-12.332,,,,6.617,-1.833,,1.954,,,,-0.121,4.784,-1.868,,2.916,0.0,,,2.916,0.0,2.916,0.0,,2.916,2.916,,66.704002,0.04375,0.04375,,66.704002,0.04375,0.04375,0.04375,
03/31/1993,50.042,,,,-30.726,,19.316,,-13.532,,,,5.784,-1.295,,1.375,,,,-0.08,4.489,-1.809,,2.68,0.0,,,2.68,0.0,2.68,0.0,,2.68,2.68,,66.727997,0.04,0.04,,66.727997,0.04,0.04,0.04,
06/30/1993,48.095001,,,,-28.327,,19.768001,,-14.71,,,,5.058,-1.139,,1.232,,,0.0,-0.093,3.919,-1.559,,2.36,0.0,,,2.36,0.0,2.36,0.0,,2.36,2.36,,66.72,0.035,0.035,0.035,66.72,0.035,0.035,0.035,
09/30/1993,49.646,,,,-30.945999,,18.700001,,-13.423,,,,5.277,-1.118,,1.225,,,,-0.107,4.159,-1.734,,2.425,0.0,,,2.425,0.0,2.425,0.0,,2.425,2.425,,66.760002,0.03625,0.03625,,66.760002,0.03625,0.03625,0.03625,
12/31/1993,54.889,,,,-32.908001,,21.980999,,-14.496,,,,7.485,-1.002,,1.117,,,,-0.115,6.483,-2.723,,3.76,0.0,,,3.76,0.0,3.76,0.0,,3.76,3.76,,66.776001,0.05625,0.05625,,66.776001,0.05625,0.05625,0.05625,
03/31/1994,54.991001,,,,-34.154999,,20.836002,,-14.281,,,,6.555,-0.825,,0.963,,,,-0.138,5.73,-2.457,,3.273,0.0,,,3.273,0.0,3.273,0.0,,3.273,3.273,,66.816002,0.04875,0.04875,,66.816002,0.04875,0.04875,0.04875,
06/30/1994,51.360001,,,,-29.664,,21.696001,,-15.946,,,,5.75,-1.119,,1.31,,,0.0,-0.191,4.631,-1.864,,2.767,0.0,,,2.767,0.0,2.767,0.0,,2.767,2.767,,66.792,0.04125,0.04125,0.04125,66.792,0.04125,0.04125,0.04125,
09/30/1994,51.738998,,,,-32.494999,,19.243999,,-13.69,,,,5.554,-0.516,,0.732,,,,-0.216,5.038,-2.106,,2.932,0.0,,,2.932,0.0,2.932,0.0,,2.932,2.932,,66.776001,0.04375,0.04375,,66.776001,0.04375,0.04375,0.04375,
12/31/1994,58.994999,,,,-34.702,,24.292999,,-16.399,,,,7.894,-0.375,,0.679,,,,-0.304,7.519,-3.176,,4.343,0.0,,,4.343,0.0,4.343,0.0,,4.343,4.343,,66.823997,0.065,0.065,,66.823997,0.065,0.065,0.065,
03/31/1995,59.426998,,,,-36.157001,,23.269997,,-15.93,,,,7.34,-0.289,,0.601,,,,-0.312,7.051,-2.953,,4.098,0.0,,,4.098,0.0,4.098,0.0,,4.098,4.098,,66.952003,0.06125,0.06125,,66.952003,0.06125,0.06125,0.06125,
06/30/1995,57.256001,,,,-33.367001,,23.889,,-17.024,,,,6.865,-0.714,,1.058,,,0.0,-0.344,6.151,-2.628,,3.523,0.0,,,3.523,0.0,3.523,0.0,,3.523,3.523,,67.075996,0.0525,0.0525,0.0525,67.075996,0.0525,0.0525,0.0525,
09/30/1995,59.526001,,,,-36.346001,,23.18,,-16.111,,,,7.069,-0.036,,0.349,,,,-0.313,7.033,-3.002,,4.031,0.0,,,4.031,0.0,4.031,0.0,,4.031,4.031,,67.143997,0.06,0.06,,67.143997,0.06,0.06,0.06,
12/31/1995,66.630997,,,,-40.353001,,26.277996,,-17.250999,,,,9.027,0.091,,0.218,,,,-0.309,9.118,-3.733,,5.385,0.0,,,5.385,0.0,5.385,0.0,,5.385,5.385,,67.239998,0.08,0.08,,67.239998,0.08,0.08,0.08,
03/31/1996,68.195999,,,,-41.376999,,26.819,,-18.212999,,,,8.606,0.011,,0.205,,,,-0.216,8.617,-3.555,,5.062,0.0,,,5.062,0.0,5.062,0.0,,5.062,5.062,,67.348,0.075,0.075,,67.348,0.075,0.075,0.075,
06/30/1996,64.595001,,,,-37.178001,,27.417,,-19.417,,,,8.0,-0.07,,0.291,,,0.0,-0.221,7.93,-3.163,,4.767,0.0,,,4.767,0.0,4.767,0.0,,4.767,4.767,,67.475996,0.07,0.07,0.07,67.475996,0.07,0.07,0.07,
09/30/1996,69.082001,,,,-42.819,,26.263,,-17.396,,,,8.867,-0.719,,0.886,,,0.0,-0.167,8.148,-3.188,,4.96,0.0,,,4.96,0.0,4.96,0.0,,4.96,4.96,,67.540001,0.0725,0.0725,0.0725,67.540001,0.0725,0.0725,0.0725,
12/31/1996,81.028999,,,,-46.837002,,34.191998,,-22.469999,,,,11.722,-0.572,,0.805,,,0.0,-0.233,11.15,-4.369,,6.781,0.0,,,6.781,0.0,6.781,0.0,,6.781,6.781,,67.552002,0.1,0.1,0.1,67.552002,0.1,0.1,0.1,
03/31/1997,80.897003,,,,-47.035,,33.862003,,-22.788,,,,11.074,-0.496,,0.732,,,0.0,-0.236,10.578,-4.124,,6.454,0.0,,,6.454,0.0,6.454,0.0,,6.454,6.454,,66.566002,0.095,0.095,0.095,67.564003,0.095,0.095,0.095,
06/30/1997,76.323997,,,,-41.444,,34.879997,,-24.826,,,,10.054,-0.074,,0.425,,,0.0,-0.351,9.98,-3.989,,5.991,0.0,,,5.991,0.0,5.991,0.0,,5.991,5.991,,69.961998,0.085,0.085,0.085,69.961998,0.085,0.085,0.085,
09/30/1997,80.074997,,,,-48.709999,,31.364998,,-21.014999,,,,10.35,-0.054,,0.4,,,0.0,-0.346,10.296,-4.017,,6.279,0.0,,,6.279,0.0,6.279,0.0,,6.279,6.279,,69.014,0.09,0.09,0.09,70.064003,0.09,0.09,0.09,
12/31/1997,89.987,,,,-49.469002,,40.517998,,-26.950001,,,,13.568,0.107,,0.248,,,0.0,-0.355,13.675,-5.328,,8.347,0.0,,,8.347,0.0,8.347,0.0,,8.347,8.347,,69.033997,0.12,0.12,0.12,70.066002,0.12,0.12,0.12,
03/31/1998,92.484001,,,,-51.310001,,41.174,,-27.455,,,,13.719,0.214,,0.156,,,0.0,-0.37,13.933,-5.496,,8.437,0.0,,,8.437,0.0,8.437,0.0,,8.437,8.437,,69.206001,0.12,0.12,0.12,70.150002,0.12,0.12,0.12,
06/30/1998,89.360001,,,,-48.784,,40.576,,-28.382,,,,12.194,0.385,,0.109,,,0.0,-0.494,12.579,-4.918,,7.661,0.0,,,7.661,0.0,7.661,0.0,,7.661,7.661,,69.296997,0.11,0.11,0.11,70.268997,0.11,0.11,0.11,
09/30/1998,93.621002,,,,-56.585999,,37.035004,,-24.306999,,,,12.728,0.067,0.17,0.17,,,0.0,-0.237,12.795,-4.977,,7.818,0.0,,,7.817999,0.0,7.818,0.0,,7.818,7.818,,69.313004,0.11,0.11,0.11,70.342003,0.11,0.11,0.11,
12/31/1998,107.553,,,,-58.372,,49.181,0.0,-32.491,,,,16.69,0.216,-0.216,0.044,-0.26,,,0.0,16.906,-6.607,,10.299,,,,10.299,0.0,10.299,0.0,0.0,10.299,10.299,,68.66,0.15,0.15,0.15,68.66,0.15,0.15,0.15,
03/31/1999,110.015999,,,,-63.931999,,46.084,,-29.124001,,,,16.959999,0.175,0.043,0.043,,,0.0,-0.218,17.134999,-6.512,,10.623,0.0,,,10.622999,0.0,10.623,0.0,,10.623,10.623,,69.389,0.15,0.15,0.15,70.559998,0.15,0.15,0.15,
06/30/1999,108.224998,,,,-57.279999,,50.945,,-35.132999,,,,15.812,0.462,0.043,0.043,,,0.0,-0.505,16.274,-6.184,,10.09,0.0,,,10.09,0.0,10.09,0.0,,10.09,10.09,,69.406998,0.15,0.15,0.15,70.435997,0.14,0.14,0.14,
09/30/1999,114.192001,,,,-67.441002,,46.750999,,-30.266001,,,,16.485001,-0.27,0.574,0.574,,,0.0,-0.304,16.215001,-6.308,,9.907,0.0,,,9.907001,0.0,9.907,0.0,0.0,9.907,9.907,,69.420998,0.14,0.14,0.14,70.362999,0.14,0.14,0.14,
12/31/1999,129.283005,,,,-68.875999,,60.407005,,-39.347,,,,21.059999,-0.131,0.435,0.435,,,0.0,-0.304,20.928999,-8.138,,12.791,0.0,,,12.791,0.0,12.791,0.0,0.0,12.791,12.791,,69.456001,0.18,0.18,0.18,70.300003,0.18,0.18,0.18,
03/31/2000,125.803001,,,,-68.517998,,57.285004,,-35.518002,,,,21.767,-0.077,0.355,0.355,,,0.0,-0.278,21.69,-8.393,,13.297,0.0,,,13.297001,0.0,13.297,0.0,0.0,13.297,13.297,,69.592003,0.19,0.19,0.19,70.320999,0.19,0.19,0.19,
06/30/2000,119.819,,,,-64.828003,,54.990997,,-36.312,,,,18.679001,0.561,0.045,0.045,,,0.0,-0.606,19.240001,-7.454,,11.786,0.0,,,11.786001,0.0,11.786,0.0,0.0,11.786,11.786,,69.626999,0.17,0.17,0.17,70.624001,0.17,0.17,0.17,
09/30/2000,130.193,,,,-73.338,,56.855,0.0,-37.215,,,,19.64,0.142,-0.142,0.113,-0.255,,,0.0,19.782,-7.616,,12.166,,,,12.166,,12.166,,0.0,12.166,12.166,,69.66,0.17,0.17,0.17,70.82,0.17,0.17,0.17,
12/31/2000,145.628006,,,,-76.997002,,68.631004,,-43.353001,,,,25.278,0.244,,0.076,-0.32,,0.0,0.0,25.522,-9.8,,15.722,0.0,,,15.722,0.0,15.722,0.0,0.0,15.722,15.722,,69.688004,0.23,0.23,0.23,70.716003,0.22,0.22,0.22,
03/31/2001,144.121002,,,,-76.445999,,67.675003,,-41.325001,,,,26.35,0.153,,0.089,-0.242,,0.0,0.0,26.503,-10.466,,16.037001,0.0,,,16.037001,0.0,16.037001,0.0,0.0,16.037001,16.037001,,69.721001,0.23,0.23,0.23,70.696999,0.23,0.23,0.23,
06/30/2001,146.248,,,,-76.934,,69.314,,-45.437,,,,23.877,0.231,,0.122,,,0.0,-0.353,24.108,-10.257,,13.851,0.0,,,13.851,0.0,13.851,0.0,0.0,13.851,13.851,,69.75,0.2,0.2,0.2,70.622,0.2,0.2,0.2,
09/30/2001,154.44,,,,-83.127,,71.313,0.0,-48.116,,,,23.197,-0.118,0.118,0.31,-0.192,,,0.0,23.079,-9.001,,14.078,,,,14.078,,14.078,,0.0,14.078,14.078,,69.778,0.2,0.2,0.2,70.711,0.2,0.2,0.2,
12/31/2001,166.541,,,,-90.135002,,76.405998,,-45.854,,,,30.552,-0.157,,0.291,-0.134,,0.0,0.0,30.395,-11.976,,18.419001,0.0,,,18.419,0.0,18.419001,0.0,0.0,18.419001,18.419001,,69.796997,0.26,0.26,0.26,70.544998,0.26,0.26,0.26,
03/31/2002,164.729004,,,,-87.827003,,76.902,,-46.535999,,,,30.365999,-0.058,,0.143,-0.085,,0.0,0.0,30.307999,-11.941,,18.367001,0.0,,,18.366999,0.0,18.367001,0.0,0.0,18.367001,18.367001,,69.855003,0.26,0.26,0.26,70.611,0.26,0.26,0.26,
06/30/2002,161.871002,,,,-86.896988,,74.974014,,-48.206009,,,,26.768,0.079,-0.079,0.063,-0.142,,0.0,0.0,26.847,-10.656,,16.191,0.0,,,16.191,0.0,16.191,0.0,0.0,16.191,16.191,,69.893997,0.23,0.23,0.23,70.516998,0.23,0.23,0.23,
09/30/2002,163.184006,,,,-92.170998,,71.013008,,-52.457001,,,,18.556,0.038,-0.038,0.047,-0.085,,0.0,0.0,18.594,-7.438,,11.156,0.0,,,11.156,0.0,11.156,0.0,0.0,11.156,11.156,,69.910004,0.16,0.16,0.16,70.322998,0.16,0.16,0.16,
12/31/2002,172.431,,,,-93.480003,,78.950996,,-55.271,,,,23.68,0.07,-0.07,0.047,-0.117,,0.0,0.0,23.75,-0.799,,22.951,0.0,,,22.951,0.0,22.951,0.0,0.0,22.951,22.951,,69.927002,0.33,0.33,0.21,70.246002,0.33,0.33,0.21,
03/31/2003,169.255997,,,,-88.311996,,80.944,,-56.714001,,,,24.23,0.064,-0.064,0.047,-0.111,,0.0,0.0,24.294,-9.402,,14.892,0.0,,,14.891999,0.0,14.892,0.0,0.0,14.892,14.892,,69.943001,0.21,0.21,0.21,70.278,0.21,0.21,0.21,
06/30/2003,174.265,,,,-92.112,,82.153,,-61.325,,,,20.828,-1.009,1.009,1.139,-0.13,,0.0,0.0,19.819,-7.67,,12.149,0.0,,,12.149,0.0,12.149,0.0,0.0,12.149,12.149,,69.986,0.17,0.17,0.19,70.548,0.17,0.17,0.19,
09/30/2003,189.179001,,,,-104.449997,,84.729004,,-67.948997,,,,16.780001,-2.099,2.099,2.156,-0.057,,0.0,0.0,14.681001,-4.189,,10.492,0.0,,,10.492001,0.0,10.492,0.0,0.0,10.492,10.492,,70.029999,0.15,0.15,0.15,70.637001,0.15,0.15,0.15,
12/31/2003,198.764999,,,,-104.635002,,94.129997,,-70.155998,,,,23.974001,-1.931,1.931,1.972,-0.041,,0.0,0.0,22.043001,-6.465,,15.578,0.0,,,15.578001,0.0,15.578,0.0,0.0,15.578,15.578,,70.046997,0.22,0.22,0.22,70.625999,0.22,0.22,0.22,
03/31/2004,196.75,,,,-105.113998,,91.636002,,-67.044998,,,,24.591,-1.835,,1.885,-0.05,,0.0,0.0,22.756,-6.461,,16.295,0.0,,,16.295,0.0,16.295,0.0,0.0,16.295,16.295,,70.186996,0.23,0.23,0.23,70.885002,0.23,0.23,0.23,
06/30/2004,200.024994,,,,-105.908997,,94.115997,,-70.436996,,,,23.679001,-1.803,,1.821,,,0.0,-0.018,21.876001,-6.18,,15.696,0.0,,,15.696001,0.0,15.696,0.0,0.0,15.696,15.696,,70.306,0.22,0.22,0.22,70.926003,0.22,0.22,0.22,
09/30/2004,188.395996,,,,-110.264999,,78.130997,,-75.266998,,,,2.864,-1.991,1.991,1.991,,,0.0,0.0,0.873,-0.543,,0.33,-1.81,,,2.14,0.0,2.14,0.0,0.0,2.14,2.14,,70.348999,0.03,0.01,0.01,70.677002,0.03,0.01,0.01,
12/31/2004,194.522003,,,,-108.689003,,85.833,,-77.626999,,,,8.206,-2.091,2.091,2.091,,,0.0,0.0,6.115,-1.453,,4.662,0.0,,,4.662,0.0,4.662,0.0,0.0,4.662,4.662,,70.370003,0.07,0.07,0.09,70.510002,0.07,0.07,0.09,
03/31/2005,201.93,,,,-111.014,,90.916,,-74.341,,,,16.575,-2.309,2.16,2.309,-0.149,,0.0,0.149,14.266,-3.385,,10.881,0.0,,,10.881,0.0,10.881,0.0,0.0,10.881,10.881,,70.374,0.15,0.15,0.15,70.374,0.15,0.15,0.15,
06/30/2005,196.107,,,,-111.54,,84.567,,-81.778,,,,2.789,-2.048,,2.656,-0.349,,0.0,-0.259,0.741,-0.413,,0.328,0.0,,,0.328,0.0,0.328,0.0,0.0,0.328,0.328,,70.442,0.01,0.01,0.01,70.442,0.01,0.01,0.01,
09/30/2005,196.779999,,,,-111.709,,85.070999,,-75.889999,,,,9.181,-2.655,2.655,2.655,,,0.0,0.0,6.526,-1.794,,4.732,0.0,,,4.732,0.0,4.732,0.0,0.0,4.732,4.732,,70.505997,0.07,0.07,0.07,70.664001,0.07,0.07,0.07,
12/31/2005,209.869003,,,,-111.016998,,98.852005,,-81.887001,,,,16.965,-2.606,2.606,2.606,,,0.0,0.0,14.359,-3.531,,10.828,0.0,,,10.828,0.0,10.828,0.0,0.0,10.828,10.828,,70.540001,0.15,0.15,0.15,70.849998,0.15,0.15,0.15,
03/31/2006,220.206,,,,-115.483,,104.723,,-80.999,,,,23.724,-2.49,1.354,2.49,-1.136,,0.0,1.136,21.234,-5.552,,15.682,0.0,,,15.682,0.0,15.682,0.0,0.0,15.682,15.682,,70.604,0.22,0.22,0.22,70.604,0.22,0.22,0.22,
06/30/2006,212.658,,,,-114.857,,97.801,,-84.234,,,,13.567,1.797,,2.439,-3.785,,0.0,-0.451,15.364,-3.553,,11.811,0.0,,,11.811,0.0,11.811,0.0,0.0,11.811,11.811,,71.1,0.17,0.17,0.17,71.1,0.17,0.17,0.17,
09/30/2006,220.653,,,,-120.304001,,100.348999,,-85.797997,,,,14.551,17.686,2.169,2.169,,,0.0,-19.855,32.236999,-11.317,,20.92,0.0,,,20.919999,0.0,20.92,0.0,0.0,20.92,20.92,,70.793999,0.3,0.3,0.133,70.793999,0.29,0.29,0.123,
12/31/2006,235.604,,,,-120.58,,115.024,,-93.238,,,,21.786,0.212,-0.212,1.72,-1.932,,0.0,0.0,21.998,-5.601,,16.397,0.0,,,16.397,0.0,16.397,0.0,0.0,16.397,16.397,,70.859,0.23,0.23,0.23,71.282,0.23,0.23,0.23,
03/31/2007,245.824997,,,,-125.815002,,120.009995,,-90.282997,,,,29.726999,1.042,-1.182,0.774,-1.956,,0.0,0.14,30.768999,-7.845,,22.924,0.0,,,22.923999,0.0,22.924,0.0,0.0,22.924,22.924,,70.955002,0.32,0.32,0.32,71.512001,0.32,0.32,0.32,
06/30/2007,231.391,,,,-120.022,,111.369,,-89.706,,,,21.663,-1.727,,0.121,-3.549,,0.0,5.155,19.936,-3.989,,15.947,0.0,,,15.947,0.0,15.947,0.0,0.0,15.947,15.947,,71.78,0.22,0.22,0.19,71.78,0.22,0.22,0.19,
09/30/2007,250.318,,,,-121.028,,129.29,,-91.645,,,,37.645,-1.557,-2.186,0.221,-2.407,,0.0,3.743,36.088,-9.253,,26.835,0.0,,,26.835,0.0,26.835,0.0,0.0,26.835,26.835,,71.105,0.38,0.38,0.41,71.947,0.37,0.37,0.4,
12/31/2007,273.737,,,,-123.887,,149.85,,-102.917,,,,46.933,2.794,-2.794,0.098,-2.892,,0.0,0.0,49.727,-13.914,,35.813,0.0,,,35.813,0.0,35.813,0.0,0.0,35.813,35.813,,71.282,0.5,0.5,0.5,72.52,0.49,0.49,0.49,
03/31/2008,290.973,,,,-130.846,,160.127,,-109.576,,,,50.551,2.724,-2.724,0.099,-2.823,,0.0,0.0,53.275,-14.957,,38.318,0.0,,,38.318,0.0,38.318,0.0,0.0,38.318,38.318,,71.393,0.54,0.54,0.54,72.515,0.53,0.53,0.53,
06/30/2008,276.805,,,,-127.372,,149.433,,-118.484,,,,30.949,2.237,,0.104,-2.341,,0.0,0.0,33.186,-8.62,,24.566,0.0,,,24.566,0.0,24.566,0.0,0.0,24.566,24.566,,70.788,0.34,0.34,0.34,70.788,0.34,0.34,0.34,
09/30/2008,303.717,303.717,,,-139.613,139.613,164.104,0.0,-117.292,117.292,,0.0,46.812,1.789,-1.789,0.353,-2.142,,,0.0,48.601,-13.771,,34.83,0.0,0.0,0.0,34.83,0.0,34.83,0.0,0.0,34.83,34.83,0.0,71.425,0.49,0.49,0.49,72.56,0.48,0.48,0.48,
12/31/2008,369.615,369.615,,,-167.107,167.107,202.508,0.0,-139.968,139.968,,0.0,62.54,-1.184,-0.534,1.176,-1.71,,,1.718,61.356,-18.491,,42.865,0.0,0.0,0.0,42.865,0.0,42.865,0.0,0.0,42.865,43.9817,1.1167,71.597,0.6,0.6,0.614295,72.662,0.59,0.59,0.605368,
03/31/2009,391.882,391.882,,,-178.201,178.201,213.681,0.0,-141.894,137.917,,3.977,71.787,1.262,-0.292,0.484,-0.776,,,-0.97,73.049,-22.163,,50.886,0.0,0.0,0.0,50.886,0.0,50.886,0.0,0.0,50.886,52.7985,1.9125,71.644,0.71,0.71,0.736956,72.653,0.7,0.7,0.726324,
06/30/2009,396.239,396.239,,,-184.752,184.752,211.487,0.0,-157.793,152.893,,4.9,53.694,0.652,0.139,0.762,-0.623,,,-0.791,54.346,-17.275,,37.071,0.0,0.0,0.0,37.071,-0.039,37.032,0.0,0.0,37.032,39.64885,2.61685,71.215,0.52,0.52,0.556749,72.198,0.51,0.51,0.546245,
09/30/2009,431.11,431.11,,,-196.483,196.483,234.627,0.0,-155.242,155.242,,0.0,79.385,0.909,-0.078,0.422,-0.5,,,-0.831,80.294,-25.723,,54.571,0.0,0.0,0.0,54.571,0.156,54.727,0.0,0.0,54.727,54.402,-0.325,71.255,0.77,0.77,0.763483,72.141,0.76,0.76,0.755495,
12/31/2009,473.012,473.012,,,-199.965,199.965,273.047,0.0,-164.118,164.118,,0.0,108.929,0.392,-0.079,0.495,-0.574,,,-0.313,109.321,-36.731,,72.59,0.0,0.0,0.0,72.59,-0.136,72.454,0.0,0.0,72.454,72.2642,-0.1898,71.276,1.02,1.02,1.013864,72.232,1.0,1.0,0.997372,
03/31/2010,504.385,504.385,,,-214.3,214.3,290.085,0.0,-168.065,168.065,,0.0,122.02,0.221,-0.14,0.336,-0.476,,,-0.081,122.241,-41.321,,80.92,0.0,0.0,0.0,80.92,0.232,81.152,0.0,0.0,81.152,81.12925,-0.02275,71.409,1.14,1.14,1.136121,72.387,1.12,1.12,1.119686,
06/30/2010,506.674,506.674,,,-215.341,215.341,291.333,0.0,-190.765,190.765,,0.0,100.568,0.198,-0.198,0.332,-0.53,,,0.0,100.766,-28.864,,71.902,0.0,0.0,0.0,71.902,-0.326,71.576,0.0,0.0,71.576,71.7502,0.1742,72.289,1.0,1.0,0.992547,72.289,0.99,0.99,0.99241,
09/30/2010,521.428,521.428,,,-228.081,228.081,293.347,0.0,-181.532,181.532,,0.0,111.815,0.169,-0.169,0.254,-0.423,,,0.0,111.984,-38.623,,73.361,0.0,0.0,0.0,73.361,0.24,73.601,0.0,0.0,73.601,73.601,0.0,70.998,1.04,1.04,1.04,71.654,1.03,1.03,1.03,
12/31/2010,551.463,551.463,,,-229.917,229.917,321.546,0.0,-185.993,185.993,,0.0,135.553,0.142,-0.142,0.239,-0.381,,,0.0,135.695,-46.823,,88.872,0.0,0.0,0.0,88.872,-0.166,88.706,0.0,0.0,88.706,88.7762,0.0702,70.181,1.26,1.26,1.264961,70.867,1.25,1.25,1.250991,
03/31/2011,562.73,562.73,,,-232.914,232.914,329.816,0.0,-192.589,192.589,,0.0,137.227,0.087,-0.087,0.348,-0.435,,,0.0,137.314,-44.405,,92.909,0.0,0.0,0.0,92.909,-0.009,92.9,0.0,0.0,92.9,92.9936,0.0936,69.508,1.34,1.34,1.337883,70.272,1.32,1.32,1.321332,
06/30/2011,546.75,546.75,,,-234.592,234.592,312.158,0.0,-202.578,202.578,,0.0,109.58,-0.141,0.141,0.441,-0.3,,,0.0,109.439,-33.751,,75.688,0.0,0.0,0.0,75.688,-0.492,75.196,0.0,0.0,75.196,75.33055,0.13455,69.894,1.09,1.09,1.077783,69.894,1.08,1.08,1.077783,
09/30/2011,519.038,519.038,,,-238.248,238.248,280.79,0.0,-200.925,200.925,,0.0,79.865,-0.338,0.338,0.522,-0.184,,,0.0,79.527,-22.215,,57.312,0.0,0.0,0.0,57.312,0.172,57.484,0.0,0.0,57.484,57.484,0.0,68.755,0.84,0.84,0.84,69.467,0.83,0.83,0.83,
12/31/2011,524.049,524.049,,,-241.212,241.212,282.837,0.0,-269.081,194.042,,75.039,13.756,3.44,0.255,0.481,-0.226,,,-3.695,17.196,-7.916,,9.28,0.0,0.0,0.0,9.28,-0.415,8.865,0.0,0.0,8.865,62.47132,53.60632,67.522,0.13,0.13,0.925199,68.076,0.13,0.13,0.917448,
