Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Accounts & Notes Receivable,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,,16141.326172,3949.264893,6192.065918,5618.326172,,,381.669006,253.809006,,,1524.421997,2068.680908,19988.238281,,,0.0,13674.34375,919.877991,14594.22168,,355.072998,589.320007,2376.552979,17915.167664,249.371994,0,0,111.610001,1712.088013,2073.070007,19988.237671,
12/31/1992,,16074.305664,4388.705078,6338.361816,4619.399902,450.38501,109.030998,168.423004,717.039001,351.42099,161.643997,1540.822998,1743.031006,20588.263672,,231.686996,0.0,13548.445312,1182.983032,14963.115234,,1079.19104,589.320007,1770.71106,18402.337341,237.511993,0,0,117.366997,1831.047974,2185.926964,20588.264305,
03/31/1993,,17035.996094,5099.569824,6473.513184,5020.275879,,,442.636993,520.461975,,,1654.688965,2582.0271,21793.173828,,,0.0,14675.862305,1158.234985,15834.09668,,408.821014,589.294006,2714.455078,19546.666779,155.835007,0,0,150.985992,1939.686035,2246.507034,21793.173813,
06/30/1993,,17005.220703,5138.374023,6249.64209,5282.022949,,,335.182007,398.032013,,,1680.380005,2854.468994,21938.101562,,,0.0,14949.697266,1433.595947,16383.292969,,387.346985,589.294006,2238.024902,19597.958862,100.0,0,0,169.406998,2070.736084,2340.143082,21938.101944,
09/30/1993,,17530.138672,5462.852051,6329.687988,5392.758789,,,344.839996,932.820984,,,1697.438965,3067.543945,23227.943359,,,0.0,15241.594727,1804.394043,17045.988281,,413.675995,589.268005,2748.428955,20797.361237,100.0,0,0,171.078003,2159.50293,2430.580933,23227.942169,
12/31/1993,,17775.126953,5148.631836,6415.369141,5323.420898,427.48999,103.258003,356.957001,377.317993,324.242004,167.345001,1656.98999,2627.98291,22929.005859,,211.298004,0.0,14471.174805,2279.521973,16961.994141,0.0,,589.268005,2884.851074,20436.11322,100.0,0,0,172.378006,2220.512939,2492.890945,22929.004165,
03/31/1994,,18357.164062,11352.897461,6446.37793,0.0,,,557.890015,363.234985,,,1672.80896,3311.803955,23705.013672,,,0.0,15449.042969,2089.103027,17538.146484,,,589.242004,3182.639893,21310.028381,0.0,0,0,172.039993,2222.945068,2394.985062,23705.013443,
06/30/1994,,18160.544922,11189.474609,6375.589844,0.0,,,595.479004,570.531982,,,1704.359985,2397.76709,22833.203125,,,0.0,16361.789062,1245.723022,17607.511719,,,619.242004,2308.124023,20534.877747,0.0,100,0,172.166,2026.159058,2298.325058,22833.202805,
09/30/1994,,18446.673828,10690.371094,7132.211914,0.0,,,624.091003,712.846008,,,1731.712036,2416.056885,23307.289062,,,0.0,16585.818359,1326.817993,17912.636719,,,684.716003,2412.0979,21009.450623,0.0,100,0,172.414001,2025.425049,2297.83905,23307.289673,
12/31/1994,,18695.501953,9970.390625,7860.027832,0.0,557.0,70.847,237.235001,573.379028,307.134003,167.156998,1491.421997,2378.766113,23613.359375,,203.061005,0.0,16127.267578,1537.120972,17867.449219,567.0,,610.25,2346.797119,21391.496338,0.0,100,0,172.421005,1949.44104,2221.862045,23613.358383,
03/31/1995,,19907.648438,10840.013672,8689.810547,0.0,,,377.824005,566.921997,,,1508.004028,2997.366943,24979.941406,,,0.0,16738.677734,1521.874023,18260.552734,,,719.25,3541.522949,22521.325684,0.0,100,0,172.973007,2185.644043,2458.61705,24979.942734,
06/30/1995,,20166.488281,11300.998047,8323.488281,0.0,,,542.002014,714.424988,,,1476.040039,3385.279053,25742.232422,,,0.0,17439.542969,1681.136963,19120.679688,,,754.296021,3114.135986,22989.111694,0.0,100,0,169.574005,2483.545898,2753.119904,25742.231598,
09/30/1995,,20562.28125,11018.673828,8883.788086,0.0,,,659.81897,845.661011,,,1482.699951,3457.337891,26347.980469,,,0.0,17126.828125,1919.824951,19046.654297,,,699.312988,3743.560059,23489.527344,0.0,100,0,168.192001,2590.260986,2858.452988,26347.980331,
12/31/1995,,21216.0,11035.0,9348.0,0.0,453.0,60.0,320.0,708.0,303.0,178.0,1481.0,2953.0,26839.0,,206.0,0.0,16361.0,2255.0,18822.0,962.75,,655.25,3338.0,23778.0,0.0,100,0,165.0,2796.0,3061.0,26839.0,
03/31/1996,,20786.0,10643.0,9593.0,0.0,,,550.0,713.0,,,1512.0,3710.0,26721.0,,,0.0,16367.0,2310.0,18677.0,,,802.0,4372.0,23851.0,0.0,100,0,163.0,2607.0,2870.0,26721.0,
06/30/1996,,20577.0,10817.0,9211.0,0.0,,,549.0,830.0,,,1534.0,3883.0,26824.0,,,0.0,16407.0,2451.0,18858.0,,,796.0,4289.0,23943.0,0.0,100,0,162.0,2619.0,2881.0,26824.0,
09/30/1996,,20851.0,10825.0,9427.0,0.0,,,599.0,791.0,,,1527.0,4161.0,27330.0,,,0.0,16301.0,2798.0,19099.0,,,3408.0,1828.0,24335.0,0.0,100,0,161.0,2734.0,2995.0,27330.0,
12/31/1996,,21965.0,11287.0,9619.0,0.0,455.0,54.0,550.0,904.0,300.0,189.0,1508.0,4127.0,28993.0,,218.0,0.0,16443.0,3417.0,20078.0,274.0,,710.0,4741.0,25803.0,0.0,100,0,159.0,2931.0,3190.0,28993.0,
03/31/1997,,20781.0,11449.0,8494.0,0.0,,,838.0,1598.0,,,1533.0,5067.0,28979.0,,,,16813.0,3537.0,20350.0,,,718.0,4583.0,25651.0,0.0,260,0,161.0,2907.0,3328.0,28979.0,
