Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2011,17176.0,17176.0,-12320.0,10474.0,1846.0,4856.0,0.0,-539.0,203.0,,336.0,4317.0,197.0,188.0,211.0,-23.0,18.0,-375.0,-28.0,4514.0,-2214.0,2300.0,-1119.0,-1119.0,0.0,3419.0,-17.0,3402.0,0.0,0.0,3402.0,2313.25,30.25,1399.473,2.43,1.63,1.652944,1412.147,2.41,1.62,1.641421,
09/30/2011,16506.0,16506.0,-12292.0,10647.0,1645.0,4214.0,0.0,-778.0,145.0,,633.0,3436.0,169.0,184.0,200.0,-16.0,50.0,-443.0,40.0,3605.0,-2110.0,1495.0,-1136.0,-1136.0,0.0,2631.0,-15.0,2616.0,0.0,0.0,2616.0,1869.05,389.05,1357.71,1.93,1.09,1.376619,1369.562,1.91,1.08,1.364069,
12/31/2011,15955.0,15955.0,-11704.0,10081.0,1623.0,4251.0,0.0,-1069.0,271.0,,798.0,3182.0,6.0,177.0,196.0,-19.0,-50.0,-89.0,-44.0,3188.0,-1908.0,1280.0,-2130.0,-2130.0,0.0,3410.0,-20.0,3390.0,0.0,0.0,3390.0,2363.1,1103.1,1312.184,2.58,0.96,1.800891,1322.773,2.56,0.95,1.78393,
03/31/2012,14593.0,14593.0,-10303.0,8732.0,1571.0,4290.0,0.0,-380.0,326.0,,54.0,3910.0,355.0,152.0,163.0,-11.0,5.0,-490.0,-22.0,4265.0,-2086.0,2179.0,-776.0,-776.0,0.0,2955.0,-18.0,2937.0,0.0,0.0,2937.0,1774.4,-386.6,1283.493,2.29,1.69,1.382477,1293.104,2.27,1.67,1.371029,
06/30/2012,13664.0,13664.0,-10003.0,8423.0,1580.0,3661.0,0.0,-102.0,235.0,,-133.0,3559.0,386.0,152.0,170.0,-18.0,12.0,-529.0,-21.0,3945.0,-2225.0,1720.0,-569.0,-569.0,0.0,2289.0,-22.0,2267.0,0.0,0.0,2267.0,1470.75,-227.25,1248.3,1.82,1.36,1.178202,1258.189,1.8,1.35,1.169383,
09/30/2012,14141.0,14141.0,-10317.0,8667.0,1650.0,3824.0,0.0,-526.0,329.0,,197.0,3298.0,293.0,130.0,137.0,-7.0,,-412.0,-11.0,3591.0,-1851.0,1740.0,-73.0,-73.0,0.0,1813.0,-15.0,1798.0,0.0,0.0,1798.0,1694.15,-30.85,1220.462,1.47,1.41,1.388122,1229.343,1.46,1.4,1.374905,
12/31/2012,15569.0,15569.0,-11528.0,9749.0,1779.0,4041.0,0.0,-1015.0,216.0,,799.0,3026.0,596.0,76.0,136.0,-60.0,24.0,-480.0,-216.0,3622.0,-1780.0,1842.0,401.0,401.0,0.0,1441.0,-15.0,1426.0,0.0,0.0,1426.0,1743.3,-83.7,1223.422,1.16,1.49,1.424938,1231.395,1.16,1.48,1.412028,
03/31/2013,14166.0,14166.0,-10220.0,8413.0,1807.0,3946.0,0.0,-386.0,165.0,,221.0,3560.0,227.0,98.0,108.0,-10.0,-36.0,-362.0,73.0,3787.0,-1763.0,2024.0,-129.0,-129.0,0.0,2153.0,-14.0,2139.0,0.0,0.0,2139.0,1781.25,-228.75,1229.232,1.74,1.64,1.449076,1235.907,1.73,1.63,1.444913,
06/30/2013,13350.0,13350.0,-9667.0,7835.0,1832.0,3683.0,0.0,-552.0,193.0,,359.0,3131.0,565.0,89.0,117.0,-28.0,-7.0,-494.0,-153.0,3696.0,-1630.0,2066.0,3.0,3.0,0.0,2063.0,-13.0,2050.0,0.0,0.0,2050.0,1737.65,-315.35,1229.773,1.66,1.66,1.412984,1237.157,1.65,1.65,1.395101,
09/30/2013,13643.0,13643.0,-10236.0,8334.0,1902.0,3407.0,0.0,400.0,249.0,,-649.0,3807.0,598.0,121.0,131.0,-10.0,9.0,-709.0,-19.0,4405.0,-1966.0,2439.0,-57.0,-57.0,0.0,2496.0,-16.0,2480.0,0.0,0.0,2480.0,1789.15,-633.85,1231.054,2.01,1.96,1.453348,1240.365,2.0,1.95,1.438981,
12/31/2013,13254.0,13254.0,-10076.0,8183.0,1893.0,3178.0,0.0,-1163.0,247.0,,916.0,2015.0,543.0,164.0,176.0,-12.0,-24.0,-654.0,-29.0,2558.0,-1050.0,1508.0,-995.0,-995.0,0.0,2503.0,-16.0,2487.0,0.0,0.0,2487.0,1761.25,269.25,1233.741,2.01,1.2,1.427569,1241.112,2.0,1.2,1.416943,
03/31/2014,15415.0,15415.0,-11565.0,9673.0,1892.0,3850.0,0.0,-587.0,182.0,,405.0,3263.0,435.0,162.0,171.0,-9.0,18.0,-572.0,-43.0,3698.0,-1581.0,2117.0,-20.0,-20.0,0.0,2137.0,-14.0,2123.0,0.0,0.0,2123.0,2208.75,105.75,1234.968,1.72,1.7,1.788508,1242.667,1.71,1.69,1.775099,
06/30/2014,13821.0,13821.0,-10207.0,8137.0,2070.0,3614.0,0.0,-745.0,218.0,,527.0,2869.0,591.0,145.0,155.0,-10.0,7.0,-672.0,-71.0,3460.0,-1395.0,2065.0,-33.0,-33.0,0.0,2098.0,-17.0,2081.0,0.0,0.0,2081.0,1979.6,-68.4,1236.057,1.68,1.65,1.601544,1245.155,1.67,1.64,1.585067,
09/30/2014,12080.0,12080.0,-9333.0,7237.0,2096.0,2747.0,0.0,-886.0,203.0,,683.0,1861.0,692.0,139.0,149.0,-10.0,-8.0,-764.0,-59.0,2553.0,-904.0,1649.0,-1078.0,-1078.0,0.0,2727.0,-23.0,2704.0,0.0,0.0,2704.0,1686.3,60.3,1238.234,2.18,1.31,1.361859,1247.436,2.17,1.31,1.358339,
12/31/2014,11208.0,11208.0,-10320.0,8049.0,2271.0,888.0,0.0,-1684.0,132.0,,1552.0,-796.0,475.0,162.0,173.0,-11.0,-83.0,-521.0,-33.0,-321.0,297.0,-24.0,0.0,0.0,0.0,-24.0,-15.0,-39.0,0.0,0.0,-39.0,709.5,748.5,1239.975,-0.03,-0.03,0.572189,1239.975,-0.03,-0.03,0.572189,
03/31/2015,7716.0,7716.0,-7394.0,5263.0,2131.0,322.0,0.0,-605.0,159.0,,446.0,-283.0,-73.0,190.0,202.0,-12.0,-16.0,-205.0,104.0,-356.0,642.0,286.0,0.0,0.0,0.0,286.0,-14.0,272.0,0.0,0.0,272.0,-236.95,-508.95,1240.791,0.22,0.22,-0.190967,1245.531,0.22,0.22,-0.190967,
06/30/2015,8293.0,8293.0,-7582.0,5253.0,2329.0,711.0,0.0,-793.0,218.0,,575.0,-82.0,-9.0,197.0,210.0,-13.0,-8.0,-258.0,78.0,-91.0,-73.0,-164.0,0.0,0.0,0.0,-164.0,-15.0,-179.0,0.0,0.0,-179.0,57.6,236.6,1241.026,-0.15,-0.15,0.046413,1241.026,-0.15,-0.15,0.040649,
09/30/2015,7262.0,7262.0,-7580.0,5309.0,2271.0,-318.0,0.0,-1360.0,293.0,,1067.0,-1678.0,-63.0,299.0,305.0,-6.0,-72.0,-223.0,59.0,-1741.0,685.0,-1056.0,0.0,0.0,0.0,-1056.0,-15.0,-1071.0,0.0,0.0,-1071.0,-438.15,632.85,1242.125,-0.87,-0.87,-0.352742,1242.125,-0.87,-0.87,-0.36051,
12/31/2015,6293.0,6293.0,-6900.0,4518.0,2382.0,-607.0,0.0,-4159.0,283.0,0.0,3876.0,-4766.0,-285.0,263.0,268.0,-5.0,21.0,31.0,-30.0,-5051.0,1614.0,-3437.0,0.0,0.0,0.0,-3437.0,-13.0,-3450.0,0.0,0.0,-3450.0,-796.85,2653.15,1243.699,-2.78,-2.78,-0.64071,1243.699,-2.78,-2.78,-0.646727,
03/31/2016,5121.0,5121.0,-6006.0,3759.0,2247.0,-885.0,0.0,-804.0,186.0,,618.0,-1689.0,-535.0,273.0,281.0,-8.0,16.0,149.0,97.0,-2224.0,768.0,-1456.0,0.0,0.0,0.0,-1456.0,-13.0,-1469.0,0.0,0.0,-1469.0,-1128.95,340.05,1244.557,-1.18,-1.18,-0.90711,1244.557,-1.18,-1.18,-0.90711,
06/30/2016,5348.0,5348.0,-5973.0,3644.0,2329.0,-625.0,0.0,-711.0,167.0,,544.0,-1336.0,-308.0,298.0,312.0,-14.0,-17.0,-80.0,107.0,-1644.0,586.0,-1058.0,0.0,0.0,0.0,-1058.0,-13.0,-1071.0,0.0,0.0,-1071.0,-910.94676,160.05324,1244.892,-0.86,-0.86,-0.731748,1244.892,-0.86,-0.86,-0.731748,
09/30/2016,6415.0,6415.0,-6931.0,4506.0,2425.0,-516.0,0.0,-732.0,203.0,,529.0,-1248.0,-406.0,314.0,335.0,-21.0,13.0,60.0,19.0,-1654.0,628.0,-1026.0,0.0,0.0,0.0,-1026.0,-14.0,-1040.0,0.0,0.0,-1040.0,-814.3,225.7,1245.961,-0.84,-0.84,-0.653552,1245.961,-0.84,-0.84,-0.658855,
12/31/2016,6809.0,6809.0,-6528.0,4467.0,2061.0,281.0,0.0,-619.0,83.0,,536.0,-338.0,330.0,314.0,317.0,-3.0,-31.0,-181.0,-432.0,-8.0,-11.0,-19.0,0.0,0.0,0.0,-19.0,-16.0,-35.0,0.0,0.0,-35.0,-352.95324,-317.95324,1246.35,-0.028082,-0.028082,-0.28319,1246.35,-0.028082,-0.028082,-0.28319,
03/31/2017,7518.0,7518.0,-6693.0,4714.0,1979.0,825.0,0.0,-800.0,97.0,,703.0,25.0,-257.0,304.0,315.0,-11.0,10.0,-200.0,143.0,-232.0,831.0,599.0,0.0,0.0,0.0,599.0,-13.0,586.0,0.0,0.0,586.0,-200.4,-786.4,1243.28,0.47,0.47,-0.161187,1248.722,0.47,0.47,-0.161187,
06/30/2017,6781.0,6781.0,-6070.0,4445.0,1625.0,711.0,0.0,-4610.0,95.0,,4515.0,-3899.0,-462.0,289.0,306.0,-17.0,13.0,-178.0,338.0,-4361.0,935.0,-3426.0,0.0,0.0,0.0,-3426.0,-14.0,-3440.0,0.0,0.0,-3440.0,165.0,3605.0,1236.831,-2.78,-2.78,0.133405,1236.831,-2.78,-2.78,0.133405,
09/30/2017,6688.0,6688.0,-5931.0,4323.0,1608.0,757.0,0.0,-20.0,110.0,,-90.0,737.0,-84.0,222.0,251.0,-29.0,5.0,-196.0,53.0,653.0,-217.0,436.0,0.0,0.0,0.0,436.0,-16.0,420.0,0.0,0.0,420.0,198.65,-221.35,1212.454,0.35,0.35,0.163841,1215.341,0.34,0.34,0.15787,
12/31/2017,8119.0,8119.0,-6597.0,4964.0,1633.0,1522.0,0.0,-548.0,138.0,0.0,410.0,974.0,351.0,183.0,226.0,-43.0,7.0,-198.0,-343.0,1325.0,273.0,1598.0,0.0,0.0,0.0,1598.0,-19.0,1579.0,0.0,0.0,1579.0,528.95,-1050.05,1192.243,1.32,1.32,0.44366,1198.276,1.32,1.32,0.44366,
03/31/2018,8798.0,8798.0,-6480.0,5068.0,1412.0,2318.0,0.0,-199.0,99.0,,100.0,2119.0,-343.0,162.0,184.0,-22.0,30.0,-208.0,359.0,1776.0,-876.0,900.0,0.0,0.0,0.0,900.0,-12.0,888.0,0.0,0.0,888.0,1114.67,226.67,1179.792,0.75,0.75,0.944802,1186.454,0.75,0.75,0.941048,
06/30/2018,8504.0,8504.0,-6088.0,4650.0,1438.0,2416.0,0.0,-97.0,118.0,,-21.0,2319.0,300.0,162.0,177.0,-15.0,-28.0,-265.0,-169.0,2619.0,-965.0,1654.0,0.0,0.0,0.0,1654.0,-14.0,1640.0,0.0,0.0,1640.0,1351.0,-289.0,1172.378,1.4,1.4,1.152359,1181.167,1.39,1.39,1.145327,
09/30/2018,9449.0,9449.0,-6703.0,5209.0,1494.0,2746.0,0.0,-153.0,119.0,,34.0,2593.0,313.0,168.0,186.0,-18.0,5.0,-294.0,-192.0,2906.0,-1033.0,1873.0,0.0,0.0,0.0,1873.0,-12.0,1861.0,0.0,0.0,1861.0,1610.0,-251.0,1163.033,1.6,1.6,1.384312,1172.694,1.59,1.59,1.375963,
12/31/2018,9666.0,9666.0,-7240.0,5628.0,1612.0,2426.0,0.0,603.0,65.0,,-668.0,3029.0,-357.0,164.0,188.0,-24.0,-24.0,-307.0,524.0,2672.0,-794.0,1878.0,0.0,0.0,0.0,1878.0,-10.0,1868.0,0.0,0.0,1868.0,1312.95,-555.05,1151.148,1.62,1.62,1.140557,1159.305,1.61,1.61,1.131222,
03/31/2019,9150.0,9150.0,-6767.0,5221.0,1546.0,2383.0,0.0,-247.0,153.0,,94.0,2136.0,551.0,201.0,233.0,-32.0,12.0,-188.0,-576.0,2687.0,-841.0,1846.0,0.0,0.0,0.0,1846.0,-13.0,1833.0,0.0,0.0,1833.0,1134.57,-698.43,1139.463,1.61,1.61,0.995706,1146.515,1.6,1.6,0.990823,
06/30/2019,7953.0,7953.0,-5776.0,4286.0,1490.0,2177.0,0.0,-170.0,129.0,,41.0,2007.0,51.0,132.0,165.0,-33.0,28.0,-173.0,-38.0,2058.0,-461.0,1597.0,0.0,0.0,0.0,1597.0,-17.0,1580.0,0.0,0.0,1580.0,1143.0,-437.0,1125.995,1.4,1.4,1.015102,1131.242,1.4,1.4,1.013699,
09/30/2019,7756.0,7756.0,-5844.0,4278.0,1566.0,1912.0,0.0,1314.0,87.0,,-1401.0,3226.0,267.0,139.0,184.0,-45.0,-21.0,-290.0,-95.0,3493.0,-422.0,3071.0,0.0,0.0,0.0,3071.0,-15.0,3056.0,0.0,0.0,3056.0,953.0,-2103.0,1108.555,2.76,2.76,0.859678,1113.25,2.74,2.74,0.850936,
12/31/2019,7708.0,7708.0,-5820.0,4332.0,1488.0,1888.0,0.0,-635.0,187.0,0.0,448.0,1253.0,33.0,157.0,196.0,-39.0,47.0,-128.0,-109.0,1286.0,-543.0,743.0,0.0,0.0,0.0,743.0,-23.0,720.0,0.0,0.0,720.0,831.0,111.0,1095.606,0.66,0.66,0.758484,1099.786,0.65,0.65,0.750929,
03/31/2020,6158.0,6158.0,-5495.0,4084.0,1411.0,663.0,0.0,-748.0,-3.0,,751.0,-85.0,-1478.0,160.0,202.0,-42.0,-90.0,-234.0,1642.0,-1563.0,-148.0,-1711.0,0.0,0.0,0.0,-1711.0,-28.0,-1739.0,0.0,0.0,-1739.0,486.0,2225.0,1084.561,-1.6,-1.6,0.448108,1084.561,-1.6,-1.6,0.448108,
06/30/2020,2749.0,2749.0,-3476.0,2318.0,1158.0,-727.0,0.0,345.0,156.0,,-501.0,-382.0,403.0,180.0,202.0,-22.0,7.0,-77.0,-513.0,21.0,257.0,278.0,0.0,0.0,0.0,278.0,-18.0,260.0,0.0,0.0,260.0,-994.0,-1254.0,1076.659,0.24,0.24,-0.923226,1077.606,0.24,0.24,-0.923691,
09/30/2020,4698.5,,,,,584.96325,,,,,,-46.5,,,,,,,,-289.686,,-336.308,,,,,,-336.308,,,-336.308,-275.313,,,-0.329,-0.329,-0.264,,-0.329,-0.329,-0.264,
12/31/2020,5258.5,,,,,820.326,,,,,,114.2,,,,,,,,-145.967,,-201.682,,,,,,-201.682,,,-201.682,-153.993,,,-0.179,-0.179,-0.083,,-0.179,-0.179,-0.083,
