Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2015,796.759,214.624,582.135,-132.751,114.023,18.728,664.008,0.0,-541.859,376.13,296.258,79.872,140.203,25.526,122.149,-11.422,8.16,11.001,-2.841,0.0,,3.262,110.727,-7.452,103.275,0.0,0.0,0.0,103.275,0.0,103.275,0.0,0.0,103.275,116.002672,12.727672,161.085,0.64,0.64,0.720133,162.027,0.64,0.64,0.718553,
09/30/2015,813.27,227.433,585.837,-146.254,127.114,19.14,667.016,0.0,-603.218,373.386,293.587,79.799,139.128,90.704,63.798,-10.44,8.071,11.075,-3.004,,,2.369,53.358,2.567,55.925,0.0,0.0,0.0,55.925,0.0,55.925,0.0,0.0,55.925,107.560286,51.635286,160.359,0.35,0.35,0.670747,161.777,0.35,0.35,0.669176,
12/31/2015,904.763,230.499,674.264,-202.753,202.753,,702.01,0.0,-589.604,400.08,299.112,100.968,140.003,49.521,112.406,-0.211,7.961,10.957,-2.996,,,-7.75,112.195,19.079,131.274,0.0,0.0,0.0,131.274,0.0,131.274,0.0,0.0,131.274,174.53329,43.25929,154.44,0.85,0.85,1.130104,156.268,0.84,0.84,1.116828,
03/31/2016,658.773,63.722,595.051,-99.811,85.754,14.057,558.962,0.0,-463.71,311.746,233.927,77.819,102.232,49.732,95.252,-8.407,7.404,11.155,-3.751,,,1.003,86.845,-13.591,73.254,-10.209,-10.209,0.0,83.463,0.0,83.463,0.0,0.0,83.463,106.938813,33.684813,154.067,0.54,0.47,0.694106,155.945,0.54,0.47,0.686004,
06/30/2016,673.987,67.616,606.371,-107.191,92.801,14.39,566.796,0.0,-432.857,324.804,245.921,78.883,100.651,7.402,133.939,-7.304,7.032,11.196,-4.164,,,0.272,126.635,-20.346,106.289,-14.609,-14.609,0.0,120.898,0.0,120.898,0.0,0.0,120.898,107.517468,1.228468,154.998,0.78,0.69,0.69367,156.666,0.77,0.69,0.69367,
09/30/2016,668.736,64.524,604.212,-98.171,83.396,14.775,570.565,0.0,-441.936,324.112,244.495,79.617,101.741,16.083,128.629,-6.567,7.061,11.254,-4.193,,,-0.494,122.062,-10.325,111.737,-20.164,-20.164,0.0,131.901,0.0,131.901,0.0,0.0,131.901,119.215992,7.478992,155.525,0.85,0.72,0.766539,157.532,0.84,0.71,0.757476,
12/31/2016,734.584,70.049,664.535,-99.716,87.52,12.196,634.868,0.0,-432.523,332.057,251.996,80.061,90.75,9.716,202.345,-10.116,6.766,11.344,-4.578,,,3.35,192.229,-13.653,178.576,-21.274,-21.274,0.0,199.85,0.0,199.85,0.0,0.0,199.85,182.005942,3.429942,155.948,1.28,1.15,1.167094,158.196,1.26,1.13,1.151682,
03/31/2017,662.677,68.325,594.352,-102.458,89.37,13.088,560.219,0.0,-437.575,322.976,246.765,76.211,102.669,11.93,122.644,-2.615,5.941,11.553,-5.612,,,-3.326,120.029,-49.704,70.325,42.704,42.704,0.0,27.621,0.0,27.621,0.0,0.0,27.621,118.71383,48.38883,153.247,0.18,0.46,0.774657,158.369,0.17,0.44,0.745545,
06/30/2017,693.227,73.19,620.037,-109.312,96.902,12.41,583.915,0.0,-461.974,349.446,268.3,81.146,106.696,5.832,121.941,-7.588,6.447,12.007,-5.56,,,1.141,114.353,-5.524,108.829,0.0,0.0,0.0,108.829,0.0,108.829,0.0,0.0,108.829,107.045673,-1.783327,151.212,0.72,0.72,0.707918,156.036,0.7,0.7,0.688571,
09/30/2017,690.925,77.872,613.053,-105.937,88.373,17.564,584.988,0.0,-448.275,328.877,249.499,79.378,107.113,12.285,136.713,-2.872,3.853,11.726,-7.873,,,-0.981,133.841,-7.121,126.72,0.0,0.0,0.0,126.72,0.0,126.72,0.0,0.0,126.72,139.743354,13.023354,151.156,0.84,0.84,0.924498,154.627,0.82,0.82,0.904224,
12/31/2017,777.857,541.071,236.786,-121.939,99.313,22.626,655.918,0.0,-466.219,307.08,241.548,65.532,99.323,59.816,189.699,-7.576,7.56,16.323,-8.763,,,0.016,182.123,-466.012,-283.889,0.0,0.0,0.0,-283.889,0.0,-283.889,0.0,0.0,-283.889,192.826228,476.715228,147.39,-1.93,-1.93,1.308272,147.39,-1.93,-1.93,1.30438,
03/31/2018,697.192,75.989,621.203,-108.286,97.257,11.029,588.906,0.0,-423.343,314.94,251.213,63.727,98.55,9.853,165.563,-14.617,11.605,20.336,-8.731,,,3.012,150.946,-6.687,144.259,0.0,0.0,0.0,144.259,0.0,144.259,0.0,0.0,144.259,145.17649,0.91749,139.248,1.04,1.04,1.042575,146.388,0.99,0.99,0.996268,
06/30/2018,742.365,550.307,192.058,-108.749,97.23,11.519,633.616,0.0,-488.469,364.07,286.73,77.34,112.943,11.456,145.147,-13.677,11.14,20.542,-9.402,,,2.537,131.47,-24.637,106.833,0.0,0.0,0.0,106.833,0.0,106.833,0.0,0.0,106.833,112.898583,6.065583,135.993,0.79,0.79,0.830179,145.447,0.73,0.73,0.771703,
09/30/2018,732.476,561.524,170.952,-103.917,92.288,11.629,628.559,0.0,-463.78,348.646,262.562,86.084,111.557,3.577,164.779,-5.364,9.066,19.962,-10.896,,,-3.702,159.415,-0.558,158.857,0.0,0.0,0.0,158.857,0.0,158.857,0.0,0.0,158.857,135.141179,-23.715821,135.055,1.18,1.18,1.000638,147.568,1.08,1.08,0.919289,
12/31/2018,801.87,591.082,210.788,-112.851,99.969,12.882,689.019,0.0,-486.548,361.921,273.729,88.192,116.934,7.693,202.471,-14.847,8.321,19.322,-11.001,,,6.526,187.624,-21.906,165.718,0.0,0.0,0.0,165.718,0.0,165.718,0.0,0.0,165.718,163.857913,-1.860087,133.883,1.24,1.24,1.223889,144.372,1.15,1.15,1.137116,
03/31/2019,719.143,547.91,171.233,-107.473,97.172,10.301,611.67,0.0,-488.826,352.202,274.655,77.547,130.263,6.361,122.844,-4.66,8.359,18.033,-9.674,,,-3.699,118.184,-7.836,110.348,0.0,0.0,0.0,110.348,0.0,110.348,0.0,0.0,110.348,111.251997,0.903997,131.483,0.84,0.84,0.846132,141.025,0.78,0.78,0.78641,
06/30/2019,748.697,608.043,140.654,-110.479,100.695,9.784,638.218,0.0,-521.136,379.591,298.429,81.162,134.029,7.516,117.082,-9.839,6.419,10.289,-3.87,,,3.42,107.243,-13.748,93.495,0.0,0.0,0.0,93.495,0.0,93.495,0.0,0.0,93.495,96.955889,3.460889,131.309,0.71,0.71,0.73838,134.277,0.7,0.7,0.725774,
09/30/2019,732.901,601.844,131.057,-126.918,104.296,22.622,605.983,0.0,-495.152,354.916,274.874,80.042,126.42,13.816,110.831,-2.717,6.173,8.822,-2.649,,,-3.456,108.114,162.743,270.857,0.0,0.0,0.0,270.857,0.0,270.857,0.0,0.0,270.857,278.425036,7.568036,130.277,2.08,2.08,2.137177,132.655,2.04,2.04,2.097051,
12/31/2019,809.823,633.082,176.741,-119.177,110.544,8.633,690.646,0.0,-505.285,366.676,284.998,81.678,128.165,10.444,185.361,-9.402,6.743,8.83,-2.087,,,2.659,175.959,31.154,207.113,0.0,0.0,0.0,207.113,0.0,207.113,0.0,0.0,207.113,157.688695,-49.424305,130.361,1.59,1.59,1.209631,133.112,1.56,1.56,1.188701,
03/31/2020,860.945,681.011,179.934,-115.577,107.296,8.281,745.368,0.0,-543.821,406.208,326.109,80.099,134.458,3.155,201.547,-10.908,13.006,14.611,-1.605,,,-2.098,190.639,-9.417,181.222,0.0,0.0,0.0,181.222,0.0,181.222,0.0,0.0,181.222,185.631117,4.409117,124.737,1.45,1.45,1.48818,127.577,1.42,1.42,1.45456,
06/30/2020,798.929,612.86,186.069,-122.24,113.937,8.303,676.689,0.0,-533.018,382.319,291.511,90.808,140.477,10.222,143.671,-14.576,16.487,17.076,-0.589,,,-1.911,129.095,-16.189,112.906,0.0,0.0,0.0,112.906,0.0,112.906,0.0,0.0,112.906,120.272263,7.366263,123.522,0.91,0.91,0.973691,125.735,0.9,0.9,0.958586,
09/30/2020,758.214,,,,,,647.135649,,,,,,,,200.7,,,,,,,,187.333,,80.463,,,,,,80.463,,,80.463,154.692,,,0.651,0.651,1.238,,0.651,0.651,1.238,
12/31/2020,786.857,,,,,,670.30774116,,,,,,,,213.0,,,,,,,,201.889,,90.013,,,,,,90.013,,,90.013,164.923,,,0.736,0.736,1.328,,0.736,0.736,1.328,
