Date,Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Related Income,Investment Income,Other Operating Income,Revenue,Property Operating Expenses,General & Administrative Expense,Other Operating Expenses,Depreciation Expense,Provision for Loan Loss,Other Non-Rental Income,Operating Income,Interest Expense,Unconsolidated Equity Interest Income,Loss on Sale of Property,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Pre-Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1999,476.696014,0.0,1.58,0.0,0.0,13.081,491.356995,-173.800003,-18.964001,0.0,-87.864998,0.0,0.0,210.727997,-104.574997,3.031,0.0,-4.627,104.557,0.0,104.556999,-0.23,-11.781,97.172997,-10.907,,86.265997,,81.869,0.32,0.32,0.32,253.625,0.32,0.32,0.32,291.59201,
12/31/1999,475.002991,0.0,8.761,0.0,0.0,10.709,494.472992,-155.873001,-32.588001,0.0,-93.877998,0.0,0.0,212.137001,-104.541,5.743,51.576,4.627,169.542001,0.0,169.542007,0.0,-18.673,150.869003,-10.908,,139.961003,,139.961,0.51,0.51,0.51,287.540009,0.5,0.5,0.5,290.549988,
03/31/2000,448.079987,0.0,2.235,0.0,0.0,18.559999,468.875,-157.360992,-19.650999,0.0,-88.275002,0.0,,203.587997,-101.908997,11.374,3.862,0.0,116.915,0.0,116.915001,-0.611,-12.969,103.334999,-10.697,,92.638,,93.249001,0.37,0.37,0.35,304.718994,0.37,0.37,0.37,283.569,
06/30/2000,474.494995,,2.507,0.0,0.0,19.85,496.85199,-166.798004,-22.089001,0.0,-90.651001,0.0,,217.314003,-112.403999,13.389,36.998001,0.0,155.297005,0.0,155.296997,-0.264,-18.785,136.248001,-10.883,,125.365001,,125.629004,0.49,0.49,0.49,254.186188,0.48,0.48,0.48,291.674988,
09/30/2000,617.744995,0.0,2.699,0.0,0.0,20.857,641.301025,-220.964996,-24.714001,0.0,-117.458,0.0,0.0,278.163994,-158.712997,16.862,-4.271,0.0,132.041996,0.0,132.042007,0.0,-17.073999,114.968002,-10.884,,104.084002,,104.083997,0.34,0.34,0.34,651.088013,0.34,0.34,0.34,349.493988,
12/31/2000,628.778992,0.0,3.49,0.0,0.0,24.945999,657.215027,-106.478996,-24.961,0.0,-130.287003,0.0,0.0,395.488014,-274.911011,14.626,-0.576,0.0,134.627004,0.0,134.626999,-0.927,-17.391001,116.308998,-10.884,0.0,105.424998,,106.352003,0.35,0.35,0.35,305.519989,0.35,0.35,0.35,350.739014,
03/31/2001,633.742,0.0,2.172,0.0,0.0,26.956,662.87,-216.315,-24.122,0.0,-123.01,0.0,,299.423,-159.193,15.426,0.0,-3.0,152.656,-1.517,151.139,0.136,-19.535,131.74,-10.884,0.0,120.856,3.0,123.72,0.4,0.39,0.39,306.971084,0.4,0.39,0.39,351.400853,
06/30/2001,641.409973,0.0,4.365,0.0,0.0,18.264,664.039001,-219.362,-26.757,0.0,-123.905998,0.0,0.0,293.372986,-159.623993,17.864,0.0,0.0,151.612993,0.0,151.613007,0.0,-17.434,134.179001,-10.877,0.0,123.302001,,123.301993,0.4,0.4,0.4,308.375,0.4,0.4,0.4,351.519989,
09/30/2001,852.755981,0.0,3.768,0.0,0.0,27.198999,883.723022,-281.638,-31.614,0.0,-155.804001,0.0,0.0,424.598999,-208.802994,16.434,14.854,0.0,247.084005,0.0,247.084,5.216,-29.712999,217.371002,-18.25,-2.655,196.466002,,196.466006,0.48,0.48,0.49,410.523987,0.48,0.48,0.49,471.009003,
12/31/2001,841.122986,0.0,4.78,0.0,0.0,39.669998,885.572998,-279.493011,-31.521,0.0,-168.852997,-2.965,0.0,402.740997,-215.669998,19.479,66.807999,-135.220001,138.137997,0.0,138.138,6.504,-18.252001,134.891998,-17.030001,0.0,117.861998,135.220001,238.075996,0.56,0.27,0.29,412.803009,0.55,0.26,0.28,472.169006,
03/31/2002,834.96,0.0,4.078,0.0,0.0,31.226,870.264,-292.336,-14.576,0.0,-167.571,0.0,,395.781,-205.788,57.628,0.0,0.0,247.621,-7.006,240.615,5.255,-28.689,217.181,-15.83,0.0,201.351,0.0,196.096,0.51,0.51,0.48,413.924658,0.51,0.51,0.48,472.713024,
06/30/2002,832.052,0.0,3.977,0.0,0.0,25.86,861.889,-301.757,-18.512,0.0,-170.465,0.0,,371.155,-203.857,22.297,0.0,0.0,189.595,-1.714,187.881,16.597,-22.166,182.312,-15.831,0.0,166.481,0.0,149.884,0.4,0.4,0.4,416.603419,0.4,0.4,0.4,472.61059,
09/30/2002,818.590027,0.0,3.699,0.0,0.0,38.125999,860.414978,-300.699005,-13.615,0.0,-168.565002,-0.155,0.0,377.381012,-200.225006,12.218,0.0,0.0,189.374006,0.0,189.373993,17.257,-23.002001,183.628998,-15.451,0.0,168.177998,,150.921005,0.37,0.37,0.4,417.468994,0.36,0.36,0.4,469.765015,
12/31/2002,791.754028,0.0,4.153,0.0,0.0,57.897999,853.804993,-297.200012,-16.367001,0.0,-167.300995,-0.428,0.0,372.509003,-204.240997,14.709,0.0,0.0,182.977005,0.0,182.977005,26.664,-22.548,187.093002,-15.461,0.0,171.632002,,144.968004,0.36,0.36,0.42,410.894012,0.36,0.36,0.42,461.365997,
03/31/2003,764.116028,0.0,4.936,0.0,0.0,22.844,791.895996,-275.291992,-13.502,0.0,-169.078995,-0.996,0.0,333.027,-207.014999,20.764,8.143,0.0,154.919001,0.0,154.919006,22.089001,-19.83,157.177994,-15.461,0.0,141.716994,,119.628001,0.3,0.3,0.35,408.283997,0.3,0.3,0.35,459.302002,
06/30/2003,762.984985,0.0,3.526,0.0,0.0,17.785,784.296021,-276.018005,-22.525,0.0,-170.690994,-1.574,0.0,313.487991,-208.582993,20.945999,0.0,0.0,125.850998,0.0,125.850998,59.772999,-20.368,165.255997,-15.395,0.0,149.860996,,90.087997,0.24,0.24,0.37,400.457001,0.24,0.24,0.37,452.010986,
09/30/2003,754.174011,0.0,1.969,0.0,0.0,25.297001,781.440002,-283.480988,-13.515,0.0,-172.876007,0.289,0.0,311.857002,-207.904999,21.208,0.0,0.307,125.467004,0.0,125.467003,10.672,-15.456,120.682999,-10.508,0.0,110.174998,,99.503003,0.25,0.25,0.28,397.401001,0.25,0.25,0.28,448.804993,
12/31/2003,774.867004,0.0,5.43,0.0,0.0,35.342999,815.640015,-297.700989,-17.806999,0.0,-194.653,0.0,0.0,305.478996,-203.406998,16.964001,99.110001,-6.664,211.482,-3.107,208.375,30.157,-26.587999,211.944,-10.508,0.0,201.436,7.5,178.779,0.46,0.44,0.51,398.214996,0.46,0.44,0.5,449.601013,
03/31/2004,767.241028,0.0,3.06,0.0,0.0,27.233,797.533997,-286.384003,-11.309,0.0,-187.824005,0.0,0.0,312.016999,-207.709,15.718,0.0,0.0,120.025999,0.262,120.288002,-31.726,-10.523,78.039001,-12.748,0.0,65.291001,,97.016999,0.23,0.23,0.16,399.757996,0.23,0.23,0.16,451.143005,
06/30/2004,777.934998,0.0,3.849,0.0,0.0,16.159,797.942993,-295.393005,-18.759001,0.0,-189.505005,0.0,0.0,294.286003,-211.147003,14.739,0.0,24.016001,121.894001,-1.355,120.539001,3.42,-14.451,109.508003,-8.944,0.0,100.564003,,97.144001,0.24,0.24,0.25,400.846893,0.24,0.24,0.25,450.533844,
09/30/2004,704.968,0.0,3.22,0.0,0.0,15.411,723.599,-279.667,-13.19,0.0,-168.053,0.0,,262.689,-209.519,12.664,0.216,-41.699,24.351,-1.135,23.216,-156.606,13.111,-120.279,-8.701,0.0,-128.98,46.436,74.062,0.12,0.03,-0.32,400.956118,0.12,0.03,-0.32,450.420567,
12/31/2004,585.546997,0.0,4.097,0.0,0.0,19.961,609.60498,-230.410004,-14.034,0.0,-157.162003,0.0,0.0,207.998997,-220.589996,9.368,21.684999,8.125,26.587,0.225,26.812,53.069,-9.842,70.039001,-8.7,0.0,61.339002,,8.27,0.05,0.05,0.15,401.415009,0.04,0.04,0.15,451.053986,
03/31/2005,690.251,0.0,4.777,0.0,0.0,61.258,756.286,-265.006,-17.173,0.0,-177.61,0.0,,296.497,-215.567,9.518,0.0,0.0,90.448,-0.455,89.993,34.36,-14.782,109.571,-8.701,0.0,100.87,,66.51,0.17,0.17,0.25,402.812763,0.17,0.17,0.25,452.400294,
06/30/2005,692.200012,0.0,3.697,0.0,0.0,21.357,717.254028,-271.605988,-15.218,0.0,-181.744003,0.0,0.0,248.686001,-210.526001,28.681,0.0,-24.382,42.459,-0.437,42.021999,-259.94101,21.177999,-196.740997,-8.701,0.0,-205.441998,24.382,78.880999,0.13,0.07,-0.51,406.164581,0.12,0.07,-0.5,455.609558,
09/30/2005,692.325,,5.314,,,12.886,710.525,-269.322,-43.007,,-182.437,,,215.759,-199.083,10.683,47.406,,74.765,-0.456,74.309,41.29,-13.153,102.446,-8.7,,93.746,,52.456,0.14,0.14,0.23,408.511485,0.14,0.14,0.23,457.343521,
12/31/2005,762.765991,0.0,3.952,0.0,0.0,25.238001,791.955994,-355.984009,-17.278999,0.0,-197.854004,0.0,0.0,220.839007,-206.251007,20.114,-1.098,-38.146999,-4.542999,1.621,-2.922,34.560001,-3.975,27.663,-8.701,0.0,18.962,38.146999,22.549001,0.07,-0.03,0.05,395.009003,0.06,-0.03,0.05,438.774994,
03/31/2006,835.656,0.0,0.916,0.0,0.0,20.481,857.053,-346.178,-16.994,0.0,-228.419,0.0,,265.462,-227.156,0.056,0.154,0.0,38.516,-1.211,37.305,34.937,-17.921,54.321,-8.701,0.0,45.62,,10.683,0.04,0.04,0.12,369.068729,0.04,0.04,0.12,414.266023,
06/30/2006,822.250977,0.0,1.478,0.0,0.0,22.597,846.325989,-341.136993,-16.056,0.0,-228.593994,0.0,0.0,260.538998,-226.423996,0.034,0.379,0.0,34.528002,0.147,34.674999,85.267998,-23.385,96.557999,-8.701,0.0,87.856998,,2.589001,0.03,0.03,0.24,363.933899,0.03,0.03,0.24,408.494049,
09/30/2006,842.155,,1.402,,,23.666,867.223,-346.194,-60.83,,-225.978,,,234.221,-235.243,0.315,-0.219,-54.406,-55.332,-1.335,-56.667,-77.211,3.131,-130.747,-8.7,,-139.447,54.406,-7.83,-0.0439,-0.2,-0.4,348.434284,-0.0598,-0.2,-0.4,387.833388,
12/31/2006,847.515015,,5.458,,,28.362,881.335022,-339.247986,-56.789001,,-251.365997,,,233.932002,-235.690002,1.039,56.537998,,55.818998,-1.02,54.799,308.45401,-42.417999,320.834991,-7.705,,313.129992,,4.675999,0.1,0.1,0.89,350.843872,0.1,0.1,0.87,397.945618,
03/31/2007,,,,,,,505.0,,,,,,,507.0,,,,,53.5,,,,,,,,,,,,,,,,,,,
06/30/2007,,,,,,,503.0,,,,,,,515.0,,,,,65.9,,,,,,,,,,,,,,,,,,,
