Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2006,14396.006,9821.632,4015.922,5805.71,885.088,885.088,,0.0,0.0,0.0,0.0,0.0,351.387,,,,,,11058.107,1799.766,2452.055,-652.289,1018.591,,519.542,465.198,318.597,146.601,,54.344,3337.899,,179.441,179.441,,,,0.0,0.0,0.0,0.0,,,797.989,,,797.989,977.43,0.0,0.0,0.0,0.0,,61.568,,,,,,61.568,61.568,1038.998,0.0,10014.696,,,0.0,3369.236,-26.924,13357.008,0.0,13357.008,14396.006,
09/30/2006,15693.232,10428.715,3038.341,7390.374,1031.055,1031.055,,0.0,0.0,0.0,0.0,0.0,398.473,,,,,,11858.243,2174.314,2957.58,-783.266,1028.591,,632.084,514.551,337.145,177.406,,117.533,3834.989,,207.348,207.348,,,,0.0,0.0,0.0,0.0,,,1008.699,,,1008.699,1216.047,0.0,0.0,0.0,0.0,,80.098,,,,,,80.098,80.098,1296.145,0.0,10290.028,,,0.0,4102.597,4.462,14397.087,0.0,14397.087,15693.232,
12/31/2006,18473.351,11243.914,3544.671,7699.243,1322.34,1322.34,,0.0,0.0,0.0,0.0,0.0,473.593,,,,,,13039.847,2395.239,3289.594,-894.355,1031.85,,2006.415,2295.126,1545.119,750.007,,-288.711,5433.504,,211.169,211.169,,,,0.0,0.0,0.0,0.0,,,1093.418,,,1093.418,1304.587,0.0,0.0,0.0,0.0,,128.924,,,,,,128.924,128.924,1433.511,0.0,11883.215,,,0.0,5133.314,23.311,17039.84,0.0,17039.84,18473.351,
03/31/2007,20015.438,11935.919,4081.34,7854.579,1477.09,1477.09,,0.0,0.0,0.0,0.0,0.0,667.765,,,,,,14080.774,2826.717,3876.274,-1049.557,1030.952,,2076.995,1947.092,1620.566,326.526,,129.903,5934.664,,181.828,181.828,,,,0.0,,,,,,1072.525,,,1072.525,1254.353,0.0,,,,,383.875,,,,,,383.875,383.875,1638.228,0.0,12211.9,,,0.0,6128.368,36.942,18377.21,0.0,18377.21,20015.438,
06/30/2007,21423.885,12503.535,4493.652,8009.883,1648.68,1648.68,,0.0,0.0,0.0,0.0,0.0,705.308,,,,,,14857.523,3219.28,4401.193,-1181.913,1038.804,,2308.278,2062.703,1723.124,339.579,,245.575,6566.362,,136.483,136.483,,,,0.0,,,,,,1182.712,,,1182.712,1319.195,0.0,,,,,445.082,,,,,,445.082,445.082,1764.277,0.0,12576.871,,,0.0,7053.489,29.248,19659.608,0.0,19659.608,21423.885,
09/30/2007,23340.65,13087.345,5106.404,7980.941,1887.86,1887.86,,0.0,0.0,0.0,0.0,0.0,758.556,,,,,,15733.761,3588.814,4914.422,-1325.608,1048.138,,2969.937,2762.649,2277.397,485.252,,207.288,7606.889,,231.883,231.883,,,,0.0,,,,,,1550.784,,,1550.784,1782.667,0.0,,,,,521.212,,,,,,521.212,521.212,2303.879,0.0,12831.749,,,0.0,8123.478,81.544,21036.771,0.0,21036.771,23340.65,
12/31/2007,25335.806,14218.613,6081.593,8137.02,2162.521,2162.521,,0.0,0.0,0.0,0.0,0.0,908.004,,,,,,17289.138,4039.261,5519.912,-1480.651,1059.694,,2947.713,2646.209,2299.368,346.841,,301.504,8046.668,,282.106,282.106,,,,0.0,0.0,0.0,0.0,,,1753.496,,,1753.496,2035.602,0.0,0.0,0.0,0.0,,610.525,,,,,,610.525,610.525,2646.127,0.0,13241.534,,,0.0,9334.772,113.373,22689.679,0.0,22689.679,25335.806,
03/31/2008,27604.982,12134.508,6519.749,5614.759,2560.909,2560.909,,0.0,0.0,0.0,0.0,0.0,769.514,,,,,,15464.931,4741.724,6430.853,-1689.129,1056.966,,6341.361,5684.591,4791.399,893.192,,656.77,12140.051,,358.122,358.122,,,,0.0,,,,,,2102.353,,,2102.353,2460.475,0.0,,,,,806.972,,,,,,806.972,806.972,3267.447,0.0,13562.262,,,0.0,10641.858,133.415,24337.535,0.0,24337.535,27604.982,
06/30/2008,29179.786,12733.669,7363.536,5370.133,2641.901,2641.901,,0.0,0.0,0.0,0.0,0.0,941.267,,,,,,16316.837,5137.71,7013.003,-1875.293,1067.52,,6657.719,7131.787,4853.805,2277.982,,-474.068,12862.949,,439.281,439.281,,,,0.0,,,,,,1906.234,,,1906.234,2345.515,0.0,,,,,921.256,,,,,,921.256,921.256,3266.771,0.0,13904.585,,,0.0,11889.249,119.181,25913.015,0.0,25913.015,29179.786,
09/30/2008,30806.974,14412.609,8370.469,6042.14,2541.492,2541.492,,0.0,0.0,0.0,0.0,0.0,1008.75,,,,,,17962.851,5213.167,7325.792,-2112.625,1100.896,,6530.06,5268.242,4821.646,446.596,,1261.818,12844.123,,240.706,240.706,,,,0.0,,,,,,1983.571,,,1983.571,2224.277,0.0,,,,,1107.835,,,,,,1107.835,1107.835,3332.112,0.0,14194.512,,,0.0,13179.188,101.162,27474.862,0.0,27474.862,30806.974,
12/31/2008,31767.575,15845.771,8656.672,7189.099,2642.192,2642.192,,0.0,0.0,0.0,0.0,0.0,1690.219,,,,,,20178.182,5233.843,7576.341,-2342.498,85.16,,6270.39,5836.544,4839.854,996.69,,433.846,11589.393,,178.004,178.004,,,,0.0,,,,,,2124.086,,,2124.086,2302.09,0.0,,,,,1226.623,,,,,,1226.623,1226.623,3528.713,0.0,14450.653,,,0.0,13561.63,226.579,28238.862,0.0,28238.862,31767.575,
03/31/2009,33513.029,17784.933,10426.291,7358.642,2543.105,2543.105,0.0,0.0,0.0,0.0,0.0,0.0,1752.764,,,52.296,,1317.71,22080.802,5122.105,7697.487,-2575.382,100.999,100.999,6209.123,5740.659,4830.315,910.344,416.168,0.0,11432.227,,1965.912,196.22,317.799,,1451.893,0.0,0.0,,,,,217.942,30.146,,0.0,2183.854,0.0,0.0,,,,1481.08,,,,,,1450.934,1481.08,3664.934,,14694.817,0.316,14694.501,0.0,14984.458,168.82,29848.095,,29848.095,33513.029,
06/30/2009,35158.76,19344.006,11911.351,7432.655,2701.912,2701.912,0.0,0.0,0.0,0.0,0.0,0.0,1788.935,,,124.647,145.843,1066.792,23834.853,5005.9,7905.528,-2899.628,93.925,93.925,6224.082,5693.299,4836.913,856.386,406.136,0.0,11323.907,,1772.997,221.914,,,1551.083,0.0,0.0,,,,,227.965,31.675,,0.0,2000.962,0.0,0.0,,,,1562.942,,,,,,1531.267,1562.942,3563.904,0.0,15044.419,0.316,15044.103,0.0,16469.003,81.434,31594.856,,31594.856,35158.76,
09/30/2009,37702.845,21994.391,12087.115,9907.276,2807.341,2807.341,0.0,0.0,0.0,0.0,0.0,0.0,1551.812,,,233.836,72.263,815.813,26353.544,4917.491,8043.9,-3126.409,110.372,110.372,6321.438,5672.465,4849.217,823.248,415.137,0.0,11349.301,,2069.179,192.743,,,1876.436,0.0,0.0,,,,,252.595,35.846,,0.0,2321.774,0.0,0.0,,,,1659.318,,,,,,1623.472,1659.318,3981.092,0.0,15380.99,0.317,15380.673,0.0,18107.978,232.785,33721.753,,33721.753,37702.845,
12/31/2009,40496.778,24484.775,10197.588,14287.187,3178.471,3178.471,0.0,0.0,0.0,0.0,0.0,0.0,1503.712,0.0,,262.611,23.244,834.854,29166.958,4844.61,8130.134,-3285.524,128.977,128.977,6356.233,5677.503,4902.565,774.938,416.119,0.0,11329.82,,2462.05,215.867,0.0,,2246.183,0.0,0.0,0.0,0.0,,,285.417,41.618,0.0,0.0,2747.467,0.0,0.0,0.0,0.0,,1745.087,0.0,0.0,0.0,0.0,0.0,1703.469,1745.087,4492.554,0.0,15817.056,0.318,15816.738,0.0,20082.078,105.09,36004.224,0.0,36004.224,40496.778,
03/31/2010,42871.0,26514.0,9192.0,17322.0,3084.0,3084.0,0.0,0.0,0.0,0.0,0.0,0.0,1534.0,,,446.0,,1133.0,31132.0,4773.0,8219.0,-3446.0,154.0,154.0,6812.0,5912.0,5122.0,790.0,454.0,0.0,11739.0,,2629.0,329.0,450.0,,1850.0,0.0,0.0,,,,,293.0,36.0,,0.0,2922.0,0.0,0.0,,,,1666.0,,,,,,1630.0,1666.0,4588.0,0.0,16171.0,0.318274,16170.681726,0.0,21949.0,163.0,38283.0,,38283.0,42871.0,
06/30/2010,48045.0,30059.0,10713.0,19346.0,3308.0,3308.0,0.0,0.0,0.0,0.0,0.0,0.0,1794.0,,,443.0,309.0,1419.0,35161.0,4920.0,8525.0,-3605.0,377.0,377.0,7587.0,6692.0,5788.0,904.0,452.0,0.0,12884.0,,2561.0,397.0,,,2164.0,0.0,0.0,,,,,3186.0,31.0,,2870.0,5747.0,0.0,0.0,,,,1685.0,,,,,,1654.0,1685.0,7432.0,0.0,17109.0,0.318613,17108.681387,0.0,23158.0,346.0,40613.0,,40613.0,48045.0,
09/30/2010,53342.0,33380.0,11257.0,22123.0,3616.0,3616.0,0.0,0.0,0.0,0.0,0.0,0.0,2451.0,,,406.0,228.0,2078.0,39447.0,5506.0,9383.0,-3877.0,485.0,485.0,7904.0,7092.0,6099.0,993.0,406.0,0.0,13895.0,,3195.0,528.0,,,2667.0,2122.0,2122.0,,,,,3213.0,33.0,,2861.0,8530.0,0.0,0.0,,,,1522.0,,,,,,1489.0,1522.0,10052.0,0.0,17435.0,0.319234,17434.680766,0.0,25324.0,531.0,43290.0,,43290.0,53342.0,
12/31/2010,57851.0,34975.0,13630.0,21345.0,4252.0,4252.0,0.0,0.0,0.0,0.0,0.0,0.0,2335.0,0.0,,265.0,0.0,2064.0,41562.0,7759.0,11771.0,-4012.0,523.0,523.0,8007.0,7300.0,6256.0,1044.0,442.0,0.0,16289.0,,3768.0,483.0,37.0,0.0,3248.0,3465.0,3465.0,0.0,0.0,,,2763.0,35.0,0.0,2361.0,9996.0,0.0,0.0,0.0,0.0,,1614.0,0.0,0.0,0.0,0.0,,1579.0,1614.0,11610.0,0.0,18235.0,0.321301,18234.678699,0.0,27868.0,138.0,46241.0,0.0,46241.0,57851.0,
03/31/2011,59960.0,36675.0,12415.0,24260.0,4216.0,4216.0,0.0,0.0,0.0,0.0,0.0,0.0,2419.0,,,21.0,27.0,2070.0,43310.0,8249.0,12509.0,-4260.0,666.0,666.0,7735.0,7324.0,6308.0,1016.0,390.0,0.0,16650.0,,3786.0,516.0,0.0,,3270.0,3216.0,3216.0,,,,,2330.0,32.0,,1880.0,9332.0,0.0,0.0,,,,1777.0,,,,,,1745.0,1777.0,11109.0,0.0,18804.0,0.322127,18803.677873,0.0,29666.0,381.0,48851.0,0.0,48851.0,59960.0,
06/30/2011,64861.0,39118.0,10320.0,28798.0,4476.0,4476.0,0.0,0.0,0.0,0.0,0.0,0.0,2848.0,,,0.0,347.0,2339.0,46442.0,9003.0,13495.0,-4492.0,893.0,893.0,8523.0,8058.0,6677.0,1381.0,465.0,0.0,18419.0,,4155.0,567.0,0.0,,3588.0,1217.0,1217.0,,,,,2426.0,28.0,,1936.0,7798.0,2985.0,2985.0,,,,2087.0,,,,,129.0,1930.0,5072.0,12870.0,0.0,19216.0,0.322668,19215.677332,0.0,32172.0,603.0,51991.0,,51991.0,64861.0,
09/30/2011,69088.0,42560.0,10630.0,31930.0,4583.0,4583.0,0.0,0.0,0.0,0.0,0.0,0.0,2899.0,,,0.0,133.0,2534.0,50042.0,9204.0,13815.0,-4611.0,891.0,891.0,8951.0,8463.0,6989.0,1474.0,488.0,0.0,19046.0,,4124.0,563.0,0.0,,3561.0,1218.0,1218.0,,,,,3546.0,31.0,,3055.0,8888.0,2986.0,2986.0,,,,2384.0,,,,,263.0,2090.0,5370.0,14258.0,0.0,19697.0,0.321301,19696.678699,0.0,34901.0,232.0,54830.0,,54830.0,69088.0,
12/31/2011,72574.0,44626.0,9983.0,34643.0,5427.0,5427.0,0.0,0.0,0.0,0.0,0.0,0.0,2705.0,0.0,,0.0,,2486.0,52758.0,9603.0,14400.0,-4797.0,790.0,790.0,9423.0,8924.0,7346.0,1578.0,499.0,0.0,19816.0,,5135.0,588.0,197.0,0.0,4350.0,1218.0,1218.0,0.0,0.0,,,2560.0,44.0,0.0,2007.0,8913.0,2986.0,2986.0,0.0,0.0,,2530.0,0.0,0.0,0.0,0.0,287.0,2199.0,5516.0,14429.0,0.0,20264.0,0.324895,20263.675105,0.0,37605.0,276.0,58145.0,0.0,58145.0,72574.0,
03/31/2012,77144.0,49316.0,23108.0,26208.0,5163.0,5163.0,0.0,0.0,0.0,0.0,0.0,0.0,2380.0,,,,,2323.0,56859.0,9875.0,14963.0,-5088.0,880.0,880.0,9530.0,8866.0,7325.0,1541.0,664.0,0.0,20285.0,,4419.0,760.0,239.0,,3420.0,2468.0,2468.0,,,,,2855.0,42.0,,2252.0,9742.0,2987.0,2987.0,,,,2703.0,,,,,384.0,2277.0,5690.0,15432.0,0.0,20795.0,0.325906,20794.674094,0.0,40495.0,422.0,61712.0,0.0,61712.0,77144.0,
06/30/2012,86051.0,43122.0,15437.0,27685.0,6866.0,6866.0,0.0,634.0,159.0,0.0,475.0,0.0,3235.0,,,,,3075.0,53857.0,10909.0,16137.0,-5228.0,1040.0,1040.0,20245.0,17982.0,10120.0,7862.0,2263.0,0.0,32194.0,,8125.0,2419.0,157.0,,5549.0,3218.0,3218.0,,,,,2685.0,97.0,,1916.0,14028.0,2987.0,2987.0,,,,4315.0,,,,,1509.0,2709.0,7302.0,21330.0,0.0,21357.0,0.326944,21356.673056,0.0,43280.0,84.0,64721.0,0.0,64721.0,86051.0,
09/30/2012,89730.0,45724.0,16260.0,29464.0,7259.0,7259.0,0.0,618.0,132.0,0.0,486.0,0.0,3220.0,,,,,2988.0,56821.0,11401.0,17038.0,-5637.0,1063.0,1063.0,20445.0,18239.0,10485.0,7754.0,2206.0,0.0,32909.0,,8625.0,2233.0,45.0,,6347.0,3218.0,3218.0,,,,,2591.0,100.0,8.0,1686.0,14434.0,2988.0,2988.0,,,,4280.0,,,,,1461.0,2711.0,7268.0,21702.0,0.0,22204.0,0.328552,22203.671448,0.0,45456.0,368.0,68028.0,0.0,68028.0,89730.0,
12/31/2012,93798.0,48088.0,14778.0,33310.0,7885.0,7885.0,0.0,505.0,77.0,0.0,428.0,0.0,3976.0,0.0,,,,2832.0,60454.0,11854.0,17697.0,-5843.0,1469.0,1469.0,20021.0,18010.0,10537.0,7473.0,2011.0,0.0,33344.0,,9213.0,2012.0,240.0,0.0,6961.0,2549.0,2549.0,0.0,0.0,,,2575.0,100.0,0.0,1673.0,14337.0,2988.0,2988.0,0.0,0.0,,4758.0,0.0,0.0,0.0,0.0,1872.0,2786.0,7746.0,22083.0,0.0,22835.0,0.329979,22834.670021,0.0,48342.0,538.0,71715.0,0.0,71715.0,93798.0,
03/31/2013,96692.0,50098.0,15375.0,34723.0,7612.0,7612.0,0.0,648.0,140.0,0.0,508.0,0.0,4450.0,,,,358.0,3075.0,62808.0,12300.0,18260.0,-5960.0,1470.0,1470.0,20114.0,17919.0,10595.0,7324.0,2195.0,0.0,33884.0,,7969.0,2094.0,0.0,,5875.0,2150.0,2150.0,,,,,3133.0,79.0,,2237.0,13252.0,2989.0,2989.0,,,,4978.0,,,,,1978.0,2921.0,7967.0,21219.0,0.0,23429.0,0.329979,23428.670021,0.0,51688.0,356.0,75473.0,0.0,75473.0,96692.0,
06/30/2013,101182.0,54432.0,16164.0,38268.0,7321.0,7321.0,0.0,342.0,54.0,0.0,288.0,0.0,4766.0,,,,72.0,3546.0,66861.0,12912.0,19255.0,-6343.0,1564.0,1564.0,19845.0,17954.0,11396.0,6558.0,1891.0,0.0,34321.0,,8312.0,1758.0,0.0,,6554.0,3000.0,3000.0,,,,,4017.0,132.0,,3211.0,15329.0,1989.0,1989.0,,,,5012.0,,,,,1905.0,2975.0,7001.0,22330.0,0.0,24334.0,0.333134,24333.666866,0.0,54916.0,-398.0,78852.0,0.0,78852.0,101182.0,
09/30/2013,105068.0,56523.0,15242.0,41281.0,7921.0,7921.0,0.0,235.0,64.0,0.0,171.0,0.0,4179.0,,,,571.0,2454.0,68858.0,14867.0,21722.0,-6855.0,1843.0,1843.0,19500.0,17716.0,11426.0,6290.0,1784.0,0.0,36210.0,,8651.0,2124.0,0.0,,6527.0,3009.0,3000.0,9.0,9.0,,,2815.0,125.0,,1893.0,14475.0,2238.0,1990.0,248.0,248.0,,5366.0,,,,,2097.0,3144.0,7604.0,22079.0,0.0,25004.0,0.334157,25003.665843,0.0,57886.0,99.0,82989.0,0.0,82989.0,105068.0,
12/31/2013,110920.0,58717.0,18898.0,39819.0,8882.0,8882.0,0.0,426.0,115.0,0.0,311.0,0.0,4861.0,0.0,,,408.0,2927.0,72886.0,16524.0,23837.0,-7313.0,1976.0,1976.0,19534.0,17558.0,11492.0,6066.0,1976.0,0.0,38034.0,,10459.0,2453.0,24.0,0.0,7982.0,3009.0,2000.0,9.0,9.0,,1000.0,2440.0,139.0,0.0,1374.0,15908.0,2236.0,1990.0,246.0,246.0,,5467.0,0.0,0.0,0.0,0.0,1947.0,3381.0,7703.0,23611.0,0.0,25922.0,0.335833,25921.664167,0.0,61262.0,125.0,87309.0,0.0,87309.0,110920.0,
03/31/2014,116526.0,59379.0,16639.0,42740.0,7827.0,7827.0,0.0,337.0,2.0,0.0,335.0,0.0,7771.0,,3873.0,,544.0,2188.0,75314.0,17877.0,25719.0,-7842.0,2123.0,2123.0,21212.0,19494.0,14177.0,5317.0,1718.0,0.0,41212.0,,8115.0,1623.0,0.0,,6492.0,3009.0,2000.0,9.0,9.0,,1000.0,5146.0,103.0,,4181.0,16270.0,3234.0,2991.0,243.0,243.0,,5311.0,,,,,1848.0,3360.0,8545.0,24815.0,0.0,26652.0,0.337231,26651.662769,0.0,64714.0,345.0,91711.0,0.0,91711.0,116526.0,
06/30/2014,121608.0,61204.0,19620.0,41584.0,8321.0,8321.0,0.0,293.0,1.0,0.0,292.0,0.0,8087.0,,3668.0,,1118.0,2143.0,77905.0,19486.0,27574.0,-8088.0,2415.0,2415.0,21802.0,19820.0,14586.0,5234.0,1982.0,0.0,43703.0,,8805.0,1345.0,0.0,,7460.0,2018.0,2000.0,9.0,9.0,,9.0,6274.0,93.0,,5381.0,17097.0,3232.0,2991.0,241.0,241.0,,5530.0,,,,,1625.0,3812.0,8762.0,25859.0,0.0,27111.0,0.675905,27110.324095,0.0,68136.0,502.0,95749.0,0.0,95749.0,121608.0,
09/30/2014,125781.0,62157.0,15605.0,46552.0,8237.0,8237.0,0.0,279.0,0.0,0.0,279.0,0.0,9442.0,,3588.0,,957.0,3525.0,80115.0,20981.0,29292.0,-8311.0,2470.0,2470.0,22215.0,20205.0,15461.0,4744.0,2010.0,0.0,45666.0,,9487.0,1368.0,0.0,,8119.0,2009.0,2000.0,9.0,9.0,,,6424.0,154.0,,5601.0,17920.0,3230.0,2992.0,238.0,238.0,,5816.0,,,,,1554.0,4108.0,9046.0,26966.0,0.0,27948.0,0.678277,27947.321723,0.0,70949.0,-82.0,98815.0,0.0,98815.0,125781.0,
12/31/2014,129187.0,64395.0,18347.0,46048.0,9383.0,9383.0,0.0,0.0,0.0,0.0,0.0,0.0,4878.0,0.0,,176.0,591.0,4287.0,78656.0,23883.0,32746.0,-8863.0,3079.0,3079.0,23569.0,20206.0,15599.0,4607.0,3187.0,0.0,50531.0,,11236.0,1715.0,96.0,,9425.0,2009.0,1999.0,10.0,10.0,,0.0,3534.0,104.0,0.0,2778.0,16779.0,3228.0,2992.0,236.0,236.0,,5320.0,0.0,0.0,0.0,0.0,758.0,4458.0,8548.0,25327.0,0.0,28767.0,0.680172,28766.319828,0.0,75066.0,27.0,103860.0,0.0,103860.0,129187.0,
03/31/2015,133400.0,65436.0,16976.0,48460.0,8584.0,8584.0,0.0,0.0,0.0,0.0,0.0,0.0,6293.0,,,,901.0,4545.0,80313.0,25448.0,34843.0,-9395.0,4090.0,4090.0,23549.0,19953.0,15573.0,4380.0,3596.0,0.0,53087.0,,9949.0,1688.0,123.0,,8138.0,2009.0,2000.0,9.0,9.0,,,2378.0,93.0,,1657.0,14336.0,3226.0,2993.0,233.0,233.0,,7390.0,,,,,1845.0,5452.0,10616.0,24952.0,0.0,29527.0,0.68233,29526.31767,0.0,79292.0,-371.0,108448.0,0.0,108448.0,133400.0,
