Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/25/1995,940.71698,566.963997,500.628998,66.334999,69.130997,,,,57.612,,,,,10.923,,,,704.630005,185.513,251.895004,-66.382004,12.032,,,38.542,,,,,38.542,236.087,,95.768997,95.768997,,,,1.015,,,,,,8.213005,,,,8.213005,104.997002,33.479,,,,,2.624,,,,,2.624,36.103,141.100002,0.0,794.780029,,,0.0,,4.837,799.617029,0.0,799.617029,940.717031,
12/31/1995,961.416992,439.971009,307.686005,132.285004,107.691002,,,,71.337997,,,,,35.573002,,,,654.572998,240.718002,,,12.03,,,54.096001,,,,,54.096001,306.844003,,109.236,109.236,,,,0.467,,,,,,11.197002,,,,11.197002,120.900002,27.582001,,,,,2.047,,,,,2.047,29.629001,150.529003,0.0,795.937012,,,0.0,,14.951,810.888012,0.0,810.888012,961.417015,
03/31/1996,974.052979,362.744995,220.220993,142.524002,132.908005,,,,108.535004,,,,,21.355,,,,625.54303,261.368988,,,17.028999,,,70.112,,,,,70.112,348.509987,,108.776001,108.776001,,,,0.972,,,,,,12.824997,,,,12.824997,122.572998,29.246,,,,,2.03,,,,,2.03,31.276,153.848998,0.0,803.788025,,,0.0,,16.416,820.204025,0.0,820.204025,974.053023,
06/30/1996,1034.593018,308.71199,99.436996,209.274994,193.440002,,,,129.725998,,,,,16.584999,,,,648.463013,297.737,,,17.011,,,71.382004,,,,,71.382004,386.130004,,153.839005,153.839005,,,,1.293,,,,,,10.41899,,,,10.41899,165.550995,37.269001,,,,,2.05,,,,,2.05,39.319001,204.869996,0.0,811.801025,,,0.0,,17.922001,829.723026,0.0,829.723026,1034.593022,
09/29/1996,1185.329956,346.271996,110.142998,236.128998,217.432999,,,,171.511002,,,,,15.974,,,,751.190002,352.699005,470.035004,-117.335999,8.009,,,73.431999,,,,,73.431999,434.140004,,163.598999,163.598999,,,,82.933998,,,,,,79.426018,,,,79.426018,325.959015,10.908,,,,,3.55,,,,,3.55,14.458,340.417015,0.0,819.049011,,,0.0,,25.864,844.913012,0.0,844.913012,1185.330026,
12/29/1996,1311.909058,289.307999,126.735001,162.572998,327.165985,,,,244.848007,,,,,17.186001,,,,878.507996,350.627991,,,6.008,,,76.764999,,,,,76.764999,433.40099,,286.53299,286.53299,,,,140.001007,,,,,,15.902008,,,,15.902008,442.436005,10.105,,,,,4.092,,,,,4.092,14.197,456.633005,0.0,820.286011,,,0.0,,34.990002,855.276013,0.0,855.276013,1311.909018,
03/30/1997,2039.993042,875.031983,406.299988,468.731995,306.729004,,,,231.104004,,,,,130.179993,,,,1543.045044,362.071991,,,3.006,,,131.869995,,,,,131.869995,496.947986,,314.804993,314.804993,,,,143.082001,,,,,,17.470001,,,,17.470001,475.356995,9.283,,,,,6.864,,,,,6.864,16.147,491.503995,660.0,836.754028,,,0.0,,51.735001,1548.489029,0.0,1548.489029,2039.993024,
06/30/1997,2050.291016,681.654999,217.177002,464.477997,435.43399,,,,228.723999,,,,,39.147999,,,,1384.96106,380.902008,,,86.851997,,,197.576004,,,,,197.576004,665.330009,,301.419006,301.419006,,,,74.363998,,,,,,25.818986,,,,25.818986,401.60199,8.492,,,,,675.343018,,,,,675.343018,683.835018,1085.437008,0.0,877.174011,,,0.0,,87.68,964.854011,0.0,964.854011,2050.291019,
09/28/1997,2274.679932,697.071991,248.837006,448.234985,445.381989,,,,225.156006,,,,,181.985001,,,,1549.594971,425.089996,626.023987,-200.934006,111.786003,,,188.209,,,,,188.209,725.084999,,409.156006,409.156006,,,,113.237999,,,,,,45.084022,,,,45.084022,567.478027,7.729,,,,,15.295,,,,,15.295,23.024,590.502027,660.0,906.380005,,,0.0,,117.797997,1684.178002,0.0,1684.178002,2274.680029,
12/29/1997,2426.349121,653.201004,209.539993,443.661011,620.198975,,,,281.605988,,,,,68.887001,,,,1623.892944,475.152008,700.557983,-225.406006,134.628998,,,192.675003,,,,,192.675003,802.456009,,541.588989,541.588989,,,,81.317001,,,,,,45.768997,,,,45.768997,668.674988,7.087,,,,,677.762024,,,,,677.762024,684.849024,1353.524012,0.0,918.265015,,,0.0,,154.559998,1072.825012,0.0,1072.825012,2426.349024,
03/29/1998,2455.730957,436.061005,186.973999,249.087006,599.348999,,,,359.695007,,,,,147.102005,,,,1542.207031,518.685974,776.718994,-258.03299,111.68,,,283.15799,,,,,283.15799,913.523964,,529.210999,529.210999,,,,58.917,,,,,,52.712029,,,,52.712029,640.840027,5.53,,,,,20.948999,,,,,20.948999,26.479,667.319026,660.0,939.336975,,,0.0,,180.570999,1779.907974,8.504,1788.411974,2455.731,
06/28/1998,2635.364014,298.359001,179.904999,118.454002,787.86499,,,,393.804993,191.600006,84.454002,117.750999,,158.076004,,,,1638.10498,565.671021,858.067993,-292.397003,111.625999,,,319.962006,,,,,319.962006,997.259026,,551.776978,551.776978,,,,140.959,,,,,,92.494003,,,,92.494003,785.22998,4.734,,,,,23.591,,,,,23.591,28.325,813.55498,660.0,948.200012,,,0.0,,186.414001,1794.614014,27.195,1821.809013,2635.363994,
09/27/1998,3737.331,303.323997,175.846,127.477997,612.209,612.209,,,386.536,,,,,235.151001,,,,1174.591,609.682,939.315979,-329.634003,0.0,,,1953.058,1808.878,1808.878,0.0,,144.18,2562.74,,2197.648,2197.648,,,,154.057999,,,,,,-1470.096999,,,,-1470.096999,881.609,3.863,,,,,25.115,,,,,25.115,28.978,910.587,660.0,3692.722,,,0.0,2578.833,0.0,6931.555,38.53,6970.085,7880.672,
12/27/1998,2762.774902,237.423004,131.940002,105.483002,767.492981,,,,420.066986,160.016006,78.460999,96.595001,,237.878998,,,,1662.862061,631.047974,,,0.0,,,468.86499,0.0,,,,468.86499,1099.912964,,657.338013,657.338013,,,,291.057007,,,,,,58.48999,,,,58.48999,1006.88501,3.116,,,,,36.032001,,,,,36.032001,39.148001,1046.033011,660.0,966.155029,,,0.0,,48.529999,1674.685028,42.056999,1716.742027,2762.775038,
03/29/1999,2621.395996,204.647995,121.252998,83.394997,814.213013,,,,254.477005,152.067001,74.246002,28.164,,274.971008,,,,1548.30896,557.898987,,,352.524994,,,162.662994,,,,,162.662994,1073.086975,,662.781006,662.781006,,,,67.061996,,,,,,62.857986,,,,62.857986,792.700989,2.36,,,,,44.410999,,,,,44.410999,46.770999,839.471988,660.0,1102.319946,,,0.0,,-25.469,1736.850946,45.073002,1781.923948,2621.395936,
06/27/1999,2977.436035,448.174006,436.100006,12.074,747.059021,,,,212.940994,141.597,43.992001,27.351999,,285.022003,,,,1693.196045,541.177979,,,454.678009,,,288.384003,,,,,288.384003,1284.23999,,589.145996,589.145996,,,,101.054001,,,,,,60.696976,,,,60.696976,750.896973,2.304,,,,,106.601997,,,,,106.601997,108.905997,859.80297,659.862,1326.978027,,,0.0,,82.267998,2069.108025,48.525002,2117.633026,2977.435996,
09/26/1999,4534.950195,1614.430969,660.015991,954.414978,802.419006,,,,327.350006,161.481003,51.002998,45.457001,,234.037994,,,,2978.238037,555.991028,890.752014,-334.760986,70.495003,,,930.226013,,,,,930.226013,1556.712044,,705.208008,705.208008,,,,115.098999,,,,,,56.070007,,,,56.070007,876.377014,0.795,,,,,74.872002,,,,,74.872002,75.667002,952.044016,659.554993,2587.964111,,,0.0,,283.790985,3531.310089,51.596001,3582.90609,4534.950106,
12/26/1999,4985.436035,1391.141937,303.977997,1087.16394,915.703979,,,,328.292999,87.678001,35.758999,136.531006,,240.162994,,,,2875.302002,537.481995,,,165.337997,,,1407.313965,,,,,1407.313965,2110.133957,,715.546021,715.546021,,,,127.109001,,,,,,64.625007,,,,64.625007,907.280029,0.0,,,,,64.585938,,,,,64.585938,64.585938,971.865967,269.894989,3197.022949,,,0.0,,491.742004,3958.659942,54.91,4013.569942,4985.435909,
06/25/2000,6371.595,1562.591,712.709,849.882,726.816,672.649,,,73.949,34.12,7.78,32.049,,253.087,,,,2616.443,437.631,,,705.771,,705.771,2611.75,883.197,883.197,0.0,,1728.553,3755.152,,432.697,432.697,,,,0.0,,,,,,83.919,,,,83.919,516.616,0.0,,,,,35.082,,,,,35.082,35.082,551.698,0.0,5080.449,,,0.0,732.415,-39.321,5773.543,46.354,5819.897,6371.595,
09/30/2000,6062.981934,1772.392945,716.870972,1055.521973,580.346985,,,,106.551003,47.952,8.37,29.044001,21.184999,270.688995,,,,2729.97998,431.704987,813.309021,-381.604004,748.520996,,748.521,2152.775879,821.833984,821.833984,0.0,,1330.941895,3333.001862,,112.856003,112.856003,,,,0.0,0.0,0.0,0.0,,,359.436996,,,,359.436996,472.292999,0.0,0.0,0.0,0.0,,27.718,,,,,27.718,27.718,500.010999,0.0,4653.893066,,,0.0,,862.434998,5516.328064,46.643002,5562.971066,6062.982065,
12/31/2000,5580.425,1973.192,826.338,1146.854,668.722,537.667,,,77.801,20.699,4.638,52.464,0.0,129.112,,,,2848.827,423.429,,,838.731,,436.586,1469.438,764.467,764.467,0.0,,704.971,2731.598,,129.052,129.052,,,,0.0,,,,,,369.164,,,,369.164,498.216,0.0,,,,,24.196,,,,,24.196,24.196,522.412,0.0,4424.085,,,0.0,642.347,-56.29,5010.142,47.871,5058.013,5580.425,
04/01/2001,5895.061,1925.165,1114.277,810.888,740.874,539.899,,,90.871,15.845,4.08,70.946,,134.64,,,,2891.55,424.211,,,1443.523,,390.178,1135.777,705.859,705.859,0.0,,429.918,3003.511,,124.845,124.845,,,,0.0,,,,,,298.492,,,,298.492,423.337,0.0,,,,,176.914,,,,,176.914,176.914,600.251,0.0,4555.764,,,,791.419,-101.139,5246.044,48.766,5294.81,5895.061,
07/01/2001,5757.083,1911.573,965.417,946.156,970.312,544.928,,,112.628,16.878,5.808,89.942,0.0,127.59,,,,3122.103,440.924,,,1128.35,,421.344,1065.706,646.836,646.836,0.0,,418.87,2634.98,,125.483,125.483,,,,0.0,,,,,,251.604,,,,251.604,377.087,0.0,,,,,177.936,,,,,177.936,177.936,555.023,0.0,4758.279,,,0.0,516.683,-122.486,5152.476,49.584,5202.06,5757.083,
09/30/2001,5747.133,2283.179,1388.602,894.577,527.902,517.557,,,95.863,18.251,3.346,74.266,0.0,147.814,,,,3054.758,431.396,839.92,-408.524,1030.824,,297.333,1230.155,585.046,585.046,0.0,,645.109,2692.375,,106.433,106.433,,,,0.0,0.0,0.0,0.0,,,414.556,,,,414.556,520.989,0.0,0.0,0.0,0.0,,330.442,,,,,330.442,330.442,851.431,0.0,4791.635,,,0.0,322.347,-224.167,4889.815,5.887,4895.702,5747.133,
12/30/2001,6332.453,2405.508,1485.854,919.654,579.428,575.923,,,86.056,20.393,3.181,62.482,0.0,146.09,,,,3217.082,750.523,1183.001,-432.478,1359.197,,338.804,1005.651,528.926,528.926,0.0,,476.725,3115.371,,213.711,213.711,,,,0.0,,,,,,484.492,,,,484.492,698.203,0.0,,,,,418.986,,,,,418.986,418.986,1117.189,0.0,4862.153,,,0.0,384.18,-135.351,5110.982,104.282,5215.264,6332.453,
03/31/2002,6389.384,2211.643,1267.675,943.968,509.191,505.556,,,78.06,19.102,2.943,56.015,0.0,163.42,,,,2962.314,772.797,1239.227,-466.43,1401.233,,692.895,1253.04,467.956,467.956,0.0,,785.084,3427.07,,177.438,177.438,,,,0.0,,,,,,472.175,,,,472.175,649.613,0.0,,,,,414.845,,,,,414.845,414.845,1064.458,0.0,4902.044,,,0.0,428.11,-109.981,5220.173,104.753,5324.926,6389.384,
06/30/2002,6292.215,2379.788,1280.876,1098.912,551.458,548.095,,,79.659,19.46,3.294,56.905,0.0,171.624,,,,3182.529,742.862,1249.35,-506.488,1516.819,,445.667,850.005,408.756,408.756,0.0,,441.249,3109.686,,142.037,142.037,,,,0.0,,,,,,428.884,,,,428.884,570.921,0.0,,,,,401.084,,,,,401.084,401.084,972.005,0.0,4898.498,,,0.0,414.342,-67.378,5245.462,74.748,5320.21,6292.215,
09/30/2002,6509.521,2794.619,1406.704,1387.915,925.346,536.95,,,88.094,19.583,4.315,64.196,,132.707,,,,3940.766,686.283,1209.77,-523.487,1100.978,,381.63,781.494,344.803,344.803,0.0,,436.691,2568.755,,209.418,209.418,,,,0.0,,,,,,465.568,,,,465.568,674.986,94.288,,,,,303.751,,,,,303.751,398.039,1073.025,0.0,4918.281,,,0.0,604.624,-130.949,5391.956,44.54,5436.496,6509.521,
12/29/2002,7028.049,3455.533,1620.293,1835.24,666.077,661.753,,,107.605,16.492,2.657,88.456,0.0,139.327,,,,4368.542,687.812,1233.11,-545.298,893.056,,448.346,1078.639,346.92,346.92,0.0,,731.719,2659.507,,194.737,194.737,,,,0.0,,,,,,460.157,,,,460.157,654.894,156.889,,,,,293.439,,,,,293.439,450.328,1105.222,0.0,5123.219,,,0.0,845.958,-68.168,5901.009,21.818,5922.827,7028.049,
03/30/2003,8218.182,3740.445,1989.841,1750.604,538.802,534.214,,,151.082,15.012,1.936,134.134,0.0,594.303,,,,5024.632,588.267,1170.519,-582.252,1076.911,,623.538,1528.372,346.913,346.913,0.0,,1181.459,3193.55,,185.676,185.676,,,,0.0,,,,,,547.321,,,,547.321,732.997,151.606,,,,,312.76,,,,,312.76,464.366,1197.363,0.0,6176.101,,,0.0,909.513,-64.845,7020.769,0.05,7020.819,8218.182,
06/29/2003,8470.002,4360.018,1794.825,2565.193,623.967,620.08,,,122.997,15.686,3.06,104.251,0.0,744.772,,,,5851.754,619.389,1240.113,-620.724,787.846,,603.576,1211.013,346.618,346.618,0.0,,864.395,2618.248,,173.092,173.092,,,,98.416,,,,,,575.82,,,,575.82,847.328,107.118,,,,,309.961,,,,,309.961,417.079,1264.407,0.0,6184.823,,,0.0,1061.656,-40.934,7205.545,0.05,7205.595,8470.002,
09/30/2003,8822.435547,4561.096924,2045.093994,2516.00293,489.588013,,,,110.350998,18.511999,3.0,88.838997,0.0,787.728027,,,,5948.76416,622.265015,1278.703979,-656.439026,1120.927002,,684.41,1130.47998,346.463989,346.463989,0.0,,784.015991,2873.671997,,195.065002,195.065002,,,,102.625,,,,,,510.512024,,,,510.512024,808.202026,123.302002,,,,,292.309998,,,,,292.309998,415.612,1223.814026,0.0,6325.051758,,,0.0,1297.28894,-23.76892,7598.571778,0.05,7598.621778,8822.435804,
12/28/2003,9033.43,5066.502,1795.927,3270.575,655.159,655.159,,,85.943,18.7,3.29,63.953,0.0,638.923,,,,6446.527,536.89,1157.513,-620.623,784.055,,784.055,1265.958,351.54,351.54,0.0,,914.418,2586.903,,155.19,155.19,,,,0.088,0.088,0.0,0.0,,,538.86,,,,538.86,694.138,116.919,116.919,0.0,0.0,,293.253,,,,,293.253,410.172,1104.31,0.0,6361.991,,,0.0,1537.36,29.769,7929.12,0.0,7929.12,9033.43,
03/28/2004,9649.494,5606.429,1946.518,3659.911,596.784,596.784,,,97.041,19.136,2.699,75.206,0.0,614.212,,,,6914.466,549.923,1192.597,-642.674,1039.435,,1039.435,1145.67,355.622,355.622,0.0,,790.048,2735.028,,213.098,213.098,,,,0.0,0.0,0.0,0.0,,,599.923,,,,599.923,813.021,0.0,0.0,0.0,0.0,,280.164,,,,,280.164,280.164,1093.185,0.0,6557.355,,,0.0,1944.567,54.387,8556.309,0.0,8556.309,9649.494,
06/27/2004,10221.584,5503.127,2008.744,3494.383,897.616,897.616,,,109.489,20.959,3.769,84.761,0.0,592.936,,,,7103.168,590.683,1266.207,-675.524,1508.273,,1508.273,1019.46,355.567,355.567,0.0,,663.893,3118.416,,239.818,239.818,,,,0.0,0.0,0.0,0.0,,,566.202,,,,566.202,806.02,0.0,0.0,0.0,0.0,,274.313,,,,,274.313,274.313,1080.333,0.0,6686.948,,,0.0,2430.747,23.556,9141.251,0.0,9141.251,10221.584,
09/26/2004,10820.0,5982.0,1214.0,4768.0,581.0,,,,154.0,20.0,3.0,131.0,0.0,510.0,,,,7227.0,675.0,1381.0,-706.0,1653.0,,1546.0,1265.0,356.0,356.0,0.0,,909.0,3593.0,,286.0,286.0,,,,0.0,0.0,0.0,0.0,,,608.0,,,,608.0,894.0,0.0,0.0,0.0,0.0,,262.0,,,,,262.0,262.0,1156.0,0.0,6940.0,,,0.0,2709.0,15.0,9664.0,0.0,9664.0,10820.0,
12/26/2004,11566.0,6124.0,1135.0,4989.0,659.0,659.0,,,156.0,25.0,3.0,128.0,0.0,494.0,,,,7433.0,746.0,1491.0,-745.0,1886.0,,1886.0,1501.0,527.0,527.0,0.0,,974.0,4133.0,,262.0,262.0,,,,0.0,0.0,0.0,0.0,,,702.0,,,,702.0,964.0,0.0,0.0,0.0,0.0,,263.0,,,,,263.0,263.0,1227.0,0.0,7144.0,,,0.0,3107.0,88.0,10339.0,0.0,10339.0,11566.0,
03/27/2005,11810.0,6397.0,1638.0,4759.0,508.0,508.0,,,157.0,26.0,4.0,127.0,0.0,491.0,,,,7553.0,800.0,1586.0,-786.0,1903.0,,1903.0,1554.0,528.0,528.0,0.0,,1026.0,4257.0,,245.0,245.0,,,,0.0,0.0,0.0,0.0,,,760.0,,,,760.0,1005.0,0.0,0.0,0.0,0.0,,279.0,,,,,279.0,279.0,1284.0,0.0,6959.0,,,0.0,3524.0,43.0,10526.0,0.0,10526.0,11810.0,
06/26/2005,11578.0,5717.0,1360.0,4357.0,634.0,634.0,,,187.0,27.0,5.0,155.0,0.0,561.0,,,,7099.0,905.0,1731.0,-826.0,2147.0,,2147.0,1427.0,525.0,525.0,0.0,,902.0,4479.0,,259.0,259.0,,,,0.0,0.0,0.0,0.0,,,574.0,,,,574.0,833.0,0.0,0.0,0.0,0.0,,298.0,,,,,298.0,298.0,1131.0,0.0,6471.0,,,0.0,3938.0,38.0,10447.0,0.0,10447.0,11578.0,
09/25/2005,12479.0,6548.0,2070.0,4478.0,544.0,544.0,,,177.0,23.0,6.0,148.0,0.0,522.0,,,,7791.0,1022.0,1885.0,-863.0,2133.0,,2133.0,1533.0,571.0,571.0,0.0,,962.0,4688.0,,376.0,376.0,,,,0.0,0.0,0.0,0.0,,,694.0,,,,694.0,1070.0,0.0,0.0,0.0,0.0,,290.0,,,,,290.0,290.0,1360.0,0.0,6753.0,,,0.0,4328.0,38.0,11119.0,0.0,11119.0,12479.0,
12/25/2005,13429.0,6984.0,1577.0,5407.0,728.0,728.0,,,195.0,,,,,492.0,,,,8399.0,1154.0,2066.0,-912.0,2414.0,,2414.0,1462.0,571.0,571.0,0.0,,891.0,5030.0,,431.0,431.0,,,,0.0,0.0,0.0,0.0,,,729.0,,,,729.0,1160.0,0.0,0.0,0.0,0.0,,297.0,,,,,297.0,297.0,1457.0,0.0,7134.0,,,0.0,4800.0,38.0,11972.0,0.0,11972.0,13429.0,
