Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
08/31/2016,6096.9,497.7,130.0,367.7,485.6,485.6,0.0,,0.0,0.0,0.0,0.0,0.0,3537.7,0.0,,,3537.7,4521.0,348.4,1018.1,-669.7,446.3,446.3,781.2,722.1,657.1,65.0,24.9,34.2,1575.9,,362.6,51.2,65.6,,245.8,51.3,51.3,,,,3499.3,,,41.2,3472.5,3913.2,0.0,0.0,,,,195.6,82.1,,,,72.3,195.6,4108.8,0,990.0,3.6,986.4,0.0,958.9,39.2,1988.1,0.0,1988.1,6096.9,
11/30/2016,5776.1,293.0,165.0,128.0,528.9,528.9,0.0,,0.0,0.0,0.0,0.0,0.0,3393.8,50.7,,,3343.1,4215.7,349.3,1024.9,-675.6,432.1,432.1,779.0,722.3,657.1,65.2,24.9,31.8,1560.4,,293.9,48.6,,,245.3,103.1,103.1,,,,3387.1,,,18.5,3358.6,3784.1,0.0,0.0,,,,176.4,83.7,,,,74.2,176.4,3960.5,0,997.5,3.6,993.9,0.0,834.9,-16.8,1815.6,0.0,1815.6,5776.1,
02/28/2017,7310.3,403.9,189.9,214.0,429.9,429.9,0.0,,0.0,0.0,0.0,0.0,0.0,4918.0,33.4,,,4884.6,5751.8,341.6,1032.2,-690.6,440.2,440.2,776.7,719.1,657.1,62.0,24.9,32.7,1558.5,,334.0,55.9,,,278.1,55.4,55.4,,,,4884.3,,,17.7,4859.2,5273.7,0.0,0.0,,,,139.9,48.0,,,,74.2,139.9,5413.6,0,1020.2,3.6,1016.6,0.0,871.9,4.6,1896.7,0.0,1896.7,7310.3,
05/31/2017,6833.7,323.4,184.6,138.8,507.5,507.5,0.0,,0.0,0.0,0.0,0.0,0.0,4441.1,45.0,0.0,,4396.1,5272.0,337.2,1051.0,-713.8,454.0,454.0,770.5,714.7,657.1,57.6,24.9,30.9,1561.7,,337.7,57.2,0.0,0.0,280.5,0.0,0.0,0.0,0.0,,4387.4,0.0,0.0,33.9,4364.5,4725.1,0.0,0.0,0.0,0.0,,153.3,45.6,0.0,0.0,0.0,73.8,153.3,4878.4,0,1033.6,3.6,1030.0,0.0,901.7,20.0,1955.3,0.0,1955.3,6833.7,
08/31/2017,7619.5,368.2,234.4,133.8,538.6,538.6,0.0,,0.0,0.0,0.0,0.0,0.0,5066.7,0.0,,,5066.7,5973.5,328.6,1068.1,-739.5,483.2,483.2,834.2,777.2,698.0,79.2,24.9,32.1,1646.0,,355.7,74.6,4.1,,277.0,57.2,57.2,,,,5042.8,,,95.4,5018.1,5455.7,0.0,0.0,,,,220.0,47.9,,,,76.7,220.0,5675.7,0,1075.7,3.6,1072.1,0.0,843.7,24.4,1943.8,0.0,1943.8,7619.5,
11/30/2017,7684.6,338.6,257.2,81.4,595.2,595.2,0.0,,0.0,0.0,0.0,0.0,0.0,5059.2,62.4,,,4996.8,5993.0,377.1,1121.8,-744.7,480.9,480.9,833.6,775.5,698.1,77.4,24.9,33.2,1691.6,,339.6,58.4,0.0,,281.2,133.4,133.4,,,,5028.7,,,85.0,5001.7,5501.7,0.0,0.0,,,,214.0,50.1,,,,78.9,214.0,5715.7,0,1097.1,3.6,1093.5,0.0,881.0,-9.2,1968.9,0.0,1968.9,7684.6,
02/28/2018,6842.8,421.2,323.9,97.3,550.5,550.5,0.0,,0.0,0.0,0.0,0.0,0.0,4077.0,22.9,,,4054.1,5048.7,397.2,1170.7,-773.5,405.4,405.4,991.5,932.5,827.4,105.1,24.9,34.1,1794.1,,428.2,71.9,,,356.3,57.7,57.7,,,,4137.8,,,41.9,4114.1,4623.7,0.0,0.0,,,,173.6,51.8,,,,79.9,173.6,4797.3,0,1110.8,3.6,1107.2,0.0,961.4,-26.7,2045.5,0.0,2045.5,6842.8,
05/31/2018,7915.4,424.2,358.2,66.0,374.6,374.6,0.0,117.8,0.0,0.0,0.0,0.0,0.0,4977.0,17.0,0.0,361.0,4960.0,5893.6,393.5,1182.7,-789.2,295.5,295.5,1332.8,955.4,814.0,141.4,,16.4,2021.8,,371.3,73.7,0.0,0.0,297.6,0.0,0.0,0.0,0.0,,4925.4,0.0,0.0,154.4,4890.8,5296.7,0.0,0.0,0.0,0.0,,261.9,18.4,0.0,0.0,0.0,89.1,261.9,5558.6,0,1130.4,3.6,1126.8,0.0,1262.6,-36.2,2356.8,0.0,2356.8,7915.4,
08/31/2018,7050.0,523.0,440.1,82.9,535.2,535.2,0.0,,0.0,0.0,0.0,0.0,0.0,4018.0,0.0,,355.6,4018.0,5076.2,389.1,1197.6,-808.5,264.6,264.6,1320.1,948.8,813.3,135.5,,15.7,1973.8,,397.4,62.6,51.6,,283.2,56.7,56.7,,,,3943.3,,,155.5,3906.7,4397.4,0.0,0.0,,,,265.6,19.1,,,,91.0,265.6,4663.0,0,1154.7,3.6,1151.1,0.0,1268.1,-35.8,2387.0,0.0,2387.0,7050.0,
11/30/2018,7002.4,759.0,510.6,248.4,562.6,562.6,0.0,,0.0,0.0,0.0,0.0,0.0,3968.4,33.3,,354.0,3935.1,5290.0,394.0,1221.4,-827.4,10.0,10.0,1308.4,938.6,810.6,128.0,0.0,15.8,1712.4,,378.5,70.6,0.0,,307.9,57.3,57.3,,,,3871.0,,,161.6,3828.5,4306.8,0.0,0.0,,,,271.1,19.7,,,,89.8,271.1,4577.9,0,1169.3,3.6,1165.7,0.0,1302.6,-47.4,2424.5,0.0,2424.5,7002.4,
02/28/2019,10363.0,732.0,696.4,35.6,821.0,821.0,0.0,,0.0,0.0,0.0,0.0,0.0,5739.0,5.9,,360.0,5733.1,7292.0,404.7,1251.6,-846.9,20.0,20.0,2646.3,2202.4,1781.5,420.9,,83.9,3071.0,,914.2,73.9,,,840.3,53.6,53.6,,,,5581.9,,,229.2,5542.5,6549.7,800.0,800.0,,,,415.3,20.4,,,,165.7,1215.3,7765.0,0,1191.5,3.6,1187.9,0.0,1425.8,-19.3,2598.0,0.0,2598.0,10363.0,
05/31/2019,8676.0,712.6,673.6,39.0,420.5,420.5,0.0,406.3,0.0,0.0,0.0,0.0,0.0,4138.3,22.6,0.0,366.3,4115.7,5677.7,408.7,1274.8,-866.1,10.2,10.2,2579.4,2181.7,1782.6,399.1,,31.4,2998.3,,800.9,75.9,0.0,0.0,725.0,0.0,0.0,0.0,0.0,,4044.1,0.0,0.0,223.1,4003.8,4845.0,796.4,796.4,0.0,0.0,,415.1,27.3,0.0,0.0,0.0,164.7,1211.5,6056.5,0,1209.9,3.6,1206.3,0.0,1409.5,0.1,2619.5,0.0,2619.5,8676.0,
08/31/2019,8638.2,627.3,586.4,40.9,425.1,425.1,0.0,409.2,0.0,0.0,0.0,0.0,0.0,4094.3,0.0,,362.7,4094.3,5555.9,516.2,1407.9,-891.7,10.3,10.3,2555.8,2162.6,1783.1,379.5,,30.5,3082.3,,739.3,61.7,49.0,,628.6,93.5,56.5,37.0,,37.0,3990.7,,,227.6,3949.4,4823.5,890.3,796.5,93.8,,93.8,405.1,29.7,,,,147.8,1295.4,6118.9,0,1227.6,3.6,1224.0,0.0,1265.2,26.5,2519.3,0.0,2519.3,8638.2,
11/30/2019,8701.7,635.0,600.6,34.4,464.9,464.9,0.0,411.7,0.0,0.0,0.0,0.0,0.0,4116.3,58.6,,359.7,4057.7,5627.9,520.9,1429.8,-908.9,10.1,10.1,2542.8,2145.5,1785.8,359.7,,37.6,3073.8,,766.1,76.3,,,689.8,89.4,51.3,38.1,,38.1,3968.4,,,226.8,3926.2,4823.9,896.7,796.6,100.1,,100.1,411.7,30.6,,,,154.3,1308.4,6132.3,0,1256.4,3.6,1252.8,0.0,1301.4,11.6,2569.4,0.0,2569.4,8701.7,
02/29/2020,9466.9,853.8,780.0,73.8,436.3,436.3,0.0,384.6,0.0,0.0,0.0,0.0,0.0,4714.7,23.6,,366.5,4691.1,6389.4,528.1,1462.9,-934.8,10.2,10.2,2539.2,2137.8,1789.8,348.0,,34.9,3077.5,,750.6,67.7,,,682.9,88.8,51.2,37.6,,37.6,4550.3,,,232.7,4511.5,5389.7,901.8,796.7,105.1,,105.1,415.6,32.6,,,,150.3,1317.4,6707.1,0,1281.3,3.6,1277.7,0.0,1433.3,45.2,2759.8,0.0,2759.8,9466.9,
05/31/2020,8550.7,932.4,905.2,27.2,384.1,384.1,0.0,380.0,0.0,0.0,0.0,0.0,0.0,3768.1,16.8,0.0,372.5,3751.3,5464.6,522.2,1479.4,-957.2,10.2,10.2,2553.7,2121.7,1791.1,330.6,,59.5,3086.1,,774.0,79.4,50.5,0.0,644.1,42.3,5.1,37.2,0.0,37.2,3610.6,0.0,0.0,240.8,3571.4,4426.9,893.7,796.8,96.9,0.0,96.9,448.7,33.5,0.0,0.0,0.0,174.4,1342.4,5769.3,0,1293.5,3.6,1289.9,0.0,1431.4,56.5,2781.4,0.0,2781.4,8550.7,
