Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Expense,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/28/1993,103.044998,35.985999,15.377,20.608999,18.172001,,,,0.0,,,,,4.975,,,,,59.132999,43.209,87.147003,-43.938,0.0,,0.703,,,,,0.703,43.912,,3.054,3.054,,,,0.399,,,,,14.325999,,,,14.325999,17.778999,3.044,,,,,1.368,,,,,1.368,4.412,22.190999,0,13.903,,,0.0,,66.950996,80.853996,0.0,80.853996,103.044996,
05/31/1993,106.919998,38.114999,5.023,33.091999,18.889,,,,0.0,,,,,7.221,,,,,64.224998,42.116001,88.702003,-46.585999,0.0,,0.579,,,,,0.579,42.695001,,3.422,3.422,,,,0.397,,,,,14.017,,,,14.017,17.836,1.237,,,,,2.658,,,,,2.658,3.895,21.731,0,14.145,,,0.0,,71.043999,85.188999,0.0,85.188999,106.92,
08/31/1993,113.904999,44.207001,9.181,35.026001,20.478001,,,,0.0,,,,,6.055,,,,,70.739998,42.046001,91.335999,-49.290001,0.0,,1.119,,,,,1.119,43.165001,,3.718,3.718,,,,0.4,,,,,14.892,,,,14.892,19.01,1.193,,,,,2.662,,,,,2.662,3.855,22.865,0,14.38,,,0.0,,76.660004,91.040004,0.0,91.040004,113.905004,
11/30/1993,115.193001,43.863,4.232,39.631001,22.476999,,,,0.0,,,,,6.477,,,,,72.817001,41.611,92.708,-51.097,0.0,,0.765,,,,,0.765,42.376,,2.889,2.889,,,,0.267,,,,,12.156,,,,12.156,15.312,0.993,,,,,2.269,,,,,2.269,3.262,18.574,0,14.648,,,0.0,,81.971001,96.619,0.0,96.619,115.193001,
02/28/1994,127.996002,57.337,20.988001,36.348999,22.080999,,,,0.0,,,,,5.185,,,,,84.602997,42.73,95.850998,-53.120998,0.0,,0.663,,,,,0.663,43.393,,3.439,3.439,,,,1.755,,,,,17.285,,,,17.285,22.479,0.988,,,,,1.713,,,,,1.713,2.701,25.18,0,15.989,,,0.0,,86.827003,102.816004,0.0,102.816004,127.996004,
05/31/1994,129.789001,55.596001,14.605,40.991001,22.812,,,,0.0,,,,,8.593,,,,,87.000999,42.416,92.987999,-50.571999,0.0,,0.372,,,,,0.372,42.788,,3.487,3.487,,,,0.22,,,,,15.262999,,,,15.262999,18.969999,0.728,,,,,1.583,,,,,1.583,2.311,21.280999,0,16.077,,,0.0,,92.431,108.507999,0.0,108.507999,129.788999,
08/31/1994,144.279007,66.047,10.873,55.174,27.785,,,,0.0,,,,,7.348,,,,,101.18,42.446999,82.474998,-40.028,0.0,,0.652,,,,,0.652,43.098999,,3.706,3.706,,,,0.42,,,,,21.725999,,,,21.725999,25.851999,0.728,,,,,1.554,,,,,1.554,2.282,28.133999,0,16.146,,,0.0,,99.999001,116.145,0.0,116.145,144.279,
11/30/1994,148.369995,66.497001,12.033,54.464001,30.462,,,,0.0,,,,,8.186,,,,,105.144997,42.865002,84.188004,-41.323002,0.0,,0.36,,,,,0.36,43.225002,,5.545,5.545,,,,0.22,,,,,18.037,,,,18.037,23.802,0.728,,,,,1.432,,,,,1.432,2.16,25.962,0,16.27,,,0.0,,106.138,122.408001,0.0,122.408001,148.370001,
02/28/1995,158.764999,79.578001,27.961,51.617001,26.658001,,,,0.0,,,,,8.485,,,,,114.721001,43.623001,87.149002,-43.526001,0.0,,0.421,,,,,0.421,44.044001,,2.635,2.635,,,,0.22,,,,,22.829999,,,,22.829999,25.684999,0.728,,,,,1.286,,,,,1.286,2.014,27.698999,0,17.722,,,0.0,,113.344002,131.066002,0.0,131.066002,158.765001,
05/31/1995,168.436996,83.694999,12.942,70.752998,30.771999,,,,0.0,,,,,9.752,,,,,124.219002,43.707001,88.725998,-45.019001,0.0,,0.511,,,,,0.511,44.218001,,3.519,3.519,,,,0.205,,,,,22.936999,,,,22.936999,26.660999,0.523,,,,,1.321,,,,,1.321,1.844,28.504999,0,18.177,,,0.0,,121.754997,139.931997,0.0,139.931997,168.436997,
08/31/1995,186.029999,93.587002,11.451,82.136002,33.743999,,,,0.0,,,,,9.864,,,,,137.195007,47.749001,99.592003,-51.842999,0.0,,1.086,,,,,1.086,48.835001,,3.413,3.413,,,,0.728,,,,,26.03,,,,26.03,30.171,0.0,,,,,1.117,,,,,1.117,1.117,31.288,0,21.462999,,,0.0,,133.279007,154.742006,0.0,154.742006,186.030006,
11/30/1995,198.373993,94.643,8.907,85.736,37.629002,,,,0.0,,,,,9.8,,,,,142.072006,50.925999,105.916,-54.990002,0.0,,5.376,,,,,5.376,56.301999,,5.608,5.608,,,,0.0,,,,,23.954,,,,23.954,29.562,0.0,,,,,0.824,,,,,0.824,0.824,30.386,0,26.066,,,0.0,,141.921997,167.987997,0.0,167.987997,198.373997,
02/29/1996,216.065994,117.897002,21.497,96.400002,31.733,,,,0.0,0.0,0.0,0.0,,11.354,,,,,160.983994,50.185001,108.042,-57.856998,0.0,,4.897,0.0,,,,4.897,55.082001,,4.871,4.871,,,,0.0,0.0,0.0,0.0,,32.650999,,,,32.650999,37.521999,0.0,0.0,0.0,0.0,,0.812,,,,,0.812,0.812,38.333999,0,26.954,,,0.0,,150.778,177.732,0.0,177.732,216.065999,
05/31/1996,831.585022,122.966004,19.999001,102.967003,42.076,,,,0.0,0.0,0.0,0.0,0.0,610.942993,,,,,775.984985,50.654999,111.010002,-60.355,,,4.945,0.0,,,,4.945,55.599999,,4.183,4.183,,,,0.0,,,,,633.163008,,,,633.163008,637.346008,0.0,,,,,3.167,,,,,3.167,3.167,640.513008,0,30.827999,,,0.0,,160.244003,191.072002,,191.072002,831.58501,
08/31/1996,250.587997,140.128,18.92,121.208,42.470001,,,,0.0,,,,,11.084,,,,,193.682007,51.358002,113.789001,-62.431,0.0,,5.548,,,,,5.548,56.906002,,3.429,3.429,,,,0.0,,,,,38.832002,,,,38.832002,42.261002,0.0,,,,,3.365,,,,,3.365,3.365,45.626002,0,31.070999,,,0.0,,173.891006,204.962005,0.0,204.962005,250.588007,
11/30/1996,263.303009,144.887003,19.559,125.328003,46.070999,,,,0.0,,,,,12.611,,,,,203.569,52.382999,117.453003,-65.07,0.0,,7.351,0.0,,,,7.351,59.733999,,4.606,4.606,,,,0.0,0.0,0.0,0.0,,37.757998,,,,37.757998,42.363998,0.0,0.0,0.0,0.0,,3.537,,,,,3.537,3.537,45.900998,0,31.384001,,,0.0,,186.018005,217.402006,0.0,217.402006,263.303004,
02/28/1997,294.011993,175.985,47.097,128.888,42.076,,,,0.0,,,,,15.625,,,,,233.686005,53.481998,121.949997,-68.468002,0.0,,6.844,0.0,,,,6.844,60.325998,,3.821,3.821,,,,0.0,0.0,0.0,0.0,,49.302001,,,,49.302001,53.123001,0.0,0.0,0.0,0.0,,3.778,,,,,3.778,3.778,56.901001,0,38.035999,,,0.0,,199.074997,237.110996,0.0,237.110996,294.011997,
05/31/1997,1201.322998,182.993,50.213001,132.779999,45.527,,,,0.0,0.0,0.0,0.0,,912.140991,,,,,1140.661011,54.178001,126.266998,-72.088997,0.0,,6.484,0.0,,,,6.484,60.662001,,5.649,5.649,,,,0.0,0.0,0.0,0.0,,940.397997,,,,940.397997,946.046997,0.0,0.0,0.0,0.0,,3.734,,,,,3.734,3.734,949.780997,0,38.616001,,,0.0,,212.925995,251.541996,0.0,251.541996,1201.322993,
08/31/1997,1244.333984,199.377998,53.316002,146.061996,49.141998,,,,0.0,0.0,0.0,0.0,,933.409973,,,,,1181.930054,55.535999,131.509003,-75.973,0.0,,6.868,0.0,,,,6.868,62.403999,,4.294,4.294,,,,0.0,0.0,0.0,0.0,,965.502021,,,,965.502021,969.796021,0.0,0.0,0.0,0.0,,4.832,,,,,4.832,4.832,974.628021,0,38.813999,,,0.0,,230.891998,269.705997,0.0,269.705997,1244.334018,
11/30/1997,1312.072021,204.599994,52.062,152.537994,56.806,,,,0.0,0.0,0.0,0.0,,984.539001,,,,,1245.944946,59.352001,139.173004,-79.820999,0.0,,6.775,0.0,,,,6.775,66.127001,,3.686,3.686,,,,0.0,0.0,0.0,0.0,,1014.254979,,,,1014.254979,1017.940979,0.0,0.0,0.0,0.0,,5.469,,,,,5.469,5.469,1023.409979,0,41.985001,,,0.0,,246.677002,288.662003,0.0,288.662003,1312.071982,
02/28/1998,1733.145996,235.799006,19.072001,216.727005,51.292999,,,,0.0,0.0,0.0,0.0,,1376.282959,,,,,1663.375,63.095001,146.505005,-83.410004,0.0,,6.676,0.0,,,,6.676,69.771001,,4.787,4.787,,,,0.0,0.0,0.0,0.0,,1412.114978,,,,1412.114978,1416.901978,0.0,0.0,0.0,0.0,,5.065,,,,,5.065,5.065,1421.966978,0,46.286999,,,0.0,,264.891998,311.178997,0.0,311.178997,1733.145975,
05/31/1998,1549.786987,250.537995,35.571,214.966995,54.596001,,,,0.0,0.0,0.0,0.0,,1173.644128,,,,,1478.777954,64.697998,152.050995,-87.352997,0.0,,6.311,0.0,,,,6.311,71.008998,,10.496,10.496,,,,0.0,0.0,0.0,0.0,,1205.164034,,,,1205.164034,1215.660034,0.0,0.0,0.0,0.0,,4.52,,,,,4.52,4.52,1220.180034,0,48.095001,,,0.0,,281.511993,329.606994,0.0,329.606994,1549.787028,
08/31/1998,1530.957031,268.869007,49.519001,219.350006,66.332001,,,,0.0,0.0,0.0,0.0,,1125.92395,,,,,1461.125,62.986,154.940002,-91.954002,0.0,,6.846,0.0,,,,6.846,69.832,,6.589,6.589,,,,0.0,0.0,0.0,0.0,,1162.270985,,,,1162.270985,1168.859985,0.0,0.0,0.0,0.0,,5.11,,,,,5.11,5.11,1173.969985,0,51.623001,,,0.0,,305.364014,356.987015,0.0,356.987015,1530.957,
11/30/1998,1570.234985,270.745994,29.375999,241.369995,74.065002,,,,0.0,0.0,0.0,0.0,,1149.80603,,,,,1494.616943,68.313004,164.639999,-96.327003,0.0,,7.305,0.0,,,,7.305,75.618004,,7.574,7.574,,,,0.0,0.0,0.0,0.0,,1175.536962,,,,1175.536962,1183.110962,0.0,0.0,0.0,0.0,,5.215,,,,,5.215,5.215,1188.325962,0,56.950001,,,0.0,,324.959015,381.909016,0.0,381.909016,1570.234978,
02/28/1999,1960.332031,319.459011,54.564999,264.894012,59.296001,,,,0.0,0.0,0.0,0.0,,21.459999,,,,,400.214996,67.903999,167.578995,-99.675003,0.0,,1492.213013,0.0,,,,1492.213013,1560.117012,,8.171,8.171,,,,0.0,0.0,0.0,0.0,,1536.434957,,,,1536.434957,1544.605957,0.0,0.0,0.0,0.0,,5.096,,,,,5.096,5.096,1549.701957,0,63.976002,,,0.0,,346.653992,410.629994,0.0,410.629994,1960.331951,
05/31/1999,1873.100952,343.246994,52.692001,290.554993,62.941002,,,,0.0,0.0,0.0,0.0,,1386.932007,,,,,1793.119995,65.931,168.483994,-102.553001,0.0,,14.05,0.0,,,,14.05,79.981,,10.328,10.328,,,,0.0,0.0,0.0,0.0,,1422.00806,,,,1422.00806,1432.33606,0.0,0.0,0.0,0.0,,4.965,,,,,4.965,4.965,1437.30106,0,70.700996,,,0.0,,365.098999,435.799995,0.0,435.799995,1873.101055,
08/31/1999,1967.94397,379.072014,69.237999,309.834015,74.720001,,,,0.0,0.0,0.0,0.0,0.0,1435.603027,,,,,1889.39502,65.5,168.171997,-102.671997,0.0,,13.049,0.0,,,,13.049,78.549,,11.756,11.756,,,,0.0,0.0,0.0,0.0,,1488.674054,,,,1488.674054,1500.430054,0.0,0.0,0.0,0.0,,5.057,,,,,5.057,5.057,1505.487054,0,74.342003,,,0.0,,388.11499,462.456993,0.0,462.456993,1967.944047,
11/30/1999,2027.397949,381.980985,23.844999,358.135986,84.260002,,,,0.0,0.0,0.0,0.0,0.0,1475.844971,,,,,1942.08606,67.357002,175.233002,-107.875999,0.0,,17.955,0.0,,,,17.955,85.312002,,10.946,10.946,,,,0.0,0.0,0.0,0.0,,1515.330001,,,,1515.330001,1526.276001,0.0,0.0,0.0,0.0,,5.302,,,,,5.302,5.302,1531.578001,0,84.978996,,,0.0,,410.841003,495.819999,0.0,495.819999,2027.398,
02/29/2000,2469.60498,438.521004,64.838997,373.682007,77.336998,,,,0.0,0.0,0.0,0.0,0.0,1863.108032,,,,,2378.966064,72.757004,184.899002,-112.141998,0.0,,17.882,0.0,,,,17.882,90.639004,,12.81,12.81,,,,0.0,0.0,0.0,0.0,,1923.357969,,,,1923.357969,1936.167969,0.0,0.0,0.0,0.0,,5.154,,,,,5.154,5.154,1941.321969,0,93.823997,,,0.0,,434.459015,528.283012,0.0,528.283012,2469.604981,
05/31/2000,2455.576904,459.492997,47.136002,412.356995,87.608002,,,,0.0,0.0,0.0,0.0,0.0,1815.473999,,,,,2362.574951,75.375,192.869003,-117.494003,0.0,,17.627001,0.0,2.037,-2.037,,17.627001,93.002001,,17.086,17.086,,,,0.0,0.0,0.0,0.0,,1869.858946,,,,1869.858946,1886.944946,0.0,0.0,0.0,0.0,,5.2,,,,,5.2,5.2,1892.144946,0,102.622002,,,0.0,,460.809998,563.432,0.0,563.432,2455.576946,
08/31/2000,2510.9021,509.922004,48.002998,461.919006,93.970001,,,,0.0,0.0,0.0,0.0,0.0,1812.439941,,,,,2416.332031,75.575996,198.748993,-123.172997,0.0,,18.993999,6.731,,,,12.262999,94.569995,,14.02,14.02,,,,0.0,0.0,0.0,0.0,,1871.156025,,,,1871.156025,1885.176025,0.0,0.0,0.0,0.0,,5.615,,,,,5.615,5.615,1890.791025,0,111.664001,,,0.0,,508.446991,620.110992,0.0,620.110992,2510.902017,
11/30/2000,2603.829102,523.773007,32.561001,491.212006,108.250999,,,,0.0,0.0,0.0,0.0,0.0,1873.045044,,,,,2505.069092,80.271004,209.070999,-128.798996,0.0,,18.488001,6.442,,,,12.046001,98.759005,,14.346,14.346,,,,0.0,0.0,0.0,0.0,,1919.063058,,,,1919.063058,1933.409058,0.0,0.0,0.0,0.0,,5.157,,,,,5.157,5.157,1938.566058,0,128.856003,,,0.0,,536.406982,665.262985,0.0,665.262985,2603.829043,
02/28/2001,2671.131104,613.069008,106.795998,506.27301,89.898003,,,,0.0,0.0,0.0,0.0,0.0,1861.775024,,,,,2564.741943,86.291,218.130997,-131.839996,0.0,,20.098,8.843,,,,11.255,106.389,,14.116,14.116,,,,0.0,0.0,0.0,0.0,,1934.489957,,,,1934.489957,1948.605957,0.0,0.0,0.0,0.0,,5.134,,,,,5.134,5.134,1953.739957,0,137.167007,,,0.0,,580.223999,717.391006,0.0,717.391006,2671.130963,
05/31/2001,2907.196045,614.00098,45.784,568.21698,100.639999,,,,0.0,0.0,0.0,0.0,0.0,2076.63208,,,,,2791.272949,96.078003,233.988998,-137.910995,0.0,,19.844999,9.612,1.655,7.957,,10.232999,115.923002,,16.377001,16.377001,,,,0.0,0.0,0.0,0.0,,2127.46504,,,,2127.46504,2143.842041,0.0,0.0,0.0,0.0,,5.512,,,,,5.512,5.512,2149.354041,0,143.632996,,,0.0,601.142029,13.066955,757.84198,0.0,757.84198,2907.196021,
08/31/2001,2792.249023,652.973988,59.325001,593.648987,112.681999,,,,0.0,0.0,0.0,0.0,0.0,1911.243042,,,,,2676.898926,96.698997,240.746002,-144.046997,0.0,,18.650999,9.476,0.0,9.476,,9.174999,115.349996,,13.136,13.136,,,,0.0,0.0,0.0,0.0,,1957.697008,,,,1957.697008,1970.833008,0.0,0.0,0.0,0.0,,5.682,,,,,5.682,5.682,1976.515008,0,157.725006,,,0.0,,658.008972,815.733978,0.0,815.733978,2792.248986,
11/30/2001,2772.540039,660.183006,96.290001,563.893005,112.911003,,,,0.0,0.0,0.0,0.0,0.0,1874.345947,,,,,2647.439941,107.070999,256.303009,-149.231995,0.0,,18.028999,9.316,0.0,9.316,,8.712999,125.099998,,12.179,12.179,,,,0.0,0.0,0.0,0.0,,1907.923051,,,,1907.923051,1920.102051,0.0,0.0,0.0,0.0,,5.866,,,,,5.866,5.866,1925.968051,0,165.281998,,,0.0,,681.289978,846.571976,0.0,846.571976,2772.540027,
02/28/2002,3275.034912,760.094024,159.595001,600.499023,86.424004,,,,0.0,0.0,0.0,0.0,0.0,2302.570068,,,,,3149.087891,106.914001,261.510986,-154.597,0.0,,19.033001,8.852,0.0,8.852,,10.181001,125.947002,,15.056,15.056,,,,0.0,0.0,0.0,0.0,,2370.246002,,,,2370.246002,2385.302002,0.0,0.0,0.0,0.0,,5.435,,,,,5.435,5.435,2390.737002,0,172.893997,,,0.0,,711.403992,884.297989,0.0,884.297989,3275.034991,
05/31/2002,2953.074951,725.212978,61.896999,663.315979,109.858002,,,,0.0,0.0,0.0,0.0,0.0,1979.503052,,,,,2814.573975,121.566002,273.471008,-151.904999,0.0,,16.934999,9.04,0.0,9.04,,7.894999,138.501001,,14.104,14.104,,,,0.0,0.0,0.0,0.0,,2009.302006,,,,2009.302006,2023.406006,0.0,0.0,0.0,0.0,,5.688,,,,,5.688,5.688,2029.094006,0,188.764999,,,0.0,,735.216003,923.981002,0.0,923.981002,2953.075008,
08/31/2002,3069.136963,783.858994,141.621994,642.237,112.177002,,,,0.0,0.0,0.0,0.0,0.0,2019.472046,,,,,2915.508057,136.981003,295.45401,-158.473007,0.0,,16.648001,8.726,0.0,8.726,,7.922001,153.629004,,14.956,14.956,,,,0.0,0.0,0.0,0.0,,2075.565973,,,,2075.565973,2090.521973,0.0,0.0,0.0,0.0,,6.478,,,,,6.478,6.478,2096.999973,0,192.108994,,,0.0,,780.028015,972.137009,0.0,972.137009,3069.136982,
11/30/2002,3317.018066,470.750008,98.515999,372.234009,122.521004,,,,0.0,0.0,0.0,0.0,0.0,2254.433105,,,,,2847.704102,151.785995,315.415985,-163.630005,0.0,,317.528015,66.291,243.738998,-177.447998,,251.237015,469.31401,,19.023001,19.023001,,,,0.0,0.0,0.0,0.0,,2286.165964,,,,2286.165964,2305.188965,0.0,0.0,0.0,0.0,,11.363,,,,,11.363,11.363,2316.551965,0,195.197998,,,0.0,,805.268005,1000.466003,0.0,1000.466003,3317.017968,
02/28/2003,3675.174072,552.276001,169.602997,382.673004,98.838997,,,,0.0,0.0,0.0,0.0,0.0,2553.320068,,,,,3204.435059,153.815002,325.752991,-171.938004,0.0,,316.924011,309.769989,243.317001,66.452988,,7.154022,470.739013,,21.627001,21.627001,,,,0.0,0.0,0.0,0.0,,2597.088087,,,,2597.088087,2618.715088,0.0,0.0,0.0,0.0,,13.148,,,,,13.148,13.148,2631.863088,0,197.574997,,,0.0,,845.736023,1043.31102,0.0,1043.31102,3675.174108,
05/31/2003,3690.782959,381.199005,79.871002,301.328003,118.512001,,,,0.0,0.0,0.0,0.0,0.0,2532.930908,,,,,3032.64209,159.039001,337.10199,-178.063004,0.0,,499.10199,492.045013,393.703003,98.34201,,7.056977,658.140991,,22.212999,22.212999,,,,0.0,0.0,0.0,0.0,,2565.311903,,,,2565.311903,2587.524902,0.0,0.0,0.0,0.0,,25.886999,,,,,25.886999,25.886999,2613.411901,0,202.479996,,,0.0,846.195984,28.695007,1077.370987,0.0,1077.370987,3690.782888,
08/31/2003,3612.335938,438.071991,131.819,306.252991,128.169006,,,,0.0,0.0,0.0,0.0,0.0,2390.399902,,,,,2956.641113,160.138,347.307007,-187.169006,0.0,,495.557007,488.709991,394.03299,94.677001,,6.847016,655.695007,,21.107,21.107,,,,0.0,0.0,0.0,0.0,,2454.982111,,,,2454.982111,2476.089111,0.0,0.0,0.0,0.0,,27.02,,,,,27.02,27.02,2503.109111,0,209.619995,,,0.0,885.085022,14.521973,1109.22699,0.0,1109.22699,3612.336101,
