Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1997,36.963001,21.944,28.007999,6.157,,,6.157,-19.146,,,-19.146,,-34.286999,-34.286998,0.869,,,-35.155998,,,0.0,0.0,0.0,,,,,0.0,-6.493,-10.652,-11.797,,,,15.956,15.956,0.0,0.0,,-3.817,,,
06/30/1997,114.782997,29.989,29.346001,2.767,,,2.767,52.681,,,52.681,,-38.002998,-38.002999,1.548,,,-39.550999,,,0.0,0.0,0.0,,,,,0.0,-18.510995,-7.419,-145.166,,,,137.643005,137.643005,0.0,-3.569,,58.269001,,,
09/30/1997,91.915001,39.645,31.393999,2.337,,,2.337,18.539,,,18.539,,-60.521,-60.521002,0.955,,,-61.476002,,,0.0,0.0,0.0,,,,,2e-06,-4.055,-7.461,-0.02,,,,3.426,3.426,0.0,0.0,,27.339001,,,
12/31/1997,36.314999,29.311001,34.643002,30.200001,,,30.200001,-57.839001,,,-57.839001,,-104.519997,-104.520002,1.671,,,-106.191002,,,0.0,0.0,0.0,,,,,5e-06,1.906,-7.529,-0.04,,,,5.906,5.906,0.0,3.569,,-66.299004,,,
03/31/1998,15.363,18.913,37.019001,3.889,,,3.889,-44.458,,,-44.458,,-75.379997,-63.299002,6.364,,,-69.663002,,,0.0,0.0,0.0,,,,,-12.080995,57.701,-10.373,65.601,,,,2.473,2.473,0.0,0.0,,-2.316,,,
06/30/1998,104.583,41.366001,40.882,36.005001,,,36.005001,-13.67,,,-13.67,,-52.865002,-52.864999,2.817,,,-55.681999,,,0.0,0.0,0.0,,,,,-2e-06,-68.12,-4.761,-64.022,,,,0.663,0.663,0.0,0.0,,-16.402,,,
09/30/1998,115.827003,43.970001,41.613998,-77.023003,,,-77.023003,107.265999,,,107.265999,,-70.348,-70.348003,3.744,,,-74.092003,,,0.0,0.0,0.0,,,,,3e-06,-16.363,-10.366,-7.022,,,,1.025,1.025,0.0,0.0,,29.115999,,,
12/31/1998,43.100994,34.728996,43.867004,89.618004,,,89.618004,-125.112999,,,-125.112999,,-116.735008,-65.319994,2.911001,,,-68.230995,,,0.0,0.0,0.0,,,,,-51.415014,39.515999,-4.78,42.973999,,,,1.322,1.322,0.0,0.0,,-34.117996,,,
03/31/1999,96.373001,42.296001,44.528,5.391,,,5.391,4.158,,,4.158,,-64.639999,-53.259,2.54,,,-55.799,,,0.0,0.0,0.0,,,,,-11.381,-26.099,-10.364,-19.223,,,,3.488,3.488,0.0,0.0,,5.634,,,
06/30/1999,121.958,48.784,47.304001,19.784,,,19.784,6.086,,,6.086,,-68.384003,-86.092999,1.382,,,-87.474998,,,0.0,0.0,0.0,,,,,17.708996,-24.634,-4.829,-23.024,,,,3.219,3.219,0.0,0.0,,28.940001,,,
09/30/1999,137.492004,44.183998,47.813999,12.97,,,12.97,32.523998,,,32.523998,,-94.015999,-89.050998,6.745,,,-95.795998,,,0.0,0.0,0.0,,,,,-4.965001,-18.689,-10.358,-8.73,,,,0.399,0.399,0.0,0.0,,24.787001,,,
12/31/1999,78.998001,55.209999,25.23,53.883999,,,53.883999,-55.326,,,-55.326,,-76.503998,-79.214997,6.319,,,-85.533997,,,0.0,0.0,0.0,,,,,2.710999,10.510988,-4.837,14.980988,,,,0.367,0.367,0.0,0.0,,13.005,,,
03/31/2000,-30.403,35.467999,48.081001,-44.222,,0.822,-45.044,-69.730003,-63.957,13.558,-19.331003,,-55.453999,-52.762999,3.162,,,-55.924999,,,0.0,0.0,0.0,,,,,-2.691,51.008997,-10.319,61.032997,,,,0.295,0.295,0.0,0.0,,-34.848,,,
06/30/2000,87.584999,45.764,52.117001,1.592,,,1.592,-11.888,,,-11.888,,-58.081001,-52.370001,3.065,,,-55.435001,,,0.0,0.0,0.0,,,,,-5.711,-4.477,-4.853,-1.336,,,,0.412,0.412,0.0,1.3,,25.027,,,
09/30/2000,-3.608,13.889,53.651001,74.094002,,,74.094002,-145.242004,,,-145.242004,,-47.863998,-51.821,3.977,,,-55.798,,,0.0,0.0,0.0,,,,,3.957002,-5.074,-10.29,4.973,,,,0.243,0.243,0.0,0.0,,-56.546001,,,
12/31/2000,102.656998,39.943001,32.808998,-38.344002,,,-38.344002,68.249001,,,68.249001,,-68.983002,-64.099,0.235,,,-64.334,,,0.0,0.0,0.0,,,,,-4.884002,-9.055,-4.866,-3.731,,,,0.842,0.842,0.0,-1.3,,24.618999,,,
03/31/2001,98.868,15.557,51.048,19.449,,-2.353,21.802,12.814,53.241,-16.009,-24.418,,-46.884,-46.884,0.915,,,-47.799,,,0.0,0.0,0.0,,,,,0.0,-10.214,-10.248,-7.529,,,,0.972,0.972,0.0,6.591,,41.77,,,
06/30/2001,63.167,-225.809006,53.608002,233.781998,,,233.781998,1.586,,,1.586,,-74.332001,-70.681003,0.091,,,-70.772003,,,0.0,0.0,0.0,,,,,-3.650998,-3.65,-4.882,-0.03,,,,1.262,1.262,0.0,0.0,,-14.815,,,
09/30/2001,100.933998,30.65,48.861,26.785999,,,26.785999,-5.363,,,-5.363,,-54.504002,-49.395,4.285,,,-53.68,,,0.0,0.0,0.0,,,,,-5.109002,-10.125,-10.216,-0.033,,,,0.124,0.124,0.0,0.0,,36.305,,,
12/31/2001,261.885006,-184.338994,41.880001,439.629997,,-207.594,647.223997,-35.286001,81.024,-65.954,-50.356001,,-18.240004,-11.331997,8.542,,,-19.873997,,,0.0,0.0,0.0,,,,,-6.908007,-10.657,-4.885001,-0.033,,,,0.852,0.852,0.0,-6.590999,,232.987986,,,
03/31/2002,55.362,20.266,40.492,-45.822,,6.512,-52.334,40.426,11.83,10.541,18.055,,-23.033,-28.429,,,,-28.429,,,0.0,0.0,0.0,,,,,5.396,-25.47,-10.172,-14.398,,,,1.532,1.532,0.0,-2.432,,6.859,,,
06/30/2002,-9.803,21.889,40.587002,72.397003,,,72.397003,-144.675995,,,-144.675995,,-29.452,-26.866999,0.891,,,-27.757999,,,0.0,0.0,0.0,,,,,-2.585001,-12.855,-4.905,-11.376,,,,3.426,3.426,0.0,0.0,,-52.110001,,,
09/30/2002,10.776,35.505001,39.754002,39.146999,,,39.146999,-103.629997,,,-103.629997,,-13.268,-9.786,5.73,,,-15.516,,,0.0,0.0,0.0,,,,,-3.482,-14.77,-10.135,-5.177,,,,0.542,0.542,0.0,0.0,,-17.261999,,,
12/31/2002,-45.563999,24.150999,38.247002,21.427999,,,21.427999,-129.389999,,,-129.389999,,-18.752001,-14.825001,2.597,,,-17.422001,,,0.0,0.0,0.0,,,,,-3.927,-3.53,-4.935,-0.043,,,,1.448,1.448,0.0,0.0,,-67.846001,,,
03/31/2003,33.54,17.955,37.434,-7.54,,6.453,-13.993,-14.309,16.613,-6.307,-24.615,,-48.205,-48.663,,,,-48.663,,,0.0,0.0,0.0,,,,,0.458,-17.842,-10.075,-10.024,,,,1.327,1.327,0.0,0.93,,-32.507,,,
06/30/2003,114.153,18.368999,37.269001,13.709,,,13.709,44.806,,,44.806,,-20.211,-16.342999,4.096,,,-20.438999,,,0.0,0.0,0.0,,,,,-3.868001,-4.521,-4.96,-0.039,,,,0.478,0.478,0.0,0.0,,89.420998,,,
09/30/2003,27.348,26.820999,45.034,3.978,,,3.978,-48.485001,,,-48.485001,,-19.202999,-15.996,2.834,,,-18.83,,,0.0,0.0,0.0,,,,,-3.206999,-9.177,-10.033,-0.041,,,,0.897,0.897,0.0,0.0,,-1.032,,15.909,
12/31/2003,45.007999,28.879,29.643,17.531,,,17.531,-31.045,,,-31.045,,-43.707001,-41.849,11.394,,,-53.243,,,0.0,0.0,0.0,,,,,-1.858001,-6.127,-4.974,-4.84,,,,3.687,3.687,0.0,0.0,,-4.826,,29.179001,
03/31/2004,115.978996,26.429001,36.487999,-5.512,,,-5.512,58.574001,,,58.574001,,-14.667,-10.189,2.706,,,-12.895,,,0.0,0.0,0.0,,,,,-4.477999,-23.668,-10.005,-14.096,,,,0.433,0.433,0.0,0.0,,77.643997,,,
06/30/2004,51.796001,37.505001,27.702,23.403,,,23.403,-36.813999,,,-36.813999,,-49.266998,-30.416999,1.723,,,-32.139999,,,0.0,0.0,0.0,,,,,-18.849999,175.345003,-5.049,163.772003,,,,16.622,16.622,0.0,0.0,,177.873993,,18.377001,
09/30/2004,141.181,-214.132,31.537,266.405,,14.847,251.558,57.371,-67.612,,124.983,,-115.453,-64.462,0.614,,,-65.076,,,0.0,0.0,0.0,,,,,-50.991,-5.92,-10.04,-0.008,,,,8.019,8.019,0.0,-3.891,,19.808,24.824,19.692,
12/31/2004,53.252,34.309,32.613,11.6,,7.681,3.919,-25.27,32.742,,-58.012,,-49.424,-43.345,8.964,,,-52.309,,,-225.86,0.0,-225.86,,,,,219.781,29.56,-5.17,-0.006,,,,31.007,31.007,0.0,3.729,,33.388,34.973,17.575,
03/31/2005,26.479,31.075,32.136,1.75,,-3.361,5.111,-38.482,-33.825,,-4.657,,282.876,-26.494,0.497,,,-26.991,,,0.0,0.0,0.0,,,,,309.37,-29.045,-10.137,-12.708,,,,-6.2,26.064,-32.264,0.0,,280.31,6.188,2.098,
06/30/2005,28.688,71.107,31.301,-18.743,,-8.115,-10.628,-54.977,-53.391,,-1.586,,-55.422,-61.781,1.85,,,-63.631,,,0.0,0.0,0.0,,,,,6.359,-141.363,-5.251,-100.007,,,,-36.105,6.199,-42.304,0.0,,-168.097,31.058,25.533,
09/30/2005,164.883,67.808,33.923,-33.849,,-5.567,-28.282,97.001,-22.747,,119.748,,-53.379,-76.0,1.409,,,-77.409,,,0.0,0.0,0.0,,,,,22.621,-22.478,-10.058,-0.007,,,,-12.413,24.581,-36.994,0.0,,89.026,3.67,0.556,
12/31/2005,-13.796,51.772,35.396,-4.099,,32.487,-36.586,-96.865,-14.282,,-82.583,,3.794,-50.061,1.76,,,-51.821,,,0.0,0.0,0.0,,,,,53.855,-23.543,-5.254,-0.008,,,,-18.281,19.21,-37.491,0.0,,-33.545,39.977,19.497,
03/31/2006,130.513,46.434,36.575,5.542,,1.272,4.27,41.962,-2.805,19.447,25.32,,-112.143,-56.859,1.522,,,-58.381,,,0.0,0.0,0.0,,,,,-55.284,-57.44,-9.524,-15.008,,,,-32.908,4.573,-37.481,0.0,,-39.07,3.38,1.417,
06/30/2006,126.154,70.732,36.274,-11.822,,4.719,-16.541,30.97,19.227,,11.743,,-67.576,-103.206,2.529,,,-105.735,,,0.0,0.0,0.0,,,,,35.63,-219.915,-5.01,-0.008,,,,-214.897,9.405,-224.302,0.0,,-161.337,26.808,19.309,
09/30/2006,70.323,64.778,37.495,-41.121,,11.676,-52.797,9.171,7.793,,1.378,,-38.226,-78.502,0.58,,,-79.082,,,0.0,0.0,0.0,,,,,40.276,-52.766,-8.927,-0.008,,,,-43.831,0.311,-44.142,0.0,,-20.669,34.856,0.698,
12/31/2006,71.565,84.188,37.869,-42.131,,-6.537,-35.594,-8.361,60.482,,-68.843,,-56.393,-61.318,3.488,,,-64.806,,,0.0,0.0,0.0,,,,,4.925,-48.368,-4.689,-0.009,,,,-43.67,0.62,-44.29,0.0,,-33.196,24.147,20.079,
03/31/2007,107.097,29.555,38.293,11.441,,1.87,9.571,27.808,-42.565,17.448,52.925,,-10.538,-19.764,5.257,,,-25.021,,,0.0,0.0,0.0,,,,,9.226,-66.531,-8.642,-18.609,,,,-39.28,5.795,-45.075,0.0,,30.028,-20.549,0.728,
06/30/2007,105.001,48.14,38.535,-3.802,,7.063,-10.865,22.128,12.604,,9.524,,-1.988,-27.42,4.966,,,-32.386,,,0.0,0.0,0.0,,,,,25.432,-47.707,-4.549,-0.008,,,,-43.15,1.64,-44.79,0.0,,55.306,21.037,19.012,
09/30/2007,119.049,38.965,44.523,2.836,,-2.957,5.793,32.725,2.317,,30.408,,-699.598,-30.425,5.77,,,-36.195,,,0.0,0.0,0.0,,,,,-669.173,416.625,-8.415,424.991,,,,0.049,0.049,0.0,0.0,,-163.924,20.97,2.421,
12/31/2007,47.039,36.252,51.628,9.042,11.235,20.524,-22.717,-49.883,21.828,-22.573,-49.138,,-45.042,-46.186,11.765,,,-57.951,,,0.0,0.0,0.0,,,,,1.144,-7.148,-4.516,-3.96,,,,1.328,1.328,0.0,0.0,,-5.151,13.752,25.394,
03/31/2008,43.172,24.112,50.036,-21.472,,3.001,-24.473,-9.504,-66.456,20.318,36.634,,-35.661,-47.375,1.3,,,-48.675,,,0.0,0.0,0.0,,,,,11.714,-25.726,-8.298,-22.807,,,,5.379,5.379,0.0,0.0,,-18.215,0.631,0.817,
06/30/2008,93.983,50.415,53.352,-2.687,,3.283,-5.97,-7.097,-75.39,,68.293,,-12.415,-56.833,2.579,,,-59.412,,,0.0,0.0,0.0,,,,,44.418,-3.174,-4.562,1.117,,,,0.271,0.271,0.0,0.0,,78.394,30.58,19.09,
09/30/2008,85.471,40.484,53.698,36.651,,29.22,7.431,-45.362,8.522,,-53.884,,-87.902,-86.317,2.675,,,-88.992,,,0.0,0.0,0.0,,,,,-1.585,-7.226,-8.201,-3.699,,,,4.674,4.674,0.0,0.0,,-10.774,17.17,17.092,
12/31/2008,90.967,-41.262,53.141,43.174,,1.98,41.194,35.914,106.825,,-70.911,,-36.964,-45.299,2.287,,,-47.586,,,0.0,0.0,0.0,,,,,8.335,-2.57,-4.586,1.436,,,,0.58,0.58,0.0,0.0,,52.55,-1.726,19.091,
03/31/2009,100.088,-152.349,48.401,154.688,,-1.358,156.046,49.348,37.642,2.036,9.67,-0.103,-21.758,-21.76,3.795,3.795,0.0,-25.555,-23.2,-2.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,-31.363,-8.124,-23.136,-0.436,0.0,-22.7,0.0,0.0,0.0,0.0,,46.967,-15.128,15.815,
06/30/2009,83.769,33.039,47.129,14.415,,2.295,12.12,-10.711,-31.021,7.403,12.907,0.103,-160.07,-10.87,4.415,4.415,0.0,-15.285,-14.507,-0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149.2,-0.605,-4.632,3.92,3.92,0.0,0.0,0.004,0.004,0.0,0.0,,-76.906,1.389,18.859,
09/30/2009,45.839,13.492,45.632,18.435,,7.85,10.585,-31.823,-34.579,5.641,-2.885,-0.103,124.048,-4.757,5.281,5.281,0.0,-10.038,-8.941,-1.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.805,-1.056,-4.908,-0.377,-0.377,0.0,0.0,4.332,4.332,0.0,0.0,,168.831,4.874,15.629,
12/31/2009,47.122,-1.929,44.266,19.567,,-0.8,20.367,-14.948,37.112,-13.072,-38.988,0.103,17.102,-21.015,1.907,1.907,0.0,-22.922,-21.559,-1.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.117,-4.794,-4.922,0.025,-0.275,0.0,0.3,0.0,0.0,0.0,0.0,,59.43,-1.299,19.01,
03/31/2010,23.85,-4.037,43.216,15.617,,4.286,11.331,-30.946,-102.532,50.899,20.687,0.0,-37.616,-15.556,1.691,1.691,0.0,-17.247,-16.132,-1.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.06,-1.416,-4.947,2.431,4.579,0.0,-2.148,1.1,1.1,0.0,0.0,,-15.182,1.123,15.497,
06/30/2010,82.488,13.863,47.133,12.46,,-1.712,14.172,9.032,-19.035,20.344,7.723,0.0,-91.959,-75.059,0.745,0.745,0.0,-75.804,-72.219,-3.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.9,-62.17,-4.977,-200.712,1.456,0.0,-202.168,143.519,143.519,0.0,0.0,,-71.641,15.34,20.063,
09/30/2010,-11.065,-8.228,50.27,-29.212,,30.589,-59.801,-23.895,12.977,-14.191,-22.681,0.0,-19.971,-33.131,0.822,0.822,0.0,-33.953,-31.638,-2.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.16,-6.708,-5.443,-1.269,2.119,0.0,-3.388,0.004,0.004,0.0,0.0,,-37.744,0.525,16.318,
12/31/2010,89.599,2.387,48.898,47.74,,35.18,12.56,-9.426,47.326,-25.161,-31.591,0.0,-11.518,-58.448,9.145,9.145,0.0,-67.593,-66.507,-1.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.93,-8.669,-5.478,-3.662,-0.242,0.0,-3.42,2.594,2.594,0.0,-2.123,,69.412,-27.342,10.991,
03/31/2011,61.405,6.922,50.078,62.189,,11.702,50.487,-57.784,-90.497,59.15,-26.437,0.0,-51.84,-51.965,1.458,1.458,0.0,-53.423,-51.485,-1.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-8.31,-5.51,-5.028,-0.41,0.0,-4.618,2.228,2.228,0.0,0.0,,1.255,-18.204,16.376,
06/30/2011,124.541,29.422,50.286,-20.894,,14.522,-35.416,65.727,-5.579,4.236,67.07,0.0,-70.657,-70.832,3.067,3.067,0.0,-73.899,-71.983,-1.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,-7.146,-5.55,-3.999,0.655,0.0,-4.654,2.403,2.403,0.0,0.0,,46.738,-10.677,11.045,
09/30/2011,50.104,29.128,50.541,-34.328,,15.825,-50.153,4.763,-8.582,-9.598,22.943,0.0,-66.082,-55.077,1.558,1.558,0.0,-56.635,-53.209,-3.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.005,-14.351,-5.557,-9.589,-3.977,0.0,-5.612,1.456,1.456,0.0,-0.661,,-30.329,0.876,16.344,
12/31/2011,108.66,22.971,50.733,1.03,,10.111,-9.081,33.926,62.343,-12.475,-15.942,0.0,-108.449,-106.574,0.0,0.0,0.0,-106.574,-105.187,-1.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.875,-11.285,-5.56,-5.886,-0.959,0.0,-4.927,0.161,0.161,0.0,0.0,,-11.074,-0.735,10.911,
03/31/2012,52.829,25.646,51.593,55.758,,15.532,40.226,-80.168,-68.093,40.366,-52.441,0.0,-80.485,-77.6,5.759,5.759,0.0,-83.359,-82.486,-0.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.885,-7.508,-5.579,-3.568,1.248,0.0,-4.816,1.639,1.639,0.0,0.0,0.0,-35.164,3.4,16.2,
06/30/2012,109.072,41.8,53.192,-30.88,,25.607,-56.487,44.96,-22.125,11.426,55.659,0.0,-47.209,-58.424,9.962,9.962,0.0,-68.386,-66.183,-2.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.215,-9.72,-5.586,-6.401,-1.56,0.0,-4.841,2.267,2.267,0.0,0.0,,52.143,2.76,10.812,
09/30/2012,67.802,25.304,55.151,-13.216,,15.963,-29.179,0.563,35.632,-43.076,8.007,0.0,-56.468,-63.551,3.664,3.664,0.0,-67.215,-64.548,-2.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.083,-24.302,-5.595,-19.79,-3.579,0.0,-16.211,1.083,1.083,0.0,0.0,,-12.968,1.1,16.093,
12/31/2012,81.708,11.796,55.266,6.842,,5.989,0.853,7.804,61.662,-23.54,-30.318,0.0,-81.683,-81.683,1.455,1.455,0.0,-83.138,-79.918,-3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.262,-5.597,-6.877,-3.73,0.0,-3.147,0.212,0.212,0.0,0.0,,-12.237,-1.097,10.701,
03/31/2013,27.347,14.005,55.673,1.104,,5.556,-4.452,-43.435,-49.353,26.29,-20.372,0.0,-46.05,-49.25,1.396,1.396,0.0,-50.646,-49.686,-0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,-6.55,-5.617,-7.335,-4.162,0.0,-3.173,6.402,6.402,0.0,0.0,,-25.253,1.897,15.929,
06/30/2013,108.435,42.897,57.101,-2.052,,21.355,-23.407,10.489,11.366,-9.497,8.62,0.0,-73.304,-73.304,8.569,8.569,0.0,-81.873,-79.587,-2.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.275,-5.638,-3.736,-0.536,0.0,-3.2,3.642,3.642,0.0,-0.543,,28.856,1.239,10.587,
09/30/2013,123.881,30.557,58.652,0.718,,19.873,-19.155,33.954,3.424,4.251,26.279,0.0,-82.472,-82.472,2.274,2.274,0.0,-84.746,-83.276,-1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324,-5.675,-3.2,0.025,0.0,-3.225,12.199,12.199,0.0,0.0,,44.733,0.556,15.833,
12/31/2013,88.321,11.694,57.81,20.776,,10.639,10.137,-1.959,21.694,4.928,-28.581,0.0,-70.113,-70.113,1.963,1.963,0.0,-72.076,-69.394,-2.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.826,-5.69,-7.18,-0.71,0.0,-6.47,1.044,1.044,0.0,0.0,,6.382,-3.671,10.46,
03/31/2014,-4.543,12.893,59.409,-29.418,,1.709,-31.127,-47.427,-87.887,34.843,5.617,0.0,-67.273,-67.273,5.842,5.842,0.0,-73.115,-70.478,-2.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.954,-5.703,-2.58,0.286,0.0,-2.866,1.329,1.329,0.0,0.0,,-78.77,2.554,15.735,
