Date,Revenue,Revenue From Electric,Regulated Electric Revenue,Revenue from Gas,Revenue from Water,Other Revenue,Cost of Revenue,Fuel & Purchased Power Cost,Fuel Cost,Purchased Power Cost,Purchased Gas & Water Cost,Other Cost of Revenue,Gross Profit,Operating Expenses,Maintenance Expenses,Depreciation Expenses,Taxes Other Than Income,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Total Interest Income,AFUDC - Equity,Interest Income,Interest Expense,Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1992,655.911987,655.911987,,0.0,0.0,0.0,-206.572006,206.572006,141.354004,65.218002,0.0,,449.339981,-276.712006,50.650002,65.505997,47.153,113.403,172.628006,-54.745,,,1.715,,60.556,59.145,-1.903,3.314,-4.096,117.883006,-44.983002,72.900002,0.0,,,72.900005,0.0,72.900002,-10.075,,62.825002,62.825002,,303.317993,0.205,0.205,0.205,303.317993,0.205,0.205,0.205,
12/31/1992,686.28302,686.28302,,0.0,0.0,0.0,-194.626999,194.626999,115.282997,79.344002,0.0,,491.656021,-289.216003,59.893002,61.783001,50.028999,117.511002,202.440002,-55.703002,,,2.198,,60.775002,59.737,-2.046,3.084,-2.874,146.737,-55.728001,91.009003,0.0,,,91.008999,0.0,91.009003,-9.894,,81.115003,81.115003,,303.455994,0.265,0.265,0.265,303.455994,0.265,0.265,0.265,
03/31/1993,727.385986,727.385986,,0.0,0.0,0.0,-196.225006,196.225006,131.313004,64.912003,0.0,,531.16098,-280.19101,41.120998,68.634003,55.825001,114.611,250.970001,-55.692,,,1.999,,60.584,59.387001,-1.83,3.027,-2.893,195.278001,-79.528,115.75,0.0,,,115.750002,0.0,115.75,-9.544,,106.206,106.206,,303.769989,0.35,0.35,0.35,303.769989,0.35,0.35,0.35,
06/30/1993,620.439026,620.439026,,0.0,0.0,0.0,-172.143005,172.142998,107.929001,64.213997,0.0,,448.296021,-279.996002,47.422001,68.624001,47.972,115.977997,168.300003,-53.953001,,,2.151,,59.443001,57.638,-2.047,3.852,-3.339,114.347002,-44.48,69.866997,0.0,,,69.867003,0.0,69.866997,-9.636,,60.230997,60.230997,,303.769989,0.2,0.2,0.2,303.769989,0.2,0.2,0.2,
09/30/1993,683.466003,683.466003,,0.0,0.0,0.0,-201.266006,201.266006,135.199005,66.067001,0.0,,482.199997,-290.230988,51.893002,68.510002,49.879002,119.948997,191.968994,-52.562001,,,1.688,,56.679001,54.429001,-1.905,4.155,-2.429,139.406993,-57.632,81.775002,0.0,,,81.774993,0.0,81.775002,-6.949,,74.826002,74.826002,,303.769989,0.245,0.245,0.245,303.769989,0.245,0.245,0.245,
12/31/1993,695.710999,695.710999,,0.0,0.0,0.0,-216.065994,216.066002,132.459,83.607002,0.0,,479.645005,-292.911987,52.806,65.622002,50.291,124.193001,186.733002,-53.755,,,2.143,,55.937,54.346001,-1.818,3.409,-0.039,132.978002,-52.243999,80.734001,0.0,,,80.734003,0.0,80.734001,-7.756,,72.978001,72.978001,,303.899994,0.24,0.24,0.24,303.899994,0.24,0.24,0.24,
03/31/1994,769.453003,769.453003,,0.0,0.0,0.0,-225.190002,225.190002,144.785004,80.404999,0.0,,544.263,-286.161987,38.674,72.099998,57.223999,118.164001,258.101013,-56.992999,,,0.916,,56.584999,54.575001,-1.414,3.424,1.324,201.108014,-87.442001,113.666,0.0,,,113.666013,0.0,113.666,-7.578,,106.088,106.088,,304.264008,0.35,0.35,0.35,304.264008,0.35,0.35,0.35,
06/30/1994,640.218018,640.218018,,0.0,0.0,0.0,-177.975006,177.974998,102.530998,75.444,0.0,,462.243011,-314.550995,51.764,72.129997,49.056,141.600998,147.692001,-54.379,,,1.636,,56.063,52.803001,-2.486,5.746,-0.048,93.313002,-39.313999,53.999001,0.0,,,53.999002,0.0,53.999001,-6.942,,47.057001,47.057001,,305.514008,0.155,0.155,0.155,305.514008,0.155,0.155,0.155,
09/30/1994,661.142029,661.142029,,0.0,0.0,0.0,-183.865005,183.864998,117.797997,66.067001,0.0,,477.277023,-287.391998,43.207001,72.128998,46.992001,125.064003,189.884995,-54.978998,,,0.0,,57.106998,52.445,-1.943,6.605,-2.128,134.905996,-57.952,76.954002,0.0,,,76.953996,0.0,76.954002,-6.942,,70.012002,70.012002,,307.578003,0.23,0.23,0.23,307.578003,0.23,0.23,0.23,
12/31/1994,654.286011,654.286011,,0.0,0.0,0.0,-159.218002,159.218003,93.818001,65.400002,0.0,,495.068009,-371.355011,46.347,72.400002,47.889,204.718994,123.712997,-129.117999,,,2.134,,56.501999,54.567001,-2.549,4.484,74.75,-5.405002,5.126,-0.279,0.0,,,-0.279002,0.0,-0.279,-6.943,,-7.222,-7.222,,309.79599,-0.025,-0.025,-0.025,309.79599,-0.025,-0.025,-0.025,
03/31/1995,727.484985,727.484985,,0.0,0.0,0.0,-187.580002,187.580002,113.973,73.607002,0.0,,539.904984,-296.161987,34.884998,77.453003,53.665001,130.158997,243.742996,-53.506999,,,2.272,,56.369999,54.779999,-2.21,3.8,-0.591,190.235997,-81.973999,108.262001,0.0,,,108.261998,0.0,108.262001,-6.942,,101.320001,101.320001,,312.325989,0.325,0.325,0.325,312.325989,0.325,0.325,0.325,
06/30/1995,609.213013,609.213013,,0.0,0.0,0.0,-160.901001,160.901001,86.611,74.290001,0.0,,448.312012,-308.410004,50.335999,77.433998,47.666,132.973999,139.901993,-52.496998,,,1.732,,56.502998,53.432999,-2.516,5.586,-2.274,87.404994,-35.743999,51.660999,0.0,,,51.660995,0.0,51.660999,-6.942,,44.718999,44.718999,,314.321991,0.14,0.14,0.14,314.321991,0.14,0.14,0.14,
09/30/1995,682.249023,682.249023,,0.0,0.0,0.0,-192.115997,192.115997,125.973999,66.141998,0.0,,490.133026,-218.781998,38.487999,77.436996,48.216999,54.639999,271.351013,-76.771003,,,0.068,,56.601002,52.851002,-2.27,6.02,20.238001,194.580011,-100.458,94.122002,0.0,,,94.12201,0.0,94.122002,-6.942,,87.180002,87.180002,,316.261993,0.275,0.275,0.275,316.261993,0.275,0.275,0.275,
12/31/1995,732.851013,732.851013,,0.0,0.0,0.0,-188.572006,188.571999,111.670998,76.901001,0.0,,544.279007,-363.878998,61.846001,69.913002,51.085999,181.033997,180.399994,-16.688998,,,0.092,,56.417999,52.348999,-0.912,4.981,-39.637001,163.710996,-67.334999,96.375999,0.0,,,96.375997,0.0,96.375999,-6.942,,89.433999,89.433999,,317.98001,0.28,0.28,0.28,317.98001,0.28,0.28,0.28,
03/31/1996,789.0,789.0,,0.0,0.0,0.0,-215.0,215.0,124.0,91.0,0.0,,574.0,-309.0,40.0,73.0,57.0,139.0,265.0,-53.0,,,1.0,,54.0,52.0,-2.0,4.0,0.0,212.0,-89.0,123.0,0.0,,,123.0,0.0,123.0,-7.0,,116.0,116.0,,319.779999,0.365,0.365,0.365,319.779999,0.365,0.365,0.365,
06/30/1996,669.0,669.0,,0.0,0.0,0.0,-175.0,175.0,101.0,74.0,0.0,,494.0,-321.0,55.0,90.0,49.0,127.0,173.0,-52.0,,,,,54.0,52.0,,2.0,-2.0,121.0,-53.0,68.0,0.0,,,68.0,0.0,68.0,-7.0,,61.0,61.0,,321.220001,0.19,0.19,0.19,321.220001,0.19,0.19,0.19,
09/30/1996,715.0,715.0,,0.0,0.0,0.0,-208.0,208.0,124.0,84.0,0.0,,507.0,-319.0,40.0,91.0,50.0,138.0,188.0,-50.0,,,,,56.0,52.0,,4.0,-6.0,138.0,-52.0,86.0,0.0,,,86.0,0.0,86.0,-7.0,,79.0,79.0,,322.720001,0.245,0.245,0.245,322.720001,0.245,0.245,0.245,
12/31/1996,737.0,737.0,,0.0,0.0,0.0,-202.0,202.0,99.0,103.0,0.0,,535.0,-352.0,56.0,109.0,47.0,140.0,183.0,-44.0,,,,,56.0,51.0,,5.0,-12.0,139.0,-59.0,80.0,0.0,,,80.0,0.0,80.0,-7.0,,73.0,73.0,,324.436004,0.225,0.225,0.225,324.436004,0.225,0.225,0.225,
03/31/1997,786.0,786.0,,0.0,0.0,0.0,-227.0,227.0,111.0,116.0,0.0,,559.0,-300.0,35.0,92.0,56.0,117.0,259.0,-47.0,,,,,54.0,51.0,,3.0,-7.0,212.0,-88.0,124.0,0.0,,,124.0,0.0,124.0,-7.0,,117.0,117.0,,326.384003,0.36,0.36,0.38,326.384003,0.36,0.36,0.38,
06/30/1997,686.0,686.0,,0.0,0.0,0.0,-209.0,209.0,105.0,104.0,0.0,,477.0,-313.0,49.0,93.0,50.0,121.0,164.0,-49.0,,,,,55.0,48.0,,7.0,-6.0,115.0,-46.0,69.0,0.0,,,69.0,0.0,69.0,-4.0,,65.0,65.0,,328.135986,0.195,0.195,0.195,328.135986,0.195,0.195,0.195,
09/30/1997,778.0,778.0,,0.0,0.0,0.0,-272.0,272.0,134.0,138.0,0.0,,506.0,-315.0,46.0,94.0,50.0,125.0,191.0,-90.0,,,,,53.0,48.0,,5.0,37.0,101.0,-53.0,48.0,0.0,,,48.0,0.0,48.0,-6.0,,42.0,42.0,,329.921997,0.125,0.125,0.24,329.921997,0.125,0.125,0.24,
12/31/1997,799.0,799.0,,0.0,0.0,0.0,-262.0,262.0,116.0,146.0,0.0,,537.0,-359.0,54.0,95.0,48.0,162.0,178.0,-48.0,,,,,53.0,49.0,,4.0,-5.0,130.0,-51.0,79.0,0.0,,,79.0,0.0,79.0,-7.0,,72.0,72.0,,331.626007,0.22,0.22,0.22,331.626007,0.22,0.22,0.22,
03/31/1998,880.0,861.0,,0.0,0.0,19.0,-327.0,327.0,113.0,214.0,0.0,,553.0,-317.0,38.0,94.0,54.0,131.0,236.0,-45.0,,,,,52.0,49.0,,3.0,-7.0,191.0,-84.0,107.0,0.0,,,107.0,0.0,107.0,-6.0,,101.0,101.0,,333.467987,0.303,0.303,0.358,333.467987,0.303,0.303,0.358,
06/30/1998,838.0,817.0,,0.0,0.0,21.0,-336.0,336.0,118.0,218.0,0.0,,502.0,-354.0,53.0,94.0,49.0,158.0,148.0,-50.0,,,,,54.0,54.0,,0.0,-4.0,98.0,-38.0,60.0,948.0,,,-888.0,0.0,-888.0,-6.0,,-894.0,-894.0,,334.872009,-2.67,0.16,0.16,334.872009,-2.67,0.16,0.16,
09/30/1998,1166.0,1130.0,,6.0,0.0,30.0,-564.0,562.0,147.0,415.0,2.0,,602.0,-340.0,39.0,68.0,34.0,199.0,262.0,-42.0,,,,,58.0,58.0,,0.0,-16.0,220.0,-78.0,142.0,0.0,,,142.0,0.0,142.0,-6.0,,136.0,136.0,,333.303986,0.405,0.405,0.27,333.303986,0.405,0.405,0.27,
12/31/1998,902.0,825.0,,29.0,0.0,48.0,-326.0,315.0,102.0,213.0,11.0,,576.0,-395.0,52.0,82.0,51.0,210.0,181.0,-27.0,,,0.0,,69.0,69.0,,,-42.0,154.0,-59.0,95.0,0.0,,,95.0,0.0,95.0,-7.0,,88.0,88.0,,314.303986,0.28,0.28,0.28,314.303986,0.28,0.28,0.28,
03/31/1999,1067.0,964.0,,45.0,0.0,58.0,-401.0,378.0,123.0,255.0,23.0,,666.0,-404.0,39.0,60.0,53.0,252.0,262.0,-62.0,,,,,62.0,62.0,,,0.0,200.0,-74.0,126.0,0.0,,,126.0,0.0,126.0,-6.0,,120.0,120.0,,315.242,0.3805,0.3805,0.3805,315.242,0.3805,0.3805,0.3805,
06/30/1999,1004.0,921.0,,23.0,0.0,60.0,-458.0,448.0,97.0,351.0,10.0,,546.0,-382.0,57.0,61.0,43.0,221.0,164.0,-54.0,,,0.0,,61.0,61.0,,,-7.0,110.0,-40.0,70.0,0.0,,,70.0,0.0,70.0,-7.0,,63.0,63.0,,315.388,0.2,0.2,0.2,315.388,0.2,0.2,0.2,
09/30/1999,1386.0,1308.0,,13.0,0.0,65.0,-691.0,688.0,131.0,557.0,3.0,,695.0,-457.0,53.0,73.0,40.0,291.0,238.0,-80.0,,,,,80.0,80.0,,,0.0,158.0,22.0,180.0,59.0,,,121.0,-13.0,108.0,-6.0,,102.0,102.0,,301.388,0.34,0.535,0.47,301.388,0.34,0.535,0.47,
12/31/1999,1133.0,1011.0,,28.0,0.0,94.0,-460.0,450.0,95.0,355.0,10.0,,673.0,-465.0,66.0,63.0,25.0,311.0,208.0,16.0,,,,,74.0,74.0,,,-90.0,224.0,-82.0,142.0,-13.0,,,155.0,-1.0,154.0,-7.0,,147.0,147.0,,287.39,0.51,0.51,0.32,287.39,0.51,0.51,0.32,
03/31/2000,1413.0,1249.0,,58.0,0.0,106.0,-608.0,584.0,121.0,463.0,24.0,,805.0,-485.0,46.0,68.0,60.0,311.0,320.0,-89.0,,,,,88.0,88.0,,,1.0,231.0,-82.0,149.0,0.0,,,149.0,-1.0,148.0,-6.0,,142.0,142.0,,287.394,0.495,0.495,0.495,287.522,0.495,0.495,0.495,
06/30/2000,1297.0,1166.0,,36.0,0.0,95.0,-593.0,579.0,95.0,484.0,14.0,,704.0,-463.0,74.0,70.0,49.0,270.0,241.0,-84.0,,,,,92.0,92.0,,,-8.0,157.0,-58.0,99.0,0.0,,,99.0,0.0,99.0,-7.0,,92.0,92.0,,288.274,0.32,0.32,0.32,288.468,0.32,0.32,0.32,
09/30/2000,1468.0,751.0,,,0.0,717.0,-690.0,690.0,136.0,554.0,,,778.0,-465.0,54.0,58.0,38.0,315.0,313.0,-93.0,,,,,94.0,94.0,,,-1.0,220.0,-75.0,145.0,0.0,,,145.0,-3.0,142.0,-6.0,,136.0,136.0,,289.156,0.47,0.47,0.405,290.194,0.47,0.47,0.405,
12/31/2000,1515.0,1304.0,,63.0,0.0,148.0,-570.0,545.0,124.0,421.0,25.0,,945.0,-617.0,86.0,65.0,45.0,421.0,328.0,-114.0,,,,,102.0,102.0,,,12.0,214.0,-79.0,135.0,0.0,,,135.0,0.0,135.0,-7.0,,128.0,128.0,,289.812,0.44,0.44,0.44,294.252,0.435,0.435,0.435,
03/31/2001,1566.0,956.0,,,0.0,610.0,-583.0,583.0,187.0,396.0,0.0,,983.0,-527.0,54.0,63.0,41.0,369.0,456.0,-100.0,,,,,104.0,104.0,,,-4.0,356.0,-126.0,230.0,0.0,,,230.0,-2.0,228.0,-6.0,,222.0,222.0,,290.634,0.765,0.765,0.765,292.488,0.76,0.76,0.76,
06/30/2001,1411.0,799.0,,,,612.0,-554.0,554.0,554.0,,0.0,,857.0,-609.0,94.0,122.0,39.0,354.0,248.0,-82.0,,,0.0,,88.0,88.0,0.0,0.0,-6.0,166.0,-35.0,131.0,0.0,,,131.0,-1.0,130.0,-13.0,,117.0,117.0,,291.802,0.4,0.4,0.36,293.4,0.4,0.4,0.36,
09/30/2001,1225.0,826.0,,,,399.0,-315.0,315.0,315.0,0.0,,,910.0,-573.0,55.0,132.0,40.0,346.0,337.0,-82.0,,,0.0,,91.0,91.0,0.0,0.0,-9.0,255.0,-86.0,169.0,0.0,,,169.0,-1.0,168.0,-16.0,,152.0,152.0,,292.482,0.52,0.52,0.52,293.506,0.52,0.52,0.52,
12/31/2001,1312.0,791.0,,,0.0,521.0,-461.0,461.0,149.0,312.0,,,851.0,-554.0,70.0,64.0,35.0,385.0,297.0,-594.0,,,,,104.0,104.0,,,490.0,-297.0,-14.0,-311.0,-10.0,,,-301.0,6.0,-295.0,-17.0,,-312.0,-312.0,,292.966,-1.065,-1.1,0.435,293.608,-1.065,-1.1,0.435,
03/31/2002,1354.0,1000.0,,,0.0,354.0,-345.0,345.0,147.0,198.0,,,1009.0,-603.0,69.0,139.0,61.0,334.0,406.0,-129.0,,,0.0,,130.0,130.0,0.0,0.0,-1.0,277.0,-86.0,191.0,150.0,,,41.0,-26.0,15.0,-18.0,,-3.0,-3.0,,293.506,-0.01,0.5,0.53,294.182,-0.01,0.5,0.53,
06/30/2002,1299.0,930.0,,,0.0,369.0,-341.0,341.0,127.0,214.0,0.0,,958.0,-612.0,81.0,141.0,58.0,332.0,346.0,-296.0,,,0.0,,132.0,132.0,0.0,0.0,164.0,50.0,-29.0,21.0,0.0,,,21.0,-30.0,-9.0,-18.0,0.0,-27.0,-27.0,,294.298,-0.09,-0.09,0.375,294.298,-0.09,-0.09,0.375,
09/30/2002,1492.0,980.0,,,0.0,512.0,-459.0,459.0,161.0,298.0,,,1033.0,-638.0,73.0,154.0,54.0,357.0,395.0,-158.0,,,0.0,,168.0,168.0,0.0,0.0,-10.0,237.0,-79.0,158.0,0.0,,,158.0,-20.0,138.0,-16.0,,122.0,122.0,,303.13,0.405,0.405,0.48,303.694,0.4,0.4,0.475,
12/31/2002,1327.0,947.0,,,0.0,380.0,-342.0,342.0,342.0,,,,985.0,-656.0,,98.0,60.0,498.0,329.0,-180.0,,,,,138.0,138.0,,,42.0,149.0,-17.0,132.0,0.0,,,132.0,-2.0,130.0,-14.0,0.0,116.0,116.0,,329.484,0.355,0.355,0.41,330.062,0.355,0.355,0.41,
03/31/2003,1490.0,1020.0,,,0.0,470.0,-499.0,499.0,197.0,302.0,,,991.0,-634.0,73.0,96.0,65.0,400.0,357.0,-111.0,,,0.0,,121.0,108.0,0.0,13.0,-10.0,246.0,-69.0,177.0,-63.0,,,240.0,-1.0,239.0,0.0,,239.0,239.0,,333.012,0.715,0.53,0.53,334.032,0.715,0.53,0.53,
06/30/2003,1339.0,862.0,,,0.0,477.0,-637.0,637.0,386.0,251.0,,,702.0,-416.0,88.0,92.0,60.0,264.0,286.0,-119.0,,,0.0,,142.0,128.0,0.0,14.0,-23.0,167.0,-49.0,118.0,1.0,,,117.0,-1.0,116.0,0.0,0.0,116.0,116.0,,343.784,0.34,0.34,0.34,345.082,0.335,0.335,0.335,
09/30/2003,1462.0,929.0,,,0.0,533.0,-457.0,457.0,166.0,291.0,,,1005.0,-633.0,,164.0,64.0,405.0,372.0,-113.0,,,0.0,,119.0,119.0,0.0,0.0,-6.0,259.0,-83.0,176.0,0.0,,,176.0,-3.0,173.0,-2.0,,171.0,171.0,,352.794,0.485,0.485,0.5,354.102,0.485,0.485,0.5,
12/31/2003,1299.0,900.0,,,0.0,399.0,-310.0,310.0,141.0,169.0,,,989.0,-653.0,,93.0,67.0,493.0,336.0,-109.0,,,0.0,,120.0,120.0,0.0,0.0,-11.0,227.0,30.0,257.0,47.0,,,210.0,-2.0,208.0,0.0,0.0,208.0,208.0,,353.698,0.585,0.72,0.49,354.848,0.585,0.72,0.49,
03/31/2004,1520.0,1085.0,,,0.0,435.0,-473.0,473.0,203.0,270.0,,,1047.0,-681.0,,99.0,57.0,525.0,366.0,-114.0,,,0.0,,126.0,125.0,0.0,1.0,-12.0,252.0,-72.0,180.0,1.0,,,179.0,-2.0,177.0,0.0,,177.0,177.0,,354.3,0.5,0.5,0.52,355.514,0.495,0.495,0.515,
06/30/2004,1362.0,907.0,,,0.0,455.0,-606.0,606.0,389.0,217.0,,,756.0,-458.0,,102.0,64.0,292.0,298.0,-121.0,,,0.0,,140.0,140.0,0.0,0.0,-19.0,177.0,-26.0,151.0,1.0,,,150.0,-2.0,148.0,0.0,0.0,148.0,148.0,,365.924,0.405,0.41,0.36,367.048,0.405,0.41,0.36,
09/30/2004,1454.0,950.0,,,0.0,504.0,-409.0,409.0,191.0,218.0,,,1045.0,-662.0,,167.0,67.0,428.0,383.0,-110.0,,,0.0,,128.0,128.0,0.0,0.0,-18.0,273.0,-74.0,199.0,0.0,,,199.0,-2.0,196.0,-1.0,0.0,195.0,195.0,,377.172,0.52,0.52,0.52,378.657,0.52,0.52,0.52,
12/31/2004,1463.0,984.0,,,0.0,479.0,-414.0,414.0,414.0,,,,1049.0,-706.0,,169.0,63.0,474.0,343.0,-137.0,,,0.0,,131.0,131.0,0.0,0.0,6.0,206.0,-24.0,182.0,3.0,,,179.0,-2.0,177.0,0.0,0.0,177.0,177.0,,377.366,0.47,0.47,0.47,379.66,0.47,0.47,0.47,
03/31/2005,1600.0,1176.0,,0.0,0.0,424.0,-510.0,510.0,244.0,266.0,0.0,,1090.0,-755.0,,172.0,73.0,510.0,335.0,-129.0,,,0.0,,135.0,135.0,0.0,0.0,-6.0,206.0,-34.0,172.0,2.0,,,170.0,-2.0,168.0,-1.0,0.0,167.0,167.0,,378.119,0.45,0.45,0.45,381.35,0.44,0.45,0.45,
06/30/2005,1467.0,1039.0,,,0.0,428.0,-398.0,398.0,164.0,234.0,,,1069.0,-735.0,,163.0,68.0,504.0,334.0,-114.0,,,0.0,6.0,125.0,125.0,0.0,0.0,-5.0,220.0,-40.0,180.0,50.0,,,130.0,-2.0,128.0,0.0,,128.0,128.0,,379.252,0.34,0.47,0.46,387.456,0.33,0.46,0.45,
09/30/2005,1620.0,1092.0,,0.0,0.0,528.0,-484.0,484.0,270.0,214.0,,,1136.0,-753.0,,179.0,73.0,501.0,383.0,-122.0,,,0.0,,127.0,127.0,0.0,0.0,-5.0,261.0,-64.0,197.0,-2.0,,,199.0,-1.0,198.0,-1.0,,197.0,197.0,,379.66,0.52,0.51,0.56,385.509,0.51,0.5,0.55,
12/31/2005,1494.0,1123.0,,0.0,0.0,371.0,-419.0,419.0,240.0,179.0,0.0,,1075.0,-779.0,,174.0,65.0,540.0,296.0,-115.0,,,0.0,,121.0,121.0,0.0,0.0,-6.0,181.0,16.0,197.0,10.0,,,187.0,-2.0,185.0,0.0,0.0,185.0,185.0,,379.723,0.49,0.53,0.53,384.959,0.48,0.52,0.52,
