Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/01/2004,1254.584,204.538,145.324,59.214,0.0,,,356.441,0.0,0.0,356.441,0.0,95.554,,,,,656.533,317.206,713.413,-396.207,15.48,,265.365,237.269,66.956,170.313,28.096,598.051,,173.329,173.329,,,,23.035,-15.485,38.52,38.52,,162.183,,,162.183,358.547,196.835,196.835,0.0,0.0,60.168,,,,,,60.168,257.003,615.55,0.0,225.783,,,-84.136,504.702,-7.315,639.034,0.0,639.034,1254.584,
07/31/2004,1280.575,290.294,223.856,66.438,0.0,0.0,,307.244,0.0,0.0,307.244,0.0,99.267,,,,,696.805,310.056,725.682,-415.626,5.249,,268.465,237.104,66.956,170.148,31.361,583.77,,163.195,163.195,,,,22.828,-13.749,36.577,36.577,,148.947,,,148.947,334.97,194.177,194.177,0.0,0.0,62.704,,,,,,62.704,256.881,591.851,0.0,248.325,,,-84.136,532.44,-7.905,688.724,0.0,688.724,1280.575,
10/30/2004,1314.207,256.346,202.878,53.468,0.0,0.0,,378.955,0.0,0.0,378.955,0.0,96.836,,,,,732.137,311.173,737.839,-426.666,2.249,,268.648,236.939,66.956,169.983,31.709,582.07,,167.244,167.244,,,,22.558,-10.773,33.331,33.331,,155.633,,,155.633,345.435,203.223,203.223,0.0,0.0,68.837,,,,,,68.837,272.06,617.495,0.0,248.827,,,-84.136,539.472,-7.451,696.712,0.0,696.712,1314.207,
01/29/2005,1303.770996,325.906009,273.049011,52.856998,0.0,0.0,,285.119995,0.0,0.0,285.119995,0.0,101.882004,,,,,712.90802,320.662994,786.028015,-465.36499,0.24,,269.959991,236.483994,66.666,169.817994,33.475997,590.862985,,127.819,127.819,,,,16.419001,-18.406,34.825001,34.825001,,154.681005,,,154.681005,298.919006,208.645004,208.645004,0.0,0.0,101.742996,,,,,,101.742996,310.388,609.307006,0.0,262.69101,,,-84.136002,524.624023,-8.715011,694.46402,0.0,694.46402,1303.771026,
04/30/2005,1385.459,339.44,254.801,84.639,0.0,0.0,,347.794,0.0,0.0,347.794,0.0,107.171,,,,,794.405,318.508,797.687,-479.179,0.24,,272.306,236.319,66.666,169.653,35.987,591.054,,171.781,171.781,,,,20.822,-10.377,31.199,31.199,,160.513,,,160.513,353.116,199.862,199.862,0.0,0.0,106.04,,,,,,106.04,305.902,659.018,0.0,271.575,,,-84.136,554.641,-15.639,726.441,0.0,726.441,1385.459,
07/30/2005,1634.181,324.109,231.448,92.661,0.0,0.0,,393.075,0.0,0.0,393.075,0.0,132.103,,,,,849.287,338.188,833.179,-494.991,0.24,,446.466,405.878,147.223,258.655,40.588,784.894,,175.009,175.009,,,,80.266,52.329,27.937,27.937,,205.919,,,205.919,461.194,246.385,246.385,0.0,0.0,152.599,,,,,,152.599,398.984,860.178,0.0,281.323,,,-84.136,594.065,-17.249,774.003,0.0,774.003,1634.181,
10/29/2005,1663.305,238.141,151.676,86.465,0.0,0.0,,474.484,0.0,0.0,474.484,0.0,155.551,,,,,868.176,351.402,863.287,-511.885,0.24,,443.487,402.559,153.651,248.908,40.928,795.129,,188.879,188.879,,,,65.249,37.378,27.871,27.871,,223.823,,,223.823,477.951,245.227,245.227,0.0,0.0,152.443,,,,,,152.443,397.67,875.621,0.0,282.377,,,-84.136,604.827,-15.384,787.684,0.0,787.684,1663.305,
01/28/2006,1572.583,217.11,130.132,86.978,38.603,38.603,,376.409,0.0,0.0,376.409,0.0,129.272,,,,,761.394,370.953,896.835,-525.882,0.0,,440.236,404.627,154.553,250.074,35.609,811.189,,133.236,133.236,,,,64.765,39.94,24.825,24.825,,219.164,,,219.164,417.165,191.979,191.979,0.0,0.0,149.091,,,,,,149.091,341.07,758.235,0.0,274.472,,,-84.136,624.015,-0.003,814.348,0.0,814.348,1572.583,
04/29/2006,1649.589,235.8,154.877,80.923,8.485,8.485,,448.615,0.0,0.0,448.615,0.0,135.654,,,,,828.554,367.03,902.878,-535.848,0.0,,454.005,404.604,154.014,250.59,49.401,821.035,,182.956,182.956,,,,53.72,31.986,21.734,21.734,,221.345,,,221.345,458.021,189.258,189.258,0.0,0.0,149.089,,,,,,149.089,338.347,796.368,0.0,281.281,,,-84.136,656.076,0.0,853.221,0.0,853.221,1649.589,
07/29/2006,1646.073,298.554,211.819,86.735,3.145,3.145,,381.533,0.0,0.0,381.533,0.0,134.763,,,,,817.995,373.458,911.384,-537.926,0.0,,454.62,403.626,154.02,249.606,50.994,828.078,,173.659,173.659,,,,32.672,14.081,18.591,18.591,,203.743,,,203.743,410.074,186.472,186.472,0.0,0.0,159.898,,,,,,159.898,346.37,756.444,0.0,285.125,,,-84.136,688.639,0.001,889.629,0.0,889.629,1646.073,
10/28/2006,1685.629,206.916,138.238,68.678,2.02,2.02,,481.449,0.0,0.0,481.449,0.0,151.927,,,,,842.312,392.707,947.275,-554.568,0.0,,450.61,402.779,154.02,248.759,47.831,843.317,,207.566,207.566,,,,11.6,-3.795,15.395,15.395,,212.772,,,212.772,431.938,183.653,183.653,0.0,0.0,154.466,,,,,,154.466,338.119,770.057,0.0,291.711,,,-84.136,707.996,0.001,915.572,0.0,915.572,1685.629,
02/03/2007,1705.723,206.478,143.838,62.64,33.366,33.366,,429.433,0.0,0.0,429.433,0.0,171.561,,,,,840.838,422.446,996.43,-573.984,0.0,,442.439,402.86,153.37,249.49,39.579,864.885,,178.629,178.629,,,,10.887,-1.966,12.853,12.853,,190.702,,,190.702,380.218,181.124,181.124,0.0,0.0,196.843,,,,,,196.843,377.967,758.185,0.0,298.735,,,-84.136,732.938,0.001,947.538,0.0,947.538,1705.723,
05/05/2007,1834.929,302.777,240.913,61.864,6.831,6.831,,469.508,0.0,0.0,,0.0,165.284,,,,,944.4,433.561,1026.396,-592.835,0.0,,456.968,402.179,153.37,248.809,54.789,890.529,,197.125,197.125,,,,160.133,,,,,169.386,,,169.386,526.644,279.129,,,,221.436,,,,,,221.436,500.565,1027.209,0.0,268.722,,,-215.238,754.238,-0.002,807.72,0.0,807.72,1834.929,
08/04/2007,1841.419,324.768,233.274,91.494,3.109,3.109,,405.633,0.0,0.0,,0.0,153.928,,,,,887.438,451.6,1064.424,-612.824,0.0,,502.381,401.36,153.37,247.99,101.021,953.981,,165.299,165.299,,,,10.035,,,,,191.722,,,191.722,367.056,306.227,,,,208.926,,,,,,208.926,515.153,882.209,0.0,420.242,,,-233.552,772.517,0.003,959.21,0.0,959.21,1841.419,
11/03/2007,1794.548,176.766,36.389,140.377,3.559,3.559,,498.196,0.0,0.0,,0.0,182.435,,,,,860.956,465.358,1095.772,-630.414,0.0,,468.234,399.982,152.811,247.171,68.252,933.592,,194.407,194.407,,,,9.239,,,,,192.321,,,192.321,395.967,305.658,,,,226.872,,,,,,226.872,532.53,928.497,0.0,421.509,,,-324.425,768.949,0.018,866.051,0.0,866.051,1794.548,
02/02/2008,1613.304,191.118,61.842,129.276,33.535,33.535,,391.527,,,,,179.814,,,,,795.994,459.149,1117.559,-658.41,,,358.161,301.625,66.666,234.959,56.536,817.31,,140.553,140.553,,,,8.827,2.957,5.87,5.87,,179.457,,,179.457,328.837,306.169,298.341,7.828,7.828,247.854,,,,,,247.854,554.023,882.86,,422.656,,,-336.761,644.527,0.022,730.444,,730.444,1613.304,
05/03/2008,1603.317,201.75,79.175,122.575,8.19,8.19,0.0,371.097,,,,,271.119,,8.459,45.697,148.609,852.156,439.913,1073.041,-633.128,0.0,,311.248,255.428,66.666,188.762,55.82,751.161,,322.42,158.541,,,163.879,8.566,0.0,,,8.566,45.697,,,0.0,376.683,306.039,306.039,,,245.639,,,,,37.394,208.245,551.678,928.361,0.0,426.315,15.188,411.127,-347.73,596.374,-0.003,674.956,0.0,674.956,1603.317,
08/02/2008,1600.735,247.0,131.319,115.681,3.54,3.54,0.0,337.33,,,,,266.977,,10.437,43.15,190.89,854.847,449.676,1069.83,-620.154,0.0,,296.212,255.869,66.666,189.203,40.343,745.888,,337.222,158.711,,,178.511,8.155,0.0,,,8.155,43.15,,,0.0,388.527,308.329,308.329,,,235.389,,,,,38.746,196.643,543.718,932.245,0.0,428.185,15.214,412.971,-347.73,588.037,-0.002,668.49,0.0,668.49,1600.735,
11/02/2008,1493.49,187.005,67.829,119.176,4.477,4.477,0.0,406.102,,,,,190.673,,,,190.673,788.257,417.745,1075.629,-657.884,0.0,,287.488,255.687,66.666,189.021,31.801,705.233,,367.549,177.102,,,190.447,6.601,0.0,,,6.601,0.0,,,0.0,374.15,307.649,307.649,,,234.99,,,,,42.465,192.525,542.639,916.789,0.0,429.362,15.235,414.127,-347.73,495.071,-0.002,576.701,0.0,576.701,1493.49,
01/31/2009,1277.141,194.61,93.759,100.851,33.3,33.3,0.0,268.142,,,,,158.869,0.0,3.439,,155.43,654.921,383.176,1076.972,-693.796,0.0,,239.044,210.801,23.436,187.365,28.243,622.22,,266.151,99.52,0.0,0.0,166.631,6.746,0.0,3.687,3.687,3.059,0.0,0.0,0.0,0.0,272.897,232.722,222.368,10.354,10.354,234.667,0.0,0.0,0.0,0.0,46.197,188.47,467.389,740.286,0.0,513.899,15.348,498.551,-347.73,370.681,0.005,536.855,0.0,536.855,1277.141,
05/02/2009,1297.978,211.283,123.885,87.398,8.021,8.021,0.0,300.214,,,,,176.924,,3.439,,173.485,696.442,364.568,1072.087,-707.519,0.0,,236.968,210.62,23.436,187.184,26.348,601.536,,301.108,145.815,,,155.293,6.463,0.0,,,6.463,0.0,,,0.0,307.571,223.986,223.986,,,234.383,,,,,47.44,186.943,458.369,765.94,0.0,515.647,15.389,500.258,-347.73,364.121,,532.038,0.0,532.038,1297.978,
08/01/2009,1242.206,217.457,116.699,100.758,3.359,3.359,0.0,259.473,,,,,176.791,,3.439,,173.352,657.08,346.307,1072.785,-726.478,0.0,,238.819,210.568,23.436,187.132,28.251,585.126,,273.196,121.165,,,152.031,6.483,0.0,,,6.483,0.0,,,0.0,279.679,196.257,196.257,,,227.947,,,,,47.885,180.062,424.204,703.883,0.0,516.984,15.404,501.58,-347.764,369.103,,538.323,0.0,538.323,1242.206,
10/31/2009,1265.908,224.344,223.944,0.4,4.1,4.1,0.0,334.462,,,,,134.605,,3.439,,131.166,697.511,332.332,1067.1,-734.768,0.0,,236.065,210.568,23.436,187.132,25.497,568.397,,347.486,163.142,,,184.344,6.47,0.0,,,6.47,0.0,,,0.0,353.956,183.63,183.63,,,237.709,,,,,48.73,188.979,421.339,775.295,0.0,517.749,15.41,502.339,-347.877,320.741,,490.613,0.0,490.613,1265.908,
01/30/2010,1157.489,186.58,186.58,0.0,33.647,33.647,0.0,267.525,,,,,129.982,0.0,1.729,,128.253,617.734,305.083,1026.815,-721.732,0.0,,234.672,210.568,23.436,187.132,24.104,539.755,,280.042,126.867,0.0,0.0,153.175,6.265,0.0,,,6.265,0.0,0.0,0.0,0.0,286.307,171.558,171.558,,,234.69,0.0,0.0,0.0,0.0,48.515,186.175,406.248,692.555,0.0,520.456,15.37,505.086,-348.241,292.719,0.0,464.934,0.0,464.934,1157.489,
05/01/2010,1180.401,191.328,191.328,0.0,8.691,8.691,0.0,303.199,,,,,146.658,,7.375,,139.283,649.876,296.021,1027.569,-731.548,0.0,,234.504,210.568,23.436,187.132,23.936,530.525,,295.54,143.972,,,151.568,6.333,0.0,,,6.333,0.0,,,0.0,301.873,172.084,172.084,,,236.883,,,,,52.557,184.326,408.967,710.84,0.0,521.188,15.443,505.745,-348.241,296.614,,469.561,0.0,469.561,1180.401,
07/31/2010,1130.893,210.055,210.055,0.0,4.761,4.761,0.0,289.456,,,,,105.07,,7.556,,97.514,609.342,287.95,1026.065,-738.115,0.0,,233.601,210.568,23.436,187.132,23.033,521.551,,300.382,160.049,,,140.333,6.405,0.0,,,6.405,0.0,,,0.0,306.787,133.201,133.201,,,230.161,,,,,53.424,176.737,363.362,670.149,0.0,521.013,15.402,505.611,-348.241,287.972,,460.744,0.0,460.744,1130.893,
10/30/2010,1134.143,104.157,104.157,0.0,5.441,5.441,0.0,394.508,,,,,117.171,,7.826,,109.345,621.277,284.027,1029.933,-745.906,0.0,,228.839,210.568,23.436,187.132,18.271,512.866,,322.762,176.922,,,145.84,6.477,0.0,,,6.477,0.0,,,0.0,329.239,133.196,133.196,,,228.022,,,,,54.291,173.731,361.218,690.457,0.0,522.924,15.409,507.515,-348.4,269.162,,443.686,0.0,443.686,1134.143,
01/29/2011,1022.658,117.482,117.482,0.0,36.568,36.568,0.0,282.248,,,,,101.611,0.0,3.153,,98.458,537.909,255.948,1028.843,-772.895,0.0,,228.801,210.568,23.436,187.132,18.233,484.749,,249.884,107.882,0.0,0.0,142.002,11.449,0.0,,,11.449,0.0,0.0,0.0,0.0,261.333,128.35,128.35,,,218.555,0.0,0.0,0.0,0.0,51.466,167.089,346.905,608.238,0.0,524.083,15.419,508.664,-348.4,238.737,0.0,414.42,0.0,414.42,1022.658,
04/30/2011,1074.019,180.403,180.403,0.0,10.178,10.178,0.0,304.715,,,,,105.891,,3.153,,102.738,601.187,244.006,1010.596,-766.59,0.0,,228.826,210.568,23.436,187.132,18.258,472.832,,281.408,137.783,,,143.625,11.073,0.0,,,11.073,0.0,,,0.0,292.481,128.815,128.815,,,212.085,,,,,52.352,159.733,340.9,633.381,0.0,524.263,15.486,508.777,-348.4,264.775,,440.638,0.0,440.638,1074.019,
07/30/2011,1070.097,227.436,227.436,0.0,5.395,5.395,0.0,271.862,,,,,98.992,,3.153,,95.839,603.685,237.185,1009.497,-772.312,0.0,,229.227,210.568,23.436,187.132,18.659,466.412,,278.54,136.222,,,142.318,10.826,0.0,,,10.826,0.0,,,0.0,289.366,132.056,132.056,,,208.528,,,,,53.237,155.291,340.584,629.95,0.0,525.683,15.509,510.174,-348.4,262.864,,440.147,0.0,440.147,1070.097,
10/29/2011,1088.832,157.754,157.754,0.0,6.63,6.63,0.0,355.614,,,,,109.543,,3.153,,106.39,629.541,231.003,1008.898,-777.895,0.0,,228.288,210.568,23.436,187.132,17.72,459.291,,313.205,168.335,,,144.87,10.453,0.0,,,10.453,0.0,,,0.0,323.658,132.631,132.631,,,203.895,,,,,54.122,149.773,336.526,660.184,0.0,527.174,15.515,511.659,-348.4,249.874,,428.648,0.0,428.648,1088.832,
01/28/2012,1017.926,168.607,168.607,0.0,39.379,39.379,0.0,257.18,,,,,94.153,0.0,3.57,,90.583,559.319,229.365,1020.334,-790.969,0.0,,229.242,210.568,23.436,187.132,18.674,458.607,,257.297,111.63,0.0,0.0,145.667,4.682,0.0,,,4.682,0.0,0.0,0.0,0.0,261.979,133.639,133.639,,,205.362,0.0,0.0,0.0,0.0,55.526,149.836,339.001,600.98,0.0,528.626,15.521,513.105,-348.4,236.72,0.0,416.946,0.0,416.946,1017.926,
04/28/2012,1050.865,214.086,214.086,0.0,11.576,11.576,0.0,278.07,,,,,90.603,,3.57,,87.033,594.335,227.116,1003.682,-776.566,0.0,,229.414,210.568,23.436,187.132,18.846,456.53,,269.284,134.817,,,134.467,4.05,0.0,,,4.05,0.0,,,0.0,273.334,134.709,134.709,,,206.986,,,,,56.339,150.647,341.695,615.029,0.0,529.744,15.544,514.2,-348.4,254.492,,435.836,0.0,435.836,1050.865,
