Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,34.777,34.777,-26.097,26.097,8.68,0.0,-2.962,6.156,-3.194,5.718,18.436,-0.107,0.489,-0.596,,-18.329,0.0,24.154,-6.469,,,17.685,0.0,0.0,0.0,17.685,-0.518,17.167,0.0,0.0,17.167,14.177,-2.99,48.648,0.35,0.35,0.29142,48.648,0.35,0.35,0.288538,
06/30/2011,35.241,35.241,-25.405,25.405,9.836,0.0,-18.866,5.9,12.966,-9.03,27.551,-0.49,0.335,-0.825,,-27.061,0.0,18.521,-1.389,,,17.132,0.0,0.0,0.0,17.132,-0.213,16.919,0.0,0.0,16.919,18.14945,1.23045,48.66,0.35,0.35,0.372985,48.66,0.35,0.35,0.372985,
09/30/2011,35.736,35.736,-27.202,27.202,8.534,0.0,4.354,5.745,-10.099,12.888,26.457,-0.36,0.464,-0.824,,-26.097,0.0,39.345,-11.53,,,27.815,0.0,0.0,0.0,27.815,-0.141,27.674,0.0,0.0,27.674,20.10178,-7.57222,48.663,0.57,0.57,0.413081,48.663,0.57,0.57,0.413081,
12/31/2011,18.7,18.7,-13.2,13.2,5.5,0.9,-8.2,4.1,4.1,-1.8,26.7,-0.6,0.2,-0.8,,-26.1,0.0,24.9,-5.1,,,19.8,-0.3,-0.3,0.0,20.1,-0.2,19.9,0.0,0.0,19.9,21.03,1.43,48.7,0.41,0.4,0.431828,48.7,0.41,0.4,0.429363,
03/31/2012,20.428,20.428,-14.416,14.416,6.012,0.0,-19.471,4.429,15.042,-13.459,42.04,-0.428,0.283,-0.711,,-41.612,0.0,28.581,-7.994,,,20.587,-0.66,-0.66,0.0,21.247,-0.198,21.049,0.0,0.0,21.049,20.65074,0.26174,48.663,0.43,0.42,0.424362,48.663,0.43,0.42,0.424362,
06/30/2012,22.147,22.147,-15.638,15.638,6.509,0.17,5.776,4.351,-10.127,12.455,20.236,-0.612,0.219,-0.831,,-19.624,0.0,32.691,-7.335,,,25.356,-0.889,-0.889,0.0,26.245,-0.272,25.973,0.0,0.0,25.973,20.42908,-4.65492,48.666,0.53,0.51,0.419781,48.666,0.53,0.51,0.41435,
09/30/2012,21.281,21.281,-14.971,14.971,6.31,0.0,-6.916,4.27,2.646,-0.606,11.326,-0.611,0.218,-0.829,,-10.715,0.0,10.72,-2.097,,,8.623,-1.724,-1.724,0.0,10.347,-0.34,10.007,0.0,0.0,10.007,7.7682,-0.5148,48.669,0.21,0.18,0.159613,48.669,0.21,0.18,0.159613,
12/31/2012,19.3,19.3,-13.8,13.8,5.5,3.6,-15.6,4.7,10.9,-6.5,11.6,-0.6,0.2,-0.8,,5.6,-16.6,5.1,-2.4,,,2.7,-18.6,-18.6,0.0,21.3,-3.7,17.6,0.0,0.0,17.6,-4.1711,-3.1711,48.7,0.36,-0.020534,-0.085649,48.7,0.36,-0.02193,-0.087045,
03/31/2013,21.453,21.453,-15.433,15.433,6.02,0.0,-8.873,4.586,4.287,-2.853,-11.803,-0.679,0.059,-0.738,,12.487,-0.005,-14.656,12.658,,,-1.998,0.0,0.0,0.0,-1.998,-0.12,-2.118,0.0,0.0,-2.118,2.98206,5.10006,48.669,-0.04,-0.04,0.061272,48.669,-0.04,-0.04,0.061272,
06/30/2013,24.039,24.039,-16.429,16.429,7.61,0.014,-20.046,4.667,15.379,-12.422,-9.62,-0.677,0.058,-0.735,,10.303,-0.006,-22.042,8.024,,,-14.018,0.0,0.0,0.0,-14.018,-0.237,-14.255,0.0,0.0,-14.255,-13.31561,0.93939,48.671,-0.29,-0.29,-0.273584,48.671,-0.29,-0.29,-0.273584,
09/30/2013,24.209,24.209,-16.695,16.695,7.514,0.009,-7.966,4.537,3.429,-0.443,-8.386,-0.715,0.01,-0.725,,9.101,0.0,-8.829,3.145,,,-5.684,0.0,0.0,0.0,-5.684,-0.256,-5.94,0.0,0.0,-5.94,19.37978,25.31978,48.674,-0.12,-0.12,0.398155,48.674,-0.12,-0.12,0.398155,
03/31/2014,25.781,25.781,-18.032,18.032,7.749,0.131,-7.944,4.461,3.483,-0.064,5.068,-0.725,0.0,-0.725,,-4.343,0.0,5.004,-0.97,,,4.034,0.0,0.0,0.0,4.034,-0.279,3.755,0.0,0.0,3.755,4.63326,0.87826,48.674,0.08,0.08,0.09519,48.674,0.08,0.08,0.09519,
06/30/2014,26.848,26.848,-18.235,18.235,8.613,0.0,-13.298,4.701,8.597,-4.685,10.366,-0.297,0.0,-0.297,,-10.069,0.0,5.681,0.125,,,5.806,0.0,0.0,0.0,5.806,-0.334,5.472,0.0,0.0,5.472,6.04985,0.57785,48.678,0.11,0.11,0.124283,48.678,0.11,0.11,0.121871,
09/30/2014,26.473,26.473,-18.331,18.331,8.142,0.009,-0.171,4.71,-4.539,7.98,10.0,-0.311,0.0,-0.311,0.0,-9.689,0.0,17.98,-3.8,,,14.18,0.0,0.0,0.0,14.18,-0.291,13.889,0.0,0.0,13.889,5.046,-8.843,48.683,0.29,0.29,0.10365,48.683,0.29,0.29,0.10365,
12/31/2014,24.7,24.7,-17.0,17.0,7.7,0.0,-8.1,4.7,3.4,-0.4,6.4,-0.3,0.0,-0.3,,-6.1,0.0,6.0,-0.4,,,5.6,0.0,0.0,0.0,5.6,-0.2,5.4,0.0,0.0,5.4,5.14,-0.26,48.7,0.11,0.11,0.105544,48.7,0.11,0.11,0.104661,
03/31/2015,27.891,27.891,-19.325,19.325,8.566,0.0,-5.562,4.866,0.696,3.004,5.907,-0.302,0.0,-0.302,,-5.605,0.0,8.911,1.446,,,10.357,0.0,0.0,0.0,10.357,-0.315,10.042,0.0,0.0,10.042,9.197,-0.845,48.683,0.21,0.21,0.188916,48.683,0.21,0.21,0.188916,
06/30/2015,28.918,28.918,-19.758,19.758,9.16,0.017,-10.277,4.854,5.423,-1.1,-48.307,-0.282,0.0,-0.282,,48.589,0.0,-49.407,20.507,,,-28.9,0.0,0.0,0.0,-28.9,-0.367,-29.267,0.0,0.0,-29.267,-28.76845,0.49855,48.687,-0.6,-0.6,-0.590886,48.687,-0.6,-0.6,-0.590886,
09/30/2015,26.505,26.505,-18.387,18.387,8.118,0.074,-7.23,4.684,2.546,0.962,-3.306,-0.294,0.0,-0.294,,3.6,0.0,-2.344,3.581,,,1.237,0.0,0.0,0.0,1.237,-0.294,0.943,0.0,0.0,0.943,1.45455,0.51155,48.692,0.02,0.02,0.029872,48.692,0.02,0.02,0.029872,
12/31/2015,25.7,25.7,-18.1,18.1,7.6,0.0,-10.2,5.0,5.2,-2.6,-5.9,-0.3,0.0,-0.3,,6.2,0.0,-8.5,3.1,,,-5.4,0.0,0.0,0.0,-5.4,-0.2,-5.6,0.0,0.0,-5.6,-5.015,0.585,48.7,-0.11,-0.11,-0.102977,48.7,-0.11,-0.11,-0.102977,
03/31/2016,27.075,27.075,-18.87,18.87,8.205,0.0,-10.411,4.852,5.559,-2.206,-0.797,4.747,5.1,-0.353,,1.15,-5.1,-3.003,0.822,,,-2.181,0.0,0.0,0.0,-2.181,-0.288,-2.469,0.0,0.0,-2.469,-2.5275,-0.0585,48.692,-0.05,-0.05,-0.051908,48.692,-0.05,-0.05,-0.051908,
06/30/2016,27.107,27.107,-18.621,18.621,8.486,0.005,-7.87,4.769,3.101,0.621,0.874,4.723,5.1,-0.377,,-0.497,-5.1,1.495,-0.33,,,1.165,0.0,0.0,0.0,1.165,-0.32,0.845,0.0,0.0,0.845,1.40855,0.56355,48.699,0.02,0.02,0.028924,48.699,0.02,0.02,0.028924,
09/30/2016,28.404,28.404,-19.005,19.005,9.399,0.0,-9.405,4.926,4.479,-0.006,7.206,4.77,5.2,-0.43,,-6.776,-5.2,7.2,0.56,,,7.76,0.0,0.0,0.0,7.76,-0.388,7.372,0.0,0.0,7.372,9.1764,1.8044,48.706,0.15,0.15,0.188404,48.706,0.15,0.15,0.187047,
12/31/2016,26.3,26.3,-17.2,17.2,9.1,0.0,-8.5,5.0,3.5,0.6,7.6,-0.5,0.0,-0.5,,-7.1,0.0,8.2,1.8,,,10.0,0.0,0.0,0.0,10.0,-0.4,9.6,0.0,0.0,9.6,10.445,0.845,48.7,0.2,0.2,0.214476,48.7,0.2,0.2,0.214476,
03/31/2017,29.948,29.948,-20.262,20.262,9.686,0.0,-10.432,5.162,5.27,-0.746,11.687,-0.689,0.007,-0.696,,-11.175,0.177,10.941,-2.179,,,8.762,0.0,0.0,0.0,8.762,-0.412,8.35,0.0,0.0,8.35,10.6575,2.3075,48.706,0.17,0.17,0.218813,48.706,0.17,0.17,0.217376,
06/30/2017,30.002,30.002,-20.494,20.494,9.508,0.0,-8.251,4.907,3.344,1.257,60.619,-0.874,0.007,-0.881,,-59.745,0.0,61.876,-20.278,,,41.598,0.0,0.0,0.0,41.598,-0.431,41.167,0.0,0.0,41.167,42.0341,0.8671,48.71,0.85,0.85,0.862946,48.71,0.85,0.85,0.862946,
09/30/2017,26.993,26.993,-18.795,18.795,8.198,0.137,-7.475,4.829,2.646,0.86,23.406,-0.969,0.008,-0.977,,-22.437,0.0,24.266,-6.466,,,17.8,0.0,0.0,0.0,17.8,-0.328,17.472,0.0,0.0,17.472,18.18895,0.71695,48.715,0.36,0.36,0.373375,48.715,0.36,0.36,0.373375,
12/31/2017,25.1,25.1,-17.7,17.7,7.4,0.0,-7.4,4.7,2.7,0.0,15.1,-0.948,0.052,-1.0,,-14.4,0.248,15.1,34.5,,,49.6,0.0,0.0,0.0,49.6,-0.5,49.1,0.0,0.0,49.1,49.7786,0.6786,48.7,1.0,1.0,1.022148,48.7,1.0,1.0,1.013934,
03/31/2018,28.413,28.413,-18.91,18.91,9.503,0.0,-12.301,5.13,7.171,-2.798,20.863,-1.064,0.008,-1.072,,-21.479,1.68,18.065,-3.33,,,14.735,0.0,0.0,0.0,14.735,-0.487,14.248,0.0,0.0,14.248,14.11923,-0.12877,48.715,0.29,0.29,0.289833,48.715,0.29,0.29,0.287357,
06/30/2018,32.385,32.385,-21.151,21.151,11.234,0.0,-71.859,5.251,66.608,-60.625,6.075,-1.214,0.008,-1.222,,-23.645,18.784,-54.55,12.588,,,-41.962,0.0,0.0,0.0,-41.962,-0.653,-42.615,0.0,0.0,-42.615,6.207,48.822,48.721,-0.87,-0.87,0.127399,48.721,-0.87,-0.87,0.127399,
09/30/2018,30.029,30.029,-20.433,20.433,9.596,0.0,-6.114,5.075,1.039,3.482,-24.512,-1.327,0.009,-1.336,,-9.905,35.744,-21.03,6.158,,,-14.872,0.0,0.0,0.0,-14.872,-0.514,-15.386,0.0,0.0,-15.386,-15.80154,-0.41554,48.727,-0.32,-0.32,-0.324287,48.727,-0.32,-0.32,-0.328528,
12/31/2018,27.4,27.4,-19.5,19.5,7.9,0.0,-8.6,5.0,3.6,-0.7,3.8,-1.338,0.062,-1.4,,-7.3,4.838,3.1,0.0,0.0,0.0,3.1,0.0,0.0,0.0,3.1,-0.3,2.8,0.0,0.0,2.8,2.47689,-0.32311,48.7,0.06,0.06,0.05086,48.7,0.06,0.06,0.05086,
03/31/2019,31.176,31.176,-21.552,21.552,9.624,0.0,-7.106,5.334,1.772,2.518,15.769,-1.51,0.009,-1.519,,-9.225,-5.034,18.287,-2.561,,,15.726,0.0,0.0,0.0,15.726,-0.522,15.204,0.0,0.0,15.204,14.98043,-0.22357,48.727,0.31,0.31,0.307436,48.727,0.31,0.31,0.305412,
06/30/2019,33.73,33.73,-22.791,22.791,10.939,0.0,-23.828,5.317,18.511,-12.889,20.116,-2.114,0.009,-2.123,,-8.944,-9.058,7.227,-0.667,,,6.56,0.0,0.0,0.0,6.56,-0.682,5.878,0.0,0.0,5.878,-13.30715,-19.18515,48.74,0.12,0.12,-0.273023,48.74,0.12,0.12,-0.273622,
09/30/2019,29.703,29.703,-20.227,20.227,9.476,0.0,-3.667,5.21,-1.543,5.809,-9.093,-1.257,0.314,-1.571,,-5.463,15.813,-3.284,2.286,,,-0.998,0.0,0.0,0.0,-0.998,-0.54,-1.538,0.0,0.0,-1.538,-1.58303,-0.04503,48.756,-0.03,-0.03,-0.032468,48.756,-0.03,-0.03,-0.032468,
12/31/2019,29.6,29.6,-20.6,20.6,9.0,0.0,-6.0,5.5,0.5,3.0,3.4,-1.1,0.4,-1.5,,-2.9,0.6,6.4,0.3,,,6.7,0.0,0.0,0.0,6.7,-0.4,6.3,0.0,0.0,6.3,4.35186,-1.94814,48.8,0.13,0.13,0.089177,48.8,0.13,0.13,0.089177,
03/31/2020,32.311,32.311,-21.88,21.88,10.431,0.0,-7.897,5.411,2.486,2.534,-3.295,-0.779,0.352,-1.131,,-8.207,12.281,-0.761,3.263,,,2.502,0.0,0.0,0.0,2.502,-0.592,1.91,0.0,0.0,1.91,-7.61029,-9.52029,48.756,0.04,0.04,-0.156089,48.756,0.04,0.04,-0.156089,
06/30/2020,23.8,23.8,-16.434,16.434,7.366,0.0,-7.352,4.997,2.355,0.014,3.342,-0.151,0.35,-0.501,,-5.651,2.46,3.356,1.516,,,4.872,0.0,0.0,0.0,4.872,-0.283,4.589,0.0,0.0,4.589,4.52106,-0.06794,48.771,0.09,0.09,0.0927,48.771,0.09,0.09,0.088607,
09/30/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,0.12,
12/31/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,0.09,
